TCI,Transcontinental Realty Investors,NASDAQ
10.97,10.97,10.97,10.97
10.87,10.97,11.06,10.82
10.90,11.06,11.09,10.90
10.99,11.06,11.15,10.94
11.06,11.06,11.07,11.06
10.83,10.77,10.83,10.77
10.79,10.79,10.86,10.76
10.77,10.81,10.83,10.69
10.71,10.31,10.98,10.24
10.37,10.87,11.10,10.06
10.77,10.15,10.95,9.36
10.20,9.87,10.23,9.87
9.94,10.12,10.47,9.94
9.97,9.89,10.06,9.89
9.95,10.05,10.07,9.75
9.90,10.10,10.14,9.90
10.10,9.87,10.10,9.65
9.74,9.78,9.78,9.60
9.63,9.81,9.81,9.44
9.66,9.76,9.76,9.66
10.15,9.84,10.15,9.81
9.76,9.76,9.76,9.76
9.93,9.65,9.93,9.61
9.57,9.60,9.69,9.57
9.35,9.54,9.54,9.17
9.40,9.50,9.50,9.40
9.48,9.41,9.48,9.41
9.56,9.35,9.56,9.30
9.23,9.37,9.44,9.23
9.37,9.79,9.79,8.40
9.70,9.58,9.70,9.58
9.52,9.47,9.54,9.18
9.35,9.14,9.50,8.98
9.02,9.01,9.23,8.75
9.00,9.05,9.05,8.95
9.23,9.14,9.25,9.14
9.14,9.11,9.14,8.94
8.04,9.08,9.19,8.04
9.21,9.23,9.23,9.02
9.20,9.23,9.31,9.11
9.38,9.38,9.38,9.24
9.26,9.25,9.26,9.19
9.38,9.15,9.56,9.10
9.26,9.14,9.26,9.09
9.18,9.17,9.21,9.03
8.17,9.33,10.00,8.16
9.23,9.33,9.43,9.07
9.47,9.35,9.65,9.11
9.45,9.20,9.54,8.50
9.12,9.30,9.46,9.12
9.34,9.23,9.37,9.20
9.16,10.11,10.23,9.16
10.00,9.99,10.00,9.99
10.23,10.50,10.50,10.20
10.23,9.30,10.23,9.30
9.25,9.19,9.25,9.19
9.12,8.99,9.12,8.87
8.78,9.02,9.15,8.58
9.02,9.02,9.02,9.02
9.03,9.00,9.30,8.92
9.20,8.60,9.20,8.48
8.79,9.17,9.21,8.61
9.09,9.22,9.22,8.82
8.98,9.00,9.00,8.90
8.96,8.81,8.96,8.76
8.79,9.15,9.15,8.79
9.04,9.21,9.21,9.04
9.21,9.21,9.21,9.21
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
8.99,8.97,8.99,8.97
8.95,8.98,8.98,8.95
8.96,8.95,8.96,8.95
8.71,8.62,8.80,8.50
8.62,9.22,9.25,8.61
9.10,9.05,9.25,9.05
9.24,9.20,9.24,9.20
9.30,9.30,9.30,9.30
9.25,9.15,9.25,9.08
9.15,9.15,9.15,9.15
9.15,9.15,9.15,9.15
9.15,9.15,9.15,9.15
9.15,9.15,9.15,9.15
8.95,9.15,9.15,8.76
9.25,9.50,9.50,9.25
9.39,9.45,9.45,9.39
9.23,9.40,9.40,9.21
9.15,9.15,9.21,9.14
9.00,9.05,9.05,9.00
8.85,9.10,9.10,8.85
9.17,9.30,9.30,9.17
9.35,9.50,9.60,9.15
9.50,9.50,9.50,9.50
9.70,9.70,9.70,9.70
9.57,9.55,9.57,9.37
9.30,9.44,9.48,9.25
9.21,9.39,9.40,9.21
9.15,9.44,9.44,9.15
9.56,9.56,9.56,9.56
9.56,9.56,9.56,9.56
9.50,9.56,9.56,9.50
9.71,9.75,9.75,9.60
9.54,9.61,9.65,9.52
9.66,9.65,9.66,9.63
9.85,9.95,9.95,9.70
9.96,10.05,10.05,9.96
9.85,9.95,9.95,9.53
9.70,9.85,9.85,9.60
9.60,9.40,9.60,9.39
9.38,9.29,9.38,9.15
9.00,9.18,9.18,8.81
9.35,9.35,9.35,9.35
9.52,9.53,9.53,9.30
9.32,9.17,9.32,9.15
9.00,8.99,9.00,8.81
8.90,8.74,8.90,8.74
8.86,8.70,8.86,8.60
8.92,8.84,8.92,8.80
8.65,8.89,8.89,8.65
8.70,8.59,8.70,8.51
8.60,8.60,8.60,8.54
8.60,8.65,8.65,8.41
8.50,8.26,8.50,8.26
8.30,8.70,8.70,8.30
8.78,8.70,8.78,8.65
8.70,8.76,8.76,8.70
8.64,9.20,9.30,8.64
9.22,9.22,9.22,9.22
9.25,9.30,9.30,9.20
9.30,9.30,9.30,9.30
9.04,9.20,9.20,8.98
9.00,9.00,9.00,8.99
9.00,9.00,9.00,8.94
8.82,9.00,9.00,8.80
8.80,9.10,9.10,8.80
9.22,9.22,9.22,9.22
9.00,8.98,9.00,8.80
8.89,8.90,9.20,8.88
9.34,9.34,9.34,9.34
9.10,9.06,9.10,8.97
9.01,9.01,9.01,8.82
8.92,8.92,8.92,8.92
9.00,9.12,9.30,9.00
9.11,9.30,9.30,9.11
9.30,9.34,9.34,9.30
9.28,9.45,9.45,9.09
9.34,9.34,9.34,9.15
9.24,9.42,9.42,9.19
9.20,9.35,9.35,9.02
9.06,9.35,9.40,9.06
9.30,9.40,9.40,9.12
9.22,9.19,9.22,9.13
9.10,9.08,9.10,9.06
9.08,9.08,9.08,9.08
8.95,8.95,8.95,8.95
8.74,8.61,8.74,8.40
8.48,8.60,8.60,8.40
8.35,8.45,8.45,8.35
8.25,8.35,8.35,8.25
8.25,8.10,8.25,7.97
8.05,7.76,8.05,7.66
7.92,7.92,7.94,7.76
7.80,7.73,7.80,7.72
7.60,7.73,7.73,7.60
7.62,7.62,7.62,7.62
7.53,7.64,7.64,7.38
7.64,7.64,7.64,7.64
7.64,7.64,7.64,7.64
7.61,7.62,7.62,7.61
7.50,7.45,7.50,7.45
7.40,7.40,7.41,7.40
7.25,7.15,7.25,7.11
7.12,6.95,7.12,6.95
6.90,6.41,6.91,6.05
6.37,6.17,6.37,6.15
6.22,6.22,6.39,6.22
6.15,6.15,6.15,6.15
6.40,6.49,7.14,6.40
6.54,6.71,6.72,6.54
6.98,6.77,7.20,6.60
7.02,7.10,7.10,7.02
7.04,6.85,7.04,6.85
6.72,6.77,6.77,6.71
6.77,6.77,6.77,6.77
6.51,6.50,6.51,6.50
6.40,6.09,6.40,6.08
6.00,6.07,6.15,6.00
6.07,6.07,6.07,6.07
6.07,6.07,6.07,6.07
6.21,6.24,6.25,6.21
6.24,6.24,6.24,6.24
6.11,5.88,6.11,5.75
5.99,5.99,5.99,5.99
5.92,5.65,5.92,5.39
5.74,5.90,5.94,5.74
6.01,5.91,6.01,5.91
5.80,5.70,5.80,5.66
5.58,5.15,5.58,5.13
5.10,5.00,5.28,5.00
5.01,4.40,5.02,4.37
4.35,4.30,4.64,4.30
4.30,5.10,5.50,4.30
5.45,5.08,5.50,5.05
5.19,4.74,5.19,4.60
4.70,4.97,5.20,4.46
5.06,4.52,5.15,4.51
4.61,5.25,5.49,4.52
5.33,4.19,5.33,4.03
4.69,3.80,4.69,3.79
3.70,3.61,3.73,3.52
3.65,3.47,3.68,3.35
3.39,3.62,3.75,3.26
3.65,4.47,4.69,3.65
4.47,4.35,4.67,4.29
4.40,3.95,4.40,3.85
4.20,4.01,4.28,3.95
4.03,4.10,4.35,4.02
4.23,4.17,4.35,4.16
4.22,4.35,4.40,4.18
4.35,4.22,4.64,4.20
4.24,4.18,4.24,4.18
4.17,4.10,4.17,4.10
4.06,4.00,4.16,3.99
3.91,3.92,3.93,3.90
3.91,3.91,3.91,3.91
4.01,3.91,4.01,3.91
3.92,3.95,4.00,3.92
3.98,3.78,3.98,3.78
3.81,3.85,3.86,3.81
3.78,3.62,3.78,3.61
3.50,3.71,3.80,3.50
3.71,3.71,3.71,3.71
3.64,3.83,3.83,3.64
3.95,4.00,4.00,3.78
3.89,3.73,3.89,3.73
3.82,3.69,3.82,3.69
3.65,3.68,3.68,3.50
3.62,3.55,3.69,3.53
3.50,3.50,3.50,3.50
3.55,3.60,3.73,3.55
3.60,3.55,3.60,3.55
3.64,3.84,3.84,3.64
3.64,3.75,3.88,3.64
3.87,3.86,3.87,3.86
3.88,4.00,4.34,3.88
3.91,3.95,4.15,3.90
3.90,3.91,4.05,3.90
3.79,3.72,3.79,3.72
3.55,3.64,3.64,3.55
3.60,3.64,3.64,3.60
3.60,3.55,3.60,3.55
3.55,3.51,3.55,3.46
3.51,3.51,3.51,3.51
3.51,3.58,3.58,3.51
3.48,3.36,3.48,3.33
3.36,3.35,3.36,3.35
3.40,3.40,3.40,3.40
3.40,3.31,3.40,3.31
3.26,3.28,3.28,3.26
3.26,3.10,3.26,3.01
3.11,3.18,3.22,3.11
3.27,3.27,3.27,3.25
3.36,3.38,3.40,3.36
3.40,3.35,3.40,3.35
3.20,3.20,3.20,3.20
3.21,3.26,3.26,3.21
3.26,3.01,3.26,3.01
3.02,3.06,3.06,3.01
3.12,3.08,3.12,3.08
3.04,3.04,3.04,3.04
3.04,3.04,3.11,3.04
2.96,3.06,3.06,2.96
3.11,3.11,3.11,3.10
3.00,3.00,3.00,3.00
2.90,2.73,2.90,2.73
2.74,2.28,2.90,2.28
2.33,2.68,3.19,2.33
2.72,2.55,2.72,2.40
2.54,2.50,2.54,2.50
2.48,2.45,2.48,2.35
2.40,2.53,2.96,2.40
2.52,2.47,2.52,2.40
2.35,2.31,2.50,2.17
2.31,2.16,2.31,2.10
2.29,2.16,2.62,2.16
2.16,2.16,2.16,2.16
2.15,2.20,2.20,2.15
2.22,2.20,2.25,2.20
2.18,2.23,2.23,2.18
2.23,2.23,2.23,2.23
2.21,2.24,2.24,2.10
2.26,2.23,2.33,2.17
2.25,2.22,2.30,2.22
2.20,2.18,2.20,2.18
2.18,2.18,2.20,2.18
2.16,2.13,2.16,2.13
2.18,2.34,2.48,2.18
2.30,2.29,2.53,2.22
2.28,2.23,2.33,2.20
2.20,2.18,2.25,2.16
2.20,2.22,2.31,2.06
2.23,2.23,2.23,2.23
2.30,2.23,2.30,2.23
2.18,2.19,2.24,2.14
2.17,2.17,2.17,2.17
2.17,2.17,2.17,2.17
2.18,2.12,2.18,2.12
2.18,2.13,2.18,2.12
2.11,2.09,2.13,2.09
2.09,2.09,2.09,2.09
2.07,2.10,2.10,2.07
2.07,2.10,2.10,2.07
2.00,2.02,2.02,2.00
2.08,2.08,2.08,2.08
2.04,2.04,2.04,2.04
2.02,2.02,2.04,2.00
2.00,2.01,2.04,2.00
2.00,2.00,2.00,2.00
2.00,1.99,2.00,1.75
1.97,1.80,1.98,1.79
1.77,1.80,1.80,1.77
1.76,1.72,1.77,1.72
1.70,1.86,1.92,1.70
1.82,1.85,1.85,1.82
1.85,2.88,2.95,1.85
2.88,2.46,2.90,2.41
2.47,2.44,2.51,2.44
2.48,2.26,2.48,2.20
2.33,2.22,2.69,2.03
2.26,2.26,2.26,2.21
2.36,2.97,3.13,2.36
3.06,3.08,3.08,2.55
2.50,2.61,2.70,2.50
2.55,2.59,2.68,2.55
2.80,3.75,3.86,2.68
3.61,3.79,3.91,3.61
3.80,3.55,3.85,3.54
3.50,2.85,3.50,2.65
2.94,3.09,3.12,2.94
3.15,3.02,3.15,2.97
2.99,2.93,2.99,2.93
2.90,2.95,2.95,2.90
2.92,2.70,2.92,2.66
2.65,2.58,2.65,2.58
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.53,2.52,2.53,2.52
2.52,2.52,2.52,2.52
2.50,2.48,2.50,2.48
2.48,2.48,2.48,2.48
2.45,2.45,2.45,2.45
2.42,2.39,2.42,2.39
2.30,2.30,2.31,2.30
2.26,2.14,2.26,2.14
2.19,2.27,2.27,2.14
2.32,2.36,2.36,2.32
2.47,2.42,2.50,2.42
2.49,2.54,2.54,2.49
2.60,2.60,2.63,2.60
2.47,2.47,2.47,2.47
2.65,2.55,2.65,2.55
2.55,2.48,2.55,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.34,2.20,2.35,2.20
2.10,2.07,2.18,1.99
2.02,2.04,2.06,2.02
2.04,2.04,2.04,2.04
2.05,2.05,2.05,2.05
2.09,2.00,2.09,2.00
1.97,1.97,1.97,1.97
1.98,1.97,1.98,1.97
1.87,1.95,1.95,1.87
1.95,1.95,1.95,1.95
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.94,1.95,1.99,1.94
1.98,1.90,1.98,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.93,1.93,1.90
1.89,1.80,1.89,1.80
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.85,1.85,1.85,1.85
1.83,1.83,1.83,1.83
1.80,1.89,1.89,1.80
1.89,1.89,1.89,1.89
1.86,1.86,1.86,1.86
1.82,1.82,1.82,1.82
1.82,1.82,1.82,1.82
1.84,1.84,1.84,1.84
1.84,1.84,1.84,1.84
1.84,1.84,1.84,1.84
1.81,1.86,1.86,1.81
1.86,1.86,1.86,1.86
1.86,1.86,1.86,1.86
1.81,1.88,1.88,1.81
1.88,1.88,1.88,1.88
1.84,1.84,1.84,1.84
1.85,1.85,1.85,1.85
1.83,1.80,1.83,1.80
1.83,1.90,1.90,1.83
2.00,1.92,2.00,1.92
1.85,1.81,1.85,1.81
1.81,1.81,1.81,1.81
1.81,1.81,1.81,1.81
1.80,1.70,1.80,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.73,1.70,1.73,1.70
1.73,1.76,1.79,1.73
1.83,1.87,1.87,1.83
1.84,1.84,1.84,1.79
1.66,1.62,1.66,1.62
1.64,1.64,1.64,1.64
1.65,1.63,1.65,1.58
1.64,1.62,1.64,1.58
1.61,1.64,1.64,1.61
1.56,1.56,1.56,1.56
1.56,1.63,1.63,1.56
1.56,1.56,1.57,1.56
1.56,1.64,1.64,1.56
1.65,1.77,1.77,1.65
1.80,1.96,1.96,1.80
2.00,2.65,2.71,2.00
2.54,3.04,3.13,2.15
3.05,2.61,3.05,2.61
2.55,2.51,2.55,2.45
2.53,2.56,2.56,2.53
2.53,2.60,2.60,2.53
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.57,2.40,2.57,2.31
2.54,2.50,2.59,2.50
2.54,2.54,2.54,2.54
2.57,2.57,2.57,2.57
2.60,2.52,2.73,2.52
2.57,2.57,2.57,2.57
2.57,2.57,2.57,2.57
2.54,2.53,2.54,2.46
2.53,2.53,2.53,2.53
2.53,2.53,2.53,2.53
2.53,2.53,2.53,2.53
2.50,2.52,2.52,2.50
2.55,2.55,2.55,2.55
2.59,2.51,2.60,2.51
2.57,2.52,2.57,2.52
2.52,2.52,2.52,2.52
2.52,2.52,2.52,2.52
2.52,2.52,2.52,2.52
2.52,2.52,2.52,2.52
2.49,2.49,2.49,2.49
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.45,2.41,2.45,2.30
2.41,2.41,2.41,2.41
2.41,2.41,2.41,2.41
2.41,2.41,2.41,2.41
2.28,2.28,2.28,2.28
2.35,2.16,2.35,2.16
2.13,2.12,2.16,2.12
2.09,2.09,2.09,2.09
1.84,1.84,1.84,1.84
1.84,1.84,1.84,1.84
1.87,1.90,1.90,1.87
1.90,1.90,1.90,1.90
1.93,1.93,1.93,1.93
1.93,1.93,1.93,1.93
1.93,1.93,1.93,1.93
1.90,1.78,1.90,1.75
1.88,1.95,1.95,1.88
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.95
1.83,1.83,1.83,1.83
1.83,1.83,1.83,1.83
1.86,1.86,1.86,1.86
1.86,1.86,1.86,1.86
1.86,1.86,1.86,1.86
1.89,1.92,1.92,1.89
1.95,2.00,2.00,1.95
1.99,1.94,2.00,1.94
2.02,2.41,2.48,2.02
2.48,3.10,3.19,2.48
3.25,2.66,3.38,2.66
2.52,2.40,2.63,2.40
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.47,2.52,2.52,2.47
2.48,2.48,2.48,2.48
2.41,2.35,2.41,2.35
2.39,2.53,2.53,2.39
2.53,2.53,2.53,2.53
2.48,2.40,2.72,2.40
2.44,2.40,2.45,2.39
2.46,2.60,2.60,2.46
2.58,2.63,2.71,2.58
2.68,2.78,2.78,2.67
2.75,2.82,2.82,2.75
2.82,2.82,2.82,2.82
2.86,2.86,2.86,2.86
2.90,2.82,2.90,2.82
2.86,2.91,2.91,2.86
2.91,2.91,2.91,2.91
2.87,2.94,2.94,2.87
2.96,3.00,3.01,2.96
2.97,3.30,3.30,2.97
3.20,3.30,3.30,3.19
3.27,3.35,3.35,3.21
3.39,3.39,3.39,3.32
3.44,3.25,3.45,3.25
3.25,3.25,3.25,3.25
3.21,3.17,3.22,3.17
3.17,3.17,3.17,3.17
3.20,3.19,3.22,3.19
3.19,3.19,3.19,3.19
3.23,3.20,3.23,3.20
3.20,3.11,3.20,3.11
3.07,3.07,3.07,3.07
3.06,3.00,3.06,2.97
2.97,2.97,2.97,2.97
2.85,2.85,2.85,2.85
2.81,2.79,2.82,2.79
2.84,2.84,2.84,2.84
2.84,2.84,2.84,2.84
2.77,2.77,2.77,2.77
2.73,2.71,2.73,2.71
2.71,2.71,2.71,2.71
2.71,2.71,2.71,2.71
2.69,2.59,2.69,2.44
2.64,2.64,2.64,2.64
2.64,2.64,2.64,2.64
2.64,2.64,2.64,2.64
2.68,2.68,2.68,2.68
2.63,2.66,2.66,2.63
2.66,2.66,2.66,2.66
2.66,2.66,2.66,2.66
2.66,2.66,2.66,2.66
2.62,2.56,2.62,2.56
2.78,2.80,2.80,2.70
2.77,2.66,2.77,2.66
2.73,2.79,2.79,2.73
2.75,2.75,2.75,2.75
2.79,2.79,2.79,2.79
2.79,2.79,2.79,2.79
2.83,2.84,2.86,2.79
2.84,2.84,2.84,2.84
2.83,2.91,2.92,2.83
2.95,3.10,3.10,2.95
3.10,3.10,3.10,3.10
3.07,3.07,3.07,3.07
2.96,2.93,2.96,2.93
2.93,2.93,2.93,2.93
3.05,3.05,3.05,3.04
3.01,3.01,3.01,3.01
3.02,3.02,3.02,3.02
3.02,3.02,3.02,3.02
3.04,3.06,3.07,3.04
3.11,3.15,3.20,3.11
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.09,2.90,3.09,2.90
2.91,2.90,2.91,2.90
2.94,3.03,3.03,2.94
3.06,3.10,3.11,3.06
3.03,3.03,3.03,3.03
3.07,3.02,3.10,3.02
3.08,3.12,3.12,3.08
3.07,3.07,3.07,3.07
3.09,3.09,3.09,3.09
3.05,3.12,3.12,3.05
3.15,3.17,3.17,3.15
3.17,3.17,3.17,3.17
3.19,3.19,3.19,3.19
3.22,3.83,3.83,3.15
3.80,4.00,4.00,3.77
3.93,3.93,3.93,3.93
3.97,3.85,3.97,3.85
3.82,3.79,3.82,3.79
3.84,4.12,4.12,3.84
4.12,4.12,4.12,4.12
4.12,4.06,4.15,4.06
4.06,4.06,4.06,4.06
4.14,4.23,4.23,4.06
4.25,4.30,4.43,4.15
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.16,4.23,4.31,4.16
4.33,3.96,4.33,3.77
3.94,4.04,4.28,3.94
4.04,4.04,4.04,4.04
4.04,4.04,4.04,4.04
4.06,4.27,4.27,4.06
4.30,4.18,4.30,4.18
4.17,4.18,4.18,4.15
4.20,4.39,4.39,4.20
4.43,4.45,4.45,4.40
4.50,4.46,4.55,4.46
4.45,4.45,4.45,4.45
4.50,4.60,4.65,4.45
4.63,4.63,4.63,4.63
4.66,4.85,4.95,4.66
4.84,4.95,4.95,4.84
5.00,5.45,5.46,5.00
5.52,5.24,6.01,5.09
5.17,5.50,5.50,5.17
5.50,5.50,5.50,5.37
5.47,5.35,5.47,5.25
5.36,5.40,5.45,5.25
5.50,5.50,5.50,5.50
5.45,5.59,5.77,5.35
5.76,5.76,5.76,5.76
5.75,5.95,5.95,5.75
5.86,5.71,5.86,5.71
5.49,5.49,5.49,5.49
5.77,5.72,5.77,5.72
5.75,5.60,5.75,5.51
5.66,5.66,5.66,5.66
5.66,5.66,5.66,5.66
5.60,5.31,5.60,5.25
5.30,5.24,5.30,5.24
5.24,5.10,5.24,5.10
5.15,4.99,5.15,4.94
4.99,4.99,4.99,4.99
5.04,4.80,5.29,4.80
4.81,4.68,4.81,4.65
4.70,4.58,4.70,4.58
4.55,4.45,4.55,4.45
4.45,4.45,4.45,4.45
4.50,4.50,4.50,4.50
4.45,4.42,4.45,4.25
4.35,4.21,4.35,4.21
4.27,4.27,4.27,4.27
4.32,4.31,4.47,4.31
4.40,4.47,4.47,4.40
4.35,4.35,4.35,4.35
4.44,4.45,4.45,4.44
4.50,4.23,4.55,4.23
4.21,4.21,4.21,4.21
4.00,4.00,4.00,3.95
3.80,3.81,3.81,3.80
3.77,3.77,3.77,3.77
3.50,3.46,3.50,3.46
3.46,3.46,3.46,3.46
3.46,3.46,3.46,3.46
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.56,3.82,3.82,3.56
3.62,3.62,3.62,3.62
3.62,3.64,3.64,3.60
3.63,3.62,3.63,3.62
3.62,3.62,3.62,3.60
3.62,3.62,3.62,3.62
3.62,3.66,3.66,3.62
3.67,3.70,3.70,3.67
3.65,3.75,3.75,3.63
3.77,3.96,3.96,3.77
3.75,3.85,3.86,3.74
3.85,3.85,3.85,3.85
3.85,3.85,3.85,3.85
3.76,3.83,3.83,3.76
3.76,3.76,3.76,3.76
3.80,3.80,3.80,3.80
3.82,3.81,3.82,3.81
3.80,3.81,3.81,3.80
3.90,3.90,3.90,3.90
3.92,4.01,4.02,3.92
4.03,4.00,4.03,4.00
4.19,4.34,4.34,4.11
4.34,4.34,4.34,4.34
4.15,4.15,4.15,4.15
4.16,4.16,4.16,4.16
4.30,4.79,4.79,4.30
4.58,4.58,4.58,4.58
4.61,4.52,4.75,4.52
4.46,4.27,4.46,4.25
4.27,4.27,4.27,4.27
4.27,4.27,4.27,4.27
4.10,4.27,4.27,4.10
4.27,4.27,4.27,4.27
4.27,4.27,4.27,4.27
4.27,4.27,4.27,4.27
4.23,4.17,4.27,4.15
4.17,4.21,4.21,4.17
4.24,4.24,4.24,4.24
4.20,4.28,4.28,4.15
4.28,4.28,4.28,4.28
4.28,4.28,4.28,4.28
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.20,4.30,4.30,4.20
4.17,4.18,4.27,4.17
4.30,4.33,4.33,4.30
4.35,4.38,4.38,4.35
4.41,4.55,4.56,4.41
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.60,4.55,4.60,4.55
4.55,4.55,4.55,4.55
4.60,4.70,4.70,4.60
4.75,5.49,5.50,4.75
5.57,6.39,6.50,5.57
6.30,6.10,6.32,6.08
6.00,5.55,6.00,5.35
5.55,5.55,5.60,5.55
5.51,5.30,5.51,5.30
5.25,5.06,5.25,5.06
5.02,4.99,5.02,4.73
5.00,5.00,5.16,5.00
5.15,5.21,5.21,5.15
5.21,5.34,5.34,5.21
5.31,5.31,5.31,5.31
5.35,5.41,5.41,5.35
5.41,5.40,5.41,5.40
5.33,5.52,5.52,5.33
5.58,5.61,5.61,5.58
5.57,5.57,5.57,5.57
5.60,5.60,5.60,5.60
5.69,5.69,5.69,5.69
5.69,5.69,5.69,5.69
5.61,5.78,5.78,5.55
5.78,5.78,5.78,5.78
5.75,5.75,5.75,5.75
5.71,5.71,5.71,5.71
5.67,5.49,5.67,5.49
5.57,5.58,5.58,5.57
5.58,5.58,5.58,5.58
5.65,5.53,5.65,5.47
5.44,5.37,5.45,5.27
5.41,5.52,5.55,5.41
5.56,5.56,5.56,5.56
5.35,5.35,5.35,5.25
5.35,5.35,5.35,5.35
5.40,5.45,5.45,5.40
5.45,5.45,5.45,5.45
5.43,5.36,5.43,5.36
5.25,5.40,5.43,5.25
5.38,5.60,5.63,5.38
5.65,5.60,5.65,5.60
5.60,5.65,5.65,5.55
5.80,5.75,5.80,5.75
5.70,5.60,5.72,5.36
5.60,5.60,5.60,5.60
5.52,5.51,5.52,5.51
5.59,5.62,5.62,5.51
5.58,5.65,5.65,5.58
5.70,5.65,5.70,5.65
5.69,5.89,5.93,5.69
5.97,6.17,6.18,5.97
6.08,6.45,6.57,6.00
6.47,6.70,6.70,6.45
6.57,6.55,6.65,6.55
6.49,6.42,6.55,6.40
6.65,6.65,6.65,6.65
6.69,6.93,6.93,6.69
6.95,6.91,7.00,6.90
6.90,6.85,6.90,6.85
6.86,6.80,6.92,6.80
6.77,7.60,7.76,6.77
7.85,8.94,8.94,7.85
8.79,7.58,10.21,7.41
7.62,7.31,7.89,7.31
7.26,6.44,7.26,6.15
6.39,6.59,6.59,6.24
6.45,6.40,6.47,6.40
6.40,7.35,7.35,6.40
7.52,6.85,7.65,6.85
6.96,7.20,7.39,6.96
7.18,7.10,7.18,7.10
7.09,7.00,7.09,7.00
7.18,7.45,7.50,7.18
7.40,7.10,7.40,6.80
7.20,7.05,7.20,7.00
7.05,7.06,7.06,7.05
7.05,7.05,7.05,7.05
7.14,7.15,7.15,7.14
7.05,7.00,7.20,6.95
6.90,6.90,6.90,6.90
6.85,6.85,6.85,6.85
6.85,6.85,6.85,6.85
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.84,6.89,6.89,6.75
6.51,6.59,6.76,6.51
6.81,7.50,7.50,6.81
7.68,8.20,8.20,7.60
8.15,8.26,8.33,8.15
