CALI,China Auto Logistics Inc. - Common Stock,NASDAQ
24.18,24.36,24.60,24.00
24.12,24.42,24.42,24.06
24.18,24.24,24.24,24.00
24.42,23.16,24.42,22.14
23.10,22.26,23.10,21.06
21.72,21.24,22.08,19.86
20.94,19.62,21.06,18.36
22.08,21.60,22.08,20.40
21.30,20.70,21.30,20.28
20.34,21.24,21.42,19.62
20.82,21.54,22.08,20.58
21.06,21.06,21.90,20.46
22.08,20.52,22.08,20.16
22.08,21.36,22.08,20.58
20.94,21.60,21.60,19.71
20.52,20.58,21.60,19.26
18.60,19.26,19.74,16.98
19.23,18.24,20.04,18.18
18.18,18.18,18.78,17.12
19.50,19.50,19.50,18.30
20.40,20.10,21.00,19.44
20.34,19.44,20.34,18.36
20.28,18.36,20.58,18.36
18.78,19.86,20.70,18.78
20.26,20.04,20.40,19.56
18.96,19.38,19.98,18.90
19.50,18.66,19.50,18.36
18.59,17.94,18.60,17.34
18.36,18.90,18.90,18.00
19.02,19.74,19.86,18.90
nan,19.74,nan,nan
18.96,19.50,19.86,18.48
19.20,19.68,19.80,19.20
19.56,19.02,19.62,18.60
19.32,19.44,19.50,18.90
19.20,20.34,20.40,19.20
20.40,20.34,20.40,19.02
20.04,20.40,20.40,19.08
20.22,20.34,20.40,19.86
20.04,19.98,20.46,19.98
19.51,20.10,20.28,19.50
20.40,20.40,20.46,19.68
19.68,20.46,20.94,19.26
19.26,20.40,20.40,18.90
19.41,19.80,20.04,19.41
19.80,19.80,19.80,19.20
19.56,20.58,20.58,18.66
20.10,19.86,20.10,19.20
19.44,19.56,19.56,18.90
18.90,19.20,19.50,18.06
18.90,18.90,18.90,18.90
19.56,18.90,19.80,18.37
18.36,18.60,18.60,18.30
18.36,18.60,18.66,17.76
18.01,17.88,18.30,17.82
16.92,18.36,18.36,16.26
17.58,18.12,18.12,17.58
17.70,18.00,18.12,16.87
17.58,18.48,18.48,17.40
18.49,18.30,18.72,18.30
17.97,18.36,18.48,17.94
18.30,18.24,18.30,17.64
17.88,18.48,18.48,17.64
18.24,17.46,18.24,16.50
17.70,18.30,18.30,17.70
18.42,18.12,18.42,17.23
18.06,18.30,18.36,17.91
18.36,18.18,18.36,18.06
18.18,18.36,18.36,17.70
18.36,18.00,18.36,17.70
17.82,18.30,18.36,17.82
18.18,18.30,18.30,18.00
18.18,18.24,18.30,18.00
17.82,18.18,18.24,17.82
18.00,18.00,18.00,17.34
18.18,18.00,18.36,17.76
17.70,17.70,18.00,16.92
17.52,18.00,18.30,17.31
18.00,18.00,18.00,17.28
17.64,18.00,18.00,17.64
18.00,17.70,18.00,17.10
17.70,18.30,18.30,17.10
18.24,18.00,18.30,17.40
17.82,17.86,17.94,17.71
17.88,17.64,17.88,17.46
17.40,18.12,18.12,17.34
17.70,17.99,17.99,16.92
17.58,17.94,17.94,16.92
17.88,17.40,17.88,17.40
17.64,17.46,17.76,17.40
17.40,18.12,18.96,17.40
18.30,19.02,19.20,18.29
18.90,18.84,19.44,18.78
19.14,19.02,19.44,18.84
19.08,18.83,19.08,18.24
18.60,17.58,18.90,16.08
17.10,18.00,18.00,16.74
18.00,17.94,18.28,16.98
17.10,17.64,17.70,17.10
17.46,17.16,17.82,16.50
16.92,17.34,18.00,16.92
17.51,17.46,17.88,17.16
17.10,17.28,17.34,17.00
17.94,16.86,18.17,16.80
17.10,16.72,17.10,16.50
17.46,17.82,17.88,16.71
18.00,18.84,19.20,16.98
19.20,18.30,19.38,18.24
18.30,18.60,18.60,18.18
18.60,18.54,18.60,17.58
18.90,18.72,18.90,18.00
18.18,18.66,18.66,18.00
18.12,18.18,18.65,17.70
18.90,18.53,18.90,18.00
18.60,19.02,19.02,18.18
18.60,18.78,18.78,18.54
18.84,18.48,18.90,18.48
19.08,18.72,19.08,18.36
18.30,18.42,18.90,17.76
18.42,18.41,18.42,18.11
18.06,18.12,18.42,18.06
18.06,18.30,18.36,18.00
18.42,18.84,19.20,18.42
18.90,18.90,18.90,18.30
18.90,18.00,18.90,16.92
18.00,18.28,18.30,17.41
18.42,18.48,18.66,18.36
18.54,18.60,18.60,18.31
18.78,19.14,19.14,18.48
19.38,19.50,20.10,18.90
19.98,19.74,19.98,19.02
19.74,19.74,19.74,19.44
19.96,19.50,19.96,19.20
19.20,19.32,19.44,18.90
18.96,19.20,19.26,18.96
19.38,19.45,19.68,18.90
19.62,19.26,19.68,19.26
19.26,19.20,19.92,18.90
18.78,19.38,19.86,18.78
19.50,19.38,20.10,18.78
19.38,19.68,19.74,18.48
19.38,19.80,19.98,19.20
19.20,19.50,19.98,18.72
19.20,19.34,19.50,18.60
18.66,19.14,19.20,18.60
18.66,19.20,19.20,18.60
18.18,19.74,19.80,18.12
N/A,N/A,N/A,N/A
19.68,19.68,19.92,19.02
19.68,19.20,19.80,19.08
18.72,18.60,19.20,17.82
18.30,18.60,18.72,18.00
18.42,18.60,18.60,17.94
18.30,18.60,18.60,17.82
18.42,18.36,18.42,17.40
18.12,18.00,18.12,17.70
17.88,18.18,18.18,17.40
17.58,18.30,18.36,17.28
18.30,17.94,18.30,17.88
18.00,18.12,18.12,17.58
18.06,18.48,18.48,17.46
18.30,18.24,18.30,17.88
18.30,18.48,18.48,18.30
18.12,18.48,18.54,18.12
18.30,18.60,18.60,18.12
18.36,18.72,18.84,18.06
18.60,18.72,18.78,18.36
18.48,18.42,18.60,18.30
18.30,18.17,18.30,18.12
18.30,18.30,18.30,18.30
18.18,17.52,18.18,17.52
18.24,18.06,18.60,17.52
18.18,18.30,19.08,18.18
18.30,18.74,18.90,18.30
18.90,18.60,18.90,18.30
18.60,18.55,18.90,18.48
18.30,18.30,18.60,18.12
18.30,18.18,18.60,18.18
18.30,18.54,18.72,18.30
18.54,18.48,18.90,18.12
18.30,18.06,18.48,18.00
18.00,16.56,18.36,16.26
16.62,18.06,18.60,16.62
18.06,18.30,18.54,18.00
18.42,18.42,18.54,18.00
18.36,18.18,18.54,17.76
18.36,18.06,18.36,17.40
17.76,18.06,18.06,17.70
18.06,17.88,18.18,17.46
17.94,18.54,18.54,17.40
18.36,18.42,18.54,18.24
18.30,18.06,18.30,18.00
18.36,18.00,18.36,17.64
17.58,18.30,18.30,17.52
18.00,18.30,18.30,18.00
18.24,17.94,18.30,17.70
17.82,17.82,18.24,17.46
17.58,18.30,18.30,16.92
18.30,18.36,18.60,17.34
18.54,17.94,18.54,17.64
17.76,18.30,18.54,17.70
18.18,18.42,18.60,18.12
18.18,18.24,18.60,17.76
18.30,19.38,20.10,17.70
19.44,20.70,22.91,19.20
21.30,20.28,21.30,19.80
19.80,18.24,19.80,17.88
18.24,17.82,18.24,17.70
17.76,17.58,18.24,17.40
17.70,17.04,17.88,16.38
16.86,16.08,16.86,15.48
15.78,15.72,16.50,15.66
15.96,15.90,16.14,15.60
15.66,15.84,15.84,15.00
15.54,15.59,15.60,15.36
15.90,15.36,16.20,15.18
16.38,15.60,16.38,15.30
15.42,14.70,15.42,13.50
14.70,16.80,17.34,14.04
17.94,16.98,18.12,16.92
17.28,16.32,17.28,16.15
16.50,16.14,16.86,15.36
16.68,15.54,16.68,15.00
15.30,15.60,15.96,15.30
15.66,15.54,15.96,15.54
16.50,16.68,17.10,16.50
16.68,16.56,16.68,16.38
16.62,15.90,16.62,15.74
16.32,16.02,16.32,15.36
16.38,15.72,16.38,15.61
16.50,15.66,16.50,15.60
15.78,15.00,16.08,14.76
14.70,15.66,15.66,14.70
16.20,14.52,16.20,14.10
15.00,14.52,15.00,14.34
14.76,14.70,14.95,14.70
14.70,14.40,14.70,14.34
14.70,14.70,14.70,14.16
14.46,14.31,14.46,14.16
14.34,13.12,14.34,12.66
13.14,13.02,13.44,12.78
13.38,12.90,13.38,12.06
12.72,11.94,12.72,11.94
11.88,10.74,11.88,9.78
10.92,11.10,11.40,10.40
11.16,10.98,11.16,10.80
10.92,10.50,10.92,10.50
10.74,10.80,11.16,10.40
11.34,11.10,11.34,10.68
11.40,11.40,11.40,11.10
11.34,11.52,11.52,10.75
11.52,11.88,11.88,11.42
11.76,12.12,12.96,11.28
12.06,12.36,12.60,11.94
12.36,12.66,13.44,12.30
12.54,12.36,12.54,12.24
12.12,11.94,12.36,11.28
11.70,11.69,11.70,10.80
11.70,11.64,11.70,11.45
11.22,11.27,11.40,11.22
11.28,13.02,13.02,11.28
12.78,12.24,12.78,12.18
12.00,11.76,12.00,11.40
11.82,10.86,11.82,10.80
12.18,11.88,12.18,11.34
11.70,11.04,11.70,10.74
11.04,11.04,11.28,10.98
10.86,10.86,10.97,10.80
10.80,10.86,10.92,10.56
10.56,10.80,10.80,10.37
10.68,10.14,10.68,10.02
9.90,9.66,10.44,9.00
9.66,9.90,11.04,9.60
9.90,10.38,10.80,9.42
10.80,11.01,11.01,9.96
10.92,10.57,10.92,10.56
10.56,10.80,11.28,10.38
10.26,10.32,10.56,10.26
10.32,10.50,10.50,9.72
10.38,9.72,10.38,9.72
9.72,9.48,10.20,9.36
9.66,10.44,10.62,9.36
10.14,9.78,10.14,9.78
9.66,9.66,10.50,9.66
9.72,9.90,9.90,9.72
9.60,9.24,9.60,9.24
9.54,9.00,9.54,9.00
9.00,7.38,9.00,6.84
7.32,6.90,7.32,6.90
6.78,7.55,7.74,6.60
7.50,7.56,7.56,7.48
7.29,7.50,7.74,7.20
7.81,8.46,9.83,7.68
8.58,9.12,9.36,8.58
9.00,8.22,9.06,8.22
9.06,7.02,9.06,7.02
7.14,7.08,7.56,7.08
7.08,7.20,7.26,6.66
7.23,6.96,7.44,6.78
7.24,6.96,7.24,6.96
7.80,12.42,22.80,7.80
13.44,12.36,14.40,11.64
12.42,11.10,12.42,10.98
10.56,10.32,11.10,9.78
10.20,10.44,10.68,9.48
10.56,10.44,10.68,9.96
10.32,11.76,11.81,9.60
10.80,10.92,11.40,10.20
10.56,10.92,11.16,10.50
10.86,10.32,11.16,10.08
10.32,9.66,10.32,8.46
9.60,9.84,10.08,9.42
10.20,9.96,10.20,9.36
10.02,9.54,10.02,9.54
9.48,9.09,9.84,9.00
9.60,9.06,9.60,8.88
8.76,8.52,9.00,8.40
8.46,8.46,8.88,8.04
8.65,8.28,8.58,8.10
8.74,8.46,8.94,8.10
8.10,7.82,8.28,7.80
7.68,7.50,8.16,7.32
6.90,6.96,7.02,6.36
6.96,7.74,8.94,6.78
7.38,8.10,9.02,7.38
8.22,8.64,8.76,7.96
8.76,8.34,8.76,8.10
9.72,9.96,11.22,8.70
9.72,9.06,9.78,8.40
9.86,9.60,9.86,9.24
9.42,9.24,9.42,8.58
8.82,9.78,9.78,8.82
10.14,9.18,10.14,8.70
9.30,9.69,9.95,9.00
9.42,9.96,9.96,8.82
9.84,9.34,9.84,8.76
9.72,9.66,9.84,9.06
9.48,9.00,9.90,9.00
8.94,8.16,9.12,8.10
8.46,8.82,9.42,8.46
8.88,9.18,9.18,8.52
9.30,8.94,9.30,8.10
8.88,8.40,8.88,8.34
8.70,8.22,8.70,7.86
8.10,8.48,8.64,8.10
8.80,8.52,8.80,8.16
8.10,8.40,8.40,8.03
8.10,8.22,8.88,8.04
8.16,8.52,8.82,8.16
8.58,8.04,8.64,7.68
8.04,8.02,8.04,7.50
7.62,7.92,8.19,7.50
7.74,8.10,8.28,7.74
8.46,8.18,8.52,8.16
7.56,7.02,7.80,6.90
6.96,6.96,7.68,6.96
7.02,7.14,7.62,7.02
7.62,7.42,7.62,7.42
7.20,7.32,7.32,6.90
6.90,6.78,7.50,6.42
6.90,7.38,7.38,6.72
7.08,6.78,7.18,6.60
6.66,6.72,6.72,6.60
6.96,6.96,6.96,6.96
6.96,6.87,6.96,6.48
7.02,6.98,7.02,6.30
6.96,7.32,7.32,6.96
7.32,7.32,7.44,7.20
7.32,7.32,7.32,7.08
7.02,7.02,7.20,7.02
7.20,6.66,7.20,6.54
6.72,6.90,6.90,6.72
6.78,6.90,7.26,6.78
7.14,7.14,7.14,6.66
6.60,6.48,7.14,6.48
6.72,6.54,6.84,6.36
6.36,5.99,6.54,5.47
5.88,6.29,6.30,5.52
6.24,6.01,6.24,5.88
6.24,6.06,6.24,5.94
6.12,6.00,6.30,5.94
5.82,6.12,6.24,5.82
6.00,5.64,6.00,4.80
5.89,5.70,6.12,5.34
6.06,5.64,6.06,5.64
5.76,6.06,6.06,5.76
6.00,5.82,6.00,5.70
5.70,5.76,6.06,5.70
5.64,5.92,6.00,5.52
5.76,5.76,5.94,5.76
5.76,5.40,6.00,5.28
5.40,5.60,5.88,5.40
5.84,5.58,5.88,5.40
5.88,5.92,5.92,5.64
5.70,5.74,5.88,5.31
5.70,5.80,5.88,5.70
5.28,5.59,5.59,5.22
5.16,5.70,5.70,5.16
5.29,5.52,5.76,5.28
5.40,5.04,5.40,4.86
5.34,5.46,5.46,4.89
5.10,5.55,5.55,5.10
5.50,5.14,5.52,4.92
5.22,5.40,5.46,5.10
5.64,5.49,5.64,5.10
5.37,5.46,5.58,5.16
5.46,5.37,5.52,5.22
5.22,5.31,5.31,4.99
5.22,6.20,6.20,5.22
5.94,6.24,6.42,5.22
6.24,6.12,6.42,6.00
6.18,6.06,6.18,5.46
6.18,6.28,6.28,5.59
5.76,5.58,5.76,5.52
5.91,6.00,6.00,5.40
6.06,5.35,6.06,5.16
5.76,5.40,5.76,4.63
5.40,5.04,5.40,5.04
5.28,5.40,5.40,4.92
5.03,4.92,5.40,4.80
4.92,5.06,5.06,4.92
4.86,5.21,5.21,4.86
4.86,5.11,5.11,4.86
4.80,4.98,5.10,4.45
5.04,5.10,5.22,5.04
5.28,5.19,5.40,5.19
5.04,5.10,5.26,5.04
5.04,5.04,5.04,5.04
5.40,5.64,5.64,5.40
5.70,5.46,5.76,5.46
5.64,5.55,5.64,5.55
5.58,5.37,5.58,5.04
5.11,5.42,5.52,5.04
5.49,5.49,5.49,5.49
5.49,5.52,5.52,5.10
5.52,5.55,5.58,5.23
5.52,5.64,5.64,5.52
5.69,6.12,6.30,5.64
6.12,6.12,6.30,5.76
6.24,6.28,6.30,5.64
5.70,5.70,5.77,5.64
6.06,6.03,6.06,5.64
6.00,6.30,6.30,6.00
6.18,6.24,6.30,6.18
6.24,6.06,6.36,5.82
6.30,6.60,6.90,6.30
6.60,6.60,6.60,6.42
6.54,6.50,6.54,6.36
6.48,6.50,6.60,6.48
6.42,6.54,6.60,6.42
6.42,6.60,6.60,6.36
6.36,6.48,6.48,6.30
6.30,6.34,6.34,6.07
6.06,6.28,6.34,6.00
6.36,6.57,6.66,6.06
6.42,6.42,6.60,6.30
6.30,6.35,6.40,6.18
6.30,6.66,6.66,6.06
6.48,6.46,6.48,6.30
6.42,6.36,6.42,6.30
6.36,6.20,6.36,6.12
6.18,6.00,6.30,5.82
5.76,6.00,6.00,5.76
6.18,6.24,6.24,6.18
6.24,5.82,6.42,5.82
6.18,5.76,6.18,5.10
5.76,5.76,5.76,5.76
nan,5.76,nan,nan
5.28,5.82,5.82,5.28
5.88,5.82,5.94,5.81
5.76,5.86,5.86,5.76
5.52,5.52,5.61,5.30
5.53,5.68,6.06,5.28
5.82,5.40,5.82,5.40
5.82,5.58,5.82,5.58
5.70,5.82,5.82,5.70
nan,5.88,nan,nan
6.18,6.18,6.18,6.18
nan,5.88,nan,nan
6.24,6.24,6.24,6.24
6.12,6.12,6.12,5.91
5.46,5.99,5.99,5.46
nan,5.46,nan,nan
5.64,6.12,6.18,5.64
6.00,5.76,6.06,5.40
5.94,6.18,6.18,5.76
6.24,5.76,6.24,5.34
5.70,5.22,5.70,4.98
5.25,5.64,5.64,5.20
5.40,5.40,5.40,5.22
5.28,5.40,5.46,4.92
5.28,5.22,5.28,5.22
5.24,5.04,5.52,4.92
5.10,5.16,5.16,4.80
5.16,4.98,5.22,4.86
5.22,4.92,5.22,4.86
4.92,4.80,4.92,4.80
4.80,4.74,4.80,4.68
4.74,4.56,5.22,4.56
4.56,4.32,4.80,4.32
4.38,5.22,5.22,4.38
5.28,5.10,5.28,5.10
nan,4.92,nan,nan
4.80,4.86,4.86,4.80
5.10,5.04,5.10,4.92
4.98,4.14,4.98,4.08
4.14,4.44,4.80,4.14
4.15,4.20,4.50,4.15
3.96,4.60,4.64,3.96
4.20,4.74,4.74,4.20
4.20,4.50,4.50,4.14
4.20,4.50,4.50,4.12
4.20,4.20,4.20,4.14
4.20,4.38,4.62,4.12
4.12,3.84,4.32,3.84
3.90,4.14,4.14,3.90
4.20,4.20,4.20,4.20
4.20,4.08,4.32,3.90
3.90,3.60,3.90,3.48
3.60,3.18,3.60,3.18
3.18,2.94,3.60,2.94
2.94,3.18,3.18,2.94
3.18,3.12,3.24,3.12
3.12,3.18,3.24,3.12
3.18,3.18,3.18,3.18
3.18,2.76,3.18,2.46
2.70,2.64,2.70,2.58
2.64,2.64,2.70,2.58
2.70,2.64,2.70,2.40
2.52,2.40,2.52,2.40
2.52,2.40,2.52,2.40
2.40,2.40,2.44,2.40
2.52,2.52,2.52,2.40
2.52,2.52,2.52,2.52
2.58,2.58,2.64,2.40
2.46,2.64,2.64,2.46
2.64,2.52,2.64,2.52
2.40,2.19,2.41,2.16
2.40,2.58,2.58,2.40
2.58,2.46,2.64,2.40
2.52,2.58,2.58,2.44
2.52,2.22,2.52,2.10
2.33,2.40,2.40,2.28
2.40,2.40,2.46,2.34
2.40,2.22,2.40,2.17
2.28,2.40,2.52,2.28
2.40,2.17,2.40,2.17
2.28,2.28,2.40,2.28
2.40,2.22,2.52,2.22
2.28,2.34,2.34,2.28
nan,2.28,nan,nan
2.40,2.28,2.40,2.17
2.20,2.16,2.20,2.16
2.16,2.19,2.28,2.16
2.22,2.22,2.28,2.10
2.28,2.22,2.28,2.21
2.10,2.22,2.22,2.10
2.10,2.04,2.10,2.04
2.34,2.04,2.40,2.04
2.13,2.22,2.37,2.13
2.04,1.86,2.04,1.86
1.98,2.28,2.28,1.98
2.34,1.80,2.34,1.74
1.80,1.80,2.15,1.80
1.80,1.81,1.81,1.74
1.27,1.56,1.81,1.27
1.56,1.57,1.57,1.56
1.62,1.54,1.68,1.50
1.68,1.74,1.97,1.68
1.80,1.74,1.86,1.74
1.68,1.65,1.68,1.65
1.77,1.50,1.77,1.44
1.50,1.50,1.50,1.50
1.44,1.44,1.44,1.44
1.44,1.50,1.50,1.38
1.32,1.47,1.50,1.32
1.44,1.26,1.44,1.26
1.38,1.26,1.38,1.26
1.26,1.13,1.32,1.09
1.47,1.17,1.47,1.14
1.62,1.44,1.62,1.15
1.62,1.50,1.62,1.22
1.50,1.38,1.50,1.32
1.44,1.50,1.50,1.32
1.50,1.44,1.50,1.44
1.21,1.23,1.44,1.21
1.37,1.38,1.44,1.37
1.47,1.47,1.47,1.47
1.47,1.38,1.56,1.32
1.32,1.62,1.62,1.32
1.68,2.06,2.21,1.62
2.06,1.80,2.06,1.68
2.06,1.98,2.06,1.77
1.98,1.70,1.98,1.45
1.70,1.38,1.73,1.21
1.68,1.50,1.68,1.44
1.50,1.68,1.68,1.38
1.74,1.56,1.80,1.39
1.56,1.56,1.56,1.38
1.56,1.74,1.80,1.56
1.80,1.56,1.80,1.56
1.56,1.59,1.74,1.50
1.79,1.47,1.79,1.29
1.50,1.50,1.68,1.50
1.50,1.50,1.68,1.38
1.62,1.56,1.68,1.56
1.56,1.54,1.68,1.44
1.54,1.50,1.54,1.50
1.50,1.42,1.62,1.42
1.14,1.50,1.56,1.14
1.55,1.55,1.55,1.55
1.55,1.38,1.55,1.32
1.50,1.50,1.50,1.38
1.50,1.49,1.50,1.32
1.50,1.50,1.50,1.32
1.56,1.38,1.56,1.35
1.32,1.50,1.56,1.32
1.56,1.68,1.68,1.56
0.00,1.65,1.65,1.53
1.80,1.73,1.95,1.38
1.73,1.65,1.73,1.54
1.65,1.70,1.70,1.55
1.70,1.65,1.73,1.65
1.65,1.70,1.73,1.65
1.73,1.73,1.73,1.71
1.70,1.79,1.79,1.65
1.70,1.70,1.70,1.70
1.58,1.58,1.58,1.58
1.59,1.60,1.68,1.55
1.62,1.50,1.62,1.50
1.50,1.50,1.50,1.50
1.50,1.45,1.50,1.45
1.40,1.40,1.40,1.40
nan,1.37,nan,nan
1.39,1.40,1.40,1.39
1.39,1.35,1.39,1.35
1.40,1.23,1.40,1.23
1.38,2.25,2.94,1.38
2.49,1.70,2.50,1.62
1.70,1.86,1.89,1.56
1.60,1.69,1.84,1.56
1.70,1.57,1.80,1.50
1.68,4.24,4.24,1.68
4.58,5.66,7.48,3.80
6.34,4.45,6.94,4.31
4.45,4.20,5.14,3.89
4.16,4.89,4.96,3.94
4.79,4.68,5.43,4.66
4.68,4.46,4.78,4.30
4.67,3.98,4.67,3.85
4.20,4.02,4.45,3.76
4.12,4.06,4.30,3.87
4.00,4.45,4.70,4.00
4.44,4.32,4.89,4.30
4.32,4.67,5.10,4.32
4.41,4.41,4.86,4.35
4.41,4.59,4.89,4.40
4.59,4.57,5.14,4.56
4.65,4.46,4.84,4.38
4.60,4.45,4.70,4.31
4.39,4.30,4.57,4.30
4.30,4.16,4.30,4.10
4.06,4.02,4.10,3.89
4.22,3.94,4.22,3.91
4.08,3.88,4.08,3.80
3.94,3.75,3.94,3.75
3.60,3.64,3.73,3.36
3.51,3.54,3.63,3.40
3.47,3.37,3.47,3.02
3.26,3.32,3.33,3.21
3.33,3.24,3.33,3.08
3.20,3.07,3.20,3.07
3.07,2.97,3.07,2.93
2.94,2.99,3.12,2.85
3.00,3.22,3.44,2.96
3.39,3.16,3.55,3.07
3.12,3.07,3.12,3.00
3.02,3.05,3.05,2.95
3.01,2.71,3.02,2.71
2.74,2.82,2.95,2.64
2.85,2.85,2.90,2.78
2.80,2.79,2.80,2.70
2.75,2.71,2.75,2.67
2.73,2.67,2.73,2.64
2.68,2.57,2.69,2.56
2.59,3.75,3.75,2.59
3.75,3.68,3.99,3.42
3.69,3.36,3.69,3.15
3.39,3.20,3.45,3.14
3.20,3.20,3.32,3.12
3.16,2.92,3.19,2.92
2.93,2.90,3.22,2.86
2.92,2.96,3.02,2.92
2.95,2.81,2.99,2.80
3.10,3.00,3.10,2.84
3.13,3.10,3.13,2.96
3.12,2.96,3.12,2.95
2.97,2.94,3.08,2.87
2.95,2.94,3.00,2.88
2.92,2.98,2.99,2.90
2.95,2.88,2.99,2.87
2.87,2.88,2.88,2.81
2.86,3.10,3.10,2.86
3.09,3.00,3.20,2.98
3.03,2.94,3.03,2.90
2.95,2.93,3.00,2.92
2.94,2.84,2.99,2.83
2.83,2.90,2.90,2.76
2.90,2.86,2.98,2.75
2.88,2.80,2.92,2.78
2.80,2.60,2.93,2.60
2.63,2.50,2.63,2.45
2.50,2.60,2.62,2.50
2.62,2.46,2.62,2.45
2.53,2.45,2.54,2.40
2.54,2.62,2.73,2.46
2.62,2.64,2.73,2.59
2.69,2.67,2.80,2.66
2.67,2.63,2.78,2.62
2.57,2.76,2.76,2.56
2.75,5.21,5.38,2.75
4.97,4.42,5.58,4.16
4.45,4.01,4.45,4.00
4.11,3.80,4.11,3.56
3.80,4.24,4.88,3.70
4.29,4.32,4.71,4.28
4.33,4.10,4.56,3.88
4.17,4.22,4.25,3.89
4.22,4.05,4.25,3.97
4.03,4.28,4.50,4.03
4.35,4.56,4.65,4.28
4.58,4.43,4.75,4.37
4.44,4.55,4.57,4.08
4.38,4.66,4.71,4.36
5.11,4.45,5.59,4.12
4.51,3.99,4.51,3.99
4.08,3.57,4.10,3.40
3.61,3.46,3.66,3.41
3.46,3.47,3.60,3.41
3.50,3.21,3.56,3.17
3.27,3.08,3.29,3.00
3.12,3.15,3.28,3.01
3.15,3.04,3.19,3.01
3.05,3.16,3.31,3.04
3.08,2.94,3.16,2.91
2.97,3.08,3.10,2.96
3.02,3.00,3.04,2.89
2.96,2.93,3.00,2.90
2.92,2.81,2.95,2.80
2.80,2.97,3.07,2.80
2.90,2.92,3.06,2.85
2.90,2.80,2.90,2.80
2.80,2.86,2.92,2.77
2.82,3.19,3.30,2.77
3.24,2.95,3.27,2.91
2.94,2.91,3.03,2.90
2.97,2.95,2.99,2.92
2.95,2.99,3.05,2.95
3.01,2.94,3.10,2.90
2.90,2.99,3.07,2.90
2.98,2.91,2.98,2.80
2.93,2.88,3.02,2.86
2.98,3.28,3.30,2.91
3.40,3.73,3.95,3.40
3.72,3.62,3.85,3.43
3.62,3.60,3.72,3.50
3.56,3.13,3.56,3.01
3.15,3.10,3.15,3.01
3.11,3.14,3.24,3.10
3.16,3.06,3.29,2.89
3.08,3.13,3.20,3.06
3.10,3.24,3.68,3.10
3.13,3.22,3.29,3.05
3.16,3.11,3.16,3.05
3.15,3.24,3.35,3.15
3.18,3.18,3.25,3.08
3.18,3.15,3.19,3.10
3.12,3.12,3.14,3.10
3.12,3.10,3.21,3.01
3.11,3.10,3.14,3.01
3.10,3.07,3.13,2.95
3.01,3.01,3.03,2.90
3.02,3.01,3.03,2.95
3.01,3.00,3.04,2.95
3.01,3.05,3.28,2.96
3.03,2.93,3.06,2.92
3.06,2.92,3.06,2.91
2.97,2.96,2.99,2.95
3.06,3.06,3.07,2.91
3.00,3.05,3.09,2.98
2.97,2.96,3.05,2.95
2.98,2.92,2.98,2.90
