VO,Vanguard Mid-Cap ETF - DNQ,NASDAQ
64.36,64.61,64.70,64.25
64.51,64.56,64.93,64.16
64.34,64.80,64.86,64.10
64.66,64.65,64.77,64.38
64.98,64.73,64.98,64.44
65.00,65.89,65.98,64.89
65.86,65.48,66.01,65.33
65.35,64.96,65.79,64.79
64.48,64.52,65.30,64.33
65.39,66.08,66.15,65.33
66.10,65.87,66.23,65.74
66.07,66.38,66.47,65.15
66.18,66.37,66.63,66.02
66.81,66.31,67.22,65.88
66.87,66.52,66.90,66.11
66.22,65.88,66.62,65.50
66.62,67.37,67.50,66.43
67.34,66.86,67.41,66.61
67.25,66.92,67.32,66.46
66.95,67.47,67.68,66.74
67.51,67.62,67.86,67.47
67.50,67.91,68.04,66.94
68.38,68.45,68.81,68.11
68.40,68.02,68.51,67.65
68.66,68.25,68.66,67.66
68.30,68.47,68.50,68.10
67.59,67.28,68.13,66.92
67.58,68.03,68.32,67.44
68.24,68.12,68.81,67.55
68.25,68.47,68.47,68.02
68.94,68.79,69.41,68.71
68.37,68.70,68.93,68.10
68.29,68.77,68.80,67.99
69.21,68.67,69.32,68.28
68.54,69.02,69.09,68.50
69.37,68.99,69.74,68.59
69.56,69.65,69.76,69.21
69.71,69.77,69.78,68.99
70.73,71.11,71.14,70.50
71.29,71.47,71.64,71.07
71.31,71.48,71.53,71.04
71.72,70.78,71.84,70.47
70.74,71.25,71.25,70.25
70.50,71.24,71.39,70.42
70.73,70.11,70.99,69.83
70.51,70.12,70.76,70.09
69.57,68.94,69.76,68.59
68.95,69.25,69.47,68.86
70.01,70.27,70.57,70.00
70.08,70.70,70.74,69.90
70.48,71.08,71.09,70.25
70.17,70.09,70.35,69.85
70.55,71.46,71.47,70.55
70.95,71.12,71.28,70.75
70.52,70.88,71.05,69.99
70.14,70.50,70.84,70.08
71.71,72.04,72.10,71.62
72.11,73.08,73.09,72.09
72.89,73.50,73.63,72.73
73.38,73.55,73.69,73.23
74.52,73.51,74.52,73.46
73.67,73.44,73.81,73.05
74.02,73.70,74.02,73.42
73.79,74.30,74.34,73.71
74.54,74.10,74.62,74.07
74.33,74.08,74.48,73.92
73.95,73.76,74.51,73.67
73.85,74.37,74.38,73.51
74.28,74.65,74.79,74.28
74.87,74.87,74.99,74.49
75.08,75.45,75.50,75.02
75.53,75.64,75.74,75.43
75.67,75.43,75.67,75.30
74.33,74.57,74.60,73.99
74.65,74.47,74.71,74.32
74.60,74.70,74.81,74.53
74.70,74.70,74.92,74.57
74.64,74.46,74.71,74.39
75.07,75.36,75.68,75.04
75.60,74.79,75.62,74.29
74.64,75.17,75.21,74.47
75.28,74.96,75.35,74.79
75.15,74.85,75.32,74.15
74.59,74.99,75.09,74.10
75.36,75.36,75.54,75.05
75.99,75.95,76.01,75.57
75.99,75.95,76.15,75.77
75.87,76.44,76.46,75.72
76.44,76.86,76.86,76.33
76.85,75.61,76.85,75.43
75.27,75.19,75.49,74.65
75.80,75.14,75.80,75.01
75.17,75.69,75.80,75.07
75.34,75.64,75.70,75.03
75.88,76.46,76.55,75.79
76.46,76.84,76.96,76.42
76.89,75.48,77.07,75.31
75.74,76.07,76.40,75.68
76.65,77.29,77.44,76.65
77.06,77.11,77.50,77.01
77.20,77.56,77.64,76.68
77.54,77.94,77.97,77.33
78.23,78.42,78.79,78.14
78.64,78.69,78.70,78.18
78.53,78.40,78.73,78.14
78.03,78.78,78.88,77.95
78.53,79.37,79.44,78.47
79.46,79.76,79.78,79.39
79.58,79.35,79.58,79.17
79.79,80.02,80.15,79.70
79.95,80.41,80.50,79.88
80.55,80.42,80.55,80.08
79.70,78.33,79.90,78.19
78.25,77.50,78.50,76.69
77.46,77.58,77.98,76.80
77.98,78.99,79.05,77.98
79.43,79.21,79.57,78.74
79.53,77.64,79.58,77.55
77.51,78.15,78.49,77.51
79.11,79.66,79.73,78.91
79.72,79.17,79.77,78.66
79.62,78.26,79.69,77.76
78.36,78.97,79.23,77.92
78.89,78.76,79.01,78.34
77.82,77.25,77.86,77.11
76.70,77.95,78.17,76.70
77.41,77.54,77.91,76.95
75.52,76.80,77.30,75.12
76.42,75.84,77.23,75.26
77.08,76.60,77.08,76.28
77.84,76.97,77.84,76.76
78.02,78.31,78.43,77.88
78.40,77.91,78.47,77.82
77.79,78.05,78.27,77.22
78.52,78.88,79.05,77.92
79.10,79.37,79.83,78.95
79.63,79.02,79.77,78.99
78.90,79.69,79.71,78.61
80.01,80.46,80.55,80.00
80.34,80.55,80.67,80.19
81.17,81.01,81.26,80.72
81.28,81.11,81.37,80.84
81.07,81.29,81.70,81.00
81.65,81.26,81.89,80.92
81.32,80.93,81.39,80.57
81.39,80.49,81.47,80.13
80.49,79.99,80.70,79.74
79.59,79.24,79.66,78.95
79.79,79.58,79.86,79.15
79.06,79.56,79.63,78.78
79.72,80.21,80.29,79.52
79.18,79.15,79.27,78.52
79.39,79.59,79.61,79.05
80.82,80.98,81.05,80.68
81.45,81.57,81.57,81.03
81.61,81.42,81.62,81.10
81.75,82.08,82.28,81.65
82.14,82.43,82.48,81.67
82.33,82.59,82.68,82.23
82.59,82.73,82.84,82.38
83.05,82.47,83.20,82.34
82.30,81.68,82.32,81.25
81.70,80.98,81.72,80.55
80.45,80.78,81.53,80.25
81.72,81.16,82.06,80.77
80.98,81.74,81.92,80.98
82.04,82.71,82.83,81.93
82.61,81.79,82.62,81.40
81.53,82.17,82.37,81.10
82.21,81.50,82.35,81.29
81.18,80.93,82.00,80.86
80.38,80.58,80.86,79.98
80.59,81.70,81.78,80.54
82.13,81.83,82.16,81.30
81.73,81.41,81.79,80.95
80.14,80.21,80.54,80.00
80.51,80.03,80.73,79.85
79.82,80.52,80.80,79.68
80.37,81.16,81.27,80.25
81.49,81.62,81.83,81.40
82.46,82.38,82.52,81.72
82.22,80.49,82.35,80.39
80.55,80.47,80.95,79.98
79.27,79.41,80.14,79.21
79.21,78.26,79.44,78.22
78.70,78.44,79.04,78.41
78.25,77.70,78.36,77.59
77.89,78.20,78.50,77.60
77.76,77.00,77.88,76.86
77.08,76.73,77.44,76.34
77.53,77.97,78.19,77.52
77.32,76.69,77.68,76.46
76.62,76.46,77.01,75.75
77.17,76.64,77.18,76.45
76.38,77.16,77.28,76.38
77.65,78.68,78.74,77.51
78.33,78.29,79.06,78.27
77.35,78.38,78.39,76.78
78.48,77.54,78.49,77.43
77.49,78.00,78.21,77.19
78.30,79.18,79.20,78.22
79.69,79.84,80.06,79.20
80.08,80.42,80.67,80.02
80.57,81.75,81.81,80.34
81.96,81.70,81.99,81.35
81.63,81.80,81.95,81.20
82.52,82.75,82.97,82.52
81.80,82.08,82.09,81.39
81.16,80.20,81.30,80.04
79.99,79.73,80.45,79.68
80.06,80.06,81.00,79.94
80.29,79.17,80.68,79.00
79.57,79.91,79.93,79.26
79.61,78.93,79.65,78.35
79.47,80.45,80.55,79.47
80.65,80.29,80.69,79.95
80.57,81.05,81.32,80.40
81.07,81.38,81.51,80.76
80.47,80.78,81.26,80.41
80.67,80.39,80.75,80.16
80.00,78.26,80.00,78.17
78.23,77.92,79.00,77.80
76.77,77.66,78.22,76.50
78.89,77.11,78.89,76.40
76.56,74.60,77.06,74.58
74.87,75.08,75.10,73.00
73.88,70.54,73.93,70.54
71.37,69.76,71.74,67.90
67.08,64.27,68.26,64.21
65.95,68.09,68.10,63.86
66.76,65.75,68.07,65.64
66.06,69.16,70.01,65.97
69.79,69.67,70.19,69.01
70.35,71.40,71.46,70.29
70.41,70.42,71.21,69.74
70.97,70.14,71.30,69.56
67.96,66.40,67.97,65.81
65.34,65.12,67.19,65.00
67.15,65.17,67.15,64.84
65.36,67.68,67.68,64.96
67.55,68.63,68.71,67.18
69.29,67.22,69.34,67.06
66.71,68.77,69.04,65.89
69.89,71.39,71.42,69.85
71.00,71.81,72.26,70.60
72.44,72.25,73.21,71.65
72.25,71.17,72.84,71.03
69.44,69.12,70.05,68.80
66.62,68.68,68.74,66.62
69.78,71.03,71.09,69.69
70.48,70.14,71.39,69.94
69.39,68.23,69.70,67.77
67.13,68.54,68.57,67.00
68.89,69.51,69.70,68.31
70.09,70.72,71.52,68.87
71.74,71.59,71.76,70.58
71.94,71.74,72.26,71.19
70.45,70.97,71.46,69.96
71.39,70.40,71.92,70.35
70.27,68.20,70.60,68.17
66.01,65.76,66.81,64.85
65.52,66.24,66.57,65.34
66.70,67.72,67.79,65.50
69.33,68.72,70.10,68.33
68.99,66.77,69.13,66.70
68.13,66.94,68.18,65.59
65.96,65.10,66.50,65.10
64.51,62.37,65.29,62.35
61.90,64.36,64.42,60.95
64.54,65.79,66.03,63.77
65.70,67.37,67.40,65.31
67.66,66.42,67.67,66.12
67.61,68.73,68.73,67.61
68.38,68.81,69.17,68.13
69.42,69.60,70.40,69.35
69.09,69.77,69.97,68.57
70.53,71.02,71.07,70.10
70.66,69.34,70.73,69.28
69.47,70.99,71.40,68.51
70.84,69.91,71.25,69.75
70.23,70.25,70.38,68.94
71.17,71.82,72.01,71.08
72.17,73.68,73.83,72.15
73.18,71.78,73.18,71.74
72.88,72.66,73.05,71.24
75.01,75.45,76.04,74.08
75.09,75.53,75.69,75.00
74.81,73.62,74.81,73.62
71.14,71.57,72.42,70.90
72.69,72.88,73.26,72.03
73.73,74.33,74.51,72.50
73.72,74.39,74.54,73.08
74.39,74.39,74.61,73.17
74.93,75.03,75.13,73.66
73.05,71.95,73.40,71.81
73.04,72.36,73.05,71.63
73.18,74.02,74.16,73.13
73.67,73.18,73.81,72.93
73.05,73.78,74.09,72.75
73.02,72.71,74.06,72.71
72.62,71.29,72.70,70.90
71.64,71.20,71.72,70.90
70.07,69.89,70.28,69.24
69.83,69.66,70.22,69.19
68.94,67.84,68.99,67.84
67.54,67.70,68.46,67.44
69.85,69.93,70.28,69.45
70.15,70.03,70.55,69.77
72.56,73.17,73.22,72.17
72.97,73.11,73.65,72.72
73.96,73.11,74.26,73.03
74.44,73.91,74.72,73.59
73.91,73.78,74.16,73.41
73.19,73.60,73.90,72.62
73.08,71.86,73.26,71.69
72.16,73.25,73.41,72.13
72.59,72.11,72.59,71.46
72.70,70.86,72.84,70.47
70.47,69.79,70.59,69.56
70.77,70.19,70.77,69.92
70.69,70.72,71.49,70.42
71.08,69.70,71.27,69.55
71.11,72.02,72.12,70.98
71.96,72.02,72.23,71.15
72.45,73.00,73.12,72.29
72.38,72.52,72.54,71.96
72.44,72.61,72.84,72.24
72.54,71.48,72.61,71.43
71.67,72.31,72.35,71.58
72.31,71.94,72.46,71.94
73.60,72.85,73.71,72.67
72.55,72.77,72.96,72.24
72.26,73.33,73.42,71.97
73.23,73.26,73.63,73.00
73.60,73.51,73.64,73.01
74.33,74.43,74.56,74.18
74.20,74.48,74.59,74.14
74.76,74.89,74.93,74.09
74.21,74.39,74.44,73.79
75.16,74.49,75.31,74.38
74.66,75.71,75.71,74.43
76.02,76.26,76.47,75.83
76.22,76.03,76.22,75.78
76.10,76.16,76.69,75.77
75.71,76.43,76.45,75.57
76.37,77.48,77.60,76.11
77.82,76.91,78.00,76.57
76.51,77.20,77.35,76.51
76.60,76.70,76.87,76.00
77.21,76.74,77.38,76.34
77.37,77.95,78.21,77.37
78.01,78.13,78.42,77.86
79.16,79.43,79.47,78.92
79.02,79.36,79.37,78.98
79.22,79.48,79.62,78.81
79.53,79.65,80.00,79.20
79.99,79.99,80.06,79.33
79.11,79.23,79.42,78.85
80.12,79.85,80.15,79.29
79.57,79.84,79.84,79.32
80.31,79.57,80.31,79.40
79.61,80.59,80.63,79.58
80.92,80.57,80.97,80.45
80.87,80.16,80.89,79.92
80.06,79.91,80.31,79.73
79.85,80.48,80.52,79.57
80.66,80.63,80.98,80.49
80.01,80.65,80.88,79.75
80.75,80.54,81.03,80.24
80.64,80.06,80.91,80.00
80.29,80.76,80.89,80.25
80.60,80.26,80.87,80.00
80.04,79.74,80.06,79.45
78.94,78.28,78.95,77.97
78.52,79.06,79.13,78.39
79.64,79.95,80.09,79.19
80.01,80.51,80.72,79.99
80.58,80.26,80.66,80.06
80.78,81.69,81.75,80.54
81.68,81.25,81.88,81.06
81.33,81.94,81.94,81.07
81.98,81.89,82.05,81.76
81.81,82.12,82.47,81.69
81.50,81.61,81.76,81.19
81.75,81.67,81.95,81.38
80.98,80.92,81.23,80.48
81.03,81.29,81.37,80.34
82.05,82.39,82.39,81.90
82.42,82.06,82.50,82.06
82.06,81.49,82.12,80.84
80.92,81.38,81.51,80.50
81.89,81.58,81.96,81.17
81.54,82.20,82.55,81.29
82.00,82.13,82.45,81.56
81.27,81.00,81.48,80.74
80.75,80.84,81.20,80.67
79.60,79.79,79.97,79.42
79.65,78.04,79.87,77.92
78.72,78.92,79.21,78.72
78.97,80.23,80.35,78.97
79.88,79.39,80.11,79.32
79.87,79.22,79.99,78.85
79.84,80.45,80.69,79.84
79.95,80.15,80.38,79.89
80.10,79.85,80.80,79.50
80.28,79.91,80.43,79.91
78.81,79.11,79.17,78.39
79.21,79.16,79.42,78.82
80.24,80.48,80.51,79.84
80.30,81.17,81.30,80.19
81.61,81.47,81.65,80.78
81.49,81.07,81.49,80.89
81.09,81.60,82.26,80.98
81.07,81.55,81.70,80.90
81.54,80.56,81.61,80.41
80.06,79.22,80.07,79.07
78.85,79.29,79.53,78.85
78.69,78.85,78.93,77.50
77.92,78.58,78.93,77.49
79.28,78.71,79.30,78.55
78.17,78.67,79.36,78.01
77.82,77.65,78.24,77.50
77.69,77.14,78.03,76.92
77.33,76.58,77.90,76.54
76.62,74.59,76.62,74.59
74.75,73.61,75.00,73.51
73.82,75.56,75.58,73.70
75.76,75.67,76.31,75.25
74.91,76.05,76.17,74.46
76.23,76.11,76.34,75.41
76.08,76.13,76.37,75.93
76.85,77.14,77.29,76.43
76.38,75.61,76.38,75.48
75.65,75.31,75.78,74.40
73.67,72.95,74.06,72.87
73.01,72.59,73.26,71.81
72.26,73.55,73.66,72.22
74.19,75.27,75.29,74.17
76.26,74.90,76.43,74.83
74.85,75.55,75.59,74.30
76.38,74.13,76.38,74.09
74.52,74.95,75.03,73.90
74.82,74.09,75.13,73.87
74.29,74.72,74.98,73.97
74.92,75.57,75.63,74.75
75.20,76.15,76.27,75.00
76.60,77.05,77.38,76.48
77.15,76.93,77.45,76.47
76.84,74.85,77.05,74.80
75.29,75.43,75.59,74.85
74.43,74.08,74.52,73.70
74.25,74.53,74.74,73.84
74.73,75.07,75.25,74.53
74.56,75.03,75.05,74.03
76.78,77.20,77.20,76.40
77.57,77.47,77.70,76.74
77.56,78.25,78.31,77.53
78.31,78.13,78.48,77.65
77.40,77.20,77.46,76.77
77.01,76.78,77.15,76.44
77.15,75.83,77.32,75.54
75.94,75.72,76.13,75.31
75.10,75.47,75.75,74.55
75.79,76.58,76.66,75.79
76.43,76.27,76.53,75.82
76.66,76.85,76.91,75.69
76.58,77.43,77.73,76.48
77.79,77.64,77.93,77.22
77.18,76.80,77.32,76.72
75.50,75.92,76.13,75.06
76.08,74.92,76.08,74.44
75.10,74.96,75.48,74.57
76.24,76.27,76.46,75.55
76.78,77.89,78.06,76.63
77.85,77.63,78.13,77.36
77.48,77.23,77.82,77.13
77.53,76.71,77.60,76.64
76.24,76.15,76.83,75.62
77.42,77.78,78.00,77.27
77.99,78.11,78.36,77.93
78.67,78.93,79.29,78.61
78.55,78.94,79.15,78.55
78.93,79.15,79.30,78.84
78.80,79.22,79.26,78.64
79.17,79.10,79.29,78.57
79.50,79.03,79.50,78.82
78.88,79.42,79.47,78.88
79.38,80.16,80.27,79.33
80.27,80.40,80.46,80.16
80.22,80.21,80.40,79.87
80.44,80.17,80.85,79.95
79.97,80.05,80.21,79.61
79.98,79.40,79.99,79.28
79.24,79.72,79.93,79.10
80.03,79.58,80.03,79.56
79.43,79.67,79.87,79.32
79.69,79.83,79.97,79.46
79.36,79.18,79.43,78.90
79.86,79.59,79.87,79.05
79.57,79.76,79.97,78.91
79.73,79.67,79.85,79.44
80.09,81.33,81.45,80.04
81.43,81.80,81.94,81.43
81.63,81.45,82.00,81.41
81.41,81.68,81.86,81.40
81.94,82.03,82.12,81.73
82.07,82.96,83.24,81.63
83.29,83.75,84.20,83.29
83.51,83.07,83.58,82.92
82.99,82.68,82.99,82.49
82.86,82.97,83.11,82.58
82.49,82.48,82.61,81.78
82.95,82.50,83.21,82.49
82.01,82.21,82.43,82.01
82.55,81.06,82.55,81.00
81.05,80.54,81.10,80.14
80.75,81.36,81.59,80.60
81.01,81.16,81.44,80.69
81.48,81.18,81.89,81.00
81.46,81.43,81.58,81.07
81.70,81.57,81.84,81.09
81.96,82.25,82.27,81.68
82.63,82.26,82.96,82.09
81.74,82.09,82.32,81.74
81.91,81.15,82.01,81.12
81.16,80.62,81.18,80.46
81.14,80.98,81.56,80.97
80.94,80.62,81.16,80.41
80.79,81.17,81.17,80.33
81.47,82.02,82.08,81.44
82.02,82.47,82.51,81.91
82.35,82.43,82.69,82.15
82.14,81.20,82.21,80.95
81.10,81.00,81.36,80.50
80.09,80.20,80.46,79.46
80.62,79.89,80.62,79.78
80.42,80.12,80.66,79.64
80.15,80.00,80.46,79.50
80.00,80.23,80.42,79.82
80.41,81.64,81.67,80.10
81.93,80.81,82.27,80.77
80.67,81.20,81.29,80.52
81.57,81.95,82.11,81.37
80.71,80.30,80.99,79.78
80.25,79.27,80.44,79.26
78.82,79.32,79.94,78.64
79.55,79.19,79.57,79.06
78.76,79.04,79.73,78.75
79.20,78.02,79.43,77.66
77.79,77.67,78.12,77.23
77.61,78.17,78.28,77.27
79.35,79.60,79.61,79.10
79.48,79.82,79.88,79.26
79.86,80.05,80.06,79.71
80.49,80.93,80.93,80.36
80.72,80.75,80.91,80.38
80.74,80.46,81.09,80.40
79.95,81.03,81.05,79.72
81.58,81.37,81.59,80.96
81.51,81.52,81.64,81.25
81.99,81.07,82.00,81.00
81.13,81.14,81.34,80.76
81.30,81.39,81.60,80.70
81.38,81.71,81.73,81.21
82.06,81.92,82.10,81.63
81.86,82.23,82.33,81.80
82.60,82.68,82.89,82.44
82.93,82.65,83.23,82.57
82.76,82.21,82.99,82.02
82.07,82.05,82.63,81.96
82.24,82.90,82.90,82.20
83.12,83.99,83.99,82.96
84.05,83.71,84.21,83.71
83.87,84.25,84.25,83.51
83.10,83.59,83.72,82.90
82.24,82.22,82.34,82.04
82.31,81.64,82.43,81.64
81.70,81.65,81.85,80.74
81.21,80.87,81.56,80.87
80.87,82.44,82.44,80.66
84.37,84.31,84.37,83.55
84.39,84.32,84.81,84.16
84.71,84.89,85.02,84.33
84.56,84.67,84.77,84.43
84.57,84.49,84.69,84.11
84.86,84.90,84.98,84.67
85.43,85.21,85.43,84.78
85.30,85.22,85.35,84.90
85.23,85.26,85.42,84.95
84.87,85.63,85.69,84.82
85.54,85.50,85.66,85.30
85.87,86.29,86.46,85.57
86.39,86.53,86.54,86.01
86.62,87.17,87.17,86.43
87.28,87.06,87.28,86.83
87.26,87.52,87.90,87.16
88.02,88.27,88.29,87.72
88.42,87.98,88.42,87.77
88.04,88.17,88.20,87.63
87.83,87.84,88.37,87.77
87.75,87.86,88.09,87.51
88.85,88.60,88.85,88.26
88.28,87.75,88.44,87.70
88.34,88.51,88.68,88.05
88.21,88.81,88.83,88.21
88.87,88.61,88.96,87.94
88.81,89.13,89.13,88.76
89.22,89.08,89.23,88.82
89.14,89.30,89.44,89.13
89.47,89.37,89.64,89.12
89.18,89.51,89.60,89.06
89.70,89.43,89.78,89.23
89.64,89.98,90.04,89.61
89.99,88.52,90.01,88.47
88.22,87.64,88.26,87.25
88.07,88.60,88.61,88.01
89.14,87.00,89.21,87.00
87.42,87.51,87.64,86.62
87.60,88.92,89.16,87.56
88.93,88.93,89.57,88.81
88.40,89.17,89.30,88.02
89.05,89.66,89.66,88.83
90.19,90.61,90.75,90.11
90.94,90.68,91.07,90.54
90.77,90.78,90.95,90.65
91.27,91.46,91.54,90.81
91.30,91.70,91.72,91.19
91.56,91.55,91.68,91.23
91.61,91.89,92.00,91.37
92.22,92.46,92.49,92.08
92.31,92.13,92.40,91.97
91.45,91.70,92.04,91.02
91.93,91.36,92.01,90.75
92.02,92.27,92.38,91.78
91.59,91.49,92.06,91.26
91.80,91.86,91.95,91.64
92.15,91.52,92.36,91.10
91.94,92.21,92.22,91.75
91.63,92.29,92.33,91.38
92.22,92.89,92.97,92.17
93.01,92.03,93.04,91.85
92.51,92.00,92.61,91.79
92.05,90.76,92.05,90.51
90.96,91.30,91.30,90.72
90.00,91.05,91.10,89.80
91.37,91.76,91.78,90.76
91.97,92.01,92.31,91.48
92.35,93.20,93.21,92.35
93.15,93.68,94.00,93.15
93.23,93.40,93.51,92.83
92.99,90.77,93.02,90.71
91.69,92.35,92.39,91.35
91.80,90.91,91.80,90.35
91.24,90.46,91.35,90.10
90.99,91.64,91.71,90.58
91.86,91.92,92.19,90.90
92.35,93.09,93.15,92.35
93.14,93.36,93.53,93.05
93.80,94.00,94.47,93.70
93.94,93.52,93.95,93.28
93.88,94.03,94.21,93.59
94.00,94.50,94.50,93.61
94.29,93.47,94.29,93.43
93.88,94.40,94.45,93.71
95.30,95.42,95.76,95.12
95.42,95.80,95.88,95.39
96.04,96.38,96.38,95.71
96.35,96.84,96.87,96.28
96.74,96.51,96.94,96.32
96.62,97.20,97.21,96.49
97.04,96.97,97.18,96.69
96.92,98.07,98.15,96.92
98.01,98.64,98.87,97.99
98.54,98.00,98.77,97.87
98.48,99.05,99.06,98.31
98.99,98.94,99.30,98.78
99.15,99.11,99.41,98.73
99.21,97.71,99.89,97.26
96.48,97.53,97.68,96.32
97.05,97.13,97.26,96.37
98.64,97.70,98.64,97.28
97.07,96.94,97.25,96.35
97.05,97.45,97.79,97.00
96.86,96.25,97.75,96.25
96.41,96.16,96.44,95.20
96.29,95.58,96.61,95.09
95.20,94.29,95.47,94.20
94.38,95.32,95.33,93.87
96.11,96.57,96.65,95.39
96.96,96.53,96.96,96.16
95.99,95.44,96.27,95.14
96.16,94.52,96.25,94.40
94.44,96.27,96.41,94.37
96.18,95.89,96.62,95.65
96.54,96.60,96.92,96.12
96.70,97.33,97.49,96.66
97.29,95.98,97.42,95.98
