VO,Vanguard Mid-Cap ETF - DNQ,NASDAQ
132.19,132.57,132.57,131.61
132.67,134.34,134.46,132.54
134.68,135.17,135.55,134.30
135.43,135.19,135.51,134.79
135.10,134.44,135.32,134.12
134.98,134.94,135.29,134.51
134.84,133.50,135.13,133.23
133.67,133.92,134.64,133.19
134.15,133.41,134.38,133.08
133.60,133.67,134.08,133.32
134.13,134.24,134.43,133.94
134.34,133.97,134.38,133.97
133.34,132.60,133.34,132.29
132.59,132.94,132.97,132.59
133.07,133.36,133.66,133.07
133.55,131.91,133.59,131.85
132.00,132.04,132.45,131.66
132.36,131.63,132.36,131.24
132.85,132.71,133.38,131.88
133.07,134.43,134.50,133.06
134.00,133.92,134.31,133.28
134.04,134.27,134.66,133.65
134.10,133.55,134.20,133.48
133.81,133.84,134.37,133.58
133.94,134.20,134.20,133.42
134.05,133.98,134.07,132.78
134.16,134.37,134.69,134.16
