RILY,B. Riley Financial,NASDAQ
16.80,16.70,16.85,16.70
16.85,16.80,16.95,16.75
17.00,16.90,17.00,16.80
17.10,16.85,17.15,16.70
17.05,16.55,17.15,16.55
16.38,16.60,16.70,16.35
16.85,16.85,17.95,16.70
16.80,17.10,17.15,16.80
17.10,18.80,19.05,17.10
18.70,19.00,19.10,18.68
18.50,19.00,19.10,18.50
19.10,18.95,19.40,18.95
18.95,19.00,19.45,18.95
19.35,19.25,19.40,19.20
19.27,19.25,19.45,19.05
19.25,19.10,19.25,19.10
19.00,18.45,19.10,18.20
18.50,18.35,18.50,18.33
18.45,18.50,18.50,18.30
18.50,18.60,18.75,18.19
18.80,19.25,19.95,18.80
19.35,19.25,19.41,19.25
19.45,19.45,19.45,19.35
19.50,19.45,19.75,19.25
19.45,19.40,19.65,19.25
19.45,19.30,19.45,19.30
