BSPM,Biostar Pharmaceuticals,NASDAQ
25.83,26.46,27.30,25.62
26.25,25.22,26.46,24.78
25.41,25.20,26.04,24.78
25.20,25.62,27.09,24.78
26.25,25.20,26.25,24.78
24.78,21.63,25.62,21.63
22.26,22.47,23.73,22.05
23.10,22.39,24.78,21.63
21.84,22.89,23.31,21.42
26.04,24.99,26.04,23.52
24.15,24.36,25.20,23.52
24.36,23.10,24.78,22.26
22.26,23.52,23.73,22.05
23.73,23.10,23.94,22.26
24.36,22.89,24.36,22.68
22.89,22.47,23.52,22.05
22.05,22.89,24.15,22.05
23.31,24.15,24.15,23.31
24.15,23.31,24.36,21.63
22.26,23.94,25.20,22.26
23.94,25.62,26.67,23.52
24.99,26.04,26.04,24.36
26.04,26.25,26.25,24.99
25.62,25.83,27.51,25.62
29.82,27.30,29.82,25.83
28.98,27.72,28.98,26.67
27.51,27.51,27.51,24.57
27.30,27.93,28.35,27.30
28.56,27.72,29.19,27.51
28.35,27.30,28.35,25.20
27.72,28.14,28.77,25.83
27.51,29.61,29.82,27.51
29.61,26.88,31.06,26.25
26.25,27.09,28.14,25.62
28.35,25.62,28.35,25.62
26.88,26.88,26.88,25.62
26.46,26.46,27.09,25.20
28.35,26.25,28.35,25.83
26.34,23.94,25.62,23.33
23.94,24.78,25.62,23.33
24.15,22.68,24.81,22.47
22.68,24.15,24.57,22.26
23.73,20.58,23.74,19.37
20.79,22.26,24.99,20.79
21.84,22.05,23.31,21.84
22.05,24.57,24.78,22.05
25.20,25.83,27.93,24.15
30.66,23.73,30.66,22.89
22.68,22.89,23.73,22.68
23.73,22.89,23.94,22.26
22.26,21.44,22.47,21.00
20.90,20.37,22.26,20.16
21.00,18.90,22.47,17.85
20.16,18.90,20.58,18.90
18.69,19.74,19.95,18.69
19.95,21.00,21.00,19.53
21.00,22.05,22.89,21.00
23.10,22.68,23.10,22.43
21.42,21.63,22.68,21.21
21.84,21.84,22.47,21.84
21.84,22.47,22.47,21.84
22.26,19.95,22.26,19.34
19.95,20.79,20.79,19.74
21.00,21.21,21.84,20.58
21.00,21.21,21.63,21.00
21.00,21.00,21.42,20.58
21.21,20.16,21.21,20.16
20.16,20.16,21.00,20.16
20.37,20.16,20.58,20.16
20.16,20.18,20.58,20.16
20.16,20.16,20.58,20.16
20.58,19.13,20.58,19.11
19.11,18.86,19.74,18.48
19.95,18.69,19.95,18.69
18.69,18.90,19.95,18.69
18.90,17.85,19.11,17.01
17.43,16.64,17.85,15.75
15.75,16.38,19.74,15.56
16.38,15.35,16.60,15.35
15.54,15.54,17.35,15.54
15.54,14.28,17.01,12.81
13.29,11.49,13.86,11.49
11.55,11.29,12.39,10.73
11.57,12.60,12.60,11.55
13.23,13.23,13.65,12.60
13.23,15.12,15.54,13.23
15.75,15.75,15.75,14.70
15.75,17.85,18.48,15.75
18.69,17.01,18.90,16.80
17.64,18.27,18.48,17.64
19.53,18.27,19.53,17.64
18.06,17.22,18.06,16.59
17.85,16.86,17.85,16.80
16.80,16.80,17.22,15.54
16.80,15.33,17.43,15.33
14.91,14.28,16.38,14.28
15.68,15.54,15.68,14.38
15.75,15.75,16.76,15.33
15.12,14.51,16.56,14.33
15.33,15.96,16.80,15.12
16.38,17.64,17.64,16.18
17.85,17.43,18.27,15.54
15.76,16.38,17.21,15.75
17.22,17.20,17.22,16.20
16.80,18.06,18.90,16.80
17.43,17.64,18.67,17.39
18.25,18.48,18.69,17.64
18.73,19.53,19.53,17.69
19.11,18.06,19.11,17.85
19.11,17.85,19.11,17.25
17.89,19.11,19.52,17.87
18.48,17.64,19.11,17.64
19.11,17.03,19.53,16.80
17.64,15.33,17.85,15.22
15.33,14.49,15.75,14.18
15.02,14.28,15.33,14.28
14.49,14.51,15.33,14.49
14.49,14.70,15.33,14.49
14.70,14.49,15.33,13.75
14.70,14.28,16.58,13.86
15.33,14.07,15.96,14.07
15.12,14.70,15.32,14.07
14.70,13.65,14.70,13.44
13.44,13.86,14.28,13.44
14.28,13.44,14.70,13.44
13.44,14.49,15.75,13.44
14.49,14.07,14.49,13.68
14.49,13.84,14.70,13.04
14.07,13.23,14.27,12.81
13.02,12.81,13.02,12.81
12.81,12.39,12.81,12.39
12.18,12.18,12.60,11.13
11.76,11.15,12.60,11.15
11.36,11.30,11.97,10.92
11.13,10.71,11.25,10.71
10.88,10.29,11.02,10.29
10.73,11.55,13.02,10.73
11.97,11.55,12.58,11.55
11.97,12.80,12.80,11.21
13.02,12.32,13.02,11.97
11.97,12.18,13.02,11.97
12.60,12.81,13.02,11.76
12.96,13.86,14.28,12.39
14.47,13.02,14.47,12.81
13.65,13.02,14.38,12.81
13.23,14.07,14.26,13.23
13.04,13.23,14.07,13.02
13.07,13.23,13.65,13.02
14.28,14.28,14.66,13.65
14.49,14.70,15.12,14.28
14.70,13.96,14.91,13.65
14.70,13.86,14.70,13.65
14.28,13.44,14.28,13.15
13.65,13.90,14.70,13.65
14.15,14.60,14.60,13.79
14.70,15.33,15.33,14.70
15.75,17.64,17.64,15.33
17.85,18.06,19.64,16.46
18.69,17.58,18.69,16.59
18.06,17.53,18.06,17.03
17.01,16.80,17.62,16.19
16.17,16.55,16.76,15.79
16.17,16.38,16.76,15.88
16.59,16.19,16.76,16.17
16.80,16.74,16.80,16.18
16.80,16.80,17.20,16.17
17.22,16.82,17.22,16.80
17.01,18.45,18.89,17.01
17.85,18.06,18.48,17.64
17.85,19.11,19.53,17.85
19.74,18.90,20.58,18.90
19.11,18.27,19.11,17.43
18.27,18.90,18.90,18.27
18.90,18.27,18.90,18.06
18.90,18.27,18.90,16.82
17.64,17.74,18.25,17.43
17.85,18.27,18.90,17.85
18.27,18.06,18.48,17.64
18.45,18.06,18.65,17.85
18.06,17.64,18.27,17.22
17.22,17.43,18.15,17.22
17.85,17.85,18.90,17.29
18.06,17.85,18.57,17.06
17.64,17.74,18.56,17.14
17.85,17.21,17.85,17.01
17.01,15.64,17.01,14.91
15.64,16.38,17.01,15.33
16.38,16.80,16.80,15.54
16.58,16.80,16.80,15.86
16.80,16.54,17.01,15.75
18.31,22.05,22.66,17.85
23.73,20.16,23.94,19.53
20.83,19.95,20.83,18.52
20.75,17.85,21.00,17.85
17.85,16.80,18.48,16.17
16.80,16.80,17.43,15.38
16.38,16.17,16.59,15.88
16.17,15.33,16.17,14.94
15.13,15.75,16.59,15.12
15.75,15.75,16.41,15.75
15.96,16.38,16.38,15.76
16.59,17.64,17.64,16.59
15.54,13.12,15.54,13.12
13.23,12.50,13.44,11.97
13.02,13.23,13.44,12.40
13.65,13.02,14.28,12.18
12.18,12.60,14.17,11.97
12.60,12.50,12.61,11.82
11.62,11.34,12.39,9.45
10.85,13.02,13.09,10.78
13.02,12.95,14.28,12.20
12.67,13.05,13.58,12.60
13.02,12.54,13.66,12.25
12.53,12.25,13.51,12.18
11.90,11.86,12.37,11.20
11.69,12.00,12.18,11.62
12.39,12.11,12.39,11.76
11.97,11.69,12.11,11.20
11.55,11.52,11.76,11.41
11.27,11.55,11.76,11.27
11.76,12.60,14.77,11.76
12.74,12.33,13.14,11.90
12.74,12.18,12.74,11.55
12.25,11.90,12.26,11.48
11.76,11.48,12.26,11.48
11.69,11.87,12.02,11.55
11.90,11.21,11.90,10.99
11.34,11.62,11.90,11.06
11.97,10.92,11.97,10.36
10.57,10.22,10.92,10.15
10.22,10.30,10.43,10.15
10.15,10.08,10.43,10.01
10.01,9.45,10.39,8.96
9.59,9.17,9.59,8.89
9.31,8.96,9.31,8.89
8.96,8.75,9.03,8.47
8.75,9.10,9.80,8.75
9.45,9.03,9.66,8.75
8.75,9.17,9.17,8.68
9.38,8.96,9.48,8.75
9.10,8.75,9.72,8.40
8.68,8.89,9.38,8.68
8.82,9.24,9.52,8.75
9.24,9.94,10.01,9.24
10.01,9.94,10.01,9.45
10.01,9.59,10.29,9.45
9.38,9.52,9.80,9.10
9.31,8.96,9.31,8.68
8.75,8.61,8.96,8.52
8.40,7.70,8.40,7.56
7.63,7.63,7.70,7.06
7.56,7.56,7.63,7.28
7.63,7.35,7.63,7.35
7.35,7.42,7.63,7.28
7.63,7.56,7.63,7.35
7.56,7.49,7.56,7.35
7.70,10.29,13.86,7.70
10.36,11.90,13.51,10.08
12.04,12.53,14.00,11.90
12.25,11.55,13.02,10.99
11.34,11.06,11.48,10.57
11.27,10.50,11.27,10.43
10.50,10.15,10.50,9.87
10.15,9.59,10.15,9.52
9.03,9.10,9.73,8.89
9.45,9.80,10.29,9.10
10.85,10.57,10.85,9.94
10.71,9.80,10.71,9.52
9.80,9.52,9.87,9.45
9.59,9.80,10.15,9.17
10.01,9.87,10.36,9.80
9.73,10.00,10.36,9.73
10.08,9.52,10.36,9.38
9.87,9.59,10.15,9.52
9.46,9.38,9.94,9.24
9.17,9.52,9.52,8.96
9.66,9.38,9.66,9.24
9.66,9.35,9.66,9.05
9.31,9.38,9.66,9.10
9.66,9.17,9.94,9.17
9.45,9.17,9.73,9.10
9.52,9.17,9.53,9.03
9.38,8.75,9.38,8.61
8.19,8.40,8.75,8.12
8.40,7.49,8.68,7.21
8.05,7.84,8.33,7.84
8.12,8.12,8.54,7.56
8.40,8.40,8.96,8.40
8.33,8.52,8.54,8.27
8.61,9.03,9.03,8.61
8.75,9.03,9.03,8.61
8.97,8.75,8.97,8.54
8.96,8.19,8.96,7.70
8.75,9.24,10.50,8.48
9.45,9.31,9.80,8.89
9.45,9.73,10.08,9.45
9.80,10.01,10.29,9.73
10.22,9.87,10.50,9.87
10.15,10.15,10.71,9.94
10.15,10.29,10.50,9.87
10.15,9.10,10.15,8.96
9.38,9.17,9.45,9.10
8.96,9.45,9.45,8.96
9.45,9.66,10.08,9.45
9.87,9.66,10.22,9.45
9.45,9.57,9.91,9.45
9.59,9.38,9.59,9.38
9.38,8.96,9.52,8.96
8.96,9.66,9.80,8.96
9.38,9.38,9.39,9.38
9.45,9.32,9.59,9.31
9.24,9.09,9.52,9.03
8.96,9.10,10.15,8.89
9.10,9.03,9.45,8.89
8.89,8.75,8.89,8.26
8.89,8.82,8.96,8.61
8.89,8.61,8.89,8.61
8.75,8.75,8.82,8.40
8.75,8.48,8.75,8.40
8.47,8.68,8.68,8.19
8.68,8.40,9.03,8.05
8.26,8.68,8.75,8.12
8.68,8.19,8.72,7.91
8.40,8.12,8.47,7.98
8.19,8.75,8.75,8.19
8.40,8.68,8.75,8.19
8.54,8.40,9.10,8.33
8.40,8.26,8.40,8.26
8.40,8.26,8.40,8.05
8.05,8.05,8.72,8.05
8.12,8.40,8.40,8.12
8.54,8.19,8.54,8.19
8.12,8.19,8.19,8.12
8.40,8.49,9.31,8.40
8.68,8.40,8.75,8.19
8.68,9.31,9.31,8.47
9.38,9.66,9.94,9.17
9.66,9.10,9.80,9.03
9.24,8.82,9.66,8.75
8.68,8.89,8.96,8.61
8.75,8.75,9.24,8.75
8.75,8.75,9.03,8.75
8.75,8.54,9.52,8.40
8.54,8.61,8.61,8.19
8.47,8.26,8.68,8.19
8.40,8.26,8.54,8.26
8.40,8.40,8.47,8.26
8.26,8.47,8.47,8.26
8.26,8.33,8.54,8.26
8.68,8.54,9.03,8.54
8.82,8.89,9.73,8.75
9.38,9.59,9.66,8.82
9.24,9.38,9.38,8.75
8.54,9.10,9.38,8.54
9.10,8.82,9.10,8.82
9.10,8.96,9.10,8.61
8.89,8.68,8.89,8.40
8.78,8.68,8.96,8.68
8.61,8.75,8.75,8.61
8.75,8.61,8.89,8.61
8.61,8.75,9.10,8.54
8.61,7.86,8.89,7.77
7.91,8.37,8.62,7.91
8.19,8.14,8.26,8.05
8.05,8.54,8.75,8.05
8.05,7.49,8.10,7.07
7.70,7.42,7.98,7.42
7.35,7.49,7.63,7.35
7.42,7.14,7.51,7.14
7.28,7.07,7.49,7.00
7.07,6.93,7.08,6.79
6.41,6.58,6.86,6.37
6.65,6.72,6.86,6.65
6.51,6.65,7.00,6.37
6.51,6.86,6.99,6.44
7.14,8.26,9.52,7.14
8.12,7.35,8.12,7.14
7.63,7.35,8.12,7.07
7.28,7.35,7.49,7.14
7.35,7.28,7.35,7.21
7.35,7.28,7.63,7.14
7.28,7.14,7.77,7.07
7.14,7.28,7.35,7.14
7.35,7.35,7.63,7.28
7.35,7.07,7.49,7.00
7.07,7.14,7.21,7.00
7.21,7.35,7.42,7.00
7.35,7.07,7.35,7.00
7.07,7.07,7.56,6.86
6.93,6.93,6.94,6.86
6.87,6.87,7.22,6.87
6.93,7.01,7.49,6.86
7.49,6.80,7.49,6.65
6.79,7.00,7.35,6.79
7.49,7.35,7.49,6.98
7.35,7.28,7.35,7.07
7.14,7.35,7.35,7.00
7.35,7.35,7.49,7.21
7.35,7.07,7.35,7.07
7.42,7.35,7.42,7.14
7.35,7.49,7.63,7.35
7.49,7.42,7.49,6.86
7.14,7.14,7.35,6.86
7.35,7.07,7.35,7.07
7.35,7.07,7.35,7.00
7.28,7.28,7.28,7.07
7.00,7.21,7.42,6.79
7.00,7.42,7.42,6.86
7.14,7.35,7.42,7.14
7.42,7.21,7.56,7.21
7.21,7.42,7.63,7.21
7.49,7.49,7.91,7.28
7.70,8.05,8.26,7.68
8.26,7.98,8.26,7.84
8.05,7.98,8.05,7.49
7.77,7.56,7.98,7.35
7.49,7.42,7.83,7.42
7.42,7.70,8.05,7.42
7.84,7.91,7.91,7.49
7.70,7.63,8.26,7.56
7.98,7.63,8.12,7.49
7.84,7.70,8.05,7.70
7.63,7.91,7.98,7.42
7.70,7.63,7.84,7.63
7.63,7.77,7.91,7.63
7.77,7.70,7.77,7.70
7.77,7.58,7.77,7.58
7.56,7.42,7.63,7.42
7.42,7.49,7.90,7.35
7.42,7.77,7.84,7.42
7.84,7.35,7.84,7.21
7.73,7.35,7.84,7.35
7.42,7.35,7.56,7.35
7.42,7.62,7.77,7.35
7.77,7.70,7.77,7.28
7.35,7.70,7.70,7.35
7.35,7.14,7.35,7.06
7.21,7.14,7.21,7.07
7.07,7.00,7.35,6.93
7.00,7.00,7.07,6.93
7.07,6.93,7.14,6.93
6.93,6.86,7.07,6.86
6.79,7.00,7.07,6.79
7.00,6.86,7.00,6.79
6.93,7.14,7.14,6.79
7.00,7.14,7.21,7.00
7.02,7.00,7.02,6.87
6.79,6.86,6.93,6.79
6.79,6.79,7.00,6.79
6.72,6.72,6.93,6.65
6.72,6.93,6.93,6.72
7.00,6.92,7.00,6.72
6.79,6.79,6.99,6.79
6.72,6.72,6.92,6.72
7.07,6.79,7.07,6.72
6.65,6.72,6.79,6.51
6.30,5.95,6.51,5.95
5.88,6.72,6.72,5.32
6.72,6.65,6.72,6.38
6.44,6.30,6.44,5.81
6.30,6.65,6.65,6.30
6.40,6.37,6.65,6.16
6.23,7.00,7.00,6.23
7.00,6.94,7.07,6.93
6.30,6.58,6.58,5.04
6.51,6.23,6.51,5.46
5.63,6.23,6.30,5.53
5.67,5.81,5.95,5.46
5.60,5.95,6.02,5.60
5.60,5.45,5.88,5.45
5.39,5.04,5.40,4.90
4.90,4.97,4.97,4.62
4.62,5.04,5.25,4.62
5.04,5.24,5.24,4.69
5.25,5.75,6.37,5.24
6.29,6.09,6.29,5.81
6.09,5.88,6.09,5.88
6.02,5.74,6.02,5.67
6.02,5.46,6.02,5.31
5.25,5.60,5.81,5.25
5.74,5.18,5.74,5.11
4.97,5.11,5.25,4.90
4.90,4.97,5.11,4.55
5.18,4.69,5.18,4.41
4.41,4.76,4.90,4.41
4.90,4.90,4.90,4.55
4.90,4.90,4.90,4.69
4.97,5.25,5.60,4.32
5.39,5.39,5.53,4.99
5.25,5.25,5.25,4.34
5.18,5.53,5.53,4.90
5.04,5.46,5.53,5.04
5.39,5.53,5.53,5.39
5.04,5.53,5.53,5.04
5.53,5.18,5.53,5.11
4.97,5.46,5.53,4.97
5.53,5.46,5.60,5.04
5.32,5.39,5.39,5.11
5.60,5.46,5.67,5.26
5.25,5.60,5.60,5.11
5.25,5.52,5.52,5.25
5.29,5.53,5.53,5.25
5.53,5.60,5.67,5.53
5.60,5.60,5.60,5.40
5.32,5.39,5.59,5.32
5.32,5.33,5.33,5.32
5.46,5.53,5.67,4.85
5.39,5.25,5.46,5.11
5.25,5.52,5.52,5.25
5.46,5.60,5.81,5.25
5.46,5.39,5.71,5.39
