CRIS,Curis,NASDAQ
3.06,2.91,3.08,2.90
2.89,2.87,3.00,2.85
2.90,2.74,2.94,2.72
2.77,2.73,3.02,2.71
2.77,2.91,3.00,2.76
2.94,2.98,3.05,2.92
2.98,3.06,3.17,2.97
3.13,3.41,3.45,3.07
3.41,3.36,3.47,3.28
3.36,3.22,3.40,3.16
3.25,3.37,3.45,3.24
3.37,3.30,3.48,3.29
3.30,3.17,3.35,3.16
3.19,3.12,3.25,3.08
3.11,3.08,3.15,3.01
3.15,3.24,3.25,3.07
3.25,3.33,3.38,3.16
3.33,3.12,3.35,3.06
3.17,3.15,3.19,3.10
3.15,3.12,3.18,3.10
3.14,3.13,3.19,3.06
3.13,3.01,3.17,2.87
3.01,2.97,3.06,2.91
2.99,2.97,3.07,2.92
