CRIS,Curis,NASDAQ
4.90,4.83,4.98,4.80
4.89,4.96,5.00,4.82
4.95,5.10,5.14,4.87
5.03,4.97,5.16,4.97
4.94,4.84,5.04,4.82
4.85,4.53,4.90,4.52
4.50,4.63,4.64,3.90
4.68,4.67,4.77,4.60
4.66,4.57,4.66,4.50
4.58,4.45,4.58,4.43
4.40,4.31,4.45,4.26
4.30,4.37,4.41,4.30
4.36,4.27,4.41,4.27
4.26,4.25,4.30,4.10
4.29,4.13,4.35,4.06
4.05,4.13,4.15,4.03
4.13,4.29,4.30,4.03
4.27,4.28,4.30,4.22
4.26,4.07,4.27,4.02
4.06,3.97,4.14,3.83
3.98,4.06,4.11,3.94
4.04,4.01,4.06,3.96
4.00,4.14,4.14,4.00
4.14,4.08,4.16,4.05
4.09,4.13,4.16,4.07
4.12,4.33,4.35,4.12
4.27,4.37,4.39,4.26
4.40,4.40,4.44,4.35
4.22,4.23,4.30,4.08
4.21,4.26,4.29,4.15
4.30,4.29,4.44,4.28
4.34,4.21,4.38,4.19
4.24,4.21,4.48,4.20
4.23,4.23,4.31,4.20
4.25,4.22,4.26,4.18
4.21,4.34,4.40,4.21
4.34,4.23,4.37,4.22
4.22,4.20,4.25,4.09
4.17,4.33,4.34,4.17
4.34,4.35,4.35,4.27
4.30,4.27,4.34,4.25
4.34,4.31,4.34,4.26
4.29,4.27,4.29,4.21
4.26,4.17,4.28,4.15
4.18,4.04,4.20,4.02
4.06,4.20,4.26,4.06
4.19,4.14,4.23,4.08
4.18,4.12,4.22,4.10
4.12,4.07,4.16,4.03
4.09,4.05,4.12,4.02
4.05,4.06,4.14,4.02
4.08,4.07,4.12,4.03
4.02,4.01,4.10,4.00
4.00,4.00,4.03,3.87
4.01,4.07,4.11,4.00
4.09,4.09,4.15,4.06
4.08,3.95,4.11,3.92
3.96,4.06,4.08,3.92
4.08,4.08,4.14,4.02
4.10,4.22,4.22,4.02
4.27,4.20,4.27,4.14
4.19,4.01,4.23,4.01
4.03,3.94,4.18,3.92
3.89,4.02,4.03,3.85
4.03,3.91,4.07,3.90
3.94,3.90,4.01,3.86
3.89,3.83,3.90,3.76
3.91,3.81,3.92,3.80
3.81,3.86,3.89,3.81
3.88,3.68,3.89,3.67
3.37,3.56,3.60,3.11
3.59,3.62,3.85,3.58
3.58,3.44,3.60,3.30
3.42,3.32,3.46,3.31
3.29,3.28,3.40,3.15
3.28,3.29,3.39,3.23
3.28,3.30,3.40,3.25
3.31,3.21,3.33,3.18
3.22,3.10,3.24,3.02
3.09,3.16,3.18,3.03
3.22,3.24,3.25,3.15
3.24,3.25,3.26,3.18
3.25,3.36,3.37,3.24
3.38,3.38,3.39,3.33
3.36,3.40,3.41,3.32
3.41,3.39,3.46,3.35
3.36,3.53,3.53,3.20
3.56,3.36,3.62,3.30
3.35,3.35,3.40,3.32
3.37,3.17,3.37,3.10
3.16,3.22,3.26,3.10
3.24,3.14,3.26,3.11
3.14,3.02,3.16,2.98
3.11,3.05,3.18,3.05
3.07,3.14,3.18,3.04
3.15,3.35,3.35,3.15
3.35,3.38,3.45,3.29
3.33,3.36,3.42,3.29
3.34,3.37,3.40,3.29
3.38,3.44,3.49,3.35
3.44,3.58,3.59,3.41
3.55,3.58,3.60,3.45
3.57,3.58,3.62,3.45
3.53,3.68,3.69,3.38
3.70,3.66,3.70,3.62
3.68,3.48,3.69,3.48
3.47,3.45,3.53,3.38
3.42,3.40,3.48,3.39
3.42,3.43,3.43,3.34
3.53,3.66,3.68,3.48
3.61,3.59,3.68,3.53
3.62,3.51,3.62,3.49
3.49,3.42,3.49,3.40
3.43,3.45,3.56,3.40
3.46,3.62,3.62,3.40
3.62,3.50,3.62,3.48
3.51,3.37,3.52,3.35
3.36,3.37,3.45,3.36
3.36,3.45,3.48,3.36
3.43,3.34,3.43,3.33
3.34,3.32,3.35,3.21
3.32,3.24,3.32,3.20
3.25,3.21,3.29,3.17
3.20,3.12,3.48,3.01
3.13,3.04,3.24,3.03
3.06,3.14,3.21,3.02
3.14,3.15,3.17,3.07
3.14,3.10,3.15,3.08
3.09,3.06,3.13,3.06
3.07,3.18,3.20,3.04
3.22,3.17,3.23,3.10
3.16,3.07,3.17,3.06
3.10,3.14,3.15,3.10
3.11,3.09,3.12,3.06
3.11,3.04,3.11,3.02
3.00,2.99,3.10,2.98
2.98,2.99,3.03,2.98
3.02,2.99,3.02,2.96
2.98,2.89,3.02,2.87
2.89,2.81,2.89,2.77
2.82,2.80,2.85,2.77
2.80,3.02,3.07,2.77
2.93,2.82,2.94,2.82
2.81,2.75,2.85,2.69
2.78,2.87,2.88,2.77
2.91,2.91,2.96,2.86
2.96,2.89,3.01,2.86
2.88,2.81,2.95,2.80
2.81,2.69,2.88,2.66
2.69,3.08,3.12,2.69
3.04,3.24,3.24,3.04
3.27,3.28,3.30,3.20
3.28,3.24,3.29,3.20
3.23,3.37,3.38,3.22
3.41,3.49,3.49,3.33
3.46,3.49,3.55,3.44
3.47,3.52,3.52,3.37
3.51,3.44,3.52,3.40
3.47,3.38,3.47,3.30
3.41,3.36,3.41,3.23
3.32,3.31,3.40,3.28
3.34,3.27,3.38,3.26
3.15,3.24,3.33,3.13
3.20,3.27,3.30,3.19
3.30,3.46,3.49,3.23
3.47,3.36,3.47,3.31
3.38,3.38,3.41,3.33
3.34,3.27,3.34,3.26
3.27,3.28,3.31,3.21
3.25,3.12,3.28,3.10
3.15,3.11,3.25,3.08
3.11,3.07,3.20,3.06
3.05,3.04,3.10,2.96
2.99,3.13,3.18,2.97
3.14,3.16,3.16,3.03
3.17,3.21,3.25,3.14
3.20,3.29,3.35,3.16
3.29,3.34,3.34,3.27
3.30,3.40,3.42,3.27
3.39,3.17,3.39,3.14
3.20,3.21,3.29,3.11
3.18,3.28,3.30,3.11
3.28,3.19,3.30,3.10
3.16,3.22,3.27,3.15
3.21,3.11,3.22,3.06
3.15,3.16,3.20,3.08
3.15,3.18,3.18,3.11
3.18,3.41,3.41,3.18
3.63,3.78,3.84,3.54
3.78,4.03,4.08,3.78
4.01,3.75,4.06,3.66
3.68,3.65,3.84,3.59
3.66,3.69,3.75,3.49
3.74,3.74,3.80,3.69
3.74,3.63,3.75,3.62
3.62,3.60,3.72,3.57
3.59,3.83,3.86,3.56
3.82,3.86,3.94,3.82
3.93,4.13,4.14,3.91
4.13,4.35,4.38,4.09
4.35,4.46,4.50,4.25
4.47,4.40,4.49,4.35
4.39,4.01,4.46,3.97
4.05,4.12,4.17,3.98
4.09,3.91,4.15,3.87
3.91,3.88,3.97,3.78
3.87,3.70,3.97,3.70
3.65,3.78,3.80,3.60
3.76,3.83,3.87,3.74
3.91,3.80,3.94,3.75
3.76,3.77,3.82,3.67
3.78,3.93,3.94,3.75
3.88,3.76,3.89,3.75
3.68,3.75,3.77,3.57
3.75,3.56,3.78,3.55
3.56,3.35,3.59,3.33
3.36,3.50,3.51,3.28
3.52,3.47,3.58,3.36
3.54,3.50,3.54,3.35
3.48,3.56,3.60,3.37
3.61,3.41,3.61,3.36
3.40,3.55,3.56,3.36
3.55,3.42,3.56,3.40
3.46,3.44,3.57,3.38
3.46,3.43,3.50,3.36
3.42,3.39,3.42,3.36
3.32,3.28,3.45,3.26
3.30,3.39,3.39,3.20
