BPT,BP Prudhoe Bay Royalty Trust Common Stock,NASDAQ
117.61,118.38,119.00,117.31
118.55,119.82,120.00,118.55
120.00,121.09,121.65,119.91
122.00,122.22,123.20,121.70
122.41,123.00,123.27,121.83
123.32,120.66,124.34,120.14
120.78,121.98,122.48,120.69
123.67,123.51,124.11,122.40
124.33,121.88,124.49,121.10
121.01,117.79,121.03,113.57
117.25,114.27,117.28,114.17
114.00,113.46,114.27,111.06
113.66,114.99,115.60,113.66
114.50,114.22,114.68,112.88
114.00,116.06,116.29,114.00
117.26,117.15,118.39,116.17
117.48,117.80,118.10,117.28
118.47,116.59,118.47,116.50
117.00,117.46,117.98,116.63
117.33,116.54,117.58,115.55
116.95,116.22,116.95,115.59
115.76,116.53,116.73,115.53
117.00,114.96,117.10,114.54
113.94,112.91,114.96,111.88
111.00,111.21,111.62,108.95
109.50,108.60,110.35,108.10
108.92,110.17,112.54,108.60
111.77,112.36,112.90,111.06
112.09,113.77,113.94,112.09
113.48,112.00,113.48,110.84
111.55,110.30,111.55,108.77
110.18,110.02,110.89,109.10
109.27,108.91,110.75,108.51
108.51,107.26,108.80,105.64
107.77,109.13,110.44,107.77
109.02,109.24,110.22,108.33
109.35,111.52,111.72,108.75
110.33,109.79,110.39,108.98
110.00,111.09,112.27,110.00
110.91,111.38,111.86,110.40
111.40,111.38,111.89,110.53
111.54,111.37,112.50,111.12
111.69,112.47,115.00,111.50
112.56,110.68,112.99,110.38
111.00,110.52,111.53,109.55
110.38,110.89,111.28,109.56
110.85,109.78,110.85,109.25
110.00,108.39,110.22,108.29
108.28,106.55,110.60,106.53
106.68,108.89,109.46,106.51
108.76,108.64,109.91,107.49
109.07,105.11,109.67,103.30
105.47,107.36,107.37,105.47
106.95,106.95,108.21,105.95
106.75,105.64,107.40,105.20
106.11,106.09,106.30,105.40
106.00,106.79,107.10,105.55
107.00,108.01,109.10,107.00
108.00,109.38,110.05,108.00
108.00,109.65,109.90,106.26
109.70,109.00,110.30,108.79
108.58,109.26,109.98,108.57
110.82,110.13,110.82,109.20
111.00,111.71,112.40,110.37
111.73,111.66,112.87,111.05
111.70,112.49,112.70,110.60
113.02,113.44,114.16,113.00
113.88,111.46,113.88,111.29
113.48,115.11,115.27,112.66
114.51,116.54,116.85,114.28
115.97,116.47,116.81,114.63
116.34,116.63,116.80,115.77
116.99,117.02,117.72,116.71
114.35,113.16,114.83,112.49
114.03,114.47,115.00,113.62
114.47,113.80,114.47,113.02
114.77,114.00,114.77,113.00
114.97,115.31,115.52,114.02
115.55,116.02,116.89,115.24
116.26,115.88,116.35,115.60
114.29,115.50,115.66,113.75
115.25,115.02,115.47,114.81
114.05,114.07,115.01,113.51
113.62,113.55,114.83,113.53
112.16,112.01,112.89,111.28
116.00,113.91,116.00,113.00
114.60,112.42,115.50,112.40
112.60,112.26,113.20,109.21
111.82,108.61,111.82,107.56
108.41,107.31,109.86,103.00
102.72,101.79,110.00,100.51
101.51,109.21,110.00,101.51
109.50,111.36,113.32,107.51
111.72,111.20,112.40,110.00
111.31,110.04,112.50,109.43
110.33,112.07,112.67,110.33
111.58,111.09,111.99,109.58
111.36,111.91,112.68,110.84
111.35,109.23,111.35,108.11
108.95,107.62,110.25,107.51
108.72,106.94,110.16,105.55
108.04,109.30,109.30,106.84
109.52,109.49,110.07,108.26
109.86,108.30,110.00,108.00
107.95,109.33,109.99,107.00
109.56,110.23,110.95,109.36
110.29,111.52,111.67,110.26
111.71,111.20,112.40,110.99
110.71,110.28,112.48,110.10
109.92,109.28,110.88,108.20
106.64,108.24,108.79,106.64
109.10,109.41,110.48,108.65
109.20,108.30,109.81,108.12
107.95,108.34,109.01,106.52
107.90,108.46,109.42,106.94
108.50,108.68,109.55,107.81
109.37,109.69,110.63,108.28
110.13,110.73,111.96,110.04
111.67,110.94,111.67,110.07
110.19,109.97,110.82,108.50
110.38,109.10,110.90,109.10
108.96,108.20,110.09,107.97
106.53,106.36,107.91,105.29
105.23,106.02,107.00,105.18
106.01,106.91,107.05,105.21
108.49,108.28,109.82,108.04
108.02,105.92,108.39,105.34
107.67,106.60,109.99,105.67
105.25,105.35,107.29,105.25
105.20,104.15,106.08,102.50
102.98,101.42,103.00,96.18
102.75,104.26,104.40,100.55
105.00,107.76,107.93,104.10
108.54,106.70,108.70,106.00
107.31,108.79,109.92,107.31
109.52,109.71,109.75,108.64
110.00,109.23,110.40,108.77
106.06,107.62,108.72,106.00
108.26,108.72,109.37,107.31
109.00,109.00,109.36,107.38
108.51,108.80,109.24,106.89
107.01,107.43,109.00,107.01
108.45,107.95,108.97,107.00
109.04,108.09,109.50,107.79
108.00,107.19,109.00,107.13
107.00,107.03,108.56,106.83
107.26,108.21,108.50,106.26
109.50,108.49,109.50,108.08
108.45,108.77,109.23,107.82
108.32,107.50,108.50,107.25
106.21,106.73,107.40,105.97
108.00,107.01,108.00,106.21
108.00,107.81,108.35,106.84
107.67,108.99,109.00,107.13
109.11,109.66,109.66,108.79
109.20,110.45,110.75,108.70
109.99,109.51,111.00,108.70
110.99,110.86,111.29,110.40
111.20,111.71,111.96,110.98
111.90,110.80,111.90,110.60
110.60,111.54,111.82,110.60
111.50,111.84,113.31,111.01
112.00,111.24,112.88,110.20
111.74,110.74,112.00,110.00
110.25,110.72,111.17,109.51
110.38,110.89,111.54,110.01
110.89,109.71,110.89,109.10
109.16,109.35,109.65,109.16
110.77,109.76,111.98,109.45
109.80,111.45,112.49,109.80
112.50,111.99,113.25,111.55
112.00,113.20,113.74,111.13
114.00,114.46,114.73,113.32
114.82,114.29,115.00,113.35
113.96,114.02,114.75,113.10
113.95,113.56,114.41,112.76
112.48,112.43,113.47,111.85
113.28,113.45,113.50,112.50
112.99,113.20,113.49,112.00
113.00,113.18,114.78,112.51
112.34,112.26,112.78,111.25
112.50,112.00,114.00,111.01
113.00,113.22,113.63,112.05
113.25,114.00,114.24,113.20
114.25,114.36,115.29,114.06
113.90,114.74,115.04,113.75
115.18,114.83,115.18,114.50
114.80,115.00,115.18,114.42
115.18,115.83,116.39,115.00
116.03,114.42,116.30,114.00
114.97,113.81,114.97,113.50
113.93,113.96,114.36,113.51
115.95,116.38,116.46,115.42
116.39,117.00,117.00,116.05
116.75,117.00,117.00,116.03
117.11,117.12,117.68,116.80
117.93,119.39,119.44,117.58
119.89,120.00,120.00,119.08
119.70,119.44,119.93,118.41
115.48,117.44,118.30,114.59
117.20,115.52,117.20,115.23
115.58,115.56,116.99,115.50
115.98,114.01,116.90,113.93
114.00,113.75,114.76,112.77
114.52,114.59,115.34,113.88
115.87,117.46,117.82,115.42
116.98,116.10,116.98,115.65
116.25,116.80,116.98,115.25
116.83,115.69,117.30,115.32
115.33,115.81,116.19,115.25
115.50,115.63,115.94,115.26
115.69,115.00,116.01,114.75
115.06,115.03,115.30,114.06
114.76,115.76,115.97,114.76
116.05,116.50,116.86,116.00
116.50,116.91,117.00,116.01
116.90,118.86,118.87,116.76
118.71,118.36,118.88,117.56
118.10,117.72,118.69,117.41
117.45,117.56,117.56,116.45
117.60,118.17,118.79,117.36
118.45,118.33,119.00,118.27
118.02,118.25,118.94,117.77
118.20,119.42,119.69,118.03
119.69,120.02,120.34,119.41
121.10,122.45,123.00,120.26
122.19,122.75,123.02,122.19
122.54,123.87,124.01,122.44
123.53,124.60,124.90,123.53
123.45,122.94,124.86,120.94
122.85,121.63,122.99,120.03
121.38,122.57,123.46,120.29
122.87,123.59,124.12,122.25
123.55,121.96,124.35,121.86
121.37,121.95,122.33,120.50
121.00,120.72,121.74,119.40
120.12,122.95,123.00,120.12
124.00,122.99,124.00,122.53
123.78,124.13,124.25,122.88
123.71,123.00,123.90,122.80
123.00,123.90,124.00,122.25
124.00,123.28,124.50,122.93
123.33,122.94,124.92,121.56
122.87,123.42,123.46,122.50
123.85,123.89,124.50,122.50
123.50,123.50,123.92,123.00
123.92,124.28,124.28,123.26
123.75,123.57,124.50,122.22
123.95,126.00,126.00,123.75
126.00,126.49,126.89,124.72
126.18,126.92,127.00,125.50
126.45,126.41,126.88,125.03
125.49,124.42,125.94,123.53
124.76,125.10,126.19,124.19
124.80,126.72,126.99,124.59
126.90,128.36,129.49,126.01
127.90,126.54,127.90,126.13
127.06,128.13,128.82,127.06
128.00,127.65,128.92,126.70
128.97,127.88,129.23,127.18
128.17,127.95,128.44,127.12
124.77,125.31,126.74,124.50
125.00,123.80,125.37,123.56
123.80,120.50,123.99,120.35
120.05,122.18,123.41,119.55
121.84,122.74,123.00,121.84
122.74,122.85,123.38,122.60
124.40,122.74,124.89,122.61
122.60,123.07,123.95,122.06
123.96,122.25,124.00,122.21
122.21,123.32,123.50,122.21
123.40,124.65,125.00,123.31
124.63,124.87,125.00,124.09
124.83,124.46,124.99,123.50
124.56,124.29,124.99,123.82
124.14,123.25,124.50,123.15
123.13,122.26,123.72,122.06
122.00,120.28,122.36,120.05
119.99,118.50,119.99,117.51
118.19,116.00,118.48,113.09
115.55,117.86,118.35,114.06
119.00,118.99,119.32,118.00
118.79,118.71,119.45,118.50
118.40,116.68,118.50,116.61
116.67,115.76,117.64,115.55
115.75,114.11,116.99,113.75
114.00,111.47,114.00,110.83
111.51,111.54,113.82,110.54
111.75,115.44,115.99,110.60
116.00,113.50,116.70,113.22
113.50,113.67,114.69,112.19
114.00,112.90,115.38,112.11
112.50,112.92,113.90,112.41
113.29,113.16,115.00,113.06
113.00,111.10,113.46,111.00
111.00,111.07,112.13,109.50
109.67,107.38,110.97,106.64
106.93,105.48,107.38,104.04
105.59,109.49,109.62,105.50
110.53,111.60,112.20,109.90
113.53,112.26,113.73,112.02
112.00,110.46,112.00,110.06
111.71,110.01,111.71,109.50
110.10,112.85,115.00,110.10
112.04,111.75,113.83,111.50
112.64,112.98,114.45,112.16
113.63,112.47,113.73,111.19
112.02,114.70,115.50,111.56
115.50,115.40,115.89,113.47
115.75,114.25,116.10,113.70
114.00,111.94,114.84,111.58
112.37,114.18,114.52,112.37
113.82,112.90,114.17,112.20
113.03,113.67,114.62,112.76
113.64,114.72,115.27,113.64
114.69,115.03,115.33,112.65
116.47,116.57,116.94,114.75
117.23,118.39,118.45,116.35
118.54,120.80,121.25,118.54
120.81,121.53,121.96,119.29
121.16,120.75,121.45,119.79
120.99,121.78,121.93,119.69
122.00,120.95,122.00,120.62
121.00,121.36,121.76,120.50
118.80,116.67,118.80,116.32
116.00,115.76,117.22,114.68
115.31,116.58,116.96,114.72
117.09,116.92,118.50,116.00
117.00,115.77,117.41,114.56
115.35,116.79,116.79,114.25
117.59,116.39,117.59,115.79
115.02,115.49,115.88,113.50
115.77,114.76,115.90,114.01
114.76,115.16,115.49,113.70
115.75,116.25,116.49,114.70
116.80,115.94,117.15,115.60
115.94,116.60,117.15,115.86
116.75,115.74,117.00,115.55
116.66,116.47,116.98,115.44
115.98,116.19,116.45,115.43
117.05,116.47,117.30,115.69
116.17,116.88,116.97,116.06
116.79,117.53,117.88,116.41
117.16,117.51,117.51,116.47
117.05,117.72,117.74,117.05
117.31,117.54,117.85,116.61
117.74,117.35,117.79,117.10
117.26,118.45,118.75,117.26
117.76,118.23,119.38,117.76
118.79,119.46,119.97,118.02
119.72,120.00,120.00,118.85
119.03,114.99,119.84,114.50
114.55,107.94,114.70,104.75
107.10,107.06,108.15,102.81
107.46,107.96,108.69,106.10
108.05,108.87,109.69,107.80
108.70,102.39,108.87,101.83
101.47,93.46,101.99,93.01
88.52,76.77,89.45,76.77
75.46,89.51,91.47,75.12
92.00,88.33,92.00,87.28
89.50,89.92,90.89,88.41
90.55,89.69,90.75,88.15
90.20,87.45,90.50,87.43
87.45,88.01,88.56,87.45
88.50,89.06,89.75,88.14
89.85,89.60,90.00,89.10
90.00,89.96,90.00,89.26
90.81,90.12,90.81,89.11
90.61,93.50,93.74,90.51
94.00,94.57,95.31,93.50
95.00,93.24,95.00,92.65
93.25,92.36,93.95,91.68
91.26,91.63,92.36,90.80
92.00,92.20,92.94,91.65
91.94,94.14,94.88,91.89
94.50,93.70,94.87,93.55
93.50,93.16,93.69,92.45
93.50,93.49,93.97,93.17
94.23,93.85,94.47,93.32
93.78,93.09,94.43,92.94
92.89,92.70,93.67,92.24
92.98,91.33,92.98,90.90
91.33,92.27,92.77,90.69
92.27,91.83,92.98,91.60
91.86,92.56,93.38,91.68
92.75,93.16,93.59,92.50
92.90,92.26,93.25,92.25
90.49,91.08,91.99,89.67
90.55,89.53,90.90,89.51
89.60,85.15,89.60,83.82
85.15,83.30,85.17,82.04
83.57,87.26,88.31,83.10
87.64,87.33,87.98,86.33
87.41,86.36,87.50,85.76
85.07,84.24,86.17,84.02
83.69,82.38,84.23,81.88
82.04,81.10,83.22,80.52
81.13,83.40,83.63,81.01
84.50,84.28,84.70,82.80
84.00,81.52,84.00,81.29
81.07,81.47,82.05,80.71
81.68,79.85,81.69,79.51
79.25,79.62,79.89,78.74
79.58,80.50,80.67,78.79
79.34,78.80,80.34,77.50
78.93,77.95,79.84,77.80
77.50,76.48,77.86,76.28
76.35,72.79,76.40,72.06
71.71,73.87,74.94,70.63
74.00,71.77,74.10,71.73
71.35,72.14,72.41,71.00
72.15,74.04,74.22,71.57
74.91,76.09,76.21,74.42
76.71,75.39,76.97,75.07
76.00,75.50,76.00,74.75
75.47,76.14,76.98,75.47
75.94,75.64,76.81,75.50
75.11,74.79,75.65,74.43
74.21,74.58,74.84,73.68
75.34,73.68,75.34,73.26
73.10,73.75,73.90,73.10
73.70,74.19,74.26,73.56
73.90,74.63,74.84,73.86
74.22,74.62,75.08,73.80
74.66,73.55,74.66,73.13
73.55,74.07,74.16,73.55
73.86,73.56,74.30,72.82
73.32,72.77,73.36,72.63
72.56,73.84,74.20,72.56
73.04,73.11,73.44,72.00
72.30,72.31,72.90,72.25
72.00,71.90,72.30,71.66
71.30,70.72,71.77,70.48
70.50,68.56,70.67,65.56
67.05,69.31,69.81,67.05
68.75,68.50,69.23,67.72
68.10,67.74,68.50,67.36
67.70,67.42,68.24,67.11
67.56,66.97,67.82,66.60
66.51,66.22,66.74,66.15
66.35,68.54,68.75,65.88
71.00,72.85,72.94,70.70
72.94,73.07,73.32,72.42
73.72,76.29,76.36,73.29
77.11,77.31,78.42,76.86
78.18,77.77,78.45,76.83
78.00,77.91,78.25,77.11
78.10,78.30,78.45,77.92
76.38,75.73,76.38,74.85
75.94,74.99,76.23,74.68
74.97,75.70,75.74,74.54
76.00,77.53,77.74,75.83
77.75,77.43,77.75,77.03
77.75,77.68,77.75,76.59
78.36,79.66,79.82,78.25
79.74,79.18,79.94,79.08
79.25,77.89,79.48,77.16
77.86,77.95,78.75,77.63
77.95,77.99,78.21,77.14
77.75,77.54,78.09,77.33
77.54,77.57,77.88,77.12
77.70,77.61,77.70,77.12
77.72,78.39,78.49,77.17
78.00,78.91,79.17,77.78
79.04,78.27,79.07,78.06
78.57,78.82,78.82,78.10
79.01,79.80,79.80,78.55
79.94,79.28,80.18,78.92
79.50,79.14,79.87,78.91
79.47,79.73,79.75,78.88
80.00,80.59,80.96,79.51
79.85,80.68,80.70,79.75
80.65,79.57,80.75,78.96
79.74,80.44,80.51,79.66
80.73,79.37,80.73,79.22
79.00,79.12,79.17,78.23
79.77,80.12,80.49,79.30
80.59,78.93,80.63,78.90
78.93,78.82,79.76,78.25
78.81,79.17,79.85,78.81
79.06,80.17,80.37,79.01
80.05,79.08,80.05,79.00
79.22,77.97,79.22,77.81
78.33,77.92,78.72,77.50
77.92,78.77,78.77,77.20
78.86,78.70,79.59,78.45
79.25,79.61,79.68,78.54
79.84,79.76,79.95,79.00
79.63,79.11,79.94,79.00
79.11,79.57,79.84,78.92
79.83,79.43,79.96,79.37
79.23,77.91,79.65,77.91
77.41,77.92,78.61,77.36
78.24,78.54,78.63,77.90
78.87,78.62,79.41,78.42
78.62,78.33,79.10,78.20
79.00,79.40,79.94,78.70
79.85,80.87,81.34,79.45
81.46,82.22,82.57,80.87
82.05,81.91,82.35,81.28
81.90,83.49,83.98,81.72
83.42,82.44,83.61,82.32
82.87,82.40,83.05,82.26
82.84,80.99,83.25,80.51
80.80,81.09,81.39,79.59
80.99,82.93,83.44,80.35
83.35,82.99,83.98,82.64
83.35,83.41,83.68,82.80
83.66,83.64,83.94,83.40
81.63,81.53,82.27,80.74
81.12,81.15,81.45,79.01
80.82,77.98,80.82,77.75
78.45,79.15,79.72,78.25
79.01,78.52,79.37,77.83
79.06,78.60,79.24,78.02
78.86,79.10,79.28,78.50
79.48,81.10,81.79,79.38
81.79,81.40,81.90,80.65
81.40,81.84,82.00,81.09
81.90,81.60,82.91,81.40
81.60,80.48,81.60,80.25
80.50,81.46,81.69,80.18
81.44,81.72,82.00,80.95
81.09,80.42,81.50,80.26
80.34,80.82,81.39,80.34
81.19,81.13,81.90,80.92
81.39,81.60,81.99,81.20
81.44,82.34,82.70,81.34
82.00,82.55,82.70,82.00
82.60,81.86,82.60,81.40
82.37,81.91,82.37,80.85
82.19,82.77,82.98,81.67
82.80,82.97,83.19,82.69
83.00,82.87,83.00,82.12
82.76,82.22,83.20,82.07
82.53,82.67,83.17,82.25
82.70,83.65,83.76,82.45
83.55,85.07,85.33,83.54
85.00,84.61,86.70,84.00
83.46,85.22,85.49,83.00
84.41,86.08,86.47,84.41
87.36,86.10,87.73,86.02
86.10,87.44,87.79,86.10
87.35,89.84,91.16,87.15
90.08,89.07,90.78,88.56
89.10,89.94,90.49,89.10
89.96,91.00,91.48,89.96
91.45,90.85,91.80,90.80
90.89,91.96,92.09,90.85
92.01,93.07,93.62,92.00
93.74,93.63,94.69,93.46
93.00,91.40,93.25,90.70
91.55,91.73,92.64,91.50
91.50,92.13,92.83,90.27
91.79,91.85,92.17,91.26
92.49,94.05,94.44,92.38
94.30,94.74,95.00,93.88
