INVE,Identiv,NASDAQ
2.14,2.16,2.44,2.14
2.17,2.03,2.17,2.00
2.15,2.28,2.32,2.05
2.29,2.05,2.32,2.03
2.07,1.70,2.08,1.46
1.60,1.57,1.69,1.50
1.62,1.51,1.62,1.37
1.50,1.54,1.65,1.48
1.55,1.61,1.67,1.54
1.65,1.72,1.79,1.65
1.85,1.78,1.88,1.72
1.75,1.76,1.77,1.65
1.76,1.80,1.81,1.71
1.80,1.64,1.80,1.64
1.65,1.59,1.70,1.59
1.60,1.56,1.65,1.49
1.57,1.85,2.04,1.57
1.83,1.83,1.87,1.71
1.85,1.84,1.94,1.77
1.84,1.94,1.95,1.81
1.96,2.05,2.12,1.96
2.06,1.93,2.06,1.91
1.95,1.87,1.96,1.84
1.88,1.85,1.98,1.83
1.83,1.83,1.88,1.77
1.70,1.73,1.77,1.70
1.75,1.88,1.92,1.75
1.90,1.87,1.96,1.83
1.86,1.74,1.90,1.73
1.68,1.75,1.82,1.68
1.76,1.83,1.87,1.74
1.84,1.97,2.00,1.79
1.98,1.95,2.03,1.91
1.96,1.98,2.00,1.91
1.98,2.08,2.21,1.95
2.12,2.00,2.17,1.98
2.00,1.97,2.09,1.94
1.93,1.83,1.95,1.81
1.84,1.96,2.04,1.84
1.97,2.02,2.09,1.92
2.04,2.05,2.05,1.98
2.03,1.93,2.05,1.93
1.98,1.97,2.02,1.88
1.96,1.99,2.04,1.95
1.99,1.89,2.05,1.87
1.89,1.99,2.01,1.85
2.00,1.96,2.00,1.93
1.96,1.98,2.03,1.90
1.99,1.93,2.04,1.91
1.98,2.00,2.02,1.94
1.99,2.15,2.19,1.99
2.12,2.05,2.18,2.01
2.03,2.14,2.16,2.03
2.15,2.21,2.28,2.10
2.20,2.21,2.34,2.19
2.20,2.26,2.30,2.12
2.25,2.16,2.29,2.14
2.18,2.18,2.20,2.13
2.24,2.24,2.35,2.20
2.26,2.36,2.42,2.26
2.43,2.36,2.55,2.29
2.37,2.42,2.45,2.34
2.50,2.55,2.59,2.47
2.55,2.54,2.55,2.49
2.43,2.37,2.44,2.25
2.25,2.25,2.33,2.22
2.30,2.33,2.33,2.24
2.35,2.38,2.38,2.28
2.38,2.34,2.43,2.33
2.32,2.29,2.33,2.24
2.30,2.42,2.43,2.30
2.34,2.25,2.37,2.20
2.30,2.35,2.35,2.25
2.37,2.38,2.38,2.29
2.34,2.30,2.34,2.28
2.29,2.29,2.30,2.26
2.27,2.25,2.31,2.23
2.25,1.95,2.25,1.90
1.96,2.11,2.20,1.95
2.03,1.96,2.07,1.92
1.97,1.94,1.99,1.94
1.93,1.76,1.93,1.76
1.77,1.78,1.88,1.70
1.88,1.88,1.94,1.83
1.87,1.77,1.92,1.72
1.84,1.94,2.01,1.81
1.94,1.91,1.96,1.87
1.94,2.03,2.05,1.94
2.05,2.05,2.10,1.99
2.06,2.02,2.06,1.88
2.00,2.10,2.12,1.97
2.09,2.01,2.09,1.98
2.02,2.20,2.25,2.02
2.17,2.12,2.17,2.07
2.13,2.01,2.13,2.00
1.99,2.14,2.19,1.99
2.16,2.14,2.17,2.10
2.15,2.07,2.15,2.04
2.09,2.01,2.12,2.00
2.04,2.13,2.13,2.02
2.12,2.09,2.14,2.01
2.12,2.16,2.16,2.10
2.16,2.16,2.18,2.14
2.10,2.10,2.12,2.06
2.10,2.05,2.10,2.04
2.06,2.17,2.25,2.05
2.18,2.23,2.24,2.16
2.25,2.31,2.31,2.20
2.30,2.21,2.34,2.20
2.19,2.27,2.27,2.19
2.26,2.22,2.28,2.22
2.22,2.24,2.25,2.19
2.26,2.23,2.28,2.21
2.22,2.25,2.25,2.19
2.25,2.32,2.33,2.18
2.25,2.21,2.28,2.20
2.25,2.20,2.25,2.17
2.21,2.24,2.24,2.10
2.24,2.23,2.26,2.00
2.22,2.23,2.23,2.14
2.23,2.22,2.23,2.15
2.20,2.26,2.27,2.13
2.25,2.32,2.34,2.17
2.29,2.30,2.34,2.25
2.29,2.33,2.34,2.26
2.29,2.24,2.30,2.23
2.24,2.28,2.31,2.22
2.29,2.34,2.34,2.24
2.34,2.34,2.34,2.31
2.36,2.41,2.41,2.32
2.40,2.38,2.41,2.15
2.40,2.36,2.40,2.33
2.36,2.37,2.44,2.33
2.38,2.34,2.40,2.32
2.30,2.31,2.36,2.16
2.25,2.21,2.25,2.17
2.19,2.20,2.21,2.14
2.21,2.16,2.25,2.15
2.17,2.22,2.23,2.16
2.23,2.23,2.24,2.16
2.23,2.17,2.23,2.16
2.16,2.17,2.24,2.15
2.17,2.18,2.21,2.17
2.18,2.21,2.25,2.12
2.21,2.25,2.32,2.21
2.26,2.22,2.26,2.21
2.23,2.22,2.32,2.17
2.23,1.98,2.23,1.95
2.00,1.96,2.09,1.96
2.00,1.99,2.02,1.96
1.97,1.84,1.97,1.82
1.70,1.78,1.82,1.65
1.80,1.85,1.88,1.76
1.85,1.92,1.96,1.84
1.91,1.92,2.00,1.89
1.91,1.92,1.98,1.87
1.91,1.86,1.93,1.86
1.88,1.85,1.88,1.79
1.86,1.84,1.86,1.80
1.81,1.88,1.97,1.81
1.85,1.78,1.86,1.72
1.78,1.74,1.79,1.71
1.71,1.74,1.75,1.70
1.74,1.84,1.89,1.72
1.88,2.05,2.05,1.88
2.10,2.02,2.20,1.97
2.03,1.97,2.03,1.95
1.95,2.07,2.10,1.92
2.18,2.09,2.18,2.03
2.09,2.13,2.14,2.04
2.12,2.10,2.14,2.06
2.05,2.08,2.12,2.02
2.07,2.11,2.12,2.05
2.07,2.06,2.09,2.00
2.05,1.92,2.05,1.91
1.94,2.00,2.00,1.94
1.99,2.04,2.05,1.97
2.02,1.97,2.02,1.96
2.00,1.98,2.00,1.97
2.01,2.03,2.05,2.00
2.03,1.98,2.03,1.93
1.98,1.95,2.02,1.93
2.02,1.98,2.02,1.94
1.94,1.88,1.94,1.86
1.89,1.97,1.97,1.89
1.99,2.02,2.02,1.98
1.99,1.99,2.03,1.96
2.00,2.04,2.04,1.98
2.03,2.06,2.17,2.03
2.06,2.02,2.14,2.01
2.01,1.95,2.10,1.88
1.95,1.86,1.96,1.84
1.86,1.82,1.91,1.81
1.80,1.78,1.81,1.74
1.75,1.73,1.80,1.66
1.71,1.68,1.74,1.68
1.68,1.68,1.71,1.67
1.67,1.69,1.71,1.66
1.70,1.60,1.72,1.60
1.61,1.55,1.63,1.51
1.55,1.42,1.57,1.38
1.42,1.39,1.43,1.37
1.35,1.40,1.43,1.26
1.43,1.45,1.45,1.37
1.43,1.39,1.53,1.39
1.39,1.40,1.44,1.35
1.41,1.42,1.45,1.41
1.43,1.38,1.45,1.38
1.39,1.37,1.42,1.35
1.36,1.26,1.37,1.25
1.30,1.27,1.31,1.20
1.23,1.20,1.27,1.20
1.21,1.23,1.27,1.20
1.22,1.19,1.32,1.16
1.22,0.98,1.24,0.91
1.05,1.12,1.32,1.05
1.06,1.00,1.12,0.99
1.05,1.14,1.15,1.00
1.17,1.07,1.17,1.04
1.07,1.05,1.11,1.05
1.06,1.06,1.11,1.05
1.06,1.06,1.07,1.03
1.07,1.10,1.11,1.06
1.10,1.07,1.11,1.04
1.06,1.05,1.10,1.04
1.05,0.99,1.07,0.99
1.01,0.99,1.05,0.98
0.96,1.00,1.07,0.96
1.02,0.96,1.02,0.96
0.96,0.97,0.99,0.96
0.95,0.91,0.98,0.91
0.93,0.94,0.98,0.93
1.00,0.97,1.02,0.97
1.02,0.98,1.02,0.98
1.00,0.95,1.00,0.94
0.96,0.93,1.00,0.93
0.94,0.93,0.96,0.92
0.93,0.96,0.96,0.92
0.92,0.91,0.94,0.91
0.92,0.90,0.95,0.85
0.93,0.95,0.95,0.86
0.93,0.87,0.96,0.87
0.96,0.91,0.96,0.86
0.94,0.93,0.94,0.88
0.93,0.92,0.93,0.88
0.89,0.93,0.93,0.89
0.88,0.88,0.91,0.85
0.85,0.88,0.89,0.85
0.88,0.88,0.88,0.79
0.86,0.83,0.88,0.82
0.85,0.89,0.91,0.83
0.89,0.89,0.91,0.85
0.88,0.90,0.91,0.87
0.89,0.89,0.97,0.86
0.89,0.93,0.94,0.87
0.91,0.95,0.95,0.90
0.97,0.92,0.99,0.90
0.95,0.86,0.95,0.81
0.90,0.82,0.90,0.80
0.81,0.80,0.82,0.80
0.82,0.82,0.84,0.78
0.82,0.80,0.85,0.79
0.81,0.79,0.84,0.79
0.79,0.79,0.82,0.78
0.80,0.83,0.85,0.80
0.86,0.80,0.95,0.79
0.80,0.82,0.84,0.80
0.82,0.81,0.85,0.78
0.83,0.82,0.84,0.80
0.82,0.82,0.82,0.80
0.85,0.80,0.85,0.80
0.83,0.76,0.83,0.76
0.77,0.76,0.79,0.76
0.77,0.70,0.79,0.70
0.69,0.73,0.73,0.68
0.75,0.70,0.78,0.69
0.70,0.69,0.73,0.69
0.68,0.68,0.69,0.65
0.67,0.66,0.68,0.65
0.68,0.69,0.70,0.65
0.70,0.72,0.74,0.70
0.72,0.70,0.75,0.70
0.75,0.70,0.75,0.70
0.70,0.70,0.71,0.67
0.72,0.72,0.74,0.69
0.69,0.72,0.72,0.69
0.69,0.70,0.72,0.68
0.68,0.73,0.76,0.68
0.76,0.75,0.77,0.73
0.75,0.71,0.77,0.71
0.74,0.78,0.80,0.74
0.79,0.78,0.82,0.77
0.79,0.78,0.80,0.77
0.81,0.80,0.81,0.77
0.83,0.89,0.89,0.81
0.93,0.86,0.93,0.85
0.97,0.93,1.00,0.89
0.93,0.99,1.04,0.93
1.06,1.07,1.15,1.00
1.10,1.09,1.15,1.07
1.11,1.13,1.15,1.10
1.15,1.15,1.20,1.12
1.17,1.17,1.20,1.15
1.16,1.12,1.16,1.02
1.09,1.05,1.09,0.99
1.02,1.05,1.05,0.98
1.06,1.29,1.50,1.06
1.25,1.12,1.25,1.07
1.10,1.07,1.14,1.07
1.07,1.10,1.10,1.04
1.11,1.12,1.13,1.05
1.16,1.11,1.16,1.08
1.09,1.11,1.12,1.08
1.11,1.15,1.19,1.11
1.17,1.19,1.20,1.13
1.17,1.20,1.22,1.11
1.20,1.24,1.26,1.18
1.26,1.18,1.26,1.14
1.22,1.24,1.25,1.10
1.25,1.27,1.27,1.20
1.23,1.19,1.24,1.17
1.17,1.23,1.24,1.15
1.19,1.27,1.27,1.16
1.25,1.21,1.25,1.20
1.20,1.26,1.26,1.18
1.27,1.26,1.27,1.21
1.24,1.26,1.27,1.21
1.26,1.30,1.31,1.22
1.36,1.26,1.57,1.24
1.23,1.35,1.35,1.20
1.34,1.35,1.38,1.31
1.35,1.40,1.40,1.33
1.36,1.39,1.40,1.34
1.37,1.37,1.40,1.36
1.35,1.34,1.37,1.30
1.32,1.36,1.39,1.32
1.34,1.38,1.38,1.34
1.38,1.42,1.45,1.35
1.43,1.42,1.50,1.42
1.44,1.39,1.44,1.38
1.39,1.43,1.45,1.37
1.36,1.44,1.44,1.36
1.46,1.40,1.46,1.37
1.40,1.40,1.41,1.38
1.40,1.36,1.43,1.34
1.38,1.39,1.40,1.37
1.38,1.40,1.40,1.30
1.41,1.37,1.41,1.29
1.37,1.40,1.43,1.30
1.40,1.42,1.43,1.35
1.42,1.42,1.44,1.35
1.38,1.38,1.41,1.33
1.35,1.39,1.39,1.35
1.37,1.41,1.41,1.36
1.39,1.45,1.45,1.33
1.46,1.46,1.51,1.40
1.42,1.50,1.51,1.33
1.47,1.46,1.50,1.43
1.43,1.43,1.47,1.41
1.46,1.40,1.46,1.40
1.36,1.38,1.40,1.36
1.37,1.33,1.40,1.27
1.33,1.34,1.34,1.19
1.32,1.35,1.36,1.32
1.32,1.32,1.35,1.29
1.30,1.34,1.34,1.28
1.35,1.35,1.39,1.30
1.35,1.40,1.40,1.33
1.41,1.39,1.41,1.38
1.40,1.38,1.43,1.38
1.41,1.43,1.43,1.38
1.43,1.45,1.47,1.40
1.45,1.41,1.50,1.40
1.40,1.42,1.43,1.40
1.41,1.40,1.43,1.40
1.42,1.38,1.42,1.38
1.42,1.37,1.42,1.37
1.37,1.35,1.40,1.35
1.40,1.44,1.50,1.35
1.42,1.47,1.50,1.39
1.46,1.46,1.55,1.41
1.50,1.54,1.54,1.41
1.56,1.52,1.57,1.44
1.52,1.50,1.56,1.48
1.50,1.51,1.53,1.48
1.49,1.52,1.55,1.49
1.51,1.52,1.54,1.47
1.50,1.52,1.55,1.49
1.50,1.52,1.53,1.45
1.54,1.53,1.57,1.51
1.52,1.48,1.57,1.48
1.46,1.43,1.60,1.41
1.44,1.48,1.50,1.44
1.50,1.45,1.50,1.45
1.45,1.44,1.48,1.44
1.47,1.45,1.50,1.44
1.44,1.45,1.46,1.40
1.49,1.43,1.49,1.41
1.40,1.45,1.45,1.40
1.45,1.50,1.50,1.43
1.47,1.50,1.50,1.43
1.51,1.46,1.56,1.43
1.53,1.40,1.53,1.32
1.43,1.44,1.47,1.37
1.47,1.40,1.47,1.37
1.37,1.37,1.41,1.30
1.32,1.42,1.44,1.30
1.45,1.45,1.45,1.40
1.41,1.45,1.45,1.37
1.41,1.47,1.47,1.34
1.45,1.50,1.50,1.42
1.50,1.50,1.50,1.47
1.47,1.47,1.50,1.47
1.47,1.48,1.52,1.47
1.50,1.50,1.55,1.48
1.52,1.48,1.52,1.45
1.48,1.48,1.50,1.44
1.50,1.31,1.50,1.31
1.29,1.30,1.37,1.26
1.25,1.25,1.29,1.24
1.29,1.24,1.35,1.24
1.23,1.26,1.27,1.22
1.24,1.25,1.26,1.22
1.25,1.21,1.26,1.19
1.17,1.22,1.26,1.14
1.20,1.19,1.22,1.13
1.20,1.17,1.21,1.09
1.16,1.14,1.16,1.10
1.14,1.09,1.14,1.06
1.09,1.20,1.20,1.08
1.20,1.18,1.20,1.12
1.17,1.09,1.17,1.09
1.10,1.10,1.11,1.09
1.12,1.06,1.15,1.02
1.05,1.01,1.06,1.00
1.01,0.94,1.05,0.93
0.93,1.04,1.07,0.90
1.01,0.97,1.01,0.96
0.97,0.95,1.00,0.95
0.98,0.98,1.00,0.97
0.92,0.95,0.98,0.92
0.92,0.95,0.99,0.92
0.95,0.93,0.99,0.93
0.96,0.96,1.03,0.94
0.99,0.96,0.99,0.95
0.98,0.95,0.98,0.93
0.98,0.96,0.98,0.95
0.93,0.92,0.97,0.92
0.93,0.92,0.94,0.92
0.91,0.91,0.95,0.90
0.91,0.88,0.91,0.87
0.88,0.89,0.90,0.88
0.89,0.88,0.91,0.88
0.89,0.88,0.89,0.88
0.88,0.87,0.91,0.87
0.86,0.86,0.86,0.83
0.85,0.83,0.85,0.83
0.83,0.82,0.85,0.82
0.83,0.80,0.85,0.77
0.81,0.91,1.05,0.81
0.92,0.88,0.96,0.88
0.88,0.83,0.88,0.83
0.85,0.84,0.85,0.83
0.85,0.80,0.85,0.80
0.80,0.79,0.84,0.79
0.83,0.80,0.85,0.80
0.80,0.84,0.84,0.78
0.81,0.79,0.82,0.78
0.79,0.78,0.81,0.78
0.79,0.76,0.81,0.76
0.80,0.80,0.81,0.77
0.80,0.78,0.80,0.77
0.77,0.78,0.78,0.75
0.78,0.79,0.79,0.75
0.75,0.80,0.80,0.74
0.77,0.76,0.80,0.75
