INVE,Identiv,NASDAQ
2.86,3.11,3.18,2.82
3.23,3.37,3.63,3.23
3.50,3.96,4.26,3.39
3.90,3.90,4.05,3.36
3.87,3.90,3.95,3.71
3.90,3.99,3.99,3.79
3.95,4.23,4.23,3.91
4.27,4.08,4.58,4.02
4.10,4.16,4.32,4.02
4.26,4.02,4.26,3.81
4.05,4.09,4.16,3.67
4.00,3.92,4.13,3.88
3.89,3.57,3.90,3.57
3.58,3.27,3.70,3.27
3.30,3.18,3.44,3.17
3.17,3.50,3.69,3.15
3.45,3.94,4.11,3.45
3.99,3.85,4.17,3.80
3.85,3.85,4.00,3.59
3.83,3.83,3.95,3.83
3.87,3.84,3.94,3.79
3.88,3.85,3.95,3.80
3.90,3.70,3.90,3.59
3.74,3.70,3.84,3.62
