VBR,Vanguard Small-Cap Value ETF - DNQ,NASDAQ
118.40,118.42,118.98,118.15
119.29,120.00,120.02,119.24
120.13,121.24,121.27,119.76
121.32,122.62,122.72,121.16
123.04,124.06,124.28,122.55
124.40,124.17,124.41,123.75
124.20,123.04,124.50,122.82
123.60,123.16,123.89,122.47
122.90,121.50,123.30,121.28
121.58,122.17,122.87,121.14
122.42,122.14,123.30,121.92
122.22,122.87,122.92,122.17
123.28,123.92,124.03,123.20
123.80,123.38,124.03,123.38
122.61,121.73,122.61,121.38
121.80,122.18,122.18,121.67
122.32,122.63,122.88,122.26
122.87,121.28,122.87,121.03
121.57,121.47,122.00,120.93
121.71,121.00,121.71,120.69
122.36,121.89,122.75,121.03
122.28,123.80,123.91,122.28
123.58,122.60,123.71,122.07
122.88,122.34,122.99,122.18
122.07,121.11,122.32,121.09
121.42,122.09,122.37,121.25
122.30,122.63,122.75,121.76
122.56,121.66,122.60,120.43
121.94,122.31,122.83,121.94
