VBR,Vanguard Small-Cap Value ETF - DNQ,NASDAQ
82.11,81.40,82.26,81.01
81.91,80.98,81.95,80.77
81.08,79.86,81.17,79.67
79.85,80.45,80.45,79.71
79.37,80.29,80.30,79.24
80.41,81.02,81.10,80.08
81.25,80.96,81.35,80.78
81.18,82.07,82.19,81.13
82.06,82.27,82.57,81.96
81.96,81.83,82.16,81.47
81.38,79.02,81.41,78.82
79.64,80.23,80.29,79.36
79.50,78.93,79.80,78.36
79.04,78.56,79.18,78.22
78.93,79.40,79.43,78.30
79.44,79.58,79.83,78.39
80.18,80.63,80.64,79.78
80.69,81.24,81.27,80.53
81.42,81.60,81.96,81.30
81.26,81.14,81.51,80.84
81.48,81.75,81.89,81.30
81.74,82.22,82.22,81.38
82.00,80.70,82.12,80.66
81.02,81.62,81.72,80.92
82.62,82.76,83.22,82.15
82.78,83.28,83.40,82.78
83.43,84.12,84.12,83.30
83.94,84.34,84.36,83.84
84.31,83.96,84.45,83.88
84.10,84.52,84.54,83.96
84.43,84.35,84.57,84.06
84.49,85.36,85.36,84.49
85.20,85.79,85.96,85.05
85.65,85.33,85.98,85.20
85.64,86.30,86.33,85.64
86.13,86.46,86.82,86.09
86.58,86.52,86.79,86.28
86.66,85.17,87.27,84.77
84.14,85.05,85.21,83.51
84.82,84.86,84.95,84.14
86.10,85.64,86.49,85.17
85.13,84.91,85.34,84.17
85.19,85.52,85.74,84.99
85.04,84.78,85.84,84.78
85.01,84.90,85.22,83.89
84.99,84.31,85.32,83.69
84.14,83.11,84.14,83.00
83.07,83.89,83.89,82.70
84.42,84.69,84.80,83.89
85.03,84.85,85.17,84.35
84.10,83.94,84.56,83.45
84.50,83.12,84.61,82.95
83.17,84.72,84.89,82.93
84.68,84.14,85.00,83.89
84.77,84.53,84.99,84.17
84.63,85.41,85.58,84.59
