MSTX,Mast Therapeutics,NASDAQ
1.06,1.00,1.06,0.98
1.02,1.02,1.03,1.01
1.04,1.01,1.04,1.01
1.03,1.06,1.07,1.02
1.04,1.14,1.15,1.03
1.12,1.07,1.14,1.06
1.15,1.09,1.16,1.07
1.13,1.12,1.14,1.09
1.09,1.13,1.14,1.08
1.11,1.11,1.14,1.09
1.08,1.05,1.08,1.03
1.06,1.08,1.11,1.05
1.06,1.06,1.10,1.04
1.03,1.04,1.06,1.02
1.05,1.03,1.05,1.02
1.04,0.97,1.04,0.96
0.96,0.98,1.00,0.94
0.98,0.93,0.98,0.88
0.73,0.70,0.77,0.69
0.69,0.65,0.70,0.65
0.66,0.65,0.68,0.64
0.66,0.62,0.66,0.61
0.62,0.62,0.65,0.61
0.63,0.62,0.64,0.62
0.62,0.62,0.63,0.61
0.65,0.62,0.65,0.62
0.59,0.60,0.65,0.56
0.60,0.59,0.62,0.58
0.59,0.60,0.61,0.59
0.61,0.59,0.61,0.58
0.60,0.62,0.63,0.58
0.63,0.62,0.64,0.61
0.63,0.62,0.65,0.61
0.65,0.62,0.65,0.62
0.63,0.62,0.63,0.61
0.63,0.62,0.63,0.61
0.61,0.60,0.62,0.60
0.60,0.60,0.63,0.60
0.60,0.60,0.61,0.60
0.60,0.60,0.62,0.59
0.59,0.59,0.62,0.59
0.64,0.63,0.67,0.60
0.63,0.62,0.63,0.59
0.62,0.59,0.62,0.59
0.61,0.59,0.61,0.58
0.56,0.61,0.61,0.56
0.59,0.59,0.61,0.59
0.59,0.61,0.61,0.59
0.60,0.57,0.61,0.57
0.59,0.57,0.59,0.56
0.56,0.57,0.59,0.56
0.57,0.59,0.59,0.57
0.60,0.61,0.62,0.58
0.62,0.61,0.63,0.60
0.63,0.63,0.64,0.61
0.65,0.63,0.65,0.62
0.63,0.64,0.65,0.62
0.64,0.63,0.66,0.62
0.63,0.60,0.64,0.60
0.62,0.61,0.62,0.60
0.62,0.61,0.63,0.61
0.60,0.59,0.61,0.58
0.59,0.59,0.61,0.58
0.60,0.58,0.60,0.58
0.58,0.58,0.59,0.58
0.58,0.59,0.61,0.58
0.59,0.60,0.60,0.59
0.60,0.62,0.63,0.59
0.65,0.62,0.65,0.61
0.63,0.69,0.71,0.62
0.69,0.65,0.70,0.62
0.67,0.69,0.70,0.65
0.70,0.71,0.73,0.66
0.69,0.67,0.71,0.66
0.68,0.67,0.69,0.66
0.67,0.70,0.71,0.66
0.72,0.72,0.75,0.70
0.74,0.72,0.75,0.71
0.73,0.72,0.73,0.72
0.73,0.72,0.73,0.68
0.72,0.71,0.73,0.69
0.73,0.72,0.73,0.69
0.73,0.71,0.73,0.70
0.71,0.72,0.73,0.70
0.72,0.72,0.72,0.70
0.72,0.71,0.72,0.68
0.70,0.69,0.70,0.67
0.70,0.72,0.73,0.68
0.72,0.67,0.72,0.65
0.66,0.66,0.70,0.65
0.65,0.66,0.67,0.64
0.64,0.66,0.67,0.64
0.65,0.64,0.66,0.62
0.61,0.63,0.64,0.61
0.64,0.63,0.64,0.62
0.63,0.61,0.63,0.61
0.62,0.63,0.64,0.62
0.64,0.68,0.69,0.64
0.65,0.60,0.67,0.57
0.60,0.58,0.60,0.56
0.59,0.58,0.59,0.56
0.63,0.59,0.63,0.58
0.60,0.59,0.60,0.58
0.57,0.64,0.69,0.57
0.64,0.62,0.65,0.61
0.62,0.62,0.63,0.61
0.63,0.68,0.71,0.62
0.69,0.71,0.72,0.67
0.73,0.69,0.73,0.68
0.70,0.69,0.71,0.68
0.70,0.67,0.70,0.66
0.68,0.68,0.69,0.67
0.68,0.69,0.69,0.68
0.69,0.69,0.70,0.68
0.68,0.70,0.70,0.68
0.65,0.68,0.68,0.65
0.68,0.67,0.69,0.66
0.67,0.65,0.68,0.65
0.66,0.64,0.67,0.63
0.61,0.61,0.63,0.60
0.61,0.62,0.63,0.61
0.61,0.63,0.65,0.61
0.65,0.64,0.65,0.62
0.64,0.61,0.65,0.60
0.60,0.61,0.62,0.60
0.60,0.60,0.61,0.59
0.60,0.60,0.62,0.59
0.59,0.61,0.62,0.59
0.60,0.59,0.61,0.59
0.59,0.60,0.60,0.58
0.60,0.59,0.60,0.58
0.59,0.58,0.60,0.57
0.60,0.58,0.60,0.57
0.58,0.59,0.60,0.58
0.60,0.60,0.61,0.58
0.63,0.59,0.63,0.58
0.60,0.58,0.60,0.58
0.58,0.59,0.60,0.57
0.58,0.59,0.60,0.58
0.63,0.59,0.63,0.58
0.59,0.55,0.60,0.54
0.55,0.57,0.57,0.55
0.56,0.54,0.56,0.52
0.54,0.54,0.55,0.53
0.54,0.54,0.54,0.53
0.53,0.53,0.54,0.53
0.53,0.53,0.54,0.52
0.52,0.54,0.56,0.52
0.53,0.53,0.54,0.52
0.54,0.55,0.55,0.52
0.55,0.54,0.55,0.53
0.54,0.54,0.55,0.53
0.53,0.54,0.55,0.53
0.52,0.54,0.56,0.52
0.54,0.53,0.55,0.52
0.55,0.53,0.55,0.53
0.53,0.52,0.54,0.52
0.52,0.52,0.53,0.50
0.53,0.50,0.53,0.50
0.50,0.50,0.51,0.49
0.50,0.49,0.50,0.48
0.49,0.49,0.50,0.45
0.47,0.50,0.50,0.47
0.49,0.51,0.53,0.49
0.50,0.51,0.51,0.49
0.53,0.46,0.53,0.46
0.48,0.48,0.52,0.48
0.48,0.51,0.53,0.48
0.52,0.50,0.52,0.49
0.50,0.50,0.52,0.49
0.48,0.49,0.50,0.48
0.50,0.45,0.52,0.45
0.47,0.47,0.49,0.46
0.47,0.49,0.50,0.47
0.48,0.49,0.52,0.48
0.50,0.50,0.51,0.49
0.51,0.51,0.52,0.50
0.51,0.49,0.52,0.49
0.50,0.50,0.52,0.50
0.52,0.52,0.52,0.49
0.50,0.61,0.61,0.50
0.60,0.58,0.60,0.58
0.58,0.59,0.60,0.57
0.57,0.57,0.59,0.57
0.59,0.61,0.64,0.57
0.64,0.59,0.64,0.57
0.59,0.61,0.63,0.58
0.61,0.68,0.78,0.60
0.70,0.81,0.85,0.68
0.83,0.73,0.92,0.72
0.72,0.74,0.76,0.68
0.73,0.75,0.82,0.73
0.76,0.73,0.80,0.68
0.71,0.70,0.75,0.68
0.72,0.65,0.72,0.63
0.64,0.66,0.69,0.62
0.69,0.64,0.69,0.62
0.64,0.64,0.68,0.63
0.64,0.63,0.65,0.60
0.62,0.61,0.63,0.61
0.61,0.60,0.63,0.57
0.69,0.62,0.69,0.59
0.61,0.64,0.64,0.60
0.64,0.61,0.64,0.60
0.61,0.62,0.63,0.60
0.60,0.61,0.63,0.60
0.61,0.61,0.63,0.61
0.62,0.65,0.67,0.62
0.65,0.63,0.65,0.62
0.65,0.65,0.68,0.63
0.68,0.71,0.76,0.66
0.72,0.76,0.76,0.70
0.78,0.73,0.79,0.71
0.75,0.69,0.75,0.68
0.70,0.74,0.74,0.69
0.75,0.72,0.75,0.70
0.71,0.69,0.73,0.69
0.69,0.70,0.72,0.69
0.75,0.69,0.75,0.69
0.72,0.69,0.72,0.69
0.69,0.69,0.72,0.69
0.79,0.69,0.79,0.69
0.70,0.69,0.73,0.68
0.71,0.69,0.74,0.69
0.72,0.73,0.74,0.70
0.73,0.71,0.74,0.70
0.71,0.67,0.72,0.66
0.67,0.70,0.71,0.67
0.70,0.69,0.70,0.66
0.68,0.68,0.69,0.67
0.69,0.72,0.72,0.67
0.71,0.82,0.82,0.69
0.79,0.79,0.86,0.73
0.72,0.74,0.79,0.72
0.72,0.78,0.79,0.72
0.78,0.79,0.85,0.74
0.82,0.83,0.87,0.79
0.82,0.79,0.83,0.76
0.78,0.76,0.80,0.75
0.79,0.72,0.79,0.72
0.77,0.74,0.77,0.72
0.79,0.75,0.79,0.74
0.76,0.78,0.79,0.74
0.80,0.76,0.80,0.74
0.76,0.72,0.76,0.72
0.72,0.73,0.75,0.71
0.73,0.72,0.75,0.72
0.75,0.71,0.76,0.71
0.72,0.75,0.76,0.71
0.76,0.72,0.77,0.72
0.75,0.73,0.75,0.71
0.72,0.74,0.75,0.71
0.74,0.72,0.76,0.72
0.74,0.72,0.75,0.71
0.74,0.72,0.80,0.72
0.77,0.74,0.79,0.73
0.73,0.67,0.77,0.56
0.67,0.68,0.73,0.65
0.66,0.69,0.70,0.65
0.67,0.65,0.70,0.64
0.67,0.63,0.68,0.61
0.66,0.59,0.66,0.58
0.59,0.62,0.62,0.59
0.60,0.61,0.62,0.60
0.65,0.64,0.68,0.62
0.65,0.62,0.67,0.62
0.66,0.62,0.67,0.62
0.62,0.63,0.64,0.61
0.62,0.62,0.64,0.61
0.61,0.62,0.65,0.60
0.63,0.59,0.65,0.58
0.60,0.59,0.62,0.59
0.60,0.61,0.63,0.60
0.64,0.60,0.64,0.59
0.59,0.65,0.65,0.58
0.66,0.61,0.66,0.60
0.61,0.61,0.65,0.60
0.61,0.63,0.63,0.60
0.65,0.62,0.65,0.60
0.62,0.65,0.65,0.62
0.65,0.62,0.66,0.62
0.62,0.62,0.65,0.60
0.63,0.61,0.64,0.61
0.60,0.63,0.64,0.60
0.64,0.62,0.64,0.62
0.62,0.62,0.63,0.62
0.62,0.61,0.63,0.61
0.62,0.59,0.62,0.59
0.59,0.60,0.62,0.58
0.60,0.58,0.62,0.58
0.59,0.61,0.61,0.59
0.61,0.61,0.61,0.58
0.59,0.57,0.61,0.56
0.57,0.59,0.60,0.57
0.62,0.57,0.64,0.57
0.60,0.57,0.60,0.56
0.59,0.58,0.59,0.55
0.58,0.57,0.59,0.55
0.56,0.56,0.56,0.54
0.55,0.58,0.59,0.54
0.55,0.57,0.58,0.55
0.57,0.57,0.59,0.56
0.59,0.59,0.60,0.57
0.59,0.64,0.64,0.58
0.64,0.65,0.67,0.62
0.65,0.63,0.65,0.60
0.63,0.61,0.64,0.59
0.60,0.63,0.64,0.59
0.63,0.59,0.63,0.58
0.62,0.60,0.62,0.58
0.58,0.58,0.60,0.56
0.58,0.58,0.59,0.57
0.57,0.57,0.59,0.57
0.57,0.57,0.59,0.57
0.56,0.58,0.58,0.56
0.57,0.58,0.58,0.56
0.58,0.58,0.59,0.56
0.60,0.57,0.60,0.57
0.57,0.57,0.59,0.57
0.57,0.57,0.59,0.57
0.58,0.59,0.63,0.58
0.64,0.72,0.75,0.62
0.74,0.73,0.82,0.72
0.74,0.74,0.75,0.69
0.75,0.76,0.77,0.72
0.78,0.78,0.79,0.76
0.78,0.77,0.79,0.75
0.78,0.75,0.78,0.73
0.74,0.74,0.76,0.71
0.71,0.73,0.74,0.70
0.70,0.74,0.75,0.70
0.75,0.71,0.75,0.71
0.70,0.69,0.72,0.69
0.69,0.73,0.74,0.67
0.73,0.71,0.73,0.69
0.71,0.69,0.72,0.68
0.70,0.68,0.70,0.68
0.69,0.66,0.69,0.66
0.70,0.66,0.70,0.66
0.68,0.70,0.72,0.66
0.73,0.75,0.79,0.72
0.74,0.77,0.80,0.73
0.78,0.79,0.81,0.74
0.75,0.74,0.78,0.71
0.76,0.73,0.77,0.71
0.73,0.75,0.75,0.71
0.75,0.74,0.75,0.72
0.72,0.73,0.76,0.72
0.76,0.76,0.78,0.71
0.73,0.74,0.75,0.71
0.72,0.72,0.73,0.69
0.72,0.72,0.73,0.69
0.73,0.71,0.73,0.69
0.68,0.69,0.70,0.66
0.69,0.68,0.70,0.64
0.67,0.68,0.69,0.65
0.67,0.68,0.69,0.66
0.66,0.70,0.70,0.66
0.75,0.74,0.76,0.70
0.75,0.73,0.75,0.71
0.70,0.71,0.72,0.70
0.71,0.68,0.71,0.67
0.68,0.67,0.69,0.67
0.69,0.66,0.69,0.66
0.66,0.69,0.72,0.66
0.67,0.65,0.70,0.65
0.65,0.65,0.68,0.64
0.65,0.65,0.65,0.64
0.64,0.67,0.68,0.64
0.68,0.68,0.68,0.65
0.66,0.67,0.68,0.66
0.65,0.67,0.68,0.64
0.67,0.66,0.67,0.64
0.66,0.66,0.67,0.64
0.66,0.67,0.67,0.64
0.66,0.66,0.67,0.64
0.64,0.66,0.67,0.64
0.67,0.65,0.67,0.65
0.66,0.68,0.68,0.64
0.67,0.69,0.70,0.66
0.70,0.71,0.72,0.69
0.71,0.69,0.71,0.67
0.68,0.68,0.70,0.67
0.67,0.69,0.71,0.66
0.71,0.68,0.71,0.67
0.71,0.68,0.71,0.66
0.70,0.67,0.70,0.67
0.76,0.68,0.76,0.67
0.67,0.65,0.68,0.64
0.64,0.66,0.67,0.64
0.65,0.68,0.68,0.65
0.68,0.67,0.68,0.66
0.65,0.67,0.67,0.64
0.65,0.65,0.66,0.65
0.66,0.68,0.70,0.65
0.70,0.66,0.70,0.66
0.69,0.66,0.69,0.65
0.65,0.66,0.68,0.65
0.67,0.65,0.67,0.65
0.65,0.66,0.68,0.63
0.65,0.69,0.69,0.65
0.67,0.73,0.74,0.66
0.72,0.72,0.73,0.66
0.72,0.72,0.74,0.70
0.70,0.71,0.72,0.68
0.72,0.71,0.72,0.69
0.70,0.70,0.72,0.68
0.69,0.70,0.70,0.69
0.69,0.68,0.70,0.66
0.70,0.69,0.70,0.65
0.67,0.67,0.69,0.66
0.66,0.66,0.67,0.65
0.66,0.66,0.66,0.65
0.64,0.62,0.66,0.61
0.61,0.63,0.63,0.61
0.43,0.44,0.46,0.41
0.44,0.44,0.45,0.43
0.46,0.44,0.47,0.44
0.46,0.45,0.46,0.45
0.46,0.45,0.46,0.44
