ZIONW,Zions Bancorporation - Warrants 05/21/2020,NASDAQ
6.02,6.02,6.02,6.02
6.04,6.06,6.06,6.04
5.78,6.04,6.04,5.78
5.82,6.05,6.05,5.82
6.15,6.30,6.30,6.15
5.95,6.18,6.18,5.85
5.97,6.10,6.15,5.96
6.28,6.47,6.47,6.28
6.32,6.45,6.48,6.32
6.46,6.65,6.65,6.46
6.43,6.35,6.43,6.35
6.35,6.35,6.35,6.35
6.07,6.10,6.10,6.07
6.14,6.39,6.39,6.14
6.39,6.39,6.39,6.39
6.70,6.99,6.99,6.61
6.85,6.95,6.95,6.85
7.17,7.17,7.17,7.17
7.17,7.17,7.17,7.17
6.86,7.04,7.04,6.85
7.13,7.15,7.25,7.13
7.15,7.15,7.15,7.15
6.85,6.79,6.92,6.77
6.95,7.06,7.06,6.95
7.00,6.83,7.10,6.78
6.43,6.35,6.57,6.35
6.30,6.38,6.40,6.30
6.02,6.14,6.14,6.00
5.91,6.12,6.12,5.80
6.40,6.33,6.40,6.33
6.47,6.59,6.59,6.47
6.59,6.59,6.59,6.59
6.47,6.47,6.47,6.47
6.47,6.47,6.47,6.47
6.08,5.89,6.08,5.81
5.96,5.98,5.98,5.96
5.83,5.90,5.91,5.83
5.83,5.81,5.83,5.67
5.76,5.30,5.76,5.30
5.25,5.32,5.32,5.13
5.29,4.72,5.29,4.70
4.72,4.44,4.72,4.25
4.35,3.65,4.35,3.51
3.98,4.00,4.02,3.78
3.90,3.10,3.90,3.10
3.42,3.55,3.55,3.20
3.57,3.33,3.57,3.20
3.47,3.59,3.59,3.44
3.42,3.41,3.43,3.32
3.48,3.48,3.48,3.48
3.30,2.85,3.31,2.70
2.79,2.80,3.00,2.76
2.95,2.90,2.95,2.88
2.74,3.00,3.00,2.74
2.98,3.10,3.10,2.96
3.22,3.10,3.25,3.10
2.90,3.00,3.15,2.90
3.13,3.35,3.35,3.13
3.30,3.35,3.36,3.30
3.40,3.55,3.58,3.35
3.53,3.42,3.53,3.05
3.15,3.16,3.16,3.15
3.00,3.00,3.00,3.00
3.24,3.40,3.41,3.22
3.33,3.33,3.33,3.33
3.20,3.20,3.20,3.20
3.38,3.25,3.39,3.10
3.41,3.45,3.45,3.41
3.46,3.46,3.46,3.46
3.49,3.55,3.55,3.30
3.30,3.59,3.59,3.30
3.25,3.25,3.25,3.25
3.34,3.34,3.34,3.34
3.15,2.90,3.15,2.90
2.80,2.45,2.80,2.35
2.90,2.51,2.90,2.51
3.06,3.00,3.07,3.00
3.43,2.95,3.43,2.95
2.75,2.70,2.75,2.70
2.78,2.63,2.84,2.61
2.53,2.40,2.55,2.40
2.35,2.39,2.52,2.28
2.25,2.65,2.65,2.25
2.65,2.75,2.77,2.60
2.73,3.17,3.25,2.73
2.75,2.94,3.06,2.75
3.10,3.10,3.10,2.95
3.04,3.34,3.34,3.04
3.35,3.75,3.85,3.34
3.44,3.61,3.61,3.44
3.54,3.50,3.54,3.50
3.26,3.25,3.26,3.25
3.47,3.47,3.47,3.47
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.51,3.55,3.55,3.51
3.55,4.06,4.06,3.55
3.93,3.50,3.93,3.42
3.02,3.57,3.57,3.02
4.15,4.12,4.15,3.75
4.00,4.04,4.04,3.80
3.83,3.80,3.83,3.80
2.99,3.54,3.55,2.99
3.50,3.53,3.71,3.49
3.45,3.67,3.67,3.45
3.67,3.67,3.67,3.67
3.67,3.67,3.67,3.67
3.67,3.75,3.75,3.50
3.45,3.45,3.45,3.45
3.35,3.30,3.35,3.30
3.49,3.50,3.50,3.49
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.58,3.58,3.50
3.42,3.42,3.42,3.42
3.42,3.42,3.42,3.42
3.10,3.10,3.10,3.10
2.95,2.79,2.99,2.77
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.49,2.52,2.97,2.46
2.63,2.64,2.64,2.63
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.05,3.30,3.30,3.05
3.50,3.50,3.50,3.30
3.50,3.50,3.50,3.50
3.10,2.94,3.22,2.88
3.23,2.70,3.23,2.68
2.56,3.00,3.03,2.53
2.70,2.65,2.87,2.52
2.68,2.60,2.68,2.60
2.62,2.64,2.68,2.50
2.69,2.55,2.69,2.41
2.54,2.75,2.87,2.46
2.60,2.44,2.60,2.44
2.70,2.70,2.77,2.47
2.74,2.70,2.76,2.70
2.68,2.97,2.97,2.68
3.00,2.96,3.15,2.95
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.31,3.35,3.39,3.31
3.15,3.00,3.28,2.86
3.00,3.07,3.20,3.00
3.05,3.35,3.35,3.05
3.48,3.60,3.60,3.48
3.40,3.60,3.60,3.40
3.68,3.78,3.78,3.68
3.76,3.89,3.97,3.76
3.95,4.05,4.05,3.95
3.99,4.08,4.14,3.83
4.00,4.00,4.00,4.00
3.87,3.93,4.05,3.80
4.03,4.05,4.05,4.03
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.95,3.90,4.00,3.90
3.40,3.30,3.40,3.15
3.58,3.58,3.58,3.58
3.21,3.00,3.21,2.87
2.99,3.10,3.10,2.82
2.94,3.06,3.06,2.94
2.83,3.06,3.06,2.83
3.06,3.31,3.42,3.01
3.26,3.27,3.27,3.13
3.40,3.49,3.55,3.35
3.48,3.64,3.64,3.48
3.55,3.74,3.74,3.55
3.65,3.80,3.80,3.65
3.85,3.75,3.85,3.75
3.75,3.75,3.75,3.75
3.60,3.77,3.77,3.60
3.77,3.77,3.77,3.77
3.70,3.79,3.79,3.70
3.75,3.90,3.95,3.70
3.95,4.20,4.26,3.95
4.20,4.20,4.20,4.03
3.80,3.90,3.90,3.80
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
4.07,4.04,4.07,4.04
3.72,4.18,4.18,3.72
4.20,4.20,4.20,4.20
3.99,4.19,4.19,3.99
4.00,4.00,4.00,4.00
3.99,3.80,4.00,3.70
3.52,3.40,3.69,3.36
3.60,3.84,3.84,3.60
3.84,3.95,3.95,3.84
4.04,4.04,4.04,4.04
4.04,4.04,4.04,4.04
4.12,4.10,4.17,4.04
4.50,5.10,5.10,4.33
5.24,5.30,5.49,5.12
5.53,5.30,5.53,5.17
6.00,5.35,6.00,5.35
5.00,5.10,5.22,4.90
5.19,5.20,5.20,5.16
4.75,4.89,4.89,4.75
4.80,5.00,5.00,4.80
5.23,5.23,5.23,5.23
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
4.75,4.99,4.99,4.75
5.00,4.95,5.00,4.80
5.21,5.00,5.21,5.00
4.91,4.90,4.92,4.90
4.88,4.89,4.89,4.88
4.89,4.89,4.89,4.89
4.50,4.65,4.65,4.50
4.65,4.65,4.65,4.65
4.40,4.68,4.68,4.40
4.72,4.75,4.75,4.72
4.75,4.75,4.75,4.75
4.40,4.44,4.64,4.30
4.40,4.78,4.94,4.40
4.78,4.78,4.78,4.78
4.53,4.72,4.72,4.50
4.69,4.49,4.79,4.40
4.90,4.90,4.90,4.90
4.52,4.18,4.52,4.16
4.18,4.18,4.18,4.18
4.92,4.92,4.92,4.92
4.92,4.92,4.92,4.92
4.20,4.15,4.30,4.11
4.40,4.40,4.40,4.30
4.15,4.31,4.31,4.03
3.92,3.90,3.94,3.81
3.90,3.90,3.90,3.90
3.79,4.04,4.18,3.79
4.04,4.04,4.04,4.04
3.59,3.75,3.75,3.59
3.90,3.72,3.90,3.72
3.80,3.90,3.90,3.80
3.82,3.75,3.82,3.75
3.60,3.50,3.62,3.50
3.35,3.46,3.50,3.26
3.15,3.05,3.39,2.95
3.17,3.17,3.17,3.17
3.10,3.10,3.10,3.10
3.29,3.08,3.29,2.95
3.01,3.18,3.18,3.01
3.12,3.08,3.12,2.90
3.02,3.18,3.18,2.90
3.18,3.18,3.18,3.18
2.90,3.01,3.10,2.82
3.25,3.25,3.25,3.25
2.87,2.96,2.96,2.67
2.70,2.62,2.72,2.62
2.77,2.77,2.77,2.77
2.82,2.90,2.91,2.80
3.05,3.05,3.05,3.05
2.86,2.86,2.86,2.86
2.84,2.65,2.85,2.65
2.67,2.76,2.76,2.67
2.75,2.60,2.75,2.60
2.63,2.98,2.98,2.63
2.98,3.00,3.05,2.98
3.08,3.08,3.08,3.08
3.16,3.37,3.40,3.05
3.12,3.39,3.40,3.12
3.17,3.17,3.17,3.17
2.96,3.15,3.19,2.90
2.72,2.65,2.95,2.61
2.75,2.77,2.77,2.74
2.87,2.97,2.97,2.70
2.63,2.78,2.78,2.60
2.74,2.95,3.20,2.74
2.89,3.00,3.00,2.89
3.29,2.98,3.29,2.83
2.90,2.97,2.97,2.90
2.85,2.86,2.86,2.85
2.83,2.75,2.84,2.65
2.94,2.59,2.94,2.54
2.58,2.78,2.78,2.40
2.52,2.60,2.62,2.49
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.86,2.95,2.97,2.86
2.95,2.95,2.95,2.95
2.85,2.91,3.01,2.70
2.91,2.91,2.91,2.91
2.47,2.70,2.70,2.47
2.49,2.42,2.51,2.35
2.49,2.48,2.49,2.48
2.41,2.40,2.54,2.40
2.58,2.65,2.65,2.58
2.65,2.65,2.65,2.65
2.60,2.55,2.60,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.73,2.80,2.94,2.73
2.88,2.87,2.88,2.87
2.91,2.90,2.91,2.90
2.97,2.72,2.97,2.72
2.89,2.87,2.89,2.87
2.66,2.80,2.82,2.66
2.80,2.80,2.80,2.80
2.86,2.90,2.90,2.85
3.02,3.02,3.02,3.02
3.02,3.02,3.02,3.02
3.00,3.18,3.19,3.00
3.12,3.12,3.14,3.12
3.12,3.12,3.12,2.98
3.11,3.11,3.11,3.11
3.11,3.11,3.11,3.11
3.11,3.11,3.11,3.11
2.91,3.01,3.01,2.90
3.00,3.00,3.00,2.99
3.05,3.05,3.05,3.05
3.05,3.05,3.05,3.05
3.00,3.06,3.06,3.00
2.95,3.06,3.06,2.69
3.07,3.10,3.10,2.86
3.10,3.25,3.30,3.10
3.25,3.45,3.45,3.15
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.63,3.58,3.63,3.58
3.65,3.84,3.86,3.54
4.06,3.80,4.07,3.80
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.76,3.85,3.90,3.75
3.85,3.85,3.85,3.85
3.61,3.75,3.75,3.61
3.70,3.73,3.73,3.70
3.48,3.48,3.48,3.48
3.45,3.47,3.47,3.45
3.65,3.60,3.65,3.52
3.60,3.60,3.60,3.60
3.70,3.60,3.70,3.60
3.55,3.55,3.55,3.55
3.75,3.74,3.75,3.74
3.88,3.96,3.96,3.80
3.99,3.91,4.25,3.91
3.91,3.91,3.91,3.91
4.37,3.90,4.37,3.90
3.90,3.90,3.90,3.90
4.10,4.10,4.10,3.93
4.00,3.90,4.05,3.90
3.90,3.90,3.90,3.90
4.24,3.82,4.24,3.80
3.98,3.88,3.98,3.88
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.46,3.71,3.71,3.43
3.71,3.71,3.71,3.71
3.71,3.71,3.71,3.71
4.13,4.13,4.13,4.13
3.60,3.55,3.62,3.55
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.75,3.87,3.88,3.75
3.32,3.32,3.45,3.31
3.48,3.20,3.48,3.20
3.12,3.04,3.16,3.04
3.04,3.04,3.04,3.04
3.01,2.99,3.20,2.91
2.90,2.69,2.96,2.69
2.69,2.69,2.69,2.69
2.63,2.63,2.63,2.62
2.75,2.70,2.75,2.70
2.70,2.70,2.75,2.70
2.70,2.67,2.73,2.67
2.98,2.98,2.98,2.98
2.84,2.76,2.90,2.65
2.70,2.55,2.70,2.55
2.75,2.71,2.75,2.71
2.70,2.53,2.73,2.50
2.53,2.49,2.56,2.41
2.46,2.50,2.55,2.40
2.50,2.35,2.50,2.35
2.44,2.45,2.50,2.44
2.45,2.45,2.45,2.45
2.45,2.54,2.54,2.45
2.50,2.72,2.72,2.50
2.76,2.76,2.76,2.76
2.80,2.85,2.89,2.80
2.85,2.85,2.85,2.85
2.63,2.61,2.84,2.60
2.85,2.81,2.89,2.71
2.86,3.01,3.15,2.79
3.02,3.03,3.04,3.02
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
2.91,3.07,3.08,2.80
2.81,3.03,3.03,2.80
3.03,3.03,3.03,3.03
2.87,2.85,3.05,2.82
3.03,2.97,3.03,2.97
3.10,3.12,3.12,3.09
3.10,3.21,3.25,3.10
3.21,3.21,3.21,3.21
3.21,3.21,3.21,3.21
3.20,3.21,3.22,3.17
3.21,3.21,3.21,3.21
3.21,3.21,3.21,3.21
4.21,3.21,4.21,3.21
3.21,3.21,3.21,3.21
3.20,3.20,3.20,3.20
3.27,3.26,3.30,3.26
3.26,3.26,3.26,3.26
3.26,3.43,3.43,3.26
3.43,3.43,3.43,3.43
3.45,3.42,3.45,3.42
3.45,3.81,3.81,3.45
3.81,3.81,3.81,3.81
3.60,3.60,3.60,3.60
3.60,3.89,3.89,3.59
3.83,3.85,3.85,3.83
3.85,4.10,4.15,3.85
4.10,4.10,4.10,4.05
4.10,4.29,4.29,4.10
4.00,4.28,4.28,3.96
3.85,3.85,3.97,3.82
3.88,3.90,3.91,3.85
3.95,3.95,3.95,3.95
4.24,4.24,4.24,4.09
4.30,4.46,4.50,4.28
4.30,4.42,4.42,4.28
4.42,4.42,4.42,4.42
4.42,4.42,4.42,4.42
4.30,4.25,4.30,4.25
4.25,4.25,4.25,4.25
4.00,4.07,4.07,4.00
4.16,4.07,4.16,4.03
3.90,4.14,4.14,3.90
4.14,4.14,4.14,4.14
4.14,4.14,4.14,4.14
4.23,4.19,4.23,4.16
4.19,4.19,4.19,4.19
4.25,4.40,4.50,4.25
4.59,4.59,4.59,4.59
4.68,4.68,4.68,4.68
4.75,4.75,4.75,4.75
4.91,4.91,4.91,4.91
4.91,4.91,4.91,4.91
4.91,4.91,4.91,4.91
4.52,4.86,4.86,4.52
4.86,4.86,4.86,4.86
4.28,4.73,4.73,4.28
5.05,4.63,5.05,4.40
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.68,4.68,4.68,4.68
4.68,4.68,4.68,4.68
4.51,4.50,4.51,4.49
4.50,4.50,4.50,4.50
5.00,4.95,5.00,4.95
4.44,4.66,4.66,4.40
4.42,4.30,4.42,4.30
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.07,3.90,4.07,3.90
3.90,4.16,4.16,3.83
3.90,3.93,4.21,3.88
4.35,4.25,4.35,4.25
4.55,4.55,4.55,4.55
4.42,4.44,4.44,4.42
4.00,3.85,4.02,3.85
3.80,3.88,3.88,3.80
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.74,3.75,3.75,3.74
3.70,3.62,3.70,3.62
3.94,3.98,3.98,3.94
3.98,3.98,3.98,3.98
4.25,4.25,4.25,4.25
4.01,4.00,4.01,3.77
3.98,3.87,4.03,3.85
4.02,4.10,4.10,4.01
4.27,4.03,4.27,4.03
4.13,4.13,4.13,4.13
4.62,4.62,4.62,4.62
4.16,4.57,4.68,4.16
4.68,4.69,4.69,4.68
4.65,4.68,4.68,4.65
4.68,4.68,4.68,4.68
4.70,4.70,4.70,4.70
4.62,4.82,4.82,4.57
4.86,4.87,4.87,4.86
4.87,4.90,5.05,4.87
4.91,4.69,4.91,4.59
4.68,4.95,5.02,4.67
5.00,5.10,5.10,4.99
5.10,5.05,5.12,5.05
5.15,4.90,5.15,4.90
5.00,4.79,5.00,4.70
4.79,4.79,4.79,4.79
5.00,5.25,5.25,4.99
5.25,5.23,5.26,5.15
5.26,5.42,5.42,5.26
5.42,5.42,5.42,5.42
5.24,5.00,5.24,5.00
4.90,4.80,4.90,4.80
4.75,4.72,4.75,4.72
4.72,4.75,4.75,4.72
4.99,4.99,4.99,4.99
5.23,5.23,5.23,5.23
5.45,5.25,5.45,5.25
5.25,4.94,5.25,4.94
4.94,4.94,4.94,4.94
4.96,4.89,4.96,4.89
4.89,4.89,4.89,4.89
4.89,4.89,4.89,4.89
