ZIONW,Zions Bancorporation - Warrants 05/21/2020,NASDAQ
8.56,9.14,9.29,8.56
9.60,9.39,9.60,9.37
9.40,10.44,10.45,9.40
10.48,10.72,10.72,10.08
10.97,11.28,11.74,10.66
11.24,11.39,11.49,11.06
11.66,10.95,11.70,10.95
11.05,10.92,11.05,10.44
10.28,11.00,11.34,10.21
11.44,11.45,12.18,11.31
11.39,11.09,11.39,11.01
11.05,11.28,11.38,10.83
11.60,12.25,12.42,11.60
11.81,11.90,12.05,11.78
11.85,12.18,12.22,11.75
12.05,12.30,12.30,12.00
12.30,12.18,12.30,12.17
12.18,11.80,12.18,11.80
11.33,11.57,11.57,11.21
11.66,11.75,11.87,11.66
11.79,11.49,12.65,11.25
11.77,12.15,12.30,11.72
12.20,11.71,12.20,11.55
11.92,11.85,11.92,11.85
11.45,11.52,11.62,11.43
11.69,12.07,12.09,11.69
11.78,12.18,12.18,11.78
11.99,11.82,12.00,11.40
12.24,12.50,12.73,12.24
