AET,Aetna Inc. Common Stock,NASDAQ
128.28,128.65,129.92,126.43
128.65,129.30,130.52,127.24
129.56,128.91,129.93,126.81
127.96,128.27,129.43,127.07
128.90,128.00,129.60,127.12
127.88,126.66,128.22,126.40
126.86,125.42,127.89,125.42
126.20,126.81,127.83,125.72
126.39,124.10,126.81,124.09
124.54,124.63,125.25,124.00
124.66,123.35,124.96,122.31
123.72,124.69,125.45,120.86
124.71,125.95,126.40,124.31
125.67,126.23,127.32,125.11
125.96,124.58,126.89,124.52
124.86,124.45,125.36,124.32
124.56,124.01,124.74,123.17
124.85,122.84,124.88,120.55
123.14,123.98,124.26,121.35
124.25,124.51,126.25,124.25
124.49,124.26,125.79,124.03
123.95,123.18,124.23,121.25
122.46,122.67,123.73,121.60
122.45,122.63,123.85,121.93
121.86,122.64,123.52,121.50
122.78,122.31,123.13,122.11
