AET,Aetna Inc. Common Stock,NASDAQ
37.63,37.76,37.95,37.17
37.68,38.05,38.17,37.27
37.62,36.86,37.66,36.74
36.88,36.50,37.11,36.22
36.22,36.04,36.41,35.60
35.26,35.98,36.21,34.96
35.83,34.75,35.96,34.68
35.19,34.80,35.37,34.42
35.19,35.11,35.65,35.02
35.55,35.57,35.96,35.32
35.70,35.43,35.83,35.25
35.29,35.49,35.61,34.95
35.66,36.44,36.48,35.64
37.11,36.79,37.48,36.61
36.95,36.89,37.16,36.76
36.85,37.01,37.19,36.82
37.19,37.60,38.01,37.06
37.14,37.43,37.45,37.02
37.53,37.68,37.91,37.39
37.81,37.94,38.05,37.63
37.90,37.70,38.02,37.43
37.81,37.35,37.95,37.18
37.33,37.04,37.94,36.97
37.25,36.75,37.32,36.54
36.87,36.89,37.36,36.84
36.67,37.67,37.78,36.54
37.99,37.44,37.99,37.26
37.30,37.49,37.54,36.93
37.64,37.43,37.77,37.34
37.07,36.52,37.07,36.10
36.55,36.80,36.86,36.34
37.28,37.02,37.59,36.90
38.45,39.06,39.11,38.20
39.02,38.79,39.14,38.42
39.35,39.69,39.74,39.15
39.94,39.81,40.15,39.36
42.66,41.45,42.89,41.39
41.52,41.38,41.56,41.06
41.54,42.07,42.35,41.54
41.85,41.44,42.14,41.42
41.29,41.24,41.78,41.06
41.08,41.80,41.93,40.66
42.08,41.86,42.40,41.69
41.69,42.54,42.60,41.66
42.75,42.85,43.00,42.23
42.75,42.75,42.99,42.12
42.60,42.83,42.89,42.06
43.64,43.85,43.93,43.29
43.69,44.66,44.86,43.35
44.44,44.06,44.44,43.82
44.14,45.41,45.63,44.07
45.65,45.90,46.01,45.34
45.87,45.06,45.87,44.71
44.58,44.39,44.67,43.90
44.19,43.22,44.37,43.19
43.13,43.43,43.68,42.95
43.38,43.65,43.84,42.83
43.75,43.59,43.78,43.11
43.86,43.68,44.12,43.32
43.63,43.21,43.75,43.21
43.31,43.79,43.91,43.17
43.24,43.20,43.61,43.07
42.90,42.53,42.90,42.21
42.98,42.59,43.25,42.54
42.44,42.41,42.61,41.88
42.57,43.92,44.16,42.42
43.67,42.86,43.70,42.44
42.89,42.75,43.26,42.68
43.38,44.38,44.75,43.32
43.91,43.05,44.48,42.99
43.07,43.35,43.36,42.41
43.73,43.21,43.82,43.11
43.13,44.77,44.88,43.12
45.03,44.63,45.40,44.49
44.60,44.26,45.23,44.22
43.81,43.63,43.81,42.65
43.59,43.28,43.82,42.67
43.42,43.30,43.47,42.73
43.54,44.66,45.03,43.51
44.75,44.56,44.88,44.41
44.66,44.09,45.00,44.00
44.12,45.23,45.31,44.10
45.26,44.69,45.27,44.47
44.75,44.89,45.13,44.52
45.20,44.40,45.39,44.00
43.82,44.30,44.31,43.56
43.67,43.01,43.72,42.86
42.86,43.34,43.88,42.77
43.64,43.39,44.19,43.27
43.56,43.44,44.04,43.21
43.64,43.36,43.74,43.18
43.10,42.95,43.60,42.52
43.29,43.27,43.42,42.64
43.49,43.41,43.72,43.06
43.61,43.22,43.75,43.22
43.19,43.34,43.41,42.74
42.85,42.83,43.43,42.77
42.83,42.62,43.06,42.55
43.96,41.72,44.05,41.36
41.65,41.99,43.34,41.51
41.48,41.49,42.30,40.41
42.54,40.29,42.54,39.28
39.87,39.17,40.63,39.16
39.28,39.20,39.65,38.33
38.64,37.85,39.17,37.81
38.39,37.42,38.44,36.50
36.47,34.55,36.83,34.50
35.73,36.89,36.98,34.57
36.41,35.07,37.05,35.00
35.18,36.64,37.10,34.80
37.64,37.29,37.93,36.85
37.46,38.35,38.35,37.44
37.93,37.83,38.19,37.36
38.11,37.87,38.62,37.40
36.67,36.44,37.07,36.03
35.83,35.48,36.81,35.24
36.26,35.23,36.30,35.10
35.63,37.06,37.25,35.10
36.95,37.91,38.00,36.57
38.10,37.39,38.49,37.18
37.31,38.23,38.41,36.27
38.68,39.16,39.32,38.42
39.00,39.94,40.17,38.90
40.25,40.03,41.11,39.75
40.22,39.88,41.01,39.70
39.04,38.89,39.78,38.79
37.48,38.50,38.62,37.30
39.11,39.95,40.25,38.95
39.55,39.19,40.45,39.14
38.76,38.00,39.02,37.77
37.49,38.44,38.79,37.37
39.26,40.53,40.69,39.09
40.56,40.26,40.89,39.54
40.71,41.28,41.43,39.98
41.54,41.53,41.80,40.83
40.64,41.10,41.34,40.50
41.22,40.51,41.85,40.16
40.31,38.82,40.57,38.79
37.60,37.90,38.44,37.30
37.72,38.65,38.84,37.36
39.14,39.45,39.48,38.23
40.11,39.13,40.22,38.94
39.16,37.60,39.27,37.53
38.22,37.22,38.35,36.33
36.77,36.34,37.25,36.23
36.08,34.33,36.38,34.31
33.95,35.57,35.64,33.42
35.63,35.26,35.79,34.86
35.20,35.50,35.55,34.95
35.79,35.47,35.85,34.65
36.20,36.84,36.85,35.82
36.37,36.58,36.79,36.24
37.00,37.47,37.91,36.90
37.34,37.01,37.52,36.65
37.50,37.86,37.88,37.40
37.49,37.49,37.91,37.38
36.74,37.10,37.44,35.24
37.14,36.87,38.11,36.70
37.00,37.34,37.43,36.40
37.84,38.12,38.20,37.55
38.50,38.62,39.09,38.05
38.52,38.31,39.20,38.11
38.88,38.90,39.51,38.41
40.27,40.35,41.07,39.39
40.76,40.63,40.85,40.16
40.72,39.76,40.94,39.74
38.57,39.33,39.76,38.57
40.05,39.63,40.10,39.46
40.06,39.60,40.11,39.18
39.31,39.65,39.72,38.92
39.86,40.04,40.07,39.20
40.16,40.56,40.69,39.59
39.83,39.45,39.88,39.22
39.89,40.23,40.33,39.40
40.53,41.36,41.60,40.49
41.05,41.68,42.04,41.05
41.50,41.58,41.71,40.90
41.09,39.73,41.09,39.68
39.62,39.46,39.92,39.21
39.86,39.69,39.91,39.38
38.96,39.44,39.69,38.86
39.34,39.16,39.64,38.82
38.83,38.14,38.85,37.98
38.00,37.89,38.56,37.87
38.45,39.07,39.23,38.39
39.32,39.93,40.04,39.30
41.02,41.82,41.84,40.35
41.75,41.68,42.17,41.54
42.00,41.01,42.00,40.77
41.61,40.85,41.80,40.72
40.87,41.35,41.63,40.84
41.30,41.71,41.97,40.77
41.50,40.25,41.56,40.12
40.41,40.91,41.02,40.33
40.59,40.02,40.82,39.81
40.30,39.61,40.72,39.50
39.69,39.28,40.13,39.27
40.47,40.05,40.62,39.34
40.69,40.39,41.00,40.20
40.47,40.16,40.87,40.04
40.92,41.65,41.80,40.72
41.81,42.06,42.12,41.12
42.10,42.43,42.50,42.10
42.50,43.40,43.55,42.48
43.38,43.73,43.89,43.35
43.74,42.73,43.79,42.63
42.76,43.02,43.42,42.75
43.09,42.19,43.11,42.11
42.85,42.40,42.99,42.23
42.30,43.20,43.23,42.27
43.00,43.63,43.82,42.82
43.56,44.07,44.74,43.51
44.21,44.14,44.45,43.70
44.47,44.32,44.69,44.10
44.05,44.19,44.38,43.80
44.23,43.93,44.28,43.44
43.67,43.70,43.76,43.30
44.24,44.57,44.86,44.08
44.52,44.91,44.97,44.07
44.06,44.13,44.48,43.68
44.14,43.74,44.36,43.48
43.78,43.58,44.21,43.40
43.46,42.77,43.62,42.54
41.98,42.63,42.91,41.05
42.85,42.61,42.85,41.95
42.25,43.43,43.60,42.25
43.18,44.02,44.09,42.85
44.08,43.70,45.00,43.53
42.91,45.07,45.75,42.27
45.34,44.79,45.61,44.60
44.75,44.11,44.75,43.40
44.10,43.74,44.12,43.28
43.75,44.71,44.80,43.61
44.44,45.14,45.30,44.40
45.14,45.80,45.93,45.14
45.26,45.70,45.95,45.00
45.98,46.26,46.50,45.88
46.26,47.27,47.28,46.07
47.50,47.18,47.71,47.09
47.17,47.17,47.34,46.95
47.46,47.08,47.60,47.07
47.27,46.87,47.50,46.67
46.97,47.14,47.32,46.73
47.18,46.69,47.42,46.64
46.68,46.89,47.08,46.68
46.54,46.74,47.25,46.38
46.71,46.64,46.88,46.46
46.74,46.76,47.05,46.38
46.75,47.22,47.24,46.35
47.11,46.58,47.24,46.42
46.27,46.79,47.00,46.23
46.48,45.65,46.93,45.33
45.68,45.72,46.20,45.61
46.10,46.31,46.59,45.97
46.32,46.86,47.12,46.29
46.83,46.00,46.83,45.94
46.19,45.86,46.38,45.47
45.70,45.70,46.01,45.58
45.87,45.96,46.06,45.78
46.14,46.50,46.58,45.95
46.49,46.73,46.97,46.42
46.46,46.30,46.68,45.87
46.31,46.52,46.73,46.03
46.24,46.50,46.61,46.16
45.80,45.60,46.17,45.35
45.76,47.00,47.10,45.74
47.09,47.00,47.25,46.07
47.12,46.52,47.58,46.15
46.26,49.56,49.90,46.23
49.60,50.16,51.14,49.50
50.22,50.23,50.47,49.95
50.21,49.93,50.44,49.53
49.66,49.64,49.74,49.22
49.38,49.62,49.65,49.16
48.86,48.77,49.08,48.63
48.51,47.67,48.72,47.47
48.41,47.69,48.45,47.63
47.85,48.19,48.34,47.65
47.99,47.82,48.29,47.80
47.87,47.23,47.90,47.07
47.61,47.77,47.98,47.28
47.50,47.91,48.25,47.48
48.05,49.07,49.64,47.79
49.21,49.21,49.60,48.81
49.00,48.93,49.01,48.52
48.84,49.04,49.10,48.50
49.48,49.36,50.26,49.18
44.39,45.31,45.70,43.34
45.49,43.52,45.52,43.46
43.17,44.04,44.21,43.00
44.06,44.45,44.95,43.94
44.24,44.93,45.10,44.24
44.82,44.01,44.82,43.14
43.91,43.14,43.94,43.00
43.16,42.98,43.33,42.57
42.63,43.05,43.16,42.25
41.77,42.08,42.75,41.67
42.32,41.84,42.46,41.80
41.78,41.24,42.08,41.14
41.04,41.53,42.16,40.73
41.35,40.83,41.48,40.74
40.17,40.21,41.10,39.50
40.15,39.62,40.53,39.62
39.68,39.23,40.11,39.07
39.32,40.78,40.91,39.31
40.77,40.26,41.18,40.08
40.09,40.34,40.56,39.86
40.74,41.13,42.17,40.45
41.00,41.20,41.72,41.00
41.42,41.81,41.90,41.22
41.47,41.36,41.86,41.25
41.27,40.89,41.56,40.50
40.39,40.49,40.91,40.34
40.50,40.50,40.76,40.19
40.57,41.75,41.86,40.39
41.83,42.43,42.75,41.78
42.37,42.00,42.64,41.95
41.77,43.24,43.33,41.72
43.30,42.75,43.45,42.62
42.97,42.88,43.03,42.40
42.60,41.59,43.15,41.56
41.89,41.50,41.89,41.31
41.57,40.99,41.95,40.98
40.91,41.11,41.41,40.87
41.51,40.90,41.59,40.89
41.22,40.99,41.57,40.81
41.13,40.76,41.32,40.62
40.98,41.69,41.92,40.81
41.36,40.69,41.68,40.55
40.65,40.68,40.97,40.10
40.39,40.96,41.41,40.08
40.73,39.85,41.84,38.85
40.63,38.77,40.65,38.52
39.02,38.57,39.41,38.46
38.51,38.15,38.66,37.94
38.13,37.86,38.42,37.60
37.54,37.63,37.74,37.33
38.31,38.04,38.81,37.74
37.96,37.69,38.06,37.52
37.65,37.76,37.90,37.50
37.55,37.55,37.79,37.34
37.55,38.16,38.25,37.55
38.01,38.03,38.21,37.76
38.13,38.66,38.80,38.01
38.55,39.00,39.23,38.30
39.83,38.16,40.22,38.04
38.01,37.66,38.32,37.51
37.45,37.24,37.55,36.72
37.13,37.07,37.47,36.72
35.19,35.32,35.76,34.58
35.80,35.30,36.00,34.98
35.57,36.67,36.82,35.48
36.71,37.14,37.29,36.69
38.04,36.06,38.38,36.04
36.26,36.51,37.00,36.10
36.20,36.33,36.57,35.78
36.49,36.70,37.07,36.43
36.83,36.58,37.00,36.55
36.76,37.20,37.35,36.71
37.13,37.60,37.85,37.04
37.45,37.53,37.73,37.20
37.37,37.73,37.75,37.26
37.59,37.48,37.70,37.29
37.55,36.97,37.69,36.88
37.06,37.65,37.84,37.00
37.56,38.17,38.17,37.42
38.24,38.04,38.29,37.77
39.70,40.18,40.24,39.00
39.87,39.90,40.47,39.71
39.82,39.57,39.87,39.40
39.55,39.30,39.72,39.25
39.23,38.72,39.39,38.66
38.74,39.00,39.19,38.62
38.81,38.53,39.03,38.51
38.66,39.12,39.36,38.65
38.86,38.80,39.06,38.73
38.94,38.41,39.07,38.38
38.30,38.15,38.72,38.04
38.32,38.17,38.51,38.08
38.26,38.37,38.66,38.24
38.45,39.00,39.25,38.44
38.67,38.20,39.03,38.20
38.23,37.89,38.49,37.84
37.78,37.35,38.23,37.28
37.27,38.17,38.30,37.10
38.12,39.04,39.04,38.06
38.97,39.13,39.20,38.43
39.02,39.47,39.48,38.96
39.45,39.43,39.52,39.24
39.43,39.41,39.52,38.89
39.47,39.60,39.72,39.14
39.57,40.29,40.55,39.33
40.30,39.90,40.94,39.75
39.70,39.30,40.10,39.06
39.41,39.72,39.76,39.13
39.52,39.60,39.75,39.33
39.82,39.81,40.00,39.50
39.96,40.70,40.71,39.88
40.78,41.40,41.53,40.78
41.59,42.09,42.69,41.58
42.17,41.66,42.19,41.52
41.77,42.08,42.34,41.40
41.92,42.20,42.40,41.84
42.11,41.89,42.29,41.83
42.22,43.29,43.38,42.14
43.42,43.25,43.96,43.04
43.32,43.92,43.96,43.27
43.60,43.93,44.23,43.30
44.19,43.53,44.25,43.17
43.32,44.30,44.49,43.15
44.06,43.54,44.16,43.37
43.50,44.26,44.28,43.39
43.83,43.66,43.99,43.26
43.91,43.95,44.28,43.66
44.97,44.43,45.00,44.14
44.20,44.10,44.50,43.88
44.26,43.69,44.54,43.21
43.61,44.49,44.55,43.61
44.51,44.00,44.62,43.67
44.07,44.29,44.38,43.36
44.35,44.56,44.59,43.57
43.07,42.69,43.50,42.34
42.80,42.33,43.69,42.24
42.32,42.12,43.04,42.03
42.20,41.91,42.32,41.89
41.76,41.48,42.36,41.48
41.51,40.79,41.66,40.56
40.80,40.78,41.20,40.57
40.79,40.70,40.98,40.32
41.02,41.71,41.73,40.98
41.74,41.85,41.99,41.42
41.81,42.16,42.48,41.52
42.18,42.99,43.02,42.02
42.79,42.78,42.91,42.29
42.69,42.66,43.24,42.53
42.24,42.32,42.67,42.12
42.47,42.74,42.97,42.43
42.78,43.19,43.41,42.66
43.47,43.40,43.76,43.28
43.36,43.36,43.95,43.32
43.37,43.55,43.85,42.95
43.54,43.43,43.63,43.11
44.06,44.71,44.73,44.04
44.50,44.68,44.85,44.13
44.68,44.48,44.70,44.10
45.07,45.91,46.71,44.80
45.82,45.97,46.57,45.64
45.74,45.57,45.99,45.34
45.65,46.18,46.28,45.50
46.25,46.52,46.61,46.08
46.47,46.00,46.50,45.60
46.00,46.99,47.06,45.89
46.55,46.63,46.93,46.22
46.68,46.50,46.83,46.34
46.50,46.52,46.98,46.33
46.60,46.24,46.78,45.74
46.03,45.56,46.36,45.53
45.49,46.31,46.37,45.20
47.05,46.25,47.05,45.78
46.15,45.27,46.23,45.20
45.41,45.48,45.59,44.96
45.34,46.16,46.18,45.20
45.96,44.38,46.29,44.38
44.54,44.98,45.41,44.54
45.09,45.76,45.76,44.90
45.80,45.53,45.85,45.28
45.64,45.78,45.86,45.12
45.45,46.05,46.09,45.28
46.01,45.70,46.04,45.43
45.97,47.19,47.20,45.79
47.09,46.93,47.14,46.72
46.98,48.34,48.45,46.92
48.22,48.61,48.64,47.82
48.65,49.72,49.85,48.58
49.70,49.76,49.80,49.22
49.94,49.37,50.36,49.37
49.39,49.71,49.87,49.28
49.65,48.95,49.71,48.89
47.44,48.23,48.75,46.53
48.74,48.48,48.74,47.87
48.22,48.55,48.95,48.10
48.72,49.55,49.67,48.65
49.28,49.65,49.86,49.13
49.64,49.66,49.77,49.01
49.83,50.60,50.95,49.50
50.52,50.38,50.65,49.93
50.96,50.15,51.10,49.99
50.26,49.51,50.42,49.40
49.33,49.56,49.98,48.99
49.57,49.20,49.84,49.14
47.57,48.71,48.86,46.90
48.75,48.24,48.82,48.04
48.26,47.76,48.59,47.36
47.87,47.58,48.11,47.37
47.74,46.70,48.14,46.65
46.83,46.56,46.94,46.04
46.54,47.53,47.73,46.46
47.52,47.19,47.59,46.91
47.02,47.50,47.59,46.53
47.24,47.14,47.62,46.86
47.24,47.85,47.95,47.22
48.15,49.03,49.04,48.11
48.89,49.59,49.71,48.89
49.71,50.52,50.69,49.66
50.29,49.90,50.41,49.48
49.81,51.24,51.24,49.60
51.18,51.46,51.46,50.79
51.60,51.23,51.73,50.91
51.01,50.87,51.28,50.82
50.52,50.57,50.97,50.24
50.75,50.52,50.91,50.38
50.77,50.03,50.83,49.98
49.77,50.24,50.39,49.68
50.39,49.91,50.47,49.78
50.04,50.05,50.56,49.90
50.29,50.60,51.16,50.16
50.45,50.87,50.92,50.39
50.89,51.13,51.19,50.48
51.03,52.38,54.05,50.40
55.02,54.30,55.37,54.06
54.34,54.43,55.62,53.93
54.45,54.60,55.08,54.25
54.27,54.00,54.47,53.63
54.00,54.49,54.59,53.36
54.51,55.53,55.89,54.37
55.76,56.09,56.47,55.56
56.14,56.70,56.72,55.82
56.60,56.78,56.92,56.46
56.54,55.26,56.76,55.23
55.89,56.64,56.69,55.14
56.33,55.29,56.35,54.61
54.01,54.18,55.18,53.51
54.58,55.87,55.96,54.50
55.88,55.02,55.88,54.88
55.30,55.55,55.81,54.82
57.19,56.99,57.36,56.40
57.22,56.88,57.39,56.24
56.83,57.01,57.41,56.65
57.35,56.16,57.54,56.05
57.10,57.44,58.64,56.57
57.53,58.25,59.38,57.45
58.48,58.35,59.18,58.13
58.54,59.00,59.09,58.29
58.92,58.69,59.47,58.52
58.85,59.07,59.08,58.30
59.16,59.35,59.50,58.81
59.14,59.49,59.50,58.54
59.43,59.10,59.71,58.88
59.11,59.25,59.58,59.00
59.13,59.39,59.68,59.13
59.42,59.83,60.26,59.11
59.62,59.53,60.03,59.52
59.56,60.04,60.15,59.51
59.85,59.14,59.93,58.97
59.35,60.27,60.55,59.26
60.25,59.53,61.19,59.31
59.10,60.39,60.56,59.03
60.08,59.31,60.19,58.88
59.81,60.89,61.21,59.81
60.64,60.29,60.95,60.22
60.46,62.45,62.76,60.30
62.23,60.38,62.23,60.34
60.46,59.68,60.66,59.26
59.63,59.36,60.33,58.90
59.21,58.22,59.43,57.72
58.42,59.37,59.37,57.96
59.54,60.27,60.29,59.43
60.28,60.97,61.11,60.21
60.36,61.78,62.06,60.17
62.00,61.37,62.24,61.36
61.30,61.59,61.89,60.75
61.51,60.53,61.92,60.35
61.03,61.49,61.98,60.86
61.48,62.65,62.74,61.32
62.71,61.82,62.90,61.82
61.54,60.82,61.91,60.68
