PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,NASDAQ
113.23,112.36,113.42,111.97
112.24,112.36,112.81,112.17
113.32,114.38,114.45,113.32
114.45,115.53,115.75,114.10
115.53,116.66,116.90,115.45
117.16,118.55,118.61,116.82
118.93,118.80,119.17,118.38
119.28,117.75,119.28,117.54
118.21,117.58,118.59,117.14
117.33,115.96,117.52,115.87
116.22,116.84,117.64,115.82
116.44,115.58,117.01,115.42
115.72,116.43,116.61,115.72
116.78,117.44,117.64,116.78
117.44,116.91,117.70,116.88
116.64,115.93,117.08,115.72
115.89,116.35,116.36,115.89
116.50,117.02,117.42,116.49
117.03,115.82,117.18,115.49
115.76,115.84,116.42,115.34
116.13,115.29,116.13,114.97
116.61,116.17,117.03,115.25
117.00,118.13,118.23,116.81
118.00,116.97,118.29,116.31
117.14,116.22,117.14,116.16
116.24,115.00,116.24,114.96
115.30,116.18,116.32,115.30
116.37,116.62,116.68,115.80
116.86,115.54,116.86,114.29
115.93,116.25,116.74,115.93
