PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,NASDAQ
65.68,65.53,65.68,65.37
66.21,66.76,66.88,66.21
67.20,66.79,67.20,66.51
66.56,66.75,66.81,65.92
67.14,67.21,67.35,66.81
67.30,67.66,68.27,67.28
67.93,67.50,68.00,67.50
67.46,68.01,68.11,67.15
68.31,69.04,69.04,68.24
68.94,69.20,69.27,68.81
69.53,69.43,69.76,69.20
69.71,69.70,69.84,69.46
69.70,69.87,70.22,69.47
70.42,70.11,70.42,69.81
70.35,69.80,70.44,69.69
70.19,69.15,70.19,68.79
69.31,68.37,69.31,68.30
68.04,67.62,68.18,67.53
67.97,67.59,67.97,67.18
66.97,67.73,67.77,66.97
67.97,68.25,68.38,67.80
67.51,67.38,67.51,66.82
67.60,67.30,67.60,66.98
68.39,68.48,68.55,68.20
69.04,69.03,69.04,68.62
69.06,68.94,69.06,68.72
69.20,69.69,69.96,69.10
69.69,70.06,70.11,69.54
69.93,70.34,70.37,69.93
70.37,70.65,70.72,70.24
70.75,69.85,70.84,69.85
69.74,69.09,69.87,68.74
69.20,68.44,69.20,67.97
67.77,68.04,68.85,67.75
68.78,68.28,69.11,68.22
68.28,68.98,69.07,68.14
69.29,70.02,70.02,69.29
69.90,69.00,69.90,68.71
68.49,69.28,69.63,68.30
69.52,68.51,69.52,68.42
68.11,67.59,68.70,67.58
67.07,67.23,67.49,66.92
67.40,68.15,68.19,67.27
68.63,68.33,68.66,67.88
68.11,67.84,68.20,67.39
66.74,66.63,66.94,66.54
66.83,66.39,66.99,66.26
66.22,67.07,67.22,66.22
66.87,67.87,67.87,66.86
68.20,68.29,68.54,68.08
69.15,69.29,69.29,68.60
69.16,67.30,69.16,67.24
67.37,67.26,67.66,67.10
66.19,66.28,66.83,66.19
66.20,65.27,66.37,65.21
65.64,65.36,65.91,65.36
65.04,64.59,65.21,64.56
64.73,64.95,65.23,64.54
64.61,63.85,64.63,63.62
64.16,63.78,64.36,63.39
64.31,65.08,65.25,64.31
64.47,64.04,64.89,63.83
64.07,64.21,64.65,63.55
64.66,64.09,64.76,63.81
63.88,64.63,64.83,63.88
65.15,65.99,66.03,65.15
65.67,65.56,66.33,65.56
64.67,65.73,65.73,64.19
65.86,65.25,66.00,65.07
65.37,65.83,65.92,65.01
66.12,66.79,66.79,66.01
67.05,67.09,67.25,66.61
67.35,67.77,67.84,67.35
67.82,68.82,68.90,67.74
68.88,68.94,69.04,68.59
68.89,69.20,69.27,68.60
69.75,70.26,70.48,69.75
69.60,69.83,69.83,69.20
69.13,68.32,69.28,68.15
68.12,68.07,68.71,68.01
68.34,68.63,69.31,68.34
68.83,67.56,69.01,67.38
67.94,67.98,68.03,67.57
67.71,66.99,67.71,66.60
67.44,68.42,68.49,67.44
68.54,68.29,68.54,67.96
68.60,68.99,69.21,68.50
68.98,68.98,69.13,68.52
68.28,68.26,68.75,68.04
68.26,67.60,68.26,67.57
67.31,65.73,67.31,65.67
65.73,65.68,66.52,65.63
64.72,65.52,65.87,64.21
66.47,65.21,66.47,64.64
64.91,63.22,65.51,63.22
63.15,63.41,63.44,61.58
62.40,59.69,62.54,59.69
60.35,58.70,60.98,57.33
56.57,53.48,57.83,53.48
54.90,56.63,56.63,52.64
55.03,54.08,56.24,54.03
54.55,56.89,57.64,54.19
57.58,57.10,57.76,56.53
57.86,58.66,58.71,57.67
57.79,57.84,58.21,57.15
58.08,57.57,58.49,57.16
55.87,54.30,55.87,54.02
53.29,53.23,54.92,53.20
54.74,53.11,54.74,52.92
53.39,55.63,55.65,53.24
55.62,56.46,56.67,55.16
56.87,55.10,56.87,54.98
54.91,56.25,56.41,54.40
57.17,58.99,58.99,57.17
58.64,59.31,59.60,58.31
59.64,59.24,60.24,58.75
59.45,57.94,60.02,57.73
56.80,55.81,57.00,55.54
53.68,55.55,55.58,53.67
56.49,57.72,57.75,56.32
57.39,56.67,57.88,56.39
56.11,55.13,56.29,54.56
54.20,55.36,55.46,54.20
55.74,56.46,56.53,55.32
56.91,57.54,58.17,56.08
58.10,58.31,58.34,57.35
58.55,58.20,58.70,57.76
57.13,57.29,57.68,56.42
57.43,56.09,57.76,56.09
56.04,54.13,56.14,54.02
52.32,52.47,53.33,51.70
52.40,52.95,53.20,52.25
53.34,54.05,54.05,52.45
55.24,55.10,56.33,54.70
55.11,53.06,55.16,52.97
54.49,53.90,54.49,52.42
53.13,52.42,53.68,52.42
51.95,49.63,52.61,49.51
49.03,52.62,52.65,49.00
52.33,53.38,53.65,52.33
53.37,54.65,54.66,53.20
54.81,53.27,54.92,53.00
54.21,55.49,55.49,54.21
55.15,56.02,56.20,55.11
56.49,56.86,57.47,56.37
56.49,56.92,57.15,55.99
57.59,57.93,58.11,57.03
57.32,55.95,57.32,55.89
56.36,57.61,58.03,55.36
57.52,56.64,57.90,56.46
59.96,56.74,59.96,55.30
57.54,57.83,57.97,57.38
58.03,59.74,59.87,58.03
59.31,58.05,59.31,58.05
59.17,59.08,59.43,57.60
61.36,62.27,62.73,60.76
61.95,62.14,62.52,61.87
61.16,60.50,61.47,60.50
58.16,58.15,59.38,57.82
59.02,59.41,59.63,58.71
60.00,61.13,61.22,59.29
60.51,60.75,60.90,60.18
60.78,60.67,60.89,59.71
61.21,61.56,61.56,60.04
60.40,58.71,60.40,58.67
59.16,59.05,59.38,58.63
59.71,60.65,60.74,59.62
60.26,59.68,60.53,59.46
59.58,60.63,60.75,59.11
59.94,59.45,60.90,59.45
59.49,58.36,59.60,58.32
58.80,58.64,58.91,58.24
57.38,57.19,57.53,56.81
57.06,56.68,57.47,56.47
56.20,55.00,56.23,55.00
54.86,54.41,55.38,54.41
56.10,56.75,56.86,56.10
56.82,56.68,57.07,56.33
59.16,59.87,59.87,58.71
59.74,59.42,60.19,59.38
60.23,59.87,60.57,59.73
60.65,60.50,61.16,60.22
60.76,60.63,61.02,60.11
60.32,60.79,60.98,59.39
60.10,58.84,60.27,58.84
58.82,60.57,60.90,58.82
59.82,59.70,59.82,59.06
60.18,58.46,60.55,58.21
57.96,57.65,58.18,57.45
58.31,58.12,58.46,57.88
58.37,58.51,59.10,58.10
58.95,57.24,59.15,57.24
58.54,59.63,59.63,58.54
59.45,59.83,59.98,58.87
60.03,60.29,60.64,60.01
60.71,60.52,60.71,60.22
60.37,60.78,61.02,60.19
60.56,59.57,60.56,59.50
59.70,60.31,60.35,59.70
59.97,60.00,60.45,59.97
61.38,60.90,61.52,60.73
60.73,60.58,60.77,60.20
60.36,60.95,61.16,59.76
60.93,60.81,61.23,60.41
60.93,60.97,61.06,60.46
61.76,61.78,61.97,61.67
61.68,62.18,62.24,61.60
62.42,62.45,62.50,61.69
61.85,62.01,62.11,61.56
62.54,62.04,62.71,61.92
62.18,63.18,63.19,62.15
63.33,63.56,63.76,63.19
63.70,63.81,63.90,63.42
63.91,63.71,64.10,63.27
63.33,64.11,64.21,63.25
64.21,64.71,64.89,63.89
65.28,64.56,65.28,64.18
64.23,64.93,64.99,64.23
64.38,64.54,64.72,64.01
65.11,64.50,65.11,64.15
64.85,65.89,65.96,64.79
65.97,66.16,66.41,65.85
67.38,67.60,67.79,67.10
67.41,67.44,67.58,67.20
67.20,67.41,67.73,67.10
67.65,67.61,67.91,67.01
67.29,67.39,67.60,66.96
66.84,66.55,66.84,66.39
67.21,67.40,67.47,66.94
67.11,67.06,67.12,66.59
67.37,66.61,67.37,66.42
66.71,67.84,67.98,66.71
68.19,68.00,68.19,67.91
68.16,67.49,68.18,67.28
67.60,66.99,67.60,66.99
67.06,67.86,67.86,66.82
67.85,67.65,67.99,67.58
67.11,67.55,67.92,66.64
67.63,67.39,67.93,67.11
67.67,66.46,67.90,66.46
66.80,66.82,67.46,66.80
66.76,65.80,66.84,65.67
65.69,65.87,65.90,65.29
65.00,64.49,65.02,64.30
64.82,65.12,65.20,64.69
65.63,66.04,66.28,65.11
66.23,66.96,67.28,66.23
67.16,66.83,67.18,66.52
67.42,68.31,68.31,67.18
68.29,67.80,68.41,67.54
67.57,68.36,68.40,67.57
68.34,68.25,68.36,68.04
67.65,68.84,69.43,67.65
68.53,68.30,68.57,67.97
68.28,68.25,68.65,68.09
67.35,67.47,67.73,67.08
67.45,68.06,68.08,66.95
68.96,69.28,69.39,68.85
69.44,68.92,69.61,68.91
68.83,68.45,68.83,67.91
68.17,68.37,68.47,67.45
68.66,68.07,68.66,67.95
67.90,68.85,68.87,67.85
68.79,68.20,68.99,68.15
68.21,67.17,68.21,66.89
67.01,66.97,67.22,66.75
65.78,65.83,66.03,65.50
65.59,64.23,65.80,64.18
64.92,65.38,65.80,64.89
65.67,66.44,66.52,65.65
65.99,65.27,65.99,65.27
65.76,65.46,65.78,64.91
66.22,66.49,67.04,66.22
66.22,65.79,66.29,65.56
66.03,65.39,66.35,65.04
65.88,65.69,66.38,65.63
64.77,64.73,64.77,64.13
64.89,65.27,65.42,64.55
66.46,66.35,66.53,65.90
66.30,66.87,66.98,66.30
67.23,67.42,67.51,66.45
67.31,66.94,67.40,66.70
66.75,66.74,67.90,66.70
65.97,66.85,66.97,65.94
66.98,66.00,66.98,65.59
65.66,64.72,65.66,64.61
64.58,64.87,65.07,64.39
64.54,64.78,64.88,63.95
64.17,64.42,64.78,63.51
65.05,64.56,65.05,64.36
64.05,64.36,64.85,64.05
63.87,63.43,64.00,63.43
63.43,63.39,64.09,63.26
63.81,62.99,64.02,62.98
63.13,61.64,63.15,61.59
61.84,60.97,61.84,60.00
61.33,62.25,62.25,60.90
62.46,61.72,62.75,61.57
61.62,62.17,62.35,60.81
62.38,62.17,62.38,61.52
62.17,62.26,62.50,62.12
63.36,63.20,63.36,62.63
63.02,62.04,63.02,61.86
62.01,61.85,62.20,61.15
60.69,60.04,60.94,60.03
60.00,59.86,60.09,59.29
59.77,60.53,60.56,59.65
61.09,62.09,62.09,61.09
62.95,61.75,63.07,61.75
61.63,62.43,62.43,61.33
63.64,61.16,63.67,61.16
61.27,61.68,61.68,60.74
61.49,60.86,61.90,60.70
60.72,61.60,61.80,60.72
61.55,62.35,62.35,61.43
61.76,62.32,68.36,61.75
62.55,63.54,63.57,62.55
63.39,63.19,63.57,63.05
63.19,61.80,63.47,61.63
62.02,62.56,62.57,61.83
61.57,61.46,61.71,61.35
61.63,61.86,61.93,61.17
61.82,62.49,62.54,61.82
62.10,62.59,62.59,61.67
64.05,64.51,64.54,63.67
65.00,65.12,65.12,64.18
65.20,65.95,66.00,65.15
66.08,65.97,66.23,65.75
65.82,65.20,65.96,65.00
65.14,64.92,65.28,64.71
65.20,64.27,65.35,64.03
64.33,64.02,64.47,63.72
63.86,63.95,64.00,63.10
63.98,64.65,64.73,63.93
64.48,64.12,64.48,64.09
64.57,64.36,64.61,63.79
64.23,64.72,65.11,64.23
65.04,64.72,65.05,64.51
64.22,63.79,64.22,63.69
62.64,62.83,62.96,62.40
62.30,61.86,62.43,61.66
62.22,61.89,62.22,61.81
62.83,62.50,62.83,62.05
62.86,63.87,64.17,62.58
63.95,63.72,64.32,63.56
63.74,63.40,63.97,63.40
63.75,62.91,63.75,62.87
61.90,62.18,62.26,61.71
63.62,63.80,64.14,63.62
63.86,64.33,64.65,63.84
64.75,64.84,65.25,64.75
64.38,64.80,65.07,64.34
64.83,65.02,65.17,64.83
64.77,64.97,64.97,64.65
64.90,64.74,65.10,64.09
65.03,64.44,65.10,64.44
64.53,65.16,65.16,64.53
65.03,65.82,65.97,64.89
65.93,66.39,66.45,65.93
66.14,66.14,66.35,65.83
66.48,66.27,67.00,66.09
66.10,66.04,66.35,65.58
65.88,65.45,65.88,65.29
65.18,65.68,65.87,65.18
66.02,65.66,66.05,65.45
65.70,66.01,66.09,65.70
66.10,66.34,66.52,66.10
66.03,65.60,66.03,65.59
66.19,65.94,66.19,65.35
65.94,66.51,66.66,65.39
66.50,66.56,66.87,66.44
66.95,67.72,67.97,66.95
67.95,68.35,68.45,67.89
68.27,68.20,68.60,68.17
68.31,68.42,68.76,68.27
68.70,68.69,68.81,68.27
68.80,69.57,70.03,68.51
69.84,70.37,70.73,69.84
70.07,69.74,70.15,69.57
69.58,69.50,69.72,69.37
69.82,69.69,69.90,69.58
69.11,69.26,69.32,68.80
69.73,69.25,69.73,69.25
69.02,69.05,69.31,68.78
69.48,68.06,69.48,67.94
68.03,67.50,68.10,67.25
67.86,68.20,68.46,67.72
68.17,67.72,68.22,67.70
68.15,67.93,68.55,67.66
68.47,68.08,68.49,67.85
68.33,68.01,68.55,67.67
68.28,68.49,68.55,67.97
68.87,68.41,69.27,68.41
68.18,68.24,68.30,68.12
68.29,67.28,68.29,67.15
67.36,67.19,67.44,67.04
67.63,67.47,67.95,67.31
67.34,66.95,67.53,66.75
67.15,67.39,67.39,66.97
67.76,67.94,67.94,67.55
68.04,68.50,68.55,68.04
68.36,68.04,68.68,67.98
67.64,66.88,67.64,66.50
66.64,66.75,66.92,66.48
66.02,66.53,66.53,65.68
66.70,66.14,66.70,66.04
66.78,66.40,66.91,66.05
66.38,66.29,66.90,66.00
66.42,66.71,66.81,65.86
66.86,67.78,67.78,66.86
67.95,67.01,67.95,66.93
66.91,67.30,67.40,66.91
67.73,68.01,68.10,67.73
67.32,66.45,67.32,66.10
66.35,65.44,66.50,65.44
65.38,65.49,66.08,65.01
65.57,65.38,65.63,65.28
65.00,65.10,65.68,64.96
65.23,63.81,65.36,63.75
63.75,63.44,63.90,63.07
63.35,64.02,64.02,62.93
64.71,65.32,65.33,64.71
65.30,65.53,65.67,65.00
65.59,65.77,65.77,65.36
66.01,66.43,66.46,66.01
66.38,66.74,66.74,66.30
66.65,66.67,67.02,66.62
66.21,66.98,67.12,65.90
67.57,67.84,67.97,67.43
67.91,67.77,67.91,67.55
68.52,67.60,68.52,67.54
67.67,67.81,67.90,67.26
67.94,67.58,68.01,67.27
67.58,67.75,67.91,67.42
68.03,67.85,68.17,67.62
68.09,68.13,68.19,67.88
68.43,68.73,68.89,68.43
68.89,68.42,69.15,68.33
68.59,67.98,68.63,67.84
67.82,68.00,68.27,67.74
68.39,68.82,68.83,68.00
68.94,69.87,69.94,68.94
70.00,70.01,70.38,69.74
70.00,70.32,70.35,69.85
68.63,69.31,69.34,68.51
69.27,69.11,69.27,68.78
69.39,68.69,69.41,68.64
68.70,68.71,68.79,67.83
68.24,68.19,68.76,68.19
68.21,69.54,69.54,68.19
71.19,71.60,71.60,71.15
71.84,71.51,72.03,71.37
71.77,72.10,72.18,71.72
71.74,71.69,71.82,71.50
71.98,71.51,71.98,71.30
71.90,71.92,72.04,71.75
72.72,72.05,72.72,71.65
72.05,72.08,72.08,71.68
71.85,71.92,72.18,71.85
71.79,72.27,72.28,71.66
72.16,72.08,72.23,71.94
72.29,72.72,72.89,72.29
72.72,72.95,72.96,72.57
72.96,73.44,73.44,72.80
73.45,73.29,73.49,73.13
73.36,73.61,73.99,73.00
73.90,73.87,74.15,73.64
74.12,74.27,74.34,73.76
74.21,74.36,74.38,73.92
74.31,73.31,74.31,73.28
73.40,73.92,73.92,73.32
74.38,74.65,74.82,74.29
74.26,73.61,74.40,73.61
74.15,74.27,74.44,73.72
74.00,74.65,74.65,73.98
74.55,74.49,74.63,73.96
74.59,74.90,74.99,74.59
74.90,74.90,74.97,74.56
74.97,75.28,75.39,74.90
75.42,75.58,75.61,75.25
75.49,75.85,75.91,75.49
75.83,75.78,76.08,75.76
76.07,76.51,76.51,75.99
76.52,74.93,76.52,74.93
74.93,74.35,74.93,73.82
74.82,75.06,75.06,74.69
75.63,73.50,75.63,73.50
73.68,73.85,73.98,73.30
73.77,74.55,74.93,73.77
74.65,74.65,75.10,74.58
74.32,74.98,74.98,73.71
74.86,75.10,75.15,74.54
75.44,75.99,76.08,75.44
76.25,76.04,76.25,75.94
76.15,76.54,76.55,76.06
77.12,77.18,77.37,76.49
77.54,77.15,77.54,76.80
77.12,76.85,77.16,76.72
76.92,77.30,77.41,76.82
77.45,78.00,78.00,77.45
77.97,78.15,78.29,77.80
77.32,77.60,77.87,77.32
77.81,77.26,77.94,76.86
78.00,77.91,78.01,77.61
77.48,77.40,77.73,77.17
77.51,77.56,77.76,77.44
77.78,77.61,78.21,77.19
78.03,77.84,78.03,77.40
77.26,77.94,77.94,77.07
77.87,77.85,78.14,77.66
78.12,76.81,78.20,76.55
77.22,76.52,77.43,76.27
76.63,75.32,76.63,75.31
75.43,75.89,75.89,75.24
74.82,75.72,75.72,74.50
75.82,76.31,76.32,75.41
76.48,76.14,76.64,75.99
76.38,77.64,77.70,76.37
77.83,77.81,78.06,77.68
77.75,77.41,77.75,76.90
76.93,74.54,76.93,74.27
75.13,75.60,75.69,74.86
75.11,74.25,75.11,73.67
74.29,73.92,74.34,73.48
73.94,74.58,74.65,73.94
74.81,74.77,74.89,73.79
75.20,76.10,76.10,75.20
76.20,76.62,76.69,76.08
76.81,77.20,77.67,76.81
76.99,76.75,76.99,76.34
77.00,77.35,77.50,77.00
77.41,77.73,77.79,77.11
77.58,76.06,77.58,76.06
76.47,77.27,77.39,76.27
78.16,78.61,79.11,78.16
78.75,79.21,79.29,78.61
79.33,79.96,79.96,79.12
79.83,80.22,80.24,79.66
80.09,79.96,80.27,79.76
79.87,80.73,80.73,79.87
80.56,80.48,80.65,80.21
80.24,81.12,81.39,80.24
81.12,81.86,82.15,81.12
81.54,81.79,82.24,81.48
82.20,82.61,82.61,81.94
82.48,82.98,83.20,82.43
83.01,83.13,83.36,82.77
83.35,81.72,84.00,81.35
81.00,81.75,81.85,80.76
81.34,81.98,81.98,81.04
82.99,82.99,83.70,82.54
82.60,82.31,82.71,81.93
82.50,82.71,82.94,82.45
82.53,82.00,82.84,82.00
82.26,82.45,82.73,81.36
82.74,82.03,83.00,81.54
81.68,80.83,81.68,80.78
80.72,81.64,81.64,80.26
81.96,82.40,82.41,81.78
82.56,82.91,82.91,82.10
81.96,81.93,82.54,81.34
82.53,81.13,82.53,81.04
81.03,82.49,82.78,80.80
82.45,81.88,82.64,81.67
82.35,82.42,82.76,82.00
