JKG,iShares Morningstar Mid-Cap ETF,NASDAQ
157.15,158.25,158.33,157.08
158.51,160.54,160.70,158.51
160.83,161.54,162.08,160.45
161.55,161.44,161.55,160.83
161.55,160.64,161.55,160.30
161.16,160.96,161.16,160.50
160.60,159.08,160.78,158.95
159.26,159.38,160.21,158.44
159.79,159.03,159.93,158.72
159.43,159.64,159.74,158.92
160.13,160.59,160.73,160.13
159.73,159.19,159.74,159.13
158.89,158.41,159.03,157.98
158.43,158.79,158.79,158.43
158.72,159.19,159.47,158.72
159.43,157.58,159.49,157.45
157.65,158.01,158.15,157.60
158.46,157.28,158.46,157.18
158.77,158.59,159.35,157.64
159.14,160.58,160.64,159.14
159.94,160.12,160.40,159.24
160.30,160.03,160.58,159.85
159.71,159.17,159.79,159.05
159.52,159.55,159.94,159.05
159.48,159.95,159.99,159.09
159.84,159.76,159.90,158.32
160.16,160.39,160.55,160.06
