JKG,iShares Morningstar Mid-Cap ETF,NASDAQ
73.24,73.07,73.24,72.79
71.93,72.18,72.50,71.73
70.54,69.96,70.54,69.77
68.54,69.46,69.63,68.54
69.12,69.19,69.61,69.12
68.82,69.18,69.52,68.82
70.23,70.72,71.07,70.23
70.48,70.99,71.20,70.34
70.43,69.75,70.43,69.42
69.36,69.48,69.48,68.84
69.78,69.09,70.04,69.08
67.66,67.80,68.20,67.44
67.43,68.28,68.28,66.95
68.35,68.00,68.35,67.84
68.42,68.99,68.99,68.01
68.92,68.08,69.18,68.08
67.92,67.74,68.35,67.57
69.01,70.29,70.29,69.01
70.32,71.38,71.39,70.29
72.41,72.27,72.45,71.79
72.11,71.44,72.11,71.44
71.52,71.67,72.06,71.52
72.59,71.77,72.64,71.51
72.00,71.96,72.10,71.79
72.73,73.13,73.13,72.73
73.05,73.15,73.44,72.62
73.04,73.18,73.27,72.74
73.25,73.16,73.25,73.02
73.65,73.55,73.65,73.43
74.57,74.93,74.93,74.40
74.65,74.44,74.72,74.34
74.16,73.84,74.62,73.70
73.31,72.99,73.82,72.97
73.64,74.53,74.53,73.64
74.71,74.50,74.71,74.30
74.67,74.47,74.67,73.65
74.63,74.76,75.09,74.63
75.43,74.92,75.43,74.38
75.38,74.95,75.38,74.56
74.67,74.33,74.67,73.98
74.94,76.15,76.15,74.94
75.91,75.67,76.38,75.50
75.85,75.84,75.85,75.47
75.85,76.76,76.76,75.85
76.73,76.88,76.95,76.72
76.52,77.28,77.28,76.52
77.48,77.87,78.24,77.33
77.74,77.04,77.74,76.97
78.39,77.42,78.39,77.24
77.86,77.68,77.86,77.40
77.17,76.04,77.25,76.04
76.40,77.26,77.67,76.40
78.07,77.27,78.10,76.91
77.36,77.48,77.55,77.32
78.29,78.01,78.64,78.01
77.86,77.99,78.00,77.86
77.29,77.36,77.36,76.91
77.58,77.45,77.58,77.19
77.45,77.87,77.95,77.45
78.28,77.76,78.60,77.72
78.60,78.72,78.78,78.34
78.79,78.63,78.79,78.20
79.82,80.45,80.45,79.63
80.68,81.03,81.20,80.47
80.83,80.79,80.83,80.43
81.22,80.95,81.22,80.86
80.03,80.21,80.21,79.43
79.42,80.28,80.28,79.42
79.87,79.02,79.87,78.99
79.31,79.28,79.72,79.17
78.27,77.64,78.45,77.30
77.76,78.20,78.20,77.76
78.99,79.13,79.46,78.99
79.01,79.47,79.47,78.60
79.18,79.75,79.80,79.03
78.95,78.80,78.95,78.66
79.79,80.44,80.54,79.79
79.63,80.05,80.22,79.63
79.39,79.91,79.91,78.86
78.96,79.58,79.77,78.96
80.86,81.12,81.14,80.71
81.13,82.27,82.30,81.13
82.20,82.70,82.70,82.13
82.78,82.96,82.96,82.56
83.84,82.92,83.84,82.81
83.07,82.56,83.09,82.23
82.96,82.66,82.96,82.43
83.05,83.52,83.54,82.79
84.10,83.26,84.10,83.26
83.57,83.08,83.63,83.08
83.11,83.11,83.44,82.92
82.94,83.61,83.61,82.65
83.80,83.89,84.07,83.80
84.31,84.13,84.31,83.87
84.61,84.93,84.93,84.50
85.13,85.08,85.22,84.93
84.60,84.49,84.61,84.49
84.17,84.60,84.60,84.17
84.84,84.50,84.84,84.44
84.98,84.89,84.98,84.67
84.96,85.12,85.12,84.87
84.70,84.94,84.96,84.69
85.55,85.64,85.88,85.34
85.89,84.74,85.89,84.59
84.65,85.34,85.34,84.65
85.56,85.23,85.56,85.15
85.45,84.98,85.45,84.39
84.33,85.24,85.24,84.29
85.79,85.61,85.81,85.48
86.38,86.45,86.58,86.20
86.38,86.42,86.54,86.27
86.25,86.99,87.09,86.25
87.22,87.59,87.59,86.98
87.58,86.11,87.58,86.11
85.89,85.83,86.08,85.62
86.58,85.63,86.58,85.63
85.70,86.48,86.59,85.70
86.35,86.59,86.59,85.88
87.08,87.55,87.55,87.08
87.58,87.88,87.99,87.58
87.69,86.09,87.69,86.05
86.46,86.91,87.15,86.46
87.70,88.12,88.24,87.64
88.14,87.96,88.20,87.96
87.62,88.37,88.48,87.62
88.61,88.81,88.84,88.24
89.30,89.50,89.74,89.30
89.82,89.67,89.82,89.15
89.46,89.47,89.48,89.33
89.08,89.96,89.96,88.86
89.87,90.68,90.68,89.87
90.86,90.91,90.98,90.73
90.74,90.49,90.79,90.37
90.90,91.22,91.36,90.89
91.45,91.78,91.83,91.45
91.75,91.92,92.09,91.73
91.28,89.56,91.36,89.56
89.81,88.56,89.81,87.65
88.74,88.53,89.01,87.87
89.29,90.11,90.12,89.29
90.89,90.32,90.89,90.01
90.67,88.92,90.67,88.88
88.78,89.47,89.85,88.78
90.41,91.19,91.26,90.41
91.48,90.56,91.48,90.12
90.77,89.66,90.77,89.13
89.44,90.73,90.86,89.44
90.07,90.34,90.36,90.07
88.99,88.55,88.99,88.42
88.08,89.39,89.39,87.96
88.48,88.73,89.24,88.16
86.72,88.24,88.26,85.98
87.58,86.57,87.97,86.10
88.07,87.65,88.07,87.27
88.71,88.30,88.85,88.17
89.47,89.74,89.74,89.26
89.83,89.07,89.83,89.07
88.82,89.09,89.09,88.28
89.51,90.48,90.48,89.51
90.41,90.62,90.96,90.12
90.84,90.16,90.92,90.16
89.92,90.85,90.89,89.68
91.31,91.84,91.95,91.31
91.95,92.06,92.20,91.81
92.74,92.54,93.03,92.54
92.97,92.71,92.97,92.55
92.75,93.09,93.49,92.72
92.93,93.13,93.20,92.89
93.27,92.78,93.27,92.72
93.61,92.16,93.61,92.13
92.51,91.78,92.51,91.65
91.14,90.77,91.40,90.71
91.22,91.15,91.49,90.77
90.39,90.88,90.93,90.24
91.63,92.06,92.06,91.54
90.61,90.88,90.88,90.22
91.06,91.43,91.45,90.96
92.82,92.75,93.00,92.69
93.51,93.46,93.51,93.10
93.52,93.47,93.58,93.26
93.72,94.20,94.42,93.72
94.53,94.55,94.56,93.80
94.58,94.70,94.82,94.51
94.53,94.80,94.83,94.53
94.90,94.41,95.05,94.41
93.72,93.66,93.95,93.14
93.54,93.13,93.54,92.47
92.24,92.61,93.47,92.24
93.58,93.19,93.96,93.19
93.20,93.85,93.87,93.08
93.91,94.66,94.80,93.91
94.37,93.53,94.46,93.26
93.24,94.12,94.12,93.03
93.83,93.09,93.89,92.96
92.86,92.65,93.60,92.65
92.19,92.14,92.40,91.76
92.19,93.38,93.38,92.19
93.73,93.30,93.73,92.91
93.07,92.98,93.07,92.65
91.64,91.46,91.64,91.10
91.51,91.37,91.63,91.15
91.01,91.61,91.61,91.01
91.37,92.33,92.33,91.37
92.49,92.82,92.97,92.49
93.55,93.45,93.55,93.10
93.43,91.85,93.47,91.85
91.64,91.62,91.89,90.96
90.02,90.97,91.08,90.00
90.49,89.29,90.49,89.25
89.77,90.00,90.00,89.66
89.38,88.95,89.38,88.95
88.90,89.35,89.51,88.88
88.92,88.30,88.92,88.00
88.14,87.80,88.16,87.50
88.54,89.21,89.48,88.54
88.68,87.80,88.89,87.66
87.85,87.62,88.16,86.99
88.42,87.91,88.42,87.67
87.51,88.48,88.62,87.51
89.79,90.04,90.08,89.78
89.91,89.63,90.36,89.63
88.19,88.96,89.11,88.14
89.05,88.26,89.05,88.20
88.17,88.78,88.79,87.78
89.29,89.69,89.69,89.29
90.04,90.37,90.59,90.04
90.67,91.37,91.40,90.67
91.42,92.78,92.79,91.29
93.17,92.70,93.17,92.47
92.59,93.06,93.17,92.53
93.92,94.42,94.42,93.92
93.27,93.16,93.27,92.84
92.64,91.68,92.64,91.54
91.28,91.23,91.72,91.18
91.52,91.26,92.30,91.26
91.52,90.35,91.85,90.23
90.79,90.97,90.97,90.48
90.66,89.90,90.67,89.39
90.98,91.75,91.78,90.98
91.83,91.80,91.85,91.77
92.04,92.52,92.74,92.04
92.80,92.92,93.03,92.80
92.05,92.40,92.90,91.87
92.30,91.99,92.34,91.99
90.95,89.98,90.95,89.77
89.65,89.09,90.26,89.09
87.88,88.91,89.50,87.88
89.72,88.05,89.83,87.38
87.71,85.41,87.71,85.40
85.30,85.64,85.64,83.63
84.46,81.06,84.46,80.90
81.89,80.12,82.05,78.17
77.81,73.94,78.24,73.94
76.24,78.02,78.11,73.32
75.79,75.32,77.87,75.26
76.75,79.30,80.02,75.83
80.39,79.71,80.39,79.02
80.70,81.54,81.54,80.38
81.05,80.56,81.05,80.27
81.46,80.02,81.46,79.56
77.87,75.87,77.87,75.43
75.00,74.56,76.28,74.47
76.49,74.71,76.49,74.43
74.79,77.35,77.37,74.79
78.00,76.95,78.00,76.95
78.82,76.92,78.82,76.72
76.17,78.61,78.79,75.38
79.50,81.32,81.38,79.50
81.01,81.80,81.90,80.58
82.50,82.43,83.28,82.38
81.86,81.07,81.86,80.98
79.78,79.78,79.78,79.78
76.41,77.62,77.87,76.41
79.59,80.75,81.02,79.59
80.29,81.36,81.36,80.29
79.26,77.39,79.36,77.39
76.78,78.15,78.15,76.59
78.55,78.56,79.00,78.22
79.15,81.19,81.19,79.15
81.41,81.24,81.41,80.66
81.72,81.55,82.35,81.55
79.94,81.20,81.25,79.94
81.50,80.54,81.75,80.54
80.34,79.27,80.39,78.77
75.56,75.07,76.11,74.31
74.69,75.75,75.97,74.69
76.44,77.17,77.17,74.79
78.62,78.32,79.43,78.27
78.73,76.11,78.73,76.11
77.48,76.57,77.48,75.14
75.53,75.00,75.53,75.00
74.05,71.43,74.11,71.43
70.90,74.01,74.02,70.07
74.47,74.80,75.04,73.96
75.14,76.79,76.83,75.04
77.70,76.94,77.70,76.33
77.03,78.83,78.83,77.03
78.70,78.73,78.93,78.70
79.53,79.71,80.36,79.48
79.13,80.03,80.03,79.00
80.58,80.40,80.79,80.20
80.53,79.00,80.53,79.00
79.23,81.40,81.40,79.23
81.08,80.19,81.08,80.11
79.82,79.88,79.88,78.92
81.31,82.51,82.51,81.31
83.16,84.53,84.57,83.16
83.56,82.94,83.97,82.94
83.83,84.28,84.31,82.89
86.53,86.76,87.42,86.01
86.98,87.10,87.17,86.61
86.00,85.01,86.14,85.01
82.35,82.62,83.55,82.35
83.86,84.16,84.27,83.39
84.88,85.08,85.08,84.82
85.13,85.64,86.02,84.59
86.06,85.73,86.06,84.47
86.49,85.49,86.49,85.42
84.63,83.33,84.88,83.24
84.35,83.77,84.35,83.49
84.76,85.56,85.82,84.76
85.42,84.60,85.42,84.53
84.38,85.35,85.68,84.18
84.39,84.61,85.68,84.38
83.95,82.43,84.09,82.04
82.35,82.40,82.86,82.01
80.95,81.01,81.34,80.29
80.98,80.60,81.11,80.20
79.64,78.67,79.64,78.59
78.33,79.19,79.25,78.25
80.88,80.83,81.31,80.68
81.33,81.36,81.75,81.00
83.95,84.81,84.81,83.53
84.51,84.78,85.00,84.50
85.45,85.02,85.92,85.02
86.20,85.44,86.57,85.37
85.68,85.77,85.90,85.14
84.48,85.12,85.38,84.37
84.79,83.77,84.85,83.51
84.32,85.01,85.01,84.10
84.14,83.72,84.17,83.18
84.55,82.18,84.55,82.18
81.93,81.48,82.14,81.27
82.48,82.16,82.48,81.92
82.47,82.62,83.37,82.19
83.08,81.33,83.08,81.24
83.22,84.34,84.39,83.22
84.22,83.93,84.22,83.46
84.83,85.06,85.18,84.66
85.58,85.70,85.71,85.42
85.59,85.87,86.10,85.59
85.75,84.45,85.77,84.45
84.76,85.51,85.51,84.71
85.48,85.15,85.67,85.15
86.94,86.51,87.22,86.49
85.96,86.17,86.24,85.88
85.35,86.50,86.70,85.35
86.57,86.50,86.96,86.29
86.83,86.89,86.95,86.42
87.91,88.07,88.08,87.77
87.88,88.21,88.21,87.88
88.42,88.65,88.67,87.93
87.93,87.91,88.08,87.46
88.87,88.19,89.16,88.06
88.56,89.67,89.69,88.31
90.00,90.53,90.64,90.00
90.38,89.96,90.38,89.90
90.27,90.30,90.81,89.79
89.80,90.62,90.72,89.80
90.83,91.77,91.77,90.42
92.54,91.34,92.54,91.15
91.07,91.69,91.77,91.07
91.01,91.03,91.33,90.69
91.87,91.16,91.96,90.75
92.02,92.50,92.76,92.02
92.54,92.64,92.75,92.53
93.81,94.19,94.26,93.58
93.78,93.97,94.04,93.71
93.66,94.30,94.36,93.66
94.76,94.46,94.76,93.97
94.83,94.70,94.83,94.00
93.69,93.87,94.05,93.69
94.73,94.52,94.74,94.03
94.21,94.40,94.47,93.90
94.63,94.16,94.95,94.00
94.18,95.38,95.38,94.18
95.93,95.41,95.93,95.12
95.58,94.80,95.58,94.52
94.59,94.38,95.00,94.36
94.44,95.24,95.24,94.17
95.40,95.26,95.59,95.26
94.62,95.33,95.44,94.39
95.16,94.95,95.44,94.92
95.56,94.60,95.56,94.60
94.90,95.34,95.55,94.90
95.25,94.49,95.25,94.39
94.23,93.95,94.23,93.72
92.61,92.33,92.85,92.17
92.53,93.01,93.13,92.48
93.86,94.28,94.43,93.49
94.52,95.08,95.40,94.52
95.20,94.87,95.35,94.72
95.61,96.68,96.68,95.50
96.61,96.34,96.90,96.33
96.44,97.08,97.16,96.39
97.29,97.23,97.38,97.16
97.23,97.44,97.90,96.96
96.65,96.68,96.84,96.44
96.50,96.61,96.89,96.33
95.81,95.67,95.93,95.26
95.84,96.24,96.24,95.84
96.83,97.13,97.13,96.71
97.20,96.90,97.28,96.90
96.71,96.14,96.71,95.70
95.56,96.13,96.13,95.21
96.79,96.43,96.95,96.14
96.27,97.13,97.52,96.27
96.86,96.87,97.15,96.36
95.94,95.67,96.07,95.44
95.29,95.21,95.70,94.99
93.87,93.88,94.03,93.52
93.71,91.97,93.82,91.89
92.99,93.08,93.34,92.89
93.11,94.61,94.76,93.11
94.28,93.58,94.35,93.58
94.16,93.52,94.16,93.23
94.20,95.04,95.31,94.20
94.45,94.63,94.88,94.45
94.79,94.36,94.83,93.99
94.81,94.56,95.00,94.56
93.35,93.68,93.71,92.78
94.13,93.89,94.21,93.70
95.18,95.41,95.44,94.85
95.88,96.38,96.38,95.69
96.70,96.74,96.77,96.10
96.69,96.21,96.69,96.02
96.42,96.79,97.52,95.99
96.49,96.75,96.88,96.49
96.84,95.69,96.84,95.69
95.33,94.40,95.33,94.31
94.18,94.69,94.75,94.18
94.00,93.09,94.00,92.66
93.02,93.77,93.94,92.80
94.41,93.99,94.41,93.62
94.23,93.72,94.39,93.70
92.84,92.57,93.11,92.55
92.42,91.83,92.74,91.72
92.22,91.32,92.61,91.30
91.01,89.09,91.01,89.08
89.20,87.87,89.38,87.83
88.20,90.10,90.10,88.20
90.38,89.73,90.85,89.73
89.37,89.30,89.64,89.04
90.92,90.94,91.07,90.26
91.08,90.89,91.17,90.89
91.63,92.10,92.10,91.44
90.58,90.39,90.62,90.39
89.80,89.73,89.88,89.24
88.05,87.37,88.36,87.33
87.46,86.83,87.46,86.00
86.45,88.04,88.04,86.45
88.82,90.03,90.03,88.82
91.13,89.64,91.83,89.64
89.58,90.20,90.22,89.44
90.21,88.76,90.30,88.76
89.18,89.61,89.61,89.01
89.49,88.61,89.76,88.61
88.88,89.60,89.62,88.88
89.73,90.37,90.37,89.73
89.96,90.82,90.90,89.90
91.61,91.69,91.86,91.53
91.48,91.31,91.64,91.15
90.99,88.97,90.99,88.97
89.27,89.59,89.59,89.10
88.54,87.97,88.55,87.81
88.09,88.31,88.41,87.88
88.48,89.01,89.13,88.48
88.44,89.22,89.22,88.28
91.24,91.60,91.68,91.14
92.14,91.85,92.15,91.38
92.16,92.85,92.86,92.16
92.64,92.87,93.02,92.64
91.52,91.57,91.64,91.27
91.06,91.09,91.15,90.95
91.70,90.02,91.70,89.93
90.08,90.09,90.14,89.71
89.27,89.73,89.73,88.77
89.96,90.88,90.93,89.96
90.23,90.45,90.63,90.22
91.02,91.20,91.20,90.00
90.86,92.04,92.20,90.76
92.29,92.53,92.67,92.20
91.95,91.45,91.95,91.41
90.01,90.55,90.55,89.74
90.48,89.15,90.48,89.11
89.52,89.50,89.97,89.19
90.28,90.81,90.81,90.09
91.40,92.95,92.98,91.40
92.66,92.52,92.92,92.22
92.24,92.09,92.59,91.94
91.95,91.58,91.98,91.34
91.03,90.47,91.03,90.01
92.36,92.55,92.57,91.98
92.68,93.01,93.08,92.68
93.74,93.83,94.16,93.73
93.52,93.79,93.93,93.46
93.70,94.08,94.18,93.70
93.72,94.24,94.24,93.65
94.10,94.06,94.24,93.54
94.48,94.05,94.57,94.05
93.96,94.37,94.37,93.96
94.53,95.28,95.28,94.53
95.35,95.48,95.48,95.17
95.32,95.05,95.32,94.78
95.53,94.80,95.75,94.80
94.61,94.78,94.87,94.42
94.41,94.11,94.44,93.98
93.91,94.56,94.79,93.91
95.04,94.53,95.05,94.41
94.12,94.42,94.57,94.12
94.47,94.65,94.78,94.14
94.13,93.83,94.13,93.82
94.20,94.51,94.51,94.19
94.58,94.69,94.82,93.73
94.71,94.56,94.72,94.31
95.05,96.45,96.61,95.05
96.74,96.95,97.12,96.74
97.03,96.48,97.07,96.48
96.50,96.79,96.84,96.41
97.21,97.04,97.22,96.90
96.80,98.05,98.37,96.80
98.46,98.67,99.36,98.46
98.43,97.89,98.49,97.89
97.72,97.61,97.72,97.42
97.74,98.09,98.09,97.74
97.31,97.43,97.46,97.00
98.04,97.50,98.10,97.50
96.95,97.09,97.19,96.92
97.12,95.38,97.12,95.34
95.34,94.74,95.34,94.49
95.16,95.84,95.84,94.86
95.04,95.48,95.68,95.04
95.93,95.51,96.06,95.37
95.71,95.83,95.83,95.50
96.06,95.97,96.29,95.73
96.42,96.90,96.90,96.42
97.53,97.21,97.75,97.21
96.20,96.78,96.87,96.20
96.52,95.91,96.71,95.78
95.43,94.95,95.43,94.95
96.05,95.56,96.05,95.50
95.53,95.04,95.53,94.97
95.27,95.76,95.76,94.85
96.54,96.87,96.87,96.49
96.75,97.25,97.29,96.73
97.12,97.33,97.38,97.06
96.83,95.57,96.83,95.38
95.52,95.54,95.57,94.96
94.31,94.74,94.74,93.73
95.04,94.17,95.04,94.08
94.61,94.64,94.69,94.21
94.67,94.80,94.90,94.25
95.26,95.31,95.33,94.88
95.46,97.21,97.21,95.46
97.56,96.09,97.56,96.08
95.94,96.54,96.56,95.94
97.15,97.43,97.68,97.15
96.38,95.89,96.38,95.06
95.65,94.77,95.75,94.53
94.10,94.43,95.25,94.00
94.68,94.41,94.68,94.18
93.81,94.55,94.94,93.81
94.36,92.89,94.53,92.89
93.23,92.77,93.23,92.56
92.96,93.23,93.23,92.25
94.36,94.77,94.78,91.72
94.92,95.23,95.27,94.87
95.38,95.39,95.52,95.22
95.81,96.33,96.33,95.81
96.34,96.39,96.39,96.21
96.40,96.29,96.70,96.28
95.77,96.90,96.90,95.54
97.31,97.31,97.42,96.76
97.36,97.61,97.61,97.31
98.17,97.15,98.17,97.15
97.31,97.31,97.43,96.90
97.17,97.60,97.77,97.09
97.50,97.83,97.89,97.50
98.14,98.19,98.23,97.95
98.10,98.62,98.62,98.10
98.90,98.90,99.14,98.79
99.26,98.74,99.43,98.72
98.81,98.35,98.98,98.13
98.36,97.99,98.39,97.94
98.19,98.98,98.98,98.19
99.21,100.09,100.20,99.05
99.78,99.42,99.96,99.42
99.55,99.99,99.99,99.30
98.55,99.11,99.11,98.48
98.94,98.85,98.94,98.82
99.03,98.41,99.03,98.25
98.44,98.20,98.44,97.24
97.51,97.12,97.91,97.12
97.11,98.60,98.80,97.11
101.12,101.25,102.60,100.55
101.13,101.17,101.69,101.13
101.57,101.91,102.10,101.57
101.54,101.80,101.85,101.54
101.82,101.42,101.82,101.15
102.02,102.08,102.15,101.87
102.78,102.54,102.78,101.95
102.60,102.40,102.60,102.17
102.13,102.39,102.49,102.13
102.12,103.00,103.00,102.12
102.77,102.88,103.00,102.63
103.27,103.96,104.09,103.27
103.99,104.31,104.33,103.76
104.34,104.88,104.88,104.18
104.88,104.91,104.99,104.69
105.28,105.06,105.48,104.78
105.40,105.58,105.63,105.19
105.75,105.54,105.75,105.29
105.58,106.13,106.15,105.58
106.18,105.85,106.18,105.78
105.36,105.52,105.69,105.18
106.04,106.36,106.43,106.04
105.73,105.53,106.05,105.36
105.74,106.30,106.30,105.72
105.92,106.39,106.65,105.92
106.38,106.34,106.46,105.83
106.69,107.25,107.25,106.69
107.15,107.18,107.21,107.12
107.34,107.53,107.67,107.34
107.95,107.66,107.95,107.66
107.73,108.34,108.50,107.73
108.47,108.25,108.51,108.08
108.36,108.82,108.86,108.36
108.70,106.95,108.70,106.95
105.88,106.05,106.24,105.54
106.37,107.01,107.01,106.37
107.77,105.00,107.77,105.00
105.21,105.57,105.74,104.59
105.44,107.22,107.46,105.44
107.50,107.26,107.63,107.26
106.74,107.00,107.29,106.15
106.95,107.58,107.58,106.65
108.05,109.05,109.05,108.05
109.30,109.18,110.81,108.97
109.21,109.42,109.50,109.21
109.72,110.16,110.16,109.46
109.94,110.36,110.41,109.94
110.41,110.25,110.53,110.09
110.33,110.61,110.75,110.07
111.00,111.51,111.51,110.96
111.10,111.01,111.32,110.79
110.05,110.57,111.15,109.98
110.96,110.08,110.96,109.41
110.82,111.27,111.38,110.69
110.52,110.41,110.88,110.41
110.38,110.52,110.52,110.38
110.77,109.92,110.77,109.62
110.65,110.72,110.72,110.34
110.37,110.78,110.78,110.12
111.25,111.27,111.27,110.71
111.49,110.42,111.49,110.33
110.87,110.42,111.03,110.36
109.19,108.70,109.25,108.37
109.17,109.25,109.27,108.92
107.80,109.15,109.15,107.73
109.53,110.16,110.17,109.05
110.39,110.28,110.61,109.74
110.76,111.56,111.58,110.76
111.98,112.02,112.39,111.94
111.64,111.54,111.72,111.14
110.31,108.40,110.31,108.23
109.15,109.65,109.69,108.99
109.37,108.06,109.37,107.42
108.09,107.47,108.34,107.47
107.54,108.63,108.66,107.54
108.21,109.10,109.19,108.13
109.69,109.88,110.13,109.67
110.32,110.62,110.67,110.30
111.02,111.32,111.64,110.86
111.16,110.64,111.16,110.26
111.14,111.10,111.29,111.03
111.21,111.37,111.42,110.81
111.15,110.06,111.24,110.06
110.76,111.57,111.57,110.66
113.06,113.00,113.27,112.89
112.94,113.53,113.56,112.93
113.59,114.23,114.23,113.59
114.63,114.55,114.65,114.42
114.75,114.68,115.01,114.40
114.70,115.48,115.48,114.70
115.23,115.26,115.37,115.03
115.34,116.53,116.71,115.34
116.62,117.33,117.35,116.62
117.33,116.52,117.38,116.52
116.96,117.70,117.83,116.96
117.55,117.70,118.16,117.55
118.06,118.16,118.31,117.70
118.17,117.17,118.68,117.17
114.98,115.97,115.98,114.67
115.40,115.44,115.50,114.77
116.95,116.21,117.44,116.01
115.54,115.16,115.56,114.62
115.44,115.47,115.84,115.36
114.89,114.11,115.64,114.11
114.31,114.00,114.31,113.24
114.53,113.39,114.53,113.11
112.86,111.86,112.86,111.73
111.72,112.59,112.59,111.08
113.51,113.94,113.94,112.85
113.94,113.74,114.03,113.65
112.57,112.51,113.35,112.10
113.25,111.44,113.46,111.44
111.38,113.30,113.45,111.32
113.63,113.46,113.63,113.13
113.93,113.64,114.39,113.64
114.25,115.02,115.19,114.19
114.85,113.59,114.87,113.59
