SOHU,Sohu.com Inc. - Common Stock,NASDAQ
76.00,75.87,76.58,74.54
76.04,74.86,76.09,74.10
74.00,72.28,74.16,71.29
71.78,74.02,74.51,71.52
75.09,75.67,76.11,74.76
75.46,73.89,75.73,73.81
73.89,75.84,75.98,73.50
74.47,72.94,75.13,72.32
74.02,73.97,75.28,73.79
73.43,73.63,74.28,73.26
73.97,72.84,74.53,71.78
72.20,69.43,72.20,68.73
70.18,69.84,71.30,68.62
70.62,69.53,70.89,69.44
69.12,74.50,75.26,68.80
75.26,76.71,77.19,73.54
77.53,77.01,78.91,76.60
77.51,75.86,77.94,75.35
76.00,77.91,78.50,75.60
78.24,76.78,78.90,76.56
77.00,71.84,77.19,71.16
72.47,69.69,72.47,69.28
69.67,67.58,70.61,67.48
67.99,66.82,68.27,66.11
66.27,66.06,67.27,65.71
66.53,64.80,67.01,64.31
65.49,66.50,66.85,65.00
66.81,65.13,66.88,64.88
65.02,65.00,65.78,64.54
64.37,64.88,65.30,63.60
64.63,64.20,65.24,63.13
64.20,63.68,64.70,63.41
63.54,64.50,65.27,63.17
63.99,63.49,64.34,62.88
64.59,63.95,64.69,63.68
64.56,64.64,66.17,63.63
64.18,65.53,66.25,63.86
66.08,67.58,68.40,65.25
68.00,68.68,68.76,67.26
68.64,68.45,69.10,66.83
68.58,69.70,70.75,68.58
70.76,69.46,70.81,69.10
69.01,69.68,71.73,68.77
69.27,69.75,69.98,69.09
69.58,70.73,70.75,69.50
71.00,70.35,73.68,69.87
69.93,68.51,70.13,67.14
68.58,66.56,69.25,66.19
65.78,66.81,67.28,64.50
66.95,67.85,68.06,66.31
67.88,71.01,71.46,67.88
70.50,73.15,74.00,70.02
74.00,73.88,75.60,72.87
77.40,77.58,78.43,73.49
78.78,82.50,83.91,78.04
81.87,84.88,85.00,81.67
84.80,82.66,85.00,82.02
83.62,85.76,85.87,82.75
86.00,85.35,86.09,84.86
85.03,85.04,85.26,84.00
84.41,86.88,87.85,84.41
85.40,89.92,90.00,84.98
89.50,88.88,90.48,88.21
88.62,88.01,88.94,87.50
87.48,87.54,88.86,86.57
86.50,85.76,86.96,85.01
85.91,84.91,85.93,83.80
85.29,83.84,87.47,83.55
81.76,80.00,81.76,79.65
78.81,79.55,80.69,78.05
80.71,82.09,82.85,80.71
83.00,82.45,84.22,81.92
82.75,81.56,83.89,80.44
81.56,81.29,82.43,80.61
81.15,79.14,81.15,78.49
79.88,79.68,80.63,79.17
80.17,81.81,82.26,79.50
81.48,78.13,81.78,77.44
78.99,80.85,82.00,77.07
81.53,82.02,83.58,80.03
80.45,80.74,82.25,79.00
80.90,85.47,85.63,80.12
85.00,84.77,86.46,83.76
81.42,83.27,83.75,80.61
83.95,81.38,85.39,80.55
82.50,78.77,82.95,78.50
79.69,77.80,79.88,76.72
79.26,79.78,81.33,78.49
80.43,80.15,80.65,78.90
80.31,82.41,82.80,80.01
83.00,82.77,84.00,81.56
83.15,82.61,84.30,82.35
83.22,83.11,85.74,82.56
83.03,89.60,91.04,83.02
91.69,87.13,91.71,86.80
86.85,89.36,92.27,86.22
90.19,90.88,91.90,88.11
91.75,97.30,97.55,91.53
98.29,96.49,98.30,96.00
98.32,94.48,98.48,92.11
94.13,97.37,97.84,94.05
98.40,96.35,98.72,95.27
97.15,94.74,97.89,92.85
93.88,93.21,94.75,92.50
95.37,96.32,97.74,94.16
96.03,96.14,98.77,95.00
96.19,95.38,96.21,94.03
93.62,96.07,96.27,91.53
97.38,98.26,102.42,96.63
99.88,94.91,99.90,93.63
93.40,95.69,96.98,92.75
98.00,104.14,107.57,97.14
106.50,100.95,106.50,99.40
103.05,106.16,107.85,100.00
105.57,106.28,109.37,104.27
106.25,105.74,108.29,105.52
106.86,103.71,106.98,103.35
103.29,94.83,103.87,93.68
94.46,92.78,95.65,89.89
91.84,91.49,95.47,90.86
93.29,94.02,96.19,93.01
93.62,95.08,96.00,93.13
96.05,95.56,97.35,94.07
95.25,92.34,96.73,91.89
91.03,84.91,93.96,84.21
84.35,83.36,86.71,82.11
83.25,80.26,85.85,80.07
79.91,83.54,83.85,78.80
83.63,84.38,85.08,82.39
84.46,84.48,86.63,83.90
83.81,83.09,84.24,82.52
80.60,78.13,80.99,78.01
79.44,78.37,81.19,78.11
78.40,80.44,81.00,78.40
80.43,80.56,81.81,79.21
81.03,80.36,82.40,80.20
82.00,80.63,82.39,80.06
80.58,79.78,82.92,79.59
80.27,81.47,82.87,79.50
80.15,77.92,83.28,77.50
77.97,73.60,79.87,73.18
74.11,71.91,74.56,69.60
71.89,68.32,73.00,67.96
69.45,70.70,71.80,66.63
70.40,69.39,71.55,67.84
69.17,67.55,70.07,66.44
68.76,71.90,72.10,68.75
70.81,67.72,71.30,67.52
68.30,67.33,69.84,65.79
68.61,65.82,68.94,65.40
65.70,67.10,67.81,64.77
68.14,71.26,71.57,67.92
71.07,68.63,71.50,68.51
67.47,69.59,69.70,66.63
69.73,68.47,71.88,68.10
69.20,68.27,70.24,67.33
69.18,70.97,71.41,69.01
72.73,70.36,72.87,69.30
70.96,72.27,72.35,70.10
72.19,75.33,75.82,71.25
75.99,78.22,78.65,75.99
77.36,77.17,78.10,76.05
78.85,77.24,79.75,76.63
75.35,78.23,78.96,75.12
76.81,74.75,77.88,73.17
74.36,74.15,75.20,72.70
75.30,78.29,79.44,75.30
78.60,79.13,81.41,78.00
81.70,80.65,81.80,79.32
80.39,80.76,81.11,78.80
81.83,83.24,85.20,81.75
84.99,83.55,84.99,81.61
83.74,82.07,83.75,81.03
82.13,84.14,84.68,82.12
83.49,85.20,86.98,83.17
88.25,88.53,89.94,87.12
88.06,87.71,89.75,87.07
87.52,88.88,89.99,86.35
87.41,90.10,90.37,85.32
87.40,79.14,87.95,79.00
81.20,80.55,84.37,80.51
81.46,79.52,82.56,75.63
78.24,73.29,78.36,73.21
74.05,73.31,74.80,69.51
67.39,67.45,71.00,67.10
68.95,73.73,73.94,67.50
71.50,74.66,76.90,70.65
75.00,79.23,80.00,74.45
80.60,80.45,80.99,78.65
81.44,83.93,84.00,81.00
81.65,79.05,82.00,77.61
79.66,76.25,79.66,75.44
74.00,70.53,74.14,69.76
68.96,69.01,72.00,68.50
70.86,69.28,72.04,69.03
70.02,75.44,75.46,69.52
74.62,72.91,75.97,71.60
73.69,73.04,74.54,72.55
71.36,75.20,75.40,70.32
76.50,79.24,79.83,76.50
78.03,81.55,82.10,77.71
82.50,81.75,83.81,81.01
81.65,80.00,81.65,79.62
77.65,76.16,78.16,74.38
73.30,76.79,76.92,72.62
78.46,79.05,79.77,77.42
78.13,78.97,81.00,78.13
77.71,75.16,79.51,74.08
73.32,74.67,75.50,72.59
74.52,74.96,75.84,74.11
75.26,74.98,76.23,73.21
75.33,72.20,75.76,71.05
71.28,70.47,71.64,69.72
69.48,68.58,70.11,67.94
68.72,64.77,69.20,64.53
65.14,60.52,65.98,60.51
56.91,54.49,58.40,53.36
54.71,58.82,60.16,54.15
59.97,59.36,59.97,54.35
61.35,59.84,62.81,59.44
59.78,53.11,59.78,52.59
54.93,50.62,55.24,47.31
48.51,48.20,53.59,46.99
47.89,47.42,49.34,46.52
47.15,50.07,50.75,46.35
49.57,52.70,53.09,48.38
53.07,56.08,56.37,53.00
57.00,54.51,57.28,53.25
55.50,56.93,57.90,55.50
56.41,59.56,60.12,56.23
60.17,57.09,60.64,56.17
56.99,58.65,59.45,56.65
60.55,59.98,61.20,59.08
59.91,58.51,61.90,57.65
58.03,56.52,58.03,54.04
56.03,55.10,58.97,54.58
55.58,55.00,55.65,53.10
55.69,54.55,56.41,53.75
55.50,61.17,62.59,55.50
61.11,57.87,61.68,57.22
59.26,59.03,60.48,56.10
62.42,64.18,69.00,61.55
66.39,69.00,69.48,65.35
64.21,60.40,64.51,60.27
56.67,59.17,60.67,56.00
61.28,60.72,61.93,59.83
61.29,61.65,61.89,59.03
60.51,60.93,61.90,59.50
60.56,60.73,62.41,60.01
61.73,59.96,61.73,58.05
58.38,57.14,58.50,57.00
57.96,57.10,58.20,55.40
57.92,59.11,60.10,56.78
59.34,57.90,60.10,57.58
57.50,57.70,58.00,56.10
56.94,56.72,58.61,56.57
56.71,54.19,57.05,53.63
54.45,52.54,54.55,52.12
51.19,51.80,52.28,49.45
51.82,50.39,52.99,49.04
49.47,48.31,49.97,48.10
47.90,48.10,49.47,47.85
50.19,47.77,50.19,46.84
48.05,48.05,49.32,47.39
50.50,49.44,50.50,48.75
49.26,50.40,52.87,49.26
51.69,50.99,52.45,50.70
52.16,52.62,54.55,51.60
52.79,52.04,53.33,51.14
51.82,52.24,52.42,50.61
51.84,50.12,52.69,49.92
50.35,52.40,52.49,49.40
50.97,50.22,51.02,49.61
50.24,47.70,50.45,47.35
47.09,45.81,47.30,45.46
46.50,46.38,47.05,45.40
46.44,48.18,48.43,46.06
48.44,46.82,48.90,46.53
47.67,49.33,49.62,47.06
48.55,48.58,48.93,47.11
48.56,50.90,51.65,48.50
50.84,50.84,52.07,50.60
50.73,50.52,51.70,50.24
50.67,48.98,50.73,48.61
49.37,49.80,49.88,47.62
49.54,50.00,50.71,49.23
51.03,52.02,53.38,51.00
52.05,50.52,52.05,50.09
50.75,50.94,51.50,49.80
51.34,49.22,52.16,49.04
49.45,48.74,50.45,47.85
49.77,52.43,52.89,49.77
52.44,52.95,53.83,51.65
53.79,54.54,54.79,52.55
53.28,55.93,56.02,53.28
57.70,57.50,58.97,57.12
57.50,57.11,57.72,56.45
57.90,59.65,59.83,56.07
58.51,59.40,59.94,58.18
58.92,60.22,60.99,58.92
59.47,60.37,60.48,58.71
60.56,61.13,61.57,59.37
61.50,60.41,62.67,59.50
60.13,64.24,65.42,59.56
63.26,61.82,63.50,61.04
61.57,59.61,61.93,58.88
60.00,60.79,61.11,59.07
61.57,61.37,63.28,60.50
62.16,63.05,63.36,61.52
54.47,53.41,55.25,52.17
52.91,51.59,53.10,51.50
52.18,51.84,53.60,51.70
51.69,50.90,52.74,50.41
50.13,50.93,51.52,49.54
51.63,51.02,52.17,50.58
51.03,50.42,51.47,50.05
50.79,50.69,51.44,50.45
50.82,51.20,51.32,50.14
51.60,50.30,51.65,50.21
50.20,48.93,50.34,48.54
49.01,48.54,49.28,48.32
48.34,48.78,49.28,48.05
49.00,48.92,49.00,48.20
48.35,49.04,49.33,48.35
49.30,50.57,51.85,49.01
50.78,49.34,50.84,49.20
49.82,50.42,51.12,49.06
50.76,51.89,53.50,50.54
51.75,50.18,52.18,50.06
49.46,47.07,49.49,47.00
48.04,48.07,48.40,47.40
48.91,48.95,49.35,48.43
49.20,49.30,50.48,48.90
51.17,49.61,53.23,49.40
50.46,53.62,53.78,50.33
54.20,51.62,54.20,51.18
52.07,51.05,52.75,50.75
51.04,53.88,53.97,50.91
54.00,53.58,55.10,52.70
53.20,56.24,56.79,52.01
56.62,55.67,57.71,55.10
54.81,54.76,55.60,54.22
55.29,54.88,55.75,53.70
55.66,56.85,57.49,54.37
57.38,58.24,59.49,56.50
58.01,55.95,58.92,55.20
55.02,54.45,55.40,53.41
55.13,55.17,56.63,54.56
54.28,54.23,55.83,54.16
54.35,53.62,55.39,53.21
52.90,51.82,53.36,51.22
51.61,51.94,52.72,51.31
51.26,51.06,52.36,50.67
51.24,49.42,52.17,49.05
50.41,50.94,51.05,50.04
51.34,52.85,53.43,51.10
52.56,52.55,53.19,51.80
52.85,50.64,52.88,50.45
50.98,51.27,52.23,50.76
51.10,50.83,52.39,50.56
50.77,50.96,52.06,50.61
51.28,51.28,51.70,51.02
50.02,50.09,50.50,49.80
50.26,50.96,51.72,50.13
51.34,52.10,52.37,50.14
51.88,53.92,54.00,51.56
54.30,55.76,56.45,53.37
50.50,51.57,53.28,50.12
51.60,50.30,51.70,50.29
50.17,49.73,50.71,49.28
49.98,48.41,50.47,48.16
48.18,47.20,48.70,47.04
46.78,46.89,47.22,46.62
46.61,47.47,48.08,45.62
46.97,47.40,47.95,46.09
47.77,46.09,47.90,46.02
45.80,45.75,46.59,45.68
45.28,44.54,45.66,44.28
44.54,43.79,45.02,43.56
44.92,44.13,45.54,43.98
43.69,43.17,44.56,43.15
44.26,41.94,44.26,41.80
42.10,44.29,44.50,41.18
44.29,43.66,44.75,43.10
43.11,44.84,44.97,42.60
44.85,44.40,44.92,43.85
44.40,43.84,44.85,43.69
44.23,45.47,45.92,44.23
44.67,44.77,45.21,43.56
44.74,44.44,44.74,42.71
43.27,42.70,43.49,42.45
42.77,42.44,42.99,41.69
41.95,44.07,44.65,41.95
44.42,45.92,46.03,44.37
46.62,45.91,47.31,45.60
45.55,45.32,45.84,44.80
46.01,45.10,46.35,44.99
45.29,44.63,45.57,44.04
44.40,43.96,44.40,43.66
44.00,43.08,44.19,42.53
43.42,43.62,43.80,43.10
43.42,42.94,43.42,42.55
43.43,43.31,43.79,42.87
43.17,42.11,43.24,41.88
42.00,40.75,42.23,40.52
40.99,40.97,41.67,40.50
40.50,40.08,40.89,39.71
41.12,40.42,41.20,39.90
40.60,42.40,42.70,40.55
42.07,41.81,42.58,40.90
43.00,44.64,44.90,42.50
44.96,42.76,44.99,42.12
42.80,43.26,43.82,42.05
43.18,43.08,43.51,42.57
42.60,41.47,42.61,40.71
41.03,40.02,41.22,39.78
39.80,40.05,40.50,39.80
40.48,39.33,41.49,38.30
38.46,39.62,39.93,38.30
39.88,38.99,40.10,38.86
38.70,37.23,38.99,37.05
37.10,35.69,37.18,34.92
35.37,36.05,36.52,35.11
36.19,36.13,36.63,36.00
35.74,35.43,36.00,35.07
34.84,33.91,34.84,33.75
34.75,33.94,34.86,33.75
33.92,33.99,34.66,33.90
34.35,34.05,34.50,33.89
34.11,35.96,36.25,33.90
35.84,34.85,36.25,34.15
34.94,35.05,35.45,34.53
35.08,35.30,35.51,34.60
35.00,35.07,35.87,34.85
35.63,34.70,36.10,34.52
38.33,40.86,41.92,37.50
41.22,40.18,41.22,39.77
39.78,39.54,40.14,39.32
39.28,40.13,40.60,39.20
39.62,39.19,39.90,38.85
40.00,39.12,40.00,38.30
39.34,39.03,39.50,38.71
38.90,39.33,39.76,38.85
40.42,41.00,42.81,40.22
40.99,40.63,41.67,40.45
40.56,39.92,40.96,39.03
39.87,39.81,40.50,39.60
39.70,42.37,42.98,39.27
42.59,41.84,43.06,41.40
41.69,43.15,44.20,41.65
43.63,41.21,43.63,41.04
40.84,40.90,41.30,39.86
40.77,40.22,41.40,40.02
39.99,39.29,40.74,39.21
39.45,39.17,39.99,38.90
39.03,39.70,39.91,38.38
39.62,39.63,40.23,39.01
40.12,41.09,41.94,39.72
41.69,42.36,43.10,41.46
42.20,40.60,42.82,40.45
40.65,41.00,41.46,40.64
42.49,42.50,43.18,42.22
42.36,43.04,43.18,42.14
43.11,44.28,44.50,43.04
44.50,43.39,44.50,42.93
43.32,43.08,43.90,42.68
43.10,43.34,43.68,42.96
42.85,42.11,42.99,41.65
42.12,41.75,42.67,41.22
41.36,42.29,42.52,41.30
42.57,41.38,42.90,41.25
41.14,41.28,41.90,40.41
41.87,41.83,42.10,40.79
41.64,42.09,42.35,41.52
42.42,41.33,42.54,41.01
41.54,41.47,41.56,40.89
41.63,40.93,41.79,40.67
41.09,40.96,41.41,40.64
40.99,40.94,41.50,40.80
40.38,40.70,41.34,40.27
40.37,39.58,40.91,39.39
39.55,39.81,40.25,39.18
39.75,40.17,40.54,39.66
40.30,39.61,40.43,39.30
39.72,39.27,39.82,38.67
39.15,39.28,39.38,38.72
39.50,39.75,40.08,39.00
39.57,39.31,40.44,39.04
38.84,38.44,39.49,38.13
38.20,38.08,38.72,37.93
37.75,38.40,38.75,37.50
38.41,38.55,39.22,38.41
38.93,38.69,39.16,38.40
38.61,38.58,38.88,37.98
37.83,37.96,38.33,37.76
38.00,39.98,40.32,38.00
40.25,40.03,40.25,39.00
42.46,40.54,42.74,40.34
40.65,40.62,41.27,40.32
40.06,40.17,40.53,39.90
40.18,40.02,40.99,40.00
40.00,40.03,40.66,40.00
40.31,40.28,40.60,40.10
39.66,38.90,39.90,38.59
38.80,37.79,39.35,37.71
37.98,37.34,37.98,36.75
36.94,36.00,36.98,34.84
36.52,36.49,37.23,36.35
36.31,36.72,37.08,36.31
36.72,37.05,37.50,36.72
37.35,37.88,37.88,37.12
37.75,38.48,38.60,37.41
38.36,39.54,40.08,38.10
39.25,39.76,39.85,38.62
39.74,39.70,40.02,39.24
39.93,39.83,40.00,39.40
39.90,39.58,40.18,39.52
39.64,38.23,39.81,37.45
38.50,38.10,38.60,37.91
38.30,38.82,38.95,38.01
38.78,37.78,38.78,37.52
37.59,38.25,38.66,37.51
38.44,39.26,39.44,38.02
39.34,40.45,41.20,39.23
40.37,40.87,41.64,40.08
40.35,42.24,42.95,40.35
42.48,43.91,44.18,42.48
43.90,44.14,44.46,43.54
44.51,44.05,44.78,44.00
44.05,44.05,44.47,43.25
43.00,44.48,44.65,42.60
44.24,43.47,44.24,42.80
43.61,44.62,45.10,43.08
44.75,45.16,45.25,44.36
45.03,46.47,46.69,44.82
46.47,47.34,47.88,46.47
48.09,47.99,49.70,47.79
48.10,47.75,48.43,47.69
47.80,47.90,48.14,47.07
48.07,47.82,48.09,47.35
47.80,46.45,48.07,46.43
46.70,46.70,47.19,46.39
47.12,47.94,48.45,46.79
47.75,48.22,48.83,47.11
48.30,48.85,49.20,48.30
48.70,48.88,49.49,48.59
48.80,48.80,49.25,48.75
49.07,47.78,49.07,47.75
48.19,48.28,48.40,47.64
48.00,49.11,49.11,47.98
49.28,49.82,50.40,49.10
49.64,50.26,50.68,49.56
50.57,49.29,50.68,49.20
49.50,49.42,49.75,48.70
49.63,48.47,49.63,48.33
48.50,48.03,48.77,47.84
47.92,47.88,48.20,47.51
48.35,49.22,49.50,47.29
49.01,46.49,49.39,45.80
45.44,45.80,46.16,45.01
45.38,46.69,46.88,45.19
46.70,45.86,46.95,45.65
45.95,45.93,46.33,45.54
45.97,45.89,46.32,45.62
45.88,45.79,46.10,45.65
45.70,45.92,46.09,45.61
45.95,47.06,47.44,45.95
47.08,46.81,47.49,46.61
47.00,47.10,47.60,46.95
47.59,47.01,48.80,46.92
47.01,46.34,47.41,46.00
46.50,45.93,46.89,45.18
46.30,45.28,46.32,45.27
45.01,45.25,46.22,45.01
45.28,45.31,45.64,44.96
45.43,44.64,45.65,44.44
44.04,43.76,44.79,43.49
43.46,43.64,44.21,43.23
44.07,48.84,49.68,39.79
44.73,43.44,45.94,43.24
43.93,44.46,44.94,43.72
44.63,44.86,45.15,44.63
44.56,45.54,45.75,44.54
45.40,45.10,45.47,44.75
45.01,45.41,45.45,44.78
45.42,45.25,45.79,45.07
45.02,45.76,45.83,45.02
45.04,46.61,47.12,44.47
46.62,47.06,47.80,46.52
47.50,48.24,48.79,47.36
48.26,48.64,49.00,48.05
48.71,48.42,49.07,48.42
48.79,49.15,49.23,48.19
49.23,49.22,49.60,48.68
49.04,48.83,49.30,48.36
48.80,49.61,50.25,48.68
49.48,48.12,49.49,47.93
48.50,48.18,48.80,47.69
48.59,48.04,48.59,47.64
47.83,47.93,48.23,47.47
46.60,47.04,47.28,45.85
46.85,46.44,47.15,45.92
46.61,46.74,46.85,45.85
47.07,47.65,48.34,46.90
47.51,47.13,48.13,47.09
47.07,48.04,48.36,47.01
47.41,46.42,47.89,46.39
47.00,47.51,47.66,46.42
47.30,46.98,47.98,46.24
47.21,48.60,49.00,47.18
48.97,47.98,49.37,47.90
48.34,48.76,48.98,46.85
48.65,48.92,49.00,48.31
49.00,49.10,49.99,48.05
49.51,50.30,50.80,49.30
50.40,50.77,50.94,49.15
52.36,50.66,52.69,49.74
50.80,51.44,51.49,50.24
50.98,50.99,51.44,50.16
50.46,51.43,51.87,50.42
51.60,52.04,52.21,51.05
52.19,53.72,54.54,52.07
53.75,53.81,54.10,53.18
53.80,57.67,57.89,53.78
57.50,57.04,57.98,56.05
57.25,60.70,61.48,57.02
60.45,63.20,64.27,60.24
63.20,65.70,66.14,62.55
63.37,62.16,65.13,61.67
62.59,61.25,63.23,61.07
62.59,63.00,64.75,62.48
63.27,67.57,67.75,62.91
67.17,67.20,68.58,65.01
67.60,64.46,67.61,64.20
62.50,63.81,64.18,61.40
63.91,64.12,64.38,63.20
64.62,64.30,66.18,64.22
64.49,63.92,64.55,63.50
64.00,64.09,64.85,63.76
63.90,64.18,66.15,63.81
64.58,63.53,64.89,62.80
63.25,61.59,63.37,61.00
61.94,61.76,63.00,61.03
61.87,63.43,63.83,61.81
63.47,66.00,66.38,63.47
66.05,66.37,66.68,64.70
65.25,64.58,66.27,64.36
64.70,64.10,65.36,63.65
63.64,63.81,64.06,62.69
63.89,64.88,65.58,63.89
65.13,66.31,66.81,64.90
65.84,66.26,67.76,65.84
65.94,66.49,67.71,65.60
