COYN,COPsync,NASDAQ
1.02,0.95,1.02,0.95
1.00,0.96,1.00,0.96
0.94,0.90,0.94,0.81
0.90,0.85,0.94,0.82
0.85,0.84,0.92,0.75
0.84,0.83,1.00,0.81
0.95,0.81,0.96,0.81
0.90,0.83,0.90,0.82
0.84,0.87,0.87,0.84
0.86,0.86,0.87,0.81
0.84,0.80,0.85,0.78
0.80,0.81,0.84,0.78
0.78,0.81,0.85,0.77
0.80,0.87,0.90,0.80
0.84,0.82,0.85,0.80
0.85,0.76,0.87,0.75
0.77,1.04,1.08,0.75
1.10,1.03,1.28,0.98
0.77,0.69,0.77,0.61
0.71,0.68,0.71,0.62
0.70,0.66,0.73,0.64
0.70,0.65,0.70,0.62
0.65,0.63,0.66,0.62
0.63,0.63,0.64,0.62
