COYN,COPsync,NASDAQ
4.20,4.60,4.60,4.08
4.25,4.86,4.86,4.15
4.86,5.50,6.25,4.86
5.25,5.30,5.50,5.25
5.30,5.25,5.30,5.25
4.50,5.25,5.25,4.50
5.00,5.25,5.25,4.90
5.00,5.00,5.00,5.00
5.00,5.00,5.50,5.00
5.50,5.50,5.50,5.00
5.50,7.00,8.00,5.25
7.50,5.00,7.50,4.50
5.50,6.00,7.00,5.50
6.00,6.50,6.50,6.00
7.00,6.00,7.00,6.00
6.25,6.00,6.75,6.00
6.50,6.50,7.00,5.50
6.50,6.75,7.00,6.00
6.50,6.50,6.50,5.90
6.00,5.50,6.00,5.50
5.25,5.25,5.75,5.25
5.05,5.10,6.50,5.05
6.25,5.12,6.25,5.12
6.00,6.00,6.25,6.00
6.00,5.95,6.40,5.95
6.40,5.00,6.40,5.00
5.50,5.90,5.90,5.05
5.05,5.50,5.50,5.05
5.50,5.50,5.50,5.50
5.70,6.00,6.25,5.30
6.00,6.00,6.45,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
5.95,5.95,6.00,5.95
5.50,5.12,6.50,5.12
5.50,5.50,5.50,5.50
5.50,5.12,5.50,5.12
5.25,5.50,6.00,5.25
6.00,5.25,6.00,5.25
6.00,5.60,6.25,5.50
5.60,5.75,5.75,5.60
6.50,5.50,6.50,5.50
5.70,5.70,5.70,5.70
5.70,5.12,6.00,5.12
5.12,5.12,5.12,5.12
5.12,5.00,5.12,5.00
5.10,5.05,6.25,5.05
5.05,5.25,6.20,5.00
5.50,5.50,5.50,5.50
5.05,6.45,6.45,5.05
5.15,5.15,5.75,5.10
5.85,5.15,6.00,5.15
5.15,4.50,5.50,4.50
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,4.50,5.00,4.50
4.80,4.80,4.80,4.80
4.80,5.00,5.00,4.80
4.50,4.80,5.00,4.50
5.00,4.50,5.00,4.50
5.00,4.50,5.00,4.50
4.50,4.50,4.50,4.25
4.50,4.25,4.50,4.25
4.25,4.50,4.50,4.10
4.50,4.25,4.50,4.25
4.50,4.10,4.50,4.10
4.10,4.00,4.10,4.00
4.00,4.00,4.05,4.00
4.05,4.00,4.05,4.00
4.00,4.50,4.60,4.00
4.50,5.00,5.00,4.50
5.00,5.00,5.00,4.45
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.50,4.75
5.00,4.65,5.00,4.65
5.50,5.00,5.50,4.65
5.00,5.00,5.00,4.50
5.00,5.00,5.00,5.00
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
N/A,N/A,N/A,N/A
4.50,4.50,4.95,4.50
4.95,4.50,4.95,4.50
4.50,4.60,4.60,4.50
4.65,4.50,4.70,4.50
4.90,4.50,4.90,4.05
4.50,4.25,4.50,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.50,4.25
4.25,4.25,4.25,4.25
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.25,4.25,3.75
4.00,4.00,4.00,4.00
3.75,4.00,4.00,3.75
3.75,4.00,4.00,3.75
4.00,3.76,4.00,3.76
4.00,3.75,4.00,3.75
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
N/A,N/A,N/A,N/A
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.50,3.50,3.50,3.00
3.50,4.00,4.00,3.50
N/A,N/A,N/A,N/A
3.88,4.00,4.00,3.88
3.65,3.50,4.00,3.50
4.00,3.75,4.00,3.50
3.95,3.50,3.95,3.50
3.50,3.50,3.50,3.50
3.75,4.00,4.00,3.50
4.00,3.50,4.00,3.50
3.75,3.75,3.75,3.75
4.00,4.00,4.00,4.00
4.00,3.50,4.00,3.50
3.75,3.75,3.75,3.75
3.50,3.75,4.00,3.50
4.00,4.00,4.00,3.75
4.00,3.75,4.00,3.75
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,3.75,4.00,3.75
3.05,3.85,3.85,3.00
3.75,3.50,3.75,3.50
3.75,3.75,3.75,3.75
4.25,3.75,4.25,3.75
3.15,3.50,3.75,3.15
3.75,3.75,3.75,3.50
3.50,4.00,4.00,3.50
3.75,4.00,4.00,3.70
4.00,3.75,4.00,3.75
3.75,3.85,4.00,3.75
3.75,4.00,4.00,3.75
4.00,4.00,4.00,4.00
3.75,3.92,4.00,3.75
3.92,3.92,3.92,3.92
3.80,4.00,4.00,3.80
N/A,N/A,N/A,N/A
4.00,3.80,4.00,3.80
4.15,4.25,4.25,3.80
4.50,5.50,5.50,4.50
5.25,5.25,6.00,5.00
5.50,4.90,5.50,4.80
4.05,5.00,5.10,4.05
9.00,5.12,10.00,5.00
5.50,4.75,5.50,4.75
5.00,4.00,6.00,3.50
4.75,5.00,6.00,4.00
5.00,5.00,5.00,5.00
5.99,5.97,5.99,5.25
5.98,5.75,5.98,5.50
5.75,5.50,5.75,5.50
5.50,5.50,5.50,5.50
5.50,5.75,5.75,5.00
5.75,5.75,5.75,5.75
5.25,5.25,5.25,5.25
5.25,5.26,5.50,5.25
5.50,5.51,5.75,5.50
5.75,5.52,5.75,5.52
6.00,5.50,6.00,5.50
5.75,5.75,5.75,5.25
5.00,5.25,5.25,5.00
5.50,5.50,5.50,5.50
5.50,5.00,5.50,5.00
5.00,5.50,5.50,5.00
5.25,5.25,5.25,5.25
5.01,5.02,5.03,5.01
5.00,4.60,5.00,4.55
4.60,4.50,5.00,4.50
4.75,4.75,4.95,4.50
4.75,4.50,4.75,4.50
N/A,N/A,N/A,N/A
4.50,4.25,4.50,4.25
4.38,5.00,5.00,4.25
5.00,4.50,5.00,4.50
4.01,4.01,4.01,4.01
4.01,5.00,5.00,4.01
4.50,4.50,4.50,4.50
4.01,4.50,4.50,4.01
4.62,4.75,4.75,4.62
4.50,4.75,4.75,4.50
4.75,4.50,4.75,4.50
4.01,5.00,5.00,4.01
4.62,4.62,4.62,4.50
N/A,N/A,N/A,N/A
4.50,4.62,4.62,4.50
4.25,4.75,4.75,4.25
4.02,4.75,4.75,4.02
4.75,4.04,4.75,4.04
4.25,4.75,4.75,4.25
4.75,4.25,4.75,4.25
5.50,4.88,5.50,4.75
N/A,N/A,N/A,N/A
4.75,4.50,4.75,4.50
4.25,4.70,4.70,4.25
4.70,4.50,4.70,4.50
4.50,4.50,4.50,4.50
N/A,N/A,N/A,N/A
4.50,4.70,4.70,4.50
4.50,4.50,4.55,4.50
4.70,4.50,4.70,4.50
4.25,4.70,4.70,4.25
4.50,4.70,4.70,4.50
4.65,4.50,4.65,4.50
N/A,N/A,N/A,N/A
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.55,4.62,4.62,4.55
4.88,4.62,4.88,4.62
4.78,4.88,4.88,4.78
4.78,4.90,4.90,4.50
4.90,4.94,4.95,4.75
4.75,4.75,4.75,4.75
4.90,4.95,4.95,4.75
4.95,4.95,4.95,4.95
4.75,4.95,4.95,4.75
4.95,4.50,5.50,4.50
5.00,5.00,5.00,5.00
5.00,4.50,5.12,4.50
4.50,4.50,4.50,4.50
4.50,4.90,5.00,4.04
4.04,4.50,4.50,4.04
4.50,4.25,4.50,4.04
4.04,4.04,4.04,4.04
4.25,4.25,4.25,4.25
4.50,4.25,4.50,4.25
4.01,4.00,4.25,4.00
4.25,4.25,4.25,4.00
4.25,4.25,4.25,4.15
4.00,4.25,4.25,4.00
4.25,4.25,4.25,4.00
4.25,4.25,4.25,4.12
4.12,4.12,4.12,4.12
4.50,4.25,4.50,4.25
4.12,4.10,4.12,3.75
4.15,4.25,4.25,4.00
3.50,4.00,4.20,3.50
4.25,3.88,4.25,3.88
3.88,3.85,4.50,3.75
4.25,4.25,4.25,4.25
N/A,N/A,N/A,N/A
4.25,4.25,4.25,4.25
4.00,4.25,4.25,4.00
N/A,N/A,N/A,N/A
4.25,4.25,4.25,4.00
4.25,4.25,4.25,4.25
4.00,4.25,4.25,4.00
4.00,3.90,4.00,3.90
4.00,4.00,4.00,3.90
3.50,3.50,3.50,3.50
3.75,3.50,3.75,3.50
4.00,4.00,4.00,4.00
4.00,3.75,4.00,3.75
4.00,3.75,4.00,3.75
4.00,4.00,4.00,3.85
3.80,3.60,3.80,2.75
3.95,3.95,3.95,3.95
3.50,3.95,4.00,2.75
3.75,3.50,3.75,3.50
3.95,3.95,3.95,3.95
3.62,3.62,3.95,3.62
4.00,4.00,4.00,3.95
3.62,3.81,3.81,3.62
3.62,3.25,3.80,3.25
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.38,3.25,3.50,3.25
4.00,3.55,4.00,3.25
3.60,3.95,3.95,3.60
3.95,3.95,3.95,3.95
3.95,3.92,3.95,3.25
N/A,N/A,N/A,N/A
3.25,3.50,3.50,3.25
N/A,N/A,N/A,N/A
3.25,3.25,3.25,3.25
3.50,3.92,3.92,3.50
3.50,3.50,3.50,3.25
N/A,N/A,N/A,N/A
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.25
4.00,3.50,4.00,3.50
3.50,3.25,3.50,3.25
3.25,3.25,3.50,3.25
3.50,3.30,3.50,3.25
N/A,N/A,N/A,N/A
3.05,3.25,3.25,3.05
3.25,3.10,3.25,3.10
3.10,3.50,3.50,3.10
3.50,3.50,3.50,3.50
3.25,3.25,3.25,3.25
3.25,3.00,3.25,3.00
N/A,N/A,N/A,N/A
3.00,3.00,3.00,3.00
3.25,2.50,3.25,2.50
3.00,3.25,3.25,3.00
3.25,3.25,3.25,2.50
2.50,3.00,3.25,2.28
3.05,3.05,3.05,3.05
3.25,3.05,3.25,3.05
N/A,N/A,N/A,N/A
3.15,3.12,3.15,3.05
2.70,3.15,3.15,2.70
3.05,3.00,3.05,3.00
N/A,N/A,N/A,N/A
3.00,3.00,3.00,3.00
2.80,2.80,2.80,2.80
2.80,2.80,3.15,2.80
3.15,3.15,3.15,2.80
3.15,3.18,3.18,3.00
3.25,3.25,3.25,3.25
N/A,N/A,N/A,N/A
3.00,3.00,3.00,3.00
3.00,3.12,3.12,3.00
3.12,3.12,3.12,3.12
3.18,3.30,3.30,3.15
3.38,3.50,3.50,3.38
3.50,3.50,3.50,3.50
4.00,3.25,4.00,3.25
3.25,3.25,3.25,3.25
3.50,3.62,3.62,3.50
3.62,3.62,3.62,3.62
3.65,3.65,3.65,3.65
3.75,3.50,3.85,3.50
3.50,3.50,3.50,3.50
3.50,3.00,3.50,3.00
3.50,3.25,3.50,3.00
3.25,3.62,3.62,3.25
3.62,3.62,3.62,3.62
3.62,4.00,4.00,3.62
4.00,3.00,4.00,3.00
3.00,3.00,3.00,3.00
3.75,3.00,3.75,3.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.50,3.50,3.50,3.00
3.75,3.50,3.75,3.50
3.75,3.75,3.75,3.75
3.75,3.25,3.75,3.25
3.50,3.00,3.75,3.00
3.50,3.00,4.00,3.00
3.00,3.00,3.00,3.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.50,3.00,3.00,2.50
3.25,3.25,3.62,3.25
3.25,3.30,3.30,3.25
3.50,3.50,3.50,3.50
3.62,3.75,3.75,3.62
3.50,3.50,3.50,3.50
3.00,3.75,3.75,3.00
N/A,N/A,N/A,N/A
3.65,3.62,3.75,3.50
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.62
2.50,3.75,3.75,2.50
2.75,3.75,3.75,2.75
3.75,3.25,3.75,3.25
3.88,3.88,3.88,3.75
3.88,4.00,4.00,3.88
4.00,3.50,4.00,3.50
3.25,3.25,3.25,3.25
3.50,3.50,3.50,3.50
3.25,3.50,3.50,3.25
3.50,3.50,3.50,3.50
3.50,3.00,3.50,3.00
N/A,N/A,N/A,N/A
3.00,3.58,3.58,3.00
2.50,3.50,3.50,2.50
3.50,3.62,3.62,3.50
3.62,3.62,3.62,3.62
3.62,3.00,3.62,3.00
3.75,3.75,3.75,3.75
3.00,3.00,3.00,3.00
3.75,3.75,3.75,3.75
3.75,3.62,3.75,3.62
3.62,3.62,3.62,3.62
3.88,3.88,3.88,3.88
3.50,3.50,3.50,3.50
3.62,3.62,3.62,3.62
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.62,3.62,3.62,3.62
3.25,3.62,3.62,3.25
3.50,3.50,3.62,3.50
3.50,3.62,3.62,3.50
3.50,3.50,3.50,3.50
3.62,3.62,3.62,3.60
3.62,3.50,3.62,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.00,3.58,3.58,3.00
3.62,3.25,3.62,3.25
3.25,3.62,3.62,3.25
3.62,3.62,3.62,3.62
3.62,3.75,3.75,3.62
3.08,3.75,3.75,3.08
3.75,3.75,3.75,3.02
3.75,3.75,3.75,3.75
N/A,N/A,N/A,N/A
3.20,3.20,3.20,3.20
N/A,N/A,N/A,N/A
3.25,3.10,3.25,3.10
3.10,3.10,3.10,3.10
N/A,N/A,N/A,N/A
3.75,3.75,3.75,3.50
3.75,3.25,3.75,3.25
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.68,3.12
3.12,3.10,3.50,3.10
3.25,3.75,3.75,3.10
3.50,3.50,3.50,3.00
3.00,3.08,3.08,3.00
3.08,2.80,3.08,2.80
2.58,3.00,3.00,2.58
3.12,3.12,3.12,3.12
3.10,3.12,3.12,3.10
3.50,3.12,3.50,3.12
3.50,3.62,3.74,3.50
3.25,3.62,3.62,3.25
3.00,3.50,3.50,3.00
3.50,3.25,3.50,3.25
3.12,3.50,3.50,3.12
3.50,3.25,3.50,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.50,3.62,3.62,3.50
3.50,3.20,3.50,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
N/A,N/A,N/A,N/A
3.20,3.20,3.20,3.20
3.13,3.20,3.50,3.13
N/A,N/A,N/A,N/A
3.00,3.20,3.20,3.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.50,3.50,3.50,3.20
3.50,3.45,3.50,3.45
3.50,3.50,3.50,3.50
3.00,3.50,3.50,3.00
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.62,3.70,3.70,3.62
3.70,3.88,3.90,3.70
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.72,3.75,3.75,3.72
N/A,N/A,N/A,N/A
3.75,3.75,3.75,3.75
3.72,3.95,3.95,3.72
4.00,3.90,4.00,3.90
3.90,4.00,4.00,3.90
4.00,4.00,4.15,4.00
3.75,3.75,3.75,3.75
N/A,N/A,N/A,N/A
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.63,3.63,3.63,3.63
3.85,3.85,3.85,3.85
N/A,N/A,N/A,N/A
3.85,4.00,4.00,3.85
4.10,4.10,4.10,4.10
4.05,4.00,4.05,3.25
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.75,3.88,4.00,3.75
3.88,4.00,4.00,3.88
4.08,4.00,4.08,4.00
3.75,3.50,3.75,3.50
3.00,3.00,3.00,3.00
N/A,N/A,N/A,N/A
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.50,3.25,3.50,3.25
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.25,3.25,3.25,3.25
3.50,3.50,3.50,3.50
3.50,3.38,3.50,3.38
3.38,3.38,3.38,3.38
3.38,3.40,3.50,3.25
3.75,3.75,3.75,3.75
N/A,N/A,N/A,N/A
3.85,3.95,3.95,3.85
N/A,N/A,N/A,N/A
3.60,3.75,3.75,3.40
3.95,3.95,3.95,3.95
3.95,5.00,5.00,3.95
5.00,5.50,5.50,5.00
5.50,7.00,8.00,5.50
7.25,6.50,7.25,5.55
7.50,6.88,9.00,6.38
6.50,6.50,6.50,6.50
6.50,8.00,8.00,6.50
8.50,8.50,8.50,8.25
10.00,7.75,10.00,7.75
7.50,8.75,9.00,7.50
6.50,9.00,9.90,6.50
10.00,10.00,10.00,9.00
9.60,8.25,10.00,7.50
8.50,8.20,8.50,7.50
8.50,8.50,8.50,8.20
8.50,8.00,8.50,8.00
8.50,8.50,8.50,8.50
8.75,9.00,9.00,8.75
9.50,9.00,9.50,9.00
9.00,8.50,9.00,8.50
N/A,N/A,N/A,N/A
8.50,8.50,8.50,8.25
8.50,8.50,8.50,8.50
8.50,7.50,8.50,7.50
7.50,7.50,7.50,3.50
7.50,6.50,7.50,6.50
7.20,6.00,7.20,5.05
5.40,6.00,6.00,5.40
6.50,7.25,8.00,6.50
7.25,6.25,7.50,6.25
6.50,6.50,8.00,6.50
7.00,6.50,7.00,6.50
7.00,7.00,7.00,7.00
7.50,7.50,7.75,7.50
7.26,8.00,8.00,7.26
8.00,7.25,8.00,7.25
7.50,7.50,7.50,7.25
7.50,7.50,7.50,7.25
6.50,7.00,7.00,6.50
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.50,7.00,7.50,7.00
7.00,7.00,7.00,7.00
7.00,6.50,7.00,6.50
6.75,6.75,6.75,6.75
7.00,7.50,7.50,7.00
8.00,7.50,8.00,7.00
7.50,7.00,7.50,7.00
7.00,7.00,7.00,7.00
N/A,N/A,N/A,N/A
7.50,7.50,8.00,7.50
7.00,7.00,7.00,7.00
8.00,8.00,8.00,8.00
7.75,7.75,7.75,7.75
7.00,7.00,7.00,7.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
7.00,7.00,7.00,7.00
N/A,N/A,N/A,N/A
7.50,7.00,7.50,7.00
8.00,8.00,8.00,8.00
N/A,N/A,N/A,N/A
7.00,5.99,7.00,4.50
4.52,6.00,6.00,4.52
5.00,4.75,5.00,4.75
4.75,5.00,5.00,4.75
5.00,5.00,5.00,5.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
5.50,5.50,5.50,5.50
7.00,5.00,7.00,5.00
6.25,6.25,6.25,6.25
N/A,N/A,N/A,N/A
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,5.90
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,5.00,6.00,4.75
5.00,5.25,5.25,5.00
5.50,5.00,5.50,5.00
N/A,N/A,N/A,N/A
5.00,5.00,5.00,5.00
27.50,5.75,6.00,5.75
6.00,6.00,6.00,6.00
N/A,N/A,N/A,N/A
6.00,5.00,6.00,4.75
5.00,4.75,5.00,4.75
N/A,N/A,N/A,N/A
6.00,6.00,6.00,6.00
6.50,5.00,6.50,4.75
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.50,4.85,5.00,4.50
5.00,4.60,5.00,4.50
4.48,4.85,4.85,4.48
4.85,4.85,4.85,4.85
4.85,5.25,5.25,4.85
4.55,4.50,4.55,4.50
5.25,5.00,5.25,5.00
5.25,5.25,5.25,5.25
N/A,N/A,N/A,N/A
5.00,5.00,6.00,5.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.95,5.95,5.95,5.95
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
5.95,5.50,5.95,5.50
5.95,4.55,5.95,4.55
5.95,5.95,5.95,5.95
4.55,4.55,5.95,4.50
5.95,5.95,5.95,4.60
N/A,N/A,N/A,N/A
5.95,5.95,5.95,5.95
5.95,5.95,5.95,5.95
5.50,5.50,5.50,4.55
5.00,5.00,5.00,5.00
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.00,4.75,5.00,4.75
N/A,N/A,N/A,N/A
5.50,5.50,5.50,5.50
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.25,5.00,5.25,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
N/A,N/A,N/A,N/A
5.00,5.00,5.00,5.00
5.00,5.00,5.00,4.50
N/A,N/A,N/A,N/A
5.25,5.25,5.25,5.25
N/A,N/A,N/A,N/A
4.75,4.50,4.75,4.40
4.50,5.25,5.25,4.40
5.25,5.00,5.25,4.40
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.40,4.40,4.40,4.40
5.95,4.50,5.95,4.50
4.50,4.50,4.50,4.50
N/A,N/A,N/A,N/A
5.50,4.50,5.50,4.50
5.50,4.50,5.50,4.50
4.50,5.00,5.00,4.50
5.00,5.50,5.50,5.00
4.75,4.50,5.00,4.50
5.00,5.25,5.25,5.00
5.25,5.00,5.25,5.00
5.00,5.00,5.00,4.75
5.00,5.00,5.00,5.00
N/A,N/A,N/A,N/A
5.00,5.00,5.00,5.00
4.55,5.00,5.00,4.50
5.00,5.00,5.00,5.00
4.50,4.50,4.50,4.50
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.00,5.50,5.50,4.50
5.50,5.50,5.50,5.50
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.00,4.25,5.00,4.25
5.00,5.00,5.00,5.00
4.25,4.50,4.50,4.25
5.25,4.38,5.25,4.25
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.38,4.38,4.38,4.38
4.50,4.50,4.50,4.50
4.50,4.25,4.50,4.25
4.25,4.25,4.25,4.25
N/A,N/A,N/A,N/A
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,5.00,5.00,4.25
4.50,4.50,4.50,4.50
4.50,4.25,4.50,4.25
4.00,4.25,4.25,4.00
5.00,4.75,5.00,3.50
4.50,4.00,4.50,3.50
3.88,4.75,4.75,3.88
4.75,4.50,4.75,3.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
3.50,4.50,4.50,3.50
N/A,N/A,N/A,N/A
4.00,4.00,4.00,3.50
0.56,4.00,4.00,0.56
3.50,4.50,4.50,3.50
4.00,4.00,4.00,4.00
0.56,3.25,4.50,0.56
3.00,3.75,3.75,3.00
4.50,4.50,4.60,3.75
4.60,4.45,4.75,4.00
4.75,4.00,4.75,4.00
N/A,N/A,N/A,N/A
4.45,4.50,4.50,4.45
4.45,4.40,4.45,3.50
4.40,4.25,4.40,4.25
3.40,4.25,4.25,3.40
3.50,4.25,4.25,3.50
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.40,3.45,4.25,3.40
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.25,4.50,4.50,3.25
0.56,3.50,3.50,0.56
4.20,4.20,4.20,3.25
4.05,4.05,4.05,4.05
3.50,4.20,4.20,3.50
4.00,4.00,4.00,4.00
3.50,3.50,3.50,3.50
4.45,3.50,4.45,3.50
3.00,3.50,3.99,3.00
3.98,4.00,4.00,3.98
4.00,4.25,4.25,3.50
3.50,4.00,4.00,3.00
3.50,3.50,3.50,3.50
4.00,4.00,4.00,4.00
N/A,N/A,N/A,N/A
3.50,3.50,3.50,3.50
3.05,3.92,4.00,3.05
N/A,N/A,N/A,N/A
3.50,4.45,4.45,3.50
N/A,N/A,N/A,N/A
3.50,3.50,3.50,3.50
3.50,3.50,4.00,3.50
4.00,3.50,4.45,3.50
4.50,4.50,4.50,4.50
N/A,N/A,N/A,N/A
4.50,3.50,4.50,3.50
4.00,4.00,4.00,4.00
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
4.00,4.00,4.00,4.00
3.05,4.25,4.25,3.05
3.60,3.50,4.42,3.50
4.00,4.50,4.50,4.00
N/A,N/A,N/A,N/A
4.75,4.00,4.75,4.00
4.00,4.00,4.25,4.00
4.45,4.50,4.50,4.00
4.50,4.50,4.50,4.50
N/A,N/A,N/A,N/A
4.00,4.00,4.00,4.00
4.00,4.50,4.50,4.00
3.50,4.50,4.50,3.50
4.00,4.50,4.50,4.00
4.45,4.45,4.45,4.45
4.00,4.45,4.45,4.00
4.45,4.45,4.45,4.45
3.75,4.45,4.45,3.75
4.45,3.76,4.50,3.76
4.00,4.50,4.50,4.00
4.50,4.75,5.00,4.42
5.50,5.25,6.00,4.50
3.80,5.00,5.00,3.80
5.00,5.00,5.50,4.24
5.05,5.00,5.05,5.00
5.50,5.50,5.50,4.50
3.80,5.50,6.00,3.80
3.80,5.40,5.50,3.80
5.02,5.00,5.25,5.00
4.50,5.40,5.50,4.50
5.50,5.04,5.50,5.04
5.50,5.00,5.80,5.00
N/A,N/A,N/A,N/A
3.80,5.50,5.50,3.80
5.50,6.00,6.00,5.50
5.00,5.00,5.00,4.98
N/A,N/A,N/A,N/A
6.00,4.75,6.00,4.75
6.00,5.25,6.00,4.75
6.00,5.50,6.00,5.50
5.50,4.50,5.50,4.50
4.00,5.00,5.00,4.00
3.80,5.00,5.00,3.80
N/A,N/A,N/A,N/A
5.00,5.00,5.00,5.00
5.50,6.00,6.00,5.50
5.10,5.00,6.00,5.00
5.88,5.25,5.96,5.25
5.95,5.90,6.00,5.90
5.90,5.90,5.90,5.90
N/A,N/A,N/A,N/A
5.61,5.00,5.90,5.00
5.50,5.42,5.50,5.42
5.10,5.10,5.10,5.10
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.42,5.45,5.45,5.38
N/A,N/A,N/A,N/A
5.04,5.00,5.04,5.00
