ELON,Echelon Corporation - Common Stock,NASDAQ
71.30,70.50,72.80,70.10
70.00,71.90,72.05,70.00
72.70,73.50,74.20,71.80
73.20,73.90,74.70,72.30
73.30,74.60,75.10,72.40
73.90,75.10,75.40,73.90
75.60,78.50,78.80,74.60
77.20,74.00,77.50,74.00
73.60,74.70,75.10,71.70
74.90,74.50,77.20,74.40
75.40,78.00,78.10,73.76
77.80,76.20,79.00,76.20
76.40,75.65,78.50,74.32
77.30,78.70,78.80,75.90
78.90,80.70,81.00,77.10
82.20,83.10,84.46,80.00
82.90,84.10,84.50,82.50
84.60,85.10,89.60,84.00
87.10,79.50,87.10,79.00
79.60,79.50,81.20,78.60
80.30,83.70,84.50,80.30
83.20,82.20,83.90,81.50
81.80,82.00,83.30,80.70
82.00,81.20,82.10,80.10
82.40,80.40,82.40,80.00
80.50,86.70,87.10,80.50
86.60,85.50,87.20,85.10
85.00,84.20,85.30,82.00
83.40,80.50,85.00,79.60
81.90,86.10,86.90,81.50
86.40,85.10,86.70,81.90
85.20,86.20,86.50,82.40
85.60,85.70,87.00,84.00
86.70,85.50,87.40,84.00
86.50,86.20,86.70,84.90
85.50,83.80,85.90,82.70
84.60,86.90,86.90,83.60
86.90,85.50,87.50,84.70
84.50,82.70,84.60,82.00
82.60,85.70,86.00,82.10
85.30,85.10,85.90,83.50
84.50,85.40,86.00,83.10
86.10,87.10,88.60,85.20
86.70,88.20,88.80,86.60
89.40,86.20,89.40,86.10
86.20,88.10,88.10,85.97
86.60,85.00,88.60,84.10
85.70,87.50,89.40,85.70
88.50,85.30,88.50,83.70
85.60,85.60,86.30,84.76
86.10,86.20,87.70,85.90
85.30,83.70,85.50,83.50
83.30,82.80,83.50,80.50
83.50,78.80,83.50,78.50
78.40,78.70,79.20,77.20
78.90,78.00,80.40,77.10
79.00,80.20,80.40,77.80
79.90,79.80,80.80,78.20
83.20,89.30,91.90,82.20
89.20,87.00,90.90,86.40
86.40,88.50,89.50,86.20
88.20,85.90,89.40,85.50
86.00,89.10,89.40,85.80
87.60,88.20,89.10,86.80
87.60,85.80,88.60,85.70
88.70,86.60,90.40,86.40
86.70,83.80,87.50,83.26
84.60,84.70,86.70,84.10
88.00,88.70,89.62,88.00
89.10,90.20,91.20,87.80
91.20,90.70,92.40,88.80
90.80,88.20,90.80,87.70
89.60,96.00,96.00,89.60
95.20,96.10,96.90,95.20
95.30,96.60,97.20,91.90
95.10,95.30,96.20,94.00
97.50,97.50,99.00,97.20
97.70,97.60,98.60,97.30
97.40,99.40,99.40,96.20
99.00,101.90,102.50,99.00
103.10,103.20,104.70,101.50
103.50,103.50,104.40,101.50
101.70,98.80,101.70,95.70
98.90,102.10,102.60,98.00
102.80,102.60,104.30,101.50
102.80,102.60,103.80,100.70
102.10,104.00,105.00,101.80
103.80,103.90,104.30,100.70
103.50,105.00,105.10,102.70
105.00,105.40,106.30,102.60
105.90,106.00,106.30,101.90
105.90,105.90,106.68,103.60
105.60,102.55,105.60,100.80
102.70,104.80,105.40,102.70
105.00,105.10,105.20,103.30
104.90,102.40,104.90,101.00
102.00,102.40,103.20,100.50
101.80,101.90,103.80,100.50
103.20,104.70,105.80,102.70
105.00,101.20,105.30,99.00
101.00,101.80,102.70,100.10
101.70,102.40,102.50,100.50
102.40,102.10,103.70,100.00
101.40,101.80,102.40,100.50
102.20,103.50,103.60,101.30
101.20,102.10,103.90,99.10
102.00,103.20,103.20,100.80
103.40,104.60,104.60,102.00
102.60,101.40,104.50,100.00
101.90,97.60,102.20,97.40
96.30,95.70,97.45,94.30
96.10,95.40,97.70,95.20
95.20,96.40,96.60,94.10
95.40,94.00,95.60,92.70
94.40,95.90,97.00,93.00
95.60,94.40,97.20,93.90
94.00,88.60,94.00,88.00
89.60,91.00,92.00,89.20
91.70,92.30,93.10,90.40
91.80,92.40,93.30,90.70
92.50,89.80,92.60,89.00
90.10,91.10,92.00,87.70
91.50,94.10,94.10,91.50
93.90,96.80,96.80,93.90
97.00,96.30,97.70,95.10
95.00,98.40,98.75,95.00
98.70,95.50,98.70,92.40
95.70,93.20,95.70,91.90
92.80,91.00,93.70,90.30
91.80,91.70,93.70,90.78
91.70,94.00,95.20,91.30
94.70,89.80,94.70,89.50
88.20,82.90,89.00,81.90
83.30,86.30,89.50,82.20
86.20,88.50,89.20,85.10
89.20,88.80,90.20,87.70
90.00,87.60,90.00,86.10
87.80,85.40,89.50,84.90
85.10,84.50,86.40,84.20
85.80,88.00,89.60,85.80
87.90,86.20,89.10,85.50
86.50,85.80,88.10,83.30
86.00,85.85,88.20,85.00
85.30,85.80,86.50,85.10
84.30,82.90,86.10,82.40
82.10,82.80,84.00,82.10
81.10,80.90,82.80,80.20
78.70,81.10,82.90,76.70
80.70,81.80,82.90,80.60
83.30,81.80,83.40,80.90
83.00,82.50,83.10,81.45
84.30,86.42,86.60,84.30
87.10,87.30,87.50,86.00
87.10,89.20,89.60,86.70
90.00,90.20,90.80,89.60
91.20,92.30,93.20,91.10
93.50,94.10,94.90,93.00
94.30,98.40,98.50,94.20
99.50,101.70,102.20,99.20
101.80,101.30,102.80,101.00
102.00,101.60,103.95,100.90
102.30,98.30,102.70,98.00
98.60,98.40,99.90,97.80
98.50,98.90,99.50,98.30
99.00,98.30,100.30,97.50
98.40,89.90,98.50,89.90
90.40,88.90,92.16,88.50
87.90,86.60,89.30,86.20
87.50,86.00,88.18,85.41
85.30,86.90,87.70,85.11
86.60,90.30,90.45,86.40
88.80,88.70,90.90,86.70
89.30,88.10,89.80,87.90
90.20,91.20,91.50,89.70
92.30,92.80,93.40,90.20
92.30,93.10,93.31,91.80
93.40,95.40,97.00,93.00
95.50,95.00,95.60,93.80
94.60,95.00,95.00,93.90
94.80,95.10,95.80,94.30
95.60,92.20,95.60,92.20
91.90,90.50,92.40,89.30
90.70,88.60,91.00,88.60
87.90,88.00,91.40,87.20
96.80,101.60,105.40,96.70
100.30,104.60,106.10,100.30
104.90,106.20,106.50,104.80
106.10,105.10,106.10,103.80
104.00,105.90,107.16,103.60
105.70,103.70,105.80,102.70
102.40,98.60,103.30,97.50
97.70,98.10,99.20,96.00
98.70,99.00,99.90,98.00
99.60,97.85,99.76,96.00
97.00,96.20,97.60,95.00
94.30,92.30,94.97,92.10
92.60,90.80,92.79,90.60
90.40,91.90,93.50,90.40
91.30,94.40,95.00,90.40
94.80,94.40,94.80,93.35
96.60,95.60,97.40,94.10
95.30,93.30,95.79,92.40
93.50,93.80,94.60,92.50
93.20,92.90,94.10,90.40
92.00,91.40,94.30,91.20
92.20,92.50,93.40,90.60
92.20,91.80,92.90,91.40
92.60,91.70,92.80,91.60
91.50,89.50,92.05,88.50
89.80,87.60,90.20,87.60
89.20,87.50,89.70,86.50
86.90,84.40,88.70,83.90
84.70,84.90,86.50,83.10
85.70,84.51,86.20,82.60
83.80,85.70,86.20,83.80
86.30,86.80,87.80,85.20
86.00,85.30,88.00,85.00
84.40,88.20,88.30,83.70
88.30,89.80,91.20,88.00
90.00,92.20,94.50,88.90
91.30,91.50,91.80,88.90
91.50,88.20,92.20,87.80
88.60,90.90,91.10,88.30
91.10,90.90,91.80,89.70
90.50,90.60,91.60,89.70
90.20,92.60,92.70,90.00
93.30,95.50,96.60,91.90
95.40,99.70,100.50,94.30
98.10,95.40,98.10,94.90
94.60,92.90,94.80,92.20
93.60,93.50,95.20,92.70
93.50,90.30,93.50,89.90
90.30,90.20,90.60,89.00
89.60,88.70,90.00,88.00
89.60,90.50,90.70,88.50
90.90,88.30,91.10,87.90
88.50,89.00,89.60,87.70
89.00,89.00,89.50,87.90
88.00,88.30,89.30,87.50
88.00,88.90,89.20,87.80
88.60,87.40,89.40,87.10
87.30,86.30,88.20,86.10
85.30,82.90,86.20,82.50
84.40,83.50,88.00,82.00
82.70,79.80,81.00,77.40
79.70,81.00,81.60,77.40
82.20,79.30,82.30,79.20
89.40,83.30,89.40,81.90
80.00,81.60,85.50,77.90
82.70,92.50,94.00,81.50
90.00,90.50,92.50,89.10
92.10,91.90,93.40,89.80
92.80,93.20,93.66,90.50
93.90,94.50,94.80,91.40
93.50,92.10,95.50,91.30
92.60,88.70,92.60,87.00
85.70,81.70,86.60,81.30
80.20,80.20,82.90,79.90
82.30,80.50,82.50,79.70
81.10,85.80,85.90,81.10
85.60,84.30,85.80,81.45
84.80,80.80,84.80,80.70
80.00,82.50,83.10,79.00
83.60,86.80,87.10,83.60
86.00,84.90,86.31,83.60
85.60,83.50,86.70,82.60
83.90,80.70,84.60,79.80
79.30,78.30,80.99,78.00
76.00,78.20,78.40,75.40
79.80,81.60,81.80,78.00
81.00,78.70,82.50,77.80
77.80,75.50,77.80,74.70
74.30,77.00,77.80,74.30
77.20,77.50,78.20,75.82
78.50,76.60,79.60,75.50
77.30,75.20,77.30,75.10
75.70,77.20,77.30,75.10
75.60,76.40,77.60,75.10
76.90,74.60,77.40,74.40
74.70,73.90,76.00,73.50
71.50,74.30,74.50,71.20
74.20,75.60,75.90,73.60
76.50,76.70,77.60,74.30
78.50,78.40,79.80,76.80
78.00,73.30,78.00,73.10
75.30,72.90,75.30,71.50
71.70,70.10,73.20,69.90
69.50,67.40,70.80,67.40
66.60,73.90,74.00,65.30
73.90,71.10,74.40,69.90
70.60,70.70,71.30,69.60
71.10,67.50,71.28,67.30
68.70,68.60,68.70,65.61
68.00,69.90,70.40,66.71
70.70,73.60,74.30,69.80
73.20,71.50,73.70,71.10
72.90,71.90,72.90,70.30
71.00,69.80,71.50,69.40
69.90,71.30,71.70,68.00
71.30,67.80,72.70,67.50
67.90,65.30,68.77,65.00
66.80,66.70,66.90,65.60
67.00,68.40,69.50,66.90
68.10,65.50,68.50,65.20
66.20,67.50,68.40,64.50
70.00,72.00,72.70,68.60
71.30,69.60,73.00,69.50
68.70,67.60,69.24,67.40
65.20,65.50,67.80,65.20
66.90,66.90,68.83,65.40
67.90,71.30,71.40,67.30
62.70,58.10,68.50,57.10
59.10,58.30,61.09,58.20
58.90,56.80,59.47,55.70
55.30,55.40,56.90,55.00
56.40,55.30,56.50,54.60
56.20,57.60,58.90,55.80
57.20,55.30,57.38,54.70
55.80,59.30,59.60,55.60
58.50,59.20,60.90,58.40
59.00,56.50,59.30,56.30
56.50,54.90,58.50,54.50
54.00,51.10,54.10,50.60
51.20,50.20,51.45,48.90
49.80,47.40,49.80,47.30
47.10,46.10,48.00,46.10
47.90,49.50,49.50,47.40
49.60,46.10,49.60,45.60
48.20,49.20,49.20,47.30
49.40,49.80,51.30,49.40
50.80,50.00,51.90,49.40
51.10,49.70,51.10,49.00
49.70,50.30,51.10,49.70
49.90,48.80,50.20,48.00
48.70,46.80,49.90,46.80
47.30,48.60,49.10,46.90
47.80,48.90,49.10,47.50
49.10,46.70,49.80,46.60
46.50,47.10,47.30,43.90
47.60,47.20,48.10,46.70
47.60,47.90,48.05,47.28
48.10,47.30,49.00,47.30
48.50,50.70,50.80,47.90
50.90,49.60,50.90,48.00
49.70,50.40,51.10,48.42
50.70,51.00,51.30,49.70
50.80,50.30,50.80,49.30
49.00,50.30,51.10,48.50
50.30,50.60,51.70,50.30
50.40,48.70,50.70,48.50
49.70,50.60,50.80,49.70
50.30,49.90,51.00,49.40
49.70,50.30,50.70,48.60
50.20,49.50,51.00,49.20
49.90,49.80,50.40,49.10
50.00,51.00,51.40,49.90
50.60,50.60,50.90,49.80
50.70,51.00,51.10,49.70
50.30,49.80,50.40,49.60
50.10,49.90,50.90,49.60
49.60,52.00,52.00,49.60
52.30,53.30,53.90,51.70
53.00,54.00,54.70,52.85
54.10,54.60,54.80,52.90
54.50,56.00,56.70,54.00
56.10,54.10,56.10,53.80
54.20,52.50,54.20,52.10
52.20,53.60,53.60,52.20
53.20,53.40,54.50,53.20
53.60,51.70,53.80,51.30
51.80,55.80,56.30,51.30
56.10,57.50,58.20,55.00
58.70,59.30,59.60,58.00
59.10,57.40,59.10,57.10
57.20,57.10,57.90,57.10
57.30,57.20,58.60,57.00
57.60,61.48,61.90,57.20
62.90,55.10,63.40,55.00
55.80,55.00,56.00,54.80
55.00,55.00,55.97,53.40
55.40,53.50,55.40,53.30
53.70,56.10,56.10,53.50
56.70,55.80,56.80,55.10
52.60,53.40,55.80,52.50
53.40,52.50,54.59,52.50
52.60,53.10,53.50,52.50
52.80,52.60,53.00,52.30
52.00,52.10,52.80,49.30
52.00,51.80,53.00,51.40
51.80,49.20,51.80,49.20
49.80,49.60,51.20,49.50
54.80,49.70,54.80,49.60
49.50,48.50,51.40,48.00
48.00,47.60,48.70,47.60
47.90,47.70,48.90,47.00
48.00,48.00,48.40,47.50
48.00,48.00,48.50,47.00
48.00,49.40,49.80,47.80
49.90,50.60,50.70,49.20
50.50,49.10,50.50,49.00
49.30,48.80,50.20,48.50
48.70,47.60,49.10,47.60
47.70,47.90,48.50,47.70
47.70,47.20,47.90,46.50
47.10,46.50,48.00,46.50
46.30,45.70,46.30,45.32
45.70,45.00,45.70,44.20
45.50,46.40,47.00,45.50
46.40,45.90,47.50,45.80
45.20,42.20,45.80,41.60
42.00,45.00,45.60,41.90
45.40,44.30,46.00,44.30
44.50,44.50,45.60,44.00
44.70,43.10,44.70,42.80
42.70,42.10,42.90,42.00
42.10,42.60,43.10,41.70
42.00,42.00,42.80,41.20
41.80,41.90,42.80,41.50
42.40,42.40,43.00,41.70
42.60,42.00,43.00,41.80
41.60,41.60,43.00,41.60
41.90,42.60,43.00,41.60
42.80,41.90,43.00,41.80
41.50,41.60,41.90,41.00
41.60,41.50,42.90,41.30
42.20,41.70,42.40,41.10
40.90,42.00,42.80,39.90
42.00,42.20,42.50,41.60
42.70,42.90,43.70,42.60
42.70,44.40,44.80,42.70
44.60,44.00,44.90,43.00
43.80,43.60,45.00,43.50
43.80,44.60,45.10,43.30
44.50,43.80,44.60,43.50
43.60,42.90,43.60,42.50
42.60,42.50,42.90,42.30
42.20,42.40,43.00,42.20
42.00,42.70,43.30,41.80
42.10,42.70,43.60,42.10
43.30,38.80,43.30,38.00
38.50,37.50,38.85,37.40
37.40,36.30,37.50,35.90
36.10,35.10,36.40,34.60
35.50,35.60,35.70,34.60
35.80,34.50,35.90,33.90
34.50,34.80,35.70,34.30
34.80,35.70,35.70,34.20
35.90,35.20,36.10,34.50
34.90,35.30,35.60,33.70
35.30,35.00,35.60,33.80
35.00,35.10,35.80,33.90
35.30,36.00,37.40,35.30
35.60,34.40,35.60,34.20
34.60,35.30,35.90,34.10
34.50,34.30,35.20,34.20
34.40,34.10,35.00,33.50
33.70,34.00,36.30,33.70
34.20,33.15,34.80,32.60
33.20,32.90,33.60,32.60
32.50,32.30,33.50,32.00
32.40,31.70,32.40,31.70
31.60,30.90,31.90,30.70
30.60,29.80,30.90,29.50
29.50,30.20,30.40,28.40
30.10,33.10,33.60,30.10
33.10,33.20,33.20,32.70
33.20,34.10,35.60,32.70
34.00,34.90,35.00,33.90
35.00,33.00,35.00,32.60
33.10,35.00,35.30,33.10
34.90,36.20,36.80,34.82
36.00,34.80,37.00,34.70
35.00,32.90,35.70,32.50
33.40,33.50,35.00,33.40
34.40,34.80,35.30,33.90
34.50,35.40,35.40,34.42
35.20,35.00,35.50,34.30
34.90,35.30,35.70,34.90
35.00,34.40,35.40,34.30
34.20,33.90,35.10,33.60
34.00,34.00,34.60,33.80
34.20,34.40,35.00,34.10
34.10,34.70,34.90,33.50
34.70,35.20,35.70,34.20
35.20,34.70,35.20,34.40
35.00,36.00,36.20,34.30
36.00,35.20,37.40,34.80
35.30,33.60,35.30,33.60
33.50,33.10,33.96,32.70
32.50,31.70,34.50,31.70
32.00,31.30,32.00,31.00
31.40,31.40,32.90,31.20
32.00,31.60,32.80,31.40
31.60,32.70,32.80,30.80
32.50,33.70,34.20,32.30
33.60,32.20,34.20,31.70
32.10,31.00,32.40,31.00
31.00,30.60,32.20,30.30
31.40,32.90,33.20,31.30
32.80,35.30,36.20,32.40
35.60,34.90,36.30,32.40
29.50,30.70,31.40,25.00
30.80,31.20,31.40,29.90
30.90,32.20,32.40,30.10
31.90,32.40,32.70,30.70
32.50,33.20,33.30,31.80
33.20,32.90,33.90,32.10
32.70,33.90,33.90,30.60
33.80,33.80,34.30,33.50
33.70,33.70,33.90,32.71
33.90,35.90,36.90,33.50
35.90,38.00,38.60,35.40
38.10,35.30,38.50,35.10
35.40,36.10,36.60,34.72
36.20,34.30,36.20,34.00
34.10,35.10,35.30,34.10
35.10,36.00,36.50,35.00
35.20,34.90,36.40,34.10
35.20,33.30,35.40,33.20
33.20,32.10,33.20,31.60
31.90,31.80,32.70,31.60
32.00,32.20,32.30,31.70
32.30,33.60,34.10,31.85
33.50,32.70,33.50,32.10
32.60,31.00,33.00,30.70
31.00,32.30,33.00,31.00
32.30,33.30,33.50,32.00
33.50,34.40,34.50,33.10
34.10,34.40,34.60,33.60
34.30,35.10,35.50,33.90
35.20,34.50,35.40,34.00
34.20,35.80,36.00,33.20
36.50,39.20,39.30,36.00
38.70,37.60,39.90,37.00
38.00,35.70,38.90,35.60
35.80,36.80,37.20,35.10
37.10,38.50,38.70,36.30
38.20,38.40,39.30,37.10
38.60,37.70,39.10,37.30
37.70,39.70,39.80,37.60
39.70,39.10,41.90,38.70
39.40,39.60,39.60,37.90
39.40,38.90,41.28,38.55
38.80,39.30,40.20,37.70
39.30,38.80,40.20,38.40
38.70,38.10,39.40,37.80
38.50,39.00,39.90,37.50
38.90,37.70,39.30,37.50
37.70,36.90,37.70,36.20
37.10,37.90,37.90,36.90
37.90,37.80,38.00,37.30
37.80,37.80,38.00,37.20
37.50,36.20,37.94,35.90
36.00,35.60,36.40,34.80
35.50,35.20,35.50,33.30
35.40,34.50,35.60,34.10
34.70,35.80,35.80,34.70
35.70,33.60,35.70,33.10
33.00,33.10,33.70,32.60
33.20,32.30,34.10,32.00
31.90,29.50,34.30,29.20
29.60,29.80,31.50,29.57
30.00,29.30,30.80,29.30
28.90,26.70,28.90,26.40
26.50,26.80,29.10,26.20
26.30,25.90,27.00,25.90
25.60,25.70,27.00,25.50
25.60,25.10,26.30,25.10
25.10,23.50,25.80,22.80
22.90,21.90,23.90,21.65
21.70,21.30,21.90,21.00
21.60,22.70,23.00,21.60
22.50,23.00,23.70,22.00
22.80,23.20,23.60,22.80
23.30,24.60,24.80,23.30
24.60,24.90,25.70,24.20
24.80,26.40,26.60,24.60
26.40,28.10,28.70,26.30
28.30,27.60,29.90,27.10
27.80,29.90,30.95,27.80
30.10,28.00,30.10,27.20
28.10,26.70,28.10,26.30
26.70,25.30,27.30,24.90
25.20,25.90,25.90,24.63
26.20,25.20,26.20,25.20
25.30,25.10,25.50,24.90
25.20,26.00,26.40,25.00
26.20,24.90,26.30,24.90
24.80,24.80,26.40,24.30
24.60,25.40,25.70,23.61
25.40,26.30,26.40,25.10
26.20,26.30,26.30,25.30
26.30,25.50,26.30,24.60
25.40,26.60,26.70,24.80
26.30,26.00,26.30,25.60
25.90,25.30,25.90,24.80
25.30,25.60,26.00,25.10
25.60,25.30,26.00,25.00
25.10,24.50,25.90,24.50
24.60,24.50,24.80,23.50
25.40,28.30,28.50,25.10
28.50,28.30,29.00,27.80
28.60,28.40,29.00,28.10
28.10,26.20,28.60,26.20
26.50,25.90,26.50,25.50
26.10,24.50,26.10,24.00
24.70,24.80,25.10,24.50
25.00,25.30,25.40,25.00
25.30,24.40,25.60,24.20
21.00,24.40,24.90,20.70
24.40,23.30,24.40,23.20
23.30,22.90,23.50,22.69
23.00,23.00,23.50,22.50
22.80,23.80,23.90,22.70
23.90,23.80,24.40,23.30
23.70,22.70,24.20,22.40
22.90,22.60,23.30,22.10
22.60,22.80,22.80,22.15
22.90,23.40,23.60,22.60
23.30,23.80,24.20,22.60
23.80,24.20,24.30,23.40
24.40,25.10,25.10,23.90
24.90,23.10,24.90,23.10
23.30,23.80,24.50,23.30
23.30,24.70,24.80,22.65
24.30,23.30,25.10,22.80
23.40,23.40,24.30,23.00
23.40,22.90,23.70,22.60
22.90,23.70,24.10,22.70
23.60,24.70,25.10,22.70
24.70,24.80,25.90,24.70
25.10,24.80,25.60,24.50
24.90,26.70,26.94,24.70
26.60,25.90,28.20,25.90
25.90,26.70,28.40,25.90
27.00,28.40,29.00,26.90
28.60,26.60,29.70,26.50
26.80,26.50,27.00,25.70
26.50,26.20,27.20,25.80
26.20,26.30,26.50,25.20
25.90,25.50,26.30,24.90
26.40,26.20,27.50,25.50
26.60,26.20,26.60,24.85
26.30,25.80,26.50,25.35
25.90,26.20,26.90,25.40
26.50,26.40,26.50,25.70
26.20,25.70,26.60,25.50
25.50,25.20,25.70,24.80
25.10,25.10,25.69,25.00
25.10,25.30,25.80,24.60
25.30,25.00,25.50,24.90
24.70,24.40,24.90,23.60
24.10,26.20,26.50,24.10
26.60,25.90,27.20,25.60
25.50,25.60,26.40,25.30
25.70,25.30,26.20,25.10
25.30,24.20,25.30,24.00
24.40,24.00,25.00,23.55
23.90,23.90,24.60,22.80
24.30,24.40,26.10,24.05
24.50,24.00,24.80,23.80
24.30,23.70,24.80,23.60
23.60,22.80,24.10,22.50
22.80,22.80,23.20,22.11
22.80,21.90,23.00,20.80
22.10,21.90,22.90,21.60
22.10,22.00,22.70,21.60
22.10,22.10,23.40,21.70
22.00,22.20,22.60,21.60
21.90,22.40,23.00,21.90
22.40,21.70,24.00,21.34
22.10,21.90,22.40,21.44
21.60,20.90,22.30,20.80
21.10,21.40,22.00,20.70
21.30,23.20,23.60,21.30
23.10,21.90,23.10,21.50
22.10,22.30,22.30,21.50
22.10,21.30,22.10,21.00
21.50,21.00,22.10,20.70
21.00,21.10,22.00,20.90
21.20,21.70,22.50,21.20
21.60,22.10,22.48,21.60
22.00,21.20,22.10,21.08
21.20,21.80,21.90,21.20
22.40,23.40,24.15,22.40
23.50,23.40,23.70,23.10
23.40,22.60,23.70,22.40
22.50,23.10,23.30,22.10
23.00,23.60,23.90,22.60
23.70,22.90,23.70,22.20
22.80,22.70,22.80,22.30
22.70,22.40,22.90,22.30
22.20,21.90,22.50,21.50
21.70,22.60,22.90,21.60
22.90,22.60,22.90,22.10
22.60,23.20,23.20,22.10
23.30,25.40,25.70,23.10
25.40,24.90,27.00,24.50
24.50,25.20,25.40,23.60
25.10,24.90,25.20,24.49
25.50,25.50,26.70,24.90
25.30,24.60,26.00,24.10
24.90,24.70,25.40,24.20
24.40,23.50,24.70,23.50
23.70,24.40,24.60,23.20
24.40,23.70,25.90,23.50
23.40,23.00,24.00,23.00
23.00,23.50,23.60,22.70
23.90,23.20,24.30,22.95
23.30,23.70,24.90,23.01
23.20,23.70,25.60,23.20
24.00,24.30,27.30,23.70
24.40,24.00,24.40,23.80
24.00,23.60,24.40,23.30
23.90,23.30,24.40,23.20
23.50,23.20,24.90,23.10
23.30,22.90,24.10,22.80
