TM,Toyota Motor Corporation Common Stock,NASDAQ
117.44,117.88,117.92,117.20
119.63,121.46,121.77,119.63
123.05,122.81,123.18,122.54
122.81,122.98,123.15,122.61
121.80,121.86,122.45,121.39
122.22,123.07,123.18,122.17
121.95,121.06,122.45,120.98
121.92,121.98,122.21,121.70
120.87,121.00,121.45,120.71
121.32,121.84,122.23,121.24
121.36,121.67,122.06,121.25
121.35,121.11,121.44,121.00
120.70,120.66,120.90,120.47
120.78,120.90,121.11,120.78
119.46,119.39,119.96,119.04
118.96,118.42,119.22,118.40
117.29,117.04,117.63,116.78
117.77,117.20,117.91,116.82
118.17,118.55,118.67,117.83
120.27,121.19,121.29,120.14
121.19,120.44,121.39,120.32
119.84,120.13,120.23,119.41
119.48,119.74,119.96,119.47
119.09,119.76,120.06,118.79
119.09,119.91,119.91,119.09
119.64,119.64,119.94,118.36
119.82,119.81,119.90,119.52
