APDN,Applied DNA Sciences Inc - Common Stock,NASDAQ
2.35,2.30,2.35,2.30
2.30,2.20,2.35,2.15
2.30,2.20,2.35,2.20
2.20,2.25,2.30,2.20
2.24,2.20,2.30,2.20
2.20,2.25,2.30,2.20
2.05,2.05,2.24,1.76
2.00,2.15,2.20,2.00
2.15,2.18,2.20,2.10
2.20,2.20,2.20,2.10
2.15,2.15,2.20,2.10
2.20,2.10,2.20,2.05
2.10,2.10,2.20,2.06
2.00,2.00,2.05,2.00
2.00,2.10,2.10,2.00
2.10,2.05,2.15,2.05
2.05,2.00,2.10,2.00
2.05,2.05,2.10,2.00
2.10,2.00,2.10,2.00
1.95,1.90,2.00,1.87
1.90,1.75,1.90,1.75
1.75,1.80,1.90,1.72
1.80,1.85,1.90,1.75
1.90,1.90,1.90,1.80
1.88,1.85,1.90,1.85
1.90,1.90,1.95,1.85
1.88,1.85,1.90,1.79
1.90,1.90,1.90,1.80
1.85,1.90,1.95,1.85
1.95,1.95,1.95,1.90
1.95,1.90,1.95,1.85
1.85,1.95,1.95,1.85
