AMCN,AirMedia Group Inc - American Depositary Shares,NASDAQ
6.25,6.16,6.25,6.16
6.18,6.20,6.25,6.12
6.24,6.32,6.34,6.19
6.38,6.52,6.57,6.38
6.54,6.34,6.61,6.24
6.37,6.30,6.51,6.12
6.36,6.48,6.52,6.33
6.49,6.41,6.53,6.40
6.49,6.26,6.49,6.01
6.22,5.50,6.22,5.50
5.48,5.34,5.53,5.30
5.33,5.33,5.45,5.00
5.29,4.98,5.29,4.85
5.23,5.00,5.23,4.97
5.00,4.94,5.05,4.88
4.92,4.98,5.10,4.92
4.99,5.00,5.03,4.94
4.98,4.78,5.02,4.73
4.79,4.67,4.91,4.58
4.67,4.60,4.67,4.56
4.54,4.59,4.62,4.50
4.42,4.44,4.51,4.40
4.44,4.52,4.60,4.36
4.49,4.49,4.60,4.46
4.28,4.19,4.32,4.07
4.20,4.15,4.29,4.10
4.23,4.14,4.23,4.05
4.13,4.04,4.22,3.95
4.03,3.85,4.03,3.80
3.85,4.10,4.10,3.72
4.13,4.16,4.27,4.04
4.10,4.02,4.16,3.92
4.07,3.95,4.20,3.88
4.00,3.94,4.07,3.94
3.95,3.90,4.02,3.88
3.91,4.00,4.11,3.89
3.99,3.91,4.04,3.87
3.93,3.94,4.02,3.90
3.95,3.92,3.99,3.90
3.94,3.90,3.94,3.83
3.90,3.80,3.93,3.79
3.80,3.90,3.93,3.74
4.00,3.91,4.04,3.91
3.93,3.94,4.04,3.93
3.92,3.73,3.92,3.70
3.70,3.56,3.72,3.50
3.60,3.58,3.62,3.50
3.56,3.50,3.62,3.49
3.40,3.30,3.44,3.22
3.24,3.14,3.28,3.12
3.14,3.07,3.18,3.04
3.11,3.00,3.12,3.00
3.02,2.88,3.11,2.85
2.88,2.99,3.04,2.83
3.04,2.93,3.11,2.84
2.91,2.98,3.10,2.89
3.00,2.94,3.16,2.91
2.97,3.02,3.04,2.94
3.00,2.95,3.02,2.84
2.95,3.13,3.13,2.93
3.10,3.00,3.14,2.97
3.00,2.96,3.14,2.95
2.93,2.96,3.06,2.93
3.04,3.04,3.23,3.04
3.08,3.12,3.23,3.08
3.12,3.19,3.24,3.11
3.22,3.39,3.45,3.22
3.36,3.36,3.43,3.29
3.35,3.38,3.56,3.19
3.38,3.40,3.48,3.30
3.40,3.67,3.67,3.40
3.78,3.81,3.89,3.75
3.81,3.64,3.84,3.60
3.67,3.77,3.88,3.67
3.81,3.79,3.83,3.72
3.74,3.70,3.78,3.66
3.70,3.81,4.26,3.70
3.79,3.47,3.79,3.43
3.40,3.23,3.45,3.23
3.33,3.59,3.67,3.25
3.54,4.42,4.50,3.54
4.32,3.97,4.40,3.77
4.04,4.01,4.20,3.90
4.10,4.20,4.20,4.05
4.25,3.95,4.28,3.82
3.92,3.72,4.01,3.58
3.79,3.50,3.79,3.48
3.42,3.63,3.66,3.40
3.58,3.72,3.82,3.56
3.75,3.51,3.81,3.48
3.60,3.58,3.65,3.51
3.58,3.55,3.69,3.49
3.56,3.65,3.66,3.55
3.74,3.89,3.91,3.70
3.87,3.90,3.97,3.78
3.98,3.93,3.98,3.65
3.95,3.91,3.95,3.77
3.94,3.91,3.97,3.80
3.97,3.89,3.97,3.86
3.90,3.77,3.96,3.76
3.87,3.89,3.96,3.83
3.88,3.82,3.95,3.79
3.83,3.71,3.91,3.68
3.73,3.79,3.81,3.70
3.80,3.74,3.91,3.71
3.75,3.76,3.80,3.66
3.74,3.78,3.80,3.68
3.71,3.80,3.82,3.70
3.79,3.75,3.79,3.70
3.79,3.89,3.92,3.76
3.90,4.68,4.74,3.89
4.77,4.66,4.78,4.35
4.71,5.06,5.15,4.69
5.06,5.92,5.99,4.88
5.98,6.01,6.24,5.75
5.82,5.50,5.90,5.21
5.50,5.33,5.52,5.24
5.30,5.75,5.85,5.21
5.77,5.72,5.79,5.45
5.70,5.47,5.80,5.40
5.44,5.59,5.62,5.41
5.65,5.65,5.80,5.51
5.80,6.03,6.28,5.64
5.98,6.05,6.13,5.91
6.01,5.70,6.13,5.67
5.73,5.71,5.74,5.60
5.62,5.82,5.82,5.58
5.89,6.38,6.48,5.88
6.40,5.97,6.46,5.75
6.00,6.23,6.29,5.98
6.74,6.73,6.88,6.43
6.83,7.21,7.87,6.69
7.35,6.64,7.73,6.50
6.65,6.98,7.00,6.47
6.88,6.90,6.91,6.75
7.00,6.69,7.21,6.65
6.86,6.33,6.86,6.26
6.37,6.85,6.86,6.34
6.95,6.79,7.13,6.73
6.80,7.02,7.05,6.75
7.05,7.22,7.42,6.95
7.38,7.04,7.38,6.91
7.08,7.27,7.40,6.88
7.08,7.36,7.40,7.05
7.18,7.46,7.59,7.00
7.48,7.71,7.75,7.35
7.65,7.47,7.65,7.12
7.40,7.41,7.50,7.23
7.50,7.54,7.60,7.41
7.55,7.70,7.78,7.35
7.71,8.07,8.10,7.64
8.00,7.24,8.24,7.18
7.36,7.55,7.70,7.32
7.44,6.91,7.44,6.89
6.90,7.01,7.06,6.71
6.72,6.91,7.12,6.72
7.00,7.40,7.53,6.95
7.38,7.30,7.46,7.07
7.32,7.50,7.65,7.32
7.50,7.46,7.56,7.33
7.57,7.38,7.57,7.22
7.58,7.23,7.58,7.18
7.27,7.28,7.37,7.20
7.26,6.89,7.35,6.84
6.89,6.61,7.08,6.57
6.69,6.40,6.70,6.35
6.36,6.42,6.59,6.36
6.41,6.14,6.45,6.12
6.18,6.30,6.30,6.14
6.39,6.36,6.58,6.21
6.38,6.42,6.46,6.38
6.41,6.38,6.44,6.30
6.40,6.30,6.40,6.27
6.30,5.96,6.30,5.92
5.94,6.21,6.27,5.94
6.21,6.29,6.47,6.21
6.36,7.07,7.11,6.36
6.96,6.89,7.08,6.71
6.93,7.01,7.25,6.82
7.05,7.34,7.60,6.90
7.34,7.41,7.43,7.25
7.42,7.18,7.51,7.12
7.17,6.78,7.17,6.64
6.78,6.77,6.78,6.62
6.82,6.73,6.85,6.60
6.80,6.86,6.91,6.69
6.88,6.92,7.20,6.86
6.94,7.00,7.11,6.73
7.11,7.11,7.14,6.87
7.23,7.06,7.39,7.03
7.05,7.15,7.19,6.95
7.18,7.13,7.35,7.09
7.16,7.27,7.30,7.02
7.22,7.06,7.22,7.00
7.06,7.11,7.13,6.92
7.08,6.99,7.08,6.94
7.09,6.78,7.12,6.61
6.78,6.79,6.80,6.60
6.91,7.24,7.39,6.83
7.25,7.18,7.48,7.17
7.20,7.26,7.28,7.05
7.23,7.00,7.23,6.86
6.99,7.28,7.31,6.57
7.30,7.20,7.30,7.12
7.20,7.13,7.20,7.05
7.10,7.10,7.13,7.04
7.09,7.18,7.26,7.04
7.15,7.20,7.25,7.10
7.20,7.19,7.25,7.17
7.23,7.20,7.26,7.18
7.12,7.18,7.20,7.10
7.20,6.99,7.20,6.97
6.90,6.68,6.90,6.54
6.66,6.64,6.73,6.60
6.69,6.67,6.69,6.61
6.69,6.65,6.85,6.58
6.71,6.59,6.76,6.57
6.58,6.54,6.64,6.38
6.54,6.20,6.54,6.09
6.26,6.22,6.33,5.97
6.15,5.98,6.19,5.85
5.98,5.69,5.98,5.62
5.68,5.27,5.68,4.76
5.28,5.16,5.34,5.03
5.12,5.25,5.38,5.11
5.20,5.16,5.27,5.12
5.15,5.17,5.21,5.08
5.04,4.98,5.09,4.96
5.00,4.75,5.02,4.75
4.83,4.72,4.86,4.37
4.78,4.70,4.80,4.67
4.77,4.70,4.77,4.68
4.71,4.60,4.71,4.58
4.54,4.54,4.70,4.52
4.65,4.60,4.74,4.60
4.60,4.69,4.87,4.59
4.56,4.91,5.10,4.56
4.94,5.20,5.23,4.94
5.20,5.14,5.20,5.08
5.20,5.21,5.29,5.13
5.25,5.39,5.40,5.22
5.40,5.34,5.55,5.31
5.35,5.29,5.44,5.23
5.30,5.12,5.30,5.01
5.20,5.51,5.64,5.19
5.47,5.38,5.48,5.30
5.30,5.21,5.30,5.13
5.20,5.00,5.24,4.97
5.00,4.96,5.01,4.95
4.96,4.90,4.96,4.76
5.00,5.01,5.10,4.83
4.94,4.94,5.07,4.68
4.99,4.98,5.07,4.78
5.00,4.97,5.06,4.89
5.07,4.90,5.07,4.85
4.90,4.81,4.97,4.76
4.79,4.62,4.79,4.61
4.56,4.58,4.64,4.33
4.58,4.96,5.00,4.58
4.94,4.76,4.94,4.61
4.75,4.72,4.80,4.71
4.71,4.50,4.74,4.36
4.53,4.71,4.77,4.34
4.59,4.47,4.66,4.43
4.45,4.53,4.65,4.42
4.55,4.63,4.74,4.55
4.35,4.16,4.35,3.78
4.19,4.01,4.19,3.92
3.93,3.81,3.98,3.50
3.83,3.69,3.92,3.64
3.69,3.41,3.71,3.31
3.41,3.52,3.65,3.41
3.51,3.48,3.55,3.39
3.50,3.78,3.81,3.50
3.74,3.86,3.88,3.66
3.78,3.80,3.87,3.68
3.82,3.83,3.86,3.66
3.82,3.70,3.82,3.67
3.71,3.70,3.72,3.55
3.70,3.72,3.80,3.68
3.71,3.71,3.76,3.70
3.70,3.58,3.73,3.55
3.60,3.59,3.80,3.55
3.55,3.45,3.65,3.44
3.59,3.28,3.76,3.28
3.28,3.14,3.38,3.12
3.15,3.12,3.20,3.01
3.15,3.25,3.38,3.15
3.23,3.20,3.26,3.18
3.21,3.25,3.35,3.20
3.28,3.43,3.51,3.28
3.38,3.57,3.61,3.29
3.58,3.60,3.70,3.57
3.60,3.47,3.69,3.45
3.48,3.18,3.48,3.16
3.21,3.41,3.51,3.21
3.44,3.41,3.48,3.37
3.34,3.46,3.52,3.34
3.46,3.51,3.54,3.41
3.55,3.49,3.70,3.40
3.46,3.22,3.57,3.17
3.24,3.10,3.24,2.99
3.10,3.20,3.30,3.08
3.20,3.12,3.20,3.01
3.13,2.97,3.13,2.88
2.94,2.96,3.11,2.90
2.96,3.00,3.07,2.94
3.02,3.15,3.17,3.00
3.16,3.10,3.19,3.10
3.10,3.12,3.17,3.10
3.15,3.13,3.20,3.10
3.11,3.09,3.18,3.04
3.08,3.08,3.15,3.03
3.11,3.08,3.13,2.94
3.13,3.16,3.22,3.00
3.14,3.26,3.28,3.10
3.25,3.27,3.29,3.20
3.25,3.31,3.32,3.18
3.31,3.21,3.32,3.10
3.20,3.17,3.20,3.04
3.15,3.28,3.30,3.13
3.25,3.21,3.26,3.20
3.15,3.19,3.26,3.10
3.19,3.16,3.27,3.07
3.16,3.09,3.24,3.07
3.08,2.99,3.24,2.98
2.99,2.78,3.20,2.74
2.80,2.71,2.88,2.66
2.69,2.23,2.76,2.10
2.30,2.52,2.52,2.28
2.42,2.32,2.47,2.23
2.32,2.45,2.52,2.26
2.46,2.40,2.53,2.32
2.43,2.36,2.61,2.29
2.32,2.33,2.50,2.30
2.33,2.49,2.51,2.30
2.41,2.21,2.49,2.20
2.18,2.22,2.40,2.10
2.30,2.38,2.43,2.30
2.38,2.30,2.40,2.29
2.30,2.38,2.42,2.30
2.38,2.29,2.38,2.29
2.26,2.39,2.41,2.24
2.40,2.52,2.61,2.32
2.51,2.61,2.63,2.51
2.63,2.70,2.77,2.59
2.72,2.67,2.85,2.64
2.60,2.64,2.73,2.60
2.55,2.55,2.80,2.53
2.59,2.59,2.65,2.48
2.58,2.59,2.66,2.55
2.56,2.50,2.58,2.48
2.45,2.42,2.52,2.39
2.41,2.50,2.65,2.41
2.48,2.80,2.88,2.48
2.85,2.81,2.85,2.75
2.81,2.70,2.82,2.68
2.61,2.61,2.67,2.52
2.62,2.53,2.72,2.50
2.53,2.53,2.78,2.35
2.42,2.38,2.44,2.30
2.38,2.48,2.55,2.38
2.48,2.43,2.59,2.40
2.50,2.61,2.72,2.41
2.63,2.58,2.67,2.47
2.64,2.70,2.75,2.44
2.65,2.49,2.72,2.44
2.45,2.31,2.63,2.26
2.27,2.30,2.30,2.20
2.31,2.50,2.56,2.24
2.48,2.33,2.53,2.28
2.33,2.25,2.36,2.21
2.28,2.40,2.44,2.23
2.40,2.42,2.56,2.23
2.42,2.39,2.50,2.36
2.22,2.42,2.51,2.22
2.45,2.56,2.58,2.27
2.52,2.42,2.56,2.38
2.43,2.43,2.50,2.31
2.39,2.43,2.46,2.39
2.44,2.37,2.44,2.34
2.31,2.34,2.43,2.26
2.33,2.50,2.53,2.33
2.47,2.38,2.47,2.32
2.43,2.32,2.48,2.24
2.42,2.55,2.59,2.29
2.57,2.97,2.97,2.38
2.91,2.72,2.91,2.69
2.67,2.80,2.95,2.47
2.76,2.72,2.86,2.69
2.51,2.82,2.83,2.51
2.53,2.74,2.80,2.53
2.76,2.64,2.82,2.59
2.62,2.76,2.84,2.58
2.60,2.63,2.88,2.60
2.91,2.50,2.92,2.43
2.52,2.50,2.54,2.35
2.48,2.48,2.50,2.30
2.49,2.45,2.49,2.40
2.40,2.35,2.40,2.31
2.36,2.75,2.80,2.30
2.78,2.86,2.98,2.70
2.84,2.75,2.87,2.71
2.74,2.69,2.83,2.65
2.67,2.97,3.04,2.67
2.90,3.01,3.17,2.81
3.10,3.08,3.10,2.69
3.08,3.19,3.20,3.05
3.27,3.33,3.45,3.24
3.27,3.50,3.52,3.25
3.55,3.59,3.64,3.50
3.64,3.54,3.64,3.42
3.55,3.56,3.63,3.39
3.54,3.50,3.60,3.40
3.43,3.53,3.65,3.43
3.52,3.50,3.56,3.48
3.49,3.61,3.65,3.35
3.65,3.71,3.91,3.51
3.71,3.48,3.76,3.43
3.50,3.46,3.52,3.43
3.47,3.44,3.50,3.40
3.48,3.30,3.50,3.24
3.32,3.36,3.50,3.30
3.27,3.42,3.46,3.27
3.27,3.39,3.44,3.27
3.18,3.36,3.42,3.18
3.30,3.45,3.49,3.30
3.37,3.50,3.52,3.36
3.48,3.50,3.50,3.17
3.49,3.63,3.70,3.45
3.70,3.55,3.73,3.46
3.50,3.55,3.62,3.47
3.53,3.55,3.56,3.48
3.54,3.54,3.66,3.54
3.55,3.54,3.56,3.50
3.58,3.59,3.61,3.51
3.57,3.70,3.72,3.55
3.70,3.77,3.80,3.66
3.77,3.85,3.85,3.73
3.85,3.79,3.91,3.73
3.81,3.80,4.01,3.78
3.81,3.71,3.83,3.65
3.71,3.72,3.73,3.52
3.64,3.68,3.70,3.60
3.60,3.57,3.63,3.53
3.57,3.53,3.57,3.48
3.49,3.57,3.63,3.49
3.56,3.57,3.61,3.55
3.56,3.53,3.58,3.50
3.52,3.49,3.70,3.39
3.50,3.39,3.52,3.37
3.40,3.37,3.42,3.34
3.38,3.31,3.38,3.28
3.32,3.20,3.32,3.18
3.20,3.03,3.20,2.99
3.07,3.00,3.08,2.98
3.00,2.99,3.01,2.99
3.00,2.95,3.05,2.92
2.95,2.90,3.11,2.86
2.86,2.80,2.86,2.71
2.80,3.00,3.01,2.80
2.99,3.00,3.03,2.94
3.03,2.93,3.03,2.93
3.00,2.99,3.07,2.94
3.06,2.94,3.06,2.81
2.96,2.94,3.00,2.88
3.02,2.99,3.02,2.93
2.95,2.96,3.12,2.93
2.95,2.97,3.01,2.94
2.95,2.98,3.01,2.90
3.10,2.95,3.10,2.92
2.95,2.98,3.04,2.95
3.00,2.88,3.03,2.88
2.69,2.78,2.84,2.58
2.77,2.78,2.87,2.75
2.80,2.80,2.82,2.71
2.75,2.75,2.84,2.72
2.80,2.85,2.95,2.75
2.88,2.83,3.07,2.77
2.79,2.78,2.83,2.69
2.77,2.78,2.83,2.77
2.82,3.04,3.10,2.82
2.97,3.13,3.13,2.97
3.03,3.16,3.18,2.91
3.16,3.50,3.55,3.12
3.50,3.49,3.55,3.33
3.42,3.34,3.44,3.26
3.23,3.45,3.49,3.23
3.50,3.38,3.50,3.31
3.38,3.29,3.38,3.24
3.31,3.15,3.31,3.09
3.15,3.08,3.21,3.08
3.08,3.20,3.23,3.08
3.17,3.14,3.20,3.09
3.12,3.16,3.24,3.06
3.14,3.15,3.20,3.11
3.13,3.04,3.16,3.02
3.03,3.06,3.08,3.00
3.10,3.06,3.11,3.05
3.06,3.08,3.12,3.06
3.09,3.08,3.11,3.01
3.05,3.01,3.11,3.00
3.04,3.05,3.08,3.01
3.07,3.03,3.09,3.02
3.03,3.05,3.09,3.03
3.05,3.03,3.07,3.03
3.03,2.96,3.08,2.87
2.95,2.94,3.08,2.94
2.96,2.93,2.96,2.90
2.87,2.88,2.98,2.85
2.85,2.90,2.90,2.82
2.92,2.85,2.92,2.80
2.85,2.92,2.93,2.85
2.90,2.71,2.95,2.64
2.71,2.82,2.89,2.71
2.82,2.76,2.90,2.76
2.76,2.74,2.87,2.72
2.74,2.67,2.80,2.67
2.65,2.58,2.70,2.53
2.63,2.69,2.70,2.60
2.65,2.61,2.68,2.55
2.60,2.32,2.61,2.15
2.33,2.34,2.35,2.20
2.33,2.31,2.36,2.20
2.30,2.36,2.51,2.24
2.35,2.26,2.36,2.25
2.26,2.17,2.32,2.12
2.17,2.20,2.36,2.15
2.21,2.18,2.23,2.18
2.21,2.21,2.30,2.19
2.24,2.35,2.36,2.18
2.40,2.35,2.48,2.21
2.22,2.29,2.31,2.21
2.23,2.27,2.31,2.22
2.22,2.25,2.31,2.22
2.23,2.18,2.24,2.16
2.17,2.17,2.21,2.16
2.19,2.29,2.49,2.19
2.26,2.24,2.45,2.16
2.23,2.34,2.36,2.18
2.33,2.27,2.48,2.24
2.28,2.47,2.49,2.28
2.49,2.53,2.55,2.39
2.48,2.65,2.69,2.46
2.55,2.79,2.90,2.55
2.77,2.61,2.81,2.53
2.64,2.72,2.74,2.59
2.62,2.68,2.70,2.60
2.62,2.68,2.68,2.60
2.63,2.70,2.70,2.63
2.61,2.57,2.77,2.51
2.39,2.35,2.52,2.32
2.37,2.55,2.56,2.19
2.50,2.55,2.55,2.50
2.55,2.38,2.56,2.37
2.35,2.23,2.48,2.20
2.23,2.39,2.40,2.23
2.40,2.19,2.40,2.06
2.04,2.38,2.38,2.04
2.38,2.32,2.38,2.25
2.30,2.17,2.31,2.17
2.10,2.21,2.29,2.06
2.15,2.19,2.20,2.07
2.18,2.16,2.19,2.15
2.20,2.18,2.20,2.07
2.16,2.17,2.20,2.16
2.12,2.17,2.19,2.12
2.17,2.05,2.20,2.05
2.01,2.07,2.07,2.00
2.01,1.72,2.01,1.62
1.80,1.68,1.80,1.68
1.68,1.64,1.68,1.63
1.68,1.70,1.72,1.68
1.67,1.75,1.78,1.64
1.75,1.75,1.80,1.75
1.87,1.77,1.88,1.69
1.78,1.70,1.78,1.70
1.70,1.70,1.85,1.69
1.72,1.69,1.79,1.69
1.70,1.73,1.84,1.70
1.74,1.75,1.80,1.73
1.80,1.79,1.80,1.65
1.77,1.74,1.78,1.70
1.84,1.74,1.85,1.73
1.75,1.85,1.85,1.70
1.85,1.82,1.88,1.79
1.82,1.90,1.98,1.68
1.87,2.39,2.47,1.87
2.43,2.27,2.45,2.27
2.27,2.29,2.38,2.25
2.29,1.89,2.29,1.87
1.94,1.90,1.99,1.75
1.94,1.82,1.95,1.78
1.79,1.60,1.92,1.51
1.60,1.51,1.70,1.48
1.53,1.47,1.63,1.45
1.49,1.48,1.52,1.45
1.52,1.45,1.54,1.41
1.46,1.47,1.60,1.41
1.47,1.43,1.50,1.43
1.50,1.36,1.50,1.33
1.39,1.53,1.56,1.39
1.47,1.61,1.70,1.47
1.61,1.72,1.75,1.57
1.75,1.75,1.83,1.70
1.79,1.72,1.85,1.70
1.73,1.81,1.85,1.73
1.87,1.84,1.90,1.79
1.80,1.82,1.88,1.80
1.81,1.93,1.96,1.81
1.97,1.88,1.99,1.84
1.84,1.76,1.84,1.76
1.76,1.74,1.82,1.71
1.71,1.76,1.80,1.71
1.76,1.75,1.82,1.75
1.70,1.93,1.93,1.68
1.84,1.80,1.96,1.79
1.74,1.89,1.92,1.74
1.86,1.89,1.96,1.86
1.83,1.83,1.96,1.83
1.81,1.89,1.94,1.81
1.85,1.95,1.95,1.83
1.98,2.01,2.06,1.98
1.90,1.94,2.00,1.86
1.92,2.06,2.11,1.91
2.03,2.06,2.09,2.01
2.05,2.14,2.19,2.05
2.14,2.19,2.19,2.04
2.15,2.24,2.28,2.13
2.29,2.15,2.33,2.08
2.11,2.10,2.28,2.05
2.05,2.05,2.15,2.00
2.01,2.07,2.09,1.98
2.17,2.24,2.25,2.15
2.14,2.17,2.26,2.13
2.22,2.29,2.29,2.17
2.35,2.44,2.45,2.34
2.28,2.32,2.59,2.28
2.33,2.27,2.37,2.24
2.26,2.22,2.29,2.19
2.24,2.14,2.24,2.13
1.49,2.09,2.31,1.48
2.05,2.04,2.05,2.01
2.04,1.90,2.11,1.84
1.90,1.90,1.95,1.90
1.93,1.93,1.95,1.91
1.90,1.95,1.98,1.90
1.86,1.85,1.90,1.82
1.87,1.96,1.96,1.87
2.18,1.91,2.18,1.86
1.85,1.71,1.85,1.59
1.60,1.99,2.00,1.60
1.99,2.03,2.09,1.90
2.03,1.97,2.04,1.82
1.94,1.97,1.97,1.81
1.96,2.09,2.18,1.96
2.10,2.13,2.18,2.02
2.23,2.15,2.23,1.93
2.13,2.11,2.15,2.09
1.91,2.16,2.16,1.81
2.27,2.10,2.27,2.00
2.05,2.04,2.15,2.00
2.03,2.11,2.24,2.03
2.12,2.13,2.15,1.89
2.09,2.15,2.23,2.02
2.00,2.12,2.15,2.00
2.10,2.10,2.17,1.92
2.02,2.08,2.10,2.02
2.05,2.04,2.13,1.95
1.95,2.05,2.10,1.95
2.02,1.98,2.05,1.93
1.95,1.99,2.10,1.90
1.95,1.96,1.99,1.91
2.08,1.99,2.11,1.92
2.08,2.03,2.12,1.98
1.98,2.08,2.08,1.98
2.11,2.05,2.11,2.01
2.04,1.99,2.05,1.99
2.00,2.03,2.09,1.95
1.96,1.92,2.01,1.82
2.01,2.03,2.07,2.00
2.06,2.09,2.15,2.04
2.06,2.13,2.15,2.06
2.15,2.25,2.25,2.15
2.21,2.29,2.34,2.21
2.26,2.46,2.47,2.25
2.43,2.36,2.46,2.30
2.36,2.35,2.45,2.30
2.32,2.41,2.44,2.32
2.36,2.40,2.45,2.31
2.36,2.39,2.45,2.31
2.37,2.40,2.47,2.36
2.37,2.38,2.47,2.33
2.45,2.43,2.45,2.39
2.45,2.36,2.45,2.32
2.33,2.32,2.47,2.30
2.30,2.20,2.43,2.05
2.16,2.20,2.25,2.13
2.17,2.38,2.47,2.17
2.30,2.31,2.47,2.24
2.45,2.34,2.46,2.24
2.30,2.25,2.42,2.24
2.25,2.23,2.28,2.14
2.20,2.24,2.40,2.18
2.21,2.23,2.39,2.20
2.20,2.33,2.33,2.20
2.30,2.27,2.32,2.22
2.24,2.28,2.40,2.21
2.24,2.24,2.24,2.24
2.39,2.31,2.39,2.18
2.32,2.26,2.32,2.22
2.34,2.23,2.35,2.20
2.31,2.26,2.31,2.21
2.23,2.23,2.27,2.16
2.27,2.23,2.27,2.23
2.26,2.21,2.26,2.12
2.18,2.08,2.18,2.00
2.05,2.14,2.14,2.02
2.17,2.10,2.17,2.02
2.08,2.12,2.17,2.08
2.13,2.12,2.18,2.12
2.13,2.14,2.22,2.13
2.19,2.19,2.21,2.13
2.20,2.13,2.39,2.02
2.10,2.05,2.33,2.02
2.03,2.09,2.27,2.01
2.09,2.08,2.13,2.01
2.06,2.01,2.09,2.01
2.01,2.05,2.07,1.98
2.15,2.10,2.15,2.01
2.00,1.81,2.02,1.76
1.80,1.80,1.84,1.78
1.76,1.89,2.03,1.70
1.98,1.88,2.05,1.72
2.02,1.85,2.02,1.84
1.81,1.85,1.85,1.80
1.81,1.80,1.81,1.78
1.78,1.78,1.85,1.78
1.79,1.80,1.86,1.79
1.85,1.79,1.85,1.79
1.81,1.80,1.85,1.79
1.80,1.81,1.96,1.80
1.79,1.87,1.92,1.78
1.85,1.80,1.85,1.80
1.81,1.80,1.92,1.78
1.76,1.80,1.84,1.73
1.80,1.83,1.83,1.78
1.83,1.85,1.87,1.74
1.75,1.82,1.84,1.73
1.80,1.82,1.86,1.80
1.74,1.79,1.81,1.74
1.84,1.85,1.85,1.77
1.80,1.71,1.84,1.62
1.70,1.75,1.80,1.61
1.70,1.70,1.84,1.68
1.70,1.77,1.77,1.65
1.75,1.73,1.75,1.68
1.80,1.74,1.80,1.67
1.72,1.75,1.80,1.57
1.70,1.68,1.74,1.60
1.65,1.62,1.65,1.50
1.61,1.65,1.67,1.61
1.65,1.70,1.70,1.65
1.65,1.80,1.80,1.64
1.80,1.77,1.84,1.70
1.77,1.83,1.83,1.77
1.78,1.81,1.81,1.78
1.64,1.81,1.81,1.64
1.80,1.74,1.80,1.72
1.82,1.81,1.86,1.68
1.85,1.87,1.99,1.84
1.92,1.75,1.92,1.58
1.78,1.92,1.97,1.78
1.99,1.87,2.06,1.85
1.96,1.88,1.97,1.79
1.84,1.81,1.96,1.71
1.78,1.92,1.92,1.77
1.89,1.94,1.95,1.85
1.77,1.89,1.90,1.76
1.86,1.89,1.89,1.86
1.89,1.91,1.91,1.87
1.89,1.86,1.89,1.76
1.83,1.86,1.88,1.81
1.83,1.86,1.88,1.80
1.86,1.79,1.87,1.77
1.86,1.78,1.86,1.76
1.80,1.80,1.89,1.79
1.80,1.75,1.86,1.66
1.79,1.75,1.88,1.71
1.73,1.87,1.88,1.73
1.87,1.78,1.87,1.78
1.81,1.80,1.87,1.79
1.81,1.80,1.83,1.80
1.80,1.77,1.81,1.72
1.77,1.74,1.80,1.72
1.74,1.86,1.87,1.74
1.84,1.85,1.85,1.80
