JKD,iShares Morningstar Large-Cap ETF,NASDAQ
130.61,131.02,131.02,130.51
130.85,132.54,132.54,130.73
132.50,132.42,132.97,132.28
132.57,133.49,133.69,132.57
133.44,133.78,133.91,133.44
134.32,134.71,135.19,134.24
134.50,133.72,134.88,133.64
133.99,134.36,134.80,133.99
134.61,134.30,134.61,134.00
134.31,134.75,134.97,134.31
134.85,134.88,134.93,134.57
133.98,133.81,134.19,133.74
133.70,133.76,133.76,133.47
133.59,133.81,133.81,133.57
134.01,134.10,134.40,134.01
134.35,133.25,134.35,133.21
133.33,133.35,133.57,133.18
133.68,132.67,133.68,132.40
133.43,133.30,133.54,132.67
133.49,133.82,133.93,133.49
133.92,133.95,134.01,133.52
134.12,134.76,134.99,133.99
134.61,134.65,134.96,134.59
134.78,134.51,134.99,134.34
134.30,134.78,134.78,134.04
134.45,134.43,134.52,133.53
134.53,134.66,134.68,134.35
