UNF,Unifirst Corporation Common Stock,NASDAQ
145.25,146.75,146.95,143.55
146.80,146.70,147.45,145.65
145.95,146.30,147.38,145.95
146.10,146.95,147.05,145.25
146.80,146.30,147.65,145.55
146.10,145.95,147.00,144.90
144.60,144.30,145.90,143.65
144.75,146.65,146.65,143.55
146.45,144.25,146.45,144.15
144.95,144.95,146.60,143.70
145.15,145.35,146.45,144.20
145.35,144.90,146.10,144.60
144.60,145.60,145.90,143.55
145.55,144.25,145.55,143.00
144.20,145.00,145.30,142.30
144.90,143.75,145.00,143.30
143.45,144.00,144.93,143.00
143.70,143.65,143.90,142.85
144.90,145.00,146.10,144.15
133.50,139.00,140.40,131.00
138.35,135.05,138.35,134.60
134.85,133.20,135.85,132.85
132.05,132.70,134.20,129.39
132.95,133.55,133.80,132.55
132.65,133.15,133.55,132.25
133.25,132.90,133.25,130.65
133.20,132.85,133.60,132.30
