UNF,Unifirst Corporation Common Stock,NASDAQ
51.76,51.81,52.00,51.49
51.49,51.70,51.90,50.45
51.45,51.27,51.67,50.81
52.01,52.65,52.71,52.01
52.60,53.37,53.49,52.60
52.90,53.26,53.55,52.68
53.01,53.59,53.74,52.70
54.07,53.96,54.42,53.39
54.24,53.64,54.24,53.60
54.16,53.83,54.16,53.48
54.06,54.35,54.42,53.33
54.50,53.68,54.50,53.40
53.97,53.79,54.21,53.52
53.81,53.81,54.29,53.62
53.89,54.23,54.32,53.61
54.23,55.03,55.03,53.51
55.15,54.34,55.15,54.26
54.51,54.56,54.70,54.29
54.63,53.95,54.63,53.81
54.06,54.42,54.80,54.06
54.31,54.77,55.00,54.31
54.80,55.12,55.44,54.78
55.37,55.23,55.40,54.76
55.35,55.13,55.89,55.13
54.90,55.05,55.38,54.63
55.46,56.36,57.12,55.17
56.75,54.68,56.75,54.68
54.96,56.99,57.00,54.79
56.91,55.26,57.37,54.57
55.54,53.88,55.54,53.27
53.51,54.10,54.48,53.27
54.47,54.96,55.05,54.27
55.34,55.57,56.06,55.16
55.74,55.48,55.97,55.07
55.32,56.16,56.25,55.07
55.80,55.99,56.48,55.48
55.49,53.98,56.39,53.78
53.77,53.57,54.14,53.34
53.74,53.00,53.82,52.50
53.01,53.88,53.99,53.01
53.45,54.47,54.59,53.12
54.79,55.28,55.47,54.24
55.11,55.97,56.25,55.11
56.02,54.89,56.04,54.78
55.29,55.76,56.24,54.75
56.11,56.52,57.30,55.87
56.30,56.53,56.71,56.06
56.64,56.70,57.28,55.03
56.54,56.96,57.11,56.09
56.98,57.59,57.98,56.91
57.62,57.32,57.62,56.77
56.94,56.95,57.20,56.65
56.67,56.74,57.10,56.41
56.39,57.50,57.50,56.20
57.26,56.88,57.30,56.51
56.88,56.70,56.98,56.61
56.81,56.69,56.87,56.45
56.50,56.87,57.15,56.42
56.96,57.39,57.48,56.73
56.91,56.89,57.26,56.57
56.86,55.82,57.01,55.78
56.06,55.62,56.08,55.17
55.70,56.45,56.52,55.35
56.74,56.40,56.86,56.00
56.61,55.54,56.61,54.88
55.43,55.66,55.85,55.10
56.34,56.80,57.08,56.34
56.95,57.26,57.26,56.22
57.42,55.21,57.66,55.21
55.34,56.34,56.77,54.98
56.33,56.47,56.70,55.87
55.55,54.22,55.55,53.87
53.92,54.18,54.57,53.81
53.55,54.01,54.60,53.37
52.85,53.22,53.53,52.85
52.91,51.90,53.10,51.88
52.68,52.06,52.91,51.95
52.26,52.88,52.93,52.13
53.47,54.32,54.41,53.47
54.49,54.05,54.49,53.56
54.27,54.48,54.65,54.02
54.75,54.60,54.85,54.10
54.78,55.05,56.24,54.62
55.15,54.93,55.70,54.68
54.88,54.90,55.74,54.62
54.63,54.74,56.23,54.63
54.63,53.01,54.63,52.74
53.27,52.60,53.35,52.52
52.62,52.90,52.97,52.32
52.73,53.38,53.97,52.73
53.44,53.35,53.68,53.15
53.32,53.32,53.57,53.01
53.69,53.32,54.35,53.05
53.37,53.00,53.47,52.89
52.87,52.42,53.25,52.40
52.83,52.00,52.83,51.73
51.77,52.08,52.10,50.81
51.96,52.09,52.16,51.75
51.77,50.95,51.91,50.58
51.21,50.49,51.35,50.34
51.30,50.97,51.31,50.63
51.37,50.87,51.51,50.44
50.59,50.09,50.73,49.94
50.30,51.05,51.26,50.30
50.98,51.28,51.55,50.88
51.25,51.62,51.67,51.15
51.78,51.76,51.83,51.53
52.06,51.86,52.07,51.56
51.72,52.00,52.33,51.57
52.02,51.46,52.19,51.43
51.25,51.45,52.24,51.10
52.15,51.52,52.44,51.49
51.55,51.34,51.78,51.19
51.72,52.46,52.68,51.57
52.44,51.49,52.56,51.29
51.26,52.70,52.80,50.96
52.84,51.67,52.84,51.29
51.21,50.85,51.40,50.84
50.77,51.09,51.35,50.56
51.11,51.73,51.89,51.03
52.15,51.52,52.18,51.30
51.31,51.30,51.89,51.05
50.77,51.13,51.46,50.62
51.16,50.76,51.31,50.50
50.70,51.42,51.56,50.70
51.19,52.25,52.33,51.19
52.48,52.45,52.89,52.13
52.90,53.62,53.93,52.39
53.61,51.35,53.62,51.33
51.53,51.48,51.61,51.14
50.82,50.56,51.23,50.47
50.53,50.19,50.65,49.94
50.57,50.36,50.64,50.22
50.28,50.39,50.70,50.28
50.49,50.20,50.67,50.12
50.11,50.12,50.58,49.71
50.19,49.63,50.34,49.63
50.13,50.71,50.90,49.98
50.20,50.06,50.54,49.88
50.23,50.33,51.25,50.02
50.61,50.38,51.01,50.08
50.36,50.98,51.31,50.06
51.46,51.88,52.05,51.20
51.67,51.24,52.10,51.23
50.83,51.39,51.61,50.38
51.46,50.90,51.49,50.70
50.79,51.97,52.41,50.68
52.26,52.93,52.94,51.95
53.00,54.50,55.19,53.00
54.76,56.19,56.36,54.58
56.36,58.45,59.16,56.36
58.28,58.15,58.28,57.76
58.22,58.91,58.91,57.80
59.34,60.49,61.22,59.13
60.00,59.69,60.19,58.95
58.79,58.81,59.75,58.39
58.44,58.80,59.42,58.44
59.22,58.65,59.25,58.22
58.79,57.63,59.21,57.57
57.87,58.01,58.41,57.58
57.80,56.84,57.92,56.68
57.44,57.93,57.97,57.20
58.12,57.71,58.12,57.50
58.06,58.62,59.09,57.73
58.50,58.03,58.50,57.72
57.51,57.42,58.23,57.16
57.48,56.47,57.48,56.43
56.32,55.33,56.32,55.21
55.24,54.95,55.89,54.91
54.47,54.85,55.59,53.65
55.42,54.60,55.46,54.05
54.30,53.80,55.05,53.68
53.88,54.15,54.64,52.71
53.24,52.84,54.40,52.82
53.38,52.50,53.89,51.08
51.40,47.51,53.01,47.40
48.53,50.59,50.59,46.52
49.27,47.30,49.71,47.25
47.71,49.96,50.76,46.97
50.30,49.46,50.30,48.66
49.82,50.46,50.54,49.12
50.09,50.29,50.62,49.25
50.66,49.86,50.81,49.29
48.35,46.59,48.51,45.98
45.96,45.94,47.32,45.54
46.86,45.88,47.12,45.45
46.05,48.39,48.42,46.05
48.29,49.17,49.60,48.14
49.57,47.84,49.85,47.23
47.61,49.02,49.04,46.69
49.64,51.38,51.58,49.64
51.14,51.55,51.82,50.74
51.76,51.78,52.23,51.04
51.77,50.54,52.66,50.18
49.30,48.82,50.39,48.56
47.28,48.39,48.58,46.68
49.01,49.77,49.85,48.87
49.43,48.97,50.18,48.81
48.48,47.77,48.69,46.81
47.29,47.85,47.99,46.60
48.14,48.52,48.95,47.48
48.99,49.68,50.39,47.81
50.07,50.87,51.04,49.23
51.20,50.45,51.36,50.22
49.98,49.29,49.98,48.65
49.42,48.48,49.98,48.47
48.36,45.44,48.43,45.39
43.91,44.79,45.33,43.69
44.85,45.23,45.64,44.55
45.23,45.67,45.78,43.72
46.63,46.89,48.15,46.28
46.99,45.07,46.99,44.91
46.04,46.56,46.57,44.98
45.89,45.29,46.97,45.18
45.15,43.91,46.59,43.86
43.45,43.82,45.01,42.84
44.01,45.21,45.91,43.24
45.21,46.70,46.87,45.03
46.79,45.59,47.46,45.42
46.39,47.70,47.71,46.39
47.42,48.35,48.61,47.35
48.76,49.71,50.02,48.54
49.55,49.49,49.74,48.38
50.18,50.61,50.72,49.54
50.12,50.05,50.47,49.75
49.72,49.51,50.06,48.04
51.07,50.39,52.97,50.27
50.65,50.57,51.54,50.27
51.06,49.52,51.81,48.51
49.77,51.49,51.66,49.72
51.11,49.67,51.11,49.53
50.42,50.39,50.73,49.06
51.95,53.99,54.73,51.57
53.99,53.86,54.28,52.61
53.47,52.35,53.47,52.32
50.51,50.52,51.79,49.93
51.41,52.19,52.39,51.35
53.21,54.47,54.78,51.78
54.07,54.04,54.07,53.17
53.61,53.80,54.00,52.01
54.14,55.24,55.27,53.29
53.58,52.30,53.74,51.90
53.25,52.96,53.25,52.26
53.51,54.80,54.88,53.51
54.37,53.97,54.72,53.31
53.55,55.40,55.65,53.55
54.93,54.06,55.66,53.93
54.23,54.06,55.25,53.72
54.04,54.58,54.77,54.04
53.59,52.87,54.21,52.74
52.91,53.22,53.67,52.79
52.96,52.60,53.15,52.19
52.25,52.25,52.88,51.97
53.95,54.41,54.77,53.88
54.41,54.07,54.98,53.72
56.27,57.83,57.88,56.27
57.90,56.93,58.00,56.84
57.69,57.18,58.00,57.10
58.00,57.75,58.17,57.21
57.64,57.19,58.01,57.01
56.67,57.00,57.19,55.98
56.58,54.88,56.58,54.54
55.27,57.14,57.52,55.14
56.66,56.59,56.69,55.90
57.25,57.43,58.31,56.91
57.18,55.41,57.18,55.31
56.19,56.08,57.00,55.64
56.48,55.40,56.86,54.87
55.77,54.64,56.65,54.39
55.60,55.62,56.13,55.20
55.52,56.88,57.17,55.38
57.05,57.51,58.04,57.05
57.85,57.80,58.03,57.35
57.59,57.86,58.15,57.59
57.61,56.86,57.61,56.73
57.16,57.69,57.96,56.90
57.65,56.74,57.76,56.70
57.95,57.94,58.00,57.45
58.00,59.73,59.94,57.45
59.59,60.06,60.10,59.12
60.10,60.82,61.40,59.78
61.25,60.35,61.64,60.27
60.95,61.08,61.15,60.47
60.96,61.33,61.61,60.75
61.23,61.85,62.00,60.96
61.33,61.88,62.00,61.14
62.21,60.79,62.21,60.77
60.77,61.05,61.56,60.74
61.33,61.18,61.50,60.97
61.25,60.94,61.25,60.43
61.02,60.97,61.65,60.58
60.86,60.93,61.10,60.27
61.04,60.48,61.04,60.36
61.00,60.24,61.00,59.79
60.22,60.50,60.66,60.04
60.22,59.85,60.25,59.68
60.16,60.38,60.70,59.88
61.07,61.49,61.50,60.58
61.39,61.41,62.11,61.21
62.39,62.48,62.75,62.02
62.06,62.19,62.35,61.73
62.11,61.83,62.35,61.77
62.15,62.31,62.48,61.96
62.54,62.24,62.56,62.11
61.78,61.61,62.09,61.52
62.20,62.20,62.55,62.00
61.83,61.42,62.01,61.19
61.54,61.22,61.87,61.07
61.36,61.23,61.45,61.17
61.47,61.55,61.84,61.30
61.57,61.56,62.06,61.37
61.27,61.07,61.97,61.00
61.30,61.08,61.31,60.91
61.11,61.09,61.43,60.92
60.85,60.96,61.22,60.52
61.00,60.52,61.26,60.27
60.82,60.08,61.05,60.02
60.30,59.94,60.61,59.87
59.92,58.88,60.33,58.50
58.83,58.95,59.00,58.37
58.52,58.36,58.84,58.29
58.50,58.50,58.64,58.27
59.00,58.96,59.24,58.52
59.00,59.47,59.61,58.82
59.69,60.16,60.23,59.21
60.20,61.34,61.40,60.09
61.42,60.18,61.42,60.04
60.27,60.28,60.34,59.77
60.34,59.67,60.45,59.65
59.92,60.04,60.24,59.72
59.88,59.67,60.02,59.38
59.92,59.63,60.08,59.52
59.36,59.60,59.60,59.11
59.65,60.03,60.03,59.01
60.49,60.62,60.69,60.18
60.70,60.28,60.78,60.23
62.94,61.92,62.98,61.67
61.68,61.69,61.94,61.30
61.99,61.55,62.00,61.55
61.67,61.85,61.95,61.31
61.88,61.66,61.88,61.32
61.27,61.89,61.96,60.87
61.84,61.79,62.00,61.52
60.96,60.28,61.20,60.28
60.31,59.55,60.42,59.42
60.00,60.19,60.29,59.70
60.13,60.76,61.08,59.88
60.50,60.09,60.83,59.94
60.32,60.21,60.75,59.53
60.77,60.99,61.54,60.62
60.87,60.11,60.91,59.88
60.25,59.61,60.55,59.57
60.29,59.69,60.76,59.59
59.28,59.04,59.39,58.62
59.19,59.57,59.94,58.91
60.16,60.10,61.09,59.78
60.05,60.76,60.87,60.05
60.71,61.75,61.96,60.46
61.75,60.76,61.84,60.72
60.69,59.69,61.41,59.58
59.55,60.39,60.39,59.10
60.45,59.59,60.54,59.46
59.52,59.04,59.56,58.91
58.88,59.11,59.33,58.86
58.92,59.31,59.49,58.92
58.75,58.74,59.11,58.55
59.17,58.74,59.17,58.52
58.50,58.50,58.74,58.10
58.23,57.87,58.46,57.85
58.03,58.15,58.71,57.89
58.53,57.81,58.56,57.77
58.08,57.27,58.14,57.27
57.16,57.04,57.47,56.81
57.33,58.26,58.32,57.03
58.25,57.37,58.40,57.13
57.13,57.97,57.97,56.68
57.88,57.95,58.28,57.15
57.72,57.60,58.16,57.36
58.06,58.04,58.66,57.54
57.59,57.27,57.80,57.27
57.51,57.22,57.79,56.95
56.77,56.24,56.95,56.20
56.60,56.94,57.18,56.27
56.81,56.66,57.18,56.53
56.88,57.94,57.99,56.88
58.47,57.64,58.79,57.42
57.53,57.79,58.17,57.12
58.39,56.67,58.39,56.55
56.97,56.82,56.97,55.86
56.87,56.37,57.28,56.16
56.55,57.59,57.88,56.55
57.64,58.08,58.65,57.46
57.69,58.00,58.41,57.06
58.42,58.52,58.94,57.83
58.53,58.57,58.97,58.13
58.74,57.08,58.74,56.83
57.48,57.52,57.59,56.96
57.07,57.20,57.68,56.96
57.44,57.40,58.33,56.93
60.30,62.99,63.30,60.30
62.50,62.66,62.96,62.23
63.70,63.75,64.05,63.40
63.74,65.88,65.89,63.46
65.95,66.92,67.37,65.91
67.02,66.98,67.28,66.48
66.53,67.10,67.36,66.21
67.26,67.05,67.51,66.85
67.39,66.91,67.69,66.33
67.04,67.30,67.59,66.74
67.02,66.19,67.21,66.02
66.40,68.68,68.98,66.29
68.26,68.39,69.23,67.78
67.94,64.67,67.94,64.13
63.99,65.24,65.63,63.99
65.20,64.20,65.40,64.11
63.77,62.94,63.77,62.68
62.11,61.81,62.27,61.49
62.14,61.62,62.14,61.22
62.01,61.98,62.17,61.35
62.80,62.16,62.80,62.00
62.35,62.84,63.20,61.46
63.03,62.22,63.38,61.90
62.11,62.62,63.01,61.97
62.93,62.20,63.25,62.07
61.86,62.61,62.84,61.86
63.51,64.63,65.25,63.51
64.78,64.13,65.02,63.72
64.36,64.87,65.20,64.28
64.45,65.21,65.40,64.38
64.93,65.52,65.66,64.64
65.50,65.77,65.77,64.72
65.50,65.28,66.17,65.00
65.72,65.98,66.02,64.89
65.53,66.49,66.98,65.53
66.43,67.19,67.38,66.25
67.03,67.99,68.01,66.50
67.86,66.94,68.04,66.63
67.33,66.59,67.99,66.47
66.47,65.69,66.47,65.20
65.43,64.99,65.43,64.47
64.80,65.20,65.48,64.48
65.50,64.58,65.50,64.24
64.45,64.39,64.79,64.15
64.42,64.60,65.01,64.11
64.35,63.74,64.35,63.55
64.18,63.51,64.18,63.10
63.51,63.67,64.20,62.40
64.14,63.82,64.27,63.48
64.04,65.89,66.22,64.04
66.11,66.12,66.27,65.67
65.90,66.05,66.61,65.21
66.35,66.79,66.88,65.90
67.15,67.01,67.36,66.53
67.09,68.16,68.95,66.53
68.59,68.30,69.01,67.75
67.92,67.72,68.24,67.25
67.86,67.73,68.03,67.03
68.00,67.94,68.11,67.64
67.63,67.43,67.77,66.66
68.00,67.24,68.34,67.14
68.08,67.43,68.08,66.72
68.03,67.27,68.40,67.08
67.50,67.36,67.72,66.81
67.49,67.58,67.94,66.87
67.19,66.79,67.43,66.71
66.99,67.96,68.40,66.90
68.01,68.16,68.21,67.42
68.07,67.33,68.28,67.12
67.70,67.78,67.78,66.62
67.84,67.81,68.29,67.33
66.98,67.89,68.20,66.98
67.85,67.16,68.02,67.13
67.40,66.48,67.40,66.19
67.00,67.10,67.38,66.54
66.95,66.50,67.12,66.01
66.46,66.60,66.64,65.85
66.79,67.41,67.50,66.63
67.00,69.78,70.00,67.00
69.88,69.53,70.41,69.52
69.52,68.66,69.84,67.87
68.70,69.05,69.36,67.87
68.69,68.52,69.16,68.40
68.90,68.41,68.90,68.27
68.96,68.68,69.24,68.52
68.82,68.70,69.16,68.27
68.60,69.57,69.57,68.60
69.45,70.69,71.17,69.45
71.25,69.91,71.25,69.88
69.99,70.04,70.41,69.80
70.01,71.52,71.89,70.01
70.63,70.15,72.01,69.90
70.23,70.26,70.80,70.06
69.96,70.27,70.68,69.96
70.66,70.22,70.70,70.05
70.01,70.17,70.98,70.01
70.50,69.62,70.62,69.54
69.75,69.84,70.42,69.27
69.58,69.82,70.07,69.27
70.37,70.20,70.54,69.78
70.18,70.44,70.54,69.71
70.46,70.47,70.59,70.27
70.49,70.47,70.76,70.27
70.47,70.85,71.41,70.38
70.77,70.46,70.88,70.34
70.45,70.27,70.90,69.67
70.75,70.53,71.13,70.35
70.76,70.57,70.93,69.96
70.83,70.80,71.10,70.29
70.82,72.40,72.65,70.62
72.46,72.75,73.14,71.82
72.58,73.22,73.27,71.77
73.42,71.06,73.42,70.71
71.00,71.29,71.56,70.71
71.74,72.67,73.01,71.46
73.04,71.71,73.30,71.56
71.59,71.27,72.37,70.97
70.96,71.06,71.90,70.63
71.09,73.23,73.24,71.09
73.15,73.90,74.35,73.06
73.82,73.83,74.52,73.11
73.83,74.52,75.37,73.25
73.95,74.06,75.04,73.73
73.75,73.96,74.35,72.89
74.15,73.04,74.29,72.72
73.20,72.94,73.89,72.22
72.83,72.72,73.82,72.49
72.99,73.32,73.67,72.41
75.00,75.70,77.73,74.16
88.35,81.87,88.35,81.48
82.61,82.07,83.05,81.63
81.90,82.14,82.47,81.03
81.87,81.72,82.25,81.15
82.14,81.35,82.14,80.40
81.39,81.36,81.82,80.38
81.88,81.83,81.93,81.11
81.84,81.44,81.95,81.27
81.05,81.59,81.75,80.82
81.62,80.79,81.62,80.10
81.31,81.24,81.99,81.00
80.94,81.71,81.86,80.85
81.64,82.26,82.26,81.41
82.34,81.19,82.34,81.03
81.45,80.74,81.91,80.02
81.19,80.80,81.19,79.32
80.41,81.90,82.08,79.96
81.48,82.22,82.34,81.48
82.00,82.14,82.34,81.81
81.85,81.74,82.66,81.68
82.30,82.01,82.34,81.22
81.50,82.19,82.63,81.33
82.55,83.37,83.47,82.48
83.13,83.46,83.75,82.85
83.50,84.47,84.67,83.43
84.35,84.75,85.04,84.17
84.98,84.19,85.55,83.85
84.19,84.22,84.60,84.02
84.31,84.61,84.94,84.23
84.87,84.55,85.01,84.34
84.89,84.18,84.90,84.02
84.18,85.20,85.60,84.18
85.22,84.04,85.22,83.93
84.30,83.99,84.50,83.58
84.37,84.48,84.58,84.25
84.70,82.82,84.80,82.77
83.20,83.08,83.40,82.60
83.33,83.42,84.04,83.32
83.25,83.54,84.23,83.25
82.90,84.41,84.93,82.53
83.90,84.30,84.43,82.60
85.00,84.39,85.05,84.28
84.85,84.72,85.29,84.41
84.91,85.56,86.14,84.91
85.64,85.29,85.98,83.85
85.33,85.87,86.13,85.27
86.43,85.45,86.43,85.36
86.19,86.13,86.29,85.53
86.45,87.00,87.16,85.25
87.12,87.00,87.20,86.27
86.49,87.37,87.63,86.49
87.90,88.00,88.33,87.41
88.50,87.95,88.73,87.47
87.59,87.57,87.89,86.79
87.60,89.01,89.50,87.60
89.77,88.09,89.87,87.28
88.23,88.57,88.58,87.51
92.58,89.82,93.00,89.15
90.66,90.50,91.80,89.52
90.61,90.35,91.43,89.66
90.80,90.98,91.45,90.56
91.25,90.18,91.63,90.03
90.48,90.28,90.82,89.63
89.10,88.98,89.85,88.49
89.30,89.88,89.92,88.31
90.15,89.60,90.17,89.00
90.00,91.05,91.51,89.62
91.21,92.26,92.30,90.79
92.21,92.21,92.34,91.80
92.01,90.00,92.24,89.36
90.60,92.35,92.59,90.26
92.32,90.68,92.89,89.34
90.55,89.37,91.49,88.93
90.10,90.36,90.51,89.27
90.30,89.75,90.70,88.54
90.10,90.64,90.97,89.46
90.35,90.30,90.80,89.71
90.60,91.18,91.43,89.58
91.14,90.93,91.31,89.89
90.93,90.94,91.14,90.50
91.15,91.05,91.49,90.50
91.89,88.85,91.89,88.83
88.98,89.57,89.98,88.73
90.48,90.92,92.19,90.48
90.72,91.29,92.41,90.20
91.67,92.27,92.64,90.81
92.36,93.45,93.73,92.01
93.26,93.16,94.14,92.84
92.73,93.04,94.21,92.73
92.63,92.57,92.96,92.10
92.50,94.31,94.37,92.50
93.96,94.96,95.18,93.96
94.60,94.77,95.10,94.04
95.16,96.50,96.64,94.72
96.18,96.48,96.74,95.67
96.24,96.57,97.10,95.72
96.52,95.24,97.15,94.87
95.32,95.15,95.58,93.94
95.08,95.62,95.74,93.67
96.11,99.58,100.07,96.11
98.74,96.41,99.05,95.76
96.39,96.29,96.92,95.50
95.57,94.90,96.52,94.82
94.43,94.99,96.00,93.86
94.99,94.88,95.20,94.00
94.48,93.76,94.90,93.18
93.60,95.10,95.20,93.60
96.00,96.50,97.20,95.35
96.55,96.40,96.90,95.86
95.74,95.40,96.40,95.06
95.80,94.54,95.90,94.16
94.82,96.37,96.60,94.45
95.94,95.15,96.69,95.01
95.75,96.71,96.74,95.60
97.15,96.50,98.00,96.30
96.49,97.00,98.25,96.06
