MORN,Morningstar,NASDAQ
53.91,53.58,53.91,53.08
53.32,53.52,53.82,52.89
53.32,53.79,53.85,53.04
53.63,53.95,54.28,53.40
53.90,54.74,54.82,53.72
54.56,54.51,54.92,54.25
54.23,55.25,55.25,54.13
54.85,55.40,55.57,54.54
55.02,55.85,55.85,54.89
55.50,55.97,56.08,54.12
55.53,55.60,56.24,55.06
55.42,55.58,56.16,55.40
54.94,58.46,58.71,54.94
58.23,59.27,59.97,57.59
57.96,58.43,59.04,57.27
58.22,58.11,58.79,57.51
58.20,57.76,58.59,57.47
57.90,58.69,58.72,57.88
58.80,58.68,59.05,58.13
58.95,57.42,59.20,57.12
57.55,58.73,58.95,57.38
58.98,59.88,60.46,58.51
59.78,59.23,59.92,58.60
59.44,58.03,59.44,57.78
58.05,58.42,58.91,57.55
58.40,58.48,58.89,57.93
58.03,57.41,58.03,57.00
57.10,57.52,57.77,56.46
57.08,57.07,57.59,56.00
55.70,57.10,57.57,55.00
57.11,56.62,57.56,56.62
57.46,56.90,57.49,56.78
57.40,58.09,58.19,57.24
58.42,58.70,59.03,58.29
58.50,58.13,58.50,57.88
58.00,57.50,58.00,57.04
57.66,57.30,57.75,56.88
57.41,57.55,57.68,57.13
57.60,57.37,57.80,57.04
57.39,57.78,57.78,57.21
57.85,58.25,58.43,57.45
58.25,58.38,58.67,56.98
58.46,59.13,59.23,58.38
59.14,60.07,60.08,59.12
59.91,59.69,60.73,59.34
58.77,59.06,59.19,57.96
58.76,58.31,59.00,58.31
58.29,58.68,58.90,58.10
58.70,58.42,58.70,57.50
58.00,58.50,58.63,57.54
58.70,59.44,59.65,58.36
58.93,59.16,59.61,58.84
59.14,59.38,59.42,58.99
58.84,59.27,59.40,58.37
59.31,59.15,59.57,58.94
59.55,59.97,59.97,59.32
60.00,60.31,60.31,59.69
60.00,60.17,60.27,59.75
60.35,60.28,60.75,58.67
60.31,60.67,60.94,59.80
59.02,57.16,59.02,56.82
57.25,57.60,58.26,57.24
57.75,57.82,58.17,57.48
57.76,57.40,58.01,56.94
57.49,57.21,57.95,56.67
57.15,56.45,57.58,56.30
57.25,56.70,57.49,56.48
56.90,57.31,57.46,56.71
57.65,58.08,58.20,57.47
58.24,57.58,58.35,57.43
57.33,58.18,58.32,57.23
58.25,57.28,58.25,57.11
57.90,56.96,57.90,56.73
57.01,58.90,59.30,56.98
58.97,59.64,59.74,58.11
60.00,59.85,60.00,59.37
59.62,59.79,60.05,59.00
59.07,59.28,59.56,58.68
59.55,58.70,59.84,58.24
58.63,59.27,59.38,57.68
59.07,59.64,59.64,58.70
59.63,59.76,60.50,59.39
59.97,60.41,60.69,59.46
60.14,58.76,60.18,58.76
58.61,58.79,59.39,58.20
58.20,58.21,58.70,58.12
58.10,57.54,58.22,57.39
57.86,58.18,58.47,57.43
58.02,57.53,58.08,57.53
57.62,58.35,58.49,57.61
58.21,57.38,58.35,57.27
57.44,58.36,58.77,56.94
58.76,58.70,58.99,58.15
57.98,58.36,58.86,57.86
58.16,59.01,59.02,58.14
59.15,58.79,59.31,58.74
58.59,59.33,59.38,58.59
59.33,59.93,60.05,59.01
59.91,59.86,60.45,59.50
59.16,59.60,59.80,58.49
59.16,58.42,59.69,58.19
58.46,59.66,59.99,58.12
59.67,60.23,60.32,59.20
60.39,60.65,60.91,59.99
60.88,60.78,60.95,60.60
60.67,61.93,62.00,60.67
61.54,62.14,62.29,61.36
61.96,62.92,62.98,61.83
63.34,63.61,64.00,63.11
63.06,63.28,63.48,62.77
62.81,61.51,63.15,61.36
61.37,61.72,61.97,61.03
62.00,61.82,62.80,60.93
61.95,60.77,62.11,60.48
60.96,60.78,60.96,60.30
60.63,60.53,60.71,60.01
60.57,62.04,62.18,60.54
62.25,61.85,62.42,61.52
62.16,62.37,62.87,61.70
62.46,62.29,62.49,61.80
61.78,61.66,62.24,60.44
61.59,61.35,61.82,61.08
61.12,59.74,61.12,59.54
59.67,62.70,62.99,59.64
62.21,62.36,62.69,61.56
62.91,60.50,62.97,60.18
60.00,59.09,60.83,58.90
59.03,58.99,59.66,57.37
57.88,57.13,58.52,57.05
57.67,55.71,58.06,54.78
53.27,52.25,55.13,52.09
52.94,55.76,55.82,51.11
54.83,53.32,55.50,53.25
53.68,55.90,56.30,52.92
56.03,55.92,57.23,55.34
56.36,57.66,57.85,55.65
57.16,56.82,57.45,56.30
57.22,57.21,58.00,56.95
55.68,54.02,55.68,53.91
53.49,53.37,55.26,53.34
54.58,54.58,55.54,53.72
54.91,56.61,56.71,54.22
56.65,57.67,58.08,56.36
58.16,56.94,58.21,56.89
56.42,58.47,58.51,56.15
58.78,59.99,60.10,58.01
59.88,59.83,60.16,59.24
59.94,59.66,60.13,59.16
59.47,58.05,60.25,57.88
56.39,56.48,57.62,56.06
54.75,56.58,56.69,54.75
56.90,58.34,58.35,56.75
57.91,57.28,58.31,57.05
56.73,55.73,57.65,55.66
54.80,56.41,56.51,54.63
56.53,57.37,57.51,56.53
57.80,57.99,58.35,57.15
58.33,58.74,58.74,57.64
58.73,59.27,59.27,58.16
58.50,58.91,59.36,56.74
58.51,58.45,59.69,58.31
58.58,56.70,59.06,56.69
55.46,55.78,56.25,55.29
55.75,55.78,56.40,55.20
56.36,56.68,56.74,55.24
57.05,57.50,58.47,57.05
57.79,56.22,58.10,56.12
57.22,56.67,57.65,55.24
56.08,56.44,57.81,55.72
56.06,55.22,57.24,54.85
54.70,55.52,55.74,54.01
55.69,56.66,56.89,55.06
56.49,58.00,58.04,56.13
58.28,57.01,58.28,56.93
57.38,59.34,59.53,57.38
59.05,59.81,60.05,58.84
59.98,59.60,60.10,59.40
58.99,59.18,59.50,58.72
59.68,59.83,59.89,59.16
59.06,58.46,59.06,57.90
58.43,59.73,59.82,57.95
59.45,58.25,59.76,57.89
58.25,58.04,58.98,57.56
58.79,58.97,59.42,58.52
58.90,60.08,60.08,58.67
59.59,58.77,59.89,58.63
59.64,59.57,59.77,58.38
60.02,60.77,61.26,58.88
60.62,60.47,61.59,60.29
59.69,58.97,60.47,58.95
57.29,57.65,58.38,57.18
58.42,58.72,58.86,57.48
59.32,58.65,59.32,58.14
58.54,58.85,58.89,58.04
58.99,59.11,59.45,58.15
59.49,60.15,60.17,58.87
59.24,58.20,59.24,58.07
59.04,59.05,59.12,58.28
59.51,60.10,60.16,59.51
59.86,59.35,59.99,59.21
59.00,59.54,59.84,59.00
59.01,58.58,59.73,58.50
58.60,58.02,58.85,57.98
58.39,58.25,58.53,57.88
57.32,57.45,58.00,57.16
57.46,57.55,57.83,57.07
57.31,56.74,58.00,56.67
56.60,57.41,57.84,56.60
58.53,58.57,59.00,57.81
58.71,58.44,59.16,58.34
59.54,60.25,60.25,59.43
59.56,59.65,60.34,59.42
60.00,59.67,60.00,59.44
60.01,59.85,60.19,59.31
59.56,59.69,59.94,59.24
59.28,59.49,59.62,58.76
59.00,58.60,59.47,58.52
58.56,58.94,59.16,58.31
58.71,59.16,59.38,58.48
59.49,58.17,59.94,57.79
58.00,57.60,58.67,57.54
57.85,57.80,58.66,57.72
57.98,58.30,58.33,57.66
58.66,57.85,58.92,57.55
58.52,58.92,59.18,58.46
59.05,58.97,59.11,58.30
59.00,59.69,59.75,58.79
59.75,60.13,60.18,59.45
59.91,60.20,60.40,59.76
60.00,59.75,60.00,59.53
59.80,60.24,60.30,59.65
60.01,59.45,60.01,59.28
60.09,59.49,60.12,59.13
59.38,58.76,59.38,56.23
58.66,58.88,58.88,58.05
58.73,59.49,59.56,58.35
59.47,59.50,59.64,59.24
59.85,59.44,59.96,59.39
59.35,59.50,59.50,59.20
59.68,59.50,59.68,58.95
59.31,58.91,59.31,58.69
59.23,58.55,59.25,58.37
58.56,59.44,59.45,58.18
59.38,59.44,59.58,59.26
59.28,59.46,59.61,58.89
59.14,59.40,59.56,59.14
59.30,59.40,59.50,59.04
59.28,59.50,59.52,59.17
59.59,59.97,60.09,59.34
59.72,59.77,60.00,59.51
59.22,59.52,59.70,59.22
59.83,59.77,59.87,59.27
59.95,60.23,60.42,59.64
60.12,59.76,60.42,59.67
60.16,60.88,60.89,60.11
60.45,60.95,61.24,59.76
60.62,60.76,61.06,60.37
60.68,60.50,60.96,60.34
60.49,61.13,61.18,60.26
60.14,60.81,61.01,60.14
61.25,61.39,61.39,60.76
61.18,61.25,61.34,60.87
61.34,60.94,61.90,60.77
60.64,61.75,62.00,60.64
61.70,61.61,61.84,61.28
61.26,59.93,61.26,59.39
60.55,59.74,61.12,59.40
59.72,60.00,60.42,59.72
59.88,60.10,60.10,59.52
59.49,59.93,59.97,57.97
59.55,59.69,59.79,58.71
59.67,59.87,60.03,59.58
59.99,60.04,60.06,59.74
59.95,59.89,60.11,59.73
59.89,60.06,60.08,59.69
59.65,58.94,59.86,58.72
59.28,59.26,59.41,58.98
59.34,59.79,59.96,59.34
59.84,59.80,59.98,59.40
59.82,59.72,60.03,59.50
59.75,60.48,60.49,59.75
60.23,59.98,60.54,59.98
59.96,60.67,60.73,59.79
60.62,60.72,60.89,60.57
60.66,61.04,61.37,60.61
60.72,61.00,61.25,60.72
61.17,61.19,61.38,60.70
60.99,60.56,61.21,60.28
60.85,61.15,61.18,60.31
61.50,62.21,62.32,61.42
62.00,62.15,62.32,61.47
62.12,62.31,62.49,62.04
61.95,62.52,62.62,61.87
62.75,63.05,63.25,62.48
62.98,62.81,63.24,62.76
62.96,62.89,63.10,62.52
62.39,62.38,62.54,62.29
62.04,61.89,62.30,61.57
61.26,61.15,61.36,60.82
61.24,60.40,61.47,60.26
60.74,61.23,61.23,60.74
61.21,61.09,61.39,60.79
60.88,60.99,61.29,60.70
61.12,60.89,61.32,60.82
61.22,61.42,61.56,60.78
61.36,61.42,61.82,61.19
61.44,61.92,62.11,61.40
61.89,62.71,62.91,61.68
62.16,62.22,62.46,61.93
62.16,62.63,62.99,62.16
62.96,63.28,63.57,62.72
63.17,58.55,63.24,58.44
58.88,58.53,60.36,57.85
58.40,57.72,58.40,57.59
57.89,57.38,58.26,57.20
56.90,56.77,57.44,56.41
56.96,56.67,57.38,56.54
56.58,56.10,56.58,56.09
55.90,55.73,55.97,55.58
55.41,55.19,55.72,54.78
54.81,55.31,55.64,54.72
55.73,55.89,56.10,55.51
55.51,55.88,56.24,55.51
55.58,55.43,55.69,55.24
55.28,56.10,56.54,55.26
56.07,56.49,56.85,56.07
56.52,55.57,56.70,55.55
55.77,55.36,56.40,55.22
55.28,56.01,56.32,54.96
56.01,56.61,57.29,56.01
56.13,57.10,57.15,56.13
56.98,57.33,57.54,56.48
57.20,57.04,57.35,56.51
57.07,57.47,57.95,56.83
57.03,56.46,57.35,56.09
56.43,55.94,56.43,55.50
55.05,55.27,55.70,54.71
55.24,55.37,55.79,55.10
55.14,56.14,56.25,55.14
56.30,57.20,57.36,56.30
57.62,57.40,58.00,57.40
57.27,57.87,57.99,57.25
58.00,57.33,58.02,56.50
57.33,57.15,57.86,57.02
56.79,56.99,57.79,56.79
57.10,57.37,57.53,56.87
57.26,57.36,57.85,57.20
57.19,57.95,58.09,57.01
58.25,58.81,58.85,57.79
58.69,58.45,59.04,58.10
58.30,57.64,58.58,57.64
57.84,57.67,58.18,57.48
57.20,56.50,57.20,56.38
56.48,56.54,57.14,56.25
56.68,57.97,57.99,56.09
57.55,56.95,57.77,56.58
57.67,57.84,57.98,57.50
58.00,59.55,59.58,57.70
59.47,59.68,60.13,58.95
59.77,59.69,60.00,58.85
59.15,59.61,59.93,59.15
59.51,59.71,59.82,59.38
59.78,59.49,59.98,59.45
59.27,59.37,59.66,58.86
59.12,58.70,59.15,57.69
58.76,59.93,60.00,58.76
59.75,59.47,59.98,59.24
59.70,59.26,59.90,59.02
59.03,59.20,59.45,58.94
59.14,58.96,59.47,58.73
58.75,58.98,59.44,58.59
58.34,57.99,58.59,57.91
58.19,57.89,58.50,57.51
57.78,58.18,58.81,57.78
58.84,59.28,59.78,58.26
59.59,58.62,59.77,58.29
58.55,58.14,58.80,57.74
58.24,58.07,59.02,57.94
58.16,57.48,59.10,57.37
57.09,57.01,58.16,56.35
57.63,57.71,58.19,56.46
57.70,57.49,58.04,57.27
57.59,57.74,58.46,57.40
57.68,58.32,58.48,57.54
58.18,58.42,58.79,58.18
58.13,58.12,58.88,57.97
58.23,58.35,58.51,57.66
58.35,57.98,58.76,57.58
57.85,58.03,58.13,57.64
57.80,57.90,58.06,57.72
57.69,58.00,58.03,57.63
58.00,57.63,58.23,57.08
57.86,57.87,58.29,57.48
57.86,58.30,58.48,56.90
58.29,58.36,58.82,58.00
58.04,58.60,58.84,58.00
58.75,58.71,58.76,58.36
58.71,59.37,59.50,58.53
59.10,59.29,59.59,58.58
59.15,59.28,59.65,58.99
59.50,59.41,59.92,59.32
59.40,59.94,60.00,59.01
59.86,59.92,60.00,59.23
60.00,60.79,60.99,59.77
60.70,60.70,61.19,60.50
60.60,60.75,60.87,60.34
60.56,60.82,61.00,60.26
60.78,60.95,61.22,60.60
60.80,61.30,61.30,60.80
61.24,61.63,61.79,60.63
61.55,61.73,61.82,60.92
61.83,61.87,62.00,61.66
61.77,61.84,62.54,61.54
61.33,62.16,62.97,61.10
62.30,62.43,62.87,62.19
61.78,62.61,62.73,61.78
62.62,62.24,62.74,62.17
62.20,62.39,62.52,61.99
62.61,62.63,63.08,62.28
62.25,62.64,63.00,61.99
63.13,63.70,63.88,62.53
63.91,63.29,63.91,63.10
63.45,63.52,63.60,63.16
63.70,63.96,63.99,63.33
64.10,63.87,64.16,63.64
63.45,63.84,64.05,63.45
63.82,63.24,64.10,62.85
63.05,63.29,63.73,63.05
63.50,63.26,64.06,63.16
63.29,63.61,63.81,63.29
63.85,64.02,64.19,63.66
64.02,64.43,64.47,63.99
64.50,64.33,64.62,63.64
64.16,64.00,64.72,63.98
63.55,63.16,64.09,62.99
63.28,63.25,63.54,63.02
62.62,63.49,63.71,62.62
63.52,62.54,63.80,61.88
62.89,62.69,62.95,61.48
62.85,62.59,62.98,62.27
62.64,62.98,63.27,62.23
62.89,64.39,64.60,62.88
64.41,63.31,64.64,63.23
63.41,63.51,63.92,63.09
63.68,63.83,64.48,63.57
63.61,63.56,63.83,63.20
63.52,63.34,63.99,63.27
63.10,63.30,63.87,62.95
63.48,63.31,63.63,62.69
63.18,62.51,63.32,62.22
62.79,61.88,62.89,60.76
61.92,61.59,62.09,60.69
61.56,62.37,62.75,61.53
62.66,62.89,63.11,62.56
62.97,62.86,63.43,62.15
62.89,63.25,63.30,61.76
63.30,63.61,63.82,62.64
63.23,63.00,63.80,62.76
62.93,63.00,63.32,62.62
62.75,63.25,63.52,62.17
63.37,63.30,64.29,62.79
63.44,63.83,63.96,62.98
64.11,63.45,64.22,63.30
63.63,61.75,64.39,61.39
61.77,63.54,63.60,61.63
63.22,64.28,64.35,63.22
64.35,64.58,64.90,63.89
64.11,64.26,64.77,63.95
64.30,65.12,65.21,63.91
65.48,64.88,65.48,64.83
64.92,65.23,65.26,64.40
65.14,64.52,65.62,64.32
64.75,64.28,64.75,62.07
64.10,64.32,64.69,63.92
64.23,64.30,64.64,64.15
64.31,64.24,64.48,63.91
63.48,63.81,64.11,62.90
63.58,63.50,64.00,63.04
63.50,62.51,63.59,62.21
62.19,62.52,62.86,62.19
61.86,62.14,62.53,61.69
61.95,62.83,62.96,61.56
63.29,63.63,63.96,63.16
63.54,63.12,63.58,62.57
63.35,62.94,63.35,62.74
62.90,63.56,63.59,62.76
63.42,64.64,64.97,63.42
64.58,65.14,65.16,64.58
65.22,65.10,65.49,64.95
65.21,65.25,65.36,64.81
65.21,65.14,65.46,65.00
65.02,65.21,65.35,64.97
65.20,64.76,65.29,64.60
64.94,65.27,65.51,64.92
65.31,65.06,65.39,65.02
65.47,65.48,65.99,64.68
65.55,65.49,65.62,65.37
65.42,65.99,66.07,65.20
66.16,66.33,66.45,65.84
66.29,66.68,66.82,66.06
66.68,66.83,67.14,62.72
66.91,66.91,67.25,66.75
67.00,67.69,67.89,66.96
67.85,68.05,68.32,67.85
67.85,67.44,67.92,66.65
67.73,67.62,67.95,67.48
67.54,67.94,68.04,67.23
67.92,67.39,68.09,67.31
67.33,68.04,68.61,67.33
68.14,68.36,68.70,67.54
68.24,68.16,68.82,67.94
68.09,68.45,68.53,67.89
68.22,69.45,69.50,61.31
69.50,70.55,70.68,69.50
70.48,69.84,70.95,69.28
69.70,69.78,70.18,68.31
69.52,68.59,69.60,68.31
68.77,68.90,69.05,68.22
68.99,68.03,69.21,67.95
68.10,67.77,68.64,67.34
67.70,68.60,68.89,67.39
68.61,68.58,68.88,68.05
68.37,68.77,69.29,67.51
68.42,68.59,69.16,67.56
68.78,69.41,69.67,68.77
69.46,69.40,69.78,69.20
69.20,69.17,69.99,68.63
69.30,69.06,69.41,68.19
68.81,69.53,69.90,68.48
69.56,69.56,69.77,68.78
69.36,69.88,70.00,69.36
69.52,69.93,71.14,69.47
69.64,69.87,70.47,69.35
69.12,69.21,69.50,68.39
69.16,69.40,69.70,69.03
69.45,69.76,69.97,68.90
69.57,68.95,69.69,68.95
69.10,69.67,69.96,68.86
69.46,68.93,69.83,68.58
68.99,68.93,69.59,68.77
68.46,69.01,69.21,68.22
69.01,69.92,70.40,68.55
69.51,69.61,70.00,69.37
69.79,69.87,70.27,69.38
69.81,68.65,69.81,68.56
68.78,68.00,68.78,67.78
67.29,67.12,67.29,66.64
67.03,67.32,67.48,66.63
67.30,66.32,67.30,66.14
66.31,66.93,67.41,66.31
66.74,66.97,67.22,66.49
66.70,66.94,67.03,66.42
66.38,65.36,66.53,65.19
65.78,64.16,65.78,64.03
63.78,64.22,64.38,63.55
64.56,63.89,64.59,63.70
64.00,63.58,64.19,63.01
63.65,64.21,64.45,63.28
64.51,64.34,64.52,63.53
64.19,63.85,64.37,63.53
63.97,64.69,65.12,63.64
64.75,65.70,66.24,64.25
65.63,65.85,65.92,65.09
65.63,66.01,66.22,65.05
66.09,65.83,66.61,65.46
66.02,65.97,66.28,65.46
66.53,67.38,67.39,65.89
67.30,67.03,67.45,66.81
67.28,66.92,67.28,66.46
66.98,66.97,67.16,66.60
66.89,66.95,67.16,66.60
67.03,68.86,69.25,67.03
68.77,69.78,69.96,68.29
69.99,69.99,70.32,69.74
69.61,70.61,70.99,69.61
70.52,70.29,71.13,70.10
70.10,70.61,70.84,69.97
70.52,70.71,71.17,70.37
70.80,70.56,70.94,70.08
70.25,69.68,70.72,69.30
69.01,69.46,69.66,68.30
68.74,68.61,68.91,67.60
68.95,68.68,69.40,67.94
68.23,68.48,68.81,67.07
68.41,68.87,69.39,68.07
68.60,68.78,69.42,68.30
68.75,69.62,69.79,68.33
69.44,70.38,70.99,69.44
70.44,70.02,70.93,69.93
70.11,70.54,70.83,69.96
70.63,71.51,71.68,70.37
71.35,71.86,72.38,71.35
71.18,72.00,72.68,71.18
72.46,73.00,73.40,72.35
74.53,74.76,75.14,72.86
75.00,74.84,75.35,74.50
74.76,74.88,75.15,74.58
74.74,75.12,75.31,74.47
75.21,74.95,75.35,74.70
74.31,74.44,75.23,74.31
