CVM,Cel-Sci Corporation Common Stock ($0.001 Par Value),NASDAQ
0.24,0.24,0.25,0.24
0.24,0.24,0.24,0.24
0.24,0.25,0.25,0.23
0.25,0.24,0.25,0.24
0.24,0.25,0.26,0.24
0.25,0.23,0.25,0.23
0.23,0.22,0.23,0.20
0.21,0.21,0.22,0.20
0.21,0.22,0.22,0.21
0.22,0.21,0.22,0.21
0.22,0.21,0.22,0.21
0.22,0.21,0.22,0.21
0.22,0.21,0.22,0.21
0.21,0.22,0.22,0.21
0.22,0.22,0.22,0.20
0.21,0.21,0.22,0.20
0.22,0.22,0.22,0.21
0.21,0.21,0.22,0.21
0.22,0.22,0.22,0.21
0.22,0.22,0.22,0.21
0.21,0.21,0.22,0.21
0.21,0.22,0.22,0.21
0.21,0.18,0.21,0.17
0.19,0.18,0.19,0.17
0.17,0.17,0.18,0.16
0.19,0.18,0.20,0.18
0.18,0.18,0.19,0.17
0.19,0.19,0.19,0.17
0.19,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.19,0.20,0.21,0.19
0.21,0.24,0.25,0.20
0.26,0.25,0.27,0.24
0.26,0.23,0.26,0.23
0.23,0.21,0.23,0.21
0.21,0.22,0.23,0.21
0.23,0.23,0.23,0.22
0.23,0.21,0.23,0.21
0.21,0.22,0.22,0.21
0.22,0.21,0.22,0.21
0.22,0.21,0.22,0.21
0.22,0.21,0.22,0.20
0.22,0.21,0.22,0.21
0.22,0.21,0.22,0.21
0.21,0.21,0.22,0.21
0.21,0.21,0.22,0.21
0.21,0.21,0.22,0.20
0.21,0.20,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.19,0.20,0.19
0.19,0.19,0.20,0.19
0.19,0.18,0.20,0.18
0.20,0.20,0.20,0.19
0.20,0.20,0.21,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.21,0.20
0.20,0.20,0.21,0.20
0.21,0.20,0.21,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.19
0.20,0.20,0.21,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.19,0.20,0.20,0.19
0.19,0.17,0.19,0.16
0.17,0.20,0.20,0.17
0.20,0.20,0.20,0.18
1.82,1.83,2.00,1.76
1.81,1.72,1.81,1.70
1.70,1.75,1.79,1.70
1.75,1.70,1.75,1.70
1.70,1.50,1.80,1.47
1.40,1.49,1.57,1.40
1.46,1.33,1.46,1.33
1.40,1.21,1.40,1.01
1.30,1.24,1.35,1.21
0.89,0.84,0.92,0.83
0.85,0.81,0.85,0.77
0.82,0.84,0.87,0.78
0.85,0.82,0.88,0.81
0.82,0.80,0.83,0.79
0.81,0.79,0.83,0.79
0.79,0.79,0.80,0.75
0.79,0.86,0.86,0.76
0.90,0.82,0.90,0.82
0.87,0.87,0.87,0.81
0.90,0.85,0.90,0.83
0.85,0.85,0.86,0.83
0.88,0.85,0.88,0.83
0.83,0.85,0.88,0.83
0.88,0.85,0.90,0.85
0.88,0.84,0.88,0.84
0.86,0.84,0.88,0.84
0.83,0.85,0.88,0.82
0.87,0.84,0.87,0.84
0.85,0.83,0.88,0.83
0.84,0.82,0.87,0.81
0.82,0.78,0.83,0.77
0.79,0.82,0.82,0.78
0.82,0.80,0.83,0.80
0.82,0.79,0.83,0.79
0.78,0.78,0.83,0.78
0.78,0.77,0.80,0.77
0.78,0.81,0.82,0.77
0.82,0.80,0.82,0.79
0.81,0.80,0.82,0.80
0.80,0.80,0.82,0.79
0.79,0.81,0.81,0.79
0.82,0.81,0.82,0.80
0.82,0.81,0.82,0.80
0.82,0.80,0.82,0.80
0.81,0.80,0.82,0.80
0.80,0.81,0.82,0.80
0.81,0.81,0.81,0.81
0.81,0.81,0.82,0.80
0.80,0.80,0.81,0.78
0.80,0.79,0.80,0.78
0.79,0.78,0.81,0.78
0.80,0.80,0.80,0.76
0.80,0.78,0.80,0.75
0.75,0.73,0.76,0.73
0.74,0.70,0.74,0.69
0.69,0.68,0.71,0.66
0.71,0.72,0.72,0.69
0.72,0.72,0.72,0.70
0.72,0.75,0.76,0.72
0.75,0.71,0.75,0.71
0.58,0.57,0.60,0.53
0.59,0.60,0.60,0.57
0.59,0.59,0.70,0.58
0.60,0.59,0.62,0.58
0.60,0.59,0.60,0.59
0.61,0.60,0.61,0.59
0.60,0.60,0.60,0.59
0.59,0.59,0.60,0.59
0.59,0.65,0.66,0.59
0.68,0.65,0.68,0.65
0.66,0.69,0.70,0.65
0.70,0.73,0.76,0.69
0.74,0.68,0.74,0.67
0.70,0.70,0.71,0.68
0.71,0.69,0.71,0.68
0.70,0.79,0.83,0.69
0.86,0.83,0.88,0.81
0.87,0.94,0.96,0.85
0.97,0.91,0.99,0.86
0.93,0.87,0.93,0.84
0.88,0.95,0.97,0.88
1.02,1.03,1.11,1.01
1.09,1.16,1.17,1.06
1.12,1.07,1.12,1.02
1.07,1.03,1.08,0.88
0.97,1.09,1.10,0.91
1.06,1.07,1.16,1.03
1.09,1.03,1.09,0.86
1.04,1.06,1.06,0.96
1.08,1.05,1.09,1.00
1.04,1.00,1.05,1.00
1.02,0.95,1.02,0.93
0.96,0.93,0.96,0.89
0.96,1.08,1.12,0.94
1.04,1.13,1.14,1.01
1.13,1.30,1.33,1.11
1.29,1.18,1.31,1.16
1.18,1.15,1.21,1.12
1.18,1.18,1.20,1.16
1.18,1.15,1.23,1.14
1.15,1.13,1.19,1.12
1.16,1.15,1.17,1.13
1.17,1.14,1.17,1.12
1.14,1.12,1.14,1.10
1.10,1.09,1.12,1.05
1.11,1.15,1.16,1.06
1.17,1.11,1.18,1.10
1.11,1.10,1.14,1.10
1.11,1.09,1.13,1.09
1.12,1.12,1.14,1.10
1.15,1.12,1.15,1.12
1.15,1.26,1.30,1.13
1.30,1.41,1.52,1.30
1.41,1.37,1.43,1.30
1.38,1.25,1.38,1.23
1.24,1.28,1.32,1.22
1.28,1.27,1.29,1.26
1.44,1.53,1.57,1.35
1.57,1.40,1.62,1.40
1.40,1.51,1.53,1.40
1.55,1.69,1.81,1.52
1.78,1.82,1.85,1.76
1.87,1.83,1.90,1.70
1.77,1.71,1.80,1.65
1.72,1.75,1.76,1.62
1.75,1.56,1.79,1.52
1.62,1.62,1.66,1.51
1.62,1.54,1.64,1.52
1.58,1.52,1.58,1.48
1.53,1.67,1.70,1.53
1.68,1.68,1.72,1.65
1.70,1.64,1.71,1.60
1.65,1.56,1.67,1.51
1.57,1.53,1.57,1.51
1.55,1.53,1.59,1.50
1.55,1.64,1.65,1.53
1.64,1.56,1.66,1.55
1.56,1.51,1.60,1.50
1.35,1.31,1.41,1.27
1.30,1.21,1.30,1.15
1.22,1.28,1.33,1.22
1.28,1.27,1.33,1.26
1.28,1.29,1.29,1.27
1.32,1.29,1.34,1.26
1.30,1.27,1.33,1.26
1.28,1.22,1.28,1.20
1.23,1.15,1.25,1.15
1.18,1.18,1.21,1.14
1.19,1.17,1.20,1.16
1.17,1.19,1.19,1.15
1.20,1.25,1.27,1.19
1.30,1.23,1.32,1.21
1.21,1.24,1.25,1.18
1.26,1.18,1.26,1.18
1.18,1.19,1.19,1.13
1.16,1.08,1.18,1.05
1.08,1.11,1.15,1.02
1.13,1.16,1.18,1.10
1.15,1.10,1.15,1.07
1.05,1.16,1.18,1.03
1.14,1.14,1.17,1.11
1.15,1.13,1.15,1.12
1.11,1.15,1.15,1.10
1.15,1.12,1.18,1.10
1.14,1.07,1.14,1.07
1.08,1.06,1.10,1.04
1.08,1.04,1.09,1.02
1.04,1.01,1.04,0.98
1.02,1.07,1.16,0.98
1.11,1.10,1.16,1.08
1.11,1.10,1.15,1.08
1.14,1.10,1.25,1.10
1.11,1.07,1.11,1.03
1.07,1.02,1.09,1.02
1.08,1.06,1.08,1.04
1.05,1.09,1.10,1.05
1.05,1.09,1.11,1.05
1.08,1.12,1.14,1.07
1.11,1.14,1.14,1.08
1.14,1.15,1.17,1.13
1.13,1.08,1.15,1.07
1.10,1.09,1.12,1.06
1.10,1.12,1.12,1.08
1.14,1.10,1.19,1.09
1.12,1.13,1.15,1.10
1.15,1.18,1.18,1.11
1.17,1.25,1.27,1.14
1.26,1.17,1.26,1.14
1.17,1.16,1.18,1.14
1.17,1.15,1.17,1.11
1.13,1.29,1.29,1.12
1.25,1.24,1.26,1.18
1.30,1.20,1.30,1.20
1.21,1.19,1.22,1.18
1.20,1.20,1.21,1.17
1.20,1.18,1.21,1.17
1.27,1.18,1.27,1.16
1.17,1.19,1.21,1.16
1.18,1.18,1.21,1.16
1.19,1.19,1.26,1.18
1.21,1.21,1.22,1.18
1.21,1.25,1.26,1.20
1.26,1.22,1.27,1.21
1.25,1.21,1.25,1.18
1.22,1.15,1.22,1.13
1.15,1.15,1.17,1.13
1.20,1.17,1.20,1.16
1.19,1.17,1.20,1.15
1.17,1.15,1.17,1.11
1.13,1.14,1.15,1.11
1.13,1.11,1.16,1.10
1.11,1.13,1.14,1.10
1.13,1.13,1.15,1.11
1.13,1.15,1.15,1.13
1.15,1.09,1.15,1.07
1.09,1.10,1.15,1.07
1.11,1.10,1.14,1.06
1.09,1.07,1.14,1.07
1.08,1.06,1.10,1.04
1.06,1.06,1.07,1.04
1.10,1.10,1.12,1.09
1.10,1.06,1.14,1.04
1.06,1.08,1.10,1.05
1.09,1.10,1.10,1.08
1.11,1.10,1.14,1.09
1.10,1.11,1.13,1.08
1.10,1.12,1.12,1.09
1.14,1.09,1.14,1.09
1.07,1.09,1.10,1.06
1.08,1.09,1.09,1.07
1.08,1.08,1.10,1.07
1.08,1.08,1.10,1.06
1.07,1.06,1.09,1.06
1.06,1.05,1.07,1.05
1.06,1.07,1.07,1.05
1.08,1.05,1.08,1.04
1.05,1.05,1.08,1.04
1.04,1.03,1.06,1.03
1.03,1.03,1.04,1.02
1.02,1.03,1.05,1.02
1.02,1.03,1.03,1.02
1.02,1.03,1.03,1.02
1.02,1.03,1.04,1.02
1.03,1.00,1.05,1.00
1.00,0.98,1.03,0.96
0.99,0.92,0.99,0.90
0.91,0.92,0.94,0.90
0.92,0.92,0.94,0.91
0.92,0.89,0.94,0.86
0.87,0.86,0.90,0.85
0.81,0.76,0.85,0.75
0.78,0.82,0.84,0.76
0.84,0.85,0.85,0.80
0.85,0.90,0.92,0.84
0.92,0.86,0.92,0.86
0.87,0.91,0.91,0.87
0.91,0.86,0.91,0.84
0.89,0.89,0.90,0.87
0.90,0.90,0.91,0.86
0.91,0.84,0.91,0.82
0.82,0.82,0.84,0.80
0.83,0.80,0.84,0.78
0.80,0.81,0.83,0.80
0.79,0.81,0.82,0.75
0.81,0.79,0.82,0.77
0.80,0.76,0.81,0.76
0.78,0.79,0.79,0.76
0.77,0.83,0.86,0.76
0.83,0.85,0.85,0.82
0.84,0.85,0.89,0.80
0.72,0.69,0.72,0.65
0.72,0.67,0.72,0.67
0.68,0.69,0.72,0.67
0.67,0.66,0.72,0.66
0.69,0.67,0.69,0.65
0.66,0.65,0.66,0.63
0.65,0.66,0.66,0.65
0.67,0.69,0.69,0.63
0.70,0.68,0.70,0.66
0.69,0.68,0.70,0.67
0.69,0.63,0.69,0.63
0.65,0.66,0.66,0.63
0.64,0.65,0.68,0.63
0.66,0.60,0.67,0.60
0.63,0.63,0.64,0.62
0.60,0.63,0.64,0.60
0.65,0.64,0.66,0.61
0.63,0.61,0.65,0.61
0.61,0.65,0.65,0.59
0.65,0.62,0.65,0.60
0.59,0.60,0.63,0.59
0.60,0.59,0.62,0.57
0.57,0.60,0.61,0.57
0.60,0.58,0.61,0.57
0.57,0.59,0.59,0.57
0.57,0.59,0.60,0.57
0.58,0.60,0.60,0.58
0.60,0.61,0.61,0.59
0.62,0.57,0.62,0.57
0.60,0.57,0.60,0.56
0.56,0.56,0.57,0.55
0.57,0.56,0.57,0.55
0.55,0.57,0.57,0.55
0.55,0.56,0.56,0.55
0.56,0.54,0.56,0.54
0.54,0.55,0.60,0.54
0.56,0.56,0.60,0.55
0.56,0.57,0.58,0.56
0.60,0.55,0.60,0.55
0.55,0.54,0.58,0.54
0.54,0.55,0.57,0.54
0.55,0.58,0.59,0.55
0.58,0.65,0.65,0.57
0.65,0.61,0.65,0.60
0.61,0.59,0.63,0.59
0.59,0.62,0.64,0.59
0.59,0.63,0.65,0.59
0.65,0.58,0.65,0.58
0.60,0.58,0.61,0.57
0.58,0.58,0.60,0.58
0.59,0.62,0.62,0.59
0.64,0.69,0.69,0.62
0.68,0.68,0.68,0.65
0.68,0.72,0.74,0.66
0.72,0.71,0.73,0.67
0.74,0.73,0.74,0.69
0.74,0.69,0.74,0.67
0.70,0.65,0.72,0.65
0.67,0.66,0.69,0.64
0.67,0.65,0.70,0.63
0.68,0.65,0.68,0.62
0.65,0.66,0.68,0.62
0.69,0.63,0.69,0.62
0.64,0.64,0.66,0.63
0.64,0.65,0.65,0.63
0.65,0.67,0.67,0.62
0.67,0.72,0.74,0.67
0.74,0.69,0.74,0.67
0.70,0.72,0.72,0.66
0.72,0.71,0.72,0.69
0.74,0.67,0.74,0.65
0.68,0.65,0.70,0.65
0.66,0.68,0.69,0.66
0.68,0.70,0.71,0.67
0.70,0.77,0.79,0.69
0.77,0.79,0.81,0.75
0.80,0.89,0.90,0.80
0.90,0.81,0.92,0.78
0.82,0.85,0.87,0.82
0.85,0.84,0.86,0.80
0.82,0.85,0.90,0.82
0.89,0.95,0.97,0.85
0.98,0.92,1.08,0.91
0.91,0.89,1.00,0.87
0.95,0.90,0.95,0.87
0.91,0.89,0.94,0.89
0.89,0.92,0.94,0.89
0.93,0.96,0.98,0.90
0.99,1.04,1.08,0.98
1.15,1.08,1.20,1.05
1.19,1.14,1.22,1.11
1.18,1.19,1.23,1.10
1.20,1.14,1.20,1.14
1.14,1.06,1.14,1.00
1.06,1.10,1.10,0.90
1.10,1.07,1.10,1.00
1.04,1.01,1.04,0.98
1.01,1.07,1.08,1.01
1.08,1.12,1.13,1.05
1.11,1.05,1.12,1.05
1.06,1.09,1.10,1.05
1.09,1.12,1.13,1.06
1.13,1.11,1.15,1.10
1.12,1.11,1.13,1.06
1.10,1.07,1.10,1.07
1.09,1.09,1.11,1.06
1.09,1.03,1.09,1.01
1.03,1.06,1.06,0.93
1.04,1.02,1.05,1.00
1.03,1.04,1.04,1.00
1.03,1.05,1.05,1.02
1.06,1.04,1.06,1.03
1.03,1.05,1.07,1.02
1.03,0.98,1.04,0.96
1.01,1.00,1.04,1.00
1.01,1.02,1.04,1.00
1.02,1.00,1.02,0.98
1.00,0.99,1.00,0.97
1.00,1.00,1.00,0.97
1.00,0.98,1.00,0.98
0.98,0.95,0.98,0.95
0.95,0.95,0.98,0.94
0.96,0.93,0.96,0.90
0.90,0.89,0.94,0.86
0.86,0.81,0.88,0.78
0.85,0.88,0.89,0.79
0.88,0.90,0.91,0.87
0.93,1.04,1.04,0.91
1.05,0.96,1.09,0.95
0.97,0.99,1.00,0.96
0.99,1.02,1.03,0.99
1.00,0.99,1.03,0.98
1.03,0.99,1.03,0.98
1.00,1.01,1.02,1.00
0.99,1.03,1.03,0.98
0.94,0.97,0.98,0.90
0.93,1.00,1.00,0.90
0.96,0.98,0.98,0.94
1.01,0.92,1.01,0.91
0.92,1.00,1.00,0.92
0.97,0.91,0.98,0.90
0.90,0.87,0.91,0.87
0.92,0.84,0.92,0.83
0.85,0.83,0.86,0.79
0.81,0.80,0.83,0.78
0.81,0.82,0.85,0.80
0.82,0.79,0.89,0.78
0.70,0.75,0.76,0.68
0.70,0.72,0.75,0.70
0.72,0.72,0.74,0.71
0.71,0.73,0.73,0.71
0.75,0.74,0.75,0.71
0.75,0.75,0.78,0.73
0.76,0.75,0.76,0.72
0.75,0.74,0.75,0.74
0.72,0.73,0.75,0.72
0.73,0.71,0.75,0.71
0.73,0.75,0.76,0.73
0.78,0.77,0.78,0.74
0.79,0.75,0.79,0.74
0.75,0.76,0.76,0.74
0.76,0.75,0.76,0.74
0.75,0.75,0.75,0.74
0.75,0.75,0.75,0.73
0.74,0.73,0.74,0.71
0.72,0.73,0.74,0.72
0.74,0.66,0.74,0.66
0.65,0.66,0.67,0.59
0.66,0.62,0.66,0.61
0.66,0.62,0.66,0.62
0.65,0.62,0.65,0.62
0.63,0.59,0.64,0.59
0.64,0.65,0.69,0.62
0.65,0.66,0.67,0.63
0.68,0.69,0.71,0.66
0.70,0.66,0.74,0.66
0.68,0.65,0.71,0.65
0.67,0.62,0.67,0.62
0.62,0.63,0.64,0.62
0.64,0.63,0.64,0.63
0.64,0.67,0.68,0.64
0.67,0.71,0.71,0.66
0.70,0.70,0.72,0.67
0.69,0.67,0.72,0.67
0.67,0.65,0.70,0.65
0.64,0.66,0.70,0.64
0.66,0.63,0.69,0.60
0.63,0.61,0.64,0.60
0.62,0.59,0.65,0.59
0.60,0.59,0.61,0.56
0.58,0.54,0.58,0.53
0.55,0.56,0.57,0.53
0.58,0.64,0.66,0.58
0.66,0.65,0.68,0.65
0.65,0.62,0.68,0.61
0.59,0.63,0.65,0.59
0.65,0.59,0.66,0.58
0.60,0.58,0.63,0.58
0.60,0.57,0.63,0.57
0.59,0.57,0.62,0.57
0.59,0.59,0.61,0.58
0.62,0.57,0.62,0.57
0.59,0.59,0.62,0.58
0.59,0.55,0.59,0.55
0.55,0.55,0.58,0.55
0.56,0.57,0.57,0.53
0.55,0.57,0.57,0.55
0.57,0.56,0.60,0.56
0.57,0.55,0.59,0.54
0.56,0.53,0.58,0.53
0.55,0.54,0.55,0.53
0.53,0.53,0.55,0.50
0.55,0.50,0.55,0.49
0.50,0.49,0.52,0.48
0.51,0.52,0.54,0.50
0.55,0.54,0.56,0.52
0.54,0.56,0.56,0.54
0.55,0.54,0.57,0.53
0.55,0.53,0.56,0.53
0.53,0.52,0.56,0.52
0.54,0.54,0.54,0.52
0.55,0.55,0.56,0.54
0.56,0.66,0.68,0.54
0.66,0.66,0.67,0.61
0.67,0.64,0.67,0.62
0.63,0.64,0.65,0.62
0.64,0.65,0.66,0.62
0.65,0.66,0.66,0.63
0.66,0.66,0.68,0.63
0.65,0.72,0.72,0.65
0.73,0.79,0.80,0.72
0.79,0.74,0.79,0.69
0.75,0.74,0.78,0.70
0.73,0.70,0.73,0.67
0.72,0.68,0.72,0.66
0.67,0.64,0.67,0.63
0.63,0.57,0.63,0.57
0.58,0.60,0.64,0.57
0.61,0.59,0.64,0.57
0.56,0.64,0.64,0.56
0.68,0.70,0.72,0.65
0.71,0.68,0.71,0.65
0.67,0.71,0.72,0.63
0.69,0.74,0.75,0.69
0.74,0.72,0.74,0.70
0.71,0.68,0.72,0.66
0.69,0.71,0.71,0.68
0.72,0.71,0.74,0.66
0.71,0.73,0.73,0.69
0.73,0.72,0.75,0.71
0.73,0.74,0.75,0.71
0.75,0.70,0.75,0.69
0.71,0.70,0.73,0.69
0.71,0.67,0.73,0.67
0.59,0.54,0.63,0.52
0.60,0.54,0.60,0.52
0.55,0.52,0.55,0.51
0.52,0.53,0.54,0.51
0.53,0.54,0.60,0.53
0.57,0.53,0.58,0.53
0.56,0.53,0.56,0.51
0.53,0.53,0.54,0.52
0.53,0.54,0.55,0.51
0.54,0.54,0.54,0.52
0.54,0.52,0.56,0.52
0.53,0.51,0.53,0.51
0.51,0.48,0.52,0.48
0.49,0.48,0.50,0.48
0.49,0.50,0.50,0.49
0.51,0.49,0.51,0.48
0.49,0.48,0.50,0.46
0.47,0.48,0.49,0.47
0.48,0.48,0.49,0.47
0.50,0.48,0.51,0.48
0.50,0.48,0.50,0.48
0.47,0.47,0.48,0.46
0.47,0.48,0.50,0.47
0.47,0.49,0.52,0.47
0.49,0.47,0.49,0.47
0.47,0.47,0.49,0.47
0.48,0.46,0.48,0.46
0.47,0.45,0.47,0.45
0.46,0.42,0.46,0.40
0.41,0.42,0.43,0.40
0.43,0.41,0.44,0.40
0.41,0.46,0.47,0.41
0.45,0.44,0.47,0.44
0.44,0.44,0.45,0.43
0.43,0.41,0.44,0.41
0.43,0.41,0.44,0.41
0.41,0.42,0.47,0.41
0.42,0.42,0.42,0.41
0.45,0.43,0.45,0.42
0.42,0.41,0.43,0.41
0.41,0.40,0.42,0.39
0.41,0.38,0.41,0.37
0.38,0.39,0.40,0.37
0.40,0.39,0.40,0.38
0.38,0.38,0.39,0.38
0.37,0.37,0.38,0.36
0.37,0.37,0.38,0.36
0.37,0.37,0.39,0.37
0.37,0.40,0.43,0.36
0.41,0.42,0.46,0.40
0.45,0.46,0.49,0.44
0.46,0.42,0.46,0.41
0.42,0.38,0.42,0.37
0.39,0.38,0.40,0.37
0.40,0.38,0.40,0.38
0.39,0.37,0.39,0.37
0.37,0.40,0.40,0.36
0.41,0.43,0.47,0.39
0.45,0.47,0.49,0.45
0.47,0.44,0.47,0.42
0.45,0.45,0.45,0.42
0.47,0.48,0.50,0.45
0.50,0.51,0.55,0.48
0.53,0.48,0.53,0.48
0.48,0.48,0.51,0.46
0.48,0.48,0.50,0.47
0.48,0.48,0.50,0.46
0.48,0.49,0.50,0.46
0.50,0.49,0.51,0.47
0.46,0.47,0.48,0.46
0.46,0.48,0.48,0.45
0.46,0.46,0.50,0.46
0.50,0.49,0.51,0.47
0.50,0.50,0.51,0.48
0.51,0.52,0.54,0.49
0.51,0.49,0.52,0.48
0.50,0.48,0.50,0.48
0.48,0.49,0.50,0.48
0.49,0.50,0.52,0.47
0.50,0.52,0.54,0.49
0.53,0.53,0.57,0.52
0.54,0.54,0.55,0.51
0.55,0.60,0.63,0.55
0.61,0.59,0.61,0.55
0.60,0.60,0.62,0.59
0.62,0.59,0.62,0.57
0.60,0.57,0.60,0.57
0.57,0.58,0.59,0.57
0.60,0.59,0.61,0.59
0.59,0.60,0.61,0.58
0.62,0.63,0.64,0.61
0.65,0.64,0.66,0.63
0.65,0.54,0.66,0.50
0.55,0.56,0.59,0.55
0.58,0.56,0.58,0.55
0.57,0.57,0.58,0.56
0.60,0.61,0.61,0.58
0.61,0.57,0.62,0.56
0.57,0.55,0.60,0.54
0.54,0.55,0.55,0.52
0.56,0.53,0.57,0.53
0.56,0.55,0.56,0.53
0.55,0.56,0.56,0.53
0.56,0.56,0.56,0.53
0.56,0.54,0.56,0.54
0.55,0.54,0.55,0.54
0.55,0.54,0.56,0.53
0.54,0.53,0.55,0.53
0.53,0.53,0.54,0.53
0.54,0.53,0.56,0.53
0.50,0.56,0.58,0.50
0.55,0.57,0.58,0.55
0.58,0.56,0.59,0.56
0.55,0.59,0.59,0.55
0.59,0.59,0.60,0.55
0.60,0.58,0.60,0.58
0.60,0.58,0.60,0.55
0.58,0.56,0.58,0.55
0.57,0.57,0.59,0.55
0.58,0.56,0.58,0.56
0.57,0.54,0.57,0.53
0.55,0.53,0.55,0.52
0.53,0.57,0.57,0.53
0.57,0.56,0.57,0.55
0.57,0.56,0.58,0.55
0.58,0.56,0.58,0.55
0.56,0.56,0.58,0.56
0.57,0.57,0.57,0.55
0.56,0.56,0.56,0.55
0.56,0.55,0.56,0.55
0.55,0.55,0.57,0.55
0.56,0.57,0.58,0.56
0.59,0.59,0.59,0.57
0.59,0.56,0.59,0.56
0.57,0.56,0.59,0.55
0.55,0.56,0.58,0.55
0.56,0.57,0.57,0.56
0.57,0.56,0.59,0.56
0.57,0.55,0.58,0.55
0.56,0.54,0.56,0.53
0.54,0.54,0.55,0.53
0.53,0.54,0.54,0.53
0.53,0.49,0.53,0.45
0.50,0.49,0.50,0.49
0.49,0.50,0.50,0.49
0.50,0.50,0.50,0.49
0.49,0.50,0.50,0.49
0.50,0.50,0.50,0.50
0.50,0.51,0.51,0.50
0.51,0.51,0.52,0.50
0.51,0.54,0.55,0.51
0.55,0.53,0.55,0.52
0.54,0.51,0.54,0.51
0.53,0.50,0.53,0.50
0.52,0.52,0.52,0.52
0.52,0.51,0.52,0.50
0.51,0.51,0.51,0.50
0.50,0.50,0.51,0.48
0.49,0.47,0.49,0.47
0.48,0.48,0.49,0.48
0.48,0.48,0.49,0.47
0.48,0.49,0.49,0.47
0.49,0.47,0.49,0.47
0.47,0.46,0.47,0.46
0.47,0.47,0.48,0.46
0.48,0.46,0.48,0.45
0.44,0.47,0.47,0.44
0.47,0.44,0.47,0.44
0.44,0.47,0.47,0.44
0.45,0.46,0.47,0.45
0.44,0.46,0.47,0.44
0.45,0.46,0.47,0.45
0.46,0.46,0.47,0.45
0.46,0.46,0.47,0.45
0.46,0.47,0.47,0.46
0.47,0.48,0.49,0.47
0.47,0.47,0.48,0.47
0.47,0.47,0.47,0.47
0.47,0.47,0.48,0.47
0.48,0.47,0.49,0.47
0.48,0.48,0.48,0.47
0.47,0.48,0.48,0.46
0.48,0.46,0.48,0.45
0.47,0.46,0.47,0.44
0.47,0.46,0.47,0.45
0.47,0.45,0.47,0.45
0.47,0.48,0.48,0.46
0.47,0.46,0.48,0.46
0.47,0.48,0.48,0.47
0.48,0.47,0.49,0.47
0.48,0.47,0.48,0.47
0.47,0.47,0.48,0.46
0.47,0.46,0.47,0.46
0.47,0.46,0.48,0.46
0.47,0.46,0.47,0.46
0.47,0.47,0.47,0.46
0.47,0.47,0.49,0.47
0.48,0.48,0.49,0.47
0.49,0.52,0.52,0.48
0.51,0.51,0.51,0.49
0.51,0.49,0.51,0.49
0.50,0.50,0.50,0.49
0.49,0.50,0.51,0.49
0.50,0.50,0.50,0.49
0.50,0.51,0.51,0.50
0.50,0.50,0.50,0.50
0.50,0.51,0.52,0.50
0.52,0.53,0.53,0.51
0.53,0.53,0.54,0.52
0.50,0.50,0.51,0.48
0.50,0.49,0.50,0.49
0.50,0.47,0.50,0.47
0.48,0.48,0.48,0.47
0.47,0.47,0.48,0.47
0.48,0.48,0.48,0.47
0.47,0.47,0.48,0.47
0.49,0.48,0.50,0.47
0.48,0.43,0.48,0.43
0.40,0.43,0.44,0.33
0.43,0.42,0.44,0.42
0.41,0.42,0.43,0.41
0.41,0.40,0.41,0.38
0.40,0.39,0.40,0.38
0.38,0.38,0.39,0.38
0.39,0.40,0.40,0.38
0.40,0.42,0.47,0.38
0.41,0.42,0.43,0.40
0.42,0.44,0.44,0.41
0.43,0.42,0.43,0.41
0.42,0.44,0.44,0.41
0.43,0.41,0.43,0.41
0.41,0.43,0.43,0.41
0.44,0.44,0.47,0.42
0.30,0.27,0.34,0.24
0.27,0.27,0.28,0.27
0.27,0.28,0.28,0.27
0.28,0.31,0.32,0.27
0.31,0.30,0.31,0.28
0.30,0.28,0.30,0.27
0.28,0.28,0.29,0.27
0.28,0.27,0.29,0.27
0.28,0.28,0.28,0.28
0.28,0.28,0.29,0.28
0.28,0.28,0.28,0.25
0.28,0.24,0.28,0.24
0.26,0.24,0.26,0.24
0.24,0.22,0.24,0.20
0.23,0.22,0.23,0.21
0.22,0.21,0.24,0.21
0.21,0.20,0.22,0.20
0.20,0.21,0.21,0.20
0.21,0.24,0.25,0.21
0.25,0.22,0.25,0.22
0.23,0.23,0.24,0.22
0.23,0.23,0.24,0.22
0.23,0.23,0.25,0.22
0.23,0.24,0.24,0.22
0.23,0.28,0.28,0.23
0.26,0.27,0.27,0.26
0.27,0.25,0.28,0.25
0.26,0.24,0.27,0.23
0.23,0.25,0.26,0.23
0.25,0.25,0.27,0.24
0.25,0.26,0.26,0.25
0.26,0.27,0.28,0.25
0.27,0.29,0.30,0.27
0.29,0.29,0.29,0.27
0.29,0.29,0.30,0.28
0.29,0.29,0.29,0.29
0.29,0.28,0.29,0.27
0.27,0.28,0.29,0.27
0.29,0.28,0.29,0.27
0.28,0.28,0.29,0.27
0.29,0.28,0.29,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.27
0.27,0.26,0.28,0.25
0.25,0.22,0.26,0.22
0.23,0.21,0.23,0.21
0.22,0.18,0.22,0.17
