ERS,Empire Resources,NASDAQ
3.58,3.64,3.85,3.58
3.65,3.90,3.90,3.65
3.70,3.67,3.90,3.67
3.58,3.62,3.65,3.58
3.65,3.75,3.75,3.65
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.88,3.80,3.90,3.79
3.76,4.00,4.00,3.76
4.10,4.10,4.20,4.05
4.10,4.10,4.15,4.10
4.18,4.18,4.25,4.15
4.22,4.47,4.49,4.22
4.49,4.46,4.49,4.46
4.35,4.65,4.65,4.35
4.65,4.50,4.65,4.45
4.45,4.45,4.50,4.01
4.50,5.15,5.15,4.50
5.15,4.92,5.18,4.89
4.89,5.00,5.00,4.88
5.00,5.01,5.10,5.00
5.01,5.05,5.10,5.00
5.05,5.19,5.20,5.00
5.18,5.18,5.18,5.18
5.18,5.34,5.45,5.18
5.45,5.29,5.45,5.29
5.28,5.28,5.28,5.05
5.28,5.20,5.35,5.20
5.16,5.25,5.35,5.16
5.17,5.08,5.28,5.08
5.06,5.15,5.15,5.06
5.10,5.25,5.30,5.10
5.30,5.15,5.30,5.01
5.10,5.25,5.25,4.87
5.30,5.35,5.35,5.02
5.34,5.25,5.34,5.02
5.19,5.20,5.20,5.05
5.25,5.25,5.25,5.15
5.25,5.15,5.30,5.15
5.15,5.18,5.20,5.11
5.13,5.18,5.18,5.13
5.14,5.21,5.21,5.13
5.25,5.19,5.25,5.19
5.19,5.29,5.29,5.12
5.25,5.25,5.25,5.25
5.25,5.23,5.25,5.00
5.06,5.10,5.20,5.06
5.10,5.07,5.10,5.07
5.25,5.10,5.25,5.10
5.12,5.20,5.20,5.12
5.20,5.13,5.20,5.13
5.13,5.00,5.13,4.90
4.90,5.00,5.00,4.90
4.93,5.05,5.10,4.87
5.10,5.20,5.20,5.05
5.20,5.10,5.20,5.10
5.00,5.22,5.22,5.00
5.10,5.10,5.20,5.10
5.10,5.10,5.15,5.10
5.16,5.16,5.16,5.10
5.19,5.10,5.19,5.10
5.18,5.12,5.18,5.12
5.12,5.05,5.12,4.95
4.92,5.00,5.20,4.92
5.00,5.15,5.15,5.00
5.15,4.97,5.15,4.92
5.00,4.99,5.00,4.99
5.00,4.75,5.10,4.00
4.90,5.10,5.10,4.90
5.00,5.08,5.08,5.00
4.92,5.00,5.08,4.85
5.05,5.00,5.10,5.00
5.00,5.00,5.00,5.00
5.00,5.05,5.10,4.95
5.05,5.05,5.05,5.05
5.00,5.00,5.00,5.00
4.95,5.00,5.00,4.95
5.05,5.09,5.10,5.05
5.05,5.10,5.10,5.05
5.10,5.10,5.10,5.00
5.10,5.05,5.10,5.05
5.00,5.10,5.10,5.00
5.10,5.05,5.15,4.95
4.95,5.05,5.05,4.95
5.10,5.05,5.10,4.98
5.05,5.00,5.10,4.95
4.93,5.05,5.05,4.93
5.05,5.05,5.05,5.05
5.10,5.00,5.17,5.00
5.08,5.15,5.15,5.05
5.15,5.10,5.15,5.10
5.10,5.17,5.17,5.10
5.15,5.15,5.17,5.12
5.14,5.25,5.29,5.14
5.25,5.15,5.25,5.02
5.15,5.00,5.24,4.99
5.02,5.05,5.05,5.02
5.10,5.10,5.10,5.05
5.05,5.00,5.05,4.95
4.76,5.02,5.08,4.76
5.05,5.20,5.20,5.05
5.23,5.25,5.25,4.71
N/A,N/A,N/A,N/A
5.25,5.35,5.35,5.16
5.35,5.16,5.35,5.16
5.16,5.90,5.90,5.16
5.10,5.87,5.91,5.10
5.87,5.85,5.90,5.50
5.93,5.75,5.94,5.75
5.32,5.03,5.50,4.85
5.10,4.81,5.10,4.81
4.90,4.80,4.90,4.80
4.90,4.90,4.90,4.60
4.59,4.89,4.91,4.50
4.85,4.70,4.85,4.70
4.70,4.70,4.70,4.67
4.67,4.65,4.67,4.65
4.65,4.65,4.65,4.65
4.50,4.22,4.50,4.22
4.22,4.05,4.30,4.05
4.25,4.00,4.25,4.00
4.05,4.10,4.15,4.05
4.10,4.05,4.10,4.05
3.90,4.00,4.00,3.80
N/A,N/A,N/A,N/A
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.80,4.00,4.00,3.80
3.40,4.05,4.05,3.40
4.05,4.24,4.24,4.05
4.24,4.34,4.34,4.24
4.34,4.35,4.35,4.34
4.35,4.35,4.37,4.35
4.35,4.40,4.40,4.30
4.35,4.30,4.40,4.30
4.35,4.35,4.35,4.35
3.60,4.40,4.40,3.60
4.40,4.40,4.40,4.40
3.90,4.50,4.50,3.90
4.50,4.40,4.50,4.40
N/A,N/A,N/A,N/A
4.40,4.50,4.50,4.40
4.50,4.60,4.60,4.35
4.46,3.92,4.46,3.91
N/A,N/A,N/A,N/A
3.91,3.90,3.91,3.90
4.00,4.00,4.00,4.00
4.00,4.00,4.00,3.90
4.29,4.29,4.29,4.29
N/A,N/A,N/A,N/A
3.90,4.00,4.05,3.90
3.95,3.85,3.95,3.85
3.80,3.82,3.82,3.80
3.80,3.66,3.99,3.61
3.67,3.67,3.67,3.67
3.98,3.98,3.98,3.98
3.98,3.61,3.98,3.61
3.60,3.65,3.65,3.51
3.70,3.65,3.70,3.65
3.70,3.85,3.85,3.65
3.65,3.75,3.90,3.65
3.65,3.79,3.79,3.40
N/A,N/A,N/A,N/A
3.42,3.40,3.78,3.40
3.40,3.43,3.50,3.40
3.41,3.64,3.64,3.41
3.35,3.41,3.50,3.35
3.49,3.75,3.75,3.49
3.46,3.55,3.55,3.46
3.67,3.50,3.67,3.44
3.50,3.67,3.67,3.50
3.66,3.75,3.75,3.66
3.75,3.75,3.75,3.75
3.75,3.85,3.98,3.75
3.68,3.90,3.95,3.68
3.89,3.89,3.89,3.89
3.76,3.95,3.95,3.76
3.95,4.00,4.00,3.95
4.00,3.90,4.00,3.85
3.99,3.95,3.99,3.95
3.95,3.95,3.95,3.95
3.94,3.95,4.00,3.90
3.95,3.83,3.95,3.83
3.83,3.86,3.86,3.82
3.50,3.90,3.99,3.50
3.97,3.85,3.97,3.85
4.00,3.93,4.00,3.86
3.90,4.05,4.10,3.90
4.05,4.20,4.25,4.05
4.65,4.25,4.75,4.10
4.20,4.11,4.20,4.11
4.12,4.20,4.22,4.12
4.16,3.95,4.16,3.85
4.00,4.00,4.01,3.85
3.96,3.96,4.00,3.96
3.96,3.96,3.96,3.96
3.95,3.88,3.95,3.88
3.88,3.90,3.90,3.80
3.80,3.75,3.80,3.75
3.75,3.53,3.75,3.53
3.52,3.37,3.52,3.37
3.50,3.53,3.53,3.50
3.70,3.15,3.45,3.15
3.30,3.30,3.30,3.10
3.33,3.25,3.33,3.25
3.35,3.20,3.35,3.20
3.10,2.87,3.15,2.86
2.95,2.95,2.95,2.90
2.90,2.80,2.90,2.80
N/A,N/A,N/A,N/A
2.82,2.84,2.84,2.82
2.80,2.80,2.80,2.80
2.80,2.62,2.85,2.50
2.62,2.51,2.80,2.51
2.57,2.57,2.57,2.57
2.70,2.55,2.75,2.55
2.69,2.69,2.69,2.69
2.65,2.71,2.71,2.65
2.60,2.84,2.84,2.60
2.99,3.00,3.00,2.92
3.20,3.39,3.39,3.20
3.40,3.20,3.40,2.82
N/A,N/A,N/A,N/A
2.56,3.35,3.35,2.56
N/A,N/A,N/A,N/A
3.00,3.00,3.00,3.00
3.35,3.00,3.35,3.00
3.00,3.00,3.00,3.00
3.01,3.01,3.01,3.01
3.00,3.05,3.05,3.00
N/A,N/A,N/A,N/A
3.10,3.10,3.10,3.10
3.00,2.80,3.00,2.80
2.95,2.90,2.95,2.85
2.64,2.70,2.70,2.64
2.95,3.00,3.00,2.95
2.90,2.80,2.90,2.80
2.80,2.80,2.80,2.80
2.75,2.75,2.75,2.75
2.65,2.50,2.65,2.50
2.50,2.50,2.50,2.36
3.35,3.00,3.35,3.00
N/A,N/A,N/A,N/A
2.99,2.99,2.99,2.99
2.45,2.60,2.75,2.45
2.70,2.70,2.70,2.70
2.65,2.75,2.75,2.65
3.25,3.00,3.25,3.00
3.00,2.65,3.00,2.65
4.50,2.60,4.50,2.50
2.65,2.65,2.65,2.65
N/A,N/A,N/A,N/A
2.99,3.00,3.00,2.99
3.00,3.00,3.00,3.00
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.60,2.93,2.95,2.60
3.00,3.05,3.05,2.80
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.75,2.75,3.00,2.75
2.70,2.70,2.70,2.70
2.75,2.75,2.75,2.75
2.90,2.90,2.90,2.80
2.75,2.75,2.75,2.75
2.75,2.90,2.90,2.75
2.90,2.90,2.90,2.90
2.76,2.77,2.77,2.76
2.90,2.79,2.90,2.70
2.70,2.70,2.80,2.70
2.70,2.70,2.75,2.70
2.75,2.75,2.75,2.75
2.75,2.79,2.79,1.96
N/A,N/A,N/A,N/A
2.70,2.52,2.70,2.51
2.52,2.53,2.53,2.52
2.61,2.61,2.61,2.61
2.52,2.55,2.61,1.25
N/A,N/A,N/A,N/A
2.55,2.60,2.65,2.55
2.60,2.60,2.60,2.60
2.56,2.57,2.60,2.55
2.80,2.80,2.80,2.55
2.80,2.81,2.85,2.80
2.76,2.76,2.76,2.76
2.76,2.60,2.76,2.56
2.60,2.60,2.60,2.60
N/A,N/A,N/A,N/A
2.60,2.60,2.60,2.60
2.60,2.85,2.85,2.60
2.60,2.61,2.80,2.60
2.60,2.60,2.60,2.59
2.56,2.55,2.56,2.55
2.50,2.55,2.55,2.50
2.09,2.55,2.60,2.09
2.50,2.50,2.50,2.50
2.35,2.36,2.60,2.35
2.50,2.50,2.50,2.46
2.25,2.32,2.50,2.25
2.32,2.80,2.80,2.30
N/A,N/A,N/A,N/A
2.80,2.80,2.80,2.80
2.35,2.78,2.78,2.35
2.80,2.80,2.80,2.80
2.80,2.70,2.80,2.55
2.56,2.75,2.80,2.56
2.58,2.65,2.65,2.56
2.57,2.70,2.70,2.56
2.70,2.70,2.80,2.70
2.58,2.60,2.70,2.58
N/A,N/A,N/A,N/A
2.70,2.70,2.75,2.70
2.60,2.60,2.60,2.60
2.60,2.56,2.65,2.56
2.56,2.70,2.70,2.56
N/A,N/A,N/A,N/A
2.60,2.60,2.60,2.60
N/A,N/A,N/A,N/A
2.60,2.57,2.60,2.57
2.57,2.71,2.71,2.57
2.75,2.75,2.75,2.75
2.75,3.00,3.00,2.75
2.90,3.00,3.00,2.90
2.65,3.00,3.00,2.65
N/A,N/A,N/A,N/A
3.00,3.00,3.00,3.00
3.00,3.00,3.01,2.95
3.00,2.70,3.04,2.70
3.00,3.00,3.00,3.00
2.83,3.00,3.00,2.83
2.85,2.86,2.86,2.85
2.85,2.85,2.85,2.85
2.90,2.90,2.90,2.90
2.36,3.00,3.00,2.36
N/A,N/A,N/A,N/A
3.00,3.00,3.00,3.00
3.00,2.92,3.00,2.92
2.95,2.80,3.10,2.70
3.00,3.05,3.05,2.85
N/A,N/A,N/A,N/A
3.05,3.49,3.49,3.05
3.40,3.40,3.40,3.27
3.40,3.10,3.40,3.10
3.10,3.10,3.10,3.10
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.10,3.40,3.40,3.00
3.09,3.40,3.40,3.09
3.10,3.30,3.30,3.00
3.00,3.29,3.29,3.00
3.01,3.25,3.25,3.01
N/A,N/A,N/A,N/A
3.05,3.25,3.25,3.05
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.03,3.10,3.10,3.03
3.10,3.10,3.10,3.10
3.00,3.05,3.10,3.00
3.14,3.05,3.14,3.00
3.00,3.14,3.14,3.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.14,3.01,3.14,3.01
3.00,3.15,3.15,3.00
3.15,3.14,3.15,3.14
3.00,3.00,3.00,2.97
N/A,N/A,N/A,N/A
2.60,2.70,3.00,2.60
2.95,2.95,3.00,2.95
2.75,2.95,2.95,2.71
N/A,N/A,N/A,N/A
2.71,2.90,2.90,2.71
2.95,3.00,3.10,2.95
2.62,3.00,3.00,2.62
2.64,2.99,2.99,2.64
2.80,2.81,2.81,2.80
2.95,2.94,2.95,2.90
2.85,2.85,3.00,2.80
2.80,2.71,3.00,2.71
2.79,2.99,2.99,2.77
2.95,2.91,2.95,2.85
2.91,2.77,2.91,2.77
2.81,2.77,2.81,2.77
2.75,2.90,2.90,2.75
2.74,2.74,2.74,2.74
2.91,3.00,3.00,2.91
2.76,2.75,2.76,2.75
2.75,2.75,2.75,2.75
2.99,2.81,2.99,2.81
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.65
2.90,2.75,3.00,2.63
2.80,2.86,2.86,2.80
2.90,2.66,2.95,2.66
2.63,2.60,2.63,2.60
2.52,2.52,2.75,2.52
2.52,2.48,2.52,2.48
2.60,2.60,2.60,2.60
2.50,2.75,2.75,2.47
2.75,2.60,2.85,2.60
2.51,2.60,2.65,2.51
2.74,2.74,2.74,2.74
2.54,2.85,2.85,2.54
2.85,2.75,2.85,2.27
2.84,2.84,2.84,2.84
2.57,2.71,2.88,2.57
2.75,2.83,2.83,2.75
2.83,2.85,2.95,2.83
2.80,2.80,2.80,2.80
2.90,2.85,2.90,2.85
N/A,N/A,N/A,N/A
2.85,2.80,2.85,2.80
2.81,2.90,2.90,2.81
2.85,2.90,2.90,2.85
N/A,N/A,N/A,N/A
2.85,2.95,2.95,2.85
2.86,2.86,2.86,2.86
2.85,2.95,2.95,2.85
2.85,2.95,2.95,2.85
2.95,2.95,2.95,2.91
2.87,2.87,2.87,2.87
2.87,2.86,2.87,2.86
N/A,N/A,N/A,N/A
2.95,2.95,2.95,2.95
2.84,2.99,3.00,2.84
2.84,2.94,2.94,2.61
N/A,N/A,N/A,N/A
2.94,2.94,2.94,2.94
2.71,2.80,2.80,2.71
2.82,2.82,2.82,2.82
2.94,2.94,2.94,2.94
2.85,2.84,2.85,2.84
2.82,2.85,2.85,2.82
2.85,2.85,2.85,2.85
2.80,2.80,2.80,2.80
2.80,2.70,2.80,2.70
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.80,2.80,2.80,2.80
2.95,2.80,2.95,2.80
N/A,N/A,N/A,N/A
2.80,2.80,2.80,2.80
N/A,N/A,N/A,N/A
2.71,2.80,2.80,2.70
2.80,2.90,2.90,2.80
N/A,N/A,N/A,N/A
2.80,2.80,2.80,2.80
2.72,2.90,2.90,2.72
2.90,2.90,2.90,2.71
2.90,2.90,2.90,2.71
2.73,2.88,2.88,2.73
2.75,2.88,2.88,2.75
N/A,N/A,N/A,N/A
2.75,2.85,2.85,2.75
2.80,2.80,2.80,2.80
2.80,2.95,2.95,2.80
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.80,2.80,2.90,2.80
2.76,2.85,2.85,2.76
2.79,2.85,2.85,2.76
2.80,2.78,2.80,2.78
2.80,2.71,2.80,2.71
2.70,2.70,2.80,2.66
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.71,2.85,2.85,2.70
2.70,2.70,2.70,2.70
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.75,2.75,2.90,2.72
2.70,2.80,2.80,2.70
2.80,2.90,2.90,2.80
N/A,N/A,N/A,N/A
2.71,2.89,2.90,2.70
2.72,2.88,2.88,2.72
2.70,2.72,2.80,2.70
2.75,2.75,2.80,2.75
2.70,2.75,2.75,2.70
N/A,N/A,N/A,N/A
2.75,2.75,2.75,2.75
2.75,2.90,2.90,2.70
2.71,2.67,2.71,2.67
2.71,2.71,2.71,2.71
2.62,2.89,2.90,2.62
2.71,2.70,2.71,2.70
2.78,2.78,2.78,2.70
2.70,2.74,2.74,2.67
2.67,2.78,2.78,2.67
2.78,2.78,2.78,2.78
2.82,2.82,2.82,2.82
2.82,2.82,2.82,2.82
2.82,2.82,2.83,2.82
2.90,2.90,2.90,2.90
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.80,2.95,3.00,2.70
2.95,3.18,3.18,2.95
3.20,3.11,3.20,3.00
3.19,3.30,3.49,3.19
N/A,N/A,N/A,N/A
3.10,3.24,3.24,3.10
3.10,3.20,3.20,3.06
3.08,3.08,3.08,3.08
N/A,N/A,N/A,N/A
3.23,3.23,3.23,3.23
3.25,3.40,3.40,3.25
3.15,3.15,3.15,3.15
3.15,3.10,3.15,3.10
3.25,3.25,3.25,3.25
N/A,N/A,N/A,N/A
3.08,3.06,3.08,3.06
3.07,3.00,3.07,3.00
3.00,3.00,3.00,3.00
2.97,3.00,3.00,2.95
N/A,N/A,N/A,N/A
3.14,3.14,3.14,3.14
2.75,3.00,3.00,2.71
N/A,N/A,N/A,N/A
3.00,3.00,3.00,2.70
2.72,3.00,3.00,2.72
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.70,2.90,2.90,2.70
2.70,2.90,2.90,2.70
2.90,2.95,2.95,2.70
2.71,2.71,2.71,2.71
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.77,2.78,2.78,2.77
2.78,2.75,2.78,2.75
3.00,2.96,3.12,2.95
2.96,3.00,3.00,2.96
2.96,3.09,3.20,2.96
2.96,3.09,3.09,2.96
2.80,2.96,2.96,2.80
3.05,3.05,3.05,2.98
N/A,N/A,N/A,N/A
2.76,2.80,3.00,2.76
2.93,2.90,2.93,2.90
N/A,N/A,N/A,N/A
2.78,2.75,2.87,2.75
2.76,2.76,2.84,2.76
2.84,2.75,2.84,2.75
2.70,2.76,2.76,2.70
2.80,2.86,2.86,2.80
2.92,2.95,3.10,2.92
2.95,2.99,2.99,2.75
2.99,3.05,3.10,2.99
2.91,3.20,3.23,2.91
3.20,3.10,3.20,2.93
3.08,3.00,3.08,3.00
3.08,3.00,3.14,2.95
3.14,2.96,3.14,2.96
3.05,3.15,3.15,3.05
3.16,3.10,3.20,3.10
3.11,3.20,3.30,3.10
3.20,3.15,3.20,3.15
3.15,3.15,3.33,3.15
N/A,N/A,N/A,N/A
3.33,3.20,3.33,3.20
3.20,3.20,3.20,3.20
3.20,3.26,3.26,3.20
3.15,3.25,3.25,3.15
3.25,3.25,3.25,3.20
N/A,N/A,N/A,N/A
3.20,3.25,3.25,3.20
3.11,3.24,3.24,3.11
3.30,3.75,4.00,3.24
3.90,3.85,3.90,3.85
3.95,4.00,4.05,3.88
4.20,4.68,4.75,4.00
4.50,4.98,5.00,4.50
5.00,5.01,5.10,4.70
5.00,5.20,5.35,4.75
5.10,5.00,5.15,4.86
5.00,5.05,5.10,5.00
5.00,5.00,5.04,4.90
4.01,5.04,5.04,4.01
5.04,4.65,5.05,4.65
4.66,5.01,5.04,4.66
5.05,5.04,5.05,4.89
4.99,4.90,4.99,4.90
4.90,4.99,4.99,4.90
4.98,5.03,5.03,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.91,5.03,4.90
5.00,4.90,5.00,4.90
4.90,5.05,5.05,4.90
5.04,5.05,5.05,4.91
5.00,5.03,5.10,5.00
4.90,4.98,4.98,4.90
5.00,5.03,5.05,4.98
5.01,5.09,5.09,4.98
4.91,5.10,5.10,4.91
5.10,5.14,5.15,5.01
4.84,5.14,5.14,4.84
5.01,4.70,5.15,4.56
5.10,4.95,5.10,4.95
4.96,4.84,5.04,4.84
5.03,5.01,5.06,5.01
5.05,5.05,5.06,5.05
5.05,5.00,5.13,5.00
5.01,5.01,5.12,5.00
5.10,5.00,5.15,5.00
5.00,5.00,5.05,5.00
5.00,5.05,5.05,5.00
5.00,5.02,5.02,5.00
5.00,5.01,5.08,4.99
5.07,5.00,5.07,5.00
5.07,5.10,5.10,5.00
5.00,5.14,5.14,5.00
5.15,5.10,5.15,5.10
5.14,5.10,5.14,5.10
5.11,5.12,5.12,5.10
5.06,5.02,5.09,5.01
5.09,5.15,5.19,5.09
5.10,5.15,5.15,4.78
5.03,5.08,5.08,5.03
5.02,5.05,5.05,5.00
5.00,5.00,5.09,5.00
5.10,5.10,5.10,5.10
4.95,5.00,5.00,4.95
N/A,N/A,N/A,N/A
5.06,5.06,5.07,5.06
5.00,5.02,5.02,5.00
5.10,5.00,5.10,5.00
5.05,5.05,5.21,5.02
5.05,5.05,5.05,5.01
5.09,5.05,5.09,5.05
5.11,5.15,5.15,5.08
5.06,5.06,5.06,5.05
5.10,5.15,5.15,5.10
5.14,5.05,5.15,5.05
5.15,5.13,5.17,5.05
5.12,5.13,5.13,5.12
5.12,5.04,5.12,5.04
4.95,4.95,4.95,4.85
4.06,4.99,5.00,4.06
4.84,4.71,4.84,4.71
4.65,4.66,4.67,4.65
4.67,4.66,4.68,4.49
4.50,4.51,4.79,4.50
4.50,4.61,4.61,4.50
4.59,4.51,4.59,4.50
4.55,4.55,4.55,4.49
4.41,4.54,4.55,4.18
4.45,4.60,4.60,4.45
4.75,4.78,4.80,4.51
N/A,N/A,N/A,N/A
4.57,4.73,4.73,4.42
4.60,4.60,4.70,4.44
4.52,4.75,4.95,4.23
N/A,N/A,N/A,N/A
4.78,4.50,4.79,4.25
4.60,4.56,4.95,4.56
4.69,5.05,5.05,4.69
4.97,5.00,5.05,4.97
4.99,5.05,5.09,4.99
4.96,5.00,5.09,4.96
5.04,5.00,5.04,4.88
4.95,5.00,5.00,4.82
4.80,5.10,5.10,4.80
5.10,5.04,5.10,5.04
5.10,5.10,5.10,5.00
5.00,5.12,5.12,5.00
