URTY,ProShares UltraPro Russell2000,NASDAQ
79.71,77.88,80.45,77.60
78.67,79.09,80.34,77.59
77.67,75.15,77.90,74.22
76.12,74.54,77.04,73.41
76.72,79.43,80.03,76.45
76.83,75.12,78.58,74.30
75.36,75.89,77.59,73.00
77.94,75.62,78.39,74.66
74.88,77.66,78.44,74.88
79.79,82.86,83.12,79.38
81.62,80.98,84.19,80.90
78.04,81.95,82.36,75.70
82.66,80.57,83.00,79.25
80.59,82.50,83.00,79.25
83.51,86.49,86.50,82.99
87.26,87.52,88.24,85.21
88.25,89.57,90.30,87.92
89.78,93.69,94.17,89.11
94.17,94.38,94.71,92.76
94.00,95.56,96.00,93.00
98.31,99.90,101.00,97.52
96.22,98.03,98.25,95.37
94.23,91.76,95.96,91.00
90.34,90.24,93.20,90.03
92.09,92.74,95.50,91.51
93.23,88.08,94.56,87.58
89.22,89.78,90.23,87.94
88.80,85.60,89.37,84.10
87.98,91.35,91.66,87.88
91.59,91.01,91.73,89.29
91.98,93.49,94.60,91.18
93.28,93.72,94.51,91.65
90.31,90.57,92.72,89.52
89.94,88.43,90.54,87.71
86.72,80.59,86.72,80.25
80.46,80.33,83.56,79.76
76.85,79.59,81.14,75.06
82.57,78.66,83.56,76.10
77.43,71.06,79.66,70.62
70.80,72.34,72.59,65.86
69.01,59.32,69.30,59.32
61.44,56.13,62.32,52.19
50.52,41.65,54.50,41.54
44.88,49.98,49.99,38.88
45.13,42.39,48.29,42.00
43.25,48.48,50.68,42.39
50.03,49.50,51.12,47.45
51.27,53.63,53.84,50.79
50.99,50.67,52.73,49.00
51.98,50.75,53.03,49.30
45.61,42.23,45.90,40.79
39.39,39.76,43.74,39.27
43.22,39.47,43.29,38.62
40.20,45.11,45.33,39.08
44.93,47.07,47.99,43.74
48.68,43.65,49.31,43.19
43.18,46.69,47.13,40.83
48.66,53.36,53.50,48.65
52.31,54.17,55.24,50.63
55.27,53.85,56.76,52.33
54.20,50.23,56.13,49.64
46.83,44.88,48.21,44.15
40.03,44.48,44.56,40.03
46.73,49.58,49.70,46.13
48.42,46.70,50.40,46.01
45.12,42.66,45.92,41.19
40.55,43.77,43.96,40.53
44.65,45.88,46.35,43.24
47.19,48.33,50.20,44.36
49.67,50.33,50.40,47.50
50.78,50.48,51.65,49.24
47.51,47.86,49.47,46.15
48.42,45.61,49.98,45.53
45.41,40.57,46.54,40.51
36.39,36.99,39.29,34.94
36.78,38.19,38.89,36.51
39.54,40.26,40.53,36.77
43.02,42.94,45.90,42.03
42.91,38.08,43.59,37.95
40.78,40.00,41.20,36.65
37.85,36.37,39.73,36.27
35.59,30.81,37.48,30.52
29.77,36.29,36.57,29.36
36.38,37.92,38.66,35.02
37.62,40.47,40.72,36.95
40.90,37.39,41.24,36.95
39.93,42.35,42.40,39.55
41.15,43.12,43.79,40.89
44.24,45.03,46.50,43.96
44.29,44.98,45.72,42.71
46.57,47.66,48.04,45.30
46.39,43.20,46.63,42.63
43.65,46.76,47.63,41.30
46.34,44.05,47.34,43.29
44.24,44.22,44.55,40.87
46.15,47.23,47.26,45.13
47.87,51.83,52.10,47.59
50.61,47.53,50.75,47.04
50.01,49.85,50.75,45.85
55.43,57.80,58.87,53.86
57.43,57.03,58.87,56.26
54.10,52.10,55.50,52.10
46.36,46.51,50.08,45.86
49.20,50.28,50.50,47.64
52.53,54.06,54.44,48.48
52.18,53.09,53.60,50.90
52.94,52.82,53.73,49.57
54.34,55.19,55.36,50.76
50.30,47.26,51.62,47.06
49.63,48.23,49.77,46.69
50.02,51.99,52.44,49.76
51.49,49.82,51.85,48.75
49.09,51.73,52.56,48.14
50.10,49.25,53.05,49.00
49.10,47.11,50.05,46.24
47.70,47.15,48.04,46.08
44.24,43.61,44.84,42.44
43.48,42.62,44.35,41.95
41.20,38.61,41.54,38.40
37.89,37.14,39.52,37.12
41.23,42.40,42.59,40.95
42.60,42.08,43.09,41.19
47.44,49.54,49.63,46.67
49.02,48.45,50.38,48.25
50.27,49.00,51.30,48.67
52.07,51.53,52.82,50.36
51.77,51.70,52.68,50.23
50.61,51.43,52.20,48.21
49.78,46.64,50.36,46.34
46.93,50.86,51.67,46.70
48.65,48.67,48.67,46.66
50.15,45.59,50.60,44.84
44.31,43.82,45.21,43.04
45.82,45.08,45.82,43.90
46.14,46.13,48.08,45.16
47.39,43.66,47.95,43.43
46.61,49.01,49.18,46.55
48.32,49.51,50.00,46.73
50.34,50.66,51.34,49.96
51.05,51.16,51.35,50.16
50.50,51.56,52.34,50.14
51.77,48.77,51.79,48.48
49.38,50.29,50.73,49.15
50.18,49.43,50.91,49.43
53.26,51.83,53.67,51.43
50.94,51.00,51.59,49.94
49.89,51.81,52.54,48.52
51.96,51.40,52.66,50.37
52.18,52.19,52.49,50.64
54.28,54.49,54.83,53.90
53.85,55.09,55.35,53.66
55.58,55.70,55.89,53.86
54.30,54.66,54.89,53.04
56.28,54.58,56.65,54.19
54.65,57.57,57.60,54.28
58.50,58.68,58.99,57.45
58.45,58.79,59.32,58.04
58.85,58.57,60.07,57.21
57.50,59.60,59.84,56.60
59.55,61.09,61.70,58.62
62.45,60.92,62.55,59.89
60.04,62.14,62.22,59.94
60.66,60.73,61.40,59.33
61.96,60.54,62.32,59.47
62.20,64.46,64.75,61.53
65.15,65.45,66.30,64.42
68.67,69.88,70.41,68.10
68.82,69.16,69.69,68.33
68.92,68.99,69.86,67.59
69.45,69.29,70.42,67.26
69.94,68.33,69.95,67.03
66.05,65.57,66.55,65.13
67.68,68.09,68.36,66.43
67.08,67.23,67.60,65.73
68.31,65.51,68.38,64.87
65.68,69.22,69.42,65.58
70.35,69.16,70.47,68.87
69.47,67.75,69.79,66.80
67.18,66.23,68.02,66.00
66.60,69.10,69.21,65.42
69.23,68.74,69.68,68.31
66.70,68.39,69.47,65.27
68.52,67.82,69.74,66.78
68.51,64.50,69.50,64.50
65.66,65.71,67.93,65.51
65.72,62.85,66.15,61.86
62.24,62.99,63.13,60.87
60.94,59.23,61.28,58.50
59.56,60.97,61.09,59.37
62.17,63.37,63.69,60.62
63.27,65.89,67.15,63.17
66.26,65.44,66.61,64.57
66.99,69.35,69.44,66.18
69.15,67.67,69.77,66.75
67.36,69.45,69.46,66.89
69.74,69.19,69.90,68.33
68.94,71.04,72.65,68.56
69.50,69.03,69.89,68.09
69.59,68.97,70.23,68.28
66.83,67.02,67.73,65.71
67.28,69.01,69.18,65.50
71.60,73.26,73.37,71.30
73.33,71.66,73.90,71.55
71.68,70.57,72.24,68.60
68.98,69.74,70.24,67.12
71.10,69.21,71.16,68.43
68.47,71.42,71.77,68.13
71.27,70.43,72.11,69.44
68.08,66.99,68.12,65.73
66.10,65.93,67.06,65.60
62.39,62.94,63.54,61.82
62.09,58.27,62.55,57.85
59.80,60.74,61.00,59.48
60.90,63.42,64.06,60.80
62.82,60.96,62.89,60.65
61.76,61.10,62.29,59.38
62.70,63.88,65.44,62.55
62.87,62.38,63.46,61.48
62.64,61.24,64.15,60.17
62.50,62.23,64.05,62.00
59.45,59.78,59.88,57.90
59.81,61.04,61.61,59.22
63.47,64.13,64.90,63.00
64.05,65.75,66.12,63.67
66.34,67.36,67.70,64.14
67.36,65.17,67.36,65.13
65.33,65.40,68.71,64.82
63.79,65.84,65.96,62.95
65.69,63.11,65.84,62.05
61.80,59.38,61.93,59.18
58.76,60.00,60.59,58.45
58.57,59.72,59.97,56.97
57.55,58.84,59.82,56.99
59.64,59.37,60.47,58.50
58.04,58.96,60.45,57.60
57.23,56.68,58.03,56.18
56.69,56.35,58.02,55.86
56.93,55.26,57.83,55.07
55.34,51.37,55.51,51.37
51.46,49.66,52.40,49.52
50.43,53.31,53.38,49.41
53.41,52.68,54.67,51.43
50.97,53.46,53.79,49.83
53.44,53.87,54.01,51.57
53.86,53.76,54.35,53.04
55.31,55.98,56.48,54.13
54.29,52.90,54.55,52.61
52.92,52.56,53.55,50.45
49.05,47.88,50.27,47.66
48.40,47.54,48.81,46.16
46.79,49.40,49.48,46.68
50.50,52.98,53.13,50.27
55.49,51.99,55.67,51.99
51.82,53.98,54.21,50.75
55.79,50.38,55.92,50.12
50.83,52.35,52.40,49.48
52.11,50.67,53.02,49.88
50.68,52.38,52.83,50.25
52.65,54.29,54.57,52.13
53.09,54.47,55.20,52.61
55.21,57.41,58.34,55.06
57.45,57.11,58.33,55.98
56.84,53.08,57.10,52.73
53.94,54.82,56.63,53.08
52.39,52.30,53.00,51.60
52.56,52.89,53.55,51.28
53.28,55.29,55.41,53.17
53.98,55.17,55.26,52.65
58.66,60.33,60.33,57.76
60.75,61.89,62.04,59.34
62.19,64.36,64.44,61.93
64.62,64.20,65.14,63.26
62.68,62.05,62.75,61.18
61.81,61.36,62.02,60.49
62.74,59.38,62.99,58.50
59.42,58.65,60.00,57.56
57.42,58.09,58.73,55.44
58.76,60.24,60.94,58.75
59.82,59.49,60.44,58.74
60.61,60.08,61.02,57.70
59.83,61.21,62.30,59.82
62.03,60.59,62.35,60.28
59.12,58.46,59.40,58.00
55.14,55.44,56.27,54.40
56.12,53.35,56.12,52.40
54.03,53.61,54.77,52.96
56.03,54.87,56.48,54.00
56.01,59.10,59.72,54.84
59.31,58.29,60.18,57.62
57.60,56.88,59.15,56.79
57.99,53.94,58.12,53.91
52.30,53.35,54.35,52.24
56.24,57.13,57.98,55.22
57.33,58.62,59.31,57.13
59.88,59.94,61.41,59.50
59.23,59.81,60.60,59.17
59.68,60.56,61.04,59.51
59.68,60.10,60.30,59.08
59.87,59.77,60.16,57.73
60.89,59.31,61.14,58.58
58.85,60.75,60.79,58.68
60.58,62.72,63.09,59.85
62.92,64.10,64.39,62.42
63.79,63.59,63.92,62.42
64.62,63.48,66.36,62.86
63.06,62.62,63.56,61.95
62.56,61.42,62.58,60.56
60.92,61.70,62.52,60.41
62.91,62.26,63.29,61.50
62.28,63.12,63.52,61.82
63.35,63.77,64.58,62.74
62.76,61.88,62.93,61.52
63.45,62.71,63.53,60.91
62.76,64.93,65.55,61.30
65.02,64.93,65.83,64.29
66.05,68.40,69.24,65.94
69.06,70.00,70.38,68.68
69.91,69.09,70.50,68.92
69.17,69.48,70.73,68.98
70.60,70.50,70.98,69.17
70.98,73.39,74.73,69.88
74.10,75.44,76.89,74.05
74.34,74.32,74.99,73.28
73.76,73.77,74.16,72.84
74.21,73.31,74.40,72.94
72.21,72.31,72.87,70.86
74.50,73.12,74.56,73.03
72.28,72.50,73.75,71.67
73.85,69.28,73.95,69.06
69.74,67.90,69.90,67.27
68.94,70.19,70.89,67.83
69.46,68.58,70.03,68.24
69.98,69.24,71.32,68.40
70.44,69.55,70.54,68.46
69.85,69.11,70.56,67.96
69.93,70.58,70.60,68.04
71.45,70.16,73.04,69.60
69.00,68.97,69.61,68.57
69.04,66.65,69.26,66.15
66.66,66.20,67.03,65.57
67.63,66.90,68.52,66.54
66.82,65.25,67.46,64.88
65.84,66.56,66.56,64.50
67.60,68.09,68.30,67.20
68.42,69.84,70.22,68.03
69.71,68.61,70.17,68.53
67.01,64.61,67.13,63.70
64.11,64.61,64.83,63.41
62.90,63.59,63.81,61.25
64.15,62.95,64.54,62.42
64.65,63.72,65.17,62.27
63.69,62.85,64.62,61.31
62.98,63.85,64.00,62.28
64.57,66.07,66.53,64.00
67.00,63.00,67.04,62.95
62.87,64.24,64.38,62.34
64.78,65.59,66.14,64.73
63.27,60.88,63.29,59.84
60.40,58.00,61.08,58.00
57.55,58.60,59.91,57.26
59.19,58.19,59.19,57.87
57.18,57.09,58.98,57.00
57.60,54.17,57.99,53.60
53.64,53.06,54.44,51.95
53.04,54.39,54.77,51.59
56.20,57.99,57.99,56.00
57.55,58.20,58.32,56.81
58.50,59.15,59.17,57.92
59.49,61.03,61.03,59.49
60.49,61.50,61.50,59.95
61.38,61.28,62.55,61.17
60.40,62.69,62.69,58.97
64.39,64.83,65.25,63.50
65.32,64.54,65.32,63.72
66.07,64.41,66.12,63.78
64.50,64.70,65.09,63.09
65.43,64.24,65.51,62.98
64.27,64.63,65.02,63.50
65.54,64.68,65.62,63.99
65.25,65.63,65.89,64.86
66.95,67.65,68.01,66.56
68.32,66.59,68.63,66.17
66.48,65.28,67.16,64.59
64.80,65.33,66.24,64.60
65.96,67.83,67.83,65.55
68.47,70.79,70.96,67.87
71.15,71.19,72.20,70.28
71.16,72.20,72.35,70.54
68.91,71.22,71.22,67.98
70.73,70.36,70.73,69.65
70.68,68.70,70.92,68.65
69.10,68.60,69.39,65.96
67.62,67.28,69.15,67.16
67.78,71.45,71.78,66.76
76.52,77.99,77.99,75.98
78.00,77.49,79.06,76.73
78.44,78.84,79.50,77.54
77.74,78.05,78.52,77.38
78.05,78.14,78.39,76.79
78.35,79.06,79.31,78.35
79.98,79.61,80.20,78.32
79.62,79.36,79.76,78.40
79.50,79.38,79.78,78.58
77.92,80.37,80.73,77.84
79.83,79.79,80.39,79.30
80.86,81.96,82.43,80.68
82.06,82.70,82.75,81.40
82.78,84.39,84.57,82.14
84.60,83.81,84.63,83.62
84.34,84.63,86.24,83.73
85.97,86.30,86.42,84.69
86.72,86.56,87.33,84.94
86.56,86.77,87.14,85.66
86.66,83.85,86.75,82.90
83.48,85.39,85.69,83.18
86.54,87.74,88.61,86.21
86.14,84.46,87.04,84.19
85.86,86.91,87.57,85.40
85.48,87.88,88.03,85.33
87.74,86.89,88.10,85.32
87.22,88.75,89.00,87.22
88.68,88.53,88.68,87.30
88.76,89.65,90.12,88.49
90.06,90.74,91.04,89.42
89.98,91.43,92.00,89.93
91.51,91.49,92.47,90.86
92.00,94.00,94.00,92.00
94.32,88.78,94.37,88.53
88.51,85.82,88.71,84.52
87.56,89.20,89.20,87.46
90.73,83.76,90.73,83.30
84.50,84.40,85.20,82.92
84.30,87.01,88.54,84.24
87.00,87.40,89.13,86.65
85.80,88.66,89.15,83.86
88.03,89.38,89.50,86.70
90.88,92.51,92.95,90.88
93.48,93.25,93.73,92.30
93.46,94.63,94.75,93.00
96.78,97.12,97.23,94.76
96.42,97.15,97.24,96.03
96.52,96.40,97.27,95.53
96.54,97.64,98.04,95.71
98.15,100.53,100.54,98.02
100.00,100.14,101.01,99.24
97.22,98.79,99.89,96.92
99.27,97.44,100.14,94.97
99.27,100.09,100.23,98.80
98.00,98.10,99.50,96.54
98.76,98.36,99.11,97.74
99.07,98.50,100.92,96.59
99.90,99.68,100.28,98.07
97.57,99.79,99.91,96.40
99.68,99.79,100.79,99.17
99.63,96.20,100.21,94.64
98.06,94.76,98.37,94.04
95.42,90.00,95.48,89.27
90.25,92.16,92.19,89.37
88.04,91.58,91.62,87.65
92.40,93.84,93.92,90.47
94.19,93.09,94.85,92.55
93.93,98.08,98.62,93.78
97.92,98.47,100.21,97.65
97.54,97.22,98.20,95.08
95.47,86.49,95.75,85.44
88.38,90.64,91.12,87.45
88.63,86.21,88.82,83.58
86.32,84.73,86.87,83.31
85.68,87.36,87.68,83.61
87.74,88.21,88.84,83.48
90.28,92.62,92.62,89.15
92.40,93.90,94.04,91.32
94.66,95.73,97.19,94.36
94.74,94.40,95.56,92.98
95.53,96.24,96.83,94.98
96.32,97.68,97.84,95.05
96.88,90.71,97.13,90.58
92.46,95.08,95.54,91.93
98.91,99.60,101.69,98.34
99.90,101.46,101.89,99.56
102.00,103.98,104.00,100.84
103.32,104.86,104.86,102.45
104.36,103.57,105.08,102.69
104.13,106.21,106.44,103.86
106.05,106.09,107.10,104.94
106.88,109.96,110.08,106.67
109.35,110.71,112.20,109.01
110.34,110.04,111.90,109.11
111.42,113.40,113.62,110.95
112.46,114.09,115.40,112.37
114.30,114.40,115.26,113.00
114.94,109.20,118.08,106.89
105.45,109.43,109.52,104.92
107.28,109.53,109.69,105.68
114.38,113.84,116.83,111.58
111.74,110.59,112.50,107.82
111.45,112.78,113.51,110.83
110.95,109.27,113.20,108.99
110.25,112.05,112.41,106.70
111.86,108.57,113.67,106.11
108.26,104.26,108.58,103.57
104.26,107.69,107.69,102.26
109.24,110.02,110.92,107.26
55.85,56.07,56.08,54.45
54.11,54.25,55.49,52.83
55.26,52.71,55.48,52.47
52.66,55.39,55.80,52.04
55.22,54.24,55.68,53.67
55.52,55.15,56.05,54.22
55.53,57.04,57.59,55.36
57.07,55.16,57.41,54.88
