VAR,Varian Medical Systems,NASDAQ
89.32,90.22,90.54,88.59
90.30,90.54,90.73,89.97
90.57,91.24,91.38,90.45
91.09,91.48,91.72,91.06
91.80,92.19,92.57,91.43
92.09,90.81,92.27,90.36
90.66,91.26,91.42,90.38
91.58,91.06,91.98,90.90
91.13,91.11,91.64,90.95
90.99,90.49,91.34,90.44
90.61,90.46,90.92,90.11
90.56,90.27,90.75,89.94
90.54,91.01,91.32,89.95
91.08,91.58,91.87,91.08
91.54,90.65,91.61,90.59
90.54,90.24,91.16,89.96
90.66,89.78,90.68,89.45
90.28,90.68,90.68,89.47
90.82,89.14,90.82,88.12
88.92,88.82,89.17,88.42
88.70,89.21,89.75,88.70
89.46,89.57,89.90,88.81
89.54,89.99,90.20,89.26
90.11,90.11,91.56,89.26
89.75,90.15,90.22,89.12
90.48,90.68,91.13,90.01
