VAR,Varian Medical Systems,NASDAQ
53.63,52.83,53.77,52.28
52.83,53.32,53.42,52.33
53.70,53.01,54.06,52.91
52.69,52.36,52.72,51.51
51.51,49.35,51.51,49.35
48.18,48.52,49.30,47.84
48.30,48.93,49.59,48.13
47.92,49.07,49.09,47.25
49.41,48.81,50.26,48.75
49.59,50.47,50.48,49.56
50.45,50.09,50.75,49.94
49.56,49.76,50.88,49.56
50.18,51.11,51.12,49.27
51.26,51.85,52.19,51.22
50.99,49.50,51.09,49.30
49.62,48.80,49.76,48.73
48.95,48.68,49.05,48.10
48.96,48.87,50.08,48.74
49.54,50.54,50.59,49.43
49.85,50.47,50.92,49.85
50.69,50.31,51.25,50.28
50.72,51.81,51.84,50.72
51.34,52.49,52.62,51.25
52.39,52.63,52.79,51.66
52.45,53.38,53.80,52.45
53.64,54.13,54.76,53.64
54.27,53.22,54.96,53.10
53.33,52.91,53.38,52.04
52.61,51.94,52.94,51.75
52.08,52.67,52.99,51.84
53.30,53.28,53.59,52.42
52.78,52.25,53.07,51.44
52.24,52.28,53.27,51.78
52.34,51.77,52.34,50.20
51.85,51.53,52.24,51.23
51.90,52.38,52.61,50.83
52.34,53.54,53.59,51.92
53.99,53.36,53.99,52.78
53.24,53.38,53.76,53.14
53.19,53.38,53.58,53.00
53.79,54.68,54.84,53.79
54.54,54.71,55.11,54.19
54.62,54.54,54.67,54.12
54.28,53.51,54.38,53.48
53.75,53.90,54.12,53.46
53.23,54.53,54.54,52.83
54.67,53.16,54.67,53.00
53.92,54.87,55.11,53.91
54.67,55.80,55.90,54.57
55.90,56.25,56.96,55.77
56.37,55.53,56.93,55.49
55.36,54.63,55.65,54.41
56.04,54.79,57.42,54.14
54.30,55.20,55.59,53.70
55.89,55.09,56.15,54.72
55.00,55.98,56.07,55.00
56.15,56.97,57.00,55.72
56.66,56.21,56.66,55.91
55.75,55.80,56.07,54.80
56.12,56.40,56.42,55.90
56.00,56.59,57.14,55.80
55.44,55.39,55.93,55.14
54.48,55.56,55.82,54.32
55.20,55.33,55.86,55.00
54.90,54.66,54.98,54.33
55.19,56.45,56.51,55.02
56.33,55.81,56.52,55.76
55.51,54.75,55.51,54.30
54.38,54.22,54.65,53.47
54.42,53.91,55.24,53.82
53.24,52.08,53.35,51.96
51.67,52.83,53.15,51.01
52.91,53.06,53.49,52.85
53.30,54.20,54.21,52.58
54.11,53.28,54.20,53.28
52.84,53.24,53.72,52.37
53.91,54.63,54.82,53.81
54.66,55.45,55.54,54.66
55.95,56.18,56.51,55.68
55.88,56.08,56.24,55.66
56.08,56.31,57.00,55.96
56.91,57.08,57.57,56.83
57.10,58.35,58.35,57.06
58.67,58.90,59.49,58.52
58.51,58.86,59.45,58.51
58.44,59.93,59.93,58.21
59.72,59.04,59.77,58.83
59.42,59.19,59.89,58.93
59.43,59.82,59.93,59.21
59.77,60.30,60.50,59.77
60.24,59.92,60.55,59.90
59.53,59.60,60.29,59.22
60.00,60.80,60.81,59.83
59.82,60.00,60.44,58.83
60.40,60.38,60.49,59.38
60.40,60.59,60.98,60.13
60.80,60.50,61.38,60.40
60.82,60.68,61.14,60.23
60.52,60.57,61.01,60.05
61.31,61.78,62.00,61.08
61.69,61.80,61.99,61.63
61.66,61.93,61.98,61.37
61.93,61.58,62.42,61.42
61.72,61.46,61.86,61.14
61.18,61.68,61.78,60.96
61.88,61.98,62.23,61.49
61.95,61.91,62.31,61.75
61.93,62.12,62.60,61.77
62.12,62.25,62.36,61.75
61.46,61.40,61.77,60.35
60.52,61.33,62.00,59.52
61.45,61.39,61.80,60.86
61.42,61.03,61.54,60.67
61.30,61.15,62.00,61.12
61.03,61.17,61.83,60.50
60.74,61.07,61.33,60.38
61.48,60.71,61.95,60.59
60.78,63.22,63.75,60.25
63.37,62.69,63.37,62.10
62.91,62.56,62.91,62.23
62.46,63.20,63.20,62.46
63.78,64.41,64.64,63.25
64.39,65.00,65.00,64.29
64.57,64.80,64.80,64.39
64.86,64.80,64.90,64.49
64.69,64.83,64.83,64.02
64.38,64.66,64.78,64.20
64.28,64.01,64.32,63.76
63.74,64.09,64.60,63.47
63.53,63.25,63.83,63.00
63.23,63.51,63.61,62.88
63.95,64.50,64.68,63.69
64.50,65.00,65.01,64.38
64.95,65.04,65.57,64.26
64.63,64.46,64.65,64.01
64.76,65.63,65.88,64.74
65.61,65.52,65.87,65.39
65.08,65.73,65.92,65.00
65.01,65.83,66.14,64.83
66.51,67.72,67.91,66.36
67.57,68.60,68.87,67.48
68.35,69.23,69.45,68.24
69.10,68.87,69.39,68.66
69.21,67.63,69.25,67.55
66.62,67.37,67.55,66.40
68.41,67.22,69.61,66.38
67.51,67.73,67.90,67.38
67.93,67.62,68.45,67.57
67.61,68.37,68.98,67.61
67.90,68.34,68.45,67.90
68.33,69.73,69.89,68.07
69.52,70.37,70.47,69.52
70.50,70.45,70.84,70.15
70.77,70.16,70.97,70.14
70.34,70.60,70.77,70.17
70.64,70.69,70.92,70.33
70.66,70.64,70.66,70.00
70.66,70.56,70.77,70.25
70.58,69.59,70.69,69.33
70.26,70.03,70.26,69.47
69.85,69.28,69.96,69.28
69.79,69.79,70.35,69.60
69.80,69.46,69.90,69.11
69.14,69.59,69.78,69.00
69.45,69.00,69.57,68.83
68.83,68.56,69.26,68.04
67.99,68.67,68.76,67.42
68.83,69.46,69.53,68.78
69.67,69.58,69.83,69.08
69.55,69.98,70.00,69.49
69.88,70.47,70.48,69.68
70.35,71.73,71.84,70.35
71.78,70.84,71.96,70.49
70.56,70.60,71.06,69.87
71.06,71.41,72.13,70.91
71.35,71.35,71.68,70.78
71.11,71.31,71.48,70.57
71.57,71.96,72.19,71.16
68.68,68.70,70.55,67.76
68.61,68.67,70.34,68.31
68.68,67.57,69.04,67.37
67.90,66.90,68.06,66.27
66.33,67.20,67.54,66.33
67.07,67.98,68.31,66.80
68.10,67.40,68.10,67.39
67.54,67.81,67.99,67.16
67.69,68.36,68.53,67.61
68.16,68.46,68.87,68.02
68.22,69.08,69.28,68.12
68.81,69.11,69.36,68.35
69.30,71.36,71.47,69.30
71.27,70.75,71.75,70.70
70.85,70.91,71.33,70.56
70.62,70.57,70.92,70.22
70.59,70.00,70.72,69.80
68.39,68.45,69.24,66.49
68.28,67.09,68.44,66.96
67.26,67.88,68.76,67.01
67.89,68.66,69.05,67.89
69.02,69.28,69.63,68.75
69.74,69.08,70.52,68.95
68.84,68.72,69.21,68.51
69.10,71.46,71.61,69.10
71.16,70.50,71.32,70.00
70.79,69.78,71.13,69.35
69.85,69.69,70.30,69.35
69.50,68.45,69.85,67.95
68.02,67.55,68.29,67.21
67.36,67.32,68.16,66.42
66.57,66.52,67.31,65.88
65.15,65.54,66.00,64.82
65.19,64.60,66.01,64.13
65.50,65.34,65.80,65.10
65.81,65.77,66.25,65.48
65.89,66.33,66.71,65.89
66.43,66.27,66.50,65.79
66.06,66.17,66.37,65.24
66.39,66.45,66.59,65.97
66.55,66.52,67.05,66.31
66.58,66.96,67.21,66.58
66.82,67.35,67.41,66.61
67.61,67.18,67.76,67.11
67.16,67.64,67.88,67.15
68.41,68.68,68.89,68.05
68.70,68.64,68.94,68.32
68.38,69.07,69.14,68.38
69.39,68.85,69.64,68.55
68.64,68.78,69.27,68.46
69.06,68.77,69.07,68.41
68.84,68.80,69.09,68.60
68.60,69.33,69.47,68.52
69.49,69.04,69.52,68.91
68.84,69.19,69.32,68.63
69.40,69.75,69.99,69.24
69.12,69.16,69.43,68.72
69.32,69.64,69.74,69.07
70.24,70.55,71.19,69.94
70.86,70.34,71.18,69.65
70.20,69.22,70.22,69.14
69.67,70.26,70.35,69.54
70.34,71.43,71.55,70.24
70.69,70.46,71.85,69.58
70.55,70.20,70.55,69.73
70.35,70.47,70.95,70.11
70.12,70.31,70.46,69.84
70.35,69.66,70.40,69.50
69.44,69.51,70.00,69.20
70.00,70.24,71.06,69.95
70.15,70.45,70.83,69.86
70.55,71.16,71.32,70.18
71.23,70.18,71.33,69.98
70.12,69.91,70.17,69.09
69.97,69.09,70.29,68.86
69.01,68.81,69.09,68.63
68.47,68.42,68.52,67.95
68.50,68.71,68.89,68.13
69.00,69.14,69.18,68.33
69.19,68.92,69.25,68.44
68.22,67.37,68.22,67.28
67.35,66.90,67.37,66.88
66.79,66.93,67.27,66.69
66.69,67.13,67.33,66.60
67.24,67.01,67.34,66.74
67.22,67.54,67.72,66.94
67.35,66.31,67.63,66.31
66.42,66.28,66.47,65.93
65.55,65.95,66.27,65.34
65.59,65.40,65.89,65.17
65.67,65.65,66.00,65.28
65.30,65.61,65.80,64.89
65.64,66.43,66.69,65.45
66.05,65.48,66.10,65.36
65.58,66.11,66.46,65.53
66.54,66.80,67.07,66.48
66.45,65.95,67.29,65.95
66.13,65.43,66.30,65.18
65.95,66.20,66.38,65.61
66.17,67.49,67.61,66.04
67.77,68.11,68.35,67.43
67.92,68.42,68.80,67.92
67.73,68.24,68.41,66.79
68.20,67.64,68.20,66.87
67.72,68.56,68.98,67.33
68.66,69.60,69.63,68.51
69.93,69.67,70.19,69.46
69.53,70.02,70.40,69.53
70.16,70.87,70.98,69.87
70.66,70.62,70.89,70.35
70.61,70.99,71.00,70.36
71.20,71.36,71.58,71.07
70.40,70.77,70.91,70.40
70.71,70.72,71.30,70.29
70.23,70.28,71.15,70.22
70.72,70.79,71.39,70.53
71.03,70.05,71.23,69.94
70.36,70.39,70.59,69.90
70.08,69.61,70.30,69.16
70.44,70.92,70.98,69.91
70.90,70.19,70.90,70.04
70.65,71.28,71.33,70.51
71.18,70.92,71.23,70.54
70.25,70.19,70.50,69.97
70.35,68.57,70.35,68.51
68.25,67.12,68.49,67.03
63.77,62.00,64.21,61.71
61.68,62.76,63.16,61.00
62.61,60.38,63.10,59.96
59.99,60.43,61.23,59.99
60.55,60.11,60.84,58.73
59.53,57.00,59.96,56.81
57.52,57.91,59.38,56.66
56.70,52.66,57.51,52.55
53.04,55.42,55.53,52.53
54.50,51.68,54.96,51.49
52.03,54.19,54.91,51.92
54.60,55.44,55.82,54.20
55.42,56.65,56.87,55.02
56.29,57.03,57.23,55.90
57.38,56.40,57.79,55.91
55.04,53.01,55.05,52.52
52.38,52.48,53.38,52.06
53.54,52.47,53.74,52.28
52.68,54.62,54.66,52.32
54.61,55.20,55.21,53.90
55.35,54.20,55.51,53.61
53.93,55.61,55.77,52.76
55.96,57.14,57.14,55.96
57.29,56.77,57.46,56.04
57.22,56.96,57.63,56.28
56.73,55.25,56.73,55.04
53.59,53.38,54.59,53.19
51.87,53.25,53.42,51.64
54.08,54.86,55.04,53.69
54.45,53.81,54.92,53.57
53.31,51.56,53.31,51.44
50.88,51.17,51.30,50.11
51.41,51.23,51.51,50.74
51.61,52.52,53.20,50.82
53.25,53.69,53.92,52.29
54.01,53.88,54.36,53.52
52.89,52.44,52.93,51.90
52.72,53.29,54.00,52.72
53.38,50.96,53.40,50.95
49.73,49.63,50.48,49.16
49.47,49.85,50.46,49.40
50.29,51.13,51.18,49.68
52.33,54.27,55.13,52.27
54.07,52.10,54.20,52.04
53.17,52.10,53.30,51.10
51.74,52.16,53.29,51.46
51.76,50.10,52.17,49.94
49.00,51.96,51.98,48.72
51.92,53.38,55.07,51.92
53.44,54.58,55.09,52.65
54.80,54.95,56.00,54.19
56.01,56.96,57.15,55.71
56.54,56.30,57.41,56.10
56.53,55.94,56.79,55.92
55.81,55.96,56.30,55.35
56.76,56.55,56.99,56.03
56.57,54.96,56.57,54.61
55.07,55.95,56.76,54.43
56.20,56.00,56.99,55.94
55.94,55.88,56.31,55.20
56.65,57.68,57.94,56.31
57.57,59.51,59.72,57.57
59.48,57.60,59.48,57.43
58.21,56.84,58.56,56.71
59.56,59.52,59.91,57.57
59.01,60.57,62.44,57.87
59.58,58.72,59.91,58.69
56.79,55.98,57.17,55.81
56.84,56.21,56.99,55.99
56.97,57.11,57.11,56.05
56.65,57.98,58.72,56.57
58.11,58.18,58.27,56.90
58.37,59.04,59.11,57.90
57.56,56.39,57.88,56.15
57.12,56.91,57.53,56.41
57.77,57.90,58.38,57.74
57.39,57.05,57.95,56.80
56.76,60.60,61.15,56.57
59.16,59.83,60.77,58.90
59.78,58.58,59.78,58.27
58.88,58.05,58.92,58.00
57.17,57.29,57.64,56.71
57.34,57.65,58.28,56.87
57.11,56.53,57.25,56.38
56.45,56.87,57.50,56.29
58.64,58.64,59.28,58.12
58.82,58.99,59.83,58.62
61.17,62.23,62.36,61.01
61.94,63.06,63.68,61.87
63.85,62.83,64.74,62.47
64.17,64.18,64.50,63.67
64.40,64.43,64.76,63.86
64.50,64.54,64.89,63.60
64.18,63.07,64.41,62.94
63.53,64.42,64.74,63.31
63.90,64.75,64.78,63.57
65.00,64.02,65.29,63.63
63.72,63.09,63.86,63.03
63.93,63.56,64.01,63.42
64.12,63.19,64.26,63.03
63.66,63.20,63.98,63.04
64.43,65.02,65.41,64.18
65.11,65.21,65.44,64.63
65.57,65.59,66.06,65.25
65.94,66.21,66.27,65.66
66.03,66.68,66.88,66.01
66.52,65.77,66.57,65.49
65.91,66.83,66.88,65.54
66.91,67.13,67.82,66.65
67.95,69.30,69.77,67.73
68.97,68.27,69.11,68.19
67.97,68.55,68.64,67.54
68.54,68.90,69.05,67.85
68.94,69.09,69.67,68.67
69.89,69.51,69.98,68.70
69.20,69.46,69.85,69.15
69.59,71.70,71.95,69.13
71.10,70.05,71.10,69.97
70.84,70.40,71.47,70.34
70.20,70.64,70.77,69.42
70.94,71.70,71.92,70.77
71.04,69.10,71.05,68.36
69.10,68.58,69.65,68.19
68.30,68.51,69.24,68.04
68.56,69.24,70.12,68.56
70.41,67.30,70.41,65.00
66.96,66.09,67.31,65.76
65.34,65.56,65.74,64.93
65.80,65.87,66.43,65.02
66.35,66.72,67.00,66.13
66.76,66.95,67.47,66.38
67.49,67.77,68.35,67.41
67.31,67.71,68.09,66.94
67.42,67.50,67.82,66.78
67.48,66.25,67.59,65.71
66.58,64.87,66.59,64.80
64.39,64.73,65.27,64.22
65.80,65.12,66.27,65.02
65.25,65.77,66.26,64.84
65.85,66.13,67.00,65.70
66.20,67.10,67.48,66.06
67.24,66.44,67.42,66.37
66.67,66.10,66.88,65.89
66.01,65.82,66.63,65.69
65.63,65.99,66.15,65.15
66.16,66.56,66.89,65.91
65.89,66.45,66.56,65.37
66.55,66.40,67.07,66.20
66.37,65.25,66.45,65.11
65.14,65.92,66.02,65.14
65.79,66.20,66.56,65.77
65.88,65.89,66.26,65.36
65.19,64.48,65.27,64.30
64.65,65.43,65.66,64.65
65.93,67.06,67.15,65.71
67.19,67.17,68.41,67.06
67.74,67.35,68.21,67.24
68.09,69.07,69.11,67.50
69.07,69.65,70.36,69.07
69.55,70.80,70.82,69.10
70.95,70.57,71.00,70.33
70.09,70.54,70.74,69.78
70.06,70.21,70.22,69.48
70.16,69.89,70.16,69.10
69.34,69.20,69.55,68.61
69.37,68.97,69.58,68.47
69.44,69.92,69.94,69.17
69.98,69.97,70.46,69.68
70.10,68.92,70.35,68.42
68.57,68.80,69.30,68.41
69.24,68.96,69.30,68.59
68.68,69.08,69.27,68.62
68.91,69.56,69.77,68.66
68.91,68.17,68.93,67.99
67.78,68.44,68.50,67.70
67.46,67.52,67.89,67.44
67.54,66.35,67.54,66.35
67.06,67.06,67.15,66.69
67.09,67.82,68.42,67.09
67.52,66.53,67.73,66.52
66.89,66.37,67.04,65.91
66.64,67.38,67.53,66.60
67.20,66.92,67.72,66.60
67.14,66.25,67.19,66.06
66.45,67.73,68.13,66.45
66.17,66.71,67.10,65.97
66.72,66.97,67.37,66.46
67.31,69.79,69.81,67.31
68.00,63.60,68.00,62.77
63.68,63.40,64.05,62.77
63.27,63.42,63.84,62.50
63.42,64.57,64.91,63.12
64.69,65.22,65.48,64.36
65.14,64.46,65.40,64.37
64.40,63.35,64.46,63.23
63.12,63.56,64.01,63.00
63.01,63.47,63.65,62.75
62.78,63.70,63.96,62.58
64.09,64.11,64.92,64.07
63.82,64.58,64.68,63.68
63.85,63.87,64.13,63.22
63.81,63.76,64.39,63.55
63.88,63.46,64.03,63.28
63.59,62.38,64.00,62.27
62.85,61.29,63.07,61.00
61.69,62.82,62.97,61.28
63.00,62.30,63.65,61.82
61.81,61.09,61.96,60.31
61.25,61.15,61.53,60.52
60.82,61.36,61.94,60.82
61.93,60.94,61.96,60.76
60.47,59.89,60.53,59.52
59.47,58.66,59.68,58.26
57.43,57.57,58.35,57.43
57.68,57.48,57.68,56.61
57.11,57.91,57.99,57.00
58.06,59.53,59.53,57.83
59.94,59.21,60.09,59.07
58.69,59.47,59.47,58.44
59.84,59.33,60.16,59.30
59.72,59.65,59.73,58.70
59.53,59.11,60.09,58.92
59.33,59.39,59.99,58.92
59.68,60.38,60.42,59.44
59.98,60.46,60.50,59.83
61.19,61.28,61.36,60.29
61.53,61.04,61.81,60.34
61.18,59.09,61.44,59.08
59.23,59.33,59.55,58.64
58.80,58.06,58.95,57.68
58.23,58.69,58.95,57.96
59.28,59.85,60.30,58.82
59.53,59.00,59.93,57.93
60.11,60.77,61.11,60.01
60.71,60.65,61.03,59.31
60.69,61.50,61.55,60.36
61.50,61.30,61.54,61.23
60.63,59.93,60.92,59.73
58.44,57.94,58.50,57.00
58.13,57.65,58.18,57.32
57.72,57.88,58.06,57.53
57.09,57.74,57.99,57.09
57.84,57.84,58.65,57.53
57.82,58.04,58.42,57.68
58.29,59.03,59.05,58.22
58.73,59.86,59.89,58.51
59.98,59.43,60.42,59.23
58.92,57.08,59.00,56.67
56.28,56.79,57.05,55.81
56.72,55.66,56.85,55.25
55.94,57.31,57.77,55.94
55.00,53.73,55.00,52.90
54.16,55.56,55.75,54.07
55.51,54.87,55.58,54.39
54.79,54.58,55.02,54.45
54.74,55.33,55.70,54.44
54.85,54.41,54.98,53.74
55.25,55.46,56.02,54.55
55.66,55.72,56.84,55.66
55.75,56.66,56.88,55.74
56.64,56.62,56.99,56.52
56.77,56.43,56.95,56.38
56.37,56.85,56.89,55.63
56.42,57.75,57.76,56.22
58.07,57.17,58.18,57.06
57.22,58.76,58.93,56.84
58.69,59.30,59.64,58.63
59.33,58.98,59.53,58.75
58.85,59.91,60.07,58.70
59.94,59.81,60.71,59.76
59.84,59.23,60.09,58.96
59.07,58.79,59.21,58.65
58.64,59.58,59.75,58.64
59.76,59.16,59.88,58.89
59.00,58.77,59.43,58.60
58.96,59.48,60.03,58.56
59.24,58.74,59.27,58.53
59.19,58.79,59.60,58.65
61.29,59.68,64.00,59.18
59.65,58.59,59.67,58.56
58.98,59.50,59.60,58.82
59.32,59.90,59.91,59.13
59.83,59.93,60.12,59.48
59.84,60.33,60.44,59.80
60.67,61.44,61.45,60.34
61.22,61.76,62.16,60.66
61.37,61.60,61.83,60.76
61.47,61.44,61.57,61.31
61.50,61.65,61.68,61.24
61.60,61.70,62.07,61.23
61.39,61.24,61.67,61.06
61.55,61.08,61.60,60.98
60.91,61.32,61.45,60.82
61.68,60.24,61.81,60.23
60.31,59.71,60.31,59.50
59.91,60.04,60.26,59.50
60.00,60.32,60.71,59.61
60.47,60.47,61.30,60.29
60.68,60.87,61.00,60.50
60.85,61.01,61.45,60.60
61.21,61.39,61.66,60.48
61.61,61.06,61.67,60.95
60.92,60.65,61.29,60.54
60.48,58.77,60.48,58.53
58.82,58.26,59.00,58.18
58.67,58.87,59.53,58.67
58.92,58.29,59.23,58.21
58.25,58.24,58.47,57.95
58.34,59.04,59.04,58.34
58.83,59.74,59.83,58.67
59.42,59.14,59.61,58.87
58.82,58.42,58.95,58.25
58.23,58.36,58.75,58.08
57.76,57.49,57.95,57.33
57.66,57.08,57.84,57.00
57.78,58.10,58.29,57.33
67.87,66.93,69.18,66.02
66.14,66.76,67.60,65.65
66.24,68.77,68.83,65.91
69.04,70.15,70.53,68.92
69.78,70.40,71.39,69.45
70.56,70.59,71.14,70.39
70.40,69.67,70.50,69.11
69.55,68.59,70.27,68.58
68.53,68.84,69.49,68.53
68.51,68.33,69.45,67.82
68.10,68.28,69.00,68.01
68.37,67.75,68.84,67.48
67.73,67.74,68.20,67.10
68.50,67.89,68.97,67.66
68.57,69.11,69.36,68.44
68.80,69.07,69.35,68.36
68.94,68.86,69.02,68.50
69.04,69.42,69.50,68.79
69.26,69.46,69.60,68.84
68.97,68.88,69.46,68.75
68.51,69.11,69.18,67.81
69.47,69.12,70.14,68.75
69.09,69.16,69.31,68.45
69.27,69.38,69.74,68.95
69.23,70.13,70.43,69.23
70.09,69.81,70.38,69.69
69.82,69.61,69.94,69.05
69.87,70.70,70.73,69.38
70.70,71.41,71.85,69.93
71.60,72.35,72.48,71.58
72.33,72.08,72.61,71.93
71.93,71.60,72.08,71.38
71.29,71.00,72.04,70.67
71.06,71.50,72.18,71.03
71.48,72.32,72.50,70.79
72.28,70.94,72.30,70.93
70.78,71.78,71.81,70.43
71.16,70.80,71.49,70.25
70.55,70.86,70.95,70.28
70.88,69.84,70.91,69.39
69.83,70.22,70.45,69.25
69.89,69.62,70.44,69.50
69.63,70.24,70.30,69.22
71.26,72.47,72.50,71.05
72.59,73.68,73.80,72.51
73.68,72.72,73.87,72.60
72.20,75.19,75.23,72.20
75.00,74.84,75.44,74.18
75.00,75.25,75.55,74.86
75.50,74.88,75.69,74.79
75.07,74.58,75.18,74.11
74.20,73.85,74.20,73.02
73.70,74.00,74.27,73.51
73.95,74.14,74.31,73.52
74.49,74.59,74.89,74.23
74.69,75.09,75.33,74.06
75.01,75.12,75.58,74.51
75.34,74.91,75.78,74.52
71.12,72.88,73.25,69.52
72.97,73.41,73.55,72.20
73.51,72.23,73.57,72.16
72.22,71.69,72.22,71.35
71.70,71.45,71.84,71.30
71.17,70.65,71.42,70.51
71.07,71.22,71.70,70.70
70.67,70.49,71.16,70.26
70.70,71.30,71.56,70.70
70.88,71.38,71.50,70.88
71.18,71.86,71.97,70.52
71.87,71.10,72.33,70.96
71.04,71.11,71.15,70.55
71.06,71.36,71.94,70.92
71.64,71.50,71.69,70.98
71.22,70.96,71.50,70.88
70.93,70.05,71.08,70.00
70.13,70.69,71.00,69.66
70.51,69.90,70.56,69.80
69.81,69.48,69.93,68.79
69.87,70.12,70.21,69.58
70.39,69.21,71.03,69.21
69.49,68.66,69.52,67.88
68.59,69.35,69.50,68.49
69.34,70.63,71.08,69.22
70.51,70.85,71.22,69.80
70.66,71.55,71.57,70.65
71.75,72.70,73.10,71.75
73.00,72.01,73.00,71.38
72.29,72.13,73.12,71.98
72.40,73.82,73.89,72.19
73.59,73.46,73.64,73.27
73.31,73.70,73.73,73.12
73.62,74.44,74.50,73.24
74.46,74.06,74.46,73.58
73.79,73.23,73.79,72.76
72.47,72.48,72.78,71.92
72.62,72.31,72.67,71.56
72.63,72.36,72.90,72.00
72.10,72.17,72.80,71.81
72.30,72.25,72.64,71.88
72.51,71.68,72.51,71.56
71.94,71.79,72.25,71.51
71.51,71.70,71.80,71.07
71.69,72.00,72.08,71.47
72.00,71.89,72.07,71.21
72.14,71.91,72.27,71.75
72.16,71.36,72.16,71.09
71.50,71.35,71.73,71.11
70.66,70.66,70.88,70.19
70.60,70.70,71.07,70.12
70.95,71.00,71.35,70.64
71.11,71.66,71.95,71.11
71.64,72.30,72.71,71.64
72.07,72.78,73.20,71.99
70.08,68.97,70.65,68.77
69.29,69.30,69.50,68.53
68.89,67.55,68.98,67.46
67.55,66.57,68.07,66.35
65.97,67.29,67.37,65.50
67.23,67.03,67.41,66.90
67.27,68.51,68.56,67.13
68.52,68.35,68.66,67.69
65.00,64.02,65.90,63.10
64.00,64.12,64.51,63.79
64.48,64.79,65.04,64.31
64.86,65.14,65.16,64.07
64.96,64.20,65.08,64.05
64.53,64.46,64.77,64.14
65.17,65.69,66.47,65.09
65.64,65.53,65.93,65.14
65.71,66.03,66.30,65.49
66.05,67.59,67.62,66.01
67.34,68.21,68.34,66.62
68.17,68.75,68.82,68.00
68.51,69.37,69.53,68.21
69.41,70.23,70.71,69.29
70.01,69.94,70.20,69.71
69.61,68.98,69.61,68.43
69.43,69.30,69.48,68.10
69.33,69.45,69.56,69.10
69.64,69.88,70.44,69.57
69.95,68.43,70.67,68.14
68.10,67.89,68.40,67.32
67.52,67.36,67.89,67.10
68.16,68.08,68.55,67.93
67.77,68.01,68.54,67.25
68.19,68.49,68.73,67.75
68.24,67.01,68.55,67.01
67.26,67.37,67.41,66.36
67.36,66.84,67.75,66.77
66.73,67.85,68.48,66.64
67.84,68.18,68.19,66.93
68.52,69.55,69.66,68.38
69.61,69.20,69.77,68.55
68.07,68.61,69.04,68.07
69.20,68.14,69.27,67.92
68.22,69.58,69.66,67.73
69.54,68.88,69.89,68.73
69.32,69.71,70.30,69.24
69.93,70.86,70.87,69.87
70.77,68.78,70.85,68.75
68.21,66.98,68.32,66.78
