BIDU,Baidu,NASDAQ
165.54,169.33,169.56,164.37
168.92,167.75,169.74,166.33
168.49,170.82,171.10,168.34
168.63,168.48,169.28,167.01
169.33,171.46,173.00,169.00
170.90,169.83,172.54,169.63
169.21,165.78,169.62,165.62
166.42,164.93,167.92,164.65
164.44,163.69,164.93,162.34
164.26,165.28,167.01,164.00
165.00,163.92,165.99,163.80
163.29,162.89,165.26,162.02
163.28,163.62,164.62,162.53
163.63,164.77,166.47,163.07
165.12,165.54,167.01,164.76
165.61,166.50,167.59,165.46
166.76,164.41,167.23,163.56
166.30,168.30,169.66,165.82
169.74,171.96,173.26,168.30
172.65,177.47,177.84,172.50
176.28,176.38,177.28,173.25
178.00,177.16,179.72,176.82
179.83,180.31,183.00,178.30
179.57,179.32,180.18,176.80
178.80,177.57,179.47,175.66
178.00,176.48,178.71,176.36
