BIDU,Baidu,NASDAQ
100.50,104.63,104.66,100.11
105.04,105.16,106.16,103.52
105.02,106.95,107.11,104.38
105.77,105.98,106.64,104.91
106.50,106.28,107.38,105.37
106.80,105.93,106.80,105.18
105.25,106.25,107.95,105.23
106.37,107.73,107.80,105.84
107.33,108.15,109.25,106.76
108.00,107.31,108.96,106.66
106.08,105.66,106.76,104.37
106.87,105.10,107.81,104.90
105.42,106.36,106.45,101.43
104.51,105.89,107.55,104.40
105.98,107.95,108.57,105.76
108.08,109.05,109.92,107.20
109.49,106.54,109.75,104.83
107.51,108.63,109.19,106.11
116.39,118.73,119.21,115.10
118.11,118.02,119.21,117.83
118.25,118.50,118.85,116.67
118.58,117.68,118.90,116.88
118.08,118.96,120.50,117.30
119.00,119.84,120.16,118.25
121.55,123.01,124.55,121.23
122.73,125.79,125.90,121.63
126.71,129.58,129.65,125.30
130.95,128.81,131.63,128.28
128.54,128.04,129.28,126.81
128.67,128.71,129.75,127.36
129.15,128.54,129.26,127.78
128.83,126.80,128.99,125.71
123.53,120.28,123.74,118.95
120.20,115.90,121.48,112.95
116.71,118.81,119.86,115.50
120.50,120.59,121.72,119.62
122.74,121.16,123.12,119.75
119.72,117.83,120.55,117.00
117.21,119.49,120.23,117.21
121.80,121.85,122.14,120.22
122.50,122.34,123.58,121.70
123.10,120.18,123.23,117.81
119.98,120.18,121.60,118.25
120.12,119.75,120.61,118.30
117.99,120.87,121.50,117.10
119.56,124.96,125.30,119.25
124.10,124.06,125.40,121.85
119.00,122.23,123.27,118.00
123.02,120.56,125.09,119.41
122.51,121.64,123.95,120.88
122.37,120.50,123.30,120.50
122.05,124.00,124.88,121.85
124.44,127.09,127.33,123.68
126.91,132.58,133.97,126.01
134.49,133.48,135.00,130.81
134.33,134.92,136.49,134.00
136.13,133.67,136.30,133.40
133.12,136.00,136.24,132.80
138.25,136.38,138.53,135.50
136.23,137.81,137.89,135.50
138.45,138.83,139.44,137.30
140.00,143.11,143.11,138.90
143.20,141.65,143.48,140.30
142.17,137.25,142.95,136.02
137.38,139.10,139.21,136.20
140.10,141.88,142.50,139.65
147.41,145.68,148.92,143.50
145.28,140.71,145.28,140.08
143.34,145.69,146.23,142.21
145.62,147.01,147.25,144.68
146.81,146.81,147.30,144.52
145.19,145.89,145.95,141.16
146.25,149.90,150.00,145.66
152.70,149.31,154.00,148.45
148.36,148.65,150.55,147.21
149.16,151.96,152.58,148.69
152.95,152.37,154.89,149.67
153.60,151.11,153.67,146.18
151.47,148.25,156.04,146.35
147.80,148.52,150.89,147.20
149.93,147.47,150.50,147.11
147.83,139.84,148.40,136.50
138.76,139.01,141.85,134.28
137.20,140.19,142.48,136.51
142.50,141.26,143.51,140.55
142.26,142.62,143.33,139.61
143.42,142.24,143.69,140.57
142.00,138.90,142.56,137.60
137.71,138.20,139.27,135.65
137.15,131.28,137.39,131.02
129.07,127.77,135.50,127.36
127.87,131.81,131.95,124.66
132.88,131.84,133.71,131.33
132.55,135.88,136.25,132.14
135.57,134.69,136.33,133.85
130.50,129.47,131.13,128.71
131.51,129.26,131.56,129.00
129.21,129.54,132.42,129.15
130.28,129.95,130.63,127.78
130.27,133.93,134.75,130.02
136.84,135.71,137.20,134.25
135.00,132.47,137.15,132.15
132.81,138.49,138.67,132.76
136.36,133.21,139.09,132.50
132.81,126.97,134.74,125.90
127.88,124.82,128.39,121.12
124.53,120.67,126.33,119.88
121.49,123.21,124.38,118.90
122.62,121.69,124.72,121.08
121.29,118.03,123.75,117.53
120.81,124.82,125.35,120.61
123.51,118.84,123.81,118.32
120.10,116.24,121.90,114.14
119.49,117.68,119.79,116.58
117.11,118.28,120.97,116.60
121.23,127.71,127.75,120.81
127.01,124.87,127.48,124.50
121.84,129.22,129.35,121.51
130.46,128.68,131.44,127.75
129.19,133.17,134.24,129.19
134.00,136.17,137.00,133.50
137.74,137.58,137.96,135.37
138.26,140.13,140.25,137.25
139.44,143.35,143.35,138.90
145.81,145.87,146.30,142.92
144.49,145.84,146.68,143.00
147.22,147.01,148.44,145.07
142.82,147.78,147.80,140.62
144.95,142.40,146.99,141.02
141.72,138.94,142.30,137.70
142.11,142.29,144.50,141.86
142.95,140.82,144.36,139.81
145.15,146.93,147.24,143.67
145.94,148.13,148.80,145.00
150.22,152.56,152.75,149.72
154.00,154.99,155.90,151.76
155.00,150.17,155.50,149.63
151.28,154.00,155.00,151.00
153.32,156.54,157.90,152.76
163.56,164.36,165.96,162.10
163.50,161.24,165.89,159.50
160.96,158.34,162.73,156.55
154.93,157.07,158.46,152.34
161.70,158.93,161.90,155.21
158.29,149.13,155.00,145.26
149.03,152.43,155.00,145.26
148.55,143.92,149.59,143.41
145.90,140.99,147.20,134.73
132.10,130.45,137.00,128.77
133.89,143.64,143.85,133.00
140.56,140.79,145.99,138.25
143.95,148.15,151.49,141.70
151.64,150.15,151.98,149.35
152.00,144.64,152.09,142.70
138.56,136.92,139.46,134.37
137.28,137.96,138.37,132.10
132.00,128.77,133.37,126.61
126.31,126.98,135.65,125.11
132.32,126.65,132.87,125.78
129.00,136.36,136.50,128.06
136.47,133.68,137.86,131.06
135.74,133.09,136.50,132.32
133.43,139.70,140.00,132.31
143.35,143.30,143.81,140.79
141.93,148.35,149.80,141.50
150.62,145.78,151.11,142.82
145.03,144.29,147.40,143.70
140.00,140.45,141.84,137.73
135.80,143.19,143.50,135.51
144.19,146.05,146.86,141.30
144.95,147.01,149.62,144.80
146.30,143.63,148.30,142.03
141.64,144.23,145.00,140.65
144.61,144.58,145.25,142.60
145.67,147.48,149.29,144.36
148.50,147.17,149.05,145.51
146.91,146.95,147.94,145.50
144.96,145.64,146.50,142.02
146.06,139.94,150.46,138.58
141.09,138.33,143.36,138.27
134.37,123.18,134.73,119.61
121.51,123.40,125.00,120.67
124.77,122.56,125.00,114.30
126.68,127.72,130.77,126.11
127.11,121.42,128.50,120.73
124.23,110.29,124.39,106.37
102.87,106.91,114.87,100.95
104.71,105.16,109.22,104.40
103.70,110.09,110.22,102.00
108.99,111.17,111.24,103.86
113.51,120.89,120.92,113.01
123.24,119.21,123.53,115.54
120.86,124.54,127.54,119.48
123.88,129.47,129.75,122.25
130.20,130.83,134.85,129.51
130.70,132.97,133.30,127.85
138.52,137.60,138.53,135.00
136.29,135.61,138.38,134.22
133.98,132.37,133.98,126.56
130.82,126.23,133.98,125.35
122.38,123.87,125.82,121.66
126.16,122.16,126.29,119.58
123.66,132.02,132.85,123.50
132.18,127.98,132.18,126.20
130.70,130.80,131.98,125.58
137.17,138.39,140.00,133.80
145.00,144.62,147.68,142.64
140.74,140.18,143.91,138.79
133.37,135.05,136.99,132.80
139.80,140.55,141.88,139.33
142.82,143.50,144.94,140.00
142.94,143.18,143.60,138.95
142.66,140.78,143.89,139.60
141.60,141.94,142.72,138.60
139.50,136.17,140.25,135.73
138.18,135.68,138.64,133.60
137.39,137.76,138.22,135.00
137.00,138.88,140.20,136.50
138.02,140.74,141.35,137.64
139.80,138.10,140.40,137.74
137.79,131.10,137.99,128.93
131.96,126.93,131.96,126.05
123.36,124.17,124.82,118.00
123.48,124.28,127.05,121.88
122.64,119.55,123.39,119.03
118.60,119.91,121.36,118.44
125.45,126.81,127.68,123.61
127.40,124.92,127.50,124.67
131.31,130.99,131.65,129.10
130.15,134.83,135.99,130.10
136.49,134.09,136.63,133.64
136.44,134.63,137.21,133.80
134.22,131.25,135.48,130.03
130.53,129.33,131.50,127.26
128.37,126.63,130.38,126.37
126.71,130.52,131.00,125.56
128.54,127.65,128.80,125.25
127.89,122.22,128.38,121.66
120.03,117.97,120.20,115.82
119.11,114.34,119.29,110.69
114.48,114.52,116.17,110.90
113.93,111.45,114.99,111.07
114.00,118.40,118.78,112.21
117.39,112.97,117.39,111.00
113.14,115.56,116.75,112.75
116.64,117.81,118.70,116.00
117.08,116.25,117.93,115.83
116.03,116.50,117.66,115.02
116.02,114.72,116.38,113.17
114.08,116.47,116.80,113.82
120.00,124.29,125.14,120.00
122.75,121.99,123.60,121.15
121.10,123.27,124.00,120.68
123.72,120.29,124.11,120.00
122.97,120.12,122.97,117.17
124.21,126.88,127.30,124.00
126.47,128.19,128.59,125.53
129.00,128.30,130.25,127.67
127.02,127.41,128.91,126.50
131.30,128.85,131.50,128.60
128.83,126.07,129.73,125.31
127.46,123.62,127.53,123.00
122.95,122.80,124.54,121.50
123.34,123.93,126.80,123.34
123.20,121.75,123.40,121.00
122.51,125.03,125.52,121.07
124.29,123.90,127.21,122.83
124.20,131.36,131.90,124.11
130.93,130.73,132.25,128.12
129.01,127.52,130.66,125.81
129.81,127.73,129.90,126.06
128.00,130.79,131.23,127.11
132.52,134.53,135.68,132.12
130.81,131.37,132.78,129.72
131.02,129.49,132.23,128.94
130.76,130.89,132.26,129.29
131.65,135.44,135.83,131.00
134.28,136.59,138.00,133.49
138.80,140.00,140.09,137.13
141.72,140.86,142.22,139.68
142.09,138.32,142.36,137.38
139.61,141.83,142.49,137.55
140.92,136.90,140.92,134.68
136.93,130.64,137.95,129.02
130.86,133.71,134.90,130.75
134.53,132.85,134.99,131.70
133.77,134.89,135.60,133.62
133.79,134.54,135.80,133.70
135.00,138.29,138.40,134.61
139.00,136.70,139.59,136.19
137.98,138.87,139.84,136.20
139.70,141.43,141.48,139.07
140.05,136.66,140.84,135.90
133.70,133.27,134.45,131.40
135.29,134.94,135.76,133.51
137.14,137.19,138.10,136.28
138.32,138.53,139.99,138.07
138.37,137.80,140.08,136.15
138.84,140.18,140.22,137.60
139.33,136.51,140.84,135.09
137.20,136.34,137.33,135.31
136.32,136.09,138.45,134.50
135.99,137.94,139.20,134.82
136.35,137.35,137.90,134.25
137.60,140.61,142.85,137.60
139.13,143.72,144.96,139.00
144.24,144.32,145.00,141.86
145.62,150.80,150.97,145.56
150.27,150.02,154.15,148.50
150.78,148.09,150.80,146.00
145.11,146.41,147.50,143.86
147.89,145.77,148.10,144.16
144.63,146.70,148.57,144.10
147.98,147.06,148.33,146.57
145.54,144.69,146.64,143.51
144.06,148.25,148.50,144.00
146.25,148.80,149.56,145.40
150.06,144.42,151.86,143.70
147.00,146.16,148.00,145.10
147.35,151.32,151.84,145.80
150.48,151.38,152.84,148.92
152.50,147.66,152.85,146.14
147.58,147.49,149.48,146.50
148.05,147.92,148.75,145.65
147.96,144.74,149.42,144.36
146.41,144.91,146.65,144.50
141.35,139.66,141.97,135.69
139.30,135.83,139.91,135.75
130.00,134.82,136.18,128.94
133.93,133.21,136.20,131.62
134.63,134.44,135.13,133.39
133.05,132.70,133.10,131.66
132.65,133.48,135.74,132.65
133.26,134.10,135.30,133.01
134.27,133.11,134.50,131.89
132.01,130.02,133.00,130.00
129.01,127.97,129.31,127.03
127.01,127.31,129.17,123.60
125.00,123.70,126.11,123.55
125.12,123.66,125.52,122.38
121.51,122.23,124.44,121.01
121.23,121.83,124.58,120.95
122.92,123.87,125.39,121.83
124.34,122.26,125.21,121.84
122.82,117.40,123.39,117.04
118.35,115.37,121.09,115.35
115.03,121.75,122.10,115.03
122.10,119.34,122.40,118.17
118.08,122.29,122.46,117.60
121.85,118.26,122.22,117.27
118.10,117.59,119.17,116.75
119.64,121.59,122.85,119.30
119.71,118.16,120.16,117.00
118.26,117.77,118.90,116.13
115.00,113.35,115.89,112.93
113.34,115.68,115.90,112.50
115.62,117.28,117.92,115.36
118.99,119.12,120.72,118.62
122.33,122.46,124.80,122.10
121.00,121.31,121.59,118.30
123.95,120.80,123.95,120.41
121.43,117.94,121.68,116.93
117.28,116.72,119.55,116.27
117.54,117.64,118.79,116.37
117.97,119.38,120.03,117.68
118.17,121.37,122.00,117.88
122.03,121.72,122.11,120.50
121.80,117.38,121.81,116.76
117.32,113.08,117.69,113.00
114.25,114.61,114.80,113.05
112.89,111.02,113.32,110.00
112.37,110.59,112.71,110.00
111.50,111.40,112.49,110.70
110.31,108.62,110.60,107.50
111.54,114.98,115.00,110.53
115.07,112.69,115.44,111.31
112.64,114.72,114.95,112.34
114.10,117.21,117.85,114.03
116.57,115.91,116.82,115.07
115.84,113.17,116.30,112.86
114.06,109.30,114.38,108.50
109.70,108.92,110.45,108.06
108.00,108.21,109.90,106.80
108.71,109.71,109.88,107.60
108.90,107.35,109.19,107.00
105.76,104.98,105.93,99.71
104.08,107.45,108.50,104.04
108.83,110.74,111.00,107.28
111.75,110.23,111.90,108.12
107.55,107.10,108.90,104.91
113.92,114.95,120.12,113.83
115.70,114.41,116.62,113.21
116.44,118.62,119.30,116.00
119.90,123.70,124.20,118.54
123.31,121.29,123.70,119.37
121.23,120.52,123.76,119.71
122.05,123.24,123.68,120.98
121.67,122.03,125.68,121.24
124.25,124.84,125.00,123.00
126.18,128.94,131.10,125.70
129.91,130.32,132.08,129.20
129.69,131.27,131.78,128.92
131.00,130.94,132.00,129.78
130.08,131.06,131.35,129.79
131.07,130.79,131.85,128.76
131.55,130.46,132.40,129.87
130.01,130.10,131.34,129.55
130.99,133.66,134.38,130.00
134.71,133.98,134.71,132.19
133.91,130.91,133.96,130.12
130.00,123.40,130.00,123.20
121.00,122.80,124.04,119.26
122.07,115.09,122.70,110.13
114.36,115.72,116.50,112.68
116.00,116.90,117.35,115.25
118.26,120.62,121.19,117.23
118.00,113.10,118.77,113.06
113.53,112.01,114.33,111.58
113.67,111.44,113.70,110.27
112.36,114.51,115.44,111.54
113.61,111.94,114.64,111.62
113.50,112.74,113.54,108.88
114.00,109.59,114.45,109.40
109.10,109.16,110.72,106.87
109.92,109.81,110.01,107.50
110.00,107.09,110.04,106.60
108.39,109.83,110.91,107.56
112.26,115.62,116.29,111.85
116.44,113.31,116.44,112.66
112.98,111.99,113.00,110.90
112.82,114.14,114.85,111.02
112.28,111.27,112.94,110.84
112.07,111.12,112.51,110.06
110.24,113.18,113.71,110.15
113.50,112.52,115.79,112.05
111.13,112.19,113.88,110.80
113.21,114.60,114.75,112.81
114.32,116.89,117.20,113.80
114.47,112.77,115.30,111.81
112.00,112.34,113.10,110.88
112.42,112.07,112.94,111.24
112.39,113.20,113.62,111.62
113.74,114.20,116.80,113.53
113.08,114.29,115.25,112.78
110.66,106.49,110.95,105.94
106.62,108.13,109.23,106.50
109.52,109.04,111.00,107.80
109.50,111.22,111.68,108.20
111.81,113.82,113.98,111.01
113.29,113.41,114.80,112.25
113.84,114.85,115.27,112.35
115.00,113.18,116.27,111.20
113.12,112.38,113.90,111.56
112.81,113.71,115.22,112.41
112.70,114.99,115.17,112.12
115.83,113.99,115.88,113.32
113.66,114.01,115.64,113.50
114.57,113.84,114.75,112.00
106.81,106.73,110.50,106.29
107.36,106.70,108.08,105.36
107.13,105.09,107.90,104.85
105.00,103.80,106.41,102.55
104.81,105.94,106.09,104.50
104.21,104.51,105.30,103.26
104.74,103.70,105.50,103.61
103.28,103.73,105.36,103.01
104.21,104.60,105.32,103.80
103.54,98.60,103.62,98.26
98.60,93.57,98.65,91.88
94.51,93.83,95.78,93.30
94.10,92.68,94.29,91.81
94.37,92.42,94.80,91.84
92.43,94.05,95.40,92.42
94.77,93.24,95.00,90.55
94.82,96.22,97.41,94.00
96.76,95.45,96.76,94.35
95.32,94.52,95.58,94.45
94.24,95.81,96.34,93.39
96.69,99.00,99.40,95.14
98.75,96.31,99.31,95.28
96.93,95.90,97.80,95.81
95.50,90.24,95.81,89.16
90.26,88.12,91.68,87.96
88.51,89.02,89.50,85.96
89.22,89.36,90.29,87.85
89.29,91.75,92.14,88.80
92.90,94.10,94.50,92.52
94.50,96.09,96.96,94.25
95.77,95.25,97.60,94.63
96.24,97.40,97.94,96.11
98.00,96.26,98.86,94.75
97.29,98.55,98.64,96.71
97.53,100.58,101.80,97.21
100.73,99.84,100.95,98.13
97.35,98.70,99.30,97.01
97.85,96.77,98.46,96.10
96.49,101.45,102.50,96.49
102.12,99.43,102.15,98.19
98.43,99.00,100.73,97.71
99.23,100.29,101.05,97.50
103.33,104.12,104.75,102.51
104.00,104.98,106.90,103.82
104.66,104.65,104.86,102.52
102.04,102.29,102.57,99.32
102.00,101.09,102.76,100.60
101.81,104.34,104.73,101.51
105.46,110.56,111.50,105.40
109.90,112.97,114.43,109.65
114.09,112.64,114.88,111.52
111.71,111.66,112.34,109.22
111.11,109.93,111.89,109.71
110.98,108.43,111.50,108.23
109.78,109.84,111.29,108.84
109.61,108.91,110.00,106.50
110.03,108.30,111.25,108.11
108.91,107.92,110.57,107.16
108.08,108.01,109.53,107.50
108.47,111.39,111.82,108.22
112.00,109.45,113.56,108.25
110.12,108.98,110.12,107.50
108.21,108.30,109.46,107.79
108.86,108.61,109.03,107.31
108.53,107.20,108.70,106.58
99.00,96.37,99.65,95.30
96.76,98.37,98.95,96.22
98.25,96.27,98.65,95.91
96.82,96.86,97.39,95.61
96.67,96.37,96.99,95.47
96.52,95.53,96.91,95.31
95.43,95.91,96.70,94.38
95.02,95.18,96.67,95.02
95.39,94.32,95.43,94.01
92.85,92.18,93.64,91.74
91.88,88.45,92.20,88.10
88.25,88.77,90.80,87.87
89.92,89.18,89.96,87.54
89.45,88.01,89.98,88.00
88.26,89.73,90.45,88.19
90.28,89.35,90.28,88.84
89.85,90.76,91.60,89.38
90.00,92.56,93.21,89.96
91.81,90.26,92.32,88.84
90.68,91.37,92.09,89.71
90.79,89.93,91.32,89.50
90.26,90.42,90.76,89.51
91.00,89.22,91.14,89.18
89.25,89.43,90.00,88.17
88.93,87.75,89.19,87.33
87.75,87.65,88.16,86.51
88.27,86.33,88.69,86.09
86.16,85.08,86.40,84.88
84.09,85.17,86.39,83.30
85.33,84.24,85.66,83.35
85.04,86.10,86.85,83.99
86.10,85.92,86.85,85.26
86.13,86.49,86.80,85.17
87.05,85.33,87.05,84.69
85.74,86.07,86.39,84.95
85.55,88.13,88.39,85.42
87.41,87.70,88.22,85.96
87.82,87.05,87.89,86.60
87.28,88.12,88.95,87.03
88.37,85.96,89.00,85.80
86.13,85.16,86.15,84.92
84.10,83.59,84.38,82.98
83.27,84.07,84.28,83.27
84.17,84.87,85.35,83.71
88.00,90.07,91.10,86.73
90.01,88.76,90.30,88.57
88.73,90.62,91.49,88.61
89.33,88.57,91.23,88.33
89.20,90.29,90.95,89.05
89.25,88.61,90.55,88.38
88.83,86.47,88.87,85.77
86.59,86.43,87.35,86.04
86.79,85.66,87.00,85.17
85.32,87.85,88.65,84.22
87.85,88.09,89.55,87.11
89.28,92.34,92.74,89.00
84.09,85.02,86.36,83.89
86.40,85.49,88.07,85.14
85.77,85.85,86.50,85.25
85.85,84.86,85.85,84.66
85.12,85.00,85.78,84.48
85.95,84.51,86.13,84.45
84.91,87.65,87.89,84.86
88.58,89.30,89.88,87.60
89.50,92.91,93.40,89.18
92.75,94.25,95.23,91.35
94.84,95.45,95.56,93.67
95.50,93.14,95.50,92.84
92.81,92.84,93.00,90.16
92.11,93.55,95.15,92.10
93.49,92.69,94.21,92.52
93.60,94.72,95.17,92.52
94.72,100.49,100.68,94.68
100.30,99.03,100.40,97.83
98.80,95.14,100.49,93.80
92.81,93.89,95.44,92.30
93.75,96.45,97.27,93.75
97.88,97.28,98.50,96.55
96.94,96.55,97.50,95.58
96.18,97.77,98.24,95.73
97.50,96.64,98.32,96.60
96.67,96.35,97.38,95.50
96.18,96.06,97.20,95.67
95.98,94.95,96.12,94.23
94.86,98.89,99.22,94.46
99.57,102.67,103.61,99.30
102.48,102.99,103.58,100.26
100.91,99.43,101.76,99.03
100.08,97.51,100.29,96.50
97.52,99.66,99.77,96.70
99.41,98.00,100.04,97.07
98.90,96.76,99.00,96.15
96.25,96.30,97.33,96.01
95.60,94.55,95.97,94.18
93.99,93.23,94.50,92.84
