CSGP,CoStar Group,NASDAQ
55.15,55.19,55.40,54.60
55.27,55.55,55.84,54.96
55.71,56.03,56.31,55.71
56.43,55.45,56.46,55.36
55.30,56.00,56.10,55.00
56.00,56.97,57.06,55.55
57.00,57.44,57.60,56.98
57.29,57.75,58.00,57.03
57.72,57.56,57.84,57.32
58.08,58.29,58.61,57.82
58.69,58.58,58.72,57.50
58.59,58.88,59.22,58.17
58.81,58.83,59.20,58.35
59.01,58.66,59.29,57.89
58.29,59.18,59.36,58.02
59.36,59.25,59.85,59.19
59.81,58.82,59.81,58.62
58.34,58.30,58.95,57.95
58.36,59.75,59.97,58.13
59.60,60.02,60.07,59.21
60.10,58.26,60.10,58.22
57.89,57.33,57.98,57.18
57.50,56.76,58.09,56.66
57.13,57.19,57.45,56.34
56.85,57.36,57.50,56.43
57.57,58.25,58.96,57.52
58.17,57.84,58.17,57.46
57.87,56.30,57.87,56.29
56.40,56.28,56.60,55.51
56.50,58.06,58.22,56.07
57.87,58.12,58.85,57.80
57.23,58.31,58.78,57.14
58.17,57.94,58.39,57.56
57.90,58.40,58.88,57.90
58.22,58.67,58.74,57.79
58.53,57.58,58.86,57.50
57.30,58.03,58.18,57.30
57.88,59.06,59.06,57.88
58.99,59.22,59.78,58.86
59.22,59.16,59.60,59.00
59.41,61.01,61.34,59.00
60.97,61.29,61.31,60.40
61.33,61.06,61.41,60.54
60.41,59.83,60.96,59.66
59.84,58.58,59.84,58.48
57.00,56.51,57.27,54.57
56.46,57.23,57.33,56.29
57.62,56.67,57.76,56.30
57.01,55.86,57.50,55.50
56.03,56.31,56.83,55.69
56.81,57.63,57.98,56.44
57.77,57.16,57.82,56.58
57.31,56.72,57.44,55.90
55.94,57.24,57.90,55.94
57.01,57.19,57.88,56.88
56.43,55.85,56.43,55.63
55.74,56.21,56.49,55.42
55.62,56.21,56.52,55.62
55.41,56.69,57.30,55.41
56.50,55.96,57.91,55.65
56.92,55.58,56.92,55.53
56.02,57.48,57.68,56.00
57.87,59.38,59.84,57.87
59.60,59.14,59.77,58.84
59.08,59.13,59.24,58.49
60.00,58.98,60.00,58.64
59.33,60.35,60.72,58.61
60.40,60.11,61.00,59.70
59.95,61.82,62.31,59.91
61.87,62.89,62.91,61.41
62.49,62.68,63.25,62.47
63.00,63.01,63.46,62.82
63.42,63.38,64.06,63.05
63.39,62.63,63.39,62.46
63.05,62.93,63.94,62.35
63.07,62.37,63.47,62.20
62.87,61.19,62.87,60.91
61.10,61.07,61.42,60.93
60.66,60.57,60.91,60.23
61.03,60.25,61.19,59.97
59.71,60.69,60.83,59.61
60.44,61.60,61.72,60.26
60.77,60.34,60.77,60.14
60.61,59.96,60.77,59.58
60.71,61.00,61.28,60.58
61.57,60.83,61.57,60.43
60.56,60.00,60.76,59.29
60.25,60.25,60.70,59.57
60.20,61.38,61.45,59.63
61.00,65.05,66.09,59.63
65.05,68.01,68.20,63.50
68.01,67.90,69.18,67.72
67.64,67.95,68.26,66.80
68.07,68.40,69.07,67.88
67.88,68.30,68.94,66.98
68.50,68.67,69.09,68.05
68.63,69.48,69.56,68.08
69.93,70.75,71.25,69.38
70.64,70.70,70.76,69.58
70.20,72.84,72.85,69.73
73.01,71.75,73.43,71.28
71.19,70.00,71.35,69.98
69.95,68.87,69.96,68.56
69.00,68.58,69.13,68.27
69.00,68.52,69.24,68.14
68.14,67.73,68.58,67.54
66.47,64.60,66.47,64.50
64.85,63.62,64.96,63.49
63.03,61.53,63.38,60.81
59.85,62.75,62.86,59.71
62.20,63.16,64.10,62.20
63.59,63.10,64.25,61.64
63.00,61.02,63.04,61.02
60.94,60.23,61.57,60.00
59.31,59.30,59.55,58.35
59.14,58.66,60.15,58.56
59.35,58.59,59.72,58.32
58.32,58.50,58.99,57.83
58.79,59.14,59.30,58.17
58.69,57.33,59.32,57.10
57.78,57.12,58.58,56.92
57.83,58.68,58.90,57.83
57.95,57.22,58.42,57.10
57.30,58.18,58.50,56.36
58.53,57.86,58.53,57.12
57.50,57.48,58.09,57.14
57.83,58.00,58.40,57.65
57.65,57.40,58.16,57.37
56.88,57.16,57.52,55.80
57.10,55.86,57.53,55.61
55.89,57.06,57.44,55.26
57.17,57.75,58.00,56.84
57.98,58.09,58.27,57.25
58.19,59.28,60.30,57.10
59.38,59.25,59.38,58.24
59.35,59.50,59.92,59.15
59.52,59.20,59.85,57.99
59.79,59.24,59.79,59.15
58.21,58.83,58.92,58.21
58.08,57.82,58.65,57.44
57.61,58.18,58.45,57.44
58.44,58.58,58.74,58.12
58.58,57.05,58.58,56.97
57.15,56.65,57.67,56.12
56.49,55.60,56.49,55.19
55.92,57.21,57.31,55.55
57.37,56.92,57.44,56.21
57.31,57.89,58.16,56.67
58.00,58.11,58.36,57.42
57.55,57.77,58.12,57.46
57.88,58.02,58.22,57.14
57.88,57.00,58.56,56.60
57.40,58.66,59.48,57.40
58.18,58.76,59.45,58.10
59.36,59.04,60.39,58.50
58.74,57.36,57.53,56.13
57.39,57.34,58.03,56.13
56.43,55.63,56.78,55.59
56.28,55.96,57.39,54.64
54.03,51.86,55.84,51.86
53.02,50.28,54.30,48.59
49.24,46.95,49.26,46.89
47.19,48.21,48.67,47.00
48.61,49.31,49.51,47.45
49.65,51.32,51.32,49.48
50.87,51.58,52.09,50.27
51.91,51.26,51.95,50.90
49.73,47.42,49.73,47.02
46.71,47.65,48.67,46.68
48.87,46.70,49.43,46.41
46.70,48.90,48.95,46.68
48.94,49.21,49.77,47.81
49.62,47.41,49.62,47.23
47.02,48.30,48.49,46.98
49.00,50.09,50.40,48.06
49.68,50.13,50.50,48.36
50.54,51.18,51.23,49.49
51.08,50.61,52.07,50.26
49.73,48.36,49.84,48.31
47.91,48.73,48.86,47.32
49.51,51.44,51.61,48.64
51.05,50.74,51.74,50.22
50.21,49.19,50.33,48.05
48.33,49.99,50.05,48.33
50.08,50.98,51.34,50.01
51.34,52.10,52.81,50.04
53.10,53.56,53.76,52.26
54.03,54.18,54.50,53.42
53.17,54.04,54.13,52.86
54.26,54.06,55.82,53.81
53.96,51.98,54.58,51.87
50.39,50.54,51.59,49.37
50.51,50.96,51.14,49.72
51.37,51.53,51.54,49.56
52.55,54.01,55.08,52.42
53.90,51.40,53.99,51.39
52.58,52.20,53.49,50.47
51.41,51.97,52.61,51.20
51.53,49.22,52.45,49.21
48.88,52.18,52.22,48.71
52.20,52.18,53.62,51.55
52.20,52.04,52.37,51.46
52.29,51.42,53.05,50.63
52.41,52.56,52.84,51.74
52.08,53.29,53.66,51.20
53.66,54.32,54.73,53.26
54.05,54.39,54.82,53.30
54.91,55.67,55.89,54.29
55.18,53.76,55.23,53.49
53.98,55.90,56.20,53.39
55.83,54.71,56.54,54.35
54.85,54.61,54.85,53.05
55.29,55.99,56.12,54.98
56.02,57.85,58.00,56.02
57.34,56.29,57.63,56.16
57.55,58.03,58.43,55.56
60.27,63.89,64.30,58.48
63.92,62.42,64.41,62.14
61.55,61.53,62.60,60.90
59.55,59.54,61.26,58.30
60.31,61.98,62.22,60.18
62.63,63.95,64.09,61.23
63.26,63.54,63.91,61.82
63.59,64.00,64.25,62.63
64.36,64.56,64.85,62.80
63.04,61.54,63.33,61.45
62.59,61.48,62.73,60.96
62.23,62.33,63.40,61.92
62.16,63.00,63.42,61.72
62.67,64.23,64.49,62.17
63.43,62.96,64.58,62.67
62.81,62.71,63.55,62.22
62.36,62.68,63.15,61.86
61.49,60.03,61.92,59.99
60.07,59.32,60.61,59.22
58.57,58.59,59.16,57.52
58.17,58.09,59.16,58.08
60.08,63.47,63.47,58.56
63.48,63.62,64.38,63.07
66.03,66.54,66.64,65.51
66.17,66.58,68.00,65.85
67.48,66.57,67.84,66.34
67.53,67.08,67.91,66.57
67.30,66.49,67.30,65.72
65.89,66.02,66.19,65.12
65.54,64.47,66.87,64.33
64.46,66.86,67.27,64.46
65.85,65.19,66.44,64.76
65.64,64.72,66.37,64.20
63.97,62.58,64.59,62.50
63.57,63.83,63.88,63.25
64.53,64.67,65.12,63.95
65.22,65.35,65.52,63.84
66.76,68.39,68.62,65.52
68.49,66.51,68.49,65.26
66.84,66.52,68.46,65.78
66.54,67.04,67.75,66.43
66.66,66.75,67.12,66.36
66.62,65.75,66.62,65.51
65.99,66.89,67.53,65.88
66.85,66.73,67.31,66.36
68.24,65.88,68.32,65.43
65.28,63.90,66.02,63.59
63.50,63.15,64.54,62.45
62.97,62.38,63.30,62.11
62.78,61.37,62.78,61.17
62.19,62.00,62.43,61.91
61.67,61.89,62.09,61.46
61.86,61.98,62.31,61.30
61.45,61.57,62.28,61.12
62.17,61.35,62.91,60.86
61.34,62.18,62.45,60.70
62.21,61.55,63.12,61.49
61.09,60.60,61.39,60.45
60.52,60.30,60.84,59.93
60.24,60.13,60.34,59.92
60.06,59.99,60.28,59.36
60.48,60.20,60.48,59.65
59.91,60.34,60.70,59.52
59.97,60.04,60.50,59.78
60.22,56.67,60.39,56.66
56.88,56.87,57.65,56.13
57.00,57.07,57.69,56.37
58.10,59.22,59.57,57.97
58.96,57.95,58.96,57.89
57.98,58.17,58.62,57.73
58.16,57.77,58.16,57.36
57.95,58.05,58.29,57.23
57.68,57.68,57.98,57.41
58.10,58.76,58.76,57.27
58.49,58.80,58.80,57.88
58.95,58.49,58.95,58.01
58.46,60.37,60.39,57.88
60.50,59.45,60.50,59.31
59.37,58.95,59.85,58.54
58.57,58.20,59.28,56.49
60.40,60.37,61.00,59.90
60.32,60.74,60.97,59.72
60.55,60.50,60.65,59.23
60.52,60.76,60.84,60.02
61.05,59.98,61.46,59.98
60.05,60.85,60.88,59.74
60.69,58.92,60.69,58.26
58.56,58.94,59.37,58.31
58.16,58.92,59.09,57.89
58.95,60.18,61.36,58.48
60.36,61.41,61.75,59.96
61.21,62.52,63.20,61.21
62.74,63.12,63.23,62.44
63.60,65.35,65.35,63.60
65.03,65.50,65.64,64.70
65.45,66.67,66.73,65.03
66.83,67.07,67.40,65.37
66.75,67.30,67.81,66.40
66.68,66.60,66.96,64.45
66.65,67.27,67.36,66.46
66.50,67.27,67.40,66.50
67.47,68.36,68.43,66.98
68.90,69.54,69.63,67.73
69.38,69.08,69.74,69.00
69.05,69.79,70.12,68.65
69.16,69.86,70.15,68.62
70.57,69.05,70.57,68.89
68.74,69.54,69.68,68.38
69.17,68.86,70.94,68.47
68.03,69.48,69.71,67.99
68.94,68.95,69.41,68.65
67.64,68.49,68.91,67.32
68.35,67.26,68.88,67.14
67.94,67.85,68.33,67.03
67.81,68.16,69.08,67.81
68.00,67.70,68.33,67.39
67.70,67.89,68.37,67.20
68.46,68.79,69.37,68.00
69.56,72.12,73.24,69.21
72.06,70.76,72.14,70.62
71.82,71.00,71.82,70.63
69.88,70.60,71.03,69.28
70.47,70.08,71.30,69.60
70.98,71.80,72.08,70.76
71.94,72.81,73.41,71.53
70.41,73.17,73.42,70.41
73.65,72.89,73.65,72.73
72.87,72.72,73.01,72.19
71.96,71.50,72.46,71.33
71.65,70.51,71.98,69.78
70.20,70.51,70.98,69.96
70.47,70.50,70.60,69.10
68.84,69.31,69.53,68.14
68.38,68.42,69.50,68.29
68.92,70.05,70.06,68.57
69.42,70.05,70.65,69.42
69.62,69.81,70.23,68.87
69.60,70.46,70.65,68.81
70.60,70.75,71.03,70.51
70.63,70.08,70.89,69.45
69.91,69.17,70.48,68.88
69.44,70.78,70.86,68.44
70.81,71.29,71.52,70.35
70.42,72.06,72.41,69.65
71.98,72.96,73.19,71.63
72.69,72.67,73.07,72.35
73.23,73.68,73.85,72.43
73.23,73.73,74.16,73.00
73.74,73.89,74.24,72.85
72.64,72.03,72.89,71.60
72.46,72.24,73.17,71.65
72.14,73.45,73.74,72.01
73.69,76.19,76.72,73.69
77.39,76.18,78.12,76.02
76.09,77.25,77.70,75.85
78.38,77.54,78.38,77.34
78.05,78.15,78.41,77.41
78.23,76.93,78.23,76.80
77.10,77.94,78.05,76.73
77.55,78.37,79.33,77.55
78.01,79.06,79.25,77.74
79.42,79.74,79.97,78.86
79.53,77.77,79.53,77.03
77.86,77.16,78.16,76.60
77.36,77.50,77.63,77.02
77.00,77.16,77.37,76.15
77.29,78.96,79.30,77.05
79.00,79.99,80.30,79.00
79.19,79.50,79.67,79.18
80.52,81.20,83.13,80.52
81.39,83.71,83.74,79.74
83.54,85.40,85.52,83.11
85.40,84.63,85.52,84.25
82.63,80.88,82.63,79.97
80.60,81.17,82.14,80.07
81.69,80.59,81.69,80.35
80.69,80.08,81.06,79.42
79.51,79.00,79.84,78.68
79.00,79.76,80.12,78.29
79.47,79.50,80.20,79.17
80.23,80.10,80.31,79.05
80.06,80.09,80.64,79.61
80.08,79.30,80.27,79.24
78.44,78.62,79.26,78.00
77.27,77.79,78.26,77.07
77.63,78.50,78.72,76.94
79.03,78.58,79.29,78.29
79.98,82.24,82.63,78.48
82.96,85.33,85.63,81.64
85.77,84.19,85.77,83.69
84.04,82.53,84.50,82.48
82.61,79.90,82.75,78.92
79.27,79.32,80.04,78.66
80.59,82.61,84.35,80.59
82.54,82.73,83.45,82.29
82.75,82.27,83.27,82.18
81.83,83.25,83.79,81.83
83.24,83.21,83.30,82.88
83.13,83.08,83.35,82.80
82.86,83.50,83.52,82.41
83.96,83.24,84.18,82.72
82.92,84.22,84.30,82.92
81.54,81.82,82.48,80.03
81.60,82.65,82.82,81.48
82.73,83.39,83.77,79.15
83.84,82.92,84.71,82.82
82.79,83.41,83.60,82.50
83.54,82.55,84.08,82.22
82.13,80.32,82.46,80.14
80.93,81.17,81.87,80.52
81.04,81.49,82.31,80.55
81.38,81.16,82.12,80.80
80.89,80.98,81.13,79.59
81.58,81.25,81.82,80.44
80.84,82.45,82.94,79.97
82.12,81.83,82.56,81.27
82.10,82.50,82.91,81.34
82.98,82.26,83.24,81.73
82.01,82.37,82.88,81.44
82.51,81.59,82.52,81.03
81.89,81.23,82.27,80.76
81.54,82.34,82.70,81.01
82.79,83.41,83.61,79.72
83.29,83.07,83.29,82.45
82.77,83.11,83.70,82.21
83.31,83.39,84.07,82.66
83.24,81.58,83.24,81.20
81.50,81.04,82.14,80.96
80.63,81.54,81.67,80.01
81.76,81.26,83.00,80.61
81.32,81.36,81.43,80.25
81.72,82.59,83.18,81.61
82.17,81.54,82.64,81.44
82.07,82.40,82.87,81.16
82.67,83.31,83.53,82.46
83.48,83.63,84.49,82.95
84.16,83.68,84.16,82.76
83.86,83.51,85.22,83.26
82.37,82.87,83.32,82.04
82.70,81.70,82.70,81.46
81.71,81.86,82.16,80.63
82.39,82.34,83.21,81.82
82.35,81.40,82.45,81.23
81.36,81.39,81.73,80.88
82.03,82.16,82.49,81.53
82.11,82.00,82.27,81.62
81.82,80.96,81.99,80.96
80.41,77.47,80.66,77.24
77.52,77.33,77.68,76.70
76.91,77.72,77.90,76.41
77.79,78.35,78.36,77.03
80.00,83.14,83.60,79.60
82.94,84.49,84.60,82.42
84.51,82.90,85.00,81.83
82.94,83.22,84.85,81.66
83.34,81.00,84.17,80.87
81.00,81.11,82.27,80.00
81.52,82.38,82.61,81.35
81.63,80.37,82.12,80.19
80.27,78.91,81.10,78.91
78.42,77.95,79.08,77.30
78.23,78.52,80.10,78.09
77.94,78.57,78.96,77.00
78.76,77.06,78.94,77.01
76.85,78.53,78.64,76.85
78.18,78.21,79.19,76.85
79.02,81.94,82.48,78.72
81.59,83.43,83.55,81.23
83.58,83.77,84.59,82.94
84.00,84.84,84.91,83.58
85.29,87.10,88.50,85.29
87.28,85.38,88.97,84.46
85.10,86.75,87.29,84.38
87.58,86.90,88.56,86.59
87.27,86.86,87.83,86.36
87.23,86.10,87.29,85.65
86.33,85.51,86.87,85.34
85.73,85.73,86.28,85.09
85.44,84.98,85.90,84.53
85.19,86.40,86.50,84.90
86.51,86.05,86.86,82.49
86.87,87.25,88.19,86.65
87.42,86.10,87.48,85.58
85.93,86.18,87.07,85.25
86.01,85.73,87.23,85.50
86.18,86.59,86.83,85.65
86.48,88.69,89.42,86.07
88.70,87.49,88.81,86.94
87.44,89.54,89.86,87.44
88.72,88.09,89.16,86.56
87.91,88.02,88.49,87.40
87.97,86.82,87.97,86.32
87.06,87.31,87.74,85.63
86.74,87.25,90.27,86.69
87.30,89.37,89.86,87.30
91.48,93.08,93.30,91.43
93.00,91.01,93.26,90.39
91.56,91.42,92.18,90.52
90.68,90.83,91.69,90.42
90.64,90.68,91.21,90.36
91.10,90.40,91.48,90.15
90.99,90.11,90.99,89.36
90.29,90.30,90.91,89.78
90.40,90.36,91.00,89.81
89.73,90.00,90.39,89.22
89.59,89.28,90.22,89.10
89.84,89.85,90.44,89.06
89.60,89.85,89.92,88.96
89.69,91.46,92.14,89.69
91.83,92.02,92.28,91.28
91.98,92.64,93.00,91.81
93.00,92.27,93.00,91.46
92.14,95.53,95.85,91.88
95.52,94.17,96.06,93.97
93.80,93.31,94.19,92.94
93.35,93.78,94.18,92.47
93.78,95.59,97.01,93.78
94.68,93.34,95.36,92.97
93.89,96.20,96.59,92.32
95.53,96.82,96.82,95.49
96.76,95.89,96.76,95.20
95.75,96.22,96.29,95.25
96.35,95.99,96.35,95.60
96.32,96.45,96.70,95.78
96.54,96.00,96.54,95.66
95.90,95.99,96.25,95.43
96.67,96.14,96.84,95.40
96.08,97.29,97.50,96.08
97.51,96.18,97.62,96.10
95.99,95.90,97.00,95.29
96.58,96.40,96.75,95.11
96.94,97.34,98.25,96.72
97.81,96.03,98.24,95.94
95.76,97.42,99.03,95.76
100.05,100.74,101.35,98.06
100.03,103.41,104.00,100.03
102.83,103.17,103.49,102.18
102.74,104.32,104.40,102.31
104.42,103.89,105.64,103.56
103.58,102.75,103.85,102.66
103.20,103.08,103.50,102.49
102.65,102.16,102.89,101.64
102.00,101.06,102.77,100.70
100.99,100.54,101.49,99.50
100.50,99.79,100.91,99.23
99.76,102.11,102.28,99.34
100.86,102.18,102.50,100.15
102.35,101.33,102.49,100.12
101.67,103.20,103.61,101.67
102.34,104.64,104.85,102.34
105.00,105.26,105.52,104.78
105.40,106.61,106.88,105.24
106.91,109.04,109.23,106.24
108.24,108.67,110.13,106.56
109.04,109.46,109.93,108.62
109.22,107.73,109.24,106.97
108.14,107.25,108.35,107.09
107.76,106.00,107.76,105.81
106.24,107.64,107.69,105.54
105.79,107.74,108.10,105.79
108.28,108.92,109.22,107.74
109.00,108.64,109.30,108.46
108.67,110.50,111.71,108.50
110.28,110.50,111.37,110.02
110.13,110.18,111.05,109.70
109.60,106.52,110.26,106.18
107.14,109.07,109.24,106.57
108.35,107.64,108.85,105.03
107.75,105.73,108.16,105.27
105.60,107.31,107.42,105.40
107.41,108.79,109.38,105.55
109.78,109.50,110.19,108.84
109.10,109.08,109.86,108.30
109.63,109.22,110.34,104.65
109.08,107.25,109.64,107.00
108.08,108.44,109.66,107.95
107.98,108.41,108.61,107.16
107.88,106.17,108.56,106.17
106.45,107.94,108.31,106.10
109.47,110.77,113.01,109.16
110.44,111.19,111.86,110.44
111.19,112.69,112.88,110.64
112.66,113.33,113.54,112.18
112.91,112.08,112.91,111.57
112.41,110.84,113.77,110.67
110.60,111.14,111.72,110.60
112.03,111.96,112.80,111.61
111.43,111.42,112.86,111.32
111.72,112.14,113.69,111.27
113.03,115.57,116.16,112.15
115.07,114.63,115.48,113.71
114.63,114.31,115.40,113.19
114.12,112.03,115.46,110.89
112.01,114.61,115.34,110.26
114.20,113.65,114.20,112.83
115.10,114.05,115.35,113.25
112.93,112.26,114.33,110.58
112.59,112.80,113.02,111.44
111.94,111.81,113.17,111.81
111.85,112.60,113.63,111.05
112.45,112.86,114.47,111.73
112.50,112.26,112.77,110.70
112.12,113.11,113.18,111.67
114.21,115.26,115.80,112.48
115.40,116.61,116.90,115.12
115.52,115.58,115.85,114.84
116.81,115.56,116.81,115.08
115.50,115.39,115.61,114.91
115.46,115.59,116.87,114.44
116.41,118.45,119.69,115.24
118.50,124.20,124.62,117.81
123.82,121.82,124.41,121.33
120.31,121.30,121.98,119.37
