CSGP,CoStar Group,NASDAQ
187.22,188.68,190.44,186.38
188.96,191.11,191.72,188.16
191.10,191.92,192.55,189.53
191.05,192.01,192.25,189.02
192.54,194.67,195.45,190.35
195.02,193.02,195.09,191.37
192.88,192.55,194.44,190.03
192.33,190.53,192.92,190.45
190.53,189.63,191.80,188.93
191.25,192.82,194.78,188.38
193.81,190.70,194.95,190.30
190.52,189.96,190.66,188.00
189.34,190.79,192.44,189.34
190.20,191.23,191.87,188.62
190.95,190.63,192.36,189.46
190.80,187.94,194.88,187.10
188.76,188.49,189.54,185.34
189.33,186.15,190.94,184.86
186.44,190.80,191.68,185.51
191.05,191.47,193.24,188.65
191.50,191.77,192.90,190.50
191.64,192.43,193.92,191.08
192.51,194.20,195.25,192.30
194.29,198.19,198.29,194.00
197.56,197.70,199.07,194.33
198.29,201.11,201.35,197.37
