CXO,Concho Resources Inc. Common Stock,NASDAQ
60.75,61.16,62.45,60.72
60.07,59.39,61.12,59.17
58.91,58.00,59.04,57.33
58.65,57.64,59.47,57.54
57.96,58.69,58.95,56.96
58.53,58.62,59.17,58.26
58.15,58.42,59.35,57.94
59.93,61.62,62.25,59.93
61.19,62.45,62.64,60.80
63.12,64.16,64.30,62.69
63.56,63.35,64.07,63.01
63.14,64.15,64.45,63.14
64.82,63.36,65.00,63.16
63.39,63.80,64.65,63.27
64.69,65.95,66.15,63.80
65.88,65.01,66.32,64.83
64.70,64.80,65.01,64.19
63.41,64.21,64.58,63.36
64.44,63.16,64.66,63.00
63.31,64.58,64.87,63.00
64.76,64.49,65.00,63.28
64.57,62.62,65.10,62.00
62.21,62.84,63.40,61.72
63.47,64.45,65.04,62.85
64.59,63.24,64.68,63.19
62.95,64.26,64.45,62.52
64.24,65.64,65.71,64.00
66.25,66.17,66.49,64.62
66.68,67.49,67.80,66.50
67.32,67.23,67.47,65.95
67.96,68.90,69.07,67.22
68.78,69.24,69.41,68.35
69.75,67.88,70.00,67.29
67.25,68.54,69.25,66.13
68.54,68.78,69.90,68.26
68.18,68.26,68.45,66.89
68.87,69.76,70.13,68.79
69.72,69.15,70.12,68.96
69.56,69.25,70.10,68.33
69.28,69.39,70.20,68.59
68.31,66.98,68.49,66.55
67.15,67.57,68.03,66.95
67.76,67.52,68.39,66.97
67.78,68.32,68.57,67.10
68.92,68.33,69.60,68.00
67.76,68.44,69.55,67.76
67.80,68.55,68.60,67.30
68.96,68.49,69.20,67.76
68.16,68.67,68.99,68.09
69.50,69.96,70.24,69.09
70.38,71.46,71.81,69.89
71.66,71.86,72.23,70.58
72.82,76.97,77.01,72.62
76.89,76.92,77.71,76.36
76.34,77.73,77.79,75.68
77.96,77.91,79.58,77.58
78.18,78.10,78.25,76.39
77.50,80.05,80.07,77.50
79.18,76.20,79.31,74.95
76.58,75.16,76.95,75.04
74.49,75.64,75.86,73.80
75.56,76.17,76.82,74.97
77.22,77.47,78.11,76.66
77.00,78.91,79.01,76.49
78.72,79.58,79.94,77.86
78.36,78.53,78.80,77.57
79.38,81.14,81.15,79.00
80.49,81.11,81.95,80.06
80.75,82.38,82.57,80.00
82.77,82.75,83.43,82.00
83.96,83.45,84.00,82.13
83.45,85.33,85.63,82.94
85.28,85.91,86.46,84.93
86.20,87.01,87.29,85.50
87.19,86.86,88.15,86.15
85.32,82.80,85.32,82.71
85.06,84.76,85.89,83.67
85.30,83.64,85.39,83.36
84.49,82.81,85.21,82.73
83.02,83.07,84.36,82.41
82.66,84.06,84.38,82.52
84.05,84.14,84.73,82.64
84.05,84.71,85.05,83.47
86.21,86.42,88.24,85.01
86.48,88.43,88.61,86.48
88.47,88.08,89.87,87.28
88.00,87.15,88.52,87.10
87.83,86.88,87.83,86.05
87.92,87.42,87.92,86.43
87.64,87.68,88.09,86.77
87.57,87.20,88.56,86.71
87.20,87.67,87.76,86.76
89.21,88.91,90.30,88.50
89.95,88.01,90.09,86.98
87.00,86.51,87.14,85.42
86.74,85.50,87.35,85.12
84.63,86.30,86.35,84.13
86.18,87.32,87.50,85.69
88.57,88.65,90.91,88.01
89.85,91.75,92.25,88.63
92.02,91.97,93.45,90.83
92.50,94.11,94.24,91.52
94.50,95.02,95.39,93.54
95.34,92.45,96.13,92.33
91.41,90.00,91.93,86.90
91.10,90.11,91.87,89.61
89.89,89.11,89.89,88.14
88.29,86.98,88.62,85.29
87.56,90.32,90.89,87.46
90.55,87.65,90.99,87.40
88.04,91.25,91.78,87.99
91.17,96.25,96.54,91.17
96.49,96.00,98.83,95.58
95.84,96.41,98.75,95.65
96.27,96.51,97.41,95.41
96.23,95.62,96.89,94.55
96.05,96.02,97.70,95.67
96.57,97.09,97.25,94.86
96.53,97.32,99.10,96.30
96.83,98.45,98.54,96.28
98.36,99.03,99.38,98.01
99.33,100.96,102.18,99.14
101.42,101.71,102.99,101.04
102.10,104.34,104.50,101.88
103.92,105.23,105.66,103.91
105.25,105.52,106.50,104.01
106.33,106.92,108.91,104.29
106.69,108.20,109.24,106.63
106.71,107.53,108.98,105.32
107.73,109.79,109.84,106.65
110.08,106.52,110.89,104.45
107.43,106.53,107.65,105.24
106.24,108.30,108.41,105.71
108.32,108.49,109.50,107.74
108.79,108.85,109.50,107.78
109.15,108.58,110.20,106.99
108.59,104.64,108.59,103.09
101.30,101.67,103.95,99.49
100.54,100.36,101.90,97.00
99.00,101.06,105.05,98.70
99.10,102.50,102.60,98.23
98.18,102.88,103.93,98.05
103.47,101.89,105.54,101.10
103.12,104.81,105.81,103.01
105.65,104.31,105.88,102.91
105.34,108.33,109.28,104.88
109.25,108.16,109.55,107.38
105.99,104.66,107.59,102.68
104.94,105.40,105.57,103.36
105.32,105.86,106.25,104.88
105.78,104.35,106.71,104.19
103.66,106.34,107.07,103.66
107.27,106.78,108.64,105.52
107.31,107.30,108.17,106.63
107.65,107.30,108.99,105.90
107.50,109.40,109.95,107.02
109.45,106.99,109.88,106.77
107.66,104.70,108.09,102.79
104.74,104.32,106.01,103.66
105.04,106.19,107.00,104.18
107.13,103.08,107.13,101.62
103.08,98.85,104.10,98.10
99.57,98.90,101.30,98.56
98.60,100.09,100.67,97.60
99.85,102.10,102.14,99.53
100.13,100.31,101.21,99.04
100.38,101.89,102.27,99.69
103.08,104.87,105.20,102.95
105.40,105.29,105.95,104.26
105.00,105.70,106.10,104.35
105.73,106.15,106.60,105.05
106.73,105.96,106.73,102.92
105.61,105.89,106.86,104.57
105.53,106.85,107.23,104.47
106.87,104.20,107.28,103.37
103.62,100.50,103.62,99.28
100.00,97.53,100.38,96.19
91.30,94.00,96.80,87.78
94.55,94.34,97.05,92.67
93.85,96.02,97.00,92.26
95.98,96.36,96.99,94.52
96.00,92.46,96.16,91.58
92.00,91.92,92.73,89.93
89.79,90.53,91.59,89.67
90.45,89.66,92.22,88.90
88.89,90.72,90.91,88.00
90.83,92.53,93.62,90.44
92.83,91.72,93.84,91.20
91.33,91.38,92.09,89.50
89.57,88.86,89.82,87.18
89.77,90.45,91.70,89.67
89.96,93.71,94.28,89.53
93.93,94.16,94.59,93.26
96.16,95.13,97.32,94.44
96.85,94.61,96.92,93.15
94.10,91.89,95.32,91.65
92.14,91.34,93.70,90.44
90.17,91.17,91.88,89.43
91.05,89.02,91.45,88.89
90.04,87.93,90.42,87.42
88.12,87.23,89.64,86.58
88.99,89.62,89.84,88.00
88.88,88.20,89.58,87.80
87.80,86.54,89.11,85.28
87.36,88.05,89.20,87.36
87.03,86.32,88.25,85.79
86.44,85.27,87.10,84.01
85.52,84.79,86.54,84.29
84.68,84.65,85.40,83.51
84.91,86.91,87.34,84.91
86.54,86.84,88.40,86.30
84.79,86.17,86.32,83.66
86.51,85.73,86.86,85.57
85.33,85.31,85.81,84.09
85.88,88.95,89.48,85.87
89.15,90.45,90.80,88.45
90.95,91.85,92.33,90.60
91.44,91.81,91.89,89.77
91.35,93.82,94.00,91.13
93.70,92.60,93.70,91.91
94.00,95.72,95.95,93.84
94.20,94.09,94.87,93.28
92.68,91.16,93.07,90.80
90.55,90.87,91.44,90.09
90.99,91.35,92.84,90.56
92.40,89.94,92.90,89.80
91.14,95.40,95.40,91.14
94.90,94.52,95.38,93.31
95.50,95.31,96.79,94.67
95.77,97.56,97.85,95.15
98.00,96.98,99.47,96.84
97.06,97.88,98.04,96.12
96.71,96.84,98.04,96.15
96.58,96.23,97.48,95.72
95.42,94.12,95.65,93.27
94.08,94.62,95.11,93.18
93.02,93.58,94.22,92.30
95.34,94.05,96.26,92.27
93.39,91.81,94.30,91.75
92.37,92.72,92.95,89.08
91.29,86.43,92.21,86.02
87.08,82.87,88.20,80.50
79.65,74.50,79.83,74.16
76.55,79.07,79.07,73.56
78.21,80.98,85.04,77.72
81.65,85.59,86.84,81.14
86.49,84.10,87.36,83.01
85.46,87.52,87.59,85.20
86.29,84.26,86.34,83.46
85.30,85.30,87.84,84.50
83.59,82.27,83.59,79.59
81.69,82.28,84.15,80.86
84.88,80.89,84.92,80.44
81.23,82.96,82.97,80.06
82.81,83.69,84.05,81.97
84.50,81.48,85.36,81.07
81.11,82.24,82.69,80.00
84.02,85.59,85.59,83.36
85.19,86.11,86.59,83.64
87.06,86.95,89.37,86.01
87.65,87.02,88.60,86.33
84.87,85.59,86.27,83.96
82.93,84.78,84.97,81.60
86.53,88.94,89.13,85.87
88.04,86.93,89.68,86.27
86.13,83.61,86.75,82.89
82.35,82.78,83.96,80.81
83.25,83.01,83.41,81.44
83.09,85.25,85.74,82.05
85.94,87.01,87.23,84.83
87.51,88.71,89.41,87.08
86.61,85.79,86.95,83.92
86.87,87.02,88.69,85.84
86.51,82.57,87.42,82.54
79.76,76.41,80.14,75.03
76.03,75.21,76.96,74.67
75.46,78.60,78.84,72.75
80.86,78.72,82.80,78.64
79.14,74.28,79.50,74.22
76.42,74.19,76.82,72.49
72.58,71.14,73.73,71.05
70.44,67.25,71.00,66.94
64.21,69.75,69.85,63.20
69.71,73.14,73.69,68.68
71.90,77.05,77.57,71.85
77.40,75.35,77.40,74.39
77.30,80.39,80.39,77.06
79.30,78.48,80.40,78.22
79.24,77.98,80.10,77.76
77.16,79.16,79.47,75.60
80.40,83.83,84.09,79.30
83.66,81.47,84.47,81.30
81.21,85.08,85.55,80.13
84.37,86.11,86.85,84.03
85.55,86.54,86.88,83.91
87.60,89.15,89.70,87.34
89.69,91.61,91.90,89.48
91.71,88.93,92.12,88.90
90.64,92.19,92.69,88.52
95.65,96.10,99.60,94.61
96.45,99.87,100.27,95.69
98.19,94.72,98.19,94.64
91.99,92.36,94.12,90.23
94.63,96.06,96.36,93.44
97.05,99.49,99.50,93.62
98.48,98.02,99.40,96.44
98.45,98.30,99.37,97.09
99.00,99.60,100.80,97.97
96.49,95.17,98.58,94.54
95.50,96.76,97.62,94.34
96.02,97.38,98.47,95.03
97.75,96.57,98.20,96.09
96.50,97.07,97.76,95.62
96.68,98.58,101.97,96.42
98.13,95.59,99.49,94.71
96.53,95.27,97.22,94.05
93.46,94.42,94.89,91.61
94.29,92.92,95.61,92.31
91.28,90.64,92.22,89.19
91.02,90.43,91.88,90.00
94.32,94.45,95.04,93.43
94.85,96.57,97.04,94.12
99.74,101.62,103.14,99.74
101.00,101.51,103.05,100.67
102.99,102.38,105.66,101.92
103.69,102.90,104.61,101.93
102.54,103.10,103.80,101.11
102.66,102.52,103.17,100.93
101.73,98.56,102.34,98.01
98.81,100.58,100.92,98.51
98.76,98.27,99.15,96.83
99.48,96.89,101.00,96.17
95.58,91.40,96.52,90.78
92.50,90.99,92.89,90.02
91.71,93.48,93.65,91.19
93.41,90.93,94.25,90.51
92.49,93.64,94.46,92.49
93.70,93.17,94.06,91.47
93.85,95.09,95.66,93.85
95.38,93.82,95.51,93.11
93.96,95.07,95.39,93.34
94.83,92.99,95.31,92.72
93.39,93.57,93.74,92.23
93.48,93.75,94.31,93.01
96.85,97.48,98.08,95.56
98.01,102.09,102.58,97.06
101.74,101.91,102.75,100.36
102.06,101.03,102.60,100.70
101.31,100.97,101.50,100.10
102.96,102.41,104.83,101.99
101.66,101.37,102.17,100.35
102.11,100.97,102.11,100.21
100.10,99.69,101.11,98.70
100.88,100.92,101.64,99.65
101.33,100.94,102.17,100.00
101.62,100.74,101.62,100.26
100.41,100.25,100.41,99.05
100.52,101.94,102.75,100.50
101.02,102.02,102.21,100.33
102.01,107.63,107.66,101.85
108.99,106.25,109.55,105.25
105.33,106.60,107.24,105.27
105.02,105.68,106.19,103.72
106.83,106.66,107.27,104.33
107.40,107.39,108.60,105.76
107.79,108.48,108.69,106.84
110.23,108.49,110.23,107.91
107.72,109.73,109.95,106.65
109.46,112.33,113.02,108.50
112.24,111.02,112.63,109.58
111.34,112.65,113.88,109.62
111.10,110.73,111.76,109.85
112.12,111.13,112.34,109.94
111.24,112.68,113.48,110.77
113.00,112.90,115.43,112.56
112.68,115.65,115.95,112.02
116.82,114.75,116.82,113.94
115.48,115.84,116.00,114.33
116.30,116.00,116.79,114.13
111.42,112.25,113.52,108.04
112.40,113.43,114.28,111.36
112.64,112.96,114.82,111.82
111.97,109.55,112.48,108.59
109.60,106.84,109.73,105.27
107.41,109.78,109.88,106.14
109.35,106.89,109.61,106.08
106.01,104.24,106.60,103.80
102.38,102.76,103.16,100.75
102.12,102.52,102.95,101.23
103.69,103.65,104.62,102.69
103.58,102.64,104.74,102.31
102.42,99.69,102.47,98.66
100.10,99.34,100.10,98.09
99.36,99.82,101.64,99.36
100.24,99.67,100.82,99.23
100.25,101.74,102.30,99.86
101.08,103.59,104.40,101.08
102.28,100.13,102.32,99.77
99.55,101.36,101.81,99.23
99.88,97.29,99.95,96.41
97.50,99.92,100.26,97.42
100.32,103.01,103.22,100.32
102.74,101.39,103.90,100.91
100.56,100.46,101.14,98.46
99.97,99.52,100.88,98.12
100.58,102.08,102.93,99.73
103.13,103.76,104.12,101.58
103.44,102.81,104.14,101.71
101.14,100.92,101.82,99.51
100.13,99.34,102.06,99.02
97.76,97.84,98.86,96.52
97.94,96.29,98.83,95.47
97.57,95.21,97.77,94.84
95.19,98.70,99.09,95.00
98.06,97.54,98.48,96.75
98.31,96.91,100.05,96.40
97.93,97.58,99.37,97.35
97.09,97.83,98.56,96.65
98.00,99.63,99.78,97.68
100.65,98.17,101.24,97.96
96.61,99.17,99.94,95.36
99.66,98.70,100.13,97.77
99.50,104.20,104.65,98.37
103.85,107.11,109.25,103.73
107.12,108.20,108.31,106.33
108.00,107.18,108.00,105.66
107.49,107.10,108.67,106.48
105.69,105.23,107.26,104.48
103.98,99.50,103.99,98.76
99.30,96.32,99.43,95.11
95.52,93.25,96.36,92.99
92.40,92.12,92.45,90.00
90.43,90.07,90.75,87.44
91.19,91.32,92.59,90.15
89.74,89.17,91.85,88.96
90.02,92.02,94.00,87.14
92.34,89.61,93.09,89.16
89.92,88.50,91.25,88.12
88.97,86.49,90.00,86.41
86.93,85.90,88.12,85.59
86.71,90.26,90.51,86.29
91.43,89.64,93.17,88.87
88.39,90.51,90.66,86.33
90.61,88.85,90.61,87.98
88.92,89.67,90.36,88.76
90.95,93.58,94.05,90.95
91.62,88.05,91.62,87.54
88.35,87.74,88.52,84.84
86.36,83.78,86.36,83.41
84.31,85.01,85.06,82.74
85.01,87.45,87.73,85.01
89.41,91.65,91.69,89.31
93.36,91.98,94.43,91.30
90.48,92.26,92.42,89.02
93.67,88.17,94.14,87.92
88.84,90.76,91.29,87.71
89.68,89.68,91.79,88.90
90.10,89.77,92.08,89.50
90.10,91.14,91.25,89.38
90.17,88.86,90.47,87.34
90.06,89.37,90.08,88.65
89.37,86.12,90.13,85.70
86.23,79.86,86.29,79.29
80.21,81.08,82.23,78.71
81.47,78.48,81.47,76.17
78.04,81.02,81.34,78.04
80.85,82.51,82.70,80.58
81.59,81.20,84.18,80.03
84.41,85.12,85.16,81.77
85.70,85.06,86.67,82.96
86.85,89.16,89.16,86.65
88.64,87.36,89.14,86.99
85.75,84.39,86.28,83.54
84.04,84.35,85.16,82.81
84.62,82.92,85.21,82.14
83.30,83.70,84.13,82.50
82.30,83.79,84.61,81.43
83.92,83.98,85.26,83.09
83.79,86.07,86.74,83.68
86.87,89.24,89.65,85.61
88.57,89.14,91.22,88.21
89.96,90.17,91.35,88.89
88.77,88.94,89.64,87.49
86.71,84.66,87.47,84.30
84.97,81.90,85.46,80.57
82.49,82.33,82.77,80.86
83.93,82.86,84.12,80.76
83.97,86.40,87.07,82.15
86.41,85.63,86.65,84.49
87.47,85.25,89.45,84.78
85.94,87.58,87.87,84.90
85.83,86.64,87.95,85.61
88.62,88.77,91.01,88.37
88.34,89.17,90.01,88.27
87.62,93.02,94.90,87.44
92.57,92.94,94.96,92.57
92.82,93.83,94.45,92.47
92.29,95.21,95.21,92.04
94.86,93.80,95.72,93.40
93.62,95.08,95.94,93.62
94.78,96.25,96.50,94.18
96.20,97.00,97.49,95.40
97.11,96.34,97.26,96.05
96.14,95.20,96.61,94.83
95.86,94.08,96.58,93.81
93.80,94.06,94.35,92.68
93.75,92.95,94.59,92.73
92.48,93.20,93.93,92.20
93.49,92.63,94.08,92.40
92.46,91.87,93.17,91.05
92.39,89.70,92.39,88.79
89.48,88.15,89.48,88.02
89.28,89.74,91.05,88.91
89.92,88.14,90.11,87.96
88.20,88.58,88.83,87.26
89.81,91.76,94.91,89.81
92.67,94.27,94.40,91.80
94.42,93.90,96.22,93.85
94.15,93.99,94.61,93.37
94.82,93.22,95.77,92.69
93.10,97.28,97.90,91.74
97.90,101.15,101.51,97.59
100.83,99.80,102.26,99.69
98.87,97.92,99.26,96.42
97.55,97.57,98.63,96.13
96.68,97.49,97.84,96.13
98.66,100.23,100.42,98.25
98.50,96.94,99.00,96.33
97.65,96.03,98.28,95.90
95.62,93.00,95.90,92.57
94.17,94.43,95.70,93.42
93.44,94.75,95.04,93.17
96.28,97.48,98.22,95.61
97.69,96.88,97.85,96.10
96.62,95.02,96.62,94.08
95.86,95.94,96.08,94.75
96.73,93.98,96.86,93.25
93.15,94.81,94.87,93.15
94.81,95.30,96.44,94.63
95.01,93.36,95.92,92.57
94.71,92.99,95.13,92.89
92.90,91.46,94.18,90.68
91.18,92.10,92.11,89.46
92.72,93.08,93.89,92.26
93.50,94.52,94.65,93.28
93.69,94.36,94.93,93.25
94.16,92.34,94.68,91.33
92.40,89.54,92.85,88.34
87.85,87.26,87.87,85.73
88.00,86.17,88.00,85.91
87.22,87.56,87.86,85.99
87.41,86.77,88.20,86.23
87.38,86.12,87.52,85.47
85.90,88.07,88.22,85.10
88.07,87.60,89.18,86.99
87.50,88.34,88.84,87.23
89.13,90.26,90.52,88.37
87.23,87.00,89.10,86.78
85.00,80.40,87.33,79.85
81.53,82.73,83.51,80.16
82.85,80.97,83.38,80.68
79.27,80.42,82.22,79.27
79.94,80.06,81.63,79.50
80.03,80.32,80.93,78.50
80.81,79.14,81.00,77.47
80.64,81.57,81.60,80.07
81.25,79.65,81.84,79.36
80.00,80.45,81.12,79.43
80.64,81.24,81.34,80.34
79.29,78.90,80.42,78.60
78.77,78.62,79.59,77.71
78.19,78.12,78.57,77.39
78.98,80.46,81.26,78.74
80.43,80.26,81.18,79.61
80.62,78.78,81.17,78.51
78.50,77.80,78.82,76.97
79.68,81.63,82.85,78.08
81.13,81.07,81.97,80.77
81.15,81.67,82.35,81.04
82.93,82.59,82.93,81.12
82.87,83.67,84.37,82.81
83.95,84.01,85.37,83.47
84.11,81.69,87.60,81.35
83.58,82.39,83.90,81.96
82.70,82.69,83.10,82.15
82.85,83.71,84.83,82.43
83.52,81.67,83.61,81.64
81.42,81.26,82.17,80.36
79.88,79.49,80.27,79.00
79.48,78.71,79.86,78.28
79.21,79.03,79.86,78.45
79.12,78.15,79.12,77.49
77.69,78.87,79.25,76.81
78.73,80.56,80.92,78.59
80.87,81.96,82.66,79.67
81.66,83.63,85.23,80.99
83.46,83.78,84.49,83.10
82.76,83.60,83.90,81.41
83.44,85.02,85.04,82.34
85.00,84.80,85.33,84.14
85.41,86.40,86.95,85.41
86.27,85.83,86.89,85.07
85.77,86.41,86.85,85.20
85.66,87.46,87.78,85.36
86.96,87.01,87.46,86.17
87.85,88.30,88.79,86.82
87.85,89.20,89.21,87.52
89.13,90.64,90.75,89.09
90.24,89.45,90.68,88.76
89.47,90.35,91.46,89.47
90.81,91.90,91.96,90.56
92.00,90.53,92.00,90.30
90.46,91.54,91.68,90.39
92.25,91.49,96.51,91.13
90.74,91.22,91.63,89.47
91.36,91.38,91.83,90.35
90.42,90.46,90.84,89.88
91.06,90.67,91.37,89.89
90.60,92.08,92.08,90.42
92.26,91.82,92.78,91.05
93.74,96.15,97.87,93.63
96.13,96.52,96.62,95.08
96.53,96.16,96.97,95.62
96.07,93.96,96.15,93.82
94.13,96.45,96.94,93.65
96.07,96.44,96.55,94.95
96.72,97.79,97.85,96.66
97.84,94.67,97.98,94.47
95.54,92.85,95.54,90.56
93.55,94.75,96.40,93.55
95.24,90.21,95.41,90.11
90.79,89.07,91.25,87.05
89.23,89.50,90.76,88.81
89.74,89.96,90.63,89.10
89.12,88.39,89.24,87.72
88.13,88.22,89.28,87.17
89.09,88.89,89.60,88.26
89.22,87.93,89.36,87.71
88.63,90.92,91.38,88.29
91.25,92.50,92.82,90.16
91.96,91.36,92.29,90.55
91.73,91.48,91.99,90.80
91.34,94.09,95.39,91.01
94.18,96.82,97.00,94.15
96.70,96.19,97.95,95.90
94.99,96.38,97.27,94.54
96.39,93.01,96.48,92.53
94.02,94.70,95.64,93.86
94.23,93.45,94.99,93.33
94.11,94.93,95.07,93.55
95.46,97.16,97.47,95.10
97.75,98.69,98.84,97.02
97.74,98.36,99.39,97.28
98.18,97.43,98.87,97.29
97.49,97.35,97.62,95.76
97.51,94.02,97.51,93.41
94.01,91.07,94.25,90.72
91.01,89.68,91.17,88.76
88.42,89.23,89.87,87.82
89.04,91.85,91.91,89.02
91.83,92.14,92.59,91.25
92.72,91.01,93.11,90.97
91.18,90.11,91.98,90.01
88.75,86.50,88.95,85.74
85.34,80.50,85.39,80.19
81.95,83.48,83.90,80.84
82.10,81.16,82.10,78.58
81.24,82.39,82.92,79.45
82.30,82.70,82.74,80.11
82.84,85.21,85.54,82.02
85.07,84.39,85.35,83.58
84.46,86.72,87.42,84.46
87.28,86.44,87.80,86.15
86.30,85.08,86.34,84.05
85.55,86.16,86.79,84.95
86.49,86.13,87.05,85.10
84.88,83.74,84.95,80.01
82.55,80.14,82.55,78.74
81.34,83.29,83.78,80.54
83.51,82.57,84.16,82.21
83.25,83.47,84.75,82.65
83.63,84.33,85.93,83.39
84.31,82.81,84.54,82.54
81.76,81.48,82.00,80.29
81.86,81.45,82.25,80.81
82.05,82.51,83.76,82.05
81.70,81.04,82.28,80.51
80.77,81.00,81.56,80.14
81.42,83.20,83.33,81.42
83.10,84.16,84.94,83.00
83.58,82.70,84.73,82.69
82.75,81.95,83.92,81.45
80.16,81.33,81.53,80.00
80.44,80.52,80.82,79.10
81.89,83.16,83.27,81.47
83.58,83.39,84.00,82.66
82.90,84.18,84.69,82.21
83.76,83.66,84.85,83.34
83.63,84.42,85.00,83.47
84.13,86.27,86.43,84.02
86.37,88.03,88.46,85.94
87.81,87.93,88.81,86.79
88.05,89.40,89.50,87.76
89.31,88.50,89.31,87.58
86.83,85.95,87.35,85.81
87.19,85.54,87.28,85.46
85.46,86.95,87.28,85.15
87.36,86.31,87.50,86.01
87.36,87.35,88.28,86.82
87.51,87.81,88.96,87.46
87.64,87.42,88.63,86.62
