CXO,Concho Resources Inc. Common Stock,NASDAQ
141.21,143.25,143.78,140.22
142.09,142.50,142.99,139.75
143.82,142.78,144.53,140.08
143.66,142.36,144.00,141.01
146.62,140.84,147.55,139.60
138.48,142.00,144.17,138.48
140.15,137.71,142.87,137.25
137.08,139.22,139.57,135.73
139.12,138.25,139.34,136.77
138.68,138.57,139.98,137.42
138.90,136.84,139.45,136.48
138.07,136.60,138.07,136.21
136.85,136.49,138.50,135.53
136.17,136.33,137.76,135.73
137.25,136.98,138.07,136.22
136.71,135.04,136.84,133.86
135.06,134.14,135.47,133.32
134.22,132.60,135.37,131.93
135.26,136.66,136.71,133.33
136.28,135.67,136.89,134.50
135.77,135.14,137.38,134.01
135.72,135.60,136.81,134.47
134.37,134.67,136.03,133.84
134.82,133.69,135.60,133.39
133.92,135.22,135.37,132.07
136.65,134.39,137.48,133.81
133.11,134.76,135.31,133.04
