PNRA,Panera Bread Company - Class A Common Stock,NASDAQ
213.26,215.02,215.64,211.89
215.46,215.95,216.49,214.33
213.75,215.54,216.66,211.92
214.46,213.58,214.97,213.00
212.91,210.31,213.58,207.87
210.40,212.84,214.22,209.41
212.00,210.32,213.31,209.38
210.86,212.04,212.99,209.31
211.56,212.21,213.57,211.32
212.05,212.12,214.19,210.90
212.70,210.22,213.80,209.95
210.22,210.74,212.69,210.22
211.33,210.72,212.37,209.76
210.51,209.60,211.98,209.12
209.61,210.40,211.59,209.61
211.26,208.06,212.19,207.28
208.41,207.93,209.66,207.38
208.00,205.09,208.37,204.57
205.84,203.55,206.96,201.18
205.84,207.39,209.90,204.59
207.39,208.53,209.77,205.75
209.28,208.09,210.30,207.18
208.08,212.43,213.75,208.08
213.00,214.03,214.80,213.00
214.00,214.86,215.85,213.23
213.54,213.82,214.48,212.59
210.71,213.34,214.69,210.51
