PNRA,Panera Bread Company - Class A Common Stock,NASDAQ
107.91,111.09,111.24,106.90
112.12,115.77,115.80,108.23
118.70,114.06,118.70,113.31
113.99,108.82,114.21,108.72
110.02,107.68,111.28,103.68
105.78,103.94,108.34,103.85
103.01,101.17,106.76,101.12
100.93,105.70,105.93,100.52
105.79,106.07,107.09,103.99
106.01,106.80,107.86,105.01
106.72,103.98,107.46,102.90
105.94,108.47,109.50,105.75
108.51,108.12,109.04,107.43
108.75,109.75,111.75,107.90
109.37,111.61,113.25,109.01
112.52,110.35,114.20,109.58
110.68,107.23,111.00,106.88
107.31,108.74,109.44,104.76
108.94,104.90,109.54,104.43
105.34,105.85,106.45,104.28
107.75,111.70,111.77,107.28
112.04,116.78,116.93,111.55
114.76,115.72,118.17,114.58
128.10,133.64,138.58,127.55
135.07,135.49,137.53,132.59
134.03,133.96,135.40,132.60
133.00,133.69,135.00,132.62
131.00,132.13,134.66,130.50
133.92,134.90,135.23,132.83
136.08,135.08,136.38,131.98
133.65,135.57,136.30,133.10
135.97,135.85,137.77,134.75
136.22,135.97,137.39,133.99
134.00,133.79,136.28,132.62
135.40,133.97,135.68,132.59
135.16,136.18,138.37,134.42
135.98,135.31,137.26,134.80
134.87,137.75,138.43,134.14
136.89,134.71,137.34,134.41
134.98,133.86,136.37,132.26
134.42,133.98,134.80,132.88
131.84,132.39,133.12,129.19
132.06,135.40,136.50,131.19
133.73,133.12,134.79,133.00
132.54,133.08,134.75,132.34
136.88,139.55,139.93,136.44
140.26,138.36,142.00,138.31
142.34,143.38,143.74,141.02
142.79,142.56,144.50,141.88
144.18,142.10,144.20,141.00
144.42,143.35,145.46,142.43
142.61,141.62,142.75,140.22
140.42,141.10,142.06,139.50
140.91,138.46,141.94,138.20
139.20,140.88,141.41,138.26
139.33,139.24,140.15,137.33
139.38,135.81,142.39,135.55
135.49,131.53,135.50,130.37
132.75,135.18,136.47,131.79
135.87,135.44,139.07,134.27
135.79,134.62,137.82,134.00
136.26,137.72,138.01,135.88
137.95,140.27,140.48,137.44
140.86,138.41,140.89,138.00
139.35,140.10,140.35,138.43
140.11,141.01,142.00,139.79
141.29,139.17,141.90,138.59
139.74,141.62,142.64,139.65
141.50,141.45,142.19,140.65
144.21,136.19,144.54,136.00
135.48,137.21,138.37,135.45
136.95,140.23,140.59,135.15
140.36,139.66,140.97,138.65
139.70,141.23,142.00,139.01
142.22,140.61,142.49,139.43
140.36,144.03,144.26,140.16
144.00,144.12,144.92,143.22
143.81,146.56,148.00,143.38
149.35,148.82,150.95,148.05
149.04,151.14,151.93,148.89
151.84,150.98,152.93,150.40
151.12,151.83,152.13,150.22
150.10,147.57,151.67,144.59
146.07,147.24,148.04,145.14
147.01,148.19,148.51,146.00
148.99,147.01,148.99,145.52
146.24,146.50,147.40,145.80
145.50,150.00,150.86,145.02
151.11,148.25,151.21,148.17
149.64,150.14,150.16,148.08
149.85,150.33,151.49,149.00
151.64,154.96,155.90,151.51
156.75,157.18,158.78,156.18
158.52,160.02,160.88,156.50
156.25,148.47,158.47,147.92
149.14,151.45,151.65,146.42
149.87,151.78,152.17,149.76
153.25,150.46,153.25,149.97
149.52,150.48,151.23,148.85
150.91,147.79,151.21,146.95
147.72,149.17,150.35,147.72
149.41,151.67,152.11,149.41
153.01,151.76,155.57,151.05
151.64,151.83,153.21,150.21
152.14,152.19,153.81,151.64
151.83,152.24,152.86,150.62
151.04,153.27,153.40,150.10
153.29,154.69,154.87,152.40
154.66,154.58,156.90,154.52
155.26,156.09,156.79,153.81
155.97,155.89,156.51,154.10
155.31,155.89,156.37,154.18
154.11,154.20,155.10,153.29
154.73,156.47,156.72,154.01
157.04,159.01,159.13,155.75
159.00,161.18,161.30,159.00
161.23,160.53,163.91,159.57
160.93,164.44,164.51,160.85
164.48,163.75,164.94,161.81
164.14,164.71,165.23,163.18
164.43,161.43,164.69,161.24
162.01,161.25,162.25,160.51
160.96,161.74,162.14,159.80
161.83,162.58,163.40,161.83
161.28,161.85,163.64,160.92
161.70,160.73,162.49,159.00
161.91,164.27,164.44,160.92
164.69,162.39,165.99,161.73
162.55,161.40,163.34,160.00
160.20,161.24,161.66,158.50
162.00,160.92,162.68,160.82
158.11,160.07,161.35,158.05
159.64,162.24,162.33,159.16
161.00,159.87,161.74,159.09
160.76,160.99,162.18,160.07
159.07,160.72,161.47,159.00
160.90,157.56,162.48,157.00
159.58,160.55,161.24,158.00
160.93,161.90,163.00,160.41
161.00,162.33,163.96,160.62
163.50,161.71,163.84,160.95
162.47,160.29,162.49,159.01
160.12,156.78,160.75,156.59
156.52,151.16,156.99,149.23
151.51,150.27,152.72,149.91
148.24,149.18,149.54,147.20
148.90,148.25,151.37,147.60
152.77,158.07,160.84,152.64
158.35,158.30,160.20,157.74
159.00,158.26,159.87,157.20
158.29,157.92,158.92,157.12
158.45,158.99,160.80,158.26
158.45,160.52,161.50,158.00
160.00,158.38,160.98,157.87
158.06,157.27,159.13,156.17
156.68,158.25,159.50,156.40
156.92,153.65,156.92,151.05
151.99,153.82,154.61,151.71
154.88,155.38,155.41,152.76
154.25,155.78,156.43,154.25
154.45,151.63,155.01,151.12
151.50,152.07,154.09,151.31
152.82,152.56,154.80,152.37
152.40,145.61,152.40,145.31
146.00,143.25,146.98,142.85
143.85,143.94,144.90,141.94
144.47,145.54,146.52,143.04
145.39,146.76,147.00,143.90
147.37,147.19,147.60,145.83
147.20,147.11,147.47,146.31
148.72,149.45,149.87,147.52
148.48,147.86,149.22,146.70
148.31,146.95,148.34,145.27
144.64,141.89,145.11,141.56
141.60,140.22,142.70,138.31
136.97,140.69,141.03,135.58
142.14,143.73,144.58,141.60
145.00,143.71,145.99,142.45
143.26,145.86,146.04,142.00
147.25,144.10,147.25,143.91
144.45,144.51,145.87,142.57
143.90,140.19,144.44,139.83
140.64,142.82,143.64,140.53
143.76,147.42,147.69,143.02
146.91,148.44,148.77,145.73
148.89,150.82,151.35,148.18
150.58,152.33,152.62,149.33
152.50,146.87,152.98,146.64
146.96,146.09,147.62,145.28
145.00,143.46,145.21,142.51
143.56,143.48,144.64,142.89
143.24,139.44,143.29,137.45
138.96,136.45,138.96,135.40
138.83,139.44,140.22,137.88
139.05,137.54,139.98,135.92
137.53,138.96,139.14,136.38
138.03,139.77,140.96,138.03
139.10,142.27,142.39,138.92
142.00,144.87,145.00,142.00
145.45,145.56,146.89,143.67
145.70,143.05,145.90,142.06
142.00,143.62,144.32,141.07
144.32,147.31,148.23,143.78
144.01,144.91,147.79,143.59
145.37,147.45,147.70,144.79
147.18,150.58,150.94,146.97
150.40,150.69,151.78,149.43
144.03,144.97,146.20,140.82
142.15,142.72,144.15,140.51
142.46,141.91,145.00,138.54
152.80,153.36,155.24,149.56
155.14,156.96,158.74,155.08
157.12,161.75,162.12,156.01
162.17,159.87,164.00,158.94
159.90,157.49,159.90,156.46
157.77,154.21,158.86,154.07
153.93,155.05,156.89,153.33
157.00,155.97,158.00,155.79
155.21,154.75,157.27,154.61
155.12,157.04,157.75,154.87
155.19,156.60,158.11,155.19
156.90,156.56,157.99,155.38
155.33,156.28,156.74,155.04
155.09,154.49,156.11,154.00
155.60,154.62,155.98,153.90
154.70,156.02,156.08,154.70
155.89,156.10,156.85,155.22
156.36,156.95,157.65,154.50
156.47,156.33,156.88,155.00
156.22,154.37,156.99,154.14
154.36,154.10,154.89,153.41
154.22,152.42,154.65,152.26
153.03,154.06,154.87,152.26
154.52,154.54,156.06,153.20
154.40,156.53,157.13,153.61
156.49,157.57,157.85,156.12
156.58,157.06,157.55,156.13
157.38,154.90,157.56,154.38
155.24,154.76,155.87,152.89
154.51,153.00,155.47,152.64
154.32,155.36,155.93,152.75
155.70,157.39,157.81,155.29
157.84,159.54,160.00,157.02
159.31,159.49,161.62,158.92
160.36,166.53,169.49,160.36
167.36,168.18,168.48,164.67
168.80,170.49,173.62,168.28
171.03,172.81,173.09,170.60
171.34,171.38,172.13,170.16
171.76,172.18,172.89,171.42
171.75,172.44,172.75,169.46
172.94,170.09,173.75,169.88
170.13,172.85,173.24,170.08
172.69,171.37,173.43,171.22
171.11,169.03,171.55,167.20
170.45,170.44,171.00,167.74
169.45,170.89,171.48,168.46
172.18,171.41,172.60,170.41
172.85,172.61,174.59,171.08
172.97,173.09,174.92,172.00
173.51,173.10,175.26,172.76
172.00,169.39,172.05,168.18
166.31,166.89,167.81,164.85
167.07,164.82,167.78,163.65
165.63,165.54,167.24,164.81
166.88,166.82,168.00,166.00
166.57,167.95,168.22,166.55
167.61,169.10,169.44,167.17
169.70,170.59,171.50,169.25
170.47,168.75,172.51,168.45
168.46,169.54,169.81,167.43
166.74,161.85,167.33,160.41
160.86,161.71,163.87,159.06
159.84,160.34,161.00,157.38
169.63,168.43,172.08,166.21
170.21,166.50,170.22,165.59
166.35,169.48,170.43,165.21
169.50,168.64,170.19,166.14
168.64,167.06,169.81,166.25
168.83,167.05,170.27,167.00
166.26,167.99,168.78,166.00
168.87,169.39,170.23,167.57
167.67,166.82,170.21,166.17
166.31,164.41,167.39,164.11
163.08,163.85,166.00,162.73
164.30,163.83,164.90,163.00
163.72,164.79,166.44,163.07
164.91,159.54,165.87,159.25
159.32,158.42,160.48,156.18
159.28,159.53,160.92,156.57
160.27,163.46,163.62,160.00
163.57,162.52,164.30,161.00
163.38,161.28,164.50,160.58
162.74,162.84,164.53,161.16
163.35,161.91,164.00,159.14
161.20,160.57,162.15,160.02
159.74,163.01,163.31,158.16
164.35,162.00,164.38,160.53
161.18,160.50,162.52,159.23
160.50,159.23,161.68,157.66
158.65,157.79,158.67,155.16
157.50,156.64,158.08,155.27
156.15,156.91,157.46,154.66
157.58,158.47,159.28,156.52
158.47,158.71,160.98,157.93
159.09,160.04,161.50,158.96
160.73,158.77,160.97,158.24
158.45,158.86,159.99,158.00
158.31,158.18,159.48,157.92
158.82,160.52,162.02,158.34
161.31,166.01,166.10,161.19
168.60,167.62,168.84,166.47
167.25,166.24,167.56,165.36
162.93,158.17,164.21,158.11
158.12,158.34,159.92,157.79
157.90,156.30,159.40,155.82
156.07,156.98,157.99,154.30
155.64,156.81,158.69,155.20
156.15,158.83,159.32,155.98
162.09,162.19,162.75,158.98
162.25,163.04,165.21,160.34
163.61,163.85,164.99,162.55
163.61,164.89,165.53,162.55
165.03,164.27,165.54,163.45
165.32,166.06,166.99,164.44
166.88,166.53,167.09,164.51
166.08,162.96,166.08,161.01
163.00,163.43,164.16,162.29
163.82,164.21,164.98,163.35
161.72,162.56,163.75,160.38
163.70,163.40,163.81,161.73
163.76,163.51,164.00,161.81
162.88,163.42,164.37,162.20
164.99,160.87,164.99,160.00
158.00,155.02,158.81,154.59
158.59,160.12,160.85,157.37
160.90,161.40,161.90,159.03
160.55,159.20,161.40,159.13
159.40,158.19,160.47,157.40
157.66,159.81,160.32,157.25
160.99,164.15,167.10,160.15
163.50,163.40,165.56,162.36
163.20,162.97,167.05,160.61
167.75,164.27,169.59,163.00
164.92,162.43,165.52,161.50
163.20,162.90,164.05,161.06
162.40,163.58,164.29,161.70
164.14,162.36,164.37,160.98
162.29,160.64,162.29,159.55
160.30,159.96,160.90,159.52
160.53,159.34,161.20,158.19
159.75,157.61,159.85,156.01
158.09,155.00,158.11,154.51
155.00,155.15,157.47,153.65
155.44,157.17,157.49,154.54
157.57,157.47,159.74,157.17
158.52,159.04,160.17,157.81
159.05,161.53,162.86,159.04
161.55,160.95,162.88,160.70
161.40,160.50,161.40,159.06
160.38,161.59,161.82,159.35
162.51,162.24,163.95,161.52
162.84,164.01,165.62,162.77
164.77,164.51,164.97,163.76
165.23,165.38,165.91,163.62
164.80,164.15,165.18,162.96
164.55,164.40,165.83,163.96
164.46,165.30,166.45,163.22
165.53,165.01,166.11,164.45
164.21,162.27,164.78,162.04
161.16,160.24,161.96,159.26
162.96,161.19,163.45,159.45
161.61,165.10,165.47,160.93
164.69,163.69,165.49,163.30
166.09,165.14,166.33,164.45
165.81,164.30,165.81,163.45
164.49,164.61,166.41,164.06
163.21,163.76,164.47,160.86
163.37,165.24,166.19,163.36
166.63,166.66,168.53,165.49
167.11,165.33,168.50,164.89
168.90,169.50,173.22,168.04
174.50,175.78,176.67,172.23
173.95,177.20,178.11,173.01
177.70,179.15,179.63,174.40
179.45,179.89,179.95,177.51
179.54,182.56,184.52,179.54
182.56,183.66,184.73,181.80
182.88,184.21,184.60,181.78
184.00,182.55,185.67,182.26
182.90,181.95,183.00,177.77
181.27,181.82,182.27,179.36
181.34,179.49,182.90,178.00
180.04,181.17,182.79,180.01
181.06,179.15,181.17,178.55
182.79,180.44,183.94,180.08
171.10,176.97,178.00,169.58
176.16,173.87,178.71,173.44
173.95,173.34,174.99,172.19
174.09,173.73,174.58,171.79
174.01,177.23,177.65,173.75
176.73,177.15,177.77,176.29
178.39,178.38,178.62,176.87
180.00,180.84,181.88,179.00
180.74,182.98,183.04,180.18
183.98,183.74,184.06,182.34
182.84,183.55,184.01,182.02
183.16,180.70,183.27,180.55
181.26,181.83,182.35,180.45
181.46,182.04,183.09,180.93
181.76,184.99,185.79,181.76
184.99,185.07,185.78,184.15
184.42,184.78,185.02,184.06
184.93,186.60,186.85,184.50
186.19,190.34,191.06,185.33
190.84,192.65,193.00,189.99
193.00,189.66,193.00,189.30
188.37,189.91,190.49,187.45
188.33,190.19,190.56,188.27
191.13,193.28,194.27,191.12
192.50,192.40,192.94,190.80
192.60,193.82,194.77,192.48
191.41,191.83,193.62,190.79
191.47,192.02,192.98,190.57
192.42,190.79,194.65,189.48
189.54,187.50,190.70,186.47
187.00,189.31,189.32,186.15
190.58,190.41,192.49,188.81
191.43,191.93,193.58,190.38
189.95,190.57,192.80,189.25
191.00,188.58,191.19,187.71
186.51,185.10,186.89,184.50
185.26,187.11,189.79,185.26
187.52,186.14,189.49,185.37
186.53,187.66,188.29,186.27
187.81,186.94,189.38,186.35
