UAA,Under Armour,NASDAQ
33.71,33.13,34.47,33.02
33.01,33.49,33.89,31.63
33.71,32.69,33.85,32.53
33.59,32.51,34.34,32.11
32.83,34.61,34.77,32.53
35.16,35.40,35.40,34.50
35.27,35.91,35.95,35.03
35.65,35.93,36.44,35.54
36.47,36.15,36.49,35.20
35.87,35.35,36.34,34.92
35.20,35.46,35.53,34.58
35.24,33.33,35.27,33.24
33.99,33.21,34.00,32.64
32.71,33.52,34.04,32.27
33.89,34.30,34.64,33.20
34.99,37.00,37.20,34.84
36.71,37.42,37.51,36.51
37.53,38.23,38.42,37.53
39.71,37.93,40.00,37.48
37.74,37.10,38.21,37.02
37.63,37.43,38.01,36.50
36.75,37.56,38.11,36.59
38.31,38.23,38.69,37.67
38.07,37.37,38.09,36.77
37.33,38.01,38.23,37.18
37.70,37.42,38.00,37.34
36.70,37.27,37.43,36.57
37.70,37.88,38.00,37.18
37.35,37.67,38.00,37.09
36.86,36.51,37.26,36.40
36.49,36.49,36.73,35.29
36.22,35.89,36.96,35.87
35.62,35.47,35.89,35.19
35.99,36.60,37.21,35.75
36.66,37.65,38.00,36.26
37.47,36.31,37.65,36.20
36.24,36.78,36.97,35.59
37.17,36.37,37.55,36.12
35.74,35.59,36.38,34.83
35.13,36.50,36.63,35.00
36.77,34.92,36.89,34.82
35.38,36.20,36.43,34.20
35.92,34.95,36.65,34.84
34.80,35.87,36.00,34.32
36.76,36.74,37.89,36.54
36.71,37.24,37.50,36.61
37.81,38.35,38.48,37.44
38.27,38.36,39.39,37.92
38.41,38.96,39.60,38.41
39.91,39.60,40.38,39.06
39.87,39.89,40.70,39.84
40.38,40.91,41.00,40.09
41.00,42.21,42.58,40.74
42.15,42.56,44.14,42.01
42.32,44.07,44.19,42.24
44.05,44.17,44.36,43.66
44.49,45.23,45.30,44.02
45.36,45.08,45.44,44.55
44.75,44.00,45.28,43.71
43.41,44.39,45.13,42.93
45.08,44.92,46.10,44.78
44.96,45.22,45.63,44.70
45.47,45.47,46.00,44.69
45.40,45.50,46.05,45.31
45.87,45.04,46.00,44.56
45.32,45.05,45.84,44.28
44.98,44.84,45.60,44.22
45.49,45.11,47.00,44.86
45.00,44.45,45.25,44.07
44.66,44.59,45.25,44.19
44.59,46.22,46.82,44.59
46.31,45.92,46.76,45.83
45.64,46.40,46.74,45.31
46.66,46.79,48.00,46.59
46.75,46.28,47.50,45.89
46.81,45.62,46.96,45.50
46.14,46.23,46.28,45.62
45.51,44.88,45.97,44.46
45.10,45.31,45.70,44.56
45.61,45.41,47.78,44.69
46.25,47.07,47.17,45.71
47.38,47.91,48.59,47.13
45.36,47.98,48.49,44.75
47.81,46.80,47.90,46.25
47.42,46.96,48.07,46.12
46.90,46.68,47.17,46.33
46.95,46.50,47.49,46.25
46.81,46.80,47.39,46.14
47.00,46.43,47.39,45.85
47.15,48.49,48.57,47.00
48.54,50.26,50.90,48.54
50.31,51.76,51.99,50.10
51.88,51.26,51.99,50.99
51.16,51.85,51.88,50.62
51.22,51.97,52.30,51.02
51.50,50.55,51.93,50.27
50.69,49.71,51.09,49.59
49.80,50.00,51.39,49.06
50.16,50.91,51.66,50.01
51.69,51.96,52.42,51.65
51.70,54.25,54.70,51.69
55.00,54.99,55.09,53.89
54.54,55.52,55.81,54.12
56.00,56.58,57.14,56.00
57.22,56.50,57.22,55.86
56.26,56.03,56.46,55.50
55.62,57.73,58.69,55.62
58.50,57.90,59.08,57.77
58.10,58.09,58.59,57.15
57.57,59.03,59.19,57.39
59.49,59.55,59.60,58.46
60.11,58.72,60.12,58.59
58.66,58.69,59.33,58.10
58.54,59.01,59.15,58.09
59.12,60.01,60.09,58.97
59.40,59.71,60.14,59.38
59.75,56.75,59.84,56.66
56.42,54.78,56.65,53.60
54.77,56.11,56.45,54.66
56.30,57.28,57.49,55.95
58.42,57.23,58.42,56.59
57.46,57.40,57.50,56.89
56.97,54.49,57.25,53.84
54.52,54.85,55.39,54.51
54.79,54.50,54.85,53.82
54.42,53.47,54.67,53.36
53.68,54.60,54.90,53.66
54.63,55.14,55.50,54.62
55.14,54.84,55.35,54.60
54.98,55.57,56.20,54.50
55.72,54.65,56.11,53.92
54.57,55.54,55.94,54.32
55.75,54.64,55.86,54.27
54.80,53.55,54.80,52.76
53.21,55.22,55.62,52.66
55.91,54.39,56.00,54.15
54.99,55.02,55.56,54.78
55.18,55.47,55.50,54.85
55.40,56.30,56.35,55.31
56.30,56.83,56.83,55.76
56.83,55.21,56.99,55.06
55.00,54.09,55.61,54.00
54.30,53.25,54.59,53.07
53.95,53.52,55.35,53.22
53.54,53.00,53.71,51.77
53.08,53.88,54.13,52.53
56.14,59.79,59.95,55.82
59.89,59.75,60.98,59.06
59.88,59.86,60.36,59.25
60.00,60.18,60.46,59.53
60.06,59.41,60.68,59.34
59.44,60.26,60.82,59.42
60.16,63.70,64.95,59.81
63.70,65.51,65.55,63.33
65.30,66.99,67.19,65.05
66.71,66.47,68.65,66.42
66.30,69.12,69.23,65.94
69.00,69.81,69.97,68.51
69.85,68.96,70.43,68.83
67.70,67.34,68.72,66.83
67.48,67.77,68.27,66.83
67.36,67.53,68.00,66.42
67.42,67.84,68.20,66.90
66.80,66.15,68.53,66.10
66.00,64.25,66.46,62.28
64.00,64.56,65.27,63.39
64.87,66.02,67.07,64.84
66.33,66.23,66.61,64.94
66.28,64.47,66.38,63.81
64.43,63.88,64.77,62.53
65.00,66.56,66.65,64.69
66.27,67.33,67.48,66.00
67.44,67.86,69.25,65.75
68.02,69.49,70.69,67.91
69.10,68.85,70.19,68.10
68.00,67.69,68.72,67.17
67.60,69.45,69.77,66.96
68.53,68.27,69.14,67.34
66.00,67.52,68.24,65.55
67.22,67.14,68.73,66.23
68.25,67.08,68.41,66.40
65.34,63.31,66.04,63.01
64.10,65.51,65.83,64.03
65.49,64.19,65.65,64.03
63.89,64.92,65.30,63.30
65.22,65.25,65.89,64.69
65.41,65.79,67.10,65.06
65.88,65.11,66.69,64.61
64.68,68.32,68.77,63.71
68.66,69.03,70.56,68.50
69.09,68.05,69.50,67.66
68.47,73.23,74.12,68.06
73.96,74.55,75.00,72.88
74.73,76.05,76.85,74.50
76.50,73.90,76.66,73.04
73.91,73.10,74.88,72.50
73.32,71.40,73.90,71.16
71.48,73.29,74.29,71.48
72.27,73.97,75.00,71.86
74.43,74.96,75.09,73.30
74.03,73.41,74.83,72.77
73.35,73.87,74.40,73.13
72.80,74.11,74.60,71.54
74.21,77.80,77.97,74.10
78.93,78.45,79.59,77.81
79.20,78.53,79.20,77.56
79.85,78.47,80.00,77.68
74.90,69.64,75.45,69.36
70.00,70.05,70.40,68.19
70.00,70.24,72.24,69.52
70.30,68.46,70.30,67.56
68.49,66.80,68.59,65.30
66.42,64.75,66.74,64.47
64.75,65.32,65.47,62.91
64.85,65.15,66.17,63.80
65.93,66.00,67.25,64.88
66.00,65.69,66.77,65.54
65.76,67.40,67.55,65.53
67.11,68.73,68.92,67.08
68.27,68.06,69.25,67.76
68.22,66.92,68.62,66.34
66.29,64.73,66.86,64.42
64.37,64.09,64.85,61.56
65.81,67.11,67.63,65.51
67.49,66.89,67.75,65.90
66.94,65.43,67.39,64.38
64.51,65.00,65.49,64.00
65.02,64.20,65.37,64.06
63.85,64.05,64.55,62.62
63.32,65.62,65.67,63.32
65.77,65.39,66.35,65.13
65.92,65.18,66.26,64.23
65.04,66.63,67.10,65.04
66.63,66.16,67.85,65.46
65.40,66.56,68.99,65.30
66.51,65.13,66.88,64.89
65.26,64.66,66.14,64.61
64.51,62.51,64.56,62.30
62.66,65.27,65.49,62.09
66.25,64.12,67.07,63.98
66.03,67.97,68.50,65.25
68.88,69.68,69.90,68.61
68.90,68.07,69.59,67.72
67.98,68.02,68.94,66.97
69.59,68.07,69.83,67.14
68.06,71.87,72.07,67.64
72.35,73.62,74.69,72.01
73.45,72.28,74.90,72.17
71.12,73.62,73.69,70.41
73.39,74.37,74.77,72.46
74.32,74.30,75.25,73.50
76.15,77.60,77.68,75.85
77.76,77.09,79.15,76.58
77.10,77.31,77.98,76.98
77.67,79.23,79.63,77.00
78.39,81.24,81.45,77.65
80.96,79.71,81.20,79.02
80.26,79.58,81.52,79.50
78.29,79.55,79.74,77.40
78.67,77.20,79.96,76.84
77.11,78.20,79.14,76.75
78.52,79.33,80.70,78.40
79.50,78.26,79.85,77.87
78.58,77.93,78.70,77.12
77.31,77.68,78.35,77.08
78.47,82.40,82.66,78.23
82.44,81.19,82.44,80.80
81.47,80.42,82.95,80.29
80.53,79.67,80.93,79.22
79.05,78.59,79.70,77.75
78.99,75.45,82.17,74.70
74.96,72.05,75.63,71.94
71.75,74.50,75.79,71.20
73.11,73.41,74.79,72.32
74.63,72.87,75.66,72.20
71.94,69.18,73.65,68.97
68.43,70.13,70.35,66.06
69.15,64.79,69.28,64.13
66.03,62.64,66.77,60.65
59.52,55.93,61.09,54.37
58.22,61.28,61.40,55.49
61.65,59.08,62.89,58.95
59.72,62.94,63.95,58.58
63.57,63.73,64.41,62.73
64.73,65.96,66.03,63.62
64.93,63.44,65.43,62.84
64.05,59.14,64.71,58.54
57.23,55.83,57.34,54.64
55.02,52.78,58.10,52.62
55.58,55.99,57.25,54.74
56.97,62.63,63.41,55.93
62.63,62.92,63.68,61.49
63.12,59.61,63.72,59.50
59.23,67.50,67.68,58.70
68.47,70.11,71.20,67.93
69.44,72.36,73.18,69.15
72.82,70.86,73.36,69.85
70.60,69.73,72.56,69.39
67.97,67.36,68.96,66.50
64.55,67.99,68.45,64.44
69.89,71.16,71.22,68.17
70.05,70.77,72.81,69.69
69.84,67.54,69.90,66.08
66.20,69.38,69.61,66.15
69.73,71.17,71.85,69.19
71.48,75.24,76.40,70.20
75.40,76.82,77.30,73.71
77.40,78.88,80.80,76.60
77.26,78.59,79.55,76.19
78.91,76.53,80.25,76.26
76.65,73.68,77.38,73.66
70.55,70.52,71.50,69.05
71.22,72.67,74.99,71.01
73.72,76.22,76.37,72.21
78.30,75.54,78.49,74.78
75.72,73.05,76.03,72.88
74.65,70.50,74.79,66.46
69.21,66.41,70.41,66.38
65.51,64.57,67.79,63.12
63.54,68.06,68.40,62.50
68.01,69.25,69.60,66.68
69.30,72.26,72.54,69.00
72.31,69.96,73.39,69.57
71.92,74.45,74.89,71.92
74.23,75.27,76.20,73.27
75.86,74.25,77.56,73.91
73.82,73.50,75.35,72.80
74.82,74.64,75.20,73.29
75.02,72.48,76.48,71.79
72.07,73.21,73.90,69.23
72.72,71.29,73.65,71.08
71.42,71.67,72.25,70.00
72.77,73.11,73.98,72.26
74.10,76.33,77.58,73.12
74.25,80.15,83.47,74.06
81.24,82.89,83.69,79.52
85.00,86.00,86.15,83.13
85.02,85.83,86.00,83.70
84.75,84.41,87.40,84.10
81.20,82.05,83.68,80.66
84.34,83.80,85.77,82.14
83.46,85.76,86.00,82.34
85.52,84.30,85.75,83.41
84.26,83.50,85.60,82.28
84.39,83.77,84.80,81.00
81.50,80.89,82.92,80.25
81.79,81.00,81.97,79.41
82.16,83.90,83.99,81.38
84.10,82.95,85.09,82.75
82.31,83.28,83.81,81.50
82.31,80.85,83.42,80.43
80.77,78.60,81.59,76.99
79.09,76.89,79.39,75.88
74.60,75.69,76.77,73.55
75.62,75.06,76.79,74.82
74.30,76.43,77.00,74.13
76.07,74.69,76.69,74.18
77.14,79.61,79.70,77.14
79.56,78.31,79.87,77.60
81.27,81.33,83.00,79.44
79.99,81.86,82.39,79.00
82.43,81.84,84.86,81.65
83.14,84.05,84.14,82.59
83.89,82.63,83.89,82.13
82.00,82.22,82.83,80.52
81.48,79.90,82.64,79.44
80.27,82.70,82.95,79.45
81.45,79.12,81.45,76.83
80.06,74.48,80.18,73.42
74.20,73.99,75.10,72.50
75.46,74.13,75.98,72.23
74.95,74.13,75.27,73.84
74.50,72.03,74.90,71.80
73.61,72.34,74.38,72.15
72.49,71.12,72.74,69.69
71.55,70.59,71.88,70.00
70.95,73.18,73.39,70.44
73.08,73.70,75.06,72.29
73.47,72.55,73.83,71.90
72.45,71.84,72.92,71.10
71.85,71.79,73.36,71.49
73.87,72.18,75.00,72.01
72.10,72.66,73.37,71.44
72.31,73.25,73.26,70.26
73.24,74.15,74.92,72.64
74.31,74.37,75.13,72.97
75.52,75.15,75.70,74.04
74.73,75.76,75.84,74.53
76.24,77.66,77.87,75.63
77.17,77.17,78.42,76.65
77.76,76.27,78.63,75.93
73.72,73.24,74.30,71.76
73.65,72.94,74.32,71.90
72.62,73.62,73.97,72.39
74.46,75.77,76.90,74.40
75.27,76.40,76.74,74.81
76.19,77.49,77.85,75.80
75.99,73.40,77.26,72.56
73.02,76.92,77.49,72.76
75.98,77.06,77.55,75.05
78.52,79.62,80.44,78.15
79.97,78.44,80.14,78.28
78.53,77.58,79.00,77.12
78.49,80.46,80.54,78.15
79.81,80.80,81.41,79.50
80.80,81.03,81.35,79.75
81.58,81.60,83.37,80.59
81.69,82.82,82.85,80.87
81.80,82.05,82.44,81.25
82.70,82.48,82.78,81.25
82.23,84.75,84.75,81.93
84.10,84.05,86.87,83.62
83.63,85.63,85.76,83.63
85.57,84.87,86.47,84.54
84.29,82.52,84.58,82.11
82.21,82.81,83.49,82.21
83.00,82.40,83.71,82.21
84.87,85.83,86.30,83.44
85.29,87.16,87.77,84.25
87.58,87.72,88.90,86.17
89.05,89.24,89.88,87.99
89.50,92.12,92.29,89.25
92.09,92.22,92.62,91.16
92.15,91.92,93.12,91.64
90.56,88.84,90.67,88.00
89.26,91.02,91.62,89.11
92.06,92.85,93.36,91.64
92.80,94.94,95.45,92.50
93.27,95.35,95.82,92.08
95.95,97.70,97.83,95.55
97.40,97.57,99.10,97.19
97.56,96.03,97.99,95.72
96.33,94.31,96.33,93.84
94.81,95.78,96.74,93.89
95.21,96.58,96.92,95.11
96.72,97.65,98.39,96.46
96.71,97.74,98.59,96.59
97.66,97.10,97.69,95.12
98.06,98.96,99.35,97.67
98.96,97.60,99.22,97.47
97.60,95.88,97.78,94.47
94.42,94.04,94.42,91.65
94.86,94.00,96.06,93.37
94.08,96.19,97.05,93.87
96.30,98.09,98.24,95.98
95.04,94.45,96.02,93.85
94.44,95.53,96.33,94.44
95.06,95.27,95.48,94.05
95.10,92.25,95.44,91.65
93.32,94.21,94.80,93.10
94.11,95.08,95.21,93.69
95.23,96.26,96.33,94.17
97.00,95.08,97.65,94.88
95.60,96.39,97.43,95.60
96.13,97.02,97.66,95.15
96.89,96.50,97.23,95.77
94.98,101.53,102.86,94.13
100.06,100.45,100.99,98.06
100.55,95.34,100.74,94.78
96.27,96.66,97.37,94.78
97.07,97.59,97.90,96.01
97.95,98.89,99.56,96.28
98.74,97.93,99.42,97.60
97.59,98.31,99.44,96.20
97.48,101.11,101.77,97.40
100.67,99.37,101.90,99.07
98.33,96.53,98.93,95.60
96.06,96.81,97.38,95.32
95.86,92.68,96.36,89.35
93.04,93.94,95.12,91.39
94.55,93.87,95.25,92.89
93.50,94.82,95.56,93.08
93.98,94.06,94.97,92.84
94.59,94.60,95.93,94.07
94.65,94.73,95.57,93.50
94.57,90.03,94.86,90.02
90.03,89.00,92.29,88.60
89.00,93.21,93.46,88.78
93.46,94.36,95.19,93.11
93.70,94.88,95.71,92.95
94.85,97.29,98.06,94.53
97.32,98.19,98.49,97.25
99.50,100.76,100.90,98.90
99.44,100.70,101.07,99.00
100.43,100.73,100.96,98.54
97.96,95.75,98.77,94.17
95.75,97.31,97.89,94.81
97.08,99.06,99.50,96.70
99.83,101.35,101.58,99.39
100.00,99.82,101.15,97.85
99.67,103.31,103.32,99.12
104.58,102.74,107.15,102.54
104.13,105.83,106.24,102.64
105.50,100.93,105.80,100.61
100.81,101.68,102.97,100.11
101.81,105.75,106.12,101.68
105.09,106.08,106.45,104.05
106.25,106.44,107.86,105.81
106.22,105.18,106.83,104.77
102.13,98.47,102.26,98.04
99.29,99.76,100.00,97.65
98.34,97.19,98.47,95.66
97.63,96.59,98.95,96.51
96.07,93.23,96.90,92.13
92.73,90.51,93.08,89.00
91.04,94.48,95.00,91.04
93.38,91.77,93.38,90.22
91.65,91.64,92.20,90.08
92.44,93.88,95.29,91.65
93.00,91.82,93.54,91.28
91.77,92.29,92.88,91.08
46.33,46.93,47.55,46.32
46.92,45.47,46.93,45.16
45.02,46.32,46.60,44.07
46.79,47.40,47.80,46.77
47.15,47.05,47.35,46.50
47.69,48.64,49.33,47.67
48.50,49.44,50.38,48.42
49.90,50.53,50.92,49.59
50.18,49.59,50.29,48.76
48.59,48.38,49.29,47.33
51.70,52.79,55.00,51.70
53.02,53.92,54.61,52.83
54.88,55.31,55.95,54.74
55.48,55.14,55.99,54.74
55.18,55.41,55.90,54.75
54.99,54.44,55.20,53.94
54.94,53.50,55.10,53.50
53.39,54.11,54.79,53.02
55.11,56.11,56.40,54.99
56.10,57.67,57.73,55.92
57.97,56.75,58.48,56.57
56.40,56.69,57.22,56.27
56.84,57.35,57.80,56.72
56.96,56.76,57.60,56.21
56.72,56.88,57.00,55.82
57.18,56.42,57.23,56.24
56.37,55.96,56.41,55.83
56.13,56.50,57.11,55.75
56.57,57.73,58.16,56.26
57.73,56.75,57.86,56.61
56.79,56.59,57.68,56.31
56.50,56.83,57.25,56.17
56.81,57.19,57.37,56.16
57.01,55.87,57.17,55.80
56.18,55.55,56.25,54.72
55.59,57.39,57.68,55.55
57.50,57.56,58.31,57.32
57.36,57.68,58.24,56.92
58.18,58.21,58.71,57.50
58.01,58.70,59.19,57.30
58.69,57.45,58.90,57.37
58.05,59.33,59.40,57.65
59.35,59.64,60.81,58.99
59.63,59.60,60.40,59.40
59.37,59.22,59.37,58.19
59.37,59.51,60.11,59.31
59.43,59.30,60.22,58.26
59.30,60.03,60.96,59.30
58.86,59.05,59.40,58.32
58.98,57.95,58.98,56.87
58.19,58.14,58.93,57.83
57.92,57.05,58.00,56.90
57.64,56.54,57.65,56.00
56.34,56.45,57.08,55.81
56.50,54.62,56.85,54.49
54.53,54.66,55.25,53.28
54.98,56.00,56.64,54.63
55.21,55.83,56.35,54.87
56.04,55.50,57.90,55.37
55.60,55.88,56.32,55.30
55.36,54.89,55.78,54.20
55.33,56.38,56.95,55.03
56.85,56.06,57.20,55.96
56.08,55.61,57.32,55.51
55.81,54.12,55.88,53.74
54.33,54.30,54.90,54.03
55.01,54.59,55.47,54.40
54.53,54.56,55.18,54.31
54.64,55.98,56.00,54.64
56.34,58.08,58.25,56.18
57.88,58.60,59.11,57.57
58.51,59.27,60.20,58.47
58.75,58.75,59.20,58.21
58.38,57.75,58.49,57.20
57.19,57.44,57.83,56.91
57.92,56.62,58.31,55.78
54.06,52.93,55.50,52.01
52.69,52.15,53.13,50.03
52.61,52.26,53.35,51.70
52.08,53.12,53.16,51.45
53.47,52.68,54.37,52.68
52.74,53.00,53.12,52.05
53.11,53.60,53.66,52.50
52.68,52.86,53.13,51.92
52.79,50.51,52.79,50.31
50.20,49.89,50.75,48.90
50.03,49.62,50.48,49.12
50.17,51.14,51.64,49.37
52.01,49.79,52.14,49.69
49.80,50.16,50.31,48.98
50.35,50.76,51.52,49.30
51.26,51.26,52.20,51.08
51.28,51.93,52.25,51.08
52.43,52.34,52.79,51.15
52.10,52.74,52.79,51.94
52.74,53.64,53.71,52.51
53.39,54.10,55.07,53.30
53.95,54.74,54.82,53.72
54.92,53.83,55.20,53.15
54.10,51.83,54.10,51.83
52.31,52.64,52.83,51.70
52.55,52.11,52.66,51.40
52.08,51.91,52.41,51.03
52.00,52.73,52.78,50.95
52.85,52.16,53.39,51.89
52.21,50.13,52.50,49.63
50.30,51.31,51.31,50.20
50.42,50.56,51.10,50.07
50.63,48.46,50.99,48.39
48.37,48.21,49.22,48.06
48.30,47.89,48.41,46.11
48.26,49.87,50.57,48.11
49.81,49.01,50.33,48.96
49.05,47.47,49.15,46.81
46.92,49.06,49.31,46.89
48.92,49.25,49.54,48.87
49.97,47.65,50.10,47.55
47.51,48.05,48.59,47.00
47.78,47.42,48.12,47.11
47.13,48.53,48.84,47.12
49.70,48.33,50.00,47.83
48.30,49.66,50.18,48.22
51.29,49.35,51.30,48.99
48.31,48.43,49.22,48.03
48.43,48.64,49.06,48.14
48.69,46.65,48.79,46.39
46.78,47.68,47.97,46.13
47.68,48.09,48.18,47.11
48.05,48.34,48.82,47.94
47.89,47.45,47.89,46.80
47.55,47.06,47.60,46.78
47.33,46.95,47.57,46.72
46.95,46.26,47.00,46.07
46.00,47.44,48.02,45.38
47.00,47.69,47.82,46.61
46.48,45.86,47.04,44.32
46.90,48.26,48.49,46.74
48.25,47.91,48.26,47.22
47.92,48.31,49.10,47.22
47.96,48.13,49.02,47.61
50.16,50.87,51.94,50.00
51.24,50.50,51.49,50.32
50.24,49.96,50.85,49.65
50.00,50.47,51.23,50.00
50.55,50.10,51.09,50.00
50.24,49.94,50.24,49.14
50.22,50.20,50.64,49.87
49.99,49.82,50.00,49.16
49.99,49.72,50.33,49.39
49.71,48.70,50.39,48.48
48.48,48.90,49.22,48.19
48.95,49.55,49.99,48.85
49.82,49.76,50.50,49.52
49.84,48.76,49.99,48.70
48.70,47.74,48.88,47.22
48.06,47.25,48.59,47.13
47.57,46.69,48.21,46.66
46.78,47.53,47.91,46.31
47.42,48.21,48.62,47.26
48.21,49.28,49.57,48.12
49.10,49.46,49.64,48.90
49.21,49.97,50.59,49.09
50.29,49.91,50.45,49.52
49.95,50.21,50.79,49.71
50.50,50.50,50.53,49.72
50.59,49.14,50.86,48.75
48.59,48.68,48.85,47.61
48.73,48.51,49.15,48.12
48.52,49.71,49.97,48.52
49.98,51.08,51.13,49.91
51.19,50.66,51.46,50.45
50.16,50.21,50.52,49.81
50.03,48.48,50.48,48.09
48.98,49.61,49.85,48.58
49.12,48.37,49.42,48.33
49.35,50.60,50.68,49.20
50.98,50.71,50.98,50.22
50.76,50.65,50.87,49.89
50.39,50.97,51.17,49.79
50.71,51.20,51.75,50.71
51.10,50.56,51.70,50.29
50.96,51.62,52.84,50.68
51.74,53.25,53.62,51.44
53.11,53.23,53.79,52.60
52.45,53.04,53.14,51.69
53.00,54.02,54.11,52.92
54.20,54.21,54.35,53.57
54.41,54.97,55.30,54.10
55.40,56.03,56.56,55.26
56.00,57.00,57.11,55.76
57.97,56.39,58.52,56.36
56.61,56.77,57.52,55.70
56.49,56.82,56.99,55.18
56.85,55.67,56.87,55.17
57.87,56.41,58.44,55.28
55.82,55.26,55.86,54.70
55.67,55.47,56.07,54.88
55.37,55.97,56.17,55.22
56.06,56.45,56.93,56.00
56.52,55.76,56.79,55.50
56.30,55.92,56.47,55.52
56.00,57.08,57.10,55.70
56.86,56.36,57.40,56.19
56.98,56.94,57.25,56.18
57.26,57.71,57.95,57.10
57.66,57.65,58.12,57.36
57.51,57.86,57.95,57.50
57.67,58.21,58.27,57.35
58.21,58.65,59.18,58.11
58.55,59.85,59.97,58.51
59.66,59.43,60.18,59.14
59.45,60.61,60.87,59.44
60.62,61.38,61.63,60.50
61.30,61.39,61.79,61.15
61.44,62.51,62.74,61.34
62.25,62.08,62.69,61.68
62.00,64.30,64.47,61.89
64.30,63.56,65.55,63.41
62.75,63.01,63.28,62.00
62.42,62.54,62.73,61.57
63.36,63.29,63.88,63.00
62.82,62.74,63.48,62.36
62.68,62.74,63.47,62.21
62.56,62.00,63.11,61.99
61.85,61.75,62.38,60.83
61.97,61.54,62.99,61.17
61.70,59.64,62.59,58.70
59.49,59.45,59.60,58.72
59.73,59.82,60.33,59.00
59.92,60.04,60.60,59.65
59.54,59.60,60.07,59.20
59.90,59.04,60.01,58.64
59.30,59.39,59.61,58.65
59.20,59.18,59.60,58.79
59.65,59.47,59.88,59.24
59.64,60.06,60.25,59.43
60.01,59.68,60.50,59.53
59.23,57.72,59.23,57.40
