HGSH,China HGS Real Estate,NASDAQ
2.04,1.92,2.08,1.92
1.87,2.03,2.06,1.87
1.99,1.97,1.99,1.93
1.94,1.88,1.95,1.85
1.92,1.95,1.96,1.92
1.95,1.91,1.95,1.90
1.90,1.87,1.95,1.85
1.85,1.80,1.85,1.80
1.83,1.80,1.84,1.79
1.78,1.87,1.89,1.78
1.87,1.80,1.87,1.78
1.73,1.75,1.86,1.73
1.79,1.79,1.79,1.72
1.75,1.78,1.78,1.74
1.74,1.79,1.82,1.74
1.78,1.80,1.94,1.73
1.81,1.91,1.91,1.73
1.90,1.98,2.17,1.85
1.91,1.96,1.96,1.90
1.79,1.92,1.94,1.79
1.89,2.00,2.05,1.87
1.97,1.87,1.97,1.84
1.88,1.80,1.88,1.79
1.79,1.77,1.81,1.75
1.83,1.86,1.88,1.72
1.87,1.81,1.92,1.81
