HIFS,Hingham Institution for Savings - Common Stock,NASDAQ
174.16,177.05,179.92,165.74
177.39,178.48,183.62,175.98
178.39,182.85,183.50,176.99
182.85,187.62,189.00,182.85
187.48,187.30,192.37,185.22
189.50,184.93,189.82,184.93
187.00,184.47,187.00,179.02
184.12,182.61,185.00,180.68
183.72,185.00,185.00,179.04
189.89,186.80,192.43,184.00
186.47,187.10,189.98,179.26
189.99,193.00,203.01,189.97
192.90,191.78,192.96,190.10
192.47,194.75,196.98,192.00
194.26,193.55,194.26,192.48
194.06,198.40,200.99,190.10
197.53,197.68,201.38,193.70
197.01,196.78,199.08,194.40
195.62,200.00,200.00,195.11
199.20,200.90,200.90,196.00
200.45,197.95,200.54,197.95
195.43,197.40,199.80,195.43
197.10,194.51,198.03,194.20
195.00,189.99,195.00,188.17
190.50,190.00,190.71,187.80
189.19,188.00,189.19,185.59
187.62,188.25,190.94,185.07
