HIFS,Hingham Institution for Savings - Common Stock,NASDAQ
36.72,36.72,36.72,36.72
36.72,36.72,36.72,36.72
36.83,36.65,37.29,36.65
36.65,36.65,36.65,36.65
36.87,37.29,37.50,36.86
37.29,37.29,37.29,37.29
37.29,37.29,37.29,37.29
37.29,37.29,37.29,37.29
38.26,38.27,38.27,38.26
37.00,38.29,38.29,37.00
38.29,38.29,38.29,38.29
38.29,38.29,38.29,38.29
37.03,37.05,37.05,37.03
38.44,37.39,38.44,37.04
37.20,37.05,37.50,37.05
37.75,38.40,38.40,37.06
37.08,35.09,37.08,35.02
35.09,35.09,35.09,35.09
36.02,37.00,37.00,36.00
36.05,36.05,36.05,36.05
36.00,38.47,38.47,36.00
35.60,37.30,37.39,35.26
38.50,38.49,38.50,38.49
38.00,38.00,38.00,38.00
37.99,37.94,37.99,37.94
37.94,37.94,37.94,37.94
37.94,37.94,37.94,37.94
37.94,37.94,37.94,37.94
37.94,37.94,37.94,37.94
38.25,38.25,38.25,38.25
38.25,38.25,38.25,38.25
37.10,37.16,37.16,37.10
37.16,37.16,37.16,37.16
37.50,37.50,37.50,37.26
37.50,37.50,37.50,37.50
39.00,39.00,39.00,39.00
39.00,39.50,39.50,37.91
41.50,40.73,41.50,40.73
40.50,41.00,41.00,40.50
40.98,40.02,41.00,40.02
40.00,39.00,40.00,39.00
39.63,39.63,39.63,39.63
40.00,38.55,40.00,38.19
38.46,38.10,38.46,38.10
37.57,37.62,37.76,37.57
37.62,37.62,37.62,37.62
37.50,37.75,37.88,37.50
37.50,37.30,37.51,37.16
37.08,37.10,37.10,37.08
37.10,37.75,37.75,37.10
37.97,37.97,37.97,37.97
37.97,37.97,37.97,37.97
38.00,37.90,38.00,37.90
38.00,37.95,38.00,37.11
37.95,37.95,37.95,37.95
37.95,37.95,37.95,37.95
37.13,38.11,39.40,37.13
38.13,39.50,39.97,37.75
37.75,38.54,39.30,37.50
39.82,39.49,39.82,39.36
39.49,39.49,39.49,39.49
39.49,39.49,39.49,39.49
39.90,39.15,39.90,39.10
39.90,39.91,40.90,39.90
40.00,40.24,40.50,39.91
40.00,40.00,40.93,40.00
40.70,39.78,40.70,39.01
40.00,40.00,40.00,40.00
39.30,39.50,39.50,39.20
39.50,39.50,39.50,39.50
39.20,40.41,40.94,39.20
40.65,41.00,41.00,40.65
41.00,41.00,41.00,41.00
41.46,41.25,41.46,41.20
41.25,41.25,41.25,41.25
41.25,41.25,41.25,41.25
41.50,41.95,41.95,41.45
41.95,42.51,44.60,41.95
42.01,42.01,42.01,42.01
42.01,42.01,42.01,42.01
42.05,42.25,42.25,42.03
43.75,43.75,43.75,43.75
44.30,43.14,44.30,43.14
43.14,43.14,43.14,43.14
43.97,42.70,43.97,42.70
41.61,42.90,42.99,41.50
42.01,42.00,42.01,42.00
42.61,42.50,42.62,42.50
43.24,42.01,43.24,41.50
43.17,43.17,43.17,43.17
43.17,43.17,43.17,43.17
42.98,42.26,43.32,42.26
42.26,42.26,42.26,42.26
43.25,43.00,43.25,42.85
43.50,43.00,43.50,43.00
43.10,43.10,43.10,43.10
43.10,43.10,43.10,43.10
43.10,43.10,43.10,43.10
43.00,43.00,43.00,42.90
42.43,42.50,42.50,42.42
42.58,42.50,43.00,42.50
42.92,43.15,43.15,42.92
45.00,44.50,45.00,44.50
44.50,44.50,44.50,44.50
44.50,44.50,44.50,44.50
42.75,44.00,44.00,42.75
44.00,44.00,44.00,44.00
44.94,44.50,45.00,43.77
44.50,44.50,44.50,44.50
46.00,43.10,46.00,43.01
42.80,42.80,42.80,42.80
42.80,42.80,42.80,42.80
46.51,45.00,46.51,43.29
46.44,45.00,46.44,45.00
45.00,45.00,45.00,45.00
45.53,45.50,45.53,45.50
45.50,45.50,45.50,45.50
45.50,45.50,45.50,45.50
45.50,45.50,45.50,45.50
49.54,46.19,49.54,46.19
46.16,45.16,46.16,45.15
46.40,47.29,48.38,46.12
48.00,47.51,48.00,47.35
47.51,47.51,47.51,47.51
47.51,47.51,47.51,47.51
51.34,49.90,51.34,49.80
48.50,48.87,50.00,48.49
48.87,48.87,48.87,48.87
50.00,50.00,50.00,50.00
51.00,50.24,51.00,50.24
50.24,50.24,50.24,50.24
48.00,49.89,49.89,48.00
49.89,49.89,49.89,49.89
50.24,50.97,50.97,49.55
50.97,50.97,50.97,50.97
50.92,50.90,51.00,50.90
49.10,49.10,49.10,49.10
49.10,49.10,49.10,49.10
51.50,50.30,51.50,48.90
49.78,49.75,49.78,49.75
50.22,50.25,50.25,50.22
50.25,50.25,50.25,50.25
50.25,50.10,50.78,50.10
50.24,50.24,50.24,50.24
49.89,50.05,50.05,49.51
50.05,50.05,50.05,50.05
50.05,50.05,50.05,50.05
51.51,51.51,51.51,51.51
50.01,50.20,50.50,50.01
50.00,49.97,50.00,49.97
49.99,50.00,50.00,49.99
49.00,49.00,49.00,49.00
48.91,48.91,48.91,48.91
48.91,48.91,48.91,48.91
48.06,48.50,48.50,48.06
48.50,48.50,48.50,48.50
48.81,48.86,48.86,48.81
49.98,49.98,49.98,49.98
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.25,48.85,49.25,48.85
48.83,49.20,49.20,48.83
50.00,50.00,50.00,50.00
49.50,51.00,51.00,49.50
51.00,51.00,51.00,51.00
49.02,48.59,49.13,48.59
48.59,48.59,48.59,48.59
48.59,48.59,48.59,48.59
50.28,51.51,51.51,50.28
50.40,50.97,50.97,50.40
51.00,49.52,51.00,49.01
49.52,49.52,49.52,49.52
49.52,49.52,49.52,49.52
49.52,49.52,49.52,49.52
50.00,50.00,50.00,50.00
44.77,51.00,51.00,44.77
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
50.36,50.12,50.50,50.00
50.00,51.05,51.05,50.00
51.05,51.05,51.05,51.05
51.60,51.60,51.60,51.60
52.00,51.45,52.00,51.45
51.98,51.50,52.00,51.50
51.50,51.50,51.50,51.50
51.94,51.95,51.95,51.94
51.95,51.95,51.95,51.95
51.95,51.95,51.95,51.95
51.55,52.90,52.90,51.55
51.50,51.50,51.50,51.50
51.50,51.50,51.50,51.50
52.00,52.26,52.94,51.50
52.26,52.26,52.26,52.26
51.11,51.11,51.11,51.11
51.12,51.24,52.00,51.12
52.99,52.00,52.99,51.41
52.00,52.00,52.00,52.00
52.00,52.00,52.00,52.00
51.21,51.75,51.80,51.20
51.77,52.00,52.25,51.77
52.00,51.21,52.00,51.18
52.00,52.00,52.20,52.00
51.25,52.00,52.00,51.25
52.00,52.00,52.00,52.00
52.20,51.80,52.20,51.80
51.45,51.45,51.45,51.45
52.00,52.00,52.00,52.00
52.00,52.00,52.00,52.00
51.48,52.20,52.25,51.48
52.00,52.12,52.12,51.97
52.12,52.12,52.12,52.12
52.12,52.12,52.12,52.12
52.12,52.12,52.12,52.12
51.96,51.96,51.96,51.96
51.48,51.82,51.82,51.48
51.82,51.82,51.82,51.82
51.82,52.10,52.49,51.82
52.05,52.00,52.46,52.00
51.48,51.84,52.49,51.48
51.84,51.84,51.84,51.84
51.51,51.61,51.61,51.49
52.50,51.90,52.50,51.90
52.50,52.47,52.50,51.96
52.45,52.47,52.50,52.43
53.00,52.47,53.00,52.47
52.99,52.51,53.00,52.51
52.51,52.51,52.51,52.51
52.51,52.51,52.51,52.51
52.96,52.19,52.99,52.19
52.19,52.19,52.19,52.19
52.15,52.76,52.76,52.15
52.50,52.93,52.93,52.05
52.90,54.94,54.94,52.90
54.94,54.94,54.94,54.94
54.90,52.06,54.90,52.06
54.00,53.97,54.73,53.50
53.99,53.98,53.99,53.98
53.98,53.98,53.98,53.98
53.98,53.98,53.98,53.98
54.99,55.00,55.00,54.87
55.00,55.00,55.00,55.00
55.00,55.00,55.00,55.00
54.97,54.47,54.97,54.47
54.93,54.97,54.97,54.93
54.52,54.50,54.52,54.50
54.50,54.50,54.50,54.50
54.00,54.00,54.00,54.00
53.22,53.22,53.22,53.22
54.00,55.00,55.00,53.96
54.13,55.00,55.00,54.13
55.00,55.00,55.00,55.00
55.00,55.00,55.00,55.00
55.00,55.00,55.00,55.00
53.11,53.14,53.14,53.10
53.49,55.00,55.14,53.49
54.96,55.50,55.90,53.64
54.99,54.58,54.99,53.70
54.40,55.00,55.00,54.40
55.99,57.00,57.50,54.08
56.05,54.38,56.10,52.45
54.83,54.75,54.92,53.51
54.75,54.75,54.75,54.75
53.66,53.66,53.66,53.66
53.66,53.66,53.66,53.66
54.87,54.90,54.97,53.20
54.85,54.25,55.00,54.25
53.64,53.50,53.64,53.50
54.00,52.10,54.00,52.10
52.10,52.10,52.10,52.10
52.10,52.10,52.10,52.10
52.10,52.10,52.10,52.10
52.10,52.10,52.10,52.10
53.09,52.12,53.09,52.05
52.00,51.00,52.00,51.00
49.07,49.00,51.03,47.02
48.95,48.50,48.95,48.50
48.50,46.94,48.50,46.70
46.00,46.50,46.50,45.75
47.99,47.49,47.99,47.30
47.49,47.49,47.49,47.49
46.53,46.95,47.25,46.52
47.74,47.00,47.74,46.58
47.00,47.00,47.00,47.00
46.64,47.27,47.27,46.54
46.63,46.80,46.83,46.50
46.80,46.80,46.80,46.80
46.52,47.00,47.00,46.52
47.00,47.00,47.00,47.00
47.00,47.00,47.00,47.00
46.50,46.75,47.33,46.50
47.70,47.70,47.70,47.70
46.60,46.99,47.18,46.58
47.75,46.50,47.75,46.50
46.50,46.50,46.50,46.50
46.32,46.90,46.90,46.25
46.60,47.68,47.68,46.60
46.46,47.00,47.00,46.46
47.00,47.00,47.00,47.00
46.53,46.50,46.75,46.50
46.50,46.50,46.50,46.50
47.40,46.40,47.40,46.36
47.50,47.00,47.50,47.00
46.84,46.20,46.84,46.20
47.50,46.70,47.50,46.60
47.00,47.00,47.00,47.00
47.00,47.00,47.00,47.00
47.74,46.97,47.74,46.97
46.97,46.97,46.97,46.97
47.75,47.75,47.75,47.75
47.76,47.00,47.76,46.97
47.70,47.69,47.70,47.69
48.40,47.13,49.95,47.10
47.50,47.50,47.50,47.50
47.50,47.50,47.50,47.50
47.75,47.75,47.75,47.71
47.75,47.75,47.75,47.75
47.50,47.50,47.50,47.50
48.93,47.03,48.93,47.03
47.01,47.00,47.01,47.00
47.00,47.10,47.50,47.00
46.15,50.00,50.00,46.15
46.50,46.50,46.50,46.50
48.01,47.54,48.01,47.54
47.00,47.37,47.40,47.00
47.37,47.37,47.37,47.37
47.22,47.05,47.22,47.00
47.00,47.26,47.26,47.00
47.26,47.26,47.26,47.26
47.26,47.26,47.26,47.26
48.00,47.50,48.00,47.50
47.52,47.50,47.52,47.50
47.51,47.00,47.51,47.00
47.45,47.45,47.45,47.00
47.45,47.45,47.45,47.45
46.78,46.78,46.78,46.78
48.84,48.75,48.84,48.75
48.67,48.67,48.67,48.67
48.95,48.95,48.95,48.95
48.00,48.00,48.00,48.00
48.20,48.20,48.20,48.20
48.20,48.20,48.20,48.20
49.10,49.10,49.99,49.10
49.37,48.25,49.37,48.09
48.29,48.05,48.59,48.00
48.05,48.05,48.05,48.05
48.05,48.05,48.05,48.05
48.08,46.90,48.08,46.80
47.70,48.83,48.83,47.69
49.35,48.45,49.35,48.45
48.39,47.05,48.39,47.05
49.24,48.79,49.24,48.79
49.87,47.10,49.87,47.10
47.95,47.86,47.95,47.86
47.20,47.94,49.75,47.13
48.20,49.00,49.00,48.20
48.99,48.99,48.99,48.99
48.99,48.99,48.99,48.99
48.81,48.70,48.81,48.70
48.63,47.80,48.63,47.20
47.90,49.25,49.40,47.90
49.15,48.64,49.15,48.64
48.57,49.00,49.25,48.26
49.00,49.00,49.00,49.00
49.25,48.80,49.25,48.80
49.50,49.50,49.50,49.50
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
50.90,50.99,50.99,50.90
51.00,51.50,51.63,51.00
51.00,51.00,51.00,51.00
50.77,50.77,50.77,50.77
50.77,50.77,50.77,50.77
53.95,50.60,53.95,50.60
50.60,50.60,50.60,50.60
50.60,50.60,50.60,50.60
50.60,50.60,50.60,50.60
50.60,50.60,50.60,50.60
50.60,50.60,50.60,50.60
51.96,51.50,52.00,51.50
51.50,51.81,51.85,51.00
53.95,53.95,53.95,53.95
54.31,54.00,54.60,54.00
52.59,53.83,53.83,52.05
53.83,53.83,53.83,53.83
51.51,51.51,52.00,51.50
53.70,53.50,53.70,52.60
52.60,52.55,52.60,52.55
52.55,52.55,52.55,52.55
52.55,52.55,52.55,52.55
52.55,52.55,52.55,52.55
50.17,54.00,54.00,50.17
54.30,53.31,54.30,53.31
54.14,51.85,54.14,51.02
51.98,52.70,54.35,51.50
52.68,54.39,54.85,52.68
55.51,54.00,55.51,53.50
53.49,52.00,53.49,52.00
52.59,52.00,53.24,52.00
52.20,52.50,52.50,52.19
52.50,52.50,52.50,52.50
53.01,52.90,53.01,52.90
53.00,53.40,53.90,53.00
52.95,53.97,53.97,52.95
53.97,53.97,53.97,53.97
53.97,53.97,53.97,53.97
52.95,53.83,54.00,52.95
53.11,54.00,54.00,53.11
53.16,54.00,54.00,53.16
53.71,53.91,53.91,53.50
53.50,53.14,53.89,53.14
53.14,53.14,53.14,53.14
53.80,53.50,53.80,53.40
53.88,53.99,53.99,53.80
53.57,53.04,53.57,52.50
52.79,53.00,53.00,52.79
52.92,53.00,53.03,52.92
53.19,54.00,54.00,53.10
53.10,55.01,56.94,52.61
54.20,56.00,56.51,54.20
56.78,56.78,56.78,56.78
56.25,56.44,56.92,55.59
56.54,57.95,57.95,56.44
57.18,54.01,57.18,54.01
53.79,54.75,54.90,53.79
54.99,57.49,57.99,54.99
56.81,54.30,56.81,54.30
54.30,55.17,55.42,54.30
55.30,57.43,57.43,55.30
57.58,58.09,59.30,57.20
57.24,57.70,57.95,57.01
57.55,57.85,57.85,57.55
57.89,56.24,59.00,56.24
57.74,57.85,58.89,57.70
58.59,57.85,58.59,57.40
57.84,57.40,57.99,57.31
57.15,56.84,57.40,56.40
57.95,56.85,57.95,56.15
57.00,57.69,58.42,56.85
57.64,57.92,59.44,56.02
58.00,57.84,58.00,57.75
57.83,57.76,57.83,57.00
58.00,57.98,58.74,57.93
57.68,57.69,57.69,57.68
57.67,57.29,58.00,57.29
57.29,57.02,57.29,56.32
58.00,57.15,58.00,57.15
57.25,57.39,57.39,56.96
56.88,56.29,56.98,56.29
57.58,57.21,57.90,56.67
57.16,56.84,57.16,56.84
56.73,58.94,58.94,56.69
58.66,58.86,58.86,57.96
57.50,57.70,58.11,57.49
56.82,56.85,56.85,56.82
56.75,56.75,56.75,56.75
57.70,58.20,58.89,57.70
57.05,57.90,57.90,57.05
57.90,57.90,57.90,57.90
58.08,58.08,58.08,58.08
58.08,58.20,58.20,58.08
58.62,58.24,58.62,57.66
58.31,57.91,58.31,57.66
56.61,58.40,58.74,56.61
58.60,58.54,58.60,58.54
58.54,56.66,58.54,56.66
56.62,58.40,58.40,56.62
58.68,57.85,58.68,57.63
61.40,58.18,61.40,58.00
58.95,59.63,59.70,58.65
59.37,58.44,60.75,58.44
58.44,58.00,58.96,57.97
57.96,57.99,58.00,57.12
58.00,58.00,59.33,57.70
58.98,57.89,59.00,57.64
58.90,60.25,60.43,58.10
60.12,60.92,61.00,60.12
60.90,60.38,61.00,60.12
60.56,60.61,61.00,60.05
60.49,59.91,61.00,58.90
59.25,59.71,60.60,59.25
60.39,59.85,60.39,59.55
59.90,59.80,59.90,59.80
59.60,59.43,60.38,59.43
59.83,60.47,60.50,59.83
60.45,61.00,61.31,60.45
61.03,61.00,61.03,60.60
60.80,60.42,60.80,60.09
59.90,60.21,60.21,59.02
59.66,59.49,60.00,57.74
60.15,59.85,60.15,58.75
59.36,59.19,59.36,59.19
59.30,59.86,60.09,59.30
59.62,60.68,60.68,59.62
60.74,60.49,60.74,59.77
60.03,59.50,60.04,59.50
59.51,60.30,60.49,59.51
59.82,59.32,60.48,59.32
60.00,60.05,60.05,60.00
60.25,60.27,60.60,60.25
60.60,60.55,60.86,60.31
60.68,60.68,60.68,60.68
60.61,61.00,61.00,60.32
60.29,60.94,61.00,60.29
60.74,60.78,61.20,60.74
60.65,60.71,61.70,60.65
60.88,60.10,60.88,60.10
59.66,59.32,59.88,59.25
60.64,60.97,60.97,60.12
60.32,60.76,60.76,60.32
60.67,59.89,60.67,59.50
59.65,59.74,59.99,59.65
59.98,59.82,59.98,59.69
59.02,59.02,59.02,59.02
59.05,59.97,59.97,59.05
60.00,60.00,60.00,60.00
59.54,59.70,59.95,59.54
59.99,60.00,60.00,59.99
60.37,60.50,60.67,60.37
60.18,60.18,60.18,60.18
60.21,60.01,60.21,59.81
59.81,59.88,59.88,59.42
59.60,59.60,59.60,59.60
59.60,59.60,59.60,59.60
66.99,63.79,66.99,59.77
63.46,61.82,63.46,61.82
63.00,62.99,63.00,62.99
62.95,62.80,63.00,62.80
62.80,62.80,62.80,62.80
62.96,62.96,62.96,62.96
63.00,63.00,63.00,62.42
62.20,62.31,62.31,62.20
63.95,63.96,63.96,63.25
62.50,61.76,62.50,61.76
61.50,62.00,62.00,61.50
62.00,62.46,62.46,62.00
62.50,62.99,62.99,62.25
62.95,63.81,63.81,62.95
63.14,62.04,63.50,62.04
63.50,63.50,63.75,63.44
63.76,63.50,63.76,63.50
62.98,62.50,62.98,62.50
63.75,63.72,63.75,63.50
63.80,64.62,64.93,63.80
64.35,64.25,65.95,63.97
64.40,64.20,64.40,64.20
64.58,65.38,65.46,64.58
65.38,64.43,65.38,64.41
65.50,64.75,65.53,63.00
64.94,64.94,64.94,64.94
65.20,65.15,66.50,65.15
66.78,66.74,66.85,66.74
67.83,67.64,67.83,67.64
68.00,68.00,68.00,68.00
68.00,67.10,68.97,67.10
67.00,67.95,67.96,67.00
68.49,68.90,69.28,66.15
82.34,68.55,82.34,68.55
71.96,70.45,71.96,67.25
70.39,70.32,78.35,69.76
70.42,71.13,71.13,70.42
70.00,69.25,70.70,69.25
70.00,67.53,70.00,67.53
69.29,66.50,69.90,64.14
66.50,67.77,69.82,66.50
67.55,68.49,68.85,67.50
68.80,68.62,68.80,68.62
68.79,67.78,69.93,67.78
66.60,67.95,67.95,65.50
68.00,70.80,70.80,64.98
70.25,68.94,70.25,68.77
69.70,68.94,69.70,68.04
69.27,69.45,69.49,69.27
68.14,67.49,68.29,66.75
68.13,65.00,68.74,62.03
64.97,64.80,65.23,62.00
64.80,64.80,64.80,64.80
64.80,64.80,64.80,64.80
65.37,61.45,65.37,60.24
61.50,61.89,65.00,61.50
62.16,61.25,62.83,61.25
62.77,62.66,63.10,61.05
61.45,62.00,62.00,61.40
61.39,61.50,62.70,61.39
62.26,62.80,62.80,62.26
62.37,61.66,62.37,61.06
61.16,61.45,62.02,60.55
60.29,61.05,61.05,59.55
61.41,61.80,62.04,60.01
60.43,61.67,62.25,60.43
61.97,60.00,61.97,59.80
60.49,60.38,60.50,60.38
60.50,60.74,62.25,60.50
60.97,60.59,62.00,60.59
61.35,61.24,61.35,61.24
61.91,61.67,61.98,60.70
62.00,62.80,62.98,61.75
60.25,60.25,60.25,60.25
60.30,61.05,61.43,60.27
61.00,60.83,61.00,60.55
60.26,61.27,61.27,60.26
61.35,62.00,62.00,60.96
62.00,62.00,62.00,62.00
61.14,61.42,61.83,60.55
61.90,62.20,62.25,61.88
61.95,60.98,61.95,60.98
61.97,62.36,63.17,61.97
62.94,62.44,63.00,62.44
62.34,62.29,62.34,62.01
62.26,62.60,64.00,60.30
62.63,64.18,65.00,62.63
65.17,65.17,66.85,64.96
65.05,65.99,65.99,64.94
65.80,65.53,65.80,65.24
65.20,65.06,65.50,63.45
65.11,65.11,65.11,65.11
65.09,65.09,65.09,65.09
65.30,65.75,65.75,63.80
65.30,66.55,66.55,65.30
67.43,66.03,67.99,66.03
66.03,66.03,66.03,66.03
65.98,67.50,67.50,65.98
66.37,66.62,67.50,66.37
67.50,69.10,69.50,67.50
69.48,69.00,69.48,67.91
67.04,67.04,67.04,67.04
67.70,67.49,67.70,67.00
68.31,69.19,69.19,67.81
69.24,69.45,69.45,68.85
69.42,69.60,69.60,69.42
69.60,69.45,69.63,69.28
70.00,68.80,70.00,68.48
68.80,69.43,69.47,68.50
69.48,72.04,72.04,69.48
71.51,70.56,72.00,69.60
70.20,70.60,70.60,69.49
70.04,69.10,70.04,69.00
70.70,70.70,70.70,70.70
70.64,71.25,71.25,70.48
72.05,72.05,72.05,72.05
71.99,71.99,71.99,71.99
72.39,71.12,72.39,71.00
71.92,70.97,71.92,69.29
70.60,70.15,70.60,70.15
69.95,69.00,69.95,69.00
69.36,70.80,70.80,69.25
71.00,68.35,71.00,68.35
68.52,69.51,69.60,68.52
68.61,69.97,69.97,68.61
69.61,69.96,69.96,69.27
70.01,70.30,70.30,70.01
70.57,69.71,70.57,69.20
70.02,70.19,71.00,69.97
69.88,71.88,72.94,69.88
71.40,71.78,71.93,70.09
71.09,71.09,71.09,71.09
71.15,71.08,71.70,70.75
70.82,71.69,71.69,70.82
71.65,71.56,71.65,71.10
71.35,70.91,71.50,70.61
70.65,70.71,71.00,70.65
70.69,70.69,70.69,70.69
70.74,70.74,70.74,70.74
71.00,71.00,71.00,70.99
71.00,71.00,71.00,71.00
69.01,69.01,69.01,69.01
69.40,69.25,70.08,69.25
70.20,69.65,70.20,69.20
69.65,69.65,69.65,69.65
69.98,69.70,69.98,69.70
69.34,69.40,70.46,69.16
69.65,69.37,70.00,69.00
69.29,69.27,69.29,69.25
70.00,69.77,70.00,69.25
69.25,69.29,69.29,69.25
69.00,69.05,69.05,68.71
68.31,68.17,68.70,68.17
69.49,69.51,69.51,68.79
69.93,70.00,70.00,69.93
68.63,68.77,68.77,68.31
68.11,67.75,68.11,67.75
69.50,69.25,69.92,68.96
69.10,68.31,69.10,68.21
68.23,66.06,68.30,66.02
66.32,67.25,67.64,66.32
67.10,67.00,67.10,67.00
67.85,68.15,68.15,67.49
67.67,68.45,68.45,67.67
68.22,68.22,68.22,68.22
68.97,68.47,68.97,68.05
68.95,68.70,68.95,68.00
68.88,68.01,68.88,67.65
68.31,65.07,68.55,64.76
65.60,66.57,67.00,65.60
65.89,65.89,65.89,65.89
66.90,66.83,66.90,66.83
66.76,67.93,67.93,66.76
67.99,68.05,68.05,67.99
68.60,66.81,68.60,66.81
67.24,65.96,67.24,65.70
66.42,68.05,68.22,66.42
68.52,66.55,68.52,65.99
66.20,65.00,66.49,65.00
64.90,64.09,66.13,63.88
64.70,64.55,65.50,64.28
64.64,64.40,64.65,64.40
65.17,65.35,66.46,64.95
65.44,63.97,65.44,63.97
63.87,64.15,64.51,63.03
63.77,65.69,65.89,63.77
65.00,64.90,65.35,64.25
65.23,65.23,65.23,65.23
65.00,64.50,65.02,64.11
64.44,63.73,64.49,63.70
57.69,64.07,64.49,57.69
62.10,63.03,63.90,61.95
62.43,62.20,63.40,62.20
62.40,63.01,63.73,61.70
63.20,62.29,63.20,61.71
62.48,62.18,62.50,61.79
62.00,61.05,62.00,60.84
61.21,61.72,62.19,61.21
61.00,61.95,62.00,61.00
61.51,60.68,61.80,60.50
61.20,61.34,61.79,60.53
61.08,61.67,61.99,61.08
61.85,61.31,61.85,61.31
