MJN,Mead Johnson Nutrition Company Common Stock,NASDAQ
72.07,70.95,72.09,70.56
71.21,72.73,72.91,70.92
72.49,72.46,72.82,72.18
72.46,73.70,73.95,72.32
73.63,72.00,73.73,71.79
71.98,71.98,72.70,71.84
72.21,72.85,73.92,72.21
72.69,71.93,72.91,71.74
72.00,71.86,72.20,71.50
71.94,72.29,73.08,71.80
71.63,72.06,72.18,71.34
71.61,71.66,72.07,71.56
71.44,71.11,71.81,70.81
71.22,71.25,71.46,70.82
71.50,71.87,72.27,71.29
71.90,70.76,71.93,70.70
71.00,70.85,71.22,70.62
70.84,70.76,71.09,70.25
71.23,71.44,71.93,71.11
71.77,71.78,72.22,71.68
71.63,71.67,71.85,70.70
71.66,71.60,71.99,71.30
71.65,71.60,72.02,71.01
71.80,71.16,71.80,70.60
71.01,70.41,71.03,70.30
70.28,70.59,70.98,69.87
70.48,70.39,70.99,70.13
