MJN,Mead Johnson Nutrition Company Common Stock,NASDAQ
59.74,59.99,60.05,59.65
59.49,59.70,59.80,59.34
59.43,59.61,60.20,59.20
59.80,60.61,60.95,59.59
60.28,59.39,60.70,58.63
59.33,59.49,59.88,58.87
60.00,60.00,60.25,59.59
60.00,60.15,60.31,59.47
59.70,60.15,60.49,59.64
59.66,58.99,59.67,58.87
59.48,60.21,60.49,59.43
59.99,60.54,60.97,59.99
60.12,59.76,60.25,59.30
59.37,59.57,60.48,59.36
60.65,60.15,61.26,59.87
60.73,61.41,61.42,60.51
61.36,62.04,62.23,61.27
62.02,62.11,62.52,61.37
62.59,61.84,63.38,61.78
61.73,62.19,62.42,61.72
62.54,62.01,62.64,61.62
62.21,62.26,62.32,61.92
62.50,62.21,62.59,61.93
62.40,61.98,62.45,61.84
61.74,61.29,61.93,61.04
61.51,62.25,62.25,60.96
62.20,62.52,62.97,61.95
62.47,62.55,62.80,62.12
62.91,61.99,62.91,61.82
61.87,61.93,62.11,61.79
61.76,62.05,62.35,61.66
61.75,61.71,62.20,61.49
61.92,61.70,62.00,61.34
61.87,61.29,61.87,61.17
61.16,61.42,61.95,60.79
61.30,62.25,62.53,61.17
62.45,62.30,62.89,62.13
62.62,61.20,62.62,60.94
60.89,61.77,61.80,60.86
61.86,61.40,62.29,61.24
61.34,61.04,61.71,60.88
60.72,61.06,61.46,60.32
61.27,61.85,61.97,61.22
62.20,62.28,62.47,61.79
62.29,62.93,63.18,62.10
62.74,62.86,63.04,62.36
63.03,63.00,63.30,62.77
63.03,62.40,63.17,62.09
61.83,61.41,62.34,61.13
61.99,61.68,62.04,61.50
61.68,61.60,62.17,60.89
61.49,60.71,61.54,60.39
60.99,60.02,60.99,59.53
58.80,59.61,60.16,58.00
59.68,58.31,60.10,58.10
58.14,57.97,58.57,57.65
58.27,57.90,59.09,57.83
57.74,57.54,58.06,57.37
57.43,58.79,59.00,57.43
58.72,58.74,58.89,58.19
58.89,59.20,59.59,58.56
59.32,60.07,60.09,59.02
59.81,60.13,60.30,59.74
59.91,59.79,60.13,59.55
59.80,60.30,60.60,59.55
60.22,60.33,60.70,60.03
60.06,59.67,60.34,59.51
59.95,60.26,60.63,59.85
60.05,61.21,61.46,60.04
61.09,61.31,61.34,60.52
60.69,59.93,61.13,59.78
59.71,58.66,60.10,58.14
58.52,59.21,59.40,58.29
59.30,60.70,60.74,59.30
60.70,59.85,61.00,59.48
60.09,58.57,60.44,58.47
58.47,58.86,59.07,58.02
59.34,59.93,60.03,59.00
59.84,59.28,59.92,58.62
59.62,59.20,60.32,58.81
59.52,59.11,59.62,58.90
58.90,59.17,59.28,58.55
58.56,57.85,59.14,57.84
57.78,57.70,58.00,57.19
57.58,57.35,57.82,57.08
55.81,56.34,56.70,55.12
56.05,55.81,56.65,55.50
56.46,55.36,56.49,55.29
56.20,55.90,56.20,55.36
56.50,57.08,57.34,56.49
57.14,56.77,57.40,56.74
56.58,57.03,57.07,56.01
57.43,57.59,58.12,57.11
57.95,58.79,58.81,57.61
58.84,58.36,59.07,58.36
58.23,58.14,58.34,57.83
58.28,58.40,58.63,58.19
58.24,57.93,58.44,57.81
58.33,58.33,58.55,57.87
58.52,58.26,58.52,58.18
58.18,58.47,58.71,57.88
58.74,59.02,59.21,58.51
59.00,58.85,59.29,58.72
59.00,59.00,59.54,58.95
59.06,59.35,59.41,57.87
58.99,59.39,59.75,58.81
59.58,59.61,59.94,59.49
59.50,60.25,60.29,59.45
60.57,60.92,61.00,60.33
60.39,60.27,60.53,59.95
61.45,61.49,61.86,60.88
62.04,61.36,62.13,61.20
60.96,60.82,62.00,60.65
60.55,61.28,61.44,60.33
61.41,61.63,62.11,61.18
61.66,61.99,62.04,61.43
63.47,65.15,65.74,63.47
65.37,66.88,67.44,65.33
67.04,65.68,67.08,65.52
65.29,66.10,66.18,64.76
66.06,66.08,66.81,65.66
65.78,66.02,66.98,65.59
66.73,66.40,67.28,66.05
65.98,65.73,66.03,65.08
66.12,66.46,66.60,66.05
66.36,66.36,66.93,65.91
66.33,67.72,68.20,66.26
67.72,68.30,68.51,67.55
67.98,67.16,68.49,67.08
67.07,67.27,67.43,66.58
67.21,67.47,67.62,66.05
67.85,67.85,68.01,67.35
67.87,67.30,67.87,67.06
66.64,66.30,66.93,66.07
66.45,66.23,66.47,65.98
65.95,66.35,66.47,65.68
66.16,67.56,67.61,66.00
67.94,68.37,68.81,67.82
68.68,67.79,68.85,67.22
67.47,66.96,67.76,66.95
66.89,67.24,67.51,66.23
66.43,66.50,66.90,66.18
66.29,65.58,66.42,65.58
65.44,65.50,66.39,65.42
65.50,65.47,65.79,64.90
65.32,64.99,65.50,64.92
64.75,63.89,65.22,63.84
64.38,65.10,65.54,64.29
65.50,65.54,65.96,65.28
65.05,64.82,65.44,64.45
64.68,64.78,65.24,64.35
65.07,64.96,65.27,64.75
64.97,65.27,65.64,64.53
65.28,65.42,65.58,64.86
65.06,65.08,65.57,64.62
64.44,65.22,65.27,63.78
65.22,65.37,65.59,65.03
65.60,65.86,66.22,65.28
65.95,66.36,66.39,65.82
66.60,67.00,67.36,66.23
67.24,67.55,67.67,67.16
67.34,69.04,69.10,67.32
68.80,69.93,69.99,68.55
69.59,69.03,69.63,68.70
69.34,69.00,69.71,68.86
68.62,69.15,69.18,68.23
68.40,68.41,68.86,68.30
68.40,68.78,69.18,68.18
68.89,68.96,69.37,68.61
68.85,68.79,69.19,68.67
68.88,69.27,69.28,68.49
68.96,68.55,68.96,68.12
68.87,69.84,69.84,68.80
69.73,68.95,69.99,68.85
69.13,69.77,70.09,69.06
69.94,69.08,69.99,68.97
68.44,68.96,69.21,67.74
68.83,68.84,69.15,68.52
68.70,67.48,68.70,66.79
69.52,71.76,72.86,69.52
71.00,71.37,72.08,70.89
71.71,71.19,72.00,69.90
70.57,70.05,71.25,70.03
70.21,70.46,70.64,69.00
69.91,68.53,70.28,68.43
68.90,68.92,69.17,66.46
67.65,65.21,68.00,65.04
67.30,68.26,68.51,64.78
67.43,66.04,67.99,65.76
66.92,66.77,67.48,65.65
67.03,69.18,69.38,66.62
69.58,69.07,69.99,68.57
68.45,70.57,71.14,68.41
71.11,71.03,71.35,70.59
69.79,69.96,70.38,68.44
69.11,66.73,69.91,66.44
67.60,66.26,67.71,65.90
66.91,68.46,68.46,65.55
68.21,67.99,68.68,67.38
68.05,67.32,68.18,65.86
66.96,68.13,68.52,65.73
68.36,69.81,69.95,68.24
69.87,70.63,71.05,69.30
70.80,71.25,71.44,70.61
71.09,70.83,72.37,70.69
70.02,70.21,70.78,69.80
68.59,70.20,70.41,68.13
70.73,72.21,72.22,70.48
71.73,71.84,72.78,71.13
71.20,70.14,71.63,69.39
69.34,71.35,71.46,68.85
71.78,72.52,72.62,71.18
73.22,75.25,76.31,73.00
75.87,75.27,76.26,74.24
75.69,76.09,76.91,75.54
75.13,75.80,76.13,74.89
75.86,75.43,76.13,75.18
75.35,74.23,75.81,74.12
72.06,72.99,73.58,70.42
72.85,74.45,74.61,71.88
75.00,75.23,75.43,73.06
75.96,74.64,75.96,74.38
72.90,72.07,73.51,71.93
72.81,71.21,73.26,70.75
69.48,68.83,70.81,68.79
68.74,68.11,70.01,67.84
67.65,68.09,68.11,66.35
68.18,69.36,69.55,68.01
69.16,69.99,70.66,68.82
70.21,71.17,71.76,69.82
71.85,71.34,71.85,70.96
71.00,72.59,73.30,70.73
72.92,71.86,73.38,71.85
73.45,73.73,74.57,72.97
74.79,74.07,75.15,73.42
73.93,73.36,75.20,73.08
73.21,73.41,74.28,72.64
73.35,71.50,73.53,71.32
71.44,72.17,72.53,71.25
72.97,72.80,73.38,72.32
73.07,72.53,73.07,71.93
72.25,71.80,72.43,71.36
72.27,71.82,72.89,71.28
72.73,72.76,73.08,69.25
72.96,73.40,73.69,71.76
72.35,71.85,72.98,71.75
70.17,70.21,71.27,69.92
70.90,70.64,71.41,70.25
70.98,71.39,71.51,70.47
70.83,71.26,71.53,70.41
71.21,71.63,71.76,70.71
71.73,72.34,72.54,71.39
71.25,69.23,71.29,69.03
69.72,70.15,70.28,68.96
70.57,71.90,72.09,70.27
71.65,71.75,71.85,70.85
71.30,72.14,72.40,71.09
71.60,70.99,72.06,70.89
70.75,70.16,71.02,69.59
70.66,70.64,70.92,70.31
69.82,70.01,70.44,69.05
70.15,71.84,72.11,70.00
71.34,71.03,71.67,70.35
70.68,70.99,71.51,70.59
71.94,72.63,72.76,71.58
72.92,73.48,74.00,72.81
75.00,75.36,75.44,74.14
75.00,75.33,75.57,74.61
75.66,74.91,75.98,74.53
75.60,75.64,76.04,75.03
75.59,75.14,75.72,74.88
75.03,75.27,75.51,74.31
75.07,74.16,75.62,74.01
74.51,75.12,75.29,74.47
74.56,74.47,74.61,73.68
74.63,73.89,74.92,73.47
73.77,72.58,74.12,71.85
72.68,72.67,72.86,72.29
73.13,72.92,73.62,72.68
73.09,73.12,73.64,72.83
73.83,74.39,74.53,73.61
74.25,76.48,76.53,74.25
74.79,68.76,74.91,60.62
66.03,65.29,67.60,63.74
68.28,69.08,69.94,68.01
68.97,67.98,69.96,67.52
67.75,68.64,68.84,66.55
68.70,68.73,68.99,67.88
72.00,71.35,73.31,71.18
70.75,71.13,71.58,70.38
70.85,71.70,72.09,70.64
71.53,71.15,71.80,71.03
71.19,71.37,71.75,70.81
71.71,71.83,71.90,70.89
71.86,72.61,72.74,71.39
73.05,72.48,73.48,72.19
72.08,71.75,72.37,70.95
72.60,73.18,73.31,72.23
72.92,73.16,73.36,72.38
73.20,73.59,73.78,72.68
73.60,73.79,73.87,71.05
73.61,72.52,73.67,71.84
71.65,70.75,71.89,70.61
70.54,72.60,72.87,70.48
74.20,74.01,77.40,72.97
73.56,74.03,74.82,72.00
73.44,73.86,74.38,73.14
73.95,74.09,75.20,73.10
74.27,73.34,74.40,73.29
73.55,74.39,74.63,73.55
74.82,75.23,75.99,74.82
74.80,75.74,75.77,74.15
75.61,74.87,75.79,74.71
74.78,74.30,74.92,74.21
74.40,75.45,75.81,74.20
74.85,74.19,75.22,74.14
74.72,75.17,75.57,74.60
75.67,75.94,76.00,75.35
76.00,75.15,76.14,75.02
75.30,76.31,76.42,75.30
76.68,75.51,76.68,75.32
76.00,76.71,76.71,75.54
76.74,77.71,78.15,76.54
77.50,77.36,77.91,76.97
77.40,78.02,78.35,76.51
76.75,78.00,78.30,76.75
78.40,77.53,78.75,77.34
77.69,77.75,78.30,77.45
77.75,78.05,78.50,77.45
78.08,78.26,78.68,77.74
77.92,78.96,79.10,77.78
78.27,78.46,79.21,78.09
78.65,79.07,79.30,78.00
79.61,79.32,80.33,79.04
79.50,79.42,79.62,78.95
79.11,79.99,80.03,79.00
80.25,80.37,80.51,79.82
80.18,80.29,80.74,80.08
80.26,79.66,80.50,79.20
79.93,79.76,80.09,79.59
79.66,80.64,80.94,79.44
80.11,80.10,80.72,79.79
80.10,81.65,82.08,80.09
81.35,82.64,82.68,81.09
82.43,81.92,82.74,81.46
82.24,82.21,82.97,81.46
82.39,82.43,83.08,82.37
82.28,82.95,83.03,81.97
82.59,83.20,83.33,82.35
83.60,82.48,83.95,82.43
82.61,84.19,84.66,82.50
84.33,83.48,84.39,83.06
83.40,83.45,83.80,83.25
83.28,83.73,83.95,83.11
83.00,83.34,83.54,82.76
83.36,82.17,83.75,82.17
82.62,82.71,83.22,82.43
82.83,82.66,82.95,82.50
82.70,83.10,83.41,82.49
83.51,84.04,84.92,83.44
84.38,83.61,84.59,83.53
82.14,81.66,82.95,80.58
82.06,82.95,83.21,81.79
83.02,84.05,84.69,83.02
83.36,81.16,83.36,80.95
81.24,80.90,81.91,80.63
81.53,83.07,83.67,81.18
82.90,86.53,87.27,82.90
86.65,85.97,87.08,85.66
85.46,85.56,85.73,84.82
85.51,84.57,86.19,84.55
84.44,85.55,85.72,84.44
85.64,84.81,85.89,84.64
84.76,84.36,85.40,84.33
84.44,84.01,84.92,83.92
83.69,83.41,84.04,83.14
82.67,82.77,83.32,82.55
83.16,83.00,83.64,82.76
82.95,83.22,84.09,82.73
82.82,82.62,83.08,82.14
82.63,83.26,84.21,82.29
83.44,84.26,84.75,83.38
84.38,82.53,84.56,82.51
83.01,81.00,83.16,80.83
80.93,82.13,82.17,80.56
82.89,82.12,82.89,81.67
81.41,81.29,81.72,80.43
81.40,82.19,82.24,81.33
82.19,83.02,83.28,82.10
83.29,83.46,83.65,82.92
83.01,81.65,83.54,81.63
81.53,80.74,82.45,80.54
80.25,78.15,80.25,77.72
78.24,79.02,79.13,77.75
79.57,79.40,79.72,78.99
80.00,81.44,81.45,79.79
81.88,81.12,82.16,80.95
80.63,81.45,81.45,80.02
81.82,81.13,82.12,81.03
81.25,81.58,81.97,80.99
81.77,82.17,83.26,81.32
82.56,85.72,86.21,82.50
85.67,85.32,86.10,84.68
84.58,86.77,87.13,84.58
87.10,86.34,87.82,86.04
86.20,85.66,86.50,84.75
85.42,85.87,86.86,85.38
86.07,88.64,88.72,85.94
87.68,87.00,87.68,85.96
87.11,86.40,87.52,86.32
86.73,86.61,87.36,86.26
86.13,85.65,86.32,84.61
84.74,80.51,84.74,79.08
80.30,80.83,81.00,78.83
80.96,81.73,82.30,80.80
81.75,80.40,81.86,80.02
80.34,80.02,81.00,79.79
79.99,78.70,80.11,78.45
79.43,75.29,79.65,72.40
79.85,78.28,80.73,76.45
77.69,77.54,79.73,76.69
77.53,77.02,77.70,76.96
75.47,73.00,75.47,71.46
73.15,73.59,74.13,73.01
73.58,73.01,74.61,71.89
73.01,74.93,75.13,72.37
74.30,74.08,74.69,73.04
73.34,72.94,73.47,72.23
73.21,73.11,73.62,72.64
73.18,72.98,73.59,72.32
72.66,70.69,74.83,68.09
71.83,72.02,74.24,70.92
72.18,72.60,72.86,71.60
72.36,72.96,73.15,71.96
73.26,72.31,73.50,72.17
71.92,72.08,72.50,71.48
73.18,73.84,74.79,73.01
73.74,72.69,74.03,72.66
73.02,73.02,73.34,72.51
73.96,73.22,74.13,72.85
73.20,73.21,74.32,73.02
73.22,73.00,73.46,72.44
73.12,72.96,73.44,72.68
73.24,73.00,73.35,72.51
72.83,72.92,73.03,72.36
73.13,73.08,73.16,72.15
73.31,72.93,73.31,72.49
72.81,72.35,73.01,71.80
72.39,70.93,72.49,70.59
70.79,71.71,71.85,69.76
71.45,72.16,72.35,70.98
71.84,72.81,72.99,71.80
72.97,72.93,73.23,72.19
72.72,73.33,73.69,72.42
73.51,72.44,73.52,72.31
72.14,72.31,72.46,71.66
72.53,73.33,73.42,72.19
73.50,73.59,74.00,72.42
73.59,75.95,76.72,73.57
76.06,75.70,76.18,74.84
75.72,75.98,76.85,75.57
76.01,75.78,76.54,75.69
75.86,74.71,75.86,74.51
74.76,74.56,75.17,74.50
74.69,75.54,75.73,74.43
75.51,75.16,76.11,74.40
75.08,74.02,75.61,73.80
74.11,75.72,76.19,74.11
76.00,77.05,77.44,75.95
77.11,76.53,77.22,76.04
76.93,77.57,78.15,76.32
76.77,74.77,76.86,74.71
75.13,73.64,76.23,73.47
73.83,73.37,74.27,73.31
73.57,74.36,74.79,73.37
74.06,73.28,74.06,72.84
73.26,72.96,74.25,72.70
73.25,72.45,73.99,72.12
72.85,72.61,73.30,72.45
72.88,72.65,73.36,72.45
73.01,72.60,73.08,72.19
72.56,72.16,72.77,71.60
72.31,71.70,72.34,71.63
71.52,71.07,72.10,70.97
71.45,71.01,71.63,70.88
71.19,70.61,71.19,70.08
70.63,70.77,71.09,70.35
70.99,71.37,71.65,70.82
71.52,71.77,72.33,71.29
71.69,71.44,72.00,71.34
71.42,70.22,71.42,69.83
70.02,69.77,70.10,68.87
69.35,69.99,70.10,69.15
70.15,69.51,70.45,69.17
65.58,63.53,65.98,62.51
63.69,62.00,63.85,61.73
62.54,61.66,63.17,61.27
62.02,63.72,64.36,61.99
63.81,64.97,66.56,63.81
65.05,65.62,65.83,65.03
65.72,66.27,66.52,65.36
66.06,66.24,66.57,65.34
66.16,65.51,66.37,65.51
65.59,65.70,66.04,65.30
65.80,65.85,66.04,65.57
65.52,67.70,68.04,65.41
67.70,66.64,67.75,66.53
66.86,66.67,67.32,66.11
66.55,65.97,66.81,65.36
66.40,66.82,67.53,66.40
66.88,66.12,67.36,65.52
66.29,66.12,66.77,65.80
66.56,67.40,67.49,66.48
66.86,67.33,67.36,66.85
66.98,67.21,67.51,66.98
67.28,68.34,68.39,66.97
68.39,68.37,69.00,68.05
68.21,68.19,68.61,67.78
68.41,68.05,68.55,67.92
68.07,67.61,68.33,67.59
68.09,67.57,68.23,67.55
67.61,66.83,67.62,66.60
67.10,66.82,67.10,66.65
66.73,66.47,66.92,66.22
66.74,66.54,66.77,66.38
66.63,66.04,66.68,65.86
65.74,65.63,66.16,65.55
65.38,65.86,66.61,65.38
65.61,66.00,66.06,65.43
66.14,66.20,66.48,65.98
66.45,65.83,66.68,65.79
65.99,66.27,66.27,65.57
65.85,65.73,66.51,65.29
65.56,66.13,66.85,65.47
66.06,65.66,66.43,65.57
65.79,65.57,65.81,65.09
65.36,65.11,66.07,65.04
65.00,65.89,65.92,64.50
66.78,68.81,68.83,66.76
68.70,69.95,70.30,68.09
70.15,69.99,70.37,69.67
69.97,69.74,69.97,69.29
69.82,69.11,70.06,68.87
69.24,68.24,69.35,68.02
68.57,68.19,69.10,68.00
68.32,69.16,69.40,67.70
69.32,69.49,69.81,68.73
69.44,69.24,69.58,69.09
68.38,66.96,68.38,65.78
66.34,66.52,66.96,65.55
66.69,66.80,67.30,66.61
66.77,67.78,67.86,65.38
67.78,68.50,68.65,67.78
68.36,69.54,69.68,68.36
69.63,70.03,70.49,69.45
70.17,68.53,70.38,68.41
68.50,68.71,69.05,68.30
68.56,68.15,68.79,68.09
74.01,76.00,77.22,73.58
75.39,75.05,76.11,74.32
75.12,75.06,75.66,74.32
75.33,76.16,77.19,75.33
75.77,77.20,77.21,74.94
77.35,76.85,77.96,76.08
76.85,77.51,77.81,76.57
77.34,77.33,77.66,76.92
77.26,77.65,77.73,76.56
77.86,77.84,78.17,77.38
77.80,78.40,78.63,77.80
78.79,78.95,79.12,78.05
79.18,80.40,80.43,78.79
80.49,79.05,81.04,79.04
78.83,78.07,79.27,77.79
78.42,78.96,79.09,78.15
76.84,75.32,77.68,75.28
75.64,74.42,75.99,74.27
74.62,74.65,74.98,74.24
75.04,74.91,75.64,74.57
74.74,75.27,75.44,74.24
75.01,75.21,75.47,74.67
75.53,75.45,75.76,75.05
75.79,75.59,75.89,75.31
75.64,74.73,75.90,74.35
75.03,74.93,75.34,74.79
74.25,72.72,74.57,72.59
72.75,71.70,72.86,71.47
71.70,70.50,71.70,70.01
70.74,72.70,73.18,70.58
72.61,73.35,74.04,72.50
72.93,74.30,74.75,72.68
74.44,73.49,74.57,73.14
73.84,74.52,74.61,73.63
74.56,75.72,76.43,74.26
75.57,75.81,76.44,75.33
76.24,77.00,77.25,76.11
77.14,76.90,77.29,76.48
76.62,77.13,77.40,76.51
77.20,77.45,77.60,76.78
77.26,76.94,77.70,76.78
77.08,76.80,78.02,76.66
76.98,75.80,76.98,75.41
75.99,75.50,76.51,75.36
74.83,75.76,75.88,74.44
75.62,76.64,76.64,75.62
76.50,75.73,76.59,75.50
75.83,77.07,77.17,75.79
77.17,77.57,78.35,77.02
77.26,77.51,77.95,76.89
77.29,77.77,78.14,76.85
78.90,80.76,81.66,78.55
80.33,80.20,81.08,79.99
80.17,80.66,81.42,80.17
80.66,81.13,81.25,80.21
81.00,81.72,81.96,80.94
81.10,80.86,82.21,79.87
81.14,80.99,81.72,79.64
77.75,79.75,80.25,77.19
79.45,79.97,80.24,79.01
80.41,79.55,81.29,79.17
79.48,81.09,82.41,79.48
81.25,80.78,81.80,80.52
80.84,79.80,80.98,79.35
80.24,80.72,81.35,80.13
80.48,80.21,80.85,79.91
80.25,80.18,80.51,79.88
80.20,79.83,80.49,79.54
79.61,78.92,80.16,78.70
78.78,78.97,78.99,78.07
79.08,79.35,80.04,79.08
79.22,80.66,80.89,79.22
80.63,81.28,81.36,79.70
81.05,80.52,81.25,80.33
80.51,80.47,80.81,79.93
80.47,79.50,80.59,79.35
79.64,80.85,80.90,79.54
81.06,85.90,86.00,81.00
85.36,84.37,85.49,82.55
83.87,84.44,84.75,83.11
84.90,86.19,86.87,84.82
85.93,85.02,85.93,84.25
84.87,83.12,84.87,83.05
82.75,81.07,83.00,81.06
81.05,82.62,82.69,80.48
82.59,81.75,83.06,81.17
81.48,79.92,81.54,79.75
80.05,79.78,80.11,78.88
80.33,82.63,82.85,80.33
82.81,82.08,82.89,81.13
81.76,81.64,82.14,80.74
82.01,81.29,82.64,81.24
81.10,82.23,82.34,80.58
82.18,81.35,82.68,81.03
81.77,83.01,83.67,81.66
82.78,83.24,83.68,82.78
83.09,80.83,83.39,80.79
