SGA,Saga Communications,NASDAQ
44.50,44.95,44.95,44.49
45.35,46.42,46.42,45.35
45.97,46.40,47.60,45.70
46.30,46.98,47.14,43.35
46.83,47.61,48.06,46.83
47.60,48.18,48.53,47.27
48.61,49.62,50.00,48.61
49.85,49.18,51.10,48.50
49.15,48.51,50.06,47.29
48.40,47.85,48.41,47.02
47.43,47.50,47.83,46.51
47.75,46.40,47.99,46.40
46.05,46.00,47.84,46.00
46.34,45.99,47.48,45.15
46.00,46.50,46.86,45.03
46.01,46.75,48.00,44.31
47.53,48.25,48.41,47.37
49.00,50.00,50.00,48.74
50.36,49.99,50.36,48.58
49.52,49.85,51.44,49.03
49.90,50.00,50.45,49.69
50.45,51.00,51.25,49.96
51.19,51.70,51.80,50.74
51.74,52.62,53.23,51.74
53.10,53.39,53.39,52.36
53.48,54.10,54.35,53.32
41.70,43.38,43.38,40.46
43.56,43.94,43.94,42.00
43.86,46.47,46.48,43.42
46.48,49.10,50.67,44.92
49.32,50.97,51.11,48.05
51.31,50.40,51.31,49.54
50.63,51.32,51.32,49.57
51.00,51.07,51.47,50.00
50.81,49.86,51.61,49.67
49.68,47.00,49.68,44.80
46.94,46.70,47.52,45.23
46.24,45.85,46.28,45.01
46.20,46.50,46.50,45.50
46.36,45.89,46.36,45.41
46.00,46.82,47.50,44.95
47.28,47.54,47.54,45.75
47.49,47.34,47.96,46.01
47.34,47.08,47.37,46.57
47.28,46.88,47.97,46.51
46.59,48.49,48.98,46.59
48.70,46.71,48.70,46.35
46.83,47.44,48.21,46.80
47.34,44.90,47.34,44.90
45.62,44.30,45.62,41.86
44.70,45.00,45.00,43.66
45.31,44.04,45.31,44.00
44.64,45.41,45.41,44.54
45.45,45.41,45.45,45.08
44.93,43.90,44.93,43.14
43.02,43.98,44.00,43.02
43.99,47.62,47.99,43.65
48.00,47.66,48.00,47.19
48.00,48.40,48.40,47.40
47.71,48.58,48.58,47.71
48.80,48.55,48.97,48.40
48.03,47.60,48.80,46.86
47.59,47.59,48.49,47.52
46.80,47.19,47.19,46.75
47.24,46.91,47.67,46.83
46.08,45.22,46.67,44.99
44.90,44.99,45.19,44.50
45.27,44.99,45.57,44.99
45.79,45.66,45.89,45.12
45.35,45.47,45.75,45.11
45.47,45.47,45.47,45.47
45.90,45.76,45.90,44.71
45.94,46.22,46.22,45.80
45.78,45.18,45.82,44.80
45.29,46.26,46.26,44.40
46.26,43.91,46.48,43.16
44.41,43.76,44.41,43.64
44.24,43.86,44.36,43.86
44.14,44.15,45.01,44.14
43.37,44.47,44.53,43.37
44.81,45.47,46.15,44.76
45.72,45.69,46.19,45.36
45.86,46.11,46.68,45.25
45.76,45.60,46.00,45.54
45.61,45.64,46.00,45.59
45.36,44.04,45.36,43.80
44.39,44.70,45.34,44.12
44.19,43.94,44.31,43.77
44.34,44.15,44.77,44.01
44.19,44.45,45.06,43.82
44.00,44.85,44.85,43.93
45.22,45.83,46.83,45.22
46.45,45.98,46.45,45.70
45.95,45.97,46.06,45.53
45.95,45.74,46.35,45.20
45.91,45.99,46.24,45.86
46.35,46.04,46.35,45.58
46.15,42.75,46.15,42.75
43.20,45.15,45.15,43.20
45.22,46.00,46.04,45.22
45.95,46.45,46.45,45.95
46.40,46.30,46.40,45.90
45.79,43.58,46.32,43.15
43.15,42.65,43.15,42.36
42.41,42.79,42.80,42.15
42.82,42.00,42.82,41.99
41.85,44.15,44.15,39.64
42.12,46.00,47.01,42.12
45.89,46.18,46.80,45.89
46.33,46.03,47.21,45.45
44.05,45.60,46.36,44.00
45.75,46.39,46.82,45.10
46.31,45.12,46.56,45.12
44.64,45.15,45.70,43.13
45.25,45.85,46.34,45.25
46.36,46.28,46.73,45.56
45.98,45.77,46.39,45.67
46.30,45.87,46.38,45.87
45.61,46.05,46.36,43.33
45.59,46.02,46.60,45.28
46.39,45.67,46.39,45.67
44.00,45.30,46.00,44.00
45.30,46.00,46.27,45.03
46.28,46.38,46.40,45.70
45.33,45.95,46.23,45.33
45.11,46.06,46.22,44.51
46.11,46.00,46.20,45.73
45.39,46.56,46.87,45.16
46.50,46.41,46.90,46.20
46.53,48.65,48.88,46.28
48.60,48.73,49.86,48.02
49.31,47.46,49.31,47.14
47.02,46.25,47.30,46.24
