SGA,Saga Communications,NASDAQ
48.70,48.95,49.35,48.70
48.65,49.30,49.30,48.65
48.95,48.50,49.30,48.50
48.50,49.00,49.50,48.50
49.20,49.40,49.40,49.10
48.65,48.71,49.55,48.65
49.40,49.95,50.00,49.25
50.10,49.20,50.50,49.20
49.69,50.80,50.85,49.69
50.80,51.05,51.05,50.65
50.95,51.10,51.10,50.85
51.10,51.10,51.20,50.55
51.15,51.10,51.25,51.05
50.50,51.05,51.25,49.63
51.25,50.90,51.25,50.70
50.65,50.90,51.13,50.65
51.20,50.30,51.25,50.30
50.50,50.80,50.85,49.65
50.82,50.75,50.90,50.25
50.40,50.95,51.15,50.40
51.05,50.55,51.05,50.20
50.80,50.85,51.15,50.15
51.00,51.15,51.15,50.10
50.80,51.10,51.25,50.80
50.30,50.35,50.75,50.30
50.50,51.00,51.10,50.50
