UBFO,United Security Bancshares - Common Stock,NASDAQ
3.05,3.14,3.26,3.05
3.18,3.28,3.28,3.18
3.19,3.21,3.25,3.14
3.22,3.13,3.22,3.10
3.20,3.23,3.23,3.05
3.09,2.99,3.11,2.91
3.01,2.95,3.10,2.84
3.04,3.07,3.07,3.01
2.93,2.95,3.06,2.83
3.04,3.05,3.10,3.04
3.06,3.12,3.15,3.05
3.10,3.06,3.10,3.06
3.12,3.12,3.12,3.12
3.11,3.11,3.11,3.11
3.11,3.01,3.11,3.00
2.97,3.01,3.12,2.97
3.06,3.10,3.10,3.03
3.09,2.93,3.09,2.87
3.06,2.95,3.06,2.95
2.93,2.95,2.95,2.93
2.92,3.00,3.00,2.92
2.98,3.05,3.08,2.98
3.10,3.09,3.13,3.09
3.04,3.05,3.15,3.04
3.10,3.09,3.11,3.02
3.03,2.97,3.03,2.97
2.97,3.09,3.09,2.91
3.00,3.05,3.10,2.87
3.08,3.06,3.08,3.06
3.04,3.06,3.08,3.03
3.02,3.05,3.08,3.02
3.05,3.10,3.10,3.00
3.09,3.01,3.09,3.01
3.09,3.07,3.09,3.00
3.06,3.03,3.06,2.96
2.98,3.01,3.01,2.97
3.01,3.01,3.09,2.98
3.09,3.09,3.09,3.09
3.00,2.99,3.10,2.99
3.00,3.05,3.05,2.99
2.97,3.10,3.10,2.97
3.09,3.15,3.16,3.09
3.02,2.99,3.02,2.99
3.05,2.97,3.05,2.97
2.97,2.99,2.99,2.97
2.97,2.97,2.97,2.97
2.90,3.00,3.00,2.90
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,2.99
2.90,2.92,2.92,2.90
2.92,2.92,2.92,2.92
2.90,2.87,2.90,2.87
2.87,2.87,2.87,2.87
2.88,2.88,2.88,2.88
2.88,2.88,2.88,2.88
2.88,2.87,2.96,2.87
2.96,2.89,2.96,2.89
2.89,2.89,2.89,2.89
2.87,3.00,3.00,2.87
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.88,2.95,2.95,2.88
2.92,2.92,2.92,2.92
2.88,2.80,2.88,2.40
2.70,2.50,2.70,2.50
2.55,2.75,2.75,2.55
2.45,2.50,2.73,2.45
2.70,2.65,2.70,2.65
2.80,2.51,2.80,2.50
2.51,2.53,2.70,2.50
2.60,2.52,2.60,2.52
2.60,2.60,2.60,2.58
2.60,2.60,2.60,2.60
2.62,2.60,2.62,2.60
2.49,2.30,2.49,2.22
2.26,2.31,2.35,2.26
2.37,2.37,2.37,2.37
2.19,2.37,2.48,2.18
2.28,2.36,2.39,2.28
2.35,2.05,2.35,2.03
2.04,2.30,2.49,2.04
2.12,2.01,2.25,2.01
2.34,2.30,2.38,2.30
2.16,2.20,2.30,2.16
2.36,2.14,2.36,2.07
2.14,2.22,2.22,2.14
2.30,2.26,2.31,2.18
2.25,2.25,2.27,2.25
2.25,2.32,2.35,2.25
2.31,2.08,2.31,2.07
2.25,2.27,2.27,2.25
2.25,2.25,2.25,2.25
2.26,2.27,2.27,2.25
2.27,2.33,2.38,2.27
2.28,2.28,2.35,2.28
2.32,2.35,2.44,2.32
2.30,2.50,2.50,2.30
2.45,2.29,2.58,2.29
2.39,2.35,2.57,2.29
2.33,2.25,2.67,2.20
2.28,2.20,2.48,2.20
2.22,2.23,2.58,2.20
2.30,2.10,2.48,2.10
2.11,2.29,2.53,2.11
2.28,2.15,2.44,2.15
2.21,2.15,2.34,2.15
2.15,2.19,2.42,2.15
2.19,2.23,2.23,2.17
2.24,2.20,2.24,2.20
2.15,2.15,2.23,2.15
2.20,2.20,2.20,2.20
2.16,2.16,2.49,2.13
2.43,2.26,2.43,2.26
2.16,2.17,2.48,2.16
2.41,2.49,2.67,2.20
2.44,2.32,2.47,2.23
2.60,2.55,2.67,2.31
2.43,2.65,2.65,2.43
2.54,2.62,2.62,2.27
2.51,2.31,2.51,2.31
2.43,2.47,2.49,2.31
2.37,2.41,2.49,2.37
2.49,2.45,2.49,2.45
2.52,2.44,2.52,2.44
2.66,2.51,2.66,2.51
2.49,2.51,2.66,2.49
2.51,2.51,2.51,2.51
2.51,2.51,2.51,2.51
2.32,2.48,2.62,2.32
2.33,2.32,2.46,2.32
2.49,2.33,2.49,2.32
2.32,2.32,2.50,2.17
2.39,2.35,2.49,2.27
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
2.44,2.31,2.45,2.26
2.44,2.33,2.44,2.24
2.33,2.33,2.33,2.33
2.25,2.27,2.40,2.25
2.38,2.39,2.40,2.20
2.39,2.39,2.39,2.39
2.39,2.39,2.40,2.39
2.24,2.26,2.31,2.22
2.30,2.30,2.30,2.30
2.22,2.28,2.30,2.09
2.22,2.15,2.22,2.15
2.30,2.11,2.30,2.11
2.00,2.29,2.35,1.73
2.23,2.29,2.29,2.23
2.10,2.22,2.22,2.10
2.25,2.26,2.31,2.23
2.33,2.30,2.33,2.30
2.33,2.33,2.33,2.25
2.25,2.40,2.40,2.25
2.42,2.42,2.42,2.36
2.48,2.50,2.50,2.48
2.54,2.50,2.58,2.41
2.58,2.46,2.60,2.46
2.45,2.33,2.53,2.26
2.53,2.44,2.53,2.44
2.51,2.41,2.53,2.35
2.39,2.45,2.52,2.39
2.40,2.45,2.45,2.35
2.48,2.50,2.52,2.48
2.47,2.50,2.52,2.47
2.51,2.48,2.51,2.48
2.54,2.54,2.54,2.53
2.54,2.46,2.54,2.45
2.53,2.50,2.53,2.50
2.53,2.53,2.53,2.53
2.53,2.41,2.54,2.41
2.52,2.49,2.52,2.49
2.54,2.26,2.54,2.23
2.26,2.25,2.32,2.22
2.10,2.15,2.29,2.10
2.05,2.14,2.21,2.05
2.10,2.05,2.10,2.05
2.07,2.12,2.13,2.07
2.15,2.24,2.44,2.15
2.23,2.21,2.25,2.20
2.11,2.14,2.17,2.11
2.16,2.28,2.45,2.11
2.25,2.46,2.51,2.25
2.46,2.35,2.46,2.35
2.34,2.30,2.35,2.29
2.30,2.35,2.50,2.30
2.36,2.37,2.37,2.36
2.36,2.49,2.50,2.36
2.49,2.35,2.49,2.35
2.40,2.35,2.40,2.35
2.35,2.35,2.35,2.35
2.35,2.35,2.36,2.35
2.40,2.38,2.40,2.38
2.35,2.50,2.50,2.35
2.50,2.50,2.50,2.50
2.50,2.47,2.50,2.32
2.44,2.35,2.44,2.35
2.35,2.32,2.35,2.30
2.32,2.31,2.32,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.29,2.29,2.31,2.29
2.29,2.29,2.31,2.29
2.29,2.29,2.29,2.29
2.26,2.29,2.29,2.26
2.30,2.08,2.30,2.06
2.07,2.00,2.23,2.00
1.97,2.11,2.16,1.95
2.11,2.11,2.11,2.11
2.13,2.29,2.29,2.12
2.25,2.33,2.33,2.25
2.30,2.30,2.33,2.30
2.34,2.42,2.42,2.34
2.33,2.47,2.47,2.31
2.43,2.41,2.43,2.41
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
2.35,2.34,2.35,2.13
2.37,2.35,2.37,2.35
2.31,2.31,2.31,2.30
2.31,2.38,2.38,2.25
2.26,2.26,2.26,2.26
2.32,2.38,2.38,2.32
2.38,2.38,2.38,2.38
2.38,2.38,2.38,2.38
2.40,2.15,2.47,2.15
2.25,2.26,2.26,2.25
2.26,2.26,2.26,2.26
2.26,2.26,2.26,2.26
2.34,2.34,2.34,2.34
2.37,2.41,2.43,2.16
2.40,2.23,2.40,2.23
2.25,2.35,2.35,2.24
2.36,2.45,2.50,2.32
2.41,2.50,2.50,2.41
2.47,2.49,2.50,2.25
2.49,2.49,2.49,2.49
2.49,2.50,2.50,2.49
2.50,2.50,2.50,2.50
2.50,2.50,2.51,2.49
2.53,2.53,2.53,2.53
2.57,2.57,2.69,2.42
2.51,2.44,2.58,2.40
2.45,2.26,2.63,2.26
2.26,2.26,2.26,2.26
2.55,2.54,2.55,2.45
2.47,2.51,2.51,2.30
2.50,2.48,2.53,2.45
2.45,2.48,2.48,2.45
2.48,2.43,2.48,2.43
2.44,2.42,2.44,2.28
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.40,2.40,2.40,2.40
2.52,2.30,2.65,2.27
2.41,2.32,2.42,2.32
2.31,2.41,2.41,2.31
2.45,2.45,2.50,2.45
2.45,2.45,2.45,2.45
2.51,2.51,2.51,2.51
2.49,2.28,2.49,2.28
2.53,2.50,2.53,2.38
2.50,2.51,2.51,2.50
2.50,2.50,2.50,2.50
2.36,2.45,2.46,2.36
2.45,2.45,2.45,2.45
2.50,2.54,2.58,2.50
2.54,2.54,2.54,2.54
2.52,2.52,2.52,2.52
2.52,2.52,2.52,2.52
2.51,2.48,2.53,2.48
2.38,2.48,2.50,2.30
2.48,2.50,2.57,2.40
2.50,2.50,2.50,2.50
2.43,2.53,2.53,2.43
2.77,2.46,2.82,2.43
2.46,2.46,2.46,2.46
2.31,2.43,2.50,2.31
2.44,2.44,2.65,2.41
2.44,2.45,2.52,2.41
2.49,2.40,2.64,2.40
2.49,2.53,2.54,2.49
2.53,2.53,2.53,2.53
2.59,2.48,2.59,2.48
2.43,2.37,2.58,2.30
2.38,2.34,2.40,2.31
2.43,2.36,2.45,2.33
2.38,2.65,2.65,2.38
2.60,2.51,2.60,2.46
2.56,2.46,2.56,2.46
2.49,2.50,2.58,2.47
2.53,2.53,2.53,2.53
2.53,2.53,2.53,2.53
2.53,2.50,2.53,2.50
2.53,2.53,2.55,2.52
2.57,2.68,2.68,2.51
2.60,2.55,2.60,2.55
2.65,2.65,2.65,2.65
2.74,2.75,2.77,2.74
2.72,2.66,2.77,2.55
2.74,2.59,2.74,2.55
2.60,2.55,2.60,2.55
2.59,2.59,2.74,2.55
2.58,2.69,2.70,2.58
2.69,2.56,2.69,2.46
2.69,2.97,2.97,2.68
2.99,3.00,3.02,2.65
2.85,2.95,2.95,2.80
2.83,2.95,2.95,2.76
2.94,2.93,2.98,2.93
2.98,2.87,2.98,2.87
2.90,2.98,2.98,2.90
2.98,2.99,3.00,2.95
3.00,2.99,3.00,2.99
3.00,2.97,3.00,2.95
3.00,3.02,3.10,2.81
2.96,3.04,3.05,2.96
3.05,3.05,3.05,2.97
3.05,3.05,3.07,3.05
3.02,2.99,3.02,2.89
2.99,2.99,2.99,2.99
2.89,2.83,2.89,2.83
2.89,2.84,2.97,2.84
2.89,2.89,2.89,2.82
2.82,2.80,2.82,2.69
2.60,2.70,2.84,2.60
2.70,2.65,2.70,2.60
2.80,2.63,2.84,2.63
2.66,2.66,2.66,2.66
2.82,2.72,2.82,2.72
2.76,2.84,2.84,2.75
2.95,2.92,2.96,2.62
2.97,2.97,2.97,2.97
2.97,2.90,2.97,2.88
2.70,2.70,2.86,2.69
2.70,2.69,2.74,2.69
2.69,2.68,2.69,2.68
2.80,2.68,2.96,2.68
2.68,2.71,2.79,2.68
2.84,2.75,2.84,2.75
2.86,2.77,2.87,2.75
2.77,2.75,2.86,2.75
2.86,2.78,2.86,2.75
2.77,2.70,2.77,2.70
2.68,2.63,2.70,2.60
2.62,2.60,2.69,2.49
2.61,2.52,2.62,2.52
2.53,2.51,2.53,2.50
2.51,2.51,2.51,2.51
2.61,2.53,2.62,2.53
2.60,2.50,2.61,2.50
2.50,2.59,2.60,2.50
2.56,2.51,2.56,2.51
2.55,2.59,2.59,2.51
2.53,2.56,2.57,2.53
2.69,2.60,2.69,2.54
2.60,2.60,2.60,2.59
2.60,2.51,2.60,2.50
2.55,2.72,2.76,2.55
2.70,2.68,2.70,2.63
2.62,2.70,2.70,2.62
2.70,2.82,2.87,2.70
2.83,2.81,2.83,2.75
2.83,2.84,2.89,2.81
2.88,3.05,3.06,2.88
3.01,3.28,3.28,3.01
3.29,3.34,3.43,3.14
3.40,3.29,3.40,3.25
3.29,3.40,3.50,3.29
3.42,3.47,3.57,3.35
3.45,3.45,3.45,3.45
3.47,3.46,3.57,3.46
3.50,3.50,3.58,3.49
3.50,3.65,3.67,3.50
3.70,3.66,3.77,3.66
3.67,3.71,3.87,3.67
3.76,3.68,3.78,3.51
3.69,3.71,3.75,3.52
3.72,3.94,3.95,3.72
3.85,3.90,3.95,3.80
3.90,3.80,3.90,3.74
3.77,3.76,3.78,3.51
3.65,3.85,3.85,3.63
3.81,3.83,3.85,3.74
3.81,3.82,3.82,3.81
3.81,3.80,3.81,3.80
3.80,3.84,3.85,3.80
3.83,3.76,3.85,3.75
3.76,3.73,3.76,3.73
3.71,3.85,3.85,3.71
3.80,3.84,3.85,3.80
3.84,3.84,3.84,3.84
3.84,3.83,3.85,3.80
3.80,3.81,3.82,3.80
3.79,3.81,3.82,3.79
3.83,3.89,3.89,3.81
3.85,3.95,3.95,3.85
3.91,3.94,3.95,3.91
3.95,3.96,3.96,3.94
3.96,3.97,4.01,3.96
4.02,3.92,4.02,3.90
3.99,4.14,4.14,3.90
4.12,4.11,4.20,4.03
4.20,4.19,4.20,4.18
4.22,4.24,4.24,4.17
4.24,4.22,4.24,4.22
4.22,4.12,4.24,4.12
4.25,4.21,4.40,4.17
4.37,4.46,4.53,4.35
4.46,4.49,4.50,4.26
4.47,4.35,4.47,4.35
4.45,4.40,4.45,4.40
4.35,4.35,4.46,4.35
4.35,4.40,4.47,4.35
4.40,4.45,4.47,4.36
4.45,4.33,4.46,4.33
4.35,4.41,4.46,4.35
4.33,4.34,4.39,4.33
4.46,4.37,4.46,4.31
4.37,4.25,4.37,4.24
4.27,4.27,4.53,4.27
4.33,4.21,4.33,4.21
4.21,4.24,4.47,4.20
4.42,4.03,4.44,4.01
4.19,4.22,4.24,4.19
4.19,4.19,4.24,4.00
4.16,4.17,4.31,4.09
4.15,4.11,4.15,4.09
4.11,4.00,4.11,3.96
4.08,4.11,4.11,4.07
4.15,4.17,4.18,4.15
4.08,4.06,4.10,4.06
4.01,4.09,4.10,4.01
4.10,4.06,4.10,4.00
4.09,4.10,4.10,4.07
4.10,4.11,4.11,4.10
4.08,4.10,4.11,4.07
4.10,4.12,4.13,4.05
4.10,4.12,4.13,4.05
4.13,4.09,4.13,4.09
4.15,4.13,4.15,4.05
4.15,4.12,4.15,4.05
4.11,4.13,4.13,4.11
4.13,4.30,4.32,4.13
4.30,4.28,4.30,4.28
4.29,4.30,4.30,4.29
4.17,4.28,4.28,4.17
4.28,4.28,4.28,4.28
4.26,4.26,4.26,4.26
4.20,4.16,4.20,4.15
4.17,4.30,4.30,4.17
4.29,4.18,4.29,4.18
4.28,4.20,4.28,4.20
4.31,4.21,4.31,4.21
4.39,4.35,4.39,4.29
4.35,4.27,4.52,4.27
4.45,4.26,4.45,4.22
4.26,4.26,4.26,4.26
4.30,4.28,4.30,4.11
4.11,4.25,4.29,4.11
4.29,4.29,4.30,4.25
4.25,4.29,4.30,4.25
4.26,4.28,4.28,4.25
4.30,4.25,4.30,4.25
4.14,4.28,4.30,4.14
4.11,4.25,4.33,4.11
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.14,4.15,4.17,4.11
4.15,4.21,4.22,4.15
4.13,4.15,4.20,4.11
4.11,4.15,4.19,4.10
