CACC,Credit Acceptance Corporation - Common Stock,NASDAQ
191.28,194.33,194.56,187.00
193.17,199.88,201.00,193.11
199.43,213.00,215.38,197.23
210.72,216.98,219.60,210.72
217.98,207.30,218.83,206.76
206.88,209.99,214.02,206.61
209.36,206.07,210.80,204.08
206.65,209.13,211.61,204.16
210.07,205.57,210.74,204.38
203.67,208.26,208.91,203.67
208.53,219.09,219.95,207.28
217.27,215.47,218.72,212.62
214.48,215.05,217.34,212.76
214.26,214.63,217.83,214.00
215.51,217.82,220.42,215.51
219.92,216.30,221.10,214.81
215.93,215.82,218.93,213.49
216.98,217.51,220.50,216.04
217.49,216.34,217.49,212.70
216.46,220.62,221.00,214.72
218.48,209.49,218.48,207.88
209.40,209.68,210.94,205.19
209.16,207.64,211.89,205.48
207.74,209.69,212.53,207.74
210.26,211.54,211.66,208.62
210.94,210.41,210.94,206.18
211.30,208.48,211.50,207.88
