NVEC,NVE Corporation - Common Stock,NASDAQ
48.00,46.40,48.27,45.53
45.45,46.06,46.42,45.37
49.16,49.44,51.58,47.02
49.22,48.28,49.89,47.90
48.83,49.39,49.55,48.75
48.83,49.80,50.16,48.51
50.00,50.78,51.00,49.86
50.48,50.50,51.20,50.25
50.25,49.60,50.25,49.10
49.83,49.04,49.83,47.31
49.25,48.22,49.65,47.85
47.95,46.65,48.17,46.65
46.26,45.52,46.66,45.25
45.53,45.32,46.37,44.50
45.15,45.33,45.98,45.06
44.50,45.24,45.42,43.32
45.46,44.85,46.62,44.81
45.72,47.20,47.20,45.72
47.19,46.49,47.56,46.40
46.31,45.31,47.75,45.31
45.76,47.45,47.51,45.60
47.33,48.19,48.32,47.04
47.59,45.10,47.90,45.09
45.97,43.66,45.97,43.58
43.95,43.92,44.34,43.33
44.43,43.64,44.48,43.42
43.88,45.12,45.23,43.75
44.56,45.72,45.77,44.50
45.88,44.56,46.35,44.36
45.00,46.09,46.21,44.62
45.68,47.07,47.61,45.68
47.46,48.10,48.36,46.68
48.40,48.26,48.63,47.01
48.80,47.24,48.99,47.21
47.56,46.22,47.81,46.21
46.04,45.96,46.45,45.55
45.58,46.30,46.67,45.58
46.51,47.25,47.87,46.51
46.99,45.69,46.99,45.55
45.01,43.00,45.05,42.84
42.87,43.53,43.85,42.87
43.43,43.81,44.00,42.80
44.09,43.30,44.46,43.02
44.21,43.23,44.65,43.23
43.27,45.41,45.41,43.27
46.07,45.53,46.07,44.81
45.52,46.18,46.36,45.04
46.11,45.73,46.37,45.40
46.37,47.56,47.73,46.22
47.22,47.85,48.10,47.22
47.76,47.37,47.76,47.00
46.87,45.33,46.87,45.33
45.35,45.44,45.77,44.76
45.05,46.02,46.02,44.75
46.21,46.11,46.82,45.98
44.49,44.35,44.80,43.40
44.02,43.80,44.08,43.00
43.97,44.48,44.52,43.70
44.62,44.40,44.77,44.24
44.24,44.10,44.36,44.10
44.24,44.00,44.68,43.64
43.48,42.97,44.57,42.53
43.72,43.27,43.72,42.77
43.22,42.86,43.90,42.82
43.01,42.97,43.18,42.45
42.75,42.45,43.11,42.39
42.26,41.92,42.48,40.85
42.18,41.70,42.29,41.51
41.16,40.85,42.08,40.70
40.47,39.70,40.77,39.32
39.45,39.59,40.00,39.45
39.56,38.66,39.85,38.56
38.65,39.84,40.00,38.40
40.29,39.90,40.70,39.75
39.73,40.95,41.10,39.54
40.66,39.77,40.86,39.62
39.52,40.35,40.38,39.52
40.35,39.92,40.35,39.92
39.36,39.54,39.84,39.19
39.31,39.73,39.80,38.63
39.78,39.35,40.08,39.25
39.87,40.08,40.13,39.23
40.02,38.77,40.02,38.71
38.56,38.40,38.82,38.00
38.98,40.24,40.25,38.98
39.99,40.36,40.93,39.79
40.87,40.85,41.14,40.17
40.68,39.99,40.80,39.99
40.23,40.47,40.65,40.17
40.98,39.48,40.98,39.27
39.51,39.05,39.51,38.67
39.53,40.44,40.57,39.53
40.44,40.44,40.65,40.26
40.07,41.42,41.55,40.00
41.55,41.09,41.55,41.07
41.61,41.82,42.34,41.40
42.05,43.87,43.98,41.50
43.62,43.21,43.73,42.70
43.15,43.14,43.28,42.57
42.96,42.64,43.02,42.17
43.11,43.83,43.85,42.67
43.93,44.12,44.64,43.31
44.44,43.50,44.44,43.29
43.49,43.76,43.87,43.08
44.14,43.03,44.14,41.82
43.17,43.02,43.17,42.17
42.94,42.82,43.20,42.47
43.18,44.22,44.24,43.18
43.86,44.06,44.41,43.86
44.54,43.17,44.54,42.95
43.01,44.13,44.59,42.57
44.01,44.76,44.94,44.01
44.44,44.28,44.81,44.00
44.33,44.40,44.79,44.00
44.95,47.39,47.72,44.79
47.95,47.36,48.17,47.36
48.00,48.70,48.75,47.51
48.30,45.99,48.43,45.84
46.00,46.55,46.95,45.75
46.58,45.40,46.61,44.72
45.67,45.82,46.00,45.07
46.16,45.51,46.42,45.42
45.31,45.72,45.73,45.25
45.64,46.27,46.50,45.44
46.77,47.87,48.13,46.33
47.99,48.13,48.51,47.69
48.44,46.97,48.48,46.79
47.51,48.02,48.13,47.34
48.19,48.13,48.40,47.45
48.80,49.04,49.04,48.23
48.98,49.15,49.50,48.89
49.45,49.39,49.46,48.91
49.39,48.74,49.42,48.55
49.12,48.94,49.12,48.20
48.48,48.41,48.99,47.81
48.01,47.99,48.36,47.73
48.12,48.69,49.73,48.12
48.25,47.74,48.77,47.39
47.98,49.10,49.26,47.56
49.48,50.52,50.94,49.21
50.31,51.33,51.46,50.31
51.34,50.58,51.50,50.04
50.15,50.19,50.66,49.23
50.52,51.39,51.40,50.52
51.71,51.14,51.96,51.14
51.08,51.72,51.74,50.42
51.40,50.99,51.74,50.90
51.60,52.27,52.32,51.60
52.43,52.73,52.79,52.37
52.56,53.11,53.58,52.56
53.00,52.82,53.08,52.54
53.06,53.52,54.00,53.06
53.53,53.84,54.41,53.53
54.04,53.79,54.06,53.67
54.01,53.82,54.01,52.83
54.04,54.21,54.65,53.90
54.66,54.09,54.66,54.04
54.28,55.20,55.50,54.28
55.53,56.70,56.70,55.15
56.87,55.86,56.87,55.51
56.28,55.95,56.40,54.01
56.42,57.25,57.31,56.42
57.44,57.30,57.75,56.06
57.50,57.91,58.34,57.50
58.25,57.44,58.25,56.01
57.43,55.97,58.41,55.96
56.37,57.15,57.43,56.37
57.00,58.00,58.40,57.00
58.33,57.83,58.65,57.55
58.55,58.01,58.55,57.86
58.83,57.39,58.91,56.16
57.39,58.11,58.64,57.39
58.12,58.10,58.58,57.53
58.50,58.65,58.75,58.22
58.65,59.86,59.94,58.64
60.00,60.65,61.79,59.59
60.84,61.04,61.53,60.71
61.41,61.08,61.75,60.35
63.49,62.06,63.49,60.54
62.31,60.86,62.31,60.72
60.57,57.09,60.57,56.27
56.79,56.71,57.94,55.49
56.96,56.77,57.56,56.53
56.75,57.00,57.48,56.50
56.83,56.59,56.98,56.16
56.86,60.08,60.09,56.75
60.42,60.00,61.04,59.48
60.38,57.03,61.07,57.00
57.72,58.08,58.43,56.64
58.73,59.72,59.98,58.10
59.70,59.34,59.90,59.30
59.50,58.55,59.67,58.20
58.55,58.51,58.55,57.87
58.97,59.58,60.78,58.77
59.90,60.50,60.50,59.37
60.90,59.71,61.00,59.14
59.99,60.31,60.87,58.92
60.35,61.15,61.20,59.55
61.33,61.77,62.00,61.17
62.24,61.23,63.00,60.78
61.54,60.99,62.64,60.61
61.15,60.79,61.80,60.21
60.79,60.39,60.79,60.02
59.98,58.62,60.08,58.51
58.46,57.12,58.56,56.50
57.02,58.15,58.19,56.42
58.25,59.15,59.25,58.00
59.38,59.25,60.93,58.67
59.49,57.54,60.07,57.20
57.17,57.04,57.98,56.83
57.35,59.25,59.25,57.35
59.42,58.11,59.42,57.88
58.19,55.73,58.19,54.16
55.77,56.91,57.28,54.38
56.83,54.80,56.83,54.42
54.15,53.55,54.15,52.51
52.85,53.31,53.67,52.60
52.56,52.58,53.16,52.11
51.01,53.74,54.21,51.01
53.70,53.01,54.66,52.64
53.81,52.47,53.95,52.32
53.16,53.16,53.23,52.13
53.83,54.48,54.78,53.26
54.60,54.27,54.91,53.95
54.08,55.11,55.63,54.00
55.62,55.57,56.00,55.21
55.73,56.02,56.50,55.11
56.43,56.14,56.57,56.03
56.18,55.69,56.69,55.60
55.87,56.71,56.88,55.69
56.78,56.34,56.96,55.78
56.67,55.83,57.25,55.82
55.96,55.34,56.48,55.26
55.41,56.57,57.14,55.41
56.61,56.92,57.71,56.05
55.27,56.12,57.55,55.27
56.50,55.46,56.50,55.24
55.86,54.82,55.86,54.80
54.44,53.91,54.59,53.52
53.91,54.06,54.78,53.55
53.53,55.02,55.53,53.53
54.93,55.56,55.74,54.20
54.86,55.13,55.54,54.29
55.27,55.04,55.48,54.60
56.18,57.09,57.16,55.81
57.50,57.46,57.75,56.44
57.55,57.56,57.88,56.68
57.53,58.10,59.29,57.00
57.83,58.35,58.97,57.16
58.33,58.55,59.00,58.02
58.63,58.96,59.04,58.50
59.42,57.79,59.54,57.56
57.55,56.73,57.85,56.36
56.85,55.71,56.97,55.17
53.99,55.66,56.73,53.50
58.87,58.08,58.87,57.17
58.93,58.81,58.93,57.75
59.00,59.77,60.71,58.76
59.99,59.10,60.45,59.00
58.94,60.52,61.00,58.51
60.70,59.05,60.70,59.04
58.88,58.97,60.56,58.56
58.90,59.58,60.39,58.02
59.91,59.98,60.45,59.78
59.99,61.58,61.76,58.80
59.50,61.66,62.55,59.50
60.70,59.36,60.70,59.26
59.84,57.88,59.84,57.80
58.03,59.26,59.53,58.03
58.22,59.38,59.66,58.06
59.38,59.19,59.38,59.00
59.63,61.08,61.08,59.39
60.99,57.80,60.99,57.75
58.00,57.89,58.32,57.20
57.19,56.62,57.73,56.26
56.68,55.11,56.84,55.09
55.58,55.92,56.84,55.07
55.58,55.70,56.42,55.13
55.71,56.85,57.40,55.20
55.21,55.11,56.65,54.78
55.14,54.40,55.43,54.40
55.02,55.02,55.39,54.75
54.30,53.45,54.88,53.34
52.93,52.73,53.57,52.37
53.27,53.09,53.28,52.36
52.96,53.24,53.38,52.54
53.56,54.82,54.94,53.48
54.66,55.29,55.86,54.58
54.59,56.68,56.79,54.01
56.83,55.56,56.83,55.12
55.80,56.40,56.74,55.35
56.50,57.06,57.09,55.98
57.20,57.97,57.97,55.95
57.86,58.45,58.93,57.86
58.54,58.29,58.71,57.83
58.30,59.00,59.11,58.10
58.99,58.35,59.00,58.09
59.22,59.70,59.98,58.85
58.84,59.28,59.77,57.68
58.48,59.24,59.99,58.27
58.90,57.88,59.00,57.69
58.07,58.44,59.00,58.06
58.65,56.34,58.89,55.89
56.58,56.77,56.80,55.80
56.60,56.60,57.02,56.01
57.21,60.19,60.19,57.21
60.49,60.72,60.99,59.28
58.01,58.98,59.97,57.71
59.03,58.51,60.00,58.30
57.89,57.33,58.40,57.02
57.70,56.84,58.12,56.65
56.28,55.02,56.29,54.90
55.03,55.11,56.01,54.62
54.45,55.07,55.95,54.14
55.50,55.53,56.03,54.88
55.17,54.90,55.69,54.68
54.67,55.70,56.19,54.00
54.27,55.00,55.88,54.27
55.64,55.12,56.38,54.25
53.97,53.67,55.74,53.40
54.21,56.00,56.10,52.54
54.87,55.35,56.65,54.16
55.84,57.59,58.34,55.12
58.01,56.70,58.01,56.21
57.88,58.25,58.71,57.15
57.88,57.60,58.59,56.97
57.70,56.82,58.17,55.97
54.91,57.08,57.66,54.91
56.40,57.34,59.15,56.18
58.53,58.53,58.87,56.95
58.56,61.93,62.23,58.20
61.90,63.69,64.00,61.04
63.70,63.11,64.25,62.79
62.23,63.01,63.50,61.72
63.94,65.27,65.51,63.15
65.27,65.53,65.99,64.81
65.55,66.06,66.49,65.49
66.01,67.00,67.70,66.01
65.61,67.30,67.51,65.61
66.29,66.69,67.61,65.45
67.18,66.89,68.05,66.20
67.00,67.17,69.00,66.50
67.01,64.41,67.47,63.97
63.37,65.87,66.00,62.97
65.97,68.25,68.45,65.88
68.70,68.37,69.46,67.57
68.85,68.50,69.04,66.77
68.89,67.55,68.89,67.49
67.00,66.60,67.25,65.41
66.68,64.75,67.14,64.63
64.94,63.84,65.39,63.70
62.01,60.29,62.12,59.16
58.81,61.60,61.85,58.81
62.00,61.99,62.01,59.59
63.31,64.81,65.78,62.70
64.58,62.29,64.58,61.35
63.07,62.85,63.82,60.81
62.10,60.66,63.45,60.46
59.95,58.03,60.36,57.27
57.06,61.84,62.20,57.06
61.61,63.64,63.91,60.99
63.34,63.72,64.40,62.47
64.00,64.61,66.50,63.36
65.28,66.39,66.41,64.75
65.93,66.80,67.30,65.93
67.22,67.76,68.30,66.79
67.41,68.10,68.63,67.41
68.89,68.85,68.93,67.24
68.11,65.81,68.22,64.87
65.77,67.44,67.86,65.42
67.11,65.68,68.05,65.50
60.27,56.41,60.27,55.51
57.37,55.20,57.37,55.00
53.87,56.02,56.90,53.81
55.43,54.96,55.86,54.95
55.09,55.19,56.22,54.40
56.50,57.40,57.62,55.75
56.91,56.74,57.45,56.71
55.06,55.02,56.10,54.75
53.21,55.24,55.88,53.21
55.76,54.63,55.76,53.92
54.99,55.02,55.36,53.98
54.99,54.85,55.48,54.15
54.47,54.53,54.98,53.90
54.99,56.48,56.69,54.70
55.10,56.03,57.53,55.10
56.99,58.01,58.19,55.79
58.50,58.99,59.25,58.05
58.82,57.07,59.80,57.05
57.74,58.10,58.33,56.81
58.10,56.46,59.44,56.41
56.48,55.22,56.48,54.02
55.17,55.32,55.58,54.51
54.60,55.03,55.26,54.60
55.03,54.52,55.10,53.67
54.92,54.89,55.29,54.40
55.00,53.50,55.52,53.50
54.69,55.35,55.39,54.26
55.39,54.19,55.99,54.02
55.46,58.58,58.75,55.44
58.32,57.11,58.46,57.00
57.72,57.46,57.98,57.04
57.88,57.58,58.70,56.79
57.56,57.62,58.33,56.74
57.31,57.32,58.15,56.26
56.77,54.99,57.33,54.99
55.00,57.84,58.56,54.99
56.43,55.83,56.99,55.16
56.47,55.50,56.71,55.36
55.53,55.86,55.86,54.11
56.15,55.29,56.15,54.41
55.75,55.23,55.99,55.00
55.34,55.01,55.60,54.73
55.99,58.39,58.75,55.84
58.39,57.06,58.39,56.02
57.43,57.92,58.57,57.12
57.67,57.88,58.00,57.41
57.53,57.59,57.80,57.19
57.50,56.56,57.70,56.56
56.57,56.64,57.94,56.57
57.00,55.53,57.02,55.25
56.05,56.22,56.50,55.53
56.13,55.04,56.13,55.04
55.00,55.32,55.66,54.55
55.13,55.26,55.71,55.07
55.22,54.24,55.37,53.77
54.88,54.81,54.88,54.33
54.54,54.65,55.16,53.99
54.58,54.69,54.75,54.29
54.11,54.49,54.85,54.11
54.80,55.08,55.32,54.35
54.15,55.18,55.85,54.15
50.91,54.50,54.50,49.50
54.17,54.46,54.46,53.61
54.46,54.02,54.50,53.68
53.52,54.30,54.32,53.19
54.09,54.30,54.30,53.62
54.28,54.16,54.43,53.82
53.99,54.45,54.71,53.99
54.45,54.43,55.45,54.41
54.64,54.56,54.68,53.90
54.76,54.91,55.44,54.32
55.20,56.82,57.09,55.15
57.59,57.97,58.30,57.22
57.50,57.87,58.46,57.50
57.71,56.79,57.91,56.77
56.75,55.93,56.78,55.14
56.01,55.37,56.31,55.26
54.79,55.10,55.18,54.55
55.40,56.49,56.49,55.40
55.84,55.93,56.33,55.62
56.02,55.07,56.05,55.07
55.07,55.90,55.93,54.85
56.13,56.17,57.03,56.03
56.06,55.73,56.79,55.73
55.90,54.88,55.93,54.86
55.04,56.10,56.12,54.79
56.13,55.82,56.40,55.55
56.00,55.31,56.00,55.18
55.01,55.00,55.16,54.66
54.92,53.50,55.05,53.50
53.76,53.29,54.20,53.22
53.07,51.16,53.55,51.14
50.99,50.99,51.12,50.62
50.35,52.06,52.37,50.35
52.48,52.78,52.80,52.10
53.14,53.69,53.92,52.69
53.72,54.51,54.58,53.71
54.50,54.01,54.72,53.13
54.45,55.50,55.50,53.98
55.25,51.58,55.25,51.50
51.64,52.09,52.27,51.00
51.97,51.34,52.01,51.34
51.55,51.61,51.85,51.21
51.25,52.17,52.33,51.00
52.16,52.11,52.51,51.46
51.60,52.23,52.23,51.34
51.52,52.39,52.39,51.07
52.53,54.27,54.63,52.30
54.46,53.78,54.50,53.57
54.07,53.19,54.07,53.17
52.82,53.02,53.09,52.10
53.00,53.00,53.28,52.54
53.00,53.03,53.69,52.55
52.80,53.01,53.20,52.01
52.45,52.30,52.57,52.05
52.29,51.42,52.36,51.37
50.60,51.15,51.83,50.60
51.25,50.37,51.47,50.06
50.56,49.25,50.69,48.98
49.16,51.27,51.36,49.16
51.02,49.51,51.02,49.42
49.51,49.09,50.18,48.96
49.03,49.41,49.91,49.02
49.05,49.12,49.46,48.78
49.14,49.01,49.94,48.87
49.83,48.20,49.83,48.00
47.38,47.64,48.00,46.35
47.57,48.41,48.41,47.48
48.90,48.32,49.30,47.88
48.04,49.02,49.07,48.04
48.52,49.37,49.47,48.52
49.11,50.68,50.85,49.11
50.64,51.26,51.69,50.64
50.84,52.90,53.02,50.28
52.52,54.57,54.99,51.48
54.54,54.99,55.95,53.36
54.60,55.35,55.83,54.60
55.19,55.72,55.98,54.16
55.50,56.07,56.34,55.12
56.35,56.08,56.35,54.81
55.99,55.80,56.43,55.22
55.15,56.53,57.24,55.15
56.90,56.68,57.48,56.63
56.40,54.75,56.40,54.51
55.01,53.50,55.01,53.50
53.44,52.73,53.54,52.44
52.91,53.48,53.68,52.73
53.67,53.33,54.27,52.99
53.02,53.44,53.55,52.45
53.28,52.67,53.28,52.25
52.48,51.78,52.48,51.67
51.98,52.75,52.85,51.79
52.50,51.74,52.58,51.73
52.02,51.99,52.12,51.79
51.27,50.21,51.67,50.16
50.18,49.98,51.39,49.81
49.78,50.12,50.35,49.56
50.37,52.00,52.00,50.37
52.23,50.82,52.25,50.52
50.58,51.09,51.35,50.55
51.00,50.66,51.82,50.39
51.00,49.89,51.30,49.86
49.90,49.30,50.20,49.21
49.61,50.13,51.00,49.03
50.32,51.04,51.04,49.65
50.46,51.75,51.81,50.46
51.69,52.32,53.00,51.42
52.38,52.18,52.91,52.00
52.21,51.50,52.43,51.33
52.30,52.69,52.72,51.90
52.21,52.42,52.86,51.75
52.56,52.48,52.85,52.14
53.08,52.10,53.08,51.66
52.00,52.17,52.49,50.80
52.91,53.75,53.75,52.49
53.50,53.10,53.50,52.64
53.25,54.33,54.33,53.25
54.12,54.60,54.71,54.01
54.20,53.29,54.61,53.01
53.21,52.78,53.88,51.09
52.90,52.25,52.90,51.87
52.18,52.11,53.00,51.90
52.14,51.58,52.45,50.83
51.56,52.09,52.94,51.56
52.05,51.16,52.34,50.99
51.53,49.60,51.53,48.61
49.63,49.56,50.68,49.00
51.69,56.09,57.00,50.98
56.08,56.01,56.99,55.68
55.44,55.00,55.73,54.42
55.17,53.97,55.17,53.78
54.19,53.59,54.43,53.58
53.90,54.36,54.64,53.25
54.51,55.34,55.48,54.42
55.44,54.88,55.59,53.14
54.91,55.32,55.82,54.91
55.36,53.34,55.36,53.34
53.37,52.77,53.80,52.42
53.54,54.81,54.85,52.77
54.98,54.60,55.41,54.30
54.76,54.95,55.60,54.50
54.72,54.55,55.68,54.44
54.66,54.11,54.66,53.38
53.87,53.90,54.63,53.48
54.03,53.93,54.38,52.84
54.43,53.34,54.43,53.34
52.84,54.21,54.23,52.77
54.25,54.06,54.46,53.17
53.80,54.28,54.59,53.80
54.35,54.57,55.00,54.00
54.69,53.97,54.98,53.59
54.00,54.29,54.88,53.32
54.00,53.93,54.33,53.06
53.72,55.13,55.90,53.03
55.42,54.88,55.42,54.65
54.69,55.16,55.18,54.69
55.02,56.49,56.49,55.02
55.92,56.18,56.39,55.92
56.06,56.21,56.47,55.81
56.00,56.66,56.70,56.00
56.35,55.52,56.69,55.51
55.74,56.39,56.50,55.67
56.55,56.46,56.89,56.06
56.40,56.74,56.96,56.00
56.56,57.35,57.50,56.22
57.50,57.59,57.85,57.10
57.39,58.62,58.75,57.11
58.53,60.20,60.41,58.50
60.00,59.60,60.96,59.17
59.19,59.36,59.75,59.06
59.30,59.11,59.90,59.11
59.01,58.86,59.23,58.61
59.78,58.74,59.95,58.65
59.00,59.31,59.60,58.03
59.60,59.04,59.88,58.99
59.32,59.20,59.60,58.72
59.40,59.76,60.25,59.18
59.43,59.19,59.91,59.16
59.34,60.25,60.25,59.01
60.80,60.89,61.00,59.99
61.46,59.44,61.46,59.31
59.77,60.50,60.50,59.51
60.51,60.67,61.37,60.16
60.58,61.07,61.31,60.49
61.44,60.46,61.47,60.37
60.90,60.11,61.33,59.70
60.80,59.96,61.31,59.69
59.70,58.48,59.83,58.39
58.74,58.44,59.10,58.26
58.67,58.08,58.67,57.74
57.99,57.69,58.03,57.54
54.49,53.04,54.49,51.13
53.01,53.00,53.05,52.50
52.74,52.53,53.54,52.51
52.00,52.21,52.62,52.00
52.30,50.87,52.51,50.29
51.06,52.11,52.41,50.84
52.23,52.14,52.38,51.95
52.01,51.80,52.36,51.63
51.80,53.70,53.87,51.80
53.38,53.47,54.04,53.03
53.06,52.88,53.79,52.41
52.86,52.70,52.96,52.47
52.36,51.03,52.36,50.63
51.10,49.34,51.33,48.89
48.92,49.31,49.67,48.76
49.14,50.63,51.47,48.93
50.50,49.50,50.69,48.98
49.66,47.58,50.17,47.40
47.74,48.87,49.66,47.74
48.26,48.93,49.81,47.50
49.25,50.97,51.05,49.25
50.68,50.80,51.21,49.28
50.82,51.18,51.68,50.29
51.45,50.09,51.45,49.60
50.08,51.99,52.07,50.08
51.78,51.99,52.65,51.30
51.82,52.40,52.64,50.13
52.97,52.70,53.47,52.04
52.74,53.10,53.56,52.02
53.26,53.33,53.65,53.00
53.25,53.43,53.58,52.94
53.60,53.91,54.18,53.29
53.73,53.73,54.22,53.38
53.89,54.06,54.19,53.31
54.00,54.09,54.20,53.45
54.21,55.20,55.25,54.04
55.25,55.44,55.70,54.78
55.32,55.37,55.96,54.73
55.70,54.95,55.85,54.80
55.05,55.75,55.89,55.05
55.96,56.26,56.70,55.82
56.36,55.00,56.79,54.95
54.88,55.49,55.49,54.10
54.80,53.77,54.80,53.35
53.66,53.64,54.38,53.51
53.86,53.05,53.91,52.58
53.25,53.72,54.01,52.46
53.53,53.07,54.00,52.43
52.84,55.49,55.49,52.75
56.00,55.94,56.49,55.03
56.19,55.58,56.25,55.54
55.94,55.99,56.21,55.10
55.54,55.69,56.09,55.40
55.66,55.12,55.83,54.93
55.39,55.43,56.25,54.80
55.90,55.56,55.90,54.61
55.68,54.93,55.92,54.45
54.60,54.92,55.12,54.46
54.67,55.18,55.40,54.55
55.21,54.71,55.21,54.31
55.00,54.81,55.39,54.58
54.70,54.86,55.48,54.53
54.79,56.05,56.11,54.41
56.10,54.78,56.20,54.44
55.12,55.23,56.49,55.12
55.62,54.70,55.76,54.51
54.81,55.50,55.61,54.51
55.30,55.02,55.37,54.71
55.74,54.80,55.82,54.65
54.57,55.00,55.20,54.57
55.15,55.98,56.00,55.13
55.44,55.00,55.48,54.21
54.78,55.27,55.27,54.78
54.80,55.62,55.77,54.80
55.45,54.64,55.45,54.50
54.75,55.02,55.09,54.48
54.90,54.89,55.44,54.48
54.90,55.06,55.57,54.82
54.98,54.90,55.00,54.82
54.60,54.96,55.12,54.60
55.24,55.09,55.24,54.70
55.27,55.06,55.27,54.31
54.90,54.28,55.23,54.28
54.29,53.75,54.36,53.36
54.02,53.86,54.02,53.30
54.00,53.20,54.77,53.06
53.29,52.77,53.98,52.55
52.52,52.78,53.19,52.52
52.79,52.96,53.18,52.61
52.78,53.05,53.39,52.78
52.91,53.35,53.35,52.81
53.71,53.64,53.71,53.16
53.56,53.47,53.81,53.16
53.63,53.65,53.70,53.35
53.82,54.36,54.43,53.65
54.09,54.69,54.75,54.00
54.59,54.92,55.07,54.59
54.84,55.08,55.22,54.72
54.60,54.91,55.46,54.35
55.00,55.37,55.50,54.50
54.97,55.73,55.73,54.97
55.82,55.90,55.98,55.51
55.99,55.56,56.00,55.19
55.24,55.76,56.00,55.24
55.52,55.74,55.95,55.50
55.73,55.47,55.73,55.39
55.97,55.53,56.00,55.38
55.15,55.60,55.76,55.10
55.76,56.42,56.46,55.08
55.17,54.90,55.30,54.61
55.99,54.27,55.99,54.00
54.23,54.38,54.64,54.06
54.02,54.40,54.61,54.00
53.46,54.19,54.84,53.46
54.29,54.73,54.73,53.90
54.58,54.60,55.11,54.12
54.02,54.47,54.64,54.00
52.03,53.80,54.25,52.03
53.71,53.98,54.04,53.50
53.53,52.28,53.53,52.11
52.82,52.86,52.94,52.20
52.43,52.43,53.00,51.52
52.64,51.97,52.81,51.67
52.09,52.75,52.75,52.09
52.64,52.78,52.80,52.21
53.01,52.96,53.01,52.39
52.23,53.02,53.18,52.23
53.09,52.99,53.09,52.75
52.62,52.53,52.73,52.12
52.76,52.78,52.90,52.39
52.87,53.07,53.54,52.39
52.05,50.80,53.06,50.80
50.55,51.71,51.95,50.50
52.07,51.62,52.09,51.01
51.42,51.44,51.96,50.96
50.81,51.56,51.71,50.81
51.74,52.48,52.49,51.47
52.22,52.11,52.50,51.87
52.39,52.85,52.98,52.14
52.70,52.38,52.70,52.09
52.23,51.42,52.68,51.21
51.28,51.31,51.53,51.12
51.25,51.17,51.30,50.82
51.20,51.19,51.37,51.08
51.20,51.12,51.38,50.94
51.20,51.22,51.37,51.11
51.10,51.00,51.16,50.50
50.63,51.25,51.25,50.13
51.08,50.90,51.30,50.60
51.35,51.38,51.46,50.75
51.19,51.03,51.37,50.93
51.23,51.63,51.64,51.00
51.27,51.73,51.80,51.08
51.79,52.03,52.25,51.78
52.12,51.73,52.12,51.55
51.88,50.81,51.88,50.80
51.00,51.07,51.28,50.80
51.07,51.18,51.31,50.90
51.15,51.20,51.25,51.05
50.91,50.14,51.08,49.86
50.23,49.93,50.23,49.75
49.97,50.00,50.47,49.65
49.81,49.13,50.00,49.05
49.46,49.13,49.46,48.85
49.21,49.19,49.47,48.75
49.39,49.35,49.74,49.20
