TNH,Terra Nitrogen Company,NASDAQ
190.00,190.60,192.43,186.62
191.00,190.00,192.98,189.00
189.11,193.04,194.58,189.01
192.62,191.44,195.48,190.34
194.00,189.83,194.00,187.20
190.30,196.73,197.99,190.30
197.00,195.96,197.00,194.17
197.00,197.31,199.88,196.02
197.81,200.00,200.00,197.54
200.00,201.80,201.95,197.83
202.07,210.50,213.24,202.07
212.09,213.25,219.33,208.69
211.64,208.23,211.64,205.43
213.00,216.80,217.89,212.34
219.00,224.16,224.96,218.00
226.01,213.97,239.79,211.26
209.44,202.25,209.44,191.00
204.05,206.75,208.44,203.00
210.00,216.60,220.71,210.00
217.49,218.34,222.13,216.87
219.42,220.10,223.00,218.01
222.44,219.91,222.44,219.02
217.97,222.68,223.85,215.55
224.12,231.48,231.88,223.97
235.95,228.75,242.00,225.40
233.00,233.50,234.25,228.00
235.95,230.00,235.95,229.26
231.95,222.66,231.95,214.36
216.00,208.23,216.45,208.23
213.25,217.50,221.85,213.25
223.00,223.30,226.90,221.00
226.99,223.00,226.99,223.00
225.75,226.00,226.98,223.24
228.27,228.47,230.87,226.00
232.99,225.04,232.99,223.79
226.85,225.99,228.99,224.00
228.48,227.26,229.48,225.02
225.53,225.11,228.56,225.02
225.00,224.47,225.00,222.00
226.45,228.10,228.10,224.00
228.09,228.14,229.00,226.70
228.99,234.55,235.98,228.99
239.99,242.90,243.00,235.70
247.90,249.79,250.00,245.74
249.80,244.95,249.99,243.14
244.75,247.95,247.95,237.11
250.00,250.80,252.61,246.35
251.00,249.75,251.59,242.00
249.99,252.64,252.75,247.80
250.15,252.25,252.25,247.00
250.48,260.48,260.49,250.00
256.02,261.50,262.40,250.70
264.00,265.60,270.93,262.21
272.98,272.59,283.87,268.75
279.00,284.00,285.84,277.25
284.00,292.60,292.96,277.25
295.00,269.70,298.50,255.02
278.19,267.36,278.96,264.00
266.64,258.25,267.00,256.55
255.50,248.92,257.37,245.00
249.01,262.65,262.96,249.01
260.75,264.81,266.53,253.00
270.00,268.22,271.79,265.00
275.00,278.65,278.94,271.84
279.54,277.70,279.78,274.00
277.50,274.00,278.50,271.50
272.99,268.00,274.07,264.14
266.63,260.23,266.66,258.00
256.90,262.70,263.99,253.11
263.95,255.16,265.50,255.00
255.17,238.50,255.99,232.20
233.25,239.00,239.00,230.10
237.99,229.86,239.23,228.79
223.00,219.99,223.25,216.10
222.00,203.40,224.99,200.74
196.71,204.75,206.00,193.33
200.02,198.75,201.87,196.05
200.22,199.83,203.00,198.46
200.27,196.92,203.93,195.67
195.66,182.06,197.00,181.01
181.34,175.20,183.49,173.11
175.20,198.33,198.48,175.20
202.25,205.14,216.99,200.00
201.00,200.50,204.16,195.23
198.58,201.35,206.70,198.23
200.91,200.16,201.28,195.11
205.99,204.85,211.00,203.13
201.30,201.85,204.98,194.21
200.65,200.04,201.49,197.36
195.00,202.10,202.10,193.95
202.10,193.16,202.10,187.70
190.55,205.50,206.89,188.55
209.95,205.51,212.54,202.50
209.99,206.32,211.76,202.00
202.63,203.48,203.88,200.00
206.30,200.40,208.90,198.50
200.16,200.14,205.72,199.53
197.11,197.50,199.00,194.00
197.00,194.97,198.81,193.60
193.61,189.53,193.93,188.25
186.78,184.72,188.52,182.08
186.85,198.12,199.84,186.85
198.00,197.71,198.74,192.78
198.40,196.25,199.51,194.00
197.70,198.02,198.92,196.10
198.11,204.44,208.90,196.00
206.21,218.95,218.95,206.21
220.25,220.80,227.77,218.35
217.51,216.31,217.51,209.83
224.76,211.80,225.00,210.00
212.66,218.29,218.99,212.66
218.95,222.65,224.95,217.10
223.69,220.89,226.29,215.00
216.89,217.98,218.49,213.03
216.00,217.62,219.99,214.00
218.04,211.15,221.00,211.00
215.15,213.01,216.91,209.01
212.10,207.83,212.10,201.27
210.95,204.50,213.99,204.50
205.00,215.35,216.15,205.00
219.00,226.00,228.79,217.02
230.05,231.20,234.75,230.00
233.00,227.95,233.90,225.53
225.26,228.91,229.90,225.02
228.90,221.50,228.90,218.00
220.95,214.30,221.43,213.00
216.00,212.49,220.78,210.11
215.98,216.63,218.48,213.80
218.00,223.58,224.84,217.01
225.00,229.19,232.60,225.00
229.59,225.98,233.50,222.07
228.75,229.17,230.69,226.38
225.70,226.20,229.86,224.90
233.00,228.88,233.00,228.06
231.00,230.47,233.61,230.00
232.01,234.69,236.00,231.11
235.99,235.78,237.99,231.12
237.39,236.10,237.92,233.95
232.19,236.10,237.22,232.19
237.99,238.16,241.43,236.70
238.30,238.87,240.00,237.05
234.25,234.98,236.69,231.70
234.50,231.00,234.50,230.01
230.75,231.91,232.84,230.50
232.16,224.05,232.16,222.52
224.00,211.05,224.50,210.08
210.00,219.00,220.90,206.28
219.00,214.50,219.00,213.55
214.89,214.20,216.89,211.88
215.30,215.28,216.36,213.56
215.00,214.51,217.00,213.18
215.95,215.29,215.95,213.96
215.28,212.50,215.28,212.04
213.97,220.09,220.09,213.40
216.79,215.48,218.86,215.12
216.19,216.01,216.19,212.32
217.99,213.50,219.88,213.00
213.00,213.76,215.24,211.69
213.75,210.85,214.01,210.74
211.43,210.30,213.60,210.16
211.24,215.75,216.05,211.24
215.00,220.04,222.00,213.23
221.55,221.91,224.50,220.23
222.98,222.00,223.88,220.00
221.94,222.00,222.96,220.03
220.72,221.00,222.99,219.94
217.00,215.50,218.64,213.09
216.75,216.90,218.18,215.50
217.94,219.34,220.88,216.70
220.50,221.00,222.50,219.68
219.54,216.47,220.90,215.50
217.57,216.67,219.89,215.00
216.15,216.00,217.96,215.20
216.00,215.00,218.48,214.00
214.00,213.70,214.99,212.50
212.43,209.90,213.00,206.83
208.75,214.00,214.00,208.75
214.11,215.00,215.90,214.00
215.00,215.01,215.82,214.74
216.56,215.88,216.56,214.50
214.50,214.25,215.74,214.00
214.82,215.50,216.30,214.27
214.68,211.53,215.00,210.01
211.14,211.45,213.00,210.52
211.50,214.99,214.99,211.45
213.90,214.21,215.70,213.20
212.80,213.02,214.00,212.54
212.75,212.52,214.30,212.11
214.03,216.07,216.18,212.61
213.00,215.50,216.00,212.52
215.21,216.49,216.99,214.02
216.50,215.18,216.50,214.50
215.47,213.05,215.50,213.05
213.00,214.71,215.14,213.00
215.00,218.75,218.75,215.00
219.99,217.60,220.70,216.71
217.67,222.01,222.80,215.25
222.01,233.50,236.00,222.00
230.95,226.82,231.58,222.01
225.73,226.00,231.98,225.01
224.00,226.50,229.88,223.05
226.00,230.67,233.48,226.00
229.17,230.66,234.00,226.67
226.01,213.70,227.50,210.98
212.04,202.50,213.98,202.50
202.00,209.09,209.10,201.15
214.00,215.94,219.94,213.89
216.85,216.75,223.15,214.38
216.00,216.25,218.48,213.50
215.63,216.03,217.99,215.00
216.00,216.43,216.74,213.51
214.76,215.00,217.25,214.01
214.48,215.52,216.00,212.80
219.15,218.20,220.99,217.35
219.35,217.00,219.35,216.85
216.56,216.75,218.23,215.12
215.00,215.90,218.50,213.53
215.01,215.10,216.67,215.00
215.39,215.94,216.40,214.50
216.00,215.06,216.25,214.63
215.00,215.35,215.42,213.51
215.29,215.10,215.90,214.69
215.32,213.00,215.68,212.82
212.96,209.75,213.52,208.51
208.26,208.83,212.43,208.26
209.65,207.70,211.81,206.11
207.70,209.45,210.53,207.00
210.00,212.25,212.25,209.83
212.40,212.40,213.22,211.25
208.07,215.00,215.00,208.07
214.38,212.48,214.38,210.02
214.67,214.23,214.67,212.51
214.10,212.84,214.88,210.51
210.75,211.04,212.50,210.75
211.00,214.09,215.00,210.00
220.00,219.50,220.98,216.58
219.81,220.06,220.99,218.05
221.00,231.22,232.98,220.87
231.83,236.50,236.83,231.83
237.11,237.80,238.90,236.25
239.00,240.43,240.60,238.00
242.00,249.30,250.57,242.00
251.59,254.00,256.50,251.59
253.75,246.00,254.69,242.50
244.50,248.00,248.00,242.50
247.70,241.00,247.70,240.50
241.15,235.99,241.15,232.19
235.24,231.94,235.99,230.00
230.91,236.45,236.68,230.91
238.01,240.15,242.18,237.75
241.75,240.00,242.99,236.54
242.00,243.48,246.89,242.00
249.69,240.00,255.00,239.00
243.75,243.25,244.94,240.00
244.00,244.00,246.00,242.00
243.18,244.75,245.98,243.18
246.01,245.15,247.70,243.25
243.07,242.76,245.97,241.02
246.70,242.45,246.70,241.01
243.50,242.50,244.38,242.00
242.02,243.99,243.99,241.51
244.00,244.58,249.00,242.85
246.18,244.41,247.60,243.18
246.40,246.50,246.74,244.39
246.80,245.00,247.50,235.50
236.30,239.57,240.99,233.30
242.00,242.22,243.98,239.09
242.20,242.50,242.50,239.25
240.02,238.00,240.34,234.02
235.25,230.06,236.00,223.37
233.31,227.90,234.38,226.11
228.50,221.89,229.48,220.33
222.15,220.61,222.58,217.92
221.23,229.70,232.10,218.58
231.90,234.50,234.84,228.25
234.00,234.61,237.00,231.02
234.99,231.88,234.99,228.44
234.50,230.80,234.97,228.52
228.90,227.99,231.84,226.00
229.95,229.54,231.99,229.28
232.00,232.50,232.96,229.55
232.49,231.25,233.49,231.03
231.10,230.00,232.70,228.28
229.50,225.30,229.75,225.00
225.30,228.00,229.10,225.00
227.95,219.00,230.95,219.00
218.02,218.78,222.00,217.50
219.80,220.04,221.50,217.01
221.92,218.25,223.03,218.25
218.51,220.82,221.93,217.91
221.12,221.00,222.95,220.27
220.61,219.55,222.90,219.01
220.99,220.85,223.00,219.50
220.55,219.26,222.72,219.00
218.77,220.02,222.49,218.71
219.11,216.95,219.95,216.52
217.15,212.85,219.76,210.00
212.75,206.55,212.75,199.00
205.01,204.20,206.00,203.17
200.30,202.92,203.00,199.13
201.00,199.99,201.98,198.12
200.00,199.99,202.00,198.48
200.00,197.55,200.00,197.00
197.01,200.00,200.77,196.87
199.99,200.00,200.00,197.50
197.30,197.05,198.61,196.39
198.47,199.31,200.97,197.11
197.32,196.02,198.43,196.02
198.80,197.59,199.99,197.03
197.25,198.50,199.00,196.17
200.90,201.17,201.17,199.00
202.02,203.31,205.00,202.01
204.79,206.00,206.00,203.76
207.81,213.91,214.99,207.81
214.64,211.67,217.13,210.00
211.00,217.00,217.00,211.00
217.31,213.95,217.64,213.12
214.00,209.05,215.62,209.05
210.01,204.63,211.47,204.63
203.59,204.00,207.77,203.57
203.99,205.11,206.47,202.50
206.49,208.65,210.00,206.23
209.40,213.78,213.79,207.10
219.85,222.52,222.90,217.50
223.00,222.50,225.24,221.02
223.50,223.00,225.00,222.01
224.99,225.60,225.95,223.75
225.60,227.52,228.48,225.50
225.01,220.85,225.01,218.50
220.00,218.00,221.97,218.00
218.00,214.80,218.00,213.51
214.02,215.00,217.90,213.82
215.00,214.86,217.49,214.21
213.90,215.75,216.08,211.74
215.75,216.82,217.49,215.00
217.90,215.45,220.00,212.91
214.95,212.95,215.00,211.00
212.95,212.60,213.00,211.20
212.84,211.78,213.97,211.00
210.50,207.27,210.50,205.26
205.55,208.01,208.01,205.21
206.85,204.53,206.85,204.00
204.50,205.25,205.25,204.00
206.15,206.59,207.25,205.00
206.75,207.00,207.98,206.60
206.00,204.82,206.50,204.51
205.05,200.94,206.98,200.51
201.10,205.25,205.95,200.32
205.39,203.48,207.76,203.13
204.17,207.00,207.00,204.17
206.25,208.45,208.74,206.25
208.00,209.65,209.65,208.00
208.89,205.50,208.89,204.13
