TNH,Terra Nitrogen Company,NASDAQ
105.33,107.00,107.00,105.26
107.00,108.01,109.18,106.54
109.00,106.84,109.00,106.27
106.40,105.70,107.50,105.50
105.21,104.74,105.62,104.50
104.28,102.04,105.00,101.80
102.03,104.05,104.28,102.03
104.15,103.13,104.90,103.13
103.13,101.93,104.99,101.00
101.15,102.57,102.80,101.15
102.58,103.29,103.54,102.45
102.50,102.30,103.25,101.94
103.11,103.10,103.11,101.94
103.14,103.67,104.50,103.14
103.99,102.02,104.12,101.70
102.25,102.43,102.56,102.00
102.59,102.71,103.00,101.70
103.00,104.95,105.19,102.95
105.18,107.98,108.00,104.79
107.98,106.50,107.98,106.42
107.39,106.48,107.39,105.28
106.50,105.98,106.83,105.00
105.41,105.34,105.72,104.40
104.49,106.76,106.76,104.49
106.75,106.37,106.86,104.87
106.37,106.47,106.47,105.69
