CNTF,China TechFaith Wireless Communication Technology Limited - American Depositary Shares,NASDAQ
20.75,20.55,20.90,20.25
20.70,20.10,20.90,19.95
20.05,19.85,20.45,19.70
19.45,20.25,20.40,18.75
20.25,20.10,20.50,19.70
20.45,19.95,20.65,19.80
20.15,20.45,20.45,20.00
20.60,20.85,21.20,20.35
20.95,20.71,21.20,20.45
20.75,21.00,21.05,20.65
21.50,21.75,22.35,21.05
21.85,23.30,23.65,21.80
23.60,25.80,25.90,23.60
25.15,24.78,25.50,24.05
24.75,25.30,26.10,24.75
25.15,24.95,25.60,24.45
25.30,25.50,26.40,25.15
26.10,26.15,26.50,25.50
27.50,28.10,28.15,27.16
28.00,26.90,28.00,26.70
27.00,27.45,27.55,26.55
27.50,29.05,29.70,27.50
31.00,30.70,31.75,30.30
31.00,31.35,31.50,30.05
31.80,33.70,34.00,31.75
34.55,30.80,34.80,30.20
30.40,28.75,30.40,28.40
28.40,28.65,29.35,27.30
32.00,29.65,32.84,29.45
29.90,28.40,30.00,27.70
28.55,28.65,28.85,27.30
28.90,28.05,28.90,27.70
28.45,28.00,28.80,27.90
27.95,26.25,27.95,26.15
26.35,27.65,28.00,26.25
27.20,26.40,27.95,26.15
23.90,22.05,26.20,20.75
21.85,21.85,22.70,21.50
22.00,21.55,22.20,21.45
21.50,22.70,22.85,21.25
22.30,21.45,23.30,21.25
21.35,21.45,22.20,21.25
21.45,21.70,21.90,21.25
23.00,21.75,23.95,21.35
21.80,20.20,22.05,19.55
20.70,18.70,21.00,18.60
19.10,17.65,19.10,15.36
17.60,18.10,19.60,17.50
18.25,18.35,19.00,18.10
17.75,18.15,18.15,15.85
18.35,17.45,18.40,16.80
17.75,18.65,19.00,16.82
18.55,18.65,19.15,17.75
19.15,19.05,19.80,18.50
19.20,19.50,19.65,18.25
19.60,19.40,19.90,19.25
19.25,22.10,22.45,19.00
21.85,21.55,22.15,20.75
21.60,22.10,22.45,21.50
21.45,21.50,21.85,20.55
21.30,20.40,21.40,20.00
19.75,20.60,21.70,19.75
20.65,20.60,21.25,20.45
20.60,20.25,20.85,19.90
20.50,20.35,20.50,19.95
19.95,20.00,20.35,19.00
19.95,21.55,21.95,19.60
21.55,20.65,21.75,20.60
20.45,21.60,21.75,20.25
21.75,21.25,21.85,20.75
20.80,20.80,21.20,20.50
20.55,21.45,21.75,20.55
21.25,20.85,21.25,20.50
20.85,20.90,21.25,20.50
21.20,21.45,21.80,20.55
22.15,23.00,23.75,21.77
22.95,20.55,21.45,20.15
20.55,20.20,21.45,20.05
20.05,19.00,20.05,18.90
18.90,19.30,19.90,18.25
18.50,17.00,18.50,16.30
17.25,16.75,18.05,15.45
16.85,16.05,16.85,15.80
15.95,16.55,17.45,15.75
17.15,18.50,18.60,16.95
17.80,19.25,19.35,17.80
15.55,14.75,16.55,14.20
15.50,14.95,15.50,14.55
14.50,14.20,14.50,14.00
14.00,13.25,14.25,13.25
13.55,12.95,14.00,12.75
12.95,12.95,13.25,12.15
13.00,12.80,13.55,11.75
12.80,12.00,12.85,11.80
11.80,11.70,12.10,11.35
12.00,13.20,13.30,11.85
13.20,13.40,13.75,12.80
13.50,13.65,14.00,13.40
13.80,13.30,13.95,13.15
13.75,12.80,13.95,12.75
12.15,11.95,12.45,11.75
11.85,12.00,12.10,11.80
11.90,12.50,12.60,11.85
12.25,11.90,12.31,11.75
11.75,11.10,11.80,10.55
11.05,10.80,11.45,10.50
11.00,10.80,11.00,10.55
10.80,12.15,12.30,10.50
12.15,11.70,12.15,11.45
11.70,11.05,11.80,10.85
11.30,10.75,11.30,10.65
10.70,10.25,10.85,10.25
10.00,9.40,10.10,9.35
9.15,9.50,9.70,9.05
9.45,9.65,9.70,9.05
10.20,9.75,11.25,9.75
9.90,9.40,9.90,9.40
9.75,9.25,9.75,9.00
8.95,9.15,9.15,8.80
9.00,8.65,9.15,8.50
8.55,8.50,8.60,7.80
8.45,9.35,9.40,8.40
9.50,9.40,9.70,9.40
9.45,9.10,9.54,8.95
9.45,9.30,9.65,9.05
9.25,10.55,10.90,9.25
10.95,11.05,11.25,10.35
11.05,10.70,11.05,10.40
11.00,11.00,11.05,10.80
11.00,10.75,11.04,10.70
10.85,11.35,11.75,10.85
11.30,10.75,11.30,10.60
10.65,10.75,10.75,10.25
10.85,10.75,11.30,10.58
10.45,11.50,11.55,10.35
11.65,11.30,11.65,11.05
11.60,11.35,11.65,11.35
11.85,12.00,12.30,11.25
11.55,12.95,13.05,11.45
12.80,12.25,13.00,12.05
11.45,11.45,11.60,11.10
11.50,11.40,11.75,11.10
11.45,11.50,11.60,11.25
11.45,11.50,11.80,11.30
11.50,10.88,11.50,10.75
10.75,10.75,11.05,10.65
10.50,10.55,10.70,10.05
10.65,10.55,10.70,10.55
10.60,10.70,10.90,10.45
10.60,10.95,11.10,10.55
10.75,10.85,11.05,10.75
10.65,10.50,11.30,10.45
10.50,10.50,10.60,10.20
10.75,10.40,10.75,10.25
10.00,9.35,10.05,8.55
9.35,9.55,9.90,9.05
9.40,9.20,9.50,9.15
9.10,8.90,9.10,8.75
9.10,8.90,9.25,8.65
8.70,8.40,8.85,8.40
8.65,8.45,9.10,8.25
8.65,9.10,9.36,8.50
8.85,9.10,9.40,8.75
9.10,9.05,9.10,8.85
8.85,9.05,9.20,8.75
8.95,9.00,9.20,8.75
8.95,8.55,9.00,8.55
8.75,8.95,9.10,8.60
8.90,8.60,9.25,8.55
8.55,8.30,8.80,8.30
8.15,8.06,8.25,8.00
8.25,7.85,8.35,7.75
7.95,8.45,8.50,7.85
8.35,8.20,8.60,8.05
8.00,8.20,8.35,8.00
8.20,8.25,8.40,8.15
8.30,8.50,8.75,8.25
8.50,8.65,8.77,8.50
8.55,8.75,9.05,8.55
8.75,8.85,8.90,8.75
8.75,8.60,8.85,8.52
8.45,9.00,9.05,8.25
9.15,8.80,9.15,8.55
8.75,8.85,9.05,8.70
8.75,9.10,9.15,8.75
8.95,9.15,9.40,8.80
9.04,8.70,9.25,8.70
8.75,8.70,8.88,8.55
8.75,8.65,8.75,8.35
8.65,9.05,9.15,8.65
8.85,9.00,9.05,8.75
9.25,9.00,9.25,8.85
9.00,9.25,9.60,8.85
9.15,9.25,9.42,9.00
9.20,10.50,10.64,9.15
10.65,10.50,11.05,10.25
10.30,10.40,10.40,10.15
10.25,9.90,10.30,9.75
10.05,9.95,10.30,9.85
9.85,10.60,10.60,9.85
10.65,10.75,11.45,10.30
10.95,10.30,11.10,10.25
10.25,9.92,10.35,9.90
9.90,10.40,10.95,9.90
10.60,10.75,10.90,10.60
10.75,10.95,10.95,10.50
11.00,10.85,11.05,10.70
10.90,12.05,12.40,10.80
12.45,13.30,13.50,12.01
12.80,13.00,13.00,12.30
13.25,12.80,13.44,12.45
13.00,12.10,13.00,11.80
12.15,12.15,12.20,11.95
12.10,12.05,12.10,11.80
12.10,12.10,12.40,11.85
12.25,12.15,12.50,11.80
12.00,11.85,12.05,11.80
11.87,12.00,12.35,11.45
12.05,11.60,12.05,11.60
11.65,11.40,11.65,11.15
11.40,11.40,11.50,11.20
8.50,8.50,8.85,8.05
8.60,8.15,8.65,8.00
8.20,8.05,8.55,8.05
8.00,8.05,8.20,7.75
7.90,7.78,7.90,7.75
7.80,7.90,8.00,7.80
8.00,7.80,8.10,7.80
7.95,7.95,8.30,7.80
8.25,8.25,8.55,8.05
8.35,8.00,8.40,7.90
8.10,7.90,8.14,7.85
7.90,7.50,8.05,7.25
7.65,7.90,7.90,7.50
8.05,8.15,8.30,7.95
8.15,7.90,8.15,7.75
8.00,7.75,8.00,7.75
7.75,7.75,8.00,7.60
7.60,7.65,7.80,7.60
7.65,7.45,7.90,7.45
7.50,7.65,7.90,7.45
7.65,7.30,7.70,7.25
7.35,7.50,7.55,7.25
7.80,7.45,7.80,7.40
7.50,7.25,7.60,7.25
7.25,7.25,7.35,7.25
7.45,7.15,7.45,7.00
7.00,7.25,7.50,7.00
7.30,7.25,7.50,7.25
7.30,6.90,7.40,6.90
6.95,6.95,7.05,6.90
6.90,7.25,7.50,6.90
7.40,7.00,7.40,7.00
7.15,7.15,7.25,6.95
7.00,7.05,7.25,7.00
7.00,7.00,7.27,6.90
6.90,7.15,7.30,6.90
7.10,6.80,7.25,6.75
6.70,6.55,6.75,6.55
6.55,6.75,6.80,6.55
6.75,6.80,6.90,6.55
6.80,7.00,7.20,6.80
6.90,7.40,7.40,6.85
7.40,7.55,7.95,7.40
7.65,7.55,7.65,7.30
7.35,7.30,7.45,7.30
7.50,7.00,7.50,7.00
7.00,6.90,7.00,6.75
7.00,6.75,7.00,6.75
6.75,6.70,7.00,6.60
6.70,6.65,6.70,6.45
6.55,6.20,6.60,6.20
6.25,6.10,6.40,6.10
6.05,6.00,6.25,6.00
6.00,5.70,6.44,5.60
5.70,5.70,6.00,5.32
5.70,5.65,5.90,5.45
5.55,5.25,5.70,5.10
5.30,5.20,5.50,5.20
4.45,4.65,5.45,4.35
4.65,4.60,5.00,4.50
4.75,4.90,5.00,4.62
4.75,5.05,5.25,4.75
5.45,6.25,7.40,5.45
6.00,5.85,6.45,5.70
5.95,5.70,6.25,5.60
5.65,5.50,6.10,5.50
5.65,5.60,6.10,5.50
6.05,5.50,6.05,5.50
5.60,5.75,6.00,5.60
5.85,6.00,6.10,5.80
6.00,5.80,6.00,5.75
6.15,5.45,6.15,5.40
5.50,5.45,5.80,5.45
5.75,5.60,5.75,5.50
5.60,5.60,5.75,5.50
5.60,5.35,5.70,5.35
5.45,5.30,5.45,5.05
5.45,5.35,5.45,5.00
5.25,5.45,5.80,5.20
5.70,5.45,5.75,5.35
5.55,5.30,5.55,5.25
5.75,5.55,5.75,5.45
5.55,5.70,5.80,5.55
5.55,5.35,5.65,5.35
5.25,5.60,5.80,5.25
5.80,5.80,5.95,5.65
5.65,6.00,6.15,5.65
6.15,6.35,6.54,6.10
6.35,6.10,6.49,5.95
6.15,5.75,6.15,5.65
5.85,5.90,6.05,5.70
6.00,5.70,6.00,5.60
5.70,5.70,5.75,5.70
5.65,5.60,5.90,5.56
6.00,5.55,6.00,5.45
5.65,5.70,5.70,5.44
5.55,5.50,5.75,5.35
5.55,5.20,5.55,5.15
5.15,5.20,5.45,5.10
5.10,5.10,5.25,5.10
5.10,4.99,5.20,4.90
4.95,4.84,5.20,4.75
4.75,4.84,5.10,4.70
4.74,4.70,4.90,4.56
4.50,4.70,4.80,4.49
4.61,4.80,4.90,4.61
5.55,5.25,5.55,4.85
5.15,5.15,5.45,5.02
5.15,5.00,5.25,5.00
5.25,5.10,5.25,5.05
5.10,5.25,5.30,5.10
5.15,5.30,5.50,5.00
5.25,5.46,5.55,5.25
5.25,5.56,5.70,5.25
5.40,5.50,5.75,5.25
5.35,5.41,5.72,5.25
5.50,5.15,5.60,5.15
5.20,5.10,5.60,5.10
5.15,5.50,5.50,5.10
5.35,5.45,5.55,5.35
5.30,5.60,6.45,5.30
5.50,5.65,5.75,5.40
5.85,5.85,6.35,5.80
5.95,5.55,5.95,5.25
5.40,5.55,5.85,5.40
5.55,5.60,5.65,5.40
5.50,5.55,5.80,5.50
5.50,5.40,5.65,5.40
5.49,5.40,5.60,5.35
5.40,5.50,5.70,5.40
5.45,5.55,5.70,5.31
5.50,5.50,5.55,5.35
5.40,5.52,5.60,5.35
5.45,5.40,5.55,5.25
5.25,5.35,5.40,5.25
5.35,5.25,5.45,5.25
5.35,5.40,5.60,5.30
5.40,5.25,5.55,5.20
5.25,5.20,5.40,5.15
5.20,5.20,5.30,5.20
5.20,5.30,5.40,5.15
5.20,5.30,5.50,5.20
5.30,5.30,5.45,5.30
5.30,5.60,5.60,5.25
5.50,5.70,5.85,5.50
5.70,5.55,5.75,5.45
5.45,5.45,5.65,5.35
5.35,5.30,5.55,5.30
5.35,5.30,5.45,5.30
5.35,5.25,5.50,5.20
5.35,5.20,5.35,5.20
5.25,5.00,5.25,5.00
5.05,5.05,5.13,5.00
5.05,5.10,5.20,5.00
5.05,5.10,5.15,5.00
5.20,4.95,5.20,4.75
4.88,5.00,5.10,4.88
5.10,4.95,5.10,4.90
4.90,4.90,5.00,4.90
5.00,4.80,5.00,4.80
4.75,4.95,4.95,4.75
4.95,4.95,4.95,4.86
4.75,4.80,4.95,4.75
4.90,4.95,5.05,4.85
4.65,4.75,4.90,4.65
4.85,4.70,4.90,4.65
5.15,5.05,5.40,4.80
5.20,5.00,5.20,4.90
5.15,5.10,5.15,4.94
4.95,4.95,5.00,4.75
5.00,5.15,5.20,5.00
5.10,5.20,5.25,5.05
5.10,5.25,5.30,5.10
5.30,5.30,5.35,5.05
5.40,5.90,6.70,5.35
6.10,5.75,6.56,5.55
5.60,5.75,5.95,5.55
5.75,5.90,5.95,5.45
5.85,6.40,6.40,5.65
6.50,6.05,6.70,5.90
5.95,5.85,6.20,5.60
6.00,6.05,6.05,5.75
6.05,6.05,6.40,5.75
6.25,6.20,6.25,6.05
6.30,5.90,6.40,5.80
5.90,6.45,6.45,5.90
6.25,7.15,7.25,6.25
7.30,7.05,7.35,6.60
7.15,7.00,7.35,6.85
7.00,6.85,7.10,6.65
6.90,6.85,7.00,6.85
6.95,7.40,7.40,6.85
7.20,7.00,7.65,7.00
7.05,7.25,7.60,7.05
7.25,7.15,7.38,7.10
7.05,7.00,7.20,7.00
7.10,6.65,7.10,6.65
6.55,6.75,6.80,6.55
6.65,6.90,7.00,6.65
6.75,6.86,7.10,6.75
6.97,6.80,7.00,6.75
6.75,6.90,7.00,6.75
6.75,6.95,7.25,6.75
7.00,7.20,7.35,6.90
7.50,7.55,7.70,7.30
7.45,7.60,7.60,7.25
7.50,7.45,7.50,7.25
7.30,6.85,7.40,6.80
6.85,6.85,7.00,6.80
6.75,6.65,6.75,6.60
6.55,6.30,6.70,6.30
6.40,6.80,7.15,6.40
6.65,6.75,6.90,6.50
6.55,6.70,6.85,6.55
6.55,7.05,7.05,6.55
7.00,6.60,7.00,6.40
6.50,6.65,7.10,6.50
6.85,6.80,6.85,6.55
6.50,6.65,6.72,6.50
6.75,6.80,6.90,6.60
6.80,6.90,6.90,6.80
6.75,6.65,6.90,6.65
6.70,6.80,6.90,6.65
6.85,6.85,7.35,6.85
6.80,6.80,6.90,6.65
6.65,6.65,6.75,6.65
6.60,6.45,6.60,6.45
6.40,6.25,6.50,6.25
6.25,6.20,6.45,6.10
6.35,6.65,7.08,6.35
6.70,6.25,6.70,6.16
6.25,5.90,6.30,5.75
5.95,5.90,6.00,5.80
5.95,5.95,6.10,5.85
5.80,5.90,6.05,5.80
6.20,6.10,6.20,6.05
6.20,5.95,6.20,5.90
5.90,5.90,6.05,5.90
5.80,5.90,6.10,5.80
6.00,5.90,6.05,5.86
5.85,5.95,6.00,5.75
5.95,6.00,6.15,5.90
6.10,5.95,6.10,5.75
6.10,6.10,6.10,5.96
6.05,6.10,6.10,5.85
6.00,5.90,6.15,5.75
6.05,6.05,6.10,5.85
6.05,6.00,6.10,5.90
6.15,6.00,6.15,5.90
6.00,5.95,6.05,5.94
5.95,5.90,6.10,5.90
5.95,6.25,6.30,5.95
6.25,6.05,6.45,6.05
6.05,6.40,6.40,6.05
6.30,6.40,6.70,6.21
6.35,6.20,6.45,6.15
6.30,6.35,6.45,6.25
6.25,6.45,6.50,6.15
6.20,5.95,6.20,5.85
5.90,5.70,5.90,5.50
5.55,5.60,5.71,5.50
5.65,5.05,5.70,5.00
5.05,5.30,5.35,5.05
5.25,5.42,5.45,5.25
5.45,5.45,5.50,5.30
5.35,5.33,5.50,5.30
5.25,5.30,5.45,5.20
5.15,5.15,5.55,5.12
5.16,5.30,5.30,5.10
5.30,5.25,5.30,5.15
5.15,5.00,5.20,4.90
5.00,5.00,5.15,5.00
5.00,5.00,5.10,4.80
5.00,4.85,5.10,4.75
4.75,4.86,5.20,4.75
4.85,4.95,5.10,4.85
4.75,5.00,5.10,4.75
5.00,4.90,5.00,4.80
4.80,4.90,5.00,4.80
5.00,4.80,5.10,4.80
4.80,5.00,5.05,4.80
4.90,5.00,5.00,4.87
5.00,4.90,5.00,4.76
4.90,4.85,5.00,4.76
4.80,4.99,5.10,4.80
5.10,4.86,5.10,4.76
4.85,4.95,5.10,4.80
4.80,4.85,4.90,4.78
4.76,4.85,4.92,4.76
4.95,4.75,4.95,4.75
4.80,4.85,4.89,4.76
4.90,4.80,4.95,4.80
4.90,4.75,4.95,4.75
4.80,4.90,4.90,4.80
4.81,5.00,5.00,4.80
4.95,5.00,5.15,4.95
5.20,5.10,5.20,5.00
5.00,5.00,5.15,5.00
5.03,5.10,5.15,5.00
5.14,5.10,5.35,5.10
5.10,5.20,5.35,5.05
5.10,5.20,5.20,5.10
5.25,5.10,5.35,5.10
5.20,5.05,5.25,5.00
4.95,4.95,5.20,4.90
4.95,5.05,5.15,4.95
4.95,5.10,5.25,4.90
5.00,5.25,5.35,5.00
5.20,5.40,5.70,5.20
5.35,5.30,5.50,5.30
5.30,5.30,5.30,5.20
5.25,5.10,5.35,5.00
5.00,5.10,5.20,5.00
5.15,5.30,5.35,5.05
5.25,5.45,5.45,5.25
5.45,5.32,5.45,5.05
5.35,5.30,5.45,5.30
5.35,5.20,5.35,5.20
5.20,5.35,5.35,5.20
5.30,5.40,5.40,5.20
5.21,5.35,5.35,5.15
5.20,5.35,5.40,5.20
5.20,5.20,5.30,5.15
5.25,5.25,5.30,5.25
5.20,5.20,5.30,5.20
5.20,5.20,5.35,5.20
