TMO,Thermo Fisher Scientific Inc Common Stock,NASDAQ
52.10,50.97,52.26,50.76
51.07,50.90,51.44,50.73
51.15,51.05,51.38,50.44
50.30,49.75,50.62,49.08
49.58,49.05,50.11,48.97
49.05,48.16,49.05,47.25
48.23,47.58,48.35,47.21
48.17,48.97,49.44,48.07
48.94,48.64,48.94,47.40
48.87,48.88,49.25,48.57
49.01,49.28,49.45,48.83
49.05,48.22,49.14,48.01
48.52,49.54,49.78,48.27
49.44,49.74,50.14,49.06
49.68,50.16,50.28,49.28
49.67,49.06,50.04,48.95
49.33,49.07,49.54,48.94
48.50,49.45,49.46,48.14
49.65,48.71,49.68,48.36
49.13,50.38,50.44,49.11
50.23,51.09,51.30,50.09
50.94,50.99,51.36,50.49
48.74,46.17,48.76,45.95
46.37,46.00,46.71,45.83
46.12,44.97,46.22,44.84
44.67,44.86,45.25,44.56
45.39,45.01,45.73,44.88
44.93,44.55,45.08,44.25
44.54,45.46,45.79,44.53
45.14,44.99,45.39,44.88
44.80,45.77,45.84,44.61
45.85,46.00,46.18,45.41
45.59,45.84,46.20,45.43
45.34,45.04,45.38,44.80
44.38,44.50,44.93,44.38
44.31,44.30,44.72,44.14
44.01,44.26,44.49,43.80
44.70,45.52,45.80,44.64
45.14,45.17,45.63,44.90
45.00,44.35,45.28,44.12
44.07,44.20,44.36,43.81
44.35,44.02,44.52,43.95
43.53,42.65,43.83,42.59
42.52,43.34,43.53,42.11
43.54,42.88,43.98,42.80
43.03,43.18,43.25,42.67
43.20,42.35,43.28,42.35
42.22,42.12,42.38,41.74
42.76,43.87,44.01,42.70
43.88,44.21,44.25,43.67
44.61,45.19,45.24,44.61
45.04,44.65,45.16,44.60
44.60,44.52,44.73,44.41
45.16,45.79,46.02,45.16
45.98,45.88,46.38,45.66
46.18,46.70,46.74,45.96
46.80,46.88,47.92,46.40
46.84,46.99,47.09,46.50
46.67,47.03,47.20,46.67
47.40,47.31,47.73,47.12
47.49,47.59,47.88,47.13
47.07,47.92,48.08,46.68
48.00,48.15,48.74,47.97
47.79,47.82,48.47,47.71
48.34,47.90,48.62,47.85
48.08,47.72,48.22,47.55
47.87,48.18,48.29,47.50
47.93,47.85,48.21,47.69
48.20,47.88,48.90,47.85
48.16,47.82,48.43,47.43
47.57,47.38,47.89,47.17
47.89,48.40,48.51,47.89
48.27,47.92,48.49,47.69
48.20,47.60,48.35,47.55
47.61,47.46,47.92,47.20
47.38,47.59,47.90,47.38
47.59,48.46,48.76,47.27
48.78,49.36,49.49,48.55
49.18,48.32,49.38,48.02
48.89,48.79,48.98,48.08
48.87,49.49,49.49,48.79
48.03,47.92,48.85,47.79
48.09,48.86,49.22,48.09
49.04,49.68,50.56,48.88
49.67,49.66,49.76,49.30
50.04,50.23,50.72,49.96
50.08,50.32,50.34,49.52
51.29,51.31,52.08,50.65
51.79,50.98,52.04,50.51
50.87,51.42,51.50,50.81
51.58,51.57,51.88,51.01
52.00,51.46,52.00,51.22
51.50,52.03,52.10,51.43
52.61,52.88,52.92,52.25
52.77,52.38,53.05,52.09
52.26,51.96,52.29,51.81
52.01,51.40,52.21,51.18
51.50,52.36,52.41,51.01
51.86,52.58,52.58,51.65
52.07,52.20,52.67,51.69
52.27,51.35,52.28,51.29
50.99,50.27,51.16,50.09
50.39,50.48,50.97,50.25
50.87,51.25,51.64,50.82
51.38,51.20,51.54,51.01
50.83,51.53,51.59,50.72
51.12,50.69,51.26,50.43
50.99,51.76,51.87,50.99
51.44,51.47,51.78,51.19
51.10,51.08,51.19,49.91
50.55,50.86,51.40,50.54
51.64,51.55,51.95,51.35
51.52,52.50,52.61,51.38
52.22,52.85,52.88,52.05
52.70,52.42,52.75,52.21
52.82,52.33,52.94,52.23
52.33,52.10,52.50,51.77
52.23,52.03,52.27,51.50
52.56,53.04,53.30,52.09
54.97,55.56,55.72,54.31
55.92,55.11,56.25,55.06
54.71,55.37,56.21,54.17
55.35,55.37,55.43,54.83
55.29,55.78,55.88,54.75
55.65,55.54,55.74,55.10
55.60,55.53,55.75,55.31
55.47,55.54,55.65,55.31
55.29,55.77,55.79,55.29
55.69,55.82,56.12,55.23
55.86,55.19,55.90,55.19
55.37,55.74,56.00,55.14
55.52,55.67,55.79,55.35
55.62,55.36,55.63,55.25
55.64,56.46,56.53,55.57
56.51,56.72,56.79,56.21
56.41,56.52,56.62,56.07
56.72,56.58,56.80,56.34
56.50,56.37,56.58,56.00
56.01,56.14,56.63,55.83
56.45,56.06,56.86,55.95
56.48,56.64,56.92,56.29
56.58,56.54,56.84,56.28
56.31,56.65,56.68,55.87
56.53,56.83,57.05,56.53
56.61,56.08,56.75,55.72
55.71,55.29,55.95,54.80
55.70,55.51,56.10,55.39
55.67,56.24,56.71,55.58
56.22,56.91,57.10,56.09
57.04,57.57,57.73,56.87
57.63,57.85,57.95,57.42
57.77,57.01,58.09,56.73
56.80,57.27,57.32,56.63
57.51,57.41,58.16,56.91
56.49,56.06,56.91,55.77
55.83,55.92,56.23,55.23
56.08,55.96,56.18,55.20
56.09,56.03,56.17,55.35
55.92,55.88,56.13,55.50
55.82,56.95,56.96,55.82
56.82,57.00,57.14,56.72
56.92,57.85,57.93,56.74
57.33,57.15,57.74,57.07
57.17,56.62,57.23,56.39
56.69,57.17,57.66,56.51
55.22,57.20,57.31,54.89
57.42,57.68,58.01,57.36
57.10,56.15,57.27,56.02
56.18,54.97,56.20,54.94
54.43,55.33,55.80,54.43
55.44,55.56,55.79,55.18
55.51,55.82,56.01,55.39
56.29,55.65,56.75,55.56
55.46,55.96,56.25,55.35
56.25,57.21,57.40,56.23
57.17,57.02,57.47,56.51
57.08,56.61,57.44,56.06
56.84,56.90,57.10,56.29
56.71,55.90,56.73,55.59
55.23,54.84,55.61,54.48
54.81,55.25,55.48,54.58
54.99,54.68,55.29,54.08
53.51,54.08,54.49,52.80
53.87,52.92,53.88,52.48
53.59,52.62,53.86,52.45
53.11,52.58,53.21,52.41
53.13,53.75,54.17,53.04
53.66,53.95,54.13,53.66
53.71,53.49,53.77,53.30
54.13,54.19,54.21,53.50
54.19,54.39,54.50,53.85
54.51,54.22,54.73,54.14
54.07,54.63,54.66,53.88
54.81,54.91,54.97,54.48
54.87,55.55,55.60,54.55
55.66,55.98,56.35,55.59
56.61,55.85,56.61,55.61
55.39,54.92,55.83,54.83
55.09,55.53,55.61,55.04
55.38,55.63,55.80,55.12
55.75,55.81,55.92,55.49
56.00,55.98,56.07,55.62
55.74,55.44,56.03,55.18
55.02,55.40,55.74,54.80
55.07,54.87,55.12,54.40
55.06,55.75,56.02,55.00
55.26,54.60,55.26,54.26
54.61,54.70,54.79,54.12
55.44,55.97,56.09,55.36
56.22,56.90,56.96,56.08
56.71,56.86,56.90,56.37
57.01,58.08,58.90,57.01
59.11,59.80,60.25,59.05
59.44,60.16,60.21,59.41
60.04,59.99,60.37,59.85
60.25,61.25,61.72,60.25
61.28,60.64,61.45,60.35
60.46,60.45,60.94,60.05
60.30,59.72,60.45,59.53
60.40,60.36,60.83,60.09
60.45,60.77,60.83,60.03
61.22,61.08,61.38,60.86
61.11,61.34,61.58,60.88
61.17,61.67,61.90,60.87
61.83,61.91,62.40,61.27
61.88,62.31,62.65,61.50
62.05,61.88,62.07,61.16
62.05,62.74,63.29,61.98
65.00,65.38,65.82,64.95
65.47,65.18,65.55,64.62
64.72,64.39,65.08,63.77
64.38,64.49,64.66,64.20
64.09,64.19,64.65,64.09
64.15,65.31,65.68,63.90
65.33,65.15,65.41,64.91
65.64,65.45,65.86,65.02
65.45,63.86,65.50,63.77
64.02,63.78,64.17,63.26
62.90,62.80,63.54,62.09
62.82,62.30,63.20,62.28
62.87,62.49,63.64,62.49
62.33,62.54,62.73,62.17
62.58,63.53,63.87,62.45
63.17,62.84,63.30,62.79
62.93,62.39,62.99,62.19
62.77,63.09,63.55,62.77
62.61,61.33,62.93,61.28
61.24,60.68,61.90,60.49
61.14,62.22,62.41,61.14
61.93,62.80,62.88,61.65
62.98,63.98,64.19,62.74
63.48,63.70,64.40,63.48
62.88,63.56,63.56,62.22
63.44,62.51,63.44,62.22
62.40,63.32,63.49,62.08
63.47,64.30,64.59,63.13
64.57,64.07,64.67,63.76
64.21,64.39,64.73,63.96
64.53,65.01,65.03,64.32
65.03,64.98,65.18,64.43
64.96,65.25,65.45,64.85
65.68,65.57,65.68,65.08
64.73,64.78,64.96,64.18
64.13,62.76,64.22,62.66
62.36,62.49,63.35,62.06
62.74,62.51,63.16,62.41
62.80,62.34,63.08,61.93
62.55,63.22,63.36,62.55
62.85,62.50,63.45,61.87
62.82,63.53,63.76,62.76
63.63,63.65,63.85,62.88
64.19,65.10,65.30,63.96
65.16,64.93,65.22,64.44
64.61,64.06,64.82,64.02
62.88,61.55,63.20,61.34
61.81,60.03,61.97,59.10
60.19,60.29,61.56,60.02
59.76,60.09,60.98,59.46
60.60,57.63,60.72,57.14
57.28,56.35,58.02,56.33
56.33,56.63,56.72,55.12
55.82,54.25,56.11,54.25
54.87,53.82,55.83,52.41
52.51,50.01,52.66,49.99
50.71,52.04,52.42,48.89
50.99,50.00,51.52,49.84
50.01,52.59,53.28,49.47
52.50,53.64,54.12,52.43
54.10,54.91,55.07,53.84
54.57,54.02,54.87,53.59
54.39,54.37,54.98,53.61
52.86,51.07,53.01,50.60
50.17,50.46,51.77,50.10
51.56,50.11,51.75,49.97
50.26,52.16,52.16,49.92
51.99,53.66,53.70,51.72
53.80,52.62,54.00,52.35
52.59,53.42,53.56,50.90
54.08,54.88,54.90,54.03
54.50,54.77,55.10,53.92
55.28,54.93,55.70,54.42
55.02,54.48,55.84,54.36
53.21,52.34,53.50,52.22
50.44,52.02,52.19,50.04
52.70,54.22,54.22,52.37
53.73,52.69,54.02,52.55
51.93,50.49,52.02,50.24
49.76,51.09,51.15,49.59
51.13,52.18,52.31,50.99
52.40,53.25,54.01,51.41
53.98,54.58,54.95,53.38
54.89,54.51,55.26,53.89
53.01,53.21,53.51,52.11
53.37,53.38,54.97,53.30
53.38,51.34,54.02,51.31
49.11,49.77,50.04,48.78
49.25,50.94,51.37,49.14
51.23,50.91,51.48,49.78
51.96,52.01,53.03,51.74
52.23,50.85,52.83,50.68
51.69,51.50,52.03,50.47
50.83,50.64,52.08,50.43
50.19,49.10,51.13,48.96
48.24,50.57,50.60,48.05
50.73,52.82,53.00,50.34
52.63,53.67,53.69,52.16
51.32,50.49,51.39,49.64
51.48,52.36,53.00,51.48
52.20,53.76,54.01,52.04
54.22,54.65,55.26,54.00
54.09,53.93,54.28,53.16
54.74,53.29,55.00,53.02
52.82,51.59,53.06,51.45
51.62,52.44,52.79,50.93
52.48,51.11,52.50,51.04
51.33,51.90,52.03,50.69
52.54,53.26,53.71,52.47
53.49,54.47,54.60,53.06
53.81,53.23,54.90,53.08
50.92,48.36,50.92,47.77
48.86,50.65,51.26,48.72
50.66,51.40,51.74,50.42
50.71,50.27,50.90,50.07
49.09,48.61,49.94,48.46
49.11,49.75,49.89,48.53
50.38,50.25,50.48,49.69
49.72,48.86,50.04,48.76
49.00,49.52,49.61,48.53
49.79,50.42,50.51,49.30
49.11,48.55,49.70,48.36
48.51,47.73,49.10,47.48
48.74,48.81,49.32,48.46
48.68,48.65,49.23,48.49
48.38,49.34,49.51,48.35
49.00,48.41,49.20,48.35
48.15,46.80,48.26,46.36
46.42,45.90,46.71,45.83
45.36,45.06,45.46,44.70
44.89,45.11,45.66,44.76
44.64,44.47,44.97,44.29
44.54,44.42,45.24,44.41
45.37,45.60,45.80,45.22
45.90,46.09,46.44,45.52
47.39,47.25,47.84,46.78
47.25,47.04,47.70,46.95
47.34,46.54,47.63,46.39
47.10,46.78,47.41,46.46
46.68,47.18,47.38,46.64
46.88,46.98,47.28,46.16
46.45,45.29,46.71,45.16
45.34,45.64,45.80,44.65
45.39,45.13,45.48,44.94
45.19,44.69,45.61,44.44
44.61,43.75,44.74,43.64
43.75,44.15,44.29,43.06
44.49,43.84,44.50,43.60
44.06,43.54,44.52,43.40
44.26,44.93,45.11,44.22
45.03,44.66,45.07,44.23
44.86,45.61,45.83,44.63
45.80,45.69,45.86,45.46
45.41,45.50,45.84,45.31
45.46,44.23,45.53,44.20
44.37,44.95,45.05,44.25
44.98,44.97,45.32,44.70
45.79,46.90,47.17,45.79
46.90,45.95,47.34,45.95
45.76,46.34,46.64,45.67
46.56,47.62,47.74,46.31
47.74,47.67,47.90,47.10
48.04,49.07,49.39,47.95
48.88,49.97,49.99,48.85
49.90,49.78,49.99,49.33
49.46,49.35,49.91,49.09
49.71,49.86,50.20,49.35
49.73,51.19,51.34,49.60
51.22,51.84,52.00,51.00
51.51,51.14,51.69,50.86
51.05,51.83,51.91,51.05
51.59,52.48,53.37,51.41
52.89,53.54,54.09,52.85
53.60,52.31,53.60,52.09
52.10,52.46,52.90,51.94
51.88,52.45,52.92,51.51
52.59,52.90,53.39,52.39
54.11,54.71,55.32,53.75
54.93,54.80,55.40,54.45
55.40,56.29,56.39,55.25
55.90,55.74,56.37,55.52
55.47,55.36,56.10,54.86
55.41,56.00,56.12,55.32
56.20,56.07,56.44,55.46
55.48,55.52,55.64,54.83
55.97,55.70,56.22,55.63
55.31,55.85,55.87,55.31
56.00,55.86,56.27,55.67
55.77,56.62,56.74,55.54
57.08,56.38,57.08,56.24
56.66,55.92,56.77,55.83
55.77,55.84,55.99,55.36
55.82,56.12,56.60,53.00
55.96,56.66,56.68,55.80
56.02,56.43,56.68,55.29
56.43,57.24,57.33,56.13
57.09,56.62,57.57,56.38
56.92,57.18,57.37,56.64
57.05,57.25,57.47,56.94
56.98,56.56,57.16,56.28
55.93,55.43,55.99,55.39
55.46,55.25,55.68,55.02
55.59,56.09,56.20,54.90
56.32,56.27,56.76,56.00
56.34,55.39,56.42,55.27
56.45,57.08,57.62,56.36
57.15,57.76,57.85,56.97
57.73,58.00,58.15,57.31
58.10,57.91,58.21,57.69
57.77,57.93,58.17,57.55
57.55,57.25,57.72,57.14
57.20,56.98,57.32,56.80
56.47,56.45,56.70,56.10
56.52,56.75,56.81,56.15
57.43,58.15,58.18,57.24
58.37,57.63,58.37,57.59
57.51,56.54,57.51,56.33
56.05,56.06,56.25,55.76
56.41,56.38,56.79,56.24
56.36,56.38,56.71,56.04
56.40,56.17,56.61,55.98
55.63,55.58,55.89,55.34
55.33,55.89,55.97,55.20
54.95,54.53,55.08,54.02
54.26,53.11,54.78,52.96
53.83,53.36,54.07,53.11
53.48,55.12,55.28,53.35
54.86,54.10,55.13,54.04
54.35,53.64,54.36,53.64
53.99,54.08,54.58,53.91
53.81,54.52,54.76,53.76
54.64,54.37,54.98,54.17
54.52,54.14,54.68,54.08
53.46,53.75,53.86,53.02
52.14,52.74,53.00,51.69
55.12,55.07,55.50,53.76
54.95,54.91,55.49,54.72
54.97,54.91,55.21,54.40
55.36,55.65,55.71,54.75
55.59,56.11,56.91,55.21
55.92,55.61,55.92,55.24
55.58,55.24,55.60,54.94
55.08,54.03,55.08,53.76
54.02,54.03,54.39,53.75
53.57,53.79,54.00,52.90
53.22,53.34,53.80,52.56
53.89,53.46,54.24,53.21
53.17,53.30,53.84,53.10
52.63,52.54,52.99,52.23
52.24,51.83,52.99,51.67
51.97,51.54,52.57,51.51
51.42,51.15,52.15,51.13
51.39,50.54,51.50,50.39
50.61,51.92,51.99,50.52
52.21,51.34,52.33,51.11
51.01,50.98,51.11,49.92
51.30,52.21,52.27,50.94
52.02,51.68,52.50,51.49
52.12,51.72,52.56,51.67
51.25,51.17,51.25,50.34
51.08,50.48,51.14,50.21
49.55,49.13,49.85,49.11
49.09,48.63,49.21,48.14
48.36,49.38,49.54,48.34
49.72,50.11,50.13,49.55
50.74,50.65,51.23,50.56
50.41,50.87,50.99,50.17
51.38,49.72,51.44,49.67
49.85,50.31,50.33,49.24
50.28,49.86,51.12,49.67
50.13,50.64,50.75,49.90
51.04,51.23,51.28,50.70
50.94,50.90,51.21,50.60
51.17,51.92,52.13,51.07
52.01,51.63,52.10,50.97
51.79,50.40,52.01,50.32
50.31,51.04,51.24,50.31
50.44,49.83,50.48,49.70
49.86,49.54,50.02,49.43
49.81,50.89,50.96,49.81
50.47,50.55,50.72,50.11
51.58,51.91,51.94,51.15
52.29,51.38,52.30,51.09
51.46,52.80,52.82,51.36
53.43,52.59,53.62,52.42
52.07,51.43,52.38,51.17
51.14,51.58,51.75,51.10
52.72,51.18,52.86,50.92
51.05,51.72,51.96,51.05
51.21,51.45,51.76,50.74
51.57,52.04,52.54,51.47
52.51,51.90,52.65,51.53
52.11,52.32,52.41,51.36
52.01,53.23,53.29,51.80
53.30,53.03,53.38,52.24
52.67,52.05,52.70,51.68
51.36,50.70,51.38,50.49
50.49,49.78,50.69,49.63
51.09,54.14,54.33,51.09
54.75,54.69,55.39,53.60
55.07,56.10,56.32,55.00
56.04,56.06,56.46,55.75
55.86,55.67,56.27,55.61
56.07,55.66,56.20,55.41
55.06,54.39,55.47,53.77
55.42,56.60,56.79,55.42
56.69,56.58,56.81,56.25
56.65,57.15,57.49,56.57
56.97,57.30,57.44,56.73
57.20,56.95,57.48,56.53
56.85,57.07,57.09,56.61
56.85,56.99,57.05,56.58
57.14,56.71,57.24,56.49
56.78,57.56,57.74,56.50
56.99,56.55,57.37,56.18
56.41,56.61,56.91,56.32
56.46,56.56,56.86,56.17
56.77,56.38,57.22,56.32
56.25,56.56,56.82,56.14
56.57,56.31,56.68,56.00
56.20,56.59,56.73,55.94
56.60,56.64,57.04,56.29
56.44,56.28,56.62,55.97
56.34,57.17,57.24,56.33
56.76,56.98,57.16,56.41
57.25,57.35,57.75,56.91
57.27,57.31,57.66,56.64
57.38,57.04,57.38,56.79
57.40,58.23,58.33,57.40
58.37,58.93,58.95,58.27
58.96,59.05,59.37,58.85
58.99,59.08,59.35,58.88
59.17,59.33,59.63,59.05
59.30,59.97,60.11,58.88
60.24,60.61,61.00,59.83
60.34,60.19,60.76,60.02
60.18,59.98,60.27,59.66
59.98,59.74,60.26,59.57
59.58,59.72,60.11,59.42
60.01,59.71,60.15,59.68
59.31,59.47,59.74,59.24
59.73,59.01,60.12,58.96
59.02,58.72,59.37,58.59
58.85,59.44,59.63,58.85
59.18,58.83,59.31,58.46
59.09,59.23,60.07,59.02
59.31,59.72,59.85,59.09
60.00,59.75,60.19,59.52
59.99,60.30,60.46,59.81
60.95,60.90,61.72,60.66
60.48,60.50,60.85,60.19
60.28,58.88,60.28,58.84
58.77,58.41,58.92,58.10
58.97,59.17,59.50,58.84
59.38,58.84,59.86,58.78
58.94,59.43,59.49,58.74
59.62,60.27,60.44,59.35
60.48,60.53,60.80,60.23
60.15,59.00,60.15,58.36
58.85,58.04,59.16,57.84
58.00,58.45,58.78,57.68
57.63,57.61,58.13,57.21
59.22,60.36,60.53,58.89
61.00,61.70,61.99,60.79
61.78,61.04,61.79,60.37
61.02,61.06,61.25,60.37
61.33,62.43,62.61,61.11
62.75,61.50,62.94,61.44
61.45,61.93,62.06,61.38
61.81,61.82,62.35,61.73
61.66,60.85,61.87,60.18
60.69,59.76,60.85,59.65
59.98,60.69,60.94,59.61
60.81,60.63,60.81,60.12
60.02,61.19,61.92,60.00
61.24,60.72,62.04,60.55
60.81,60.44,61.07,59.95
60.35,60.59,60.96,59.81
61.17,61.41,61.49,60.61
61.17,61.83,61.87,60.95
61.69,61.16,61.72,60.98
61.65,62.64,62.64,61.02
62.08,62.32,62.32,61.44
62.23,62.19,62.55,61.81
62.01,62.75,62.78,61.38
62.85,63.51,63.67,62.71
63.68,63.55,63.78,63.35
63.89,63.51,64.16,63.43
63.63,63.61,63.79,62.92
63.65,63.96,63.98,63.07
63.81,64.37,64.37,63.35
64.40,64.28,64.52,63.87
64.02,64.78,65.00,64.00
64.78,65.28,65.47,64.76
65.35,65.15,65.54,65.07
64.96,64.92,65.14,64.78
64.79,64.21,64.85,64.10
64.46,64.80,64.80,64.34
64.89,65.25,65.31,64.43
65.36,64.75,65.49,64.68
64.31,65.15,65.16,64.15
64.54,63.81,64.74,63.71
63.76,63.94,64.16,63.72
64.02,63.28,64.41,63.27
63.35,63.42,63.71,62.50
63.07,62.91,63.48,62.90
62.81,63.78,63.87,62.30
64.79,65.00,65.18,64.54
64.95,64.80,65.15,64.62
64.95,65.37,65.64,64.68
65.20,65.88,65.93,65.08
65.93,65.47,65.98,65.34
65.93,67.73,67.75,65.70
67.91,67.54,68.00,66.94
67.41,67.55,67.73,67.34
67.65,67.56,67.84,67.18
67.14,67.74,67.88,67.00
67.66,67.72,67.80,67.28
68.00,68.93,69.09,67.91
69.16,69.40,69.45,68.78
69.11,69.68,69.79,69.08
69.51,69.80,69.93,69.32
69.81,69.76,70.29,69.49
69.98,71.21,71.25,69.68
71.34,70.75,71.49,70.41
70.87,70.42,70.89,70.14
70.48,70.39,71.59,70.13
70.55,72.14,72.48,70.01
72.80,74.78,75.79,72.80
74.16,72.44,74.38,71.96
72.89,74.79,74.80,72.75
74.26,73.83,74.26,73.58
73.84,73.81,74.00,73.05
73.92,74.59,74.63,73.87
74.57,74.75,74.80,73.83
74.74,74.58,74.96,74.18
74.79,75.10,75.35,74.64
74.82,74.88,75.03,74.48
74.84,74.43,74.85,73.99
74.34,75.00,75.04,74.22
73.95,72.64,74.34,72.59
72.50,72.09,72.61,71.72
72.37,72.95,72.98,72.07
73.30,71.60,73.49,71.60
72.36,73.24,73.54,72.17
72.87,74.25,74.50,72.71
74.42,73.80,74.89,73.77
73.28,74.78,74.86,72.87
74.30,75.33,75.34,74.17
75.62,76.43,76.50,75.40
76.69,76.67,76.81,76.39
76.93,76.49,76.95,76.16
76.86,77.04,77.11,76.34
76.94,77.22,77.22,76.57
77.08,77.70,77.85,76.95
77.51,77.62,77.74,75.79
77.71,77.35,77.75,77.32
76.77,77.15,77.43,76.37
76.35,76.80,77.15,76.08
77.20,77.41,77.65,76.82
78.03,77.57,78.04,77.36
77.29,76.63,77.33,75.76
77.30,75.96,77.30,75.71
76.05,74.69,76.35,74.58
74.88,74.90,75.43,74.66
74.66,75.17,75.31,73.81
75.22,76.49,76.61,75.00
76.30,75.53,76.35,75.27
75.43,78.56,78.65,75.35
78.47,78.10,79.25,77.78
77.67,77.92,78.71,77.67
76.01,77.16,77.30,75.45
77.26,78.34,78.35,76.97
78.72,78.38,78.83,78.09
79.17,81.34,81.54,79.17
81.72,79.91,81.96,79.86
79.70,79.59,80.29,79.50
84.28,78.58,84.55,77.81
79.52,81.82,81.99,79.36
81.60,81.50,81.97,80.60
81.41,80.08,81.63,79.67
80.55,80.03,80.55,79.61
80.06,79.95,80.27,79.37
80.24,80.64,81.41,80.04
81.39,81.20,82.10,80.90
81.30,80.12,81.39,79.99
79.70,81.13,81.31,79.56
81.24,80.76,81.25,80.58
80.51,80.68,81.00,80.21
80.44,80.72,80.77,80.27
81.12,81.60,81.73,80.74
82.10,82.17,82.59,81.91
82.16,82.44,83.00,81.92
82.44,83.91,83.95,82.02
83.93,84.11,84.13,83.20
84.16,83.48,84.20,83.22
84.01,84.46,84.50,83.26
84.11,84.39,84.56,83.83
84.22,84.71,84.83,84.15
84.64,86.01,86.19,84.25
85.57,85.50,86.30,85.40
85.73,86.27,86.42,85.42
86.70,86.78,87.15,86.40
86.94,87.35,87.75,86.90
87.41,86.28,88.08,85.79
85.72,85.69,86.03,84.98
85.12,87.22,87.25,84.52
87.89,88.28,88.92,87.72
87.61,87.36,87.97,86.85
87.53,88.76,89.10,87.41
88.65,88.30,89.50,88.14
88.82,88.51,89.00,87.67
88.37,88.27,88.99,88.11
88.09,86.20,88.38,86.16
85.66,86.95,87.17,85.04
84.91,84.58,85.55,84.50
84.95,85.80,86.01,84.75
85.07,85.42,85.93,84.50
85.97,84.35,86.00,84.24
84.99,85.35,85.55,83.37
85.16,85.12,86.09,84.77
85.59,85.55,86.15,85.20
85.79,86.18,86.38,85.49
86.07,84.69,86.27,84.69
