TMO,Thermo Fisher Scientific Inc Common Stock,NASDAQ
141.57,143.59,144.42,141.28
142.88,141.85,142.92,140.06
141.78,143.07,143.78,140.99
143.81,145.41,145.65,143.75
144.27,145.18,146.05,144.27
145.56,145.90,146.48,145.21
145.57,143.80,146.03,143.23
144.00,143.50,144.33,142.87
143.48,142.54,145.31,142.25
142.34,141.25,143.41,140.72
141.58,141.80,142.59,140.71
141.74,140.77,141.80,140.42
140.95,140.52,141.09,139.88
140.85,141.84,141.99,139.88
142.17,142.41,143.19,141.87
142.56,141.22,142.78,141.11
141.01,141.48,142.38,141.00
142.16,141.10,142.34,140.45
142.39,143.67,143.83,142.23
143.95,145.16,146.06,143.29
145.38,145.38,145.77,144.78
145.28,147.27,147.49,145.14
147.01,147.49,148.64,147.01
147.80,147.78,149.32,147.30
147.79,146.22,148.33,143.87
146.18,145.97,146.99,145.13
146.09,146.29,147.03,145.52
