XOM,Exxon Mobil Corporation Common Stock,NASDAQ
78.21,78.98,79.10,78.06
78.85,78.59,79.18,78.09
78.22,78.68,78.99,77.93
78.71,79.66,79.86,78.49
79.84,79.88,79.98,79.34
79.78,78.99,79.89,78.87
79.92,80.68,80.82,79.01
81.14,83.91,83.96,81.04
83.59,83.41,83.98,83.26
83.06,83.44,83.55,82.46
83.25,83.28,83.52,82.85
83.45,83.93,84.00,83.36
83.50,82.98,83.65,82.64
82.44,82.55,82.78,81.77
81.68,83.20,83.31,81.61
82.23,82.82,83.41,82.23
82.07,84.91,85.11,81.89
84.79,82.97,84.89,82.67
83.06,83.69,83.86,82.86
83.97,83.88,83.97,83.05
83.91,84.50,84.50,83.50
84.97,85.44,86.70,84.73
86.00,87.07,88.23,85.47
87.20,85.97,87.53,85.46
85.79,85.34,86.24,85.29
85.87,85.53,86.56,85.49
86.41,84.80,86.50,84.70
84.59,85.08,85.32,83.55
85.46,85.82,85.95,85.05
85.92,85.08,86.00,84.70
85.84,84.72,86.08,84.69
84.60,84.60,85.11,83.75
84.12,84.38,84.55,83.56
83.80,81.38,83.80,81.20
81.02,82.12,82.91,80.10
81.67,82.38,82.64,81.46
80.17,81.39,82.09,79.75
81.23,79.31,81.81,78.80
80.38,81.16,81.50,80.23
81.77,80.85,82.33,80.85
81.87,82.84,83.33,81.86
83.10,82.56,83.23,82.33
82.65,82.60,83.00,82.00
82.78,82.73,83.47,82.55
82.99,83.62,83.93,82.82
83.86,83.47,84.01,83.45
83.16,83.25,83.89,82.61
83.80,84.49,84.86,83.51
84.82,84.13,84.94,84.11
84.72,84.68,84.84,84.17
84.26,84.87,84.93,84.07
84.68,85.42,85.94,84.56
85.73,85.18,85.89,84.96
85.16,85.76,85.79,84.91
86.00,85.95,86.22,85.36
85.95,85.16,86.15,84.78
84.24,83.18,84.25,82.67
83.58,83.16,83.95,82.56
82.38,83.44,83.84,82.38
83.80,84.29,84.47,83.36
83.11,83.10,84.00,82.44
82.97,83.80,83.99,82.97
85.05,85.65,85.68,84.87
85.77,86.36,86.43,85.56
86.29,86.22,86.50,85.89
86.43,87.42,87.48,86.26
87.48,87.78,87.90,86.29
87.03,87.34,87.50,86.53
87.43,87.98,88.00,87.03
88.10,86.97,88.13,86.47
86.59,85.62,86.78,85.04
85.19,84.81,85.60,83.91
83.52,82.62,83.99,81.59
83.27,82.69,84.10,81.85
83.01,83.18,83.72,82.16
83.08,83.34,83.76,82.50
82.51,81.12,82.69,80.44
80.62,81.05,81.59,79.42
81.29,80.87,81.77,80.22
80.22,80.24,81.27,80.12
79.99,80.41,80.79,79.60
80.88,81.74,82.27,80.43
82.27,82.33,82.58,81.34
81.98,81.57,82.25,80.90
80.22,80.67,81.01,80.07
81.05,81.29,82.12,80.94
80.97,81.96,82.53,80.84
81.60,82.39,82.57,81.19
82.74,82.63,83.13,82.15
83.28,83.47,83.75,82.72
83.55,82.03,83.65,81.76
81.77,81.33,82.32,80.65
80.24,81.18,81.79,80.18
80.93,80.29,81.19,80.08
80.61,80.00,81.09,79.97
80.61,80.76,81.87,80.52
81.24,81.18,81.68,80.96
80.95,79.78,80.95,79.72
80.00,79.23,80.60,78.84
80.05,80.38,80.82,79.94
79.53,78.66,79.89,78.37
78.59,79.22,79.51,78.33
79.85,79.02,79.95,78.69
78.65,79.71,79.95,78.62
80.23,80.57,81.12,80.01
80.16,79.82,80.67,79.57
78.74,78.44,78.75,77.23
78.55,76.78,78.63,76.78
76.88,77.92,78.48,76.72
78.57,79.63,79.66,78.38
79.85,80.25,80.50,79.22
80.39,81.38,81.41,80.27
81.19,82.01,82.09,80.59
81.30,81.60,82.12,81.26
81.40,81.57,81.66,80.85
82.27,82.36,82.60,81.87
81.58,82.42,82.53,81.46
81.30,81.90,82.11,81.12
81.51,81.89,83.01,81.50
82.27,82.48,83.46,82.08
83.05,82.24,83.11,82.09
82.42,83.00,83.09,82.26
82.29,82.65,82.85,82.08
82.90,83.63,83.76,82.80
83.84,83.30,83.89,83.17
83.86,85.02,85.24,83.75
85.20,85.22,85.41,84.54
84.20,84.57,85.13,84.20
84.67,84.37,85.10,84.04
83.79,83.31,84.25,83.24
81.74,81.46,82.45,81.15
80.79,79.79,80.88,79.76
80.82,79.60,81.18,78.74
78.90,77.84,79.61,77.82
77.94,77.72,78.10,76.46
76.68,73.84,77.13,73.51
75.01,74.82,75.79,72.07
72.74,70.19,73.44,69.90
70.79,71.64,71.87,67.03
70.74,68.03,70.99,67.46
68.81,71.58,72.40,68.63
72.36,72.00,73.10,71.60
73.04,74.29,74.38,72.75
73.35,73.50,74.34,72.83
74.29,74.16,74.75,73.50
72.41,70.94,72.79,70.21
70.07,69.80,71.98,69.67
72.15,70.18,72.16,69.58
70.60,73.66,73.80,70.52
72.96,73.54,73.86,72.27
73.64,71.77,73.92,71.27
70.88,72.64,73.00,70.21
73.33,74.12,74.22,72.98
73.59,73.91,74.40,72.97
74.36,74.02,74.87,73.34
74.15,73.49,74.86,73.45
72.11,72.14,72.69,71.50
70.14,71.15,71.32,69.91
72.24,73.65,73.65,71.75
73.39,72.82,74.34,72.54
72.17,71.01,72.57,70.59
70.34,71.84,71.89,69.87
71.76,71.65,71.98,70.81
71.96,72.64,73.76,71.16
73.43,74.01,74.06,72.68
74.52,74.55,74.75,73.57
72.91,73.70,74.10,72.50
73.87,74.01,74.98,73.44
73.88,71.97,74.29,71.83
69.94,69.24,70.46,68.17
68.46,69.31,70.11,67.93
70.01,71.72,71.89,69.50
73.33,72.91,74.34,72.42
72.43,72.07,74.29,71.86
73.12,73.88,74.04,72.67
72.76,72.63,74.59,72.63
72.05,71.15,73.10,71.15
70.25,72.83,73.15,69.21
72.67,73.95,74.00,72.21
73.30,73.89,74.00,72.63
74.47,73.56,74.52,73.03
74.73,76.28,76.29,74.65
75.78,76.27,76.67,75.71
76.74,77.16,77.66,76.31
76.22,76.37,76.79,75.84
77.10,78.11,78.23,77.07
77.87,77.47,78.49,77.12
77.57,78.89,79.51,77.02
78.57,78.43,79.24,77.92
78.32,78.71,79.11,77.83
79.59,80.13,80.16,79.18
79.92,80.17,80.50,79.55
79.83,79.44,80.49,79.05
80.16,81.07,81.27,79.28
81.91,81.88,82.20,80.69
80.99,81.48,81.99,80.44
80.59,78.09,80.64,78.00
75.82,75.94,77.11,75.45
77.37,77.37,77.59,76.50
78.19,78.86,79.00,77.44
78.07,78.52,78.61,77.38
78.82,79.35,79.49,78.12
79.25,79.76,79.88,78.63
77.90,77.39,78.92,77.03
78.53,78.70,79.02,77.64
79.63,79.72,79.95,79.34
79.53,78.96,79.75,78.39
78.86,79.09,79.85,78.50
78.24,78.25,79.75,78.06
78.12,77.86,79.43,77.10
78.22,77.90,78.68,77.11
76.53,76.91,77.33,76.06
76.38,76.03,77.10,75.88
75.03,74.58,75.32,74.53
74.51,73.90,75.20,73.90
75.84,75.84,76.51,75.33
76.41,76.93,77.50,76.14
78.42,80.44,80.53,78.37
80.20,79.79,80.35,79.37
80.67,79.79,80.74,79.65
80.88,80.45,81.18,79.80
80.63,80.82,81.64,80.29
80.61,81.08,81.86,80.35
80.75,79.87,80.85,79.55
80.63,81.34,81.75,80.34
80.73,80.05,81.09,79.21
80.61,80.53,81.81,80.14
79.59,79.44,80.17,78.66
79.93,80.03,80.60,79.78
80.74,80.16,80.91,79.88
80.24,79.53,80.46,79.38
80.66,82.00,82.00,80.61
82.02,83.12,83.34,82.00
83.56,84.29,84.83,83.30
84.28,85.22,85.23,84.21
84.97,85.28,85.63,84.95
85.15,84.18,85.44,84.01
84.09,85.27,85.33,84.09
85.16,84.76,85.29,84.57
85.97,86.00,86.67,85.90
85.79,86.02,86.15,85.10
85.64,85.76,85.95,84.92
85.92,85.12,86.00,85.11
85.00,85.50,85.64,84.97
86.07,85.72,86.21,85.38
85.10,85.08,85.40,84.47
84.39,84.74,84.92,83.94
84.16,84.88,84.92,83.82
85.75,85.69,86.13,85.40
85.30,86.45,86.50,84.96
86.34,87.03,87.24,85.77
87.08,87.49,87.49,86.72
87.50,87.47,87.94,87.03
87.08,87.18,87.22,86.66
86.77,87.22,87.38,85.81
87.64,86.77,87.71,86.51
86.24,85.83,86.50,85.77
85.27,85.49,85.50,84.59
84.92,83.74,85.34,83.46
84.23,83.97,84.56,83.38
84.28,83.53,84.34,83.19
84.24,84.92,85.00,84.05
84.87,85.75,85.85,84.49
85.22,86.34,86.44,84.94
85.83,85.32,86.22,84.73
85.33,84.88,85.69,84.67
84.02,83.80,84.10,83.35
84.34,84.42,84.60,83.89
84.42,84.67,84.71,83.85
84.86,84.12,84.92,83.91
84.45,85.41,85.62,84.08
86.07,85.62,86.12,84.92
86.04,86.57,86.78,86.04
86.84,86.92,87.25,86.65
86.58,87.02,87.17,86.47
87.37,87.34,87.47,87.01
87.15,87.23,87.83,86.78
87.23,87.14,87.44,86.55
87.45,86.50,87.49,86.21
86.47,86.83,87.18,86.41
86.66,86.33,86.75,85.85
86.17,87.01,87.09,85.91
86.24,85.86,86.48,85.42
86.01,85.83,86.12,85.19
85.00,84.83,85.47,84.63
85.06,84.30,85.13,84.05
84.50,85.55,85.75,84.13
85.89,86.86,86.93,85.61
86.59,86.02,86.83,85.74
85.89,86.09,86.20,85.25
86.20,86.44,86.89,85.92
86.08,86.99,87.18,86.03
86.46,86.60,87.10,86.32
86.59,86.01,86.59,85.77
85.48,85.33,85.94,85.10
85.36,85.55,85.98,85.02
86.18,87.03,87.25,86.07
87.14,86.62,87.25,86.54
86.36,85.86,86.48,85.14
85.32,86.08,86.13,84.91
86.48,86.73,86.76,86.09
86.60,87.07,87.67,86.31
86.75,85.83,86.78,85.00
85.30,84.98,85.36,84.49
84.56,84.82,85.38,84.35
83.98,83.88,84.36,83.68
83.75,82.17,83.75,81.88
83.11,82.70,83.35,82.15
82.65,83.60,83.73,82.36
82.97,82.95,83.69,82.86
83.24,84.01,84.39,83.13
84.65,85.45,85.60,84.57
85.06,85.75,86.05,85.02
85.51,85.28,85.92,84.98
85.55,85.30,85.92,85.03
84.53,85.69,85.93,84.39
85.64,86.31,86.39,85.64
86.65,86.85,87.18,85.72
85.28,86.07,86.20,85.15
86.50,86.08,86.69,85.96
85.96,86.34,86.80,85.87
86.46,87.04,87.52,86.13
86.56,86.20,86.65,85.83
86.36,85.65,86.39,85.31
85.11,84.57,85.31,84.40
84.29,84.48,84.79,84.10
83.75,84.02,84.26,82.92
83.04,83.31,84.07,82.88
83.37,82.84,83.59,82.55
82.69,83.10,83.79,82.54
82.27,82.12,82.46,81.96
82.00,81.79,82.73,81.53
81.96,82.17,83.15,81.79
82.15,81.91,82.61,81.68
82.37,81.47,82.72,81.03
81.42,82.04,82.13,81.07
82.14,81.95,82.84,81.52
81.79,82.04,82.08,79.96
82.29,82.61,82.78,81.71
82.86,82.08,82.96,81.68
82.64,81.93,82.64,81.32
81.08,79.79,81.38,79.59
79.88,78.63,80.14,78.41
77.87,77.92,78.56,77.47
78.09,77.83,78.25,77.20
77.59,77.60,78.29,77.13
78.37,80.18,80.24,78.08
80.98,80.69,81.23,80.35
80.08,80.84,80.92,79.46
81.62,80.27,81.85,80.17
80.74,81.26,81.51,80.62
80.94,80.63,81.64,80.28
80.86,82.13,82.50,80.73
82.57,83.22,83.45,82.22
82.51,83.11,83.18,82.35
83.73,84.48,84.63,83.31
84.40,84.97,85.39,84.06
85.04,82.11,85.37,82.05
82.68,82.11,83.22,82.11
81.22,81.24,81.43,79.78
81.51,82.40,82.97,81.21
82.81,83.20,83.66,82.71
82.66,83.10,83.46,82.02
84.78,85.57,85.70,84.46
85.44,85.34,85.47,84.54
85.69,86.28,86.28,85.62
85.33,85.57,86.04,85.15
84.26,84.80,85.04,84.20
84.52,83.65,84.55,83.02
84.08,83.11,84.39,82.83
83.48,84.38,84.68,83.24
83.41,84.12,84.55,83.32
84.45,85.47,85.57,84.26
84.83,85.05,85.42,84.66
85.18,85.73,85.82,84.10
85.34,86.21,86.22,85.07
86.02,86.21,86.38,85.62
85.87,85.95,86.15,85.27
84.80,85.21,85.46,84.33
85.21,84.58,85.26,83.50
85.14,85.24,85.55,84.66
85.56,86.52,86.70,85.26
86.59,87.45,87.85,85.50
87.28,87.56,87.83,87.08
87.37,86.85,87.66,86.79
87.02,86.91,87.45,86.18
86.10,85.88,86.75,85.50
87.07,87.55,87.89,86.80
87.55,87.45,87.88,87.37
87.88,87.92,88.00,87.68
87.75,88.28,88.50,87.68
87.84,88.20,88.48,87.51
87.67,88.44,88.49,87.15
88.10,88.14,88.24,87.77
88.17,88.20,88.64,87.90
88.19,88.00,88.67,87.91
88.19,88.67,88.87,87.96
88.89,88.40,88.91,88.16
88.07,87.95,88.22,87.63
88.14,87.46,88.41,87.26
87.20,87.73,87.91,87.02
87.79,87.31,87.79,86.98
87.16,88.05,88.30,86.93
88.07,87.74,88.20,87.61
87.57,88.10,88.40,87.42
88.07,87.90,88.19,87.74
87.38,87.20,87.73,87.02
87.61,87.30,87.85,87.14
87.33,87.12,87.46,86.52
87.52,87.33,87.65,87.06
87.89,88.99,89.25,87.85
89.27,89.92,90.00,89.27
89.82,89.48,90.00,89.40
89.75,89.62,89.95,89.55
89.63,89.55,89.90,89.41
89.71,91.23,91.56,89.43
91.50,92.30,92.40,91.25
91.92,91.91,92.50,91.55
91.43,91.65,92.22,91.40
91.48,90.57,91.75,90.57
90.14,91.52,91.69,90.09
92.03,91.92,92.23,91.64
91.31,91.88,92.21,91.30
92.11,91.74,92.57,91.54
91.72,91.23,92.04,91.10
91.83,91.80,92.25,91.19
91.48,91.45,91.65,90.93
91.79,91.80,92.50,91.60
92.12,91.72,92.18,91.28
91.65,91.70,91.81,91.17
92.08,92.22,92.54,91.91
92.59,92.55,93.00,92.23
92.15,92.68,92.87,92.04
92.83,92.13,93.36,92.11
91.80,91.03,92.02,90.67
91.57,91.17,91.88,91.17
91.51,91.03,91.72,90.51
91.35,91.51,91.69,90.54
91.89,92.38,92.48,91.80
92.62,93.39,93.54,92.61
92.97,93.48,93.57,92.97
93.57,92.15,93.67,91.75
91.67,92.19,92.26,91.08
91.13,90.18,91.38,90.01
90.46,89.88,90.62,89.77
90.63,90.43,90.80,89.68
90.56,90.62,91.07,90.01
91.03,91.17,91.41,90.11
90.25,91.60,91.67,90.20
91.76,90.27,91.94,90.06
90.04,90.63,90.81,89.70
90.86,91.61,92.05,90.73
90.24,88.18,90.24,87.70
88.27,87.07,88.43,87.03
86.61,87.21,87.95,86.61
87.27,87.32,87.69,86.95
86.75,86.47,87.99,86.44
86.75,86.07,87.11,85.88
86.09,86.14,86.56,85.37
86.14,86.45,86.71,85.06
87.40,87.67,88.20,87.09
87.51,87.50,87.88,86.77
87.81,88.01,88.02,87.48
88.25,89.09,89.09,88.01
88.32,88.62,88.63,88.03
88.40,87.35,88.54,87.24
86.53,88.10,88.19,86.28
88.37,88.12,88.69,87.63
88.07,88.14,88.40,87.82
88.55,87.61,88.58,87.47
87.38,87.19,87.97,87.19
87.27,87.73,88.27,87.10
87.76,88.00,88.06,87.24
88.17,88.60,88.64,87.77
88.58,88.41,88.95,88.24
88.61,88.99,89.49,88.40
89.09,89.45,90.37,88.91
89.16,88.58,89.45,88.27
88.00,88.08,88.45,87.92
88.36,88.87,88.94,88.10
88.75,89.56,89.74,88.56
89.54,88.44,89.61,88.38
88.38,88.89,88.94,87.98
87.66,87.23,88.60,87.01
87.13,86.92,87.32,86.80
87.21,87.07,87.68,86.57
87.05,86.86,87.24,85.75
86.10,85.10,86.29,85.07
85.04,86.55,86.66,84.70
87.79,88.71,88.72,87.24
88.46,88.55,88.89,88.16
88.50,88.96,89.09,88.37
88.31,87.93,88.49,87.57
87.82,88.48,88.48,87.29
88.40,88.14,88.54,87.75
88.75,89.10,89.48,88.37
88.97,89.61,89.71,88.86
89.46,89.58,89.75,89.32
89.18,89.53,89.61,89.00
89.16,89.47,89.48,89.07
89.76,90.20,90.94,89.60
90.09,90.80,90.83,89.83
90.27,90.92,90.94,90.21
90.50,90.70,90.88,90.42
90.88,91.35,91.72,90.75
91.57,91.73,91.80,91.13
91.67,91.11,91.67,90.77
91.21,91.76,91.93,91.20
91.17,90.67,91.72,90.38
90.69,89.97,91.21,89.74
90.44,90.04,90.50,89.36
89.41,89.15,89.62,88.84
89.88,89.74,90.19,89.42
89.37,89.79,89.89,89.16
89.21,88.25,89.22,87.61
88.50,88.61,88.80,88.11
88.35,88.28,88.51,87.97
88.25,88.46,88.62,87.92
88.46,88.67,88.77,88.24
88.34,88.52,88.81,88.06
88.57,88.36,88.61,87.80
88.54,89.32,89.41,88.38
89.14,88.97,89.82,88.90
88.79,88.59,89.02,88.36
89.02,89.20,89.28,88.40
89.88,87.70,90.19,87.70
88.50,88.51,88.98,87.76
88.50,89.53,89.65,88.31
89.67,89.55,89.81,89.03
89.07,89.43,89.68,88.92
89.13,88.95,89.25,88.46
89.48,89.61,90.15,89.29
89.60,89.56,89.95,89.05
89.63,88.71,89.76,88.68
89.01,88.97,89.23,88.35
89.01,89.16,89.55,88.54
89.45,89.16,89.91,89.01
89.02,89.26,89.50,88.83
89.41,89.83,89.91,89.41
89.20,89.37,89.61,88.79
88.74,88.77,89.39,88.55
88.89,88.58,89.09,88.02
88.95,88.63,89.21,88.30
88.12,88.17,88.64,87.90
88.40,89.29,89.29,88.32
89.50,89.02,89.90,88.66
89.41,90.13,90.30,89.36
89.56,90.58,90.74,89.47
90.64,90.11,90.98,89.99
90.13,90.77,90.99,89.98
90.59,90.58,90.92,90.28
90.65,89.93,90.83,89.86
90.10,89.77,90.33,89.22
88.61,89.01,89.21,88.40
89.11,88.60,89.11,88.15
88.69,88.77,89.34,88.59
88.45,88.68,89.16,88.20
88.95,89.22,89.27,88.23
88.88,88.99,89.19,88.41
88.29,86.49,88.67,86.27
87.19,86.61,87.23,86.09
86.21,86.08,86.38,85.02
86.28,86.62,87.08,85.78
87.27,87.45,87.49,86.43
87.61,88.09,88.32,87.29
88.39,89.30,89.49,87.94
89.45,89.43,89.89,89.35
88.89,88.07,88.90,87.65
87.81,88.00,88.28,87.60
88.26,88.21,88.83,88.01
88.26,88.99,88.99,87.76
88.52,87.51,88.84,87.48
87.98,88.63,88.84,87.74
89.00,90.02,90.19,88.92
90.25,90.58,90.88,89.93
90.62,91.15,91.15,90.14
91.05,91.70,91.85,91.03
91.14,91.03,91.56,90.69
90.87,90.14,90.95,89.79
89.80,90.10,90.14,89.43
90.15,91.11,91.19,90.02
90.64,91.24,91.32,90.41
90.80,90.70,91.29,90.50
91.07,91.76,91.88,90.53
91.61,92.52,92.69,91.46
92.67,92.80,93.43,92.38
92.83,92.19,93.50,91.81
91.56,91.79,92.36,91.36
91.38,91.53,91.77,91.00
92.94,92.38,93.18,91.76
91.76,92.08,92.42,91.59
91.97,92.09,92.68,91.60
91.95,90.47,92.37,90.46
90.53,91.46,91.51,90.48
91.18,90.79,91.49,90.22
90.68,89.65,91.12,89.61
89.45,90.23,90.23,89.00
90.89,91.45,91.50,90.49
91.93,91.12,91.94,90.87
90.38,90.46,91.04,90.23
91.13,89.74,91.32,89.59
89.63,91.33,91.71,89.61
91.16,90.58,91.30,90.29
90.97,91.51,91.77,90.77
91.36,91.93,92.06,91.26
91.79,91.00,92.27,91.00
