EVEP,EV Energy Partners,NASDAQ
34.51,34.56,34.74,34.20
34.76,34.42,34.86,34.26
34.60,34.70,34.79,34.50
34.70,34.33,34.81,34.31
34.44,34.05,34.44,34.05
34.39,34.32,34.39,33.88
34.28,34.44,34.53,33.81
34.60,34.47,34.67,34.37
34.50,34.48,34.70,34.35
34.56,34.65,34.84,34.39
34.40,34.14,34.42,34.05
34.31,34.23,34.49,34.17
34.30,34.26,34.55,34.09
34.18,34.71,34.78,34.02
34.90,34.94,35.19,34.64
35.00,35.07,35.35,34.96
35.30,35.74,35.95,35.04
35.78,35.38,35.80,35.35
35.80,35.64,35.80,35.37
35.50,35.99,35.99,35.50
36.00,35.66,36.00,35.52
35.53,35.95,36.11,35.45
35.77,36.22,36.34,35.60
36.22,36.01,36.22,35.55
36.12,36.22,36.53,36.00
36.04,36.01,36.38,35.75
35.91,36.15,36.15,35.30
36.12,36.40,36.50,36.00
36.21,35.74,36.29,35.58
36.12,36.40,36.40,35.80
36.40,36.27,36.53,36.10
36.40,36.45,36.45,36.10
36.56,36.53,36.75,36.34
36.57,36.70,36.86,36.46
36.76,36.67,36.87,36.55
36.99,37.00,37.00,36.67
37.15,37.46,37.50,37.00
37.49,37.11,37.78,37.08
37.45,37.52,37.70,37.06
36.61,36.60,36.85,36.35
36.70,37.21,37.26,36.69
38.00,38.51,38.51,37.50
38.60,38.33,38.60,38.01
38.35,39.18,39.60,38.09
38.91,38.15,39.00,37.90
38.00,38.38,38.49,37.85
38.19,37.95,38.38,37.90
38.00,38.64,39.00,37.98
38.50,37.59,38.50,37.24
37.75,37.90,38.38,37.75
38.10,38.41,38.82,37.94
38.27,38.78,38.86,38.04
38.77,38.51,38.88,38.42
38.28,38.18,38.37,38.00
38.55,38.53,38.86,38.34
38.49,38.32,38.60,38.27
38.39,38.16,38.50,38.09
38.25,38.18,38.32,38.02
38.26,38.40,38.66,38.18
38.70,38.84,39.21,38.42
39.45,39.30,39.48,38.96
39.81,39.70,39.91,39.28
40.14,39.69,40.24,39.50
39.48,38.62,39.68,38.60
38.60,38.25,38.94,38.22
38.30,38.16,38.55,38.03
38.12,38.35,38.76,38.12
38.22,38.42,38.69,38.20
38.62,38.00,38.92,38.00
38.00,38.11,38.28,37.91
38.14,37.85,38.16,37.79
37.89,38.46,38.46,37.88
38.46,38.99,38.99,38.46
39.00,39.41,39.48,38.99
39.41,39.65,39.70,39.35
39.50,39.48,39.64,39.35
39.48,39.40,39.58,39.28
39.31,39.85,39.91,39.31
39.59,39.51,39.96,39.33
39.50,39.25,39.68,39.21
39.50,39.66,40.27,39.50
40.28,39.58,40.28,39.20
39.68,39.82,40.00,39.65
40.30,40.64,40.85,40.04
40.88,40.89,41.19,40.65
41.24,41.70,41.83,40.94
42.06,42.33,42.34,41.70
42.30,42.75,42.87,42.25
42.75,42.74,43.17,42.62
42.62,43.56,43.75,42.62
43.17,43.10,43.70,43.03
43.62,41.99,43.62,41.90
41.90,40.45,41.90,39.53
40.45,41.17,41.93,40.45
41.33,42.20,42.35,40.52
42.32,41.86,42.45,41.12
42.09,42.48,42.49,41.86
42.57,42.89,43.10,42.47
42.73,42.21,42.99,41.96
42.23,43.46,43.64,42.23
44.00,44.33,44.50,43.86
44.75,44.13,44.99,44.09
43.37,43.55,44.00,42.32
43.65,42.98,43.65,42.76
42.96,43.15,43.43,42.95
43.20,42.87,43.32,42.75
43.11,43.17,43.35,42.87
43.00,43.15,43.25,42.83
43.00,43.54,43.75,43.00
43.93,43.60,44.19,43.50
44.04,44.00,44.06,43.66
44.01,44.27,44.44,43.81
44.41,43.87,44.42,43.83
44.25,44.65,44.66,44.00
44.49,44.53,44.65,44.13
44.55,44.55,45.10,44.12
44.72,44.90,45.00,44.56
44.95,45.06,45.24,44.71
45.11,45.62,46.25,45.11
45.62,45.28,45.94,45.06
45.05,45.97,46.05,45.04
46.60,46.30,46.93,46.17
44.31,44.89,44.99,44.12
45.04,44.57,45.08,44.33
44.65,44.35,44.65,44.26
44.20,43.76,44.55,43.34
43.22,41.95,43.25,40.55
41.34,43.37,44.01,41.00
43.38,43.79,43.96,43.03
42.84,43.06,43.89,41.58
43.17,43.14,43.95,42.36
43.50,44.66,44.80,43.28
44.90,47.94,48.25,44.70
47.62,48.09,48.25,46.73
48.00,48.48,49.14,47.39
48.57,49.76,50.00,48.02
49.75,50.33,50.50,49.31
50.28,51.09,51.50,49.66
51.09,51.12,52.38,50.92
50.71,51.02,51.38,50.59
51.43,54.36,54.82,51.43
54.10,53.84,55.58,52.59
53.67,53.45,54.90,53.37
53.45,53.66,54.77,53.13
53.24,53.72,53.97,53.01
53.87,54.28,54.97,53.83
54.30,55.53,55.64,54.28
55.72,56.24,56.86,55.38
56.50,54.64,56.50,53.51
54.01,52.94,54.43,50.42
53.05,53.82,54.40,53.05
53.64,54.04,54.20,53.10
54.03,54.56,54.64,53.87
53.69,53.50,54.53,53.25
53.50,54.68,54.98,53.23
55.76,56.40,56.75,55.03
57.11,56.87,58.30,56.70
56.62,56.21,57.86,55.07
56.45,57.63,57.63,56.00
57.81,58.38,58.78,57.02
58.14,58.51,58.82,57.73
58.83,58.89,59.34,58.04
59.19,59.00,59.95,58.50
58.54,57.37,58.99,56.44
55.85,55.14,56.64,53.74
54.25,53.45,54.68,51.32
53.76,54.50,55.72,53.54
54.54,54.94,55.47,53.30
54.79,56.40,57.06,54.50
56.77,54.82,56.98,54.11
53.81,53.75,54.63,52.56
54.88,53.70,55.45,52.91
53.54,52.89,54.71,52.74
52.70,48.37,52.75,47.58
49.82,51.18,51.79,49.51
51.83,53.72,54.00,51.27
53.28,54.04,54.83,52.39
53.05,53.36,54.25,52.24
53.83,54.04,54.89,53.46
53.48,54.82,54.90,53.37
54.78,55.47,55.50,54.35
55.39,55.89,56.66,55.37
56.90,55.35,57.94,55.03
55.25,54.55,56.48,54.00
54.35,54.94,55.05,52.33
53.27,53.46,54.50,52.70
52.28,52.45,53.50,50.80
51.92,51.83,52.87,50.85
51.78,51.30,52.44,51.03
51.45,52.93,53.01,50.75
52.78,52.49,52.96,51.85
52.48,51.27,53.13,51.00
51.53,52.07,52.43,51.08
51.73,52.39,52.68,51.07
51.99,50.94,52.39,49.57
51.14,49.97,51.37,49.02
49.68,48.79,50.50,47.70
48.79,50.96,51.08,48.54
50.80,50.47,51.90,50.00
49.47,50.31,50.71,49.01
50.22,51.16,51.27,50.14
50.83,50.31,51.89,50.25
50.47,51.20,51.34,50.41
51.47,53.02,53.47,51.27
53.25,53.34,54.15,53.00
53.31,55.62,55.74,52.42
55.18,57.74,58.40,55.00
57.85,57.82,58.50,57.43
58.01,58.74,59.20,57.46
57.63,58.81,59.99,56.42
58.00,57.24,58.69,56.76
56.68,56.38,58.00,56.09
56.99,57.16,58.23,56.40
57.30,58.66,58.85,57.01
58.86,60.59,62.00,58.86
60.50,64.34,64.86,59.55
64.36,64.76,66.17,62.55
65.31,63.42,65.68,62.94
64.09,63.54,65.23,62.76
64.37,64.42,66.40,63.81
63.59,63.68,64.56,62.96
63.79,64.46,64.96,63.03
63.62,63.22,64.03,62.77
62.67,63.87,65.13,61.78
70.24,70.49,73.37,67.50
72.00,69.42,72.00,68.68
69.75,67.03,69.09,65.54
67.05,69.25,69.81,65.54
67.99,63.86,67.99,63.68
62.86,61.63,64.92,58.67
56.73,53.57,58.99,53.10
53.51,57.90,59.39,53.51
58.00,62.40,64.81,57.90
62.00,66.54,67.31,61.00
67.28,66.21,68.25,65.64
66.98,68.13,68.72,66.39
67.44,66.27,68.20,64.56
66.58,65.52,67.67,65.09
63.19,62.99,64.02,61.64
62.27,62.89,66.09,62.01
64.50,62.06,64.98,61.26
62.45,63.46,63.87,61.33
63.17,64.21,64.68,62.80
64.75,64.29,65.66,63.34
63.75,65.85,66.00,62.60
67.00,68.01,68.85,66.26
67.45,69.75,70.08,67.00
70.00,68.88,70.88,67.92
68.90,69.13,70.24,68.39
68.00,68.25,72.38,67.15
67.00,69.34,69.42,66.10
71.03,71.99,72.50,70.86
71.38,74.09,76.84,70.60
73.00,73.78,74.93,72.34
72.63,73.90,73.94,71.11
74.00,74.87,75.03,73.34
75.43,74.85,75.76,73.49
75.35,75.07,75.57,73.73
75.84,75.24,76.93,74.77
74.76,77.15,77.64,73.93
76.63,72.31,77.77,72.01
73.34,72.84,75.00,72.22
71.78,71.06,72.30,69.55
70.31,70.50,71.76,69.29
70.71,70.02,71.08,68.21
71.06,71.00,73.43,70.70
73.11,71.92,75.70,71.75
74.73,73.39,75.49,72.06
72.36,71.68,73.46,70.50
70.93,65.76,71.26,63.60
62.81,65.57,66.73,59.93
66.05,67.75,68.00,64.66
67.89,72.61,72.85,66.73
72.80,70.00,73.28,68.00
71.25,71.30,73.93,70.60
70.76,71.00,71.49,70.02
71.68,71.81,72.87,70.81
71.82,72.91,73.00,69.99
73.12,74.06,74.24,72.92
73.93,72.08,74.95,72.00
72.24,73.69,73.80,71.01
73.89,71.70,75.60,71.50
72.00,71.23,72.50,70.00
72.25,71.23,73.40,70.58
71.13,71.17,72.42,70.62
71.00,70.00,71.34,68.80
71.10,71.26,71.68,70.67
72.47,73.78,74.58,71.66
73.41,75.31,75.92,73.33
73.99,74.43,74.50,72.20
71.94,72.16,73.50,71.18
73.73,76.70,76.87,72.75
76.85,72.72,76.85,70.80
77.46,75.77,77.96,73.61
75.77,74.70,76.21,73.78
74.90,73.82,75.37,72.58
72.10,69.05,72.71,68.54
70.90,69.86,72.14,69.73
70.03,71.64,71.85,70.00
72.00,69.69,72.62,69.27
69.95,69.35,70.12,67.80
68.70,67.59,70.16,67.40
67.40,66.12,67.81,65.23
66.83,65.27,67.97,64.25
64.23,64.33,64.78,62.64
64.51,63.77,64.98,62.78
63.05,63.06,64.00,62.81
63.02,63.22,65.58,63.00
66.40,66.45,67.26,65.08
66.53,66.96,68.18,66.20
68.71,68.25,68.95,67.00
68.58,67.53,68.86,67.50
68.19,67.18,68.25,65.70
67.18,65.91,68.02,65.87
65.51,64.66,66.00,64.40
64.17,64.96,65.56,64.00
63.85,64.17,65.00,63.75
64.01,66.92,67.40,63.87
66.81,65.80,66.81,65.16
66.31,64.86,66.31,64.50
64.27,63.87,64.77,62.75
64.46,63.54,64.75,63.32
63.67,64.71,65.10,63.25
65.00,64.25,65.44,64.15
65.13,65.24,65.80,64.52
65.96,65.74,66.00,64.87
65.85,65.72,65.97,65.25
65.83,66.15,66.36,65.20
65.56,65.85,66.65,65.00
66.00,65.78,66.00,64.50
65.59,66.04,66.18,64.98
65.87,65.90,66.04,65.01
67.22,66.75,67.50,66.13
66.80,67.67,67.69,66.66
68.00,68.14,68.24,67.03
68.33,69.46,69.89,67.75
70.58,72.03,72.15,70.05
72.32,72.70,72.81,72.10
72.63,70.18,72.69,69.69
70.28,69.12,70.33,67.82
69.23,69.04,69.65,68.17
69.49,69.90,71.56,69.12
70.00,70.66,70.85,69.01
71.35,66.62,71.62,66.00
66.50,65.24,67.94,65.17
65.15,66.50,67.21,65.10
66.40,64.12,66.75,63.89
64.25,65.04,65.80,63.25
64.97,64.78,66.47,64.50
64.89,65.02,65.10,63.51
64.33,66.04,66.80,64.15
66.38,66.70,67.15,66.05
67.00,67.17,67.47,66.70
67.29,68.38,69.19,66.55
68.35,69.59,69.75,67.00
69.49,68.85,69.49,68.50
68.86,68.89,69.20,68.27
69.00,69.50,69.90,68.40
69.97,70.69,70.82,69.01
68.31,69.12,70.26,68.26
69.10,69.14,69.50,68.57
69.58,68.91,69.58,68.04
69.50,68.99,69.50,68.06
68.73,69.23,69.33,68.26
69.30,68.87,69.39,68.76
69.01,69.51,70.00,68.81
69.61,69.68,69.77,68.71
69.84,70.01,70.19,69.50
70.16,70.59,71.16,69.78
70.29,70.76,71.08,69.84
70.94,70.55,70.95,69.66
69.51,71.14,71.50,69.51
70.00,71.32,71.84,69.51
71.49,72.03,72.47,71.01
71.96,71.88,72.25,71.00
71.25,70.65,71.93,70.25
71.14,71.44,72.15,70.81
71.99,72.07,73.14,71.69
72.26,73.66,73.75,71.78
73.60,73.38,73.66,73.15
73.45,72.51,73.55,72.12
72.50,71.54,72.72,71.36
72.09,71.68,72.38,71.22
72.00,72.48,72.50,71.50
72.10,71.49,72.40,71.19
71.50,71.73,72.92,71.17
71.64,71.40,72.03,71.17
71.08,69.32,71.42,69.25
69.22,69.45,70.23,68.62
69.70,70.58,70.79,69.60
70.87,69.68,71.15,69.41
69.33,69.79,70.05,69.00
68.96,68.70,69.98,68.35
69.11,69.59,69.95,68.50
69.75,69.21,70.67,68.75
69.31,68.20,69.44,66.81
67.33,67.18,67.82,66.25
67.15,67.41,68.19,66.75
66.55,65.88,66.61,65.30
65.82,64.59,65.93,63.19
65.14,64.51,65.59,64.28
64.51,64.55,64.94,63.62
64.47,64.27,64.73,63.22
64.20,62.55,64.69,61.51
62.60,62.91,63.12,61.61
62.43,60.88,62.49,58.26
61.17,63.87,64.21,61.09
65.28,63.36,65.48,62.86
62.35,62.02,63.04,61.36
62.00,62.52,63.12,61.43
62.69,63.11,63.32,62.24
63.01,63.61,64.23,63.00
64.04,63.93,64.74,63.55
63.93,63.47,64.28,63.38
63.81,64.40,64.95,63.01
64.56,63.56,64.77,63.44
63.91,61.90,64.13,61.75
61.30,60.59,62.41,59.77
60.59,60.01,60.98,59.82
59.80,59.78,60.36,59.01
58.84,59.58,60.08,58.41
59.56,59.86,60.73,58.87
59.32,59.12,59.83,58.78
58.62,58.32,59.11,58.00
59.60,56.72,59.60,56.10
56.89,55.40,57.38,55.06
55.37,53.05,55.96,52.46
51.83,50.82,52.90,50.23
50.92,51.98,52.56,50.69
52.00,53.21,53.52,51.65
52.48,52.51,53.10,51.53
52.35,51.54,52.88,50.53
51.31,52.14,52.31,51.27
52.26,52.84,54.15,52.26
52.47,51.52,52.47,51.11
51.52,51.28,52.08,50.73
50.50,50.35,51.22,49.52
50.10,48.31,50.40,47.82
48.49,50.24,50.44,48.45
50.89,51.62,52.39,50.55
52.18,51.93,52.88,51.59
51.66,51.90,51.98,49.39
52.19,50.53,52.30,50.47
50.58,50.43,51.15,49.56
50.49,50.43,50.96,49.81
49.95,49.86,50.34,49.39
49.63,49.36,49.76,49.14
49.15,49.46,49.76,48.76
49.50,49.85,50.42,49.17
49.92,50.18,50.63,49.50
50.10,47.78,50.15,47.61
47.94,47.20,48.34,46.21
46.89,43.97,47.00,43.93
44.29,44.52,44.69,43.56
44.58,48.89,48.98,44.58
48.62,48.37,48.98,47.83
49.50,50.46,51.45,49.26
50.35,50.80,51.43,50.00
50.90,53.16,53.48,50.90
53.51,52.98,53.93,52.91
52.43,52.75,53.21,52.03
52.55,53.41,54.48,52.33
53.97,53.56,54.12,53.00
53.47,52.79,53.82,52.50
52.40,55.12,55.19,52.40
55.27,53.94,55.80,53.42
53.61,54.66,54.92,53.19
55.02,56.40,56.71,54.65
56.06,54.88,57.39,54.68
55.30,52.81,56.16,52.46
52.13,52.50,52.92,51.34
51.30,52.20,52.41,51.01
52.36,52.35,53.05,51.61
52.62,52.66,52.99,52.25
53.00,54.93,55.02,52.70
55.00,55.72,56.17,54.95
57.10,56.24,57.10,55.78
56.27,54.85,56.35,54.62
55.34,55.27,55.74,54.02
54.79,54.33,55.60,54.06
53.81,54.35,54.98,53.50
54.09,54.44,55.21,54.07
55.14,53.25,55.15,51.91
53.53,53.88,54.64,53.25
53.38,55.03,55.25,53.38
54.78,55.86,55.99,54.02
56.00,55.31,56.58,54.81
55.74,55.82,56.11,55.36
55.73,55.47,56.02,55.30
55.44,55.67,55.82,55.40
55.59,55.45,55.85,55.36
55.63,54.54,55.63,54.49
56.09,59.10,59.35,56.00
59.09,59.19,59.54,58.44
59.28,59.78,59.85,58.22
59.83,60.11,60.50,59.25
60.35,61.46,61.82,59.99
61.11,61.86,62.17,61.11
61.96,61.76,61.96,61.57
61.96,61.38,61.96,61.04
61.39,62.77,63.02,61.25
63.26,62.56,63.35,61.86
63.00,63.42,64.28,62.70
63.49,63.55,64.35,62.84
63.47,64.73,64.80,63.47
64.86,64.06,65.26,64.00
63.92,64.36,65.05,63.72
64.12,63.43,64.35,62.76
61.33,62.96,63.11,61.10
62.03,63.44,64.22,62.03
63.43,64.08,64.40,63.02
64.46,63.11,64.56,62.83
63.50,62.96,63.50,62.70
62.80,62.46,63.00,62.29
62.55,62.12,63.36,62.01
61.69,60.66,62.05,59.61
60.71,61.19,61.75,60.71
61.18,60.86,61.58,60.11
61.30,62.99,63.10,60.91
62.55,62.12,63.19,61.69
62.36,62.46,63.09,62.08
62.75,62.50,63.28,62.08
62.13,62.00,62.63,61.28
62.34,62.22,62.34,61.21
62.18,62.10,62.74,62.01
62.87,62.84,63.00,61.59
63.30,64.75,64.92,63.25
64.50,65.04,65.74,64.25
65.41,65.32,66.08,64.95
65.75,64.36,65.75,64.00
64.29,63.48,64.29,63.01
63.66,64.70,65.34,63.26
64.57,64.98,65.50,64.57
65.49,64.65,65.49,64.14
64.44,63.92,64.87,63.69
63.94,64.35,64.44,63.56
63.58,62.49,63.93,62.00
62.40,64.09,64.20,62.05
64.47,65.65,65.72,64.25
65.37,65.41,65.79,64.65
65.55,65.24,65.80,64.88
65.10,65.89,66.10,64.66
66.24,65.38,66.30,64.88
64.30,65.01,65.17,64.05
64.62,65.62,65.89,64.49
64.99,64.95,65.74,64.33
65.16,63.22,65.16,61.09
61.96,64.22,64.38,61.85
63.01,61.59,63.23,61.51
60.84,59.76,61.14,58.71
59.76,57.45,59.76,57.01
57.05,56.10,57.24,55.15
55.99,60.27,60.36,55.18
61.00,60.86,61.80,59.55
60.98,61.00,61.43,59.17
61.19,60.96,61.53,60.00
60.93,61.48,61.80,60.93
60.99,60.06,61.40,59.55
59.71,59.92,60.75,59.62
59.54,60.65,61.50,59.10
60.89,61.73,61.95,59.94
61.75,60.70,61.75,60.33
60.82,59.34,61.05,59.33
59.13,58.95,59.51,57.82
58.91,58.31,60.00,58.18
58.15,57.14,59.29,57.00
56.65,57.34,59.49,56.10
57.38,57.50,58.66,57.17
57.66,57.90,58.65,57.26
57.94,56.47,58.78,56.29
56.05,56.64,57.40,55.65
56.53,57.11,57.42,56.32
57.28,56.58,58.01,56.00
56.28,59.25,59.75,56.28
59.25,58.92,60.70,58.51
58.66,59.82,60.24,58.36
58.73,57.73,59.44,57.60
57.94,56.27,57.94,56.16
56.35,56.48,57.33,56.10
56.44,56.24,56.83,55.52
55.59,56.20,56.65,55.40
55.01,56.56,57.00,55.01
57.41,59.23,59.40,57.41
59.11,59.61,59.65,58.98
59.50,60.31,60.40,59.23
60.04,60.50,60.99,59.94
60.75,60.87,61.23,60.34
60.80,61.96,62.31,60.43
62.49,62.77,63.55,61.96
62.91,60.90,63.09,60.70
61.12,59.77,61.34,59.75
59.00,58.74,59.75,58.37
58.40,58.38,58.95,58.12
58.57,58.21,59.03,58.17
58.25,57.81,58.77,57.55
57.48,57.64,58.03,57.27
57.27,57.19,57.58,56.77
56.90,57.37,57.76,56.80
57.30,58.07,58.40,57.00
58.08,57.82,58.79,57.51
58.16,57.93,58.24,57.80
58.43,59.19,59.65,58.02
58.80,58.80,59.75,58.28
59.17,59.80,59.82,59.02
59.40,58.52,59.86,58.01
58.75,58.84,59.79,58.75
58.50,58.08,58.90,57.75
57.41,56.38,57.65,56.10
56.56,56.12,57.32,56.06
56.52,54.84,56.52,54.43
54.78,55.50,56.28,54.78
55.70,55.56,56.24,55.46
55.85,55.18,55.99,55.09
55.00,54.17,55.29,54.00
54.13,54.04,54.85,53.22
55.00,53.86,55.08,53.64
53.10,53.87,54.60,52.13
53.47,54.63,54.66,53.47
54.83,55.11,55.35,54.56
55.30,57.13,57.43,54.73
57.06,57.05,57.77,56.56
56.63,56.01,57.44,55.96
54.24,52.00,55.44,50.00
51.27,52.50,52.73,50.85
53.70,53.37,54.28,52.60
53.23,52.78,53.67,52.28
52.61,52.87,53.10,52.55
52.80,52.93,54.30,52.70
52.86,52.28,53.18,52.05
52.11,52.17,52.56,51.88
52.00,52.54,52.60,51.72
52.57,52.31,52.84,51.77
52.20,52.12,52.41,51.05
51.49,52.11,52.31,51.28
52.11,52.11,52.50,51.99
52.17,52.31,52.91,51.95
52.13,53.60,54.46,52.13
53.65,53.69,53.95,53.35
53.83,54.03,54.25,53.11
54.15,53.93,54.19,53.51
53.89,54.44,54.58,53.41
54.24,54.57,54.92,54.20
54.55,54.05,54.80,53.64
54.43,53.53,54.43,53.00
53.73,52.25,53.80,51.31
52.23,51.90,52.23,51.50
51.13,52.73,52.82,51.06
52.56,52.23,52.73,52.01
52.02,52.25,52.61,51.50
52.20,51.54,52.64,51.45
51.54,51.25,51.91,51.15
51.00,50.54,51.54,50.22
50.00,49.69,50.20,49.50
49.16,50.16,50.54,49.07
50.00,47.95,50.09,47.70
48.07,47.46,48.26,47.14
47.52,46.94,47.52,45.23
47.00,46.94,47.17,46.51
47.00,47.87,48.17,46.97
47.66,48.24,48.48,47.56
48.25,47.37,48.30,47.21
47.60,47.00,47.60,46.25
47.00,47.00,47.31,46.68
47.10,46.56,47.20,46.32
46.00,44.75,46.29,44.40
45.00,42.35,45.00,42.00
42.41,42.15,42.98,40.00
42.42,44.82,45.36,42.37
44.43,44.72,45.18,43.88
44.58,45.17,45.74,44.12
45.14,44.85,45.95,44.85
39.80,42.59,44.16,39.50
41.70,40.51,42.00,39.15
39.95,39.88,41.34,39.51
39.75,39.88,40.63,39.50
39.85,40.11,40.94,39.78
40.35,40.79,41.15,40.35
41.35,42.03,42.23,40.70
42.02,42.68,43.35,42.02
42.99,42.43,43.45,41.91
42.05,41.63,42.14,41.03
41.54,41.46,41.61,41.00
41.51,40.69,42.02,40.12
40.38,39.92,40.50,39.55
39.86,39.50,39.86,38.56
39.22,38.06,39.45,37.56
38.50,37.98,38.60,37.13
37.78,38.11,38.73,37.52
37.67,38.03,38.35,37.60
37.94,37.40,38.09,36.88
37.54,36.95,37.98,36.82
36.96,35.84,37.10,35.61
34.94,34.91,35.46,34.09
35.40,34.84,35.90,34.66
34.67,34.30,34.67,34.17
34.30,34.06,34.50,33.90
34.10,33.56,34.25,32.92
33.45,33.75,34.19,33.22
33.56,34.14,34.87,33.56
33.76,33.88,34.00,33.27
